NumberChildren,Income,Phone,NumberCars,OwnOrRentFlag,PostalCode,AgencyID,MiddleInitial,City,Employer,FirstName,Gender,AddressLine1,State,MaritalStatus,NetWorth,LastName,Age,CreditRating,NumberCreditCards,Country,AddressLine2
1.0,72389.0,1-295-673-4452,1.0,O,93770,Sum38,,Lowell,EMC,Niel,M,1540 MURIE RUE,OK,U,3579198.0,Summerlin,65.0,609.0,0.0,Canada,
0.0,66486.0,1-914-675-2986,3.0,O,m4l 1n4,gro39,F,Frederick,Fluor,ziad,,7075 glen loch drive,WY,S,889494.0,grooms,20.0,630.0,2.0,United States of America,
1.0,200185.0,,3.0,O,22335,dil40,I,Mesa,Dollar General,Claude,,11237 balmoral way,RI,M,2205682.0,dilkie,55.0,671.0,9.0,United States of America,Apt. 382
2.0,289215.0,1-825-739-0336,0.0,O,V6C 1T4,DOL41,,Lakewood,Lear,AVTAR,,8316 GARDEN BROOK NORTH,HI,U,1140117.0,DOLSON,76.0,715.0,10.0,United States of America,
1.0,322484.0,1-956-713-3802,4.0,O,M6t 1h3,Pos42,,Cleveland,J.P. Morgan Chase & Co.,Donny,,2240 clifton lower,VA,M,1421319.0,Posthumus,1.0,707.0,9.0,United States of America,
2.0,83458.0,1-814-932-1579,4.0,O,95263,Mac43,,Grand Rapids,Affinia Group Intermediate,Cocos,,20907 NOTINGHAM LOWER,OK,M,3525204.0,Machika,3.0,329.0,0.0,United States of America,
3.0,,1-135-443-7282,0.0,R,v5b 1p5,che44,,Peoria,,ruud,,601 carroll lower,Prince Edward Island,D,468976.0,chenoweth,100.0,601.0,8.0,United States of America,
1.0,492407.0,1-720-975-0667,5.0,O,32318,hol45,,Inglewood,Goldman Sachs Group,Belvia,,18267 state drive,SD,W,1685443.0,holbrooks,81.0,623.0,2.0,United States of America,
4.0,346630.0,1-871-598-3505,4.0,O,93872,pfi46,,Akron,E*Trade Financial,ATHAR,f,9270 LEAF SOUTH,OH,S,337564.0,pfieffer,76.0,376.0,2.0,United States of America,
3.0,9572.0,1-607-222-4809,1.0,O,92824,elk47,Y,Charlottetown,Pfizer,Cherey,,18582 PERIMETER BOULEVARD,MA,W,84777.0,elkington,51.0,560.0,0.0,Canada,
5.0,265369.0,1-965-046-0642,1.0,O,e4a 1r2,Lab48,,Bellevue,Safeway,RAZ,F,9612 park stream upper,MD,,3146477.0,Labenek,,693.0,4.0,United States of America,
2.0,104172.0,1-155-441-3579,1.0,U,H7G 1V4,laf49,Y,Dover,Simon Property Group,kishore,,2803 clearwater north,Saskatchewan,S,495277.0,laferriere,58.0,346.0,0.0,United States of America,
3.0,65550.0,,0.0,O,85039,Nor50,I,Fullerton,Trinity Industries,Nelleke,,11103 BISSONNET WEST,WA,M,746904.0,Norment,52.0,342.0,0.0,United States of America,
0.0,,1-544-132-7237,2.0,R,v6m 1q3,hag51,,Denver,Solutia,sibby,,4652 outervale lane,OH,M,1219620.0,hagar,91.0,563.0,8.0,Canada,
3.0,,1-821-089-2089,2.0,O,X7j 1r1,Bet52,,Dallas,,ericha,m,341 dunbar west,WY,M,1718910.0,Betcher,17.0,391.0,4.0,United States of America,
4.0,66244.0,1-135-391-9787,4.0,O,B8b 1z5,Van53,,San Jose,A.O. Smith,Janson,m,16176 vernon drive,NJ,S,,Van der,6.0,381.0,8.0,United States of America,
3.0,426954.0,1-776-182-6215,0.0,U,t5d 1v4,O'L54,,Bellevue,AptarGroup,Dorotea,F,23131 clint way,ND,S,2636424.0,O'LEARY,89.0,539.0,9.0,United States of America,
4.0,126891.0,1-079-780-7761,5.0,O,V6t 1r2,and55,,San Buenaventura,Coca-Cola,Denice,m,11640 baltic upper,NC,M,1326305.0,anderson,99.0,497.0,0.0,United States of America,
2.0,454196.0,1-504-346-4393,4.0,O,91177,sta56,,St. Louis,Kimberly-Clark,Myron,,20796 dolores drive,WV,M,2241997.0,starks,77.0,661.0,,Canada,
3.0,163940.0,1-985-538-4351,5.0,R,T5c 1t1,CHA57,,Pueblo,Visteon,Barby,,14359 COMMERCE WEST,GA,S,1542891.0,CHASSE,,558.0,0.0,United States of America,Apt. 275
1.0,365213.0,1-254-097-9398,,O,35862,ASI58,,Regina,TECO Energy,Ariella,R,21448 hampton boulevard,Ontario,W,797918.0,ASING,90.0,534.0,,Canada,
0.0,428739.0,1-545-924-9552,0.0,U,96820,ask59,,Saskatoon,Bemis,ADEY,f,7637 pershing way,MA,M,347654.0,askins,82.0,373.0,6.0,United States of America,
0.0,142444.0,1-984-233-8818,4.0,O,75238,Kik60,K,Jackson,Wyeth,GAYEL,,11529 arcana boulevard,CA,M,2456397.0,Kikuta,,382.0,8.0,United States of America,
3.0,416168.0,1-528-691-1642,3.0,O,85769,Cha61,,St. Petersburg,United Technologies,Man,F,2700 windwood north,SD,S,1284229.0,Chane,15.0,475.0,10.0,United States of America,
0.0,291420.0,,2.0,O,H5i 1o9,KIL62,U,Scottsdale,Clorox,Klara,m,22279 gramercy road,Saskatchewan,D,618787.0,KILLEN,,539.0,3.0,United States of America,
5.0,413501.0,1-171-807-8213,4.0,O,90849,kin63,,Charlotte,Discovery Communications,Abdalla,f,9828 west east,RI,M,1171606.0,kinley,96.0,711.0,6.0,United States of America,
,,1-056-241-7009,4.0,O,43644,MAL64,,Waterbury,Williams-Sonoma,bal,,5935 mcafee park,NC,M,3983261.0,MALAHER,38.0,606.0,1.0,United States of America,
3.0,419143.0,1-389-414-0570,3.0,O,99213,Odu65,J,Chesapeake,Manitowoc,Romy,,12460 CLAYTON STREET,SD,W,2328568.0,Odum,10.0,494.0,0.0,United States of America,
5.0,155057.0,1-583-542-1656,1.0,O,72226,DI 66,,Hialeah,Henry Schein,KORAL,,275 3rd drive,IL,M,2078600.0,DI NINNO,72.0,309.0,3.0,United States of America,
5.0,313859.0,1-269-712-0672,2.0,O,V6Z 1Q9,STU67,K,Charleston,Trinity Industries,YUKIHIKO,,6907 FERNCLIFF CRESCENT,OR,M,2986155.0,STUBBLEFIELD,97.0,630.0,3.0,United States of America,
1.0,265907.0,1-670-102-0463,4.0,O,20082,HAM68,,Salem,Pepsi Bottling,Khanh,,885 crosby lane,Ontario,S,1864039.0,HAMBALI,48.0,330.0,10.0,United States of America,
0.0,283481.0,1-699-726-3895,,O,35827,LIB69,,Sacramento,UGI,Darnell,m,2344 kalani west,FL,S,1293721.0,LIBRARIAN,97.0,710.0,9.0,Canada,
0.0,200635.0,1-640-666-2876,4.0,R,99692,ohs70,,Santa Clarita,Greif,feridoun,M,22870 LA CIENEGA STREET,NM,M,3850114.0,ohsone,73.0,475.0,7.0,United States of America,
1.0,434519.0,1-540-639-1311,0.0,O,V6c 1q5,HUM71,O,Sherbrooke,Equifax,Magdy,,8478 green avenue,NE,U,1618743.0,HUMMEL,71.0,596.0,3.0,United States of America,APT. 143
1.0,392315.0,1-285-874-8492,5.0,O,80158,BRA72,,Colorado Springs,,jiri,,23639 purdue rue,MI,W,3383487.0,BRADD,93.0,670.0,9.0,United States of America,
3.0,493829.0,1-121-904-0040,5.0,O,t6d 1b6,Boa73,X,Berkeley,Freescale Semiconductor,AILA,,19202 ansley park,New Brunswick,U,2981876.0,Boarder,53.0,722.0,,United States of America,
2.0,97489.0,1-017-842-3201,3.0,O,33120,Mcn74,,San Buenaventura,Aleris International,Vincenzo,,11319 devonshire rue,NJ,U,2109339.0,Mcnally,32.0,587.0,7.0,United States of America,
3.0,,1-215-859-3206,4.0,O,99742,MAR75,,New Haven,,Minnnie,F,23665 deerwood park,ND,S,791803.0,MARKOVICH,1.0,609.0,4.0,United States of America,
1.0,383046.0,1-764-520-7470,0.0,O,V6N 1T1,Wil76,,Shreveport,World Fuel Services,alfonzo,f,4855 union north,Saskatchewan,S,3523678.0,Willekes,39.0,401.0,7.0,United States of America,
0.0,1190.0,1-414-130-0162,4.0,,44104,Dea77,S,Lansing,R.R. Donnelley & Sons,Swandi,m,9466 SHADOWBRIAR WEST,KS,M,1681902.0,Deacetis,77.0,335.0,0.0,United States of America,
5.0,85733.0,1-970-240-9990,5.0,O,14605,Hou78,,Pembroke Pines,Brinker International,Anya,,3504 regency avenue,SD,U,3851455.0,Houk,18.0,569.0,7.0,United States of America,
2.0,387890.0,1-408-684-6459,0.0,R,80076,Goy79,,Palmdale,Temple-Inland,Enrika,,7281 northland lower,FL,M,2339382.0,Goyette,70.0,,9.0,Canada,
0.0,16808.0,1-330-353-5908,2.0,O,V6I 1V6,Mok80,Z,Savannah,Psychiatric Solutions,SONJA,f,12481 hayden lower,Saskatchewan,S,,Mok-fung,26.0,679.0,7.0,United States of America,
4.0,304589.0,1-766-726-2675,,,97307,Run81,I,Amarillo,Nash-Finch,Liem,,2328 gracie avenue,FL,M,2065016.0,Rundle,,356.0,10.0,United States of America,
5.0,48506.0,1-938-425-7509,2.0,R,46237,BEL82,,Anchorage,AMR,COLLETTE,o,4737 campbell street,UT,S,2454049.0,BELLEY,58.0,308.0,9.0,United States of America,
4.0,,1-527-308-8874,0.0,O,V6B 1S6,BAE83,Y,Louisville,Spartan Stores,SIAMACK,,2401 stratmore lower,WY,M,2423395.0,BAER,43.0,412.0,4.0,United States of America,
3.0,358862.0,1-810-590-0635,2.0,O,H2d 1x1,MAU84,,Hilo,Cigna,Toshihiro,f,21477 JUNIPER CRESCENT,NH,D,1342045.0,MAULDIN,65.0,618.0,4.0,United States of America,
3.0,477614.0,1-274-548-2512,5.0,O,95108,Koo85,,Sudbury,General Cable,Casey,,19214 YAUPON BOULEVARD,AR,S,861756.0,Koohgoli,24.0,429.0,5.0,United States of America,
1.0,175414.0,1-649-754-4601,3.0,O,80050,Lau86,,Orlando,Dun & Bradstreet,Daryn,,7785 rusk boulevard,CT,S,1215349.0,Lauriston,79.0,819.0,3.0,United States of America,
1.0,427598.0,1-905-932-1785,0.0,O,90122,Man87,L,Missoula,Casey's General Stores,Adrianna,F,18002 cantrell upper,VT,M,3981554.0,Mangum,48.0,552.0,7.0,Canada,
4.0,368207.0,1-031-004-7697,0.0,O,43614,PIE88,,Abilene,Jack in the Box,Cortney,,23341 brookside upper,Manitoba,S,3865937.0,PIERCY,69.0,587.0,9.0,United States of America,
1.0,449944.0,1-994-812-4796,3.0,O,61110,Bus89,,Saskatoon,Assurant,Duane,M,20494 ROSS WEST,NJ,S,2804700.0,Buscaglia,91.0,304.0,6.0,United States of America,
5.0,166247.0,1-176-513-4041,5.0,U,70174,BAB90,,Irvine,Psychiatric Solutions,Tele,,17552 SAVANNAH NORTH,KY,,3283558.0,BABIONE,75.0,795.0,4.0,United States of America,
3.0,391165.0,1-072-244-6337,1.0,O,90324,Bur91,,Reno,Danaher,Ophelia,M,4462 pace crescent,GA,S,450524.0,Burkard,85.0,830.0,2.0,United States of America,APT. 373
3.0,165854.0,1-924-669-9328,5.0,R,s7d 1n1,Kin92,,Sacramento,Clorox,lorine,,7161 tallowood upper,NJ,M,,Kinsella,76.0,709.0,3.0,United States of America,
1.0,326181.0,1-598-488-3541,2.0,O,93829,POM93,,Topeka,Boyd Gaming,Viole,,3489 silver sage west,SC,S,,POMMAINVILLE,68.0,493.0,8.0,United States of America,
,173387.0,1-295-539-3868,3.0,O,89116,BOA94,,Rancho Cucamonga,Eaton,Nani,M,12481 hayden lower,TN,M,633760.0,BOATWRIGHT,95.0,680.0,,United States of America,
5.0,301127.0,1-554-020-0267,1.0,R,94315,Ron95,R,Hilo,Dynegy,cherey,,13210 3RD DRIVE,WY,M,3634954.0,Ronald,15.0,800.0,,United States of America,
5.0,487230.0,1-793-621-4566,1.0,R,T5b 1u9,wei96,A,Saint John,AmeriCredit,Redgie,,8899 starling lane,Ontario,M,799268.0,weihs,17.0,614.0,4.0,United States of America,
0.0,425747.0,1-787-267-4261,4.0,R,T6b 1a5,Hel97,P,Torrance,SLM,Yousef,M,11480 fennel south,DC,,39093.0,Helpb,94.0,763.0,6.0,Canada,
4.0,401946.0,1-668-247-1597,4.0,O,60699,mog98,,Santa Clara,NV Energy,Damaris,m,7266 cherry upper,Alberta,S,2705353.0,moghe,70.0,561.0,3.0,United States of America,
2.0,425422.0,1-901-346-8890,1.0,O,V6p 1s8,boz99,,Torrance,Landstar System,Ilyssa,,10678 ENGLEWOOD WEST,ME,S,3565153.0,bozicevich,29.0,569.0,4.0,United States of America,
1.0,208890.0,1-451-273-3803,4.0,O,v6i 1p1,Zah100,R,Stockton,Pacific Life,Moselle,,21181 2ND RUE,MA,M,2832204.0,Zaharychuk,52.0,634.0,5.0,United States of America,
3.0,67880.0,1-129-499-9136,5.0,O,79423,And101,,Paterson,Textron,Dulsea,F,22963 hanover road,NV,U,2194345.0,Andric,51.0,488.0,10.0,United States of America,
3.0,133412.0,1-899-319-0772,2.0,O,H5j 1o6,Bam102,L,Mesa,Pfizer,Lyndsie,,8268 cliffbrook boulevard,WA,W,3737140.0,Bamfo,24.0,788.0,5.0,Canada,
4.0,144829.0,1-053-396-0441,3.0,O,93761,fro103,,Anchorage,Cigna,KESLEY,,5118 montview court,WY,D,464753.0,frondozo,98.0,333.0,8.0,United States of America,
1.0,,1-239-665-9540,1.0,U,76150,Car104,J,Miami,Ameren,LAUREL,,17442 tallowood upper,NJ,M,596696.0,Caron,59.0,601.0,,United States of America,
4.0,143682.0,1-605-888-3403,3.0,O,99717,muc105,V,Great Falls,Consolidated Edison,Steen,f,4038 WEDGEWOOD STREET,LA,U,1504753.0,muchow,49.0,595.0,2.0,Canada,
1.0,350020.0,1-630-604-2543,0.0,O,60608,gat106,,Erie,Occidental Petroleum,noel,,20334 anaconda avenue,TX,U,3049281.0,gateau,1.0,433.0,10.0,United States of America,
,435103.0,1-851-862-7928,0.0,O,v6w 1u4,Sch107,M,Hollywood,Sherwin-Williams,Tracey,F,5385 young west,SC,U,247478.0,Schaefer,79.0,403.0,10.0,United States of America,
5.0,207768.0,1-065-415-5724,1.0,R,T5b 1t6,pom108,,Tulsa,Affiliated Computer Services,Sarajane,,2747 SINCLAIR LANE,TX,,2750301.0,pomerleau,6.0,615.0,3.0,United States of America,
4.0,407512.0,1-408-512-1007,0.0,O,23298,cuc109,K,Tucson,Valassis Communications,Geoffrey,F,8622 BROWNWAY PARK,MN,M,721333.0,cucuzzella,70.0,735.0,1.0,United States of America,
0.0,403366.0,1-083-902-4184,3.0,O,32803,SUG110,Z,Anchorage,,loralyn,q,18048 GREEN NORTH,ID,S,669440.0,SUGARMAN,23.0,668.0,1.0,United States of America,
5.0,384095.0,1-568-403-7081,3.0,O,64122,Pep111,,Sandy,Smithfield Foods,andrei,,18994 country boulevard,MI,M,2473979.0,Pepe,78.0,349.0,,Canada,
,288969.0,1-824-389-0618,4.0,,T6b 1h2,Cha112,,Boston,,javad,f,16063 ashland road,OK,S,3545170.0,Chandrashekar,79.0,654.0,,United States of America,SUITE 7
3.0,233665.0,1-174-210-2058,2.0,O,22222,SEI113,U,Vancouver,TD Ameritrade,Karna,m,19309 mcfarlin north,UT,U,1494871.0,SEIFERS,72.0,361.0,6.0,United States of America,Apt. 971
0.0,147236.0,1-425-503-7952,4.0,U,T6a 1d2,GAR114,S,Akron,Comerica,Jocelyn,F,2454 cliffbrook west,PA,S,436164.0,GARTLEY,31.0,427.0,1.0,Canada,
3.0,452557.0,1-012-389-9089,0.0,O,v5d 1n9,Tou115,,Lancaster,Steel Dynamics,Elvera,M,15865 strand west,New Brunswick,W,1069481.0,Touchette,86.0,322.0,1.0,United States of America,
0.0,179305.0,1-909-472-6704,2.0,R,23321,Kur116,V,Concord,Coca-Cola Enterprises,Nessy,M,13776 east boulevard,UT,S,,Kurdziel,,792.0,9.0,United States of America,
0.0,205817.0,1-622-167-5411,3.0,O,90505,Her117,,Chesapeake,News Corp.,lona,,10570 WEIZMANN LOWER,VA,U,2957261.0,Herod,87.0,478.0,2.0,Canada,
5.0,262711.0,1-164-511-9338,,O,19066,MCV118,P,Flint,,RHEA,,15278 walnut hill road,NH,M,228459.0,MCVICAR,92.0,477.0,1.0,United States of America,
5.0,84810.0,1-804-532-9163,1.0,O,v6s 1r3,LAB119,,Chattanooga,Stater Bros. Holdings,Josefa,F,23007 WAKEFOREST WAY,VT,M,67267.0,LABFIVE,4.0,449.0,6.0,Canada,
4.0,96441.0,1-197-370-0297,2.0,O,78769,but120,,Billings,BorgWarner,alikee,,9088 rivas way,FL,U,1087978.0,butta,8.0,466.0,2.0,United States of America,
5.0,462762.0,1-337-042-5687,0.0,O,53769,Pro121,,Scottsdale,CB Richard Ellis Group,dolorita,m,18798 ullrich road,NC,M,3885967.0,Projects,97.0,483.0,2.0,United States of America,
4.0,141890.0,1-056-138-5321,5.0,O,H7E 1U6,Irc122,,Oshawa,Zimmer Holdings,Marilyn,,18517 HULEN LOWER,VA,D,3271101.0,Irc,,588.0,4.0,United States of America,
5.0,156610.0,1-776-191-2031,5.0,O,e7o 1k1,Ziv123,G,Naperville,Mohawk Industries,robertson,,11474 dodd lane,DC,,,Zivkovic,40.0,313.0,2.0,Canada,
4.0,164752.0,1-280-696-2706,1.0,R,90374,sim124,H,Tampa,Berkshire Hathaway,Ilsa,,9375 wood south,NC,U,1999133.0,simser,95.0,647.0,1.0,United States of America,
5.0,278949.0,1-857-581-6346,1.0,O,63169,kei125,I,Jackson,Saks,Pen,,20479 wise avenue,MS,S,1100786.0,keifer,92.0,430.0,2.0,United States of America,
5.0,,,0.0,O,16515,arv126,P,Hay River,Gardner Denver,AUBRETTE,f,19918 ROGERS NORTH,SC,W,563992.0,arvin,67.0,467.0,8.0,United States of America,
2.0,463736.0,1-716-343-0884,3.0,O,85309,Pra127,,Irvine,Hasbro,Cole,F,9284 coffey lower,KS,M,962397.0,Praeuner,24.0,399.0,7.0,United States of America,
3.0,,1-101-776-2496,2.0,O,92158,lue128,C,Idaho Falls,CBS,liva,m,2929 north crescent,VT,M,1064169.0,lue,26.0,654.0,5.0,United States of America,
0.0,86667.0,1-769-028-0589,2.0,O,33152,Prz129,,Moreno Valley,Synnex,Ayaz,f,15404 queen street,IL,S,2100059.0,Przybycien,62.0,378.0,3.0,United States of America,
1.0,193470.0,1-005-833-8970,5.0,O,83729,pen130,J,Ontario,Belden,YETTY,f,1619 greenspoint road,FL,W,99025.0,penn,37.0,338.0,10.0,United States of America,
0.0,406379.0,1-884-215-4243,5.0,R,B8b 1z6,Gua131,S,Concord,Broadcom,Mary-michelle,,21477 WARREN PARK,MI,S,3865481.0,Guay,71.0,695.0,10.0,United States of America,
3.0,480595.0,,1.0,U,53717,bre132,,Phoenix,Reynolds American,agretha,F,6503 ROBBINS STREET,Newfoundland,M,804544.0,brennand,29.0,614.0,7.0,Canada,
5.0,181718.0,1-725-177-7815,4.0,O,t5c 1w7,Sav133,X,Coral Springs,Wells Fargo,LOTTY,f,3958 GLEN LOCH BOULEVARD,ME,S,3143356.0,Savanh,89.0,307.0,7.0,United States of America,
3.0,468310.0,1-277-496-5396,0.0,O,37245,ABB134,Z,Oxnard,Retail Ventures,Kassey,,13640 ethridge lower,AL,M,,ABBATANTUONO,11.0,331.0,2.0,United States of America,
0.0,354987.0,1-756-463-2201,2.0,O,94401,OP135,N,Brownsville,AT&T,Adria,M,3981 imperial lower,IN,S,2311953.0,OP,20.0,638.0,2.0,United States of America,
5.0,284539.0,1-261-338-7463,3.0,O,B8a 1y3,Mer136,,Memphis,Wynn Resorts,audivox,,13210 3rd drive,NH,W,3120608.0,Mersinger,75.0,703.0,3.0,Canada,
5.0,213725.0,1-811-086-4675,0.0,O,t6b 1k2,rut137,,Flint,Eastman Kodak,SUE,F,9297 THROCKMORTON SOUTH,DC,S,2058270.0,rutt,95.0,302.0,7.0,United States of America,
3.0,74195.0,1-338-771-1185,2.0,O,85306,bem138,I,Lafayette,Aramark,Lorenza,,8935 YOUNG UPPER,DC,U,1511983.0,bemis,0.0,522.0,,United States of America,
1.0,169295.0,1-554-231-5318,5.0,O,V6R 1R7,Pen139,,Greensboro,ENSCO International,Enzo,,3797 RUTGERS PARK,MD,M,439080.0,Pennington,73.0,,,United States of America,
0.0,307832.0,1-733-886-5227,1.0,R,68513,tor140,Y,Sterling Heights,Auto-Owners Insurance,claudina,M,8285 tamarind crescent,Prince Edward Island,W,921255.0,torok,39.0,833.0,5.0,United States of America,
