prospect_AgeID,prospect_MidInit,prospect_PoCo,prospect_NuCreCa,prospect_MariSta,prospect_Em,prospect_Ph,prospect_In,prospect_NuC,prospect_NumCh,prospect_A,prospect_CreRa,prospect_OORF,prospect_NeWor
Jkp7542,A,gzexcrngivl,7.0,W,Monsanto,1-392-335-1020,409682.0,5.0,5.0,56.0,393.0,O,3002044.0
CCF7543,,yzoikhwrd,10.0,M,Reliant Energy,1-912-050-7605,340191.0,2.0,4.0,94.0,557.0,,1124168.0
ylj7544,,Gdbktega,5.0,U,Idearc,1-075-551-9919,238216.0,4.0,5.0,98.0,465.0,O,2081541.0
ZBB7545,V,Kdcqzpvf,6.0,M,Neiman Marcus,1-013-611-2674,113171.0,0.0,1.0,8.0,,O,1897076.0
fqe7546,,Tbwgwtmgcu,10.0,W,O'Reilly Automotive,1-656-865-7544,234797.0,5.0,,90.0,485.0,,235172.0
Wpw7547,,Mwmfs,2.0,M,Cliffs Natural Resources,1-879-870-7379,225322.0,4.0,2.0,34.0,303.0,,639573.0
vpz7548,,goelqgcts,4.0,W,Health Management Associates,1-366-625-9813,192689.0,1.0,2.0,25.0,846.0,O,2667082.0
Yfz7549,,ucwygjzs,1.0,,Chevron,1-359-462-7089,348685.0,5.0,4.0,50.0,621.0,O,2598634.0
dou7550,,fjlfqftwg,,D,Exide Technologies,,401229.0,3.0,4.0,85.0,331.0,O,1074671.0
FDJ7551,,Tocujgaiaq,9.0,M,Convergys,1-153-396-8333,38597.0,5.0,4.0,60.0,401.0,R,2272997.0
ufu7552,,kurjmmgixxfd,0.0,S,Dominion Resources,1-144-623-1308,,2.0,2.0,95.0,644.0,R,702000.0
bbg7553,H,cnsavindoi,5.0,M,Sentry Insurance Group,1-269-220-8046,161204.0,4.0,1.0,8.0,769.0,R,1289800.0
Znk7554,v,MQBSAUVQRPYE,2.0,M,Cintas,1-052-524-0130,202650.0,3.0,4.0,31.0,481.0,O,1007390.0
CGQ7555,T,vadbnvz,7.0,U,Medtronic,1-335-871-6660,,1.0,2.0,51.0,732.0,O,124290.0
add7556,,Ljurvnigr,2.0,M,Pride International,1-637-394-8083,492433.0,4.0,4.0,24.0,802.0,O,1820002.0
Anw7557,J,BQDMQVFTNBRJ,5.0,M,A. Schulman,1-706-795-4208,344858.0,2.0,4.0,78.0,329.0,O,2200347.0
Hvt7558,,jkcul,0.0,W,Oneok,1-622-347-5699,197290.0,5.0,0.0,56.0,839.0,R,3669569.0
Yqj7559,d,Nelny,,U,Danaher,1-042-017-9368,283654.0,2.0,,50.0,539.0,,2140537.0
Ztn7560,,Qsggz,4.0,M,Del Monte Foods,1-829-935-5979,317423.0,4.0,5.0,52.0,561.0,R,3258909.0
bni7561,,Drofa,2.0,W,American Electric Power,1-076-726-5283,399126.0,4.0,5.0,14.0,814.0,O,1825422.0
swx7562,,Ssovhtmt,7.0,M,TJX,,398180.0,5.0,0.0,29.0,305.0,R,1845263.0
DSA7563,P,Tnprhljfrlj,4.0,S,Philip Morris International,1-284-129-5920,,2.0,4.0,50.0,457.0,O,1463114.0
BXZ7564,,Bkxujhonjgjk,8.0,U,Cincinnati Financial,1-128-308-8886,485429.0,4.0,1.0,67.0,349.0,O,2354683.0
pcz7565,,mrjrjhgnwcdu,0.0,M,Stryker,1-145-469-5971,118018.0,2.0,0.0,22.0,590.0,O,436677.0
Zqa7566,,Yusezkfgs,0.0,U,Kansas City Southern,1-727-684-7767,309693.0,5.0,4.0,20.0,533.0,O,2383335.0
Htl7567,z,RKXTQAO,9.0,W,IDT,1-776-201-2472,90718.0,4.0,0.0,75.0,686.0,O,2574739.0
afw7568,L,UBQSATXZO,10.0,U,Vornado Realty Trust,1-767-942-1278,280645.0,2.0,0.0,60.0,582.0,O,1596838.0
Wna7569,,BHRNWQLFVFA,0.0,S,Dollar General,1-723-062-7266,231559.0,,4.0,,807.0,O,591965.0
Mlh7570,,Ktmzav,3.0,S,Safeway,,36898.0,3.0,5.0,48.0,819.0,O,3071440.0
Gor7571,,Nfpchgfj,5.0,M,Apache,1-145-314-0862,396786.0,2.0,0.0,91.0,311.0,R,2683081.0
ENX7572,,Wuywecohosfi,3.0,U,Lowe's,1-735-104-7772,344365.0,2.0,5.0,98.0,734.0,O,3850483.0
fgr7573,,tibxlojrqiha,1.0,W,Lithia Motors,,1205.0,4.0,1.0,51.0,432.0,O,1870617.0
Ysh7574,a,ogmes,3.0,S,CH2M Hill,1-518-116-1411,276666.0,5.0,0.0,22.0,394.0,O,1249534.0
Mos7575,I,JUBKXDKP,1.0,U,Tellabs,1-696-359-4829,497953.0,0.0,0.0,57.0,658.0,O,3789880.0
czu7576,,Xbgykqm,3.0,M,Phillips-Van Heusen,1-352-678-5471,156048.0,1.0,2.0,38.0,348.0,O,3874445.0
Ghr7577,Z,NNCXIBTCXZA,8.0,M,Wells Fargo,1-906-600-9749,63617.0,1.0,5.0,68.0,598.0,O,437353.0
Rwk7578,,mfwuio,9.0,U,Vornado Realty Trust,1-093-018-2851,244849.0,2.0,2.0,93.0,505.0,O,2669917.0
Uwi7579,,Utgwrun,7.0,S,New York Times,1-302-096-9321,123585.0,4.0,3.0,48.0,839.0,R,1466537.0
VXZ7580,,Wgulrhctjlg,2.0,S,Adobe Systems,1-915-044-3154,391134.0,1.0,1.0,96.0,672.0,U,991860.0
Ayk7581,p,Srhxvxe,3.0,M,Valmont Industries,1-040-274-3474,426759.0,5.0,5.0,58.0,696.0,O,
lho7582,,Dadkihaohc,5.0,W,UAL,1-678-397-2739,451737.0,5.0,3.0,63.0,448.0,O,1816368.0
rzi7583,,Fpoleiod,9.0,S,AFLAC,1-679-345-9939,180822.0,2.0,1.0,18.0,549.0,O,565246.0
Wds7584,,Cuaieflmccqp,0.0,W,VeraSun Energy,1-093-616-0613,205843.0,4.0,2.0,40.0,705.0,O,1899339.0
Xsj7585,f,qiraymmapgf,6.0,M,Magellan Health Services,1-546-131-8988,470985.0,4.0,3.0,29.0,387.0,O,3873239.0
Lux7586,v,Tsynomgib,7.0,U,Emcor Group,1-477-186-7432,318225.0,2.0,1.0,21.0,359.0,,767547.0
wxw7587,,Amudllk,9.0,M,Peabody Energy,1-965-848-6954,326044.0,2.0,2.0,41.0,494.0,O,1027999.0
pfz7588,e,ELQKT,10.0,M,State Farm Insurance Cos.,1-622-866-0937,,1.0,1.0,56.0,345.0,,3428495.0
hlx7589,,Oiwac,10.0,M,Humana,1-040-217-2014,187282.0,2.0,0.0,33.0,402.0,O,1827180.0
nyb7590,,Dqgzinvuxxy,3.0,M,News Corp.,1-101-684-2373,,2.0,0.0,96.0,579.0,O,2070007.0
Ltt7591,O,Nchaajfkjvx,2.0,,Torchmark,1-386-426-5849,,2.0,0.0,35.0,569.0,O,
gsz7592,,XEDMBUAMGXKH,9.0,W,Rock-Tenn,1-598-816-0126,306946.0,0.0,4.0,40.0,745.0,O,3596263.0
Kwp7593,,crxbrlj,1.0,D,AGCO,1-770-379-7700,99663.0,0.0,,10.0,320.0,U,3719999.0
AGM7594,D,Eytubbwi,4.0,M,,,482013.0,2.0,4.0,59.0,591.0,R,3058439.0
Ocn7595,u,Lwftldizl,10.0,M,United Stationers,1-628-245-6238,180476.0,1.0,0.0,70.0,,U,2592932.0
Cmw7596,,GSSFZNBZL,5.0,M,McCormick,1-813-787-2611,285682.0,4.0,5.0,69.0,417.0,,1471273.0
Dit7597,V,Nrnqtmjz,8.0,M,National Life Group,1-362-897-1162,455032.0,0.0,5.0,96.0,338.0,R,
Rmm7598,S,Rzjxvum,9.0,S,Hasbro,1-952-919-4878,356141.0,3.0,,9.0,340.0,O,2410816.0
ekj7599,,Accezkuzqrif,5.0,U,Tupperware Brands,1-145-214-8009,165667.0,3.0,3.0,39.0,738.0,U,1059543.0
wcq7600,A,LNZZPGOTEG,7.0,S,Covance,1-328-944-9786,459767.0,0.0,2.0,31.0,597.0,O,379282.0
Klc7601,,YINOHET,4.0,M,Interactive Brokers Group,1-899-864-9421,106459.0,2.0,2.0,64.0,603.0,R,3271265.0
Jrd7602,,ddgkyv,5.0,D,SkyWest,1-877-997-8896,51021.0,,1.0,38.0,662.0,U,1530364.0
GDQ7603,,Seiksuhglhj,0.0,W,Best Buy,1-750-900-0823,494931.0,2.0,4.0,47.0,838.0,R,3731860.0
fnm7604,,Ytgghhaxc,9.0,M,Sears Holdings,,429859.0,5.0,2.0,,791.0,O,2488858.0
Ymu7605,e,Ajlcdadx,7.0,S,Frontier Oil,1-347-704-7823,,1.0,4.0,76.0,692.0,O,2301347.0
Pxj7606,R,Daivf,8.0,W,Automatic Data Processing,1-228-976-2888,464086.0,0.0,3.0,60.0,673.0,O,1736571.0
Rsd7607,M,xrquzcptycg,7.0,U,,,207651.0,3.0,,73.0,331.0,O,2399483.0
Qqh7608,,shigmwk,2.0,U,Comerica,1-760-429-1328,260418.0,4.0,,37.0,744.0,O,2982744.0
udq7609,Q,enehob,6.0,M,Baldor Electric,1-253-879-8833,,5.0,1.0,50.0,446.0,U,1611011.0
Ghl7610,M,RNLAKRXSPA,0.0,M,Commercial Metals,1-401-256-3483,316963.0,0.0,4.0,0.0,,O,2999167.0
mtk7611,,Hlezt,,W,,1-175-910-8245,84046.0,5.0,,,,O,
QIY7612,,Iyqmkpcjx,9.0,M,Molina Healthcare,1-565-191-3419,368990.0,0.0,3.0,,723.0,O,3307491.0
Ohz7613,,klgnkcaedht,2.0,S,Plains All American Pipeline,1-921-688-5401,124382.0,2.0,0.0,81.0,348.0,O,2057260.0
djg7614,,Jsombikj,,M,Agilent Technologies,1-925-155-0170,9263.0,2.0,0.0,52.0,666.0,O,53179.0
Iad7615,,Xtckbvng,3.0,M,AutoZone,1-185-691-2951,334181.0,2.0,4.0,68.0,,U,690086.0
EMG7616,H,YPUWSVRD,8.0,M,,1-067-518-3854,314001.0,0.0,1.0,,844.0,R,2025465.0
Hjn7617,,Ifxvsnt,8.0,M,Universal Health Services,1-188-554-1671,168309.0,1.0,4.0,36.0,766.0,O,695307.0
CYP7618,D,EAOJPQVWBNZ,10.0,M,Time Warner,1-168-215-2223,322765.0,2.0,4.0,31.0,521.0,O,3238398.0
KPN7619,h,fhirgl,7.0,W,Sealed Air,1-228-022-3056,311253.0,1.0,5.0,55.0,306.0,O,1213578.0
Vbi7620,x,Lahfziy,9.0,W,Sprint Nextel,1-926-766-1124,140296.0,5.0,5.0,66.0,411.0,R,103708.0
ehb7621,,tofdjef,3.0,M,,1-538-797-1948,439984.0,1.0,5.0,22.0,,O,1086081.0
TMQ7622,C,rckzx,8.0,U,Quiksilver,1-627-234-0841,454011.0,5.0,0.0,51.0,702.0,O,1349626.0
Lsb7623,y,MMLJKBGXD,1.0,S,Valspar,1-876-492-0782,191541.0,1.0,5.0,26.0,842.0,R,1083092.0
Dpz7624,u,banusio,0.0,U,Timken,1-436-946-7319,,2.0,1.0,100.0,528.0,R,1662799.0
Zuj7625,,Safkd,5.0,W,,1-281-780-2897,,3.0,3.0,13.0,300.0,R,3548540.0
Jqk7626,,DHTLWJDXLRW,7.0,S,Occidental Petroleum,1-421-286-4139,269215.0,2.0,1.0,11.0,752.0,O,881414.0
ijb7627,,RORIUHK,0.0,M,,1-908-354-2709,193126.0,0.0,4.0,62.0,303.0,O,1712200.0
NMO7628,U,bxgwhohh,10.0,M,Massey Energy,1-466-560-2530,462618.0,3.0,5.0,13.0,418.0,O,847446.0
Tef7629,,SRARKMXOD,4.0,W,Weyerhaeuser,1-578-686-8082,212026.0,3.0,3.0,23.0,667.0,O,344294.0
Sdj7630,Z,hwugfvlttol,7.0,D,National Fuel Gas,1-166-077-1436,371024.0,1.0,4.0,51.0,441.0,U,1534879.0
Pbr7631,,zgsllav,0.0,U,Pep Boys,1-535-320-1881,235810.0,3.0,2.0,2.0,471.0,O,3897101.0
Ice7632,,Mszwfhpj,9.0,W,Neiman Marcus,1-633-495-6478,347270.0,2.0,,,701.0,O,3064442.0
ZWG7633,,Yqfxb,1.0,D,BlackRock,1-398-680-0278,399212.0,5.0,2.0,82.0,323.0,R,2016524.0
Evw7634,,ypmuep,10.0,M,McGraw-Hill,1-185-976-7770,439561.0,4.0,5.0,94.0,846.0,O,37745.0
Lhl7635,c,Xthtecuu,8.0,M,Family Dollar Stores,1-490-238-8219,29980.0,3.0,4.0,16.0,850.0,O,503752.0
LYB7636,N,Xjzpdio,,M,Teleflex,1-891-741-2112,28693.0,2.0,5.0,43.0,,U,2115180.0
Ijb7637,x,Rgthehdvvlh,3.0,M,,1-849-918-0984,106794.0,1.0,2.0,76.0,564.0,O,839222.0
Zhf7638,,ysexit,4.0,S,Imation,1-426-168-3142,340598.0,3.0,5.0,0.0,558.0,O,1851334.0
PYU7639,r,Wscgcsbwlzj,0.0,U,PPL,1-757-910-8931,490597.0,1.0,,33.0,417.0,O,1348251.0
Iku7640,F,AUQJTIMK,6.0,U,Smithfield Foods,1-468-325-0119,499685.0,2.0,2.0,62.0,487.0,O,2722392.0
HBZ7641,,Weqnwrwrbcgx,9.0,M,Macy's,1-383-310-7894,62285.0,2.0,0.0,8.0,639.0,O,1785161.0
Pco7642,,facqrtjqjmd,3.0,U,Torchmark,1-353-727-2029,320885.0,5.0,5.0,4.0,625.0,O,2823578.0
Ybv7643,,OCNCREZ,1.0,D,Herman Miller,1-028-849-5461,184669.0,5.0,3.0,39.0,,O,2123972.0
Rim7644,F,JXOGSVJ,3.0,S,Kindred Healthcare,1-480-785-4021,126989.0,0.0,0.0,90.0,,R,112782.0
gnf7645,,Iqtso,3.0,M,Arch Coal,1-443-132-4138,48144.0,1.0,4.0,7.0,460.0,,248311.0
Wxp7646,C,Uxgvbwop,8.0,,Whirlpool,1-143-020-1234,377787.0,5.0,4.0,95.0,793.0,O,3719851.0
Dxh7647,N,Ovsiu,8.0,U,Arrow Electronics,1-475-304-3486,323782.0,5.0,5.0,59.0,821.0,O,1920385.0
Aqo7648,,Frqdqbs,6.0,S,Rock-Tenn,1-677-882-6792,31880.0,3.0,2.0,13.0,,O,576903.0
fen7649,s,waiitdv,8.0,D,R.H. Donnelley,1-151-067-7411,390190.0,5.0,3.0,58.0,643.0,O,1855037.0
CMQ7650,,Vlmzifrfolfs,2.0,U,Pall,1-645-553-4591,413821.0,4.0,1.0,67.0,817.0,O,2954046.0
Yhb7651,,DKXNSUJQRKGM,10.0,,Burlington Coat Factory,1-670-793-5351,301451.0,1.0,2.0,68.0,702.0,O,952096.0
mbw7652,L,Vzvadviukgid,2.0,D,Forest Laboratories,1-049-843-6473,5888.0,1.0,0.0,17.0,409.0,O,3382998.0
xas7653,Y,Jjtgz,6.0,,Moody's,1-739-185-6579,254404.0,2.0,2.0,44.0,617.0,O,3772196.0
MKM7654,,TMWLE,5.0,M,Fidelity National Financial,1-215-295-5893,290984.0,3.0,0.0,16.0,,O,3180080.0
Jgi7655,,Lfmjqz,,M,Amphenol,,441847.0,5.0,5.0,27.0,756.0,O,3971412.0
Mwv7656,,bserucmdlez,5.0,D,Int. Business Machines,1-515-341-8405,373240.0,2.0,4.0,59.0,484.0,R,1488210.0
YOY7657,,Nobgu,9.0,S,Int. Flavors & Fragrances,1-249-978-7278,461444.0,1.0,4.0,8.0,589.0,O,2621373.0
Gja7658,,Mynrhpyte,0.0,S,Gilead Sciences,1-471-716-6210,255072.0,1.0,4.0,98.0,380.0,O,1021949.0
rcx7659,E,aqobdfbeu,10.0,S,United Rentals,,255019.0,1.0,1.0,35.0,541.0,R,2444319.0
IPA7660,V,jecwnfavowiu,7.0,M,Convergys,1-982-617-1421,330718.0,1.0,,57.0,474.0,,362567.0
rbj7661,b,Nmemytq,4.0,,Mueller Water Products,1-068-568-6056,245130.0,2.0,1.0,69.0,685.0,O,462234.0
ebw7662,U,Vqvleqweftl,10.0,M,Shaw Group,,19691.0,4.0,3.0,33.0,363.0,R,3936622.0
SQY7663,,ABCSQOCHEHK,9.0,M,Energy Future Holdings,1-772-155-4468,13490.0,1.0,1.0,33.0,605.0,O,2116904.0
nqw7664,i,NOQIRAGYH,6.0,W,PHH,1-551-833-6226,90333.0,4.0,4.0,1.0,394.0,,63883.0
Fyz7665,,Yqqldbrjvcqq,6.0,U,Simon Property Group,1-894-068-7775,210200.0,0.0,2.0,19.0,812.0,R,2747738.0
Hds7666,J,BSICQKYPBDT,3.0,M,World Fuel Services,,195318.0,3.0,3.0,63.0,688.0,R,938329.0
ksz7667,s,enurwe,9.0,M,Andersons,1-942-682-4165,486627.0,5.0,5.0,27.0,808.0,O,976093.0
Wzm7668,,Qslfupidrch,1.0,,L-3 Communications,,142918.0,,4.0,12.0,492.0,O,2031908.0
Xna7669,N,VEKXFJRNX,6.0,D,CACI International,1-316-836-0322,243364.0,4.0,3.0,26.0,734.0,O,660066.0
ugr7670,,Dbkoxqpx,7.0,M,M&T Bank Corp.,1-746-466-6593,208343.0,1.0,5.0,2.0,579.0,O,2777991.0
Qao7671,a,HPYTPNH,10.0,M,Family Dollar Stores,1-306-508-0916,26787.0,0.0,4.0,34.0,410.0,U,3148815.0
MXH7672,G,rxcbiltuvzyh,7.0,D,Medco Health Solutions,1-049-405-9872,190609.0,0.0,4.0,86.0,743.0,O,3714775.0
KQU7673,J,jfrawlwjssge,9.0,M,Crosstex Energy,1-539-901-1797,,1.0,,47.0,431.0,O,2203195.0
bxn7674,,PGIUBMUAR,4.0,M,Reynolds American,1-976-507-8347,,0.0,0.0,73.0,805.0,O,3708645.0
Opu7675,,rgqwzxsvza,9.0,U,PolyOne,1-902-376-9596,453308.0,1.0,0.0,83.0,688.0,O,2954852.0
Ceo7676,,qnxfnq,1.0,D,"Toys ""R"" Us",1-532-161-3458,251108.0,1.0,,99.0,483.0,O,2421534.0
DZH7677,,lfjtpka,7.0,U,Sonoco Products,1-943-745-8094,128853.0,0.0,0.0,49.0,844.0,O,941243.0
Ocd7678,,pyeiwbftpsck,5.0,M,Newfield Exploration,1-162-078-3859,486933.0,3.0,3.0,96.0,436.0,O,3133101.0
Uyj7679,,Enncjsox,3.0,D,IAC/InterActiveCorp,1-881-265-1012,306545.0,5.0,2.0,12.0,336.0,U,2070834.0
mhz7680,P,Lnprrdeegs,1.0,S,MGIC Investment,1-781-682-4447,7682.0,1.0,1.0,75.0,688.0,O,2617194.0
Sft7681,,PXRXKFTOX,9.0,U,American International Group,1-716-288-6722,280763.0,3.0,0.0,29.0,581.0,O,2752340.0
gza7682,,Osanin,6.0,,Health Net,1-407-712-3659,296945.0,1.0,2.0,4.0,670.0,R,2611991.0
Rem7683,,WWWMNN,5.0,U,Mueller Industries,1-747-143-2305,176399.0,0.0,0.0,100.0,671.0,O,3965576.0
cko7684,b,tsqtfhsh,10.0,U,American National Insurance,1-522-074-1862,97252.0,3.0,4.0,45.0,352.0,U,3550405.0
RLN7685,,zwyuac,10.0,S,Morgan Stanley,1-867-195-7669,320588.0,3.0,2.0,63.0,317.0,O,1566093.0
Qjl7686,R,Gzgsvt,6.0,,Halliburton,1-272-128-3403,18284.0,4.0,2.0,35.0,809.0,R,1944507.0
YNL7687,w,Shirfkrfppb,5.0,S,MGIC Investment,1-174-194-8365,,0.0,2.0,61.0,704.0,,3250645.0
qpi7688,E,hwxcimvf,2.0,S,United Services Automobile,1-067-296-1708,80228.0,1.0,,43.0,411.0,O,2806218.0
Xxi7689,C,xqkaxa,4.0,U,Spartan Stores,1-688-092-7664,39672.0,,3.0,98.0,431.0,O,2826399.0
axi7690,,cjeriaaeunmp,4.0,M,Moog,1-784-445-0301,225036.0,3.0,3.0,84.0,362.0,O,91147.0
Wqd7691,,Mhhqranm,4.0,M,Century Aluminum,1-773-485-4247,224427.0,2.0,3.0,,532.0,R,1036928.0
jur7692,g,Ztrxdxr,3.0,U,Hayes Lemmerz,1-528-873-2585,123153.0,5.0,4.0,18.0,442.0,O,2406965.0
NBX7693,t,BVMLYNHCFOY,10.0,S,EOG Resources,1-952-933-5053,,2.0,1.0,14.0,677.0,O,3588199.0
Naf7694,,RBVXNHWO,8.0,M,Dresser-Rand Group,1-882-237-0765,353487.0,4.0,2.0,22.0,565.0,O,
bzc7695,,Wfmsguhdyyo,5.0,M,Sealed Air,1-762-453-2464,145794.0,3.0,1.0,7.0,365.0,R,2896930.0
Pmo7696,,Mcxklhj,5.0,W,Blockbuster,1-129-593-2017,142515.0,3.0,5.0,97.0,406.0,O,312676.0
goh7697,z,Lypuhgeezbgp,3.0,U,Owens Corning,1-779-145-2680,414775.0,0.0,5.0,49.0,774.0,,16279.0
Jfb7698,I,TRKCEX,7.0,S,Robert Half International,1-770-255-3860,125271.0,2.0,5.0,25.0,718.0,R,1536113.0
Hao7699,,Kihzeilpneap,2.0,M,Wesco International,1-336-236-0201,,4.0,,99.0,588.0,R,184474.0
Dwo7700,O,pylzfutqftt,5.0,M,Dana Holding,1-185-085-5742,93761.0,1.0,5.0,44.0,764.0,O,2971869.0
RJA7701,,Bsclhehzobfm,2.0,U,NBTY,1-957-033-0510,397902.0,2.0,1.0,96.0,,O,2256728.0
Lph7702,,Ieyjqvfhges,8.0,M,Eastman Chemical,1-485-740-9640,123538.0,4.0,3.0,88.0,657.0,O,2127026.0
Rfk7703,,Zuttopn,,M,Allergan,1-459-114-0867,118013.0,3.0,2.0,33.0,769.0,U,3476485.0
RFU7704,U,EHXJIUER,7.0,M,Global Partners,1-671-499-0522,45737.0,2.0,5.0,8.0,776.0,O,908035.0
TQH7705,,ipazhhewr,4.0,U,Fluor,1-817-903-4786,456999.0,2.0,0.0,55.0,343.0,O,
Bbc7706,,vvwizqanbs,5.0,W,FedEx,1-099-914-5598,326910.0,3.0,4.0,43.0,568.0,U,3054149.0
Yoj7707,F,Lzxpul,5.0,S,Polaris Industries,1-102-019-9878,166536.0,2.0,0.0,75.0,830.0,O,
lvh7708,,Dwvezt,6.0,,Torchmark,1-873-941-1147,337347.0,3.0,4.0,66.0,812.0,R,248269.0
Zpr7709,,WQSZWQBE,6.0,U,Alliance Data Systems,1-710-953-4977,41345.0,2.0,4.0,58.0,489.0,U,1203267.0
LMG7710,,DWMXIPKTCN,9.0,U,American International Group,1-789-825-2857,370209.0,5.0,1.0,29.0,845.0,U,3704743.0
WMF7711,,hrhbmmtj,0.0,U,Mohawk Industries,1-179-937-7265,343016.0,0.0,4.0,28.0,735.0,R,3673540.0
