indirizzo_id,indirizzo,indirizzo2,distretto,città_id,codice_postale,telefono
561,1497 Fengshan Drive,,KwaZulu-Natal,112,63022.0,368738360376
417,791 Salinas Street,,Punjab,208,40509.0,129953030512
591,773 Dallas Manor,,Buenos Aires,424,12664.0,914466027044
498,319 Plock Parkway,,Istanbul,504,26101.0,854259976812
353,381 Kabul Way,,Taipei,209,87272.0,55477302294
562,869 Shikarpur Way,,England,496,57380.0,590764256785
462,1485 Bratislava Place,,Illinois,435,83183.0,924663855568
334,1816 Bydgoszcz Loop,,Dhaka,234,64308.0,965273813662
277,85 San Felipe de Puerto Plata Drive,,Shandong,584,46063.0,170739645687
74,1124 Buenaventura Drive,,Mekka,13,6856.0,407733804223
7,692 Joliet Street,,Attika,38,83579.0,448477190408
487,1785 São Bernardo do Campo Street,,Veracruz,125,71182.0,684529463244
208,1215 Pyongyang Parkway,,Usak,557,25238.0,646237101779
202,955 Bamenda Way,,Ondo & Ekiti,218,1545.0,768481779568
300,661 Chisinau Lane,,Pietari,274,8856.0,816436065431
529,600 Purnea (Purnia) Avenue,,Nghe An,571,18043.0,638409958875
560,1447 Imus Place,,Gujarat,426,12905.0,62127829280
466,118 Jaffna Loop,,Northern Mindanao,182,10447.0,325526730021
506,414 Mandaluyong Street,,Lubelskie,314,16370.0,52709222667
78,1206 Dos Quebradas Place,,São Paulo,431,20207.0,241832790687
502,1515 Korla Way,,England,589,57197.0,959467760895
421,966 Arecibo Loop,,Sind,134,94018.0,15273765306
573,1407 Surakarta Manor,,Moskova,466,33224.0,324346485054
457,535 Ahmadnagar Manor,,Abu Dhabi,3,41136.0,985109775584
512,1269 Ipoh Avenue,,Eskisehir,163,54674.0,402630109080
13,613 Korolev Drive,,Masqat,329,45844.0,380657522649
361,45 Aparecida de Goiânia Place,,Madhya Pradesh,464,7431.0,650496654258
474,1469 Plock Lane,,Galicia,388,95835.0,622884741180
603,1103 Quilmes Boulevard,,Piura,503,52137.0,644021380889
21,270 Toulon Boulevard,,Kalmykia,156,81766.0,407752414682
3,23 Workhaven Lane,,Alberta,300,,14033335568
254,786 Stara Zagora Way,,Oyo & Osun,390,98332.0,716256596301
251,1473 Changhwa Parkway,,Mxico,124,75933.0,266798132374
174,1877 Ezhou Lane,,Rajasthan,550,63337.0,264541743403
321,651 Pathankot Loop,,Maharashtra,336,59811.0,139378397418
387,401 Sucre Boulevard,,New Hampshire,322,25007.0,486395999608
394,753 Ilorin Avenue,,Sichuan,157,3656.0,464511145118
134,758 Junan Lane,,Gois,190,82639.0,935448624185
24,1688 Okara Way,,Nothwest Border Prov,327,21954.0,144453869132
366,114 Jalib al-Shuyukh Manor,,Centre,585,60440.0,845378657301
481,1153 Allende Way,,Québec,179,20336.0,856872225376
298,44 Najafabad Way,,Baskimaa,146,61391.0,96604821070
117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,132,10885.0,358178933857
504,1 Valle de Santiago Avenue,,Apulia,93,86208.0,465897838272
436,287 Cuautla Boulevard,,Chuquisaca,501,72736.0,82619513349
122,333 Goiânia Way,,Texas,185,78625.0,909029256431
588,966 Asunción Way,,Hidalgo,212,62703.0,995527378381
325,1892 Nabereznyje Tšelny Lane,,Tutuila,516,28396.0,478229987054
525,1949 Sanya Street,,Gumma,224,61244.0,132100972047
590,247 Jining Parkway,,Banjul,54,53446.0,170115379190
147,374 Bat Yam Boulevard,,Kilis,266,97700.0,923261616249
439,1351 Aparecida de Goiânia Parkway,,Northern Mindanao,391,41775.0,959834530529
477,1786 Salinas Place,,Nam Ha,359,66546.0,206060652238
476,270 Tambaram Parkway,,Gauteng,244,9668.0,248446668735
128,848 Tafuna Manor,,Kütahya,281,45142.0,614935229095
538,1817 Livorno Way,,Khanh Hoa,100,79401.0,478380208348
266,862 Xintai Lane,,Cagayan Valley,548,30065.0,265153400632
324,1145 Vilnius Manor,,Mxico,451,73170.0,674805712553
168,842 Salzburg Lane,,Adana,529,3313.0,697151428760
517,548 Uruapan Street,,Ontario,312,35653.0,879347453467
519,962 Tama Loop,,,583,65952.0,282667506728
453,319 Springs Loop,,Baijeri,160,99552.0,72524459905
454,956 Nam Dinh Manor,,Kerman,481,21872.0,474047727727
485,984 Novotšerkassk Loop,,Gaziantep,180,28165.0,435118527255
294,1912 Allende Manor,,Kowloon and New Kowl,279,58124.0,172262454487
271,1587 Loja Manor,,Salzburg,447,5410.0,621625204422
148,1027 Songkhla Manor,,Minsk,340,30861.0,563660187896
408,990 Etawah Loop,,Tamil Nadu,564,79940.0,206169448769
291,1155 Liaocheng Place,,Oyo & Osun,152,22650.0,558236142492
383,686 Donostia-San Sebastián Lane,,Guangdong,471,97390.0,71857599858
355,469 Nakhon Sawan Street,,Tuvassia,531,58866.0,689199636560
214,751 Lima Loop,,Aden,7,99405.0,756460337785
557,1407 Pachuca de Soto Place,,Rio Grande do Sul,21,26284.0,380077794770
85,320 Baiyin Parkway,,Mahajanga,319,37307.0,223664661973
484,98 Pyongyang Boulevard,,Ohio,11,88749.0,191958435142
522,1768 Udine Loop,,Battambang,60,32347.0,448876499197
273,1519 Ilorin Place,,Kerala,395,49298.0,357445645426
183,1089 Iwatsuki Avenue,,Kirov,270,35109.0,866092335135
197,447 Surakarta Loop,,Nyanza,271,10428.0,940830176580
467,1621 Tongliao Avenue,,Irkutsk,558,22173.0,209342540247
449,1289 Belém Boulevard,,Tartumaa,530,88306.0,237368926031
187,1839 Székesfehérvár Parkway,,Gois,317,55709.0,947468818183
237,1736 Cavite Place,,Qina,216,98775.0,431770603551
586,951 Springs Lane,,Central Mindanao,219,96115.0,165164761435
166,1740 Le Mans Loop,,Pays de la Loire,297,22853.0,168476538960
22,320 Brest Avenue,,Kaduna,252,43331.0,747791594069
240,1479 Rustenburg Boulevard,,Southern Tagalog,527,18727.0,727785483194
514,1747 Rustenburg Place,,Bihar,110,51369.0,442673923363
109,454 Nakhon Sawan Boulevard,,Funafuti,173,76383.0,963887147572
458,138 Caracas Boulevard,,Zulia,326,16790.0,974433019532
88,125 Città del Vaticano Boulevard,,Puebla,40,67912.0,48417642933
288,226 Halifax Street,,Xinxiang,277,58492.0,790651020929
563,1059 Yuncheng Avenue,,Vilna,570,47498.0,107092893983
318,1774 Yaoundé Place,,Hubei,166,91400.0,613124286867
500,362 Rajkot Lane,,Gansu,47,98030.0,962020153680
52,909 Garland Manor,,Tatarstan,367,69367.0,705800322606
60,1668 Saint Louis Place,,Tahiti,397,39072.0,347487831378
259,1338 Zalantun Lane,,Minas Gerais,413,45403.0,840522972766
515,886 Tonghae Place,,Volgograd,259,19450.0,711928348157
98,152 Kitwe Parkway,,Caraga,82,53182.0,835433605312
451,1704 Tambaram Manor,,West Bengali,554,2834.0,39463554936
577,1501 Pangkal Pinang Avenue,,Mazowieckie,409,943.0,770864062795
124,241 Mosul Lane,,Risaralda,147,76157.0,765345144779
493,184 Mandaluyong Street,,Baja California Sur,288,94239.0,488425406814
602,1101 Bucuresti Boulevard,,West Greece,401,97661.0,199514580428
10,1795 Santiago de Compostela Way,,Texas,295,18743.0,860452626434
119,1107 Nakhon Sawan Avenue,,Mxico,365,75149.0,867546627903
59,1697 Kowloon and New Kowloon Loop,,Moskova,49,57807.0,499352017190
326,470 Boksburg Street,,Central,81,97960.0,908029859266
48,1998 Halifax Drive,,Lipetsk,308,76022.0,177727722820
211,850 Salala Loop,,Kitaa,371,10800.0,403404780639
313,1191 Sungai Petani Boulevard,,Missouri,262,9668.0,983259819766
69,698 Otsu Street,,Cayenne,105,71110.0,409983924481
248,582 Papeete Loop,,Central Visayas,294,27722.0,569868543137
94,1952 Chatsworth Drive,,Guangdong,332,25958.0,991562402283
283,457 Tongliao Loop,,Bursa,222,56254.0,880756161823
574,502 Mandi Bahauddin Parkway,,Anzotegui,55,15992.0,618156722572
469,1872 Toulon Loop,,OHiggins,428,7939.0,928809465153
392,514 Ife Way,,Shaba,315,69973.0,900235712074
65,915 Ponce Place,,Basel-Stadt,56,83980.0,1395251317
153,782 Mosul Street,,Massachusetts,94,25545.0,885899703621
437,1766 Almirante Brown Street,,KwaZulu-Natal,364,63104.0,617567598243
199,1792 Valle de la Pascua Place,,Nordrhein-Westfalen,477,15540.0,419419591240
503,1416 San Juan Bautista Tuxtepec Avenue,,Zufar,444,50592.0,144206758053
234,1256 Bislig Boulevard,,Botosani,86,50598.0,479007229460
360,619 Huánuco Avenue,,Shimane,331,81508.0,142596392389
130,1666 Qomsheh Drive,,São Paulo,410,66255.0,582835362905
152,1952 Pune Lane,,Saint-Denis,442,92150.0,354615066969
299,32 Pudukkottai Lane,,Ohio,140,38834.0,967274728547
17,270 Amroha Parkway,,Osmaniye,384,29610.0,695479687538
185,682 Garden Grove Place,,Tennessee,333,67497.0,72136330362
513,758 Korolev Parkway,,Andhra Pradesh,568,75474.0,441628280920
368,1658 Jastrzebie-Zdrój Loop,,Central,372,96584.0,568367775448
424,1948 Bayugan Parkway,,Bihar,264,60622.0,987306329957
415,432 Garden Grove Street,,Ontario,430,65630.0,615964523510
143,1029 Dzerzinsk Manor,,Ynlin,542,57519.0,33173584456
173,1294 Firozabad Drive,,Ji´angxi,407,70618.0,161801569569
486,64 Korla Street,,Mwanza,347,25145.0,510383179153
101,1599 Plock Drive,,Tete,534,71986.0,817248913162
537,958 Sagamihara Lane,,Mie,287,88408.0,427274926505
245,1103 Bilbays Parkway,,Hubei,578,87660.0,279979529227
279,1884 Shikarpur Avenue,,Haryana,263,85548.0,959949395183
357,1641 Changhwa Place,,Nord-Ouest,52,37636.0,256546485220
235,954 Kimchon Place,,West Bengali,559,42420.0,541327526474
49,1718 Valencia Street,,Antofagasta,27,37359.0,675292816413
479,1854 Okara Boulevard,,Drenthe,158,42123.0,131912793873
47,1447 Imus Way,,Tahiti,167,48942.0,539758313890
16,808 Bhopal Manor,,Haryana,582,10672.0,465887807014
132,1050 Garden Grove Avenue,,Slaskie,236,4999.0,973047364353
272,1762 Paarl Parkway,,Hunan,298,53928.0,192459639410
157,456 Escobar Way,,Jakarta Raya,232,36061.0,719202533520
103,588 Vila Velha Manor,,Kyongsangbuk,268,51540.0,333339908719
461,1889 Valparai Way,,Ziguinchor,600,75559.0,670370974122
129,569 Baicheng Lane,,Gauteng,85,60304.0,490211944645
244,1148 Saarbrücken Parkway,,Fukushima,226,1921.0,137773001988
403,1190 0 Place,,Rio Grande do Sul,44,10417.0,841876514789
478,1078 Stara Zagora Drive,,Aceh,301,69221.0,932992626595
249,300 Junan Street,,Kyonggi,553,81314.0,890289150158
14,1531 Salé Drive,,Esfahan,162,53628.0,648856936185
571,1746 Faaa Way,,Huánuco,214,32515.0,863080561151
191,140 Chiayi Parkway,,Sumy,506,38982.0,855863906434
495,656 Matamoros Drive,,Boyac,487,19489.0,17305839123
28,96 Tafuna Way,,Córdoba,128,99865.0,934730187245
566,1229 Varanasi (Benares) Manor,,Buenos Aires,43,40195.0,817740355461
45,42 Brindisi Place,,Yerevan,586,16744.0,42384721397
184,1410 Benin City Parkway,,Risaralda,405,29747.0,104150372603
356,1378 Beira Loop,,Krasnojarsk,597,40792.0,840957664136
138,765 Southampton Drive,,al-Qalyubiya,421,4285.0,23712411567
308,687 Alessandria Parkway,,Sanaa,455,57587.0,407218522294
463,935 Aden Boulevard,,Central Java,532,64709.0,335052544020
303,898 Jining Lane,,Pohjois-Pohjanmaa,387,40070.0,161643343536
393,717 Changzhou Lane,,Southern Tagalog,104,21615.0,426255288071
455,1947 Paarl Way,,Central Java,509,23636.0,834061016202
541,195 Ilorin Street,,Chari-Baguirmi,363,49250.0,8912935608
581,186 Skikda Lane,,Morelos,131,89422.0,14465669789
520,1778 Gijón Manor,,Hubei,594,35156.0,288910576761
489,1297 Alvorada Parkway,,Ningxia,587,11839.0,508348602835
365,1009 Zanzibar Lane,,Arecibo,32,64875.0,102396298916
418,126 Acuña Parkway,,West Bengali,71,58888.0,480039662421
176,29 Pyongyang Loop,,Batman,58,47753.0,734780743462
239,98 Stara Zagora Boulevard,,Valle,96,76448.0,610173756082
601,844 Bucuresti Place,,Liaoning,242,36603.0,935952366111
598,42 Fontana Avenue,,Fejr,512,14684.0,437829801725
307,1908 Gaziantep Place,,Liaoning,536,58979.0,108053751300
594,1464 Kursk Parkway,,Shandong,574,17381.0,338758048786
158,798 Cianjur Avenue,,Shanxi,590,76990.0,499408708580
39,391 Callao Drive,,Midi-Pyrnes,544,34021.0,440512153169
548,1658 Cumaná Loop,,Sumatera Selatan,396,51309.0,784907335610
431,1596 Acuña Parkway,,Jharkhand,418,70425.0,157133457169
339,503 Sogamoso Loop,,Sumqayit,505,49812.0,834626715837
186,533 al-Ayn Boulevard,,California,126,8862.0,662227486184
494,591 Sungai Petani Drive,,Okayama,376,46400.0,37247325001
599,1895 Zhezqazghan Drive,,California,177,36693.0,137809746111
490,1909 Dayton Avenue,,Guangdong,469,88513.0,702955450528
133,1854 Tieli Street,,Shandong,302,15819.0,509492324775
371,1912 Emeishan Drive,,Balikesir,50,33050.0,99883471275
330,981 Kumbakonam Place,,Distrito Federal,89,87611.0,829116184079
593,1402 Zanzibar Boulevard,,Guanajuato,106,71102.0,387448063440
232,754 Valencia Place,,Phnom Penh,406,87911.0,594319417514
304,1635 Kuwana Boulevard,,Hiroshima,205,52137.0,710603868323
402,616 Hagonoy Avenue,,Krasnojarsk,39,46043.0,604177838256
572,539 Hami Way,,Tokat,538,52196.0,525518075499
377,154 Oshawa Manor,,East Java,415,72771.0,440365973660
34,1668 Anápolis Street,,Taipei,316,50199.0,525255540978
131,801 Hagonoy Drive,,Smolensk,484,8439.0,237426099212
87,929 Tallahassee Loop,,Gauteng,497,74671.0,800716535041
465,734 Tanshui Avenue,,Caquet,170,70664.0,366776723320
99,1697 Tanauan Lane,,Punjab,399,22870.0,4764773857
27,1780 Hino Boulevard,,Liepaja,303,7716.0,902731229323
545,163 Augusta-Richmond County Loop,,Carabobo,561,33030.0,754579047924
135,1752 São Leopoldo Parkway,,Taka-Karpatia,345,14014.0,252265130067
316,746 Joliet Lane,,Kursk,286,94878.0,688485191923
456,814 Simferopol Loop,,Sinaloa,154,48745.0,524567129902
107,1177 Jelets Way,,Kwara & Kogi,220,3305.0,484292626944
292,1993 Tabuk Lane,,Tamil Nadu,522,64221.0,648482415405
61,943 Tokat Street,,Vaduz,560,45428.0,889318963672
212,624 Oshawa Boulevard,,West Bengali,51,89959.0,49677664184
204,387 Mwene-Ditu Drive,,Ahal,35,8073.0,764477681869
406,454 Patiala Lane,,Fukushima,276,13496.0,794553031307
222,1168 Najafabad Parkway,,Kabol,251,40301.0,886649065861
396,767 Pyongyang Drive,,Osaka,229,83536.0,667736124769
331,1016 Iwakuni Street,,St George,269,49833.0,961370847344
409,1266 Laredo Parkway,,Saitama,380,7664.0,1483365694
149,999 Sanaa Loop,,Gauteng,491,3439.0,918032330119
521,568 Dhule (Dhulia) Loop,,Coquimbo,127,92568.0,602101369463
53,725 Isesaki Place,,Mekka,237,74428.0,876295323994
25,262 A Coruña (La Coruña) Parkway,,Dhaka,525,34418.0,892775750063
570,415 Pune Avenue,,Shandong,580,44274.0,203202500108
576,1351 Sousse Lane,,Coahuila de Zaragoza,341,37815.0,203804046132
584,1819 Alessandria Loop,,Campeche,103,53829.0,377633994405
223,1244 Allappuzha (Alleppey) Place,,Buenos Aires,567,20657.0,991802825778
205,68 Molodetšno Manor,,Nordrhein-Westfalen,575,4662.0,146640639760
319,1957 Yantai Lane,,São Paulo,490,59255.0,704948322302
342,124 al-Manama Way,,Hiroshima,382,52368.0,647899404952
15,1542 Tarlac Parkway,,Kanagawa,440,1027.0,635297277345
256,1497 Yuzhou Drive,,England,312,3433.0,246810237916
544,183 Haiphong Street,,Jilin,46,69953.0,488600270038
527,1993 0 Loop,,Liaoning,588,41214.0,25865528181
91,1740 Portoviejo Avenue,,Sucre,480,29932.0,198123170793
46,1632 Bislig Avenue,,Nonthaburi,394,61117.0,471675840679
499,1954 Kowloon and New Kowloon Way,,Chimborazo,434,63667.0,898559280434
412,1639 Saarbrücken Drive,,North West,437,9827.0,328494873422
287,1405 Chisinau Place,,Ponce,411,8160.0,62781725285
96,984 Effon-Alaiye Avenue,,Gois,183,17119.0,132986892228
472,1447 Chatsworth Place,,Chihuahua,129,41545.0,769370126331
172,475 Atšinsk Way,,Gansu,240,59571.0,201705577290
31,217 Botshabelo Place,,Southern Mindanao,138,49521.0,665356572025
536,166 Jinchang Street,,Buenos Aires,165,86760.0,717566026669
243,47 Syktyvkar Lane,,West Java,118,22236.0,63937119031
347,1293 Nam Dinh Way,,Roraima,84,71583.0,697656479977
338,431 Székesfehérvár Avenue,,Baki,48,57828.0,119501405123
426,1661 Abha Drive,,Tamil Nadu,416,14400.0,270456873752
427,1557 Cape Coral Parkway,,Hubei,293,46875.0,368284120423
311,715 São Bernardo do Campo Lane,,Kedah,507,84804.0,181179321332
528,1176 Southend-on-Sea Manor,,Southern Tagalog,458,81651.0,236679267178
18,770 Bydgoszcz Avenue,,California,120,16266.0,517338314235
213,43 Dadu Avenue,,Rajasthan,74,4855.0,95666951770
407,1346 Mysore Drive,,Bretagne,92,61507.0,516647474029
125,211 Chiayi Drive,,Uttar Pradesh,164,58186.0,665993880048
127,117 Boa Vista Way,,Uttar Pradesh,566,6804.0,677976133614
275,906 Goiânia Way,,Wielkopolskie,255,83565.0,701767622697
193,891 Novi Sad Manor,,Ontario,383,5379.0,247646995453
430,355 Vitória de Santo Antão Way,,Oaxaca,452,81758.0,548003849552
314,1224 Huejutla de Reyes Boulevard,,Lombardia,91,70923.0,806016930576
276,1675 Xi´angfan Manor,,Tamil Nadu,283,11763.0,271149517630
215,1333 Haldia Street,,Jilin,174,82161.0,408304391718
552,390 Wroclaw Way,,Hainan,462,5753.0,357593328658
66,1717 Guadalajara Lane,,Missouri,441,85505.0,914090181665
100,1308 Arecibo Way,,Georgia,41,30695.0,6171054059
106,659 Vaduz Drive,,Ha Darom,34,49708.0,709935135487
488,698 Jelets Boulevard,,Denizli,142,2596.0,975185523021
471,1322 Mosul Parkway,,Shandong,145,95400.0,268053970382
404,734 Béchar Place,,Punjab,375,30586.0,280578750435
63,1213 Ranchi Parkway,,Karnataka,350,94352.0,800024380485
258,752 Ondo Loop,,Miyazaki,338,32474.0,134673576619
310,913 Coacalco de Berriozábal Loop,,Texas,33,42141.0,262088367001
445,495 Bhimavaram Lane,,Maharashtra,144,3.0,82088937724
414,1936 Lapu-Lapu Parkway,,Bauchi & Gombe,141,7122.0,653436985797
270,682 Halisahar Place,,Severn Morava,378,20536.0,475553436330
68,1966 Amroha Avenue,,Sichuan,139,70385.0,333489324603
154,781 Shimonoseki Drive,,Michoacn de Ocampo,202,95444.0,632316273199
29,934 San Felipe de Puerto Plata Street,,Sind,472,99780.0,196495945706
367,1163 London Parkway,,Par,66,6066.0,675120358494
375,1049 Matamoros Parkway,,Karnataka,191,69640.0,960505250340
120,544 Malmö Parkway,,Central Java,403,63502.0,386759646229
597,32 Liaocheng Way,,Minas Gerais,248,1944.0,410877354933
114,804 Elista Drive,,Hubei,159,61069.0,379804592943
41,1440 Fukuyama Loop,,Henan,362,47929.0,912257250465
217,1001 Miyakonojo Lane,,Taizz,518,67924.0,584316724815
36,176 Mandaluyong Place,,Uttar Pradesh,239,65213.0,627705991774
358,1698 Southport Loop,,Hidalgo,393,49009.0,754358349853
111,1532 Dzerzinsk Way,,Buenos Aires,334,9599.0,330838016880
400,1152 Citrus Heights Manor,,al-Qadarif,15,5239.0,765957414528
146,483 Ljubertsy Parkway,,Scotland,149,60562.0,581174211853
385,1642 Charlotte Amalie Drive,,Slaskie,549,75442.0,821476736117
182,1891 Rizhao Boulevard,,São Paulo,456,47288.0,391065549876
411,264 Bhimavaram Manor,,St Thomas,111,54749.0,302526949177
35,33 Gorontalo Way,,West Bengali,257,30348.0,745994947458
268,1831 Nam Dinh Loop,,National Capital Reg,323,51990.0,322888976727
263,532 Toulon Street,,Santiago,460,69517.0,46871694740
395,1337 Mit Ghamr Avenue,,Nakhon Sawan,358,29810.0,175283210378
551,182 Nuku´alofa Drive,,Sumy,275,15414.0,426346224043
450,203 Tambaram Street,,Buenos Aires,161,73942.0,411549550611
460,659 Gatineau Boulevard,,La Paz,153,28587.0,205524798287
62,1114 Liepaja Street,,Sarawak,282,69226.0,212869228936
253,1760 Oshawa Manor,,Tianjin,535,38140.0,56257502250
198,345 Oshawa Boulevard,,Tokyo-to,204,32114.0,104491201771
516,1574 Goiânia Boulevard,,Heilongjiang,502,39529.0,59634255214
533,556 Asunción Way,,Mogiljov,339,35364.0,338244023543
336,430 Kumbakonam Drive,,Santa Fé,457,28814.0,105470691550
510,48 Maracaíbo Place,,Central Luzon,519,1570.0,82671830126
452,207 Cuernavaca Loop,,Tatarstan,352,52671.0,782900030287
323,1769 Iwaki Lane,,Kujawsko-Pomorskie,97,25787.0,556100547674
555,1764 Jalib al-Shuyukh Parkway,,Galicia,459,77642.0,84794532510
252,1309 Weifang Street,,Florida,520,57338.0,435785045362
51,686 Garland Manor,,Cear,247,52535.0,69493378813
246,1246 Boksburg Parkway,,Hebei,422,28349.0,890283544295
363,604 Bern Place,,Jharkhand,429,5373.0,620719383725
322,1359 Zhoushan Parkway,,Streymoyar,545,29763.0,46568045367
432,259 Ipoh Drive,,São Paulo,189,64964.0,419009857119
90,870 Ashqelon Loop,,Songkhla,489,84931.0,135117278909
405,530 Lausanne Lane,,Texas,135,11067.0,775235029633
238,346 Skikda Parkway,,Hawalli,233,90628.0,630424482919
261,51 Laredo Avenue,,Sagaing,342,68146.0,884536620568
116,793 Cam Ranh Avenue,,California,292,87057.0,824370924746
4,1411 Lillydale Drive,,QLD,576,,6172235589
524,680 A Coruña (La Coruña) Manor,,Sivas,482,49806.0,158326114853
8,1566 Inegöl Manor,,Mandalay,349,53561.0,705814003527
397,614 Pak Kret Street,,Addis Abeba,6,27796.0,47808359842
496,775 Šostka Drive,,al-Daqahliya,337,22358.0,171973024401
401,168 Cianjur Manor,,Saitama,228,73824.0,679095087143
444,231 Kaliningrad Place,,Lombardia,70,57833.0,575081026569
340,507 Smolensk Loop,,Sousse,492,22971.0,80303246192
30,18 Duisburg Boulevard,,,121,58327.0,998009777982
104,1913 Kamakura Place,,Lipetsk,238,97287.0,942570536750
170,710 San Felipe del Progreso Avenue,,Lilongwe,304,76901.0,843801144113
6,1121 Loja Avenue,,California,449,17886.0,838635286649
301,951 Stara Zagora Manor,,Punjab,400,98573.0,429925609431
480,421 Yaoundé Street,,Sumy,385,11363.0,726875628268
265,1158 Mandi Bahauddin Parkway,,Shanxi,136,98484.0,276555730211
384,97 Mogiljov Lane,,Gujarat,73,89294.0,924815207181
364,1623 Kingstown Drive,,Buenos Aires,20,91299.0,296394569728
492,185 Mannheim Lane,,Stavropol,408,23661.0,589377568313
372,230 Urawa Drive,,Andhra Pradesh,8,2738.0,166898395731
210,1304 ´s-Hertogenbosch Way,,Santa Catarina,83,10925.0,90336226227
189,927 Barcelona Street,,Chaharmahal va Bakht,467,65121.0,951486492670
77,1947 Poços de Caldas Boulevard,,Chiayi,114,60951.0,427454485876
523,608 Birgunj Parkway,,Taipei,116,400.0,627425618482
115,1378 Alvorada Avenue,,Distrito Federal,102,75834.0,272234298332
374,433 Florencia Street,,Chihuahua,250,91330.0,561729882725
178,1848 Salala Boulevard,,Miranda,373,25220.0,48265851133
190,435 0 Way,,West Bengali,195,74750.0,760171523969
79,1551 Rampur Lane,,Changhwa,108,72394.0,251164340471
579,521 San Juan Bautista Tuxtepec Place,,Qaraghandy,598,95093.0,844018348565
92,1942 Ciparay Parkway,,Cheju,113,82624.0,978987363654
296,1936 Cumaná Avenue,,Virginia,433,61195.0,976798660411
195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,369,65387.0,812824036424
264,1027 Banjul Place,,West Bengali,197,50390.0,538241037443
19,419 Iligan Lane,,Madhya Pradesh,76,72878.0,990911107354
379,1133 Rizhao Avenue,,Pernambuco,572,2800.0,600264533987
260,127 Iwakuni Boulevard,,Central Luzon,192,20777.0,987442542471
54,115 Hidalgo Parkway,,Khartum,379,80168.0,307703950263
580,923 Tangail Boulevard,,Tokyo-to,10,33384.0,315528269898
