address_id,postal_code,address,district,address2,phone,city_id
37,79388.0,127 Purnea (Purnia) Manor,Piemonte,,911872220378,17
38,94065.0,61 Tama Street,Okayama,,708403338270,284
39,34021.0,391 Callao Drive,Midi-Pyrnes,,440512153169,544
40,38145.0,334 Munger (Monghyr) Lane,Markazi,,481183273622,31
41,47929.0,1440 Fukuyama Loop,Henan,,912257250465,362
42,34689.0,269 Cam Ranh Parkway,Chisinau,,489783829737,115
43,3989.0,306 Antofagasta Place,Esprito Santo,,378318851631,569
44,94399.0,671 Graz Street,Oriental,,680768868518,353
45,16744.0,42 Brindisi Place,Yerevan,,42384721397,586
46,61117.0,1632 Bislig Avenue,Nonthaburi,,471675840679,394
47,48942.0,1447 Imus Way,Tahiti,,539758313890,167
48,76022.0,1998 Halifax Drive,Lipetsk,,177727722820,308
49,37359.0,1718 Valencia Street,Antofagasta,,675292816413,27
50,23616.0,46 Pjatigorsk Lane,Moscow (City),,262076994845,343
51,52535.0,686 Garland Manor,Cear,,69493378813,247
52,69367.0,909 Garland Manor,Tatarstan,,705800322606,367
53,74428.0,725 Isesaki Place,Mekka,,876295323994,237
54,80168.0,115 Hidalgo Parkway,Khartum,,307703950263,379
55,48150.0,1135 Izumisano Parkway,California,,171822533480,171
56,4166.0,939 Probolinggo Loop,Galicia,,680428310138,1
57,38594.0,17 Kabul Boulevard,Chiba,,697760867968,355
58,48980.0,1964 Allappuzha (Alleppey) Street,Yamaguchi,,920811325222,227
59,57807.0,1697 Kowloon and New Kowloon Loop,Moskova,,499352017190,49
60,39072.0,1668 Saint Louis Place,Tahiti,,347487831378,397
61,45428.0,943 Tokat Street,Vaduz,,889318963672,560
62,69226.0,1114 Liepaja Street,Sarawak,,212869228936,282
63,94352.0,1213 Ranchi Parkway,Karnataka,,800024380485,350
64,55561.0,81 Hodeida Way,Rajasthan,,250767749542,231
65,83980.0,915 Ponce Place,Basel-Stadt,,1395251317,56
66,85505.0,1717 Guadalajara Lane,Missouri,,914090181665,441
67,67055.0,1214 Hanoi Way,Nebraska,,491001136577,306
68,70385.0,1966 Amroha Avenue,Sichuan,,333489324603,139
69,71110.0,698 Otsu Street,Cayenne,,409983924481,105
70,96109.0,1150 Kimchon Manor,Skne ln,,663449333709,321
71,5135.0,1586 Guarujá Place,Hunan,,947233365992,579
72,48960.0,57 Arlington Manor,Madhya Pradesh,,990214419142,475
73,59025.0,1031 Daugavpils Parkway,Béchar,,107137400143,63
74,6856.0,1124 Buenaventura Drive,Mekka,,407733804223,13
75,50805.0,492 Cam Ranh Street,Eastern Visayas,,565018274456,61
76,75444.0,89 Allappuzha (Alleppey) Manor,National Capital Reg,,255800440636,517
77,60951.0,1947 Poços de Caldas Boulevard,Chiayi,,427454485876,114
78,20207.0,1206 Dos Quebradas Place,São Paulo,,241832790687,431
79,72394.0,1551 Rampur Lane,Changhwa,,251164340471,108
80,98889.0,602 Paarl Street,Pavlodar,,896314772871,402
81,9223.0,1692 Ede Loop,São Paulo,,918711376618,30
82,96709.0,936 Salzburg Lane,Uttar Pradesh,,875756771675,425
83,1079.0,586 Tete Way,Kanagawa,,18581624103,256
84,20936.0,1888 Kabul Drive,Oyo & Osun,,701457319790,217
85,37307.0,320 Baiyin Parkway,Mahajanga,,223664661973,319
86,9495.0,927 Bahía Blanca Parkway,Krim,,821972242086,479
87,74671.0,929 Tallahassee Loop,Gauteng,,800716535041,497
88,67912.0,125 Città del Vaticano Boulevard,Puebla,,48417642933,40
89,88002.0,1557 Kütahya Boulevard,England,,720998247660,88
90,84931.0,870 Ashqelon Loop,Songkhla,,135117278909,489
91,29932.0,1740 Portoviejo Avenue,Sucre,,198123170793,480
92,82624.0,1942 Ciparay Parkway,Cheju,,978987363654,113
93,75543.0,1926 El Alto Avenue,Buenos Aires,,846225459260,289
94,25958.0,1952 Chatsworth Drive,Guangdong,,991562402283,332
95,52163.0,1370 Le Mans Avenue,Brunei and Muara,,345679835036,53
96,17119.0,984 Effon-Alaiye Avenue,Gois,,132986892228,183
97,49021.0,832 Nakhon Sawan Manor,Inner Mongolia,,275595571388,592
98,53182.0,152 Kitwe Parkway,Caraga,,835433605312,82
99,22870.0,1697 Tanauan Lane,Punjab,,4764773857,399
100,30695.0,1308 Arecibo Way,Georgia,,6171054059,41
101,71986.0,1599 Plock Drive,Tete,,817248913162,534
102,92265.0,669 Firozabad Loop,Abu Dhabi,,412903167998,12
103,51540.0,588 Vila Velha Manor,Kyongsangbuk,,333339908719,268
104,97287.0,1913 Kamakura Place,Lipetsk,,942570536750,238
105,77459.0,733 Mandaluyong Place,Asir,,196568435814,2
106,49708.0,659 Vaduz Drive,Ha Darom,,709935135487,34
107,3305.0,1177 Jelets Way,Kwara & Kogi,,484292626944,220
108,80720.0,1386 Yangor Avenue,Provence-Alpes-Cte,,449216226468,543
109,76383.0,454 Nakhon Sawan Boulevard,Funafuti,,963887147572,173
110,78311.0,1867 San Juan Bautista Tuxtepec Avenue,Ivanovo,,547003310357,225
111,9599.0,1532 Dzerzinsk Way,Buenos Aires,,330838016880,334
112,93026.0,1002 Ahmadnagar Manor,Mxico,,371490777743,213
113,30418.0,682 Junan Way,North West,,622255216127,273
114,61069.0,804 Elista Drive,Hubei,,379804592943,159
115,75834.0,1378 Alvorada Avenue,Distrito Federal,,272234298332,102
116,87057.0,793 Cam Ranh Avenue,California,,824370924746,292
117,10885.0,1079 Tel Aviv-Jaffa Boulevard,Sucre,,358178933857,132
118,24321.0,442 Rae Bareli Place,Nordrhein-Westfalen,,886636413768,148
119,75149.0,1107 Nakhon Sawan Avenue,Mxico,,867546627903,365
120,63502.0,544 Malmö Parkway,Central Java,,386759646229,403
121,73644.0,1967 Sincelejo Place,Gujarat,,577812616052,176
122,78625.0,333 Goiânia Way,Texas,,909029256431,185
123,96065.0,1987 Coacalco de Berriozábal Loop,al-Qalyubiya,,787654415858,476
124,76157.0,241 Mosul Lane,Risaralda,,765345144779,147
125,58186.0,211 Chiayi Drive,Uttar Pradesh,,665993880048,164
126,64615.0,1175 Tanauan Way,Lima,,937222955822,305
127,6804.0,117 Boa Vista Way,Uttar Pradesh,,677976133614,566
128,45142.0,848 Tafuna Manor,Kütahya,,614935229095,281
129,60304.0,569 Baicheng Lane,Gauteng,,490211944645,85
130,66255.0,1666 Qomsheh Drive,São Paulo,,582835362905,410
131,8439.0,801 Hagonoy Drive,Smolensk,,237426099212,484
132,4999.0,1050 Garden Grove Avenue,Slaskie,,973047364353,236
133,15819.0,1854 Tieli Street,Shandong,,509492324775,302
134,82639.0,758 Junan Lane,Gois,,935448624185,190
135,14014.0,1752 São Leopoldo Parkway,Taka-Karpatia,,252265130067,345
136,49757.0,898 Belém Manor,Free State,,707169393853,87
137,83401.0,261 Saint Louis Way,Coahuila de Zaragoza,,321944036800,541
138,4285.0,765 Southampton Drive,al-Qalyubiya,,23712411567,421
139,5892.0,943 Johannesburg Avenue,Maharashtra,,90921003005,417
140,81691.0,788 Atšinsk Street,Karnataka,,146497509724,211
141,11044.0,1749 Daxian Place,Gelderland,,963369996279,29
142,85769.0,1587 Sullana Lane,Inner Mongolia,,468060467018,207
143,57519.0,1029 Dzerzinsk Manor,Ynlin,,33173584456,542
144,13377.0,1666 Beni-Mellal Place,Tennessee,,9099941466,123
145,93762.0,928 Jaffna Loop,Hiroshima,,581852137991,172
146,60562.0,483 Ljubertsy Parkway,Scotland,,581174211853,149
147,97700.0,374 Bat Yam Boulevard,Kilis,,923261616249,266
148,30861.0,1027 Songkhla Manor,Minsk,,563660187896,340
149,3439.0,999 Sanaa Loop,Gauteng,,918032330119,491
150,90732.0,879 Newcastle Way,Michigan,,206841104594,499
151,99457.0,1337 Lincoln Parkway,Saitama,,597815221267,555
152,92150.0,1952 Pune Lane,Saint-Denis,,354615066969,442
153,25545.0,782 Mosul Street,Massachusetts,,885899703621,94
154,95444.0,781 Shimonoseki Drive,Michoacn de Ocampo,,632316273199,202
155,77777.0,1560 Jelets Boulevard,Shandong,,189446090264,291
156,64863.0,1963 Moscow Place,Assam,,761379480249,354
157,36061.0,456 Escobar Way,Jakarta Raya,,719202533520,232
158,76990.0,798 Cianjur Avenue,Shanxi,,499408708580,590
159,41778.0,185 Novi Sad Place,Bern,,904253967161,72
160,21294.0,1367 Yantai Manor,Ondo & Ekiti,,889538496300,381
161,53502.0,1386 Nakhon Sawan Boulevard,Pyongyang-si,,368899174225,420
162,66639.0,369 Papeete Way,North Carolina,,170117068815,187
163,81037.0,1440 Compton Place,North Austria,,931059836497,307
164,81511.0,1623 Bahía Blanca Manor,Moskova,,149981248346,310
165,44660.0,97 Shimoga Avenue,Tel Aviv,,177167004331,533
166,22853.0,1740 Le Mans Loop,Pays de la Loire,,168476538960,297
167,57844.0,1287 Xi´angfan Boulevard,Gifu,,819416131190,253
168,3313.0,842 Salzburg Lane,Adana,,697151428760,529
169,62250.0,154 Tallahassee Loop,Xinxiang,,935508855935,199
170,76901.0,710 San Felipe del Progreso Avenue,Lilongwe,,843801144113,304
171,62686.0,1540 Wroclaw Drive,Maharashtra,,182363341674,107
172,59571.0,475 Atšinsk Way,Gansu,,201705577290,240
173,70618.0,1294 Firozabad Drive,Ji´angxi,,161801569569,407
174,63337.0,1877 Ezhou Lane,Rajasthan,,264541743403,550
175,58194.0,316 Uruapan Street,Perak,,275788967899,223
176,47753.0,29 Pyongyang Loop,Batman,,734780743462,58
177,6802.0,1010 Klerksdorp Way,Steiermark,,493008546874,186
178,25220.0,1848 Salala Boulevard,Miranda,,48265851133,373
179,4854.0,431 Xi´angtan Avenue,Kerala,,230250973122,18
180,89668.0,757 Rustenburg Avenue,Skikda,,506134035434,483
181,54132.0,146 Johannesburg Way,Tamaulipas,,953689007081,330
182,47288.0,1891 Rizhao Boulevard,São Paulo,,391065549876,456
183,35109.0,1089 Iwatsuki Avenue,Kirov,,866092335135,270
184,29747.0,1410 Benin City Parkway,Risaralda,,104150372603,405
185,67497.0,682 Garden Grove Place,Tennessee,,72136330362,333
186,8862.0,533 al-Ayn Boulevard,California,,662227486184,126
187,55709.0,1839 Székesfehérvár Parkway,Gois,,947468818183,317
188,43310.0,741 Ambattur Manor,Noord-Brabant,,302590383819,438
189,65121.0,927 Barcelona Street,Chaharmahal va Bakht,,951486492670,467
190,74750.0,435 0 Way,West Bengali,,760171523969,195
191,38982.0,140 Chiayi Parkway,Sumy,,855863906434,506
192,58852.0,1166 Changhwa Street,Caraga,,650752094490,62
193,5379.0,891 Novi Sad Manor,Ontario,,247646995453,383
194,49348.0,605 Rio Claro Parkway,Tabora,,352469351088,513
195,65387.0,1077 San Felipe de Puerto Plata Place,Rostov-na-Donu,,812824036424,369
196,90845.0,9 San Miguel de Tucumán Manor,Uttar Pradesh,,956188728558,169
197,10428.0,447 Surakarta Loop,Nyanza,,940830176580,271
198,32114.0,345 Oshawa Boulevard,Tokyo-to,,104491201771,204
199,15540.0,1792 Valle de la Pascua Place,Nordrhein-Westfalen,,419419591240,477
200,36490.0,1074 Binzhou Manor,Baden-Wrttemberg,,331132568928,325
201,89459.0,817 Bradford Loop,Ji´angsu,,264286442804,109
202,1545.0,955 Bamenda Way,Ondo & Ekiti,,768481779568,218
203,95824.0,1149 A Coruña (La Coruña) Boulevard,Haiphong,,470884141195,194
204,8073.0,387 Mwene-Ditu Drive,Ahal,,764477681869,35
205,4662.0,68 Molodetšno Manor,Nordrhein-Westfalen,,146640639760,575
206,3924.0,642 Nador Drive,Maharashtra,,369050085652,77
207,61613.0,1688 Nador Lane,Sulawesi Utara,,652218196731,184
208,25238.0,1215 Pyongyang Parkway,Usak,,646237101779,557
209,86599.0,1679 Antofagasta Street,Alto Paran,,905903574913,122
210,10925.0,1304 ´s-Hertogenbosch Way,Santa Catarina,,90336226227,83
211,10800.0,850 Salala Loop,Kitaa,,403404780639,371
212,89959.0,624 Oshawa Boulevard,West Bengali,,49677664184,51
213,4855.0,43 Dadu Avenue,Rajasthan,,95666951770,74
214,99405.0,751 Lima Loop,Aden,,756460337785,7
215,82161.0,1333 Haldia Street,Jilin,,408304391718,174
216,25053.0,660 Jedda Boulevard,Washington,,168758068397,65
217,67924.0,1001 Miyakonojo Lane,Taizz,,584316724815,518
218,2299.0,226 Brest Manor,California,,785881412500,508
219,99124.0,1229 Valencia Parkway,Haskovo,,352679173732,498
220,21464.0,1201 Qomsheh Manor,Gois,,873492228462,28
221,22474.0,866 Shivapuri Manor,Uttar Pradesh,,778502731092,448
222,40301.0,1168 Najafabad Parkway,Kabol,,886649065861,251
223,20657.0,1244 Allappuzha (Alleppey) Place,Buenos Aires,,991802825778,567
224,94420.0,1842 Luziânia Boulevard,Zanzibar West,,706878974831,593
225,22824.0,1926 Gingoog Street,Sisilia,,469738825391,511
226,73431.0,810 Palghat (Palakkad) Boulevard,Jaroslavl,,516331171356,235
227,88307.0,1820 Maringá Parkway,Punjab,,99760893676,324
228,82338.0,60 Poços de Caldas Street,Rajasthan,,963063788669,243
229,66851.0,1014 Loja Manor,Tamil Nadu,,460795526514,22
230,64344.0,201 Effon-Alaiye Way,Asunción,,684192903087,37
231,47446.0,430 Alessandria Loop,Saarland,,669828224459,439
232,87911.0,754 Valencia Place,Phnom Penh,,594319417514,406
233,93323.0,356 Olomouc Manor,Gois,,22326410776,26
234,50598.0,1256 Bislig Boulevard,Botosani,,479007229460,86
235,42420.0,954 Kimchon Place,West Bengali,,541327526474,559
236,31390.0,885 Yingkou Manor,Kaduna,,588964509072,596
237,98775.0,1736 Cavite Place,Qina,,431770603551,216
238,90628.0,346 Skikda Parkway,Hawalli,,630424482919,233
239,76448.0,98 Stara Zagora Boulevard,Valle,,610173756082,96
240,18727.0,1479 Rustenburg Boulevard,Southern Tagalog,,727785483194,527
241,36971.0,647 A Coruña (La Coruña) Street,Chollanam,,792557457753,357
242,14408.0,1964 Gijón Manor,Karnataka,,918119601885,473
243,22236.0,47 Syktyvkar Lane,West Java,,63937119031,118
244,1921.0,1148 Saarbrücken Parkway,Fukushima,,137773001988,226
245,87660.0,1103 Bilbays Parkway,Hubei,,279979529227,578
246,28349.0,1246 Boksburg Parkway,Hebei,,890283544295,422
247,37288.0,1483 Pathankot Street,Tucumn,,686015532180,454
248,27722.0,582 Papeete Loop,Central Visayas,,569868543137,294
249,81314.0,300 Junan Street,Kyonggi,,890289150158,553
250,6461.0,829 Grand Prairie Way,Paraná,,741070712873,328
251,75933.0,1473 Changhwa Parkway,Mxico,,266798132374,124
252,57338.0,1309 Weifang Street,Florida,,435785045362,520
253,38140.0,1760 Oshawa Manor,Tianjin,,56257502250,535
254,98332.0,786 Stara Zagora Way,Oyo & Osun,,716256596301,390
255,36481.0,1966 Tonghae Street,Anhalt Sachsen,,567359279425,198
256,3433.0,1497 Yuzhou Drive,England,,246810237916,312
258,32474.0,752 Ondo Loop,Miyazaki,,134673576619,338
259,45403.0,1338 Zalantun Lane,Minas Gerais,,840522972766,413
260,20777.0,127 Iwakuni Boulevard,Central Luzon,,987442542471,192
261,68146.0,51 Laredo Avenue,Sagaing,,884536620568,342
262,86768.0,771 Yaoundé Manor,Sofala,,245477603573,64
263,69517.0,532 Toulon Street,Santiago,,46871694740,460
264,50390.0,1027 Banjul Place,West Bengali,,538241037443,197
265,98484.0,1158 Mandi Bahauddin Parkway,Shanxi,,276555730211,136
266,30065.0,862 Xintai Lane,Cagayan Valley,,265153400632,548
267,93629.0,816 Cayenne Parkway,Manab,,282874611748,414
268,51990.0,1831 Nam Dinh Loop,National Capital Reg,,322888976727,323
269,19428.0,446 Kirovo-Tšepetsk Lane,Osaka,,303967439816,203
270,20536.0,682 Halisahar Place,Severn Morava,,475553436330,378
271,5410.0,1587 Loja Manor,Salzburg,,621625204422,447
272,53928.0,1762 Paarl Parkway,Hunan,,192459639410,298
273,49298.0,1519 Ilorin Place,Kerala,,357445645426,395
274,75090.0,920 Kumbakonam Loop,California,,685010736240,446
275,83565.0,906 Goiânia Way,Wielkopolskie,,701767622697,255
276,11763.0,1675 Xi´angfan Manor,Tamil Nadu,,271149517630,283
277,46063.0,85 San Felipe de Puerto Plata Drive,Shandong,,170739645687,584
278,2012.0,144 South Hill Loop,Guanajuato,,45387294817,445
279,85548.0,1884 Shikarpur Avenue,Haryana,,959949395183,263
280,89502.0,1980 Kamjanets-Podilskyi Street,Illinois,,874337098891,404
281,24645.0,1944 Bamenda Way,Michigan,,75975221996,573
282,55802.0,556 Baybay Manor,Oyo & Osun,,363982224739,374
283,56254.0,457 Tongliao Loop,Bursa,,880756161823,222
284,96204.0,600 Bradford Street,East Azerbaidzan,,117592274996,514
285,36229.0,1006 Santa Bárbara d´Oeste Manor,Ondo & Ekiti,,85059738746,389
286,30657.0,1308 Sumy Loop,Fujian,,583021225407,175
287,8160.0,1405 Chisinau Place,Ponce,,62781725285,411
288,58492.0,226 Halifax Street,Xinxiang,,790651020929,277
289,75860.0,1279 Udine Parkway,Edo & Delta,,195003555232,69
290,46044.0,1336 Benin City Drive,Shiga,,341242939532,386
291,22650.0,1155 Liaocheng Place,Oyo & Osun,,558236142492,152
292,64221.0,1993 Tabuk Lane,Tamil Nadu,,648482415405,522
293,33768.0,86 Higashiosaka Lane,Guanajuato,,957128697225,563
294,58124.0,1912 Allende Manor,Kowloon and New Kowl,,172262454487,279
295,53145.0,544 Tarsus Boulevard,Gurico,,892523334,562
296,61195.0,1936 Cumaná Avenue,Virginia,,976798660411,433
297,19065.0,1192 Tongliao Street,Sharja,,350970907017,470
298,61391.0,44 Najafabad Way,Baskimaa,,96604821070,146
299,38834.0,32 Pudukkottai Lane,Ohio,,967274728547,140
300,8856.0,661 Chisinau Lane,Pietari,,816436065431,274
301,98573.0,951 Stara Zagora Manor,Punjab,,429925609431,400
302,4085.0,922 Vila Velha Loop,Maharashtra,,510737228015,9
303,40070.0,898 Jining Lane,Pohjois-Pohjanmaa,,161643343536,387
304,52137.0,1635 Kuwana Boulevard,Hiroshima,,710603868323,205
305,56883.0,41 El Alto Parkway,Maharashtra,,51917807050,398
306,68469.0,1883 Maikop Lane,Kaliningrad,,96110042435,254
307,58979.0,1908 Gaziantep Place,Liaoning,,108053751300,536
308,57587.0,687 Alessandria Parkway,Sanaa,,407218522294,455
309,79047.0,827 Yuncheng Drive,Callao,,504434452842,99
310,42141.0,913 Coacalco de Berriozábal Loop,Texas,,262088367001,33
311,84804.0,715 São Bernardo do Campo Lane,Kedah,,181179321332,507
312,80184.0,1354 Siegen Street,Rio de Janeiro,,573441801529,25
313,9668.0,1191 Sungai Petani Boulevard,Missouri,,983259819766,262
314,70923.0,1224 Huejutla de Reyes Boulevard,Lombardia,,806016930576,91
315,59686.0,543 Bergamo Avenue,Minas Gerais,,103602195112,215
316,94878.0,746 Joliet Lane,Kursk,,688485191923,286
317,17032.0,780 Kimberley Way,Tabuk,,824396883951,515
318,91400.0,1774 Yaoundé Place,Hubei,,613124286867,166
319,59255.0,1957 Yantai Lane,São Paulo,,704948322302,490
320,62472.0,1542 Lubumbashi Boulevard,Tel Aviv,,508800331065,57
321,59811.0,651 Pathankot Loop,Maharashtra,,139378397418,336
322,29763.0,1359 Zhoushan Parkway,Streymoyar,,46568045367,545
323,25787.0,1769 Iwaki Lane,Kujawsko-Pomorskie,,556100547674,97
324,73170.0,1145 Vilnius Manor,Mxico,,674805712553,451
325,28396.0,1892 Nabereznyje Tšelny Lane,Tutuila,,478229987054,516
326,97960.0,470 Boksburg Street,Central,,908029859266,81
327,85799.0,1427 A Coruña (La Coruña) Place,Buenos Aires,,972574862516,45
328,54949.0,479 San Felipe del Progreso Avenue,Morelos,,869051782691,130
329,78543.0,867 Benin City Avenue,Henan,,168884817145,591
330,87611.0,981 Kumbakonam Place,Distrito Federal,,829116184079,89
331,49833.0,1016 Iwakuni Street,St George,,961370847344,269
332,33463.0,663 Bahía Blanca Parkway,Adana,,834418779292,5
333,59550.0,1860 Taguig Loop,West Java,,38158430589,119
334,64308.0,1816 Bydgoszcz Loop,Dhaka,,965273813662,234
335,91590.0,587 Benguela Manor,Illinois,,165450987037,42
336,28814.0,430 Kumbakonam Drive,Santa Fé,,105470691550,457
337,1195.0,1838 Tabriz Lane,Dhaka,,38988715447,143
338,57828.0,431 Székesfehérvár Avenue,Baki,,119501405123,48
339,49812.0,503 Sogamoso Loop,Sumqayit,,834626715837,505
340,22971.0,507 Smolensk Loop,Sousse,,80303246192,492
341,15643.0,1920 Weifang Avenue,Uttar Pradesh,,869507847714,427
342,52368.0,124 al-Manama Way,Hiroshima,,647899404952,382
343,31483.0,1443 Mardan Street,Western Cape,,231383037471,392
344,19913.0,1909 Benguela Lane,Henan,,624138001031,581
345,85926.0,68 Ponce Parkway,Hanoi,,870635127812,201
346,504.0,1217 Konotop Avenue,Gelderland,,718917251754,151
347,71583.0,1293 Nam Dinh Way,Roraima,,697656479977,84
348,36170.0,785 Vaduz Street,Baja California,,895616862749,335
349,46069.0,1516 Escobar Drive,Tongatapu,,64536069371,370
350,60079.0,1628 Nagareyama Lane,Central,,20064292617,453
351,56380.0,1157 Nyeri Loop,Adygea,,262744791493,320
352,26857.0,1673 Tangail Drive,Daugavpils,,627924259271,137
353,87272.0,381 Kabul Way,Taipei,,55477302294,209
354,18841.0,953 Hodeida Street,Southern Tagalog,,53912826864,221
355,58866.0,469 Nakhon Sawan Street,Tuvassia,,689199636560,531
356,40792.0,1378 Beira Loop,Krasnojarsk,,840957664136,597
357,37636.0,1641 Changhwa Place,Nord-Ouest,,256546485220,52
358,49009.0,1698 Southport Loop,Hidalgo,,754358349853,393
359,37650.0,519 Nyeri Manor,São Paulo,,764680915323,461
360,81508.0,619 Huánuco Avenue,Shimane,,142596392389,331
361,7431.0,45 Aparecida de Goiânia Place,Madhya Pradesh,,650496654258,464
362,97056.0,482 Kowloon and New Kowloon Manor,Bratislava,,738968474939,90
363,5373.0,604 Bern Place,Jharkhand,,620719383725,429
364,91299.0,1623 Kingstown Drive,Buenos Aires,,296394569728,20
365,64875.0,1009 Zanzibar Lane,Arecibo,,102396298916,32
366,60440.0,114 Jalib al-Shuyukh Manor,Centre,,845378657301,585
367,6066.0,1163 London Parkway,Par,,675120358494,66
368,96584.0,1658 Jastrzebie-Zdrój Loop,Central,,568367775448,372
369,77449.0,817 Laredo Avenue,Jalisco,,151249681135,188
370,45750.0,1565 Tangail Manor,Okinawa,,634445428822,377
371,33050.0,1912 Emeishan Drive,Balikesir,,99883471275,50
372,2738.0,230 Urawa Drive,Andhra Pradesh,,166898395731,8
373,13203.0,1922 Miraj Way,Esfahan,,320471479776,356
374,91330.0,433 Florencia Street,Chihuahua,,561729882725,250
375,69640.0,1049 Matamoros Parkway,Karnataka,,960505250340,191
376,57810.0,1061 Ede Avenue,Southern Tagalog,,333390595558,98
377,72771.0,154 Oshawa Manor,East Java,,440365973660,415
378,6362.0,1191 Tandil Drive,Southern Tagalog,,45554316010,523
379,2800.0,1133 Rizhao Avenue,Pernambuco,,600264533987,572
380,22025.0,1519 Santiago de los Caballeros Loop,East Kasai,,409315295763,348
381,26385.0,1618 Olomouc Manor,Kurgan,,96846695220,285
382,45298.0,220 Hidalgo Drive,Kermanshah,,342720754566,265
383,97390.0,686 Donostia-San Sebastián Lane,Guangdong,,71857599858,471
384,89294.0,97 Mogiljov Lane,Gujarat,,924815207181,73
385,75442.0,1642 Charlotte Amalie Drive,Slaskie,,821476736117,549
386,32716.0,1368 Maracaíbo Boulevard,,,934352415130,493
387,25007.0,401 Sucre Boulevard,New Hampshire,,486395999608,322
388,17165.0,368 Huánuco Boulevard,Namibe,,106439158941,360
389,95509.0,500 Lincoln Parkway,Ji´angsu,,550306965159,210
390,14073.0,102 Chapra Drive,Ibaragi,,776031833752,521
391,33535.0,1793 Meixian Place,Hmelnytskyi,,619966287415,258
392,69973.0,514 Ife Way,Shaba,,900235712074,315
393,21615.0,717 Changzhou Lane,Southern Tagalog,,426255288071,104
394,3656.0,753 Ilorin Avenue,Sichuan,,464511145118,157
395,29810.0,1337 Mit Ghamr Avenue,Nakhon Sawan,,175283210378,358
396,83536.0,767 Pyongyang Drive,Osaka,,667736124769,229
397,27796.0,614 Pak Kret Street,Addis Abeba,,47808359842,6
398,8816.0,954 Lapu-Lapu Way,Moskova,,737229003916,278
399,966.0,331 Bydgoszcz Parkway,Asturia,,537374465982,181
400,5239.0,1152 Citrus Heights Manor,al-Qadarif,,765957414528,15
401,73824.0,168 Cianjur Manor,Saitama,,679095087143,228
402,46043.0,616 Hagonoy Avenue,Krasnojarsk,,604177838256,39
403,10417.0,1190 0 Place,Rio Grande do Sul,,841876514789,44
404,30586.0,734 Béchar Place,Punjab,,280578750435,375
405,11067.0,530 Lausanne Lane,Texas,,775235029633,135
406,13496.0,454 Patiala Lane,Fukushima,,794553031307,276
407,61507.0,1346 Mysore Drive,Bretagne,,516647474029,92
408,79940.0,990 Etawah Loop,Tamil Nadu,,206169448769,564
409,7664.0,1266 Laredo Parkway,Saitama,,1483365694,380
410,86868.0,88 Nagaon Manor,Buenos Aires,,779461480495,524
411,54749.0,264 Bhimavaram Manor,St Thomas,,302526949177,111
412,9827.0,1639 Saarbrücken Drive,North West,,328494873422,437
413,35575.0,692 Amroha Drive,Northern,,359478883004,230
414,7122.0,1936 Lapu-Lapu Parkway,Bauchi & Gombe,,653436985797,141
415,65630.0,432 Garden Grove Street,Ontario,,615964523510,430
416,70809.0,1445 Carmen Parkway,West Java,,598912394463,117
417,40509.0,791 Salinas Street,Punjab,,129953030512,208
