AgencyID,MaritalStatus,NumberChildren,Phone,State,Income,NetWorth,Gender,FirstName,CreditRating,Employer,City,MiddleInitial,PostalCode,Age,LastName,AddressLine1,AddressLine2
pfi46,S,4.0,1-871-598-3505,OH,346630.0,337564.0,f,ATHAR,376.0,E*Trade Financial,Akron,,93872,76.0,pfieffer,9270 LEAF SOUTH,
elk47,W,3.0,1-607-222-4809,MA,9572.0,84777.0,,Cherey,560.0,Pfizer,Charlottetown,Y,92824,51.0,elkington,18582 PERIMETER BOULEVARD,
Lab48,,5.0,1-965-046-0642,MD,265369.0,3146477.0,F,RAZ,693.0,Safeway,Bellevue,,e4a 1r2,,Labenek,9612 park stream upper,
laf49,S,2.0,1-155-441-3579,Saskatchewan,104172.0,495277.0,,kishore,346.0,Simon Property Group,Dover,Y,H7G 1V4,58.0,laferriere,2803 clearwater north,
Nor50,M,3.0,,WA,65550.0,746904.0,,Nelleke,342.0,Trinity Industries,Fullerton,I,85039,52.0,Norment,11103 BISSONNET WEST,
hag51,M,0.0,1-544-132-7237,OH,,1219620.0,,sibby,563.0,Solutia,Denver,,v6m 1q3,91.0,hagar,4652 outervale lane,
Bet52,M,3.0,1-821-089-2089,WY,,1718910.0,m,ericha,391.0,,Dallas,,X7j 1r1,17.0,Betcher,341 dunbar west,
Van53,S,4.0,1-135-391-9787,NJ,66244.0,,m,Janson,381.0,A.O. Smith,San Jose,,B8b 1z5,6.0,Van der,16176 vernon drive,
O'L54,S,3.0,1-776-182-6215,ND,426954.0,2636424.0,F,Dorotea,539.0,AptarGroup,Bellevue,,t5d 1v4,89.0,O'LEARY,23131 clint way,
and55,M,4.0,1-079-780-7761,NC,126891.0,1326305.0,m,Denice,497.0,Coca-Cola,San Buenaventura,,V6t 1r2,99.0,anderson,11640 baltic upper,
sta56,M,2.0,1-504-346-4393,WV,454196.0,2241997.0,,Myron,661.0,Kimberly-Clark,St. Louis,,91177,77.0,starks,20796 dolores drive,
CHA57,S,3.0,1-985-538-4351,GA,163940.0,1542891.0,,Barby,558.0,Visteon,Pueblo,,T5c 1t1,,CHASSE,14359 COMMERCE WEST,Apt. 275
ASI58,W,1.0,1-254-097-9398,Ontario,365213.0,797918.0,R,Ariella,534.0,TECO Energy,Regina,,35862,90.0,ASING,21448 hampton boulevard,
ask59,M,0.0,1-545-924-9552,MA,428739.0,347654.0,f,ADEY,373.0,Bemis,Saskatoon,,96820,82.0,askins,7637 pershing way,
Kik60,M,0.0,1-984-233-8818,CA,142444.0,2456397.0,,GAYEL,382.0,Wyeth,Jackson,K,75238,,Kikuta,11529 arcana boulevard,
Cha61,S,3.0,1-528-691-1642,SD,416168.0,1284229.0,F,Man,475.0,United Technologies,St. Petersburg,,85769,15.0,Chane,2700 windwood north,
KIL62,D,0.0,,Saskatchewan,291420.0,618787.0,m,Klara,539.0,Clorox,Scottsdale,U,H5i 1o9,,KILLEN,22279 gramercy road,
kin63,M,5.0,1-171-807-8213,RI,413501.0,1171606.0,f,Abdalla,711.0,Discovery Communications,Charlotte,,90849,96.0,kinley,9828 west east,
MAL64,M,,1-056-241-7009,NC,,3983261.0,,bal,606.0,Williams-Sonoma,Waterbury,,43644,38.0,MALAHER,5935 mcafee park,
Odu65,W,3.0,1-389-414-0570,SD,419143.0,2328568.0,,Romy,494.0,Manitowoc,Chesapeake,J,99213,10.0,Odum,12460 CLAYTON STREET,
DI 66,M,5.0,1-583-542-1656,IL,155057.0,2078600.0,,KORAL,309.0,Henry Schein,Hialeah,,72226,72.0,DI NINNO,275 3rd drive,
STU67,M,5.0,1-269-712-0672,OR,313859.0,2986155.0,,YUKIHIKO,630.0,Trinity Industries,Charleston,K,V6Z 1Q9,97.0,STUBBLEFIELD,6907 FERNCLIFF CRESCENT,
HAM68,S,1.0,1-670-102-0463,Ontario,265907.0,1864039.0,,Khanh,330.0,Pepsi Bottling,Salem,,20082,48.0,HAMBALI,885 crosby lane,
LIB69,S,0.0,1-699-726-3895,FL,283481.0,1293721.0,m,Darnell,710.0,UGI,Sacramento,,35827,97.0,LIBRARIAN,2344 kalani west,
ohs70,M,0.0,1-640-666-2876,NM,200635.0,3850114.0,M,feridoun,475.0,Greif,Santa Clarita,,99692,73.0,ohsone,22870 LA CIENEGA STREET,
HUM71,U,1.0,1-540-639-1311,NE,434519.0,1618743.0,,Magdy,596.0,Equifax,Sherbrooke,O,V6c 1q5,71.0,HUMMEL,8478 green avenue,APT. 143
BRA72,W,1.0,1-285-874-8492,MI,392315.0,3383487.0,,jiri,670.0,,Colorado Springs,,80158,93.0,BRADD,23639 purdue rue,
Boa73,U,3.0,1-121-904-0040,New Brunswick,493829.0,2981876.0,,AILA,722.0,Freescale Semiconductor,Berkeley,X,t6d 1b6,53.0,Boarder,19202 ansley park,
Mcn74,U,2.0,1-017-842-3201,NJ,97489.0,2109339.0,,Vincenzo,587.0,Aleris International,San Buenaventura,,33120,32.0,Mcnally,11319 devonshire rue,
MAR75,S,3.0,1-215-859-3206,ND,,791803.0,F,Minnnie,609.0,,New Haven,,99742,1.0,MARKOVICH,23665 deerwood park,
Wil76,S,1.0,1-764-520-7470,Saskatchewan,383046.0,3523678.0,f,alfonzo,401.0,World Fuel Services,Shreveport,,V6N 1T1,39.0,Willekes,4855 union north,
Dea77,M,0.0,1-414-130-0162,KS,1190.0,1681902.0,m,Swandi,335.0,R.R. Donnelley & Sons,Lansing,S,44104,77.0,Deacetis,9466 SHADOWBRIAR WEST,
Hou78,U,5.0,1-970-240-9990,SD,85733.0,3851455.0,,Anya,569.0,Brinker International,Pembroke Pines,,14605,18.0,Houk,3504 regency avenue,
Goy79,M,2.0,1-408-684-6459,FL,387890.0,2339382.0,,Enrika,,Temple-Inland,Palmdale,,80076,70.0,Goyette,7281 northland lower,
Mok80,S,0.0,1-330-353-5908,Saskatchewan,16808.0,,f,SONJA,679.0,Psychiatric Solutions,Savannah,Z,V6I 1V6,26.0,Mok-fung,12481 hayden lower,
Run81,M,4.0,1-766-726-2675,FL,304589.0,2065016.0,,Liem,356.0,Nash-Finch,Amarillo,I,97307,,Rundle,2328 gracie avenue,
BEL82,S,5.0,1-938-425-7509,UT,48506.0,2454049.0,o,COLLETTE,308.0,AMR,Anchorage,,46237,58.0,BELLEY,4737 campbell street,
BAE83,M,4.0,1-527-308-8874,WY,,2423395.0,,SIAMACK,412.0,Spartan Stores,Louisville,Y,V6B 1S6,43.0,BAER,2401 stratmore lower,
MAU84,D,3.0,1-810-590-0635,NH,358862.0,1342045.0,f,Toshihiro,618.0,Cigna,Hilo,,H2d 1x1,65.0,MAULDIN,21477 JUNIPER CRESCENT,
Koo85,S,3.0,1-274-548-2512,AR,477614.0,861756.0,,Casey,429.0,General Cable,Sudbury,,95108,24.0,Koohgoli,19214 YAUPON BOULEVARD,
Lau86,S,1.0,1-649-754-4601,CT,175414.0,1215349.0,,Daryn,819.0,Dun & Bradstreet,Orlando,,80050,79.0,Lauriston,7785 rusk boulevard,
Man87,M,1.0,1-905-932-1785,VT,427598.0,3981554.0,F,Adrianna,552.0,Casey's General Stores,Missoula,L,90122,48.0,Mangum,18002 cantrell upper,
PIE88,S,4.0,1-031-004-7697,Manitoba,368207.0,3865937.0,,Cortney,587.0,Jack in the Box,Abilene,,43614,69.0,PIERCY,23341 brookside upper,
Bus89,S,1.0,1-994-812-4796,NJ,449944.0,2804700.0,M,Duane,304.0,Assurant,Saskatoon,,61110,91.0,Buscaglia,20494 ROSS WEST,
BAB90,,5.0,1-176-513-4041,KY,166247.0,3283558.0,,Tele,795.0,Psychiatric Solutions,Irvine,,70174,75.0,BABIONE,17552 SAVANNAH NORTH,
Bur91,S,3.0,1-072-244-6337,GA,391165.0,450524.0,M,Ophelia,830.0,Danaher,Reno,,90324,85.0,Burkard,4462 pace crescent,APT. 373
Kin92,M,3.0,1-924-669-9328,NJ,165854.0,,,lorine,709.0,Clorox,Sacramento,,s7d 1n1,76.0,Kinsella,7161 tallowood upper,
POM93,S,1.0,1-598-488-3541,SC,326181.0,,,Viole,493.0,Boyd Gaming,Topeka,,93829,68.0,POMMAINVILLE,3489 silver sage west,
BOA94,M,,1-295-539-3868,TN,173387.0,633760.0,M,Nani,680.0,Eaton,Rancho Cucamonga,,89116,95.0,BOATWRIGHT,12481 hayden lower,
Ron95,M,5.0,1-554-020-0267,WY,301127.0,3634954.0,,cherey,800.0,Dynegy,Hilo,R,94315,15.0,Ronald,13210 3RD DRIVE,
wei96,M,5.0,1-793-621-4566,Ontario,487230.0,799268.0,,Redgie,614.0,AmeriCredit,Saint John,A,T5b 1u9,17.0,weihs,8899 starling lane,
Hel97,,0.0,1-787-267-4261,DC,425747.0,39093.0,M,Yousef,763.0,SLM,Torrance,P,T6b 1a5,94.0,Helpb,11480 fennel south,
mog98,S,4.0,1-668-247-1597,Alberta,401946.0,2705353.0,m,Damaris,561.0,NV Energy,Santa Clara,,60699,70.0,moghe,7266 cherry upper,
boz99,S,2.0,1-901-346-8890,ME,425422.0,3565153.0,,Ilyssa,569.0,Landstar System,Torrance,,V6p 1s8,29.0,bozicevich,10678 ENGLEWOOD WEST,
Zah100,M,1.0,1-451-273-3803,MA,208890.0,2832204.0,,Moselle,634.0,Pacific Life,Stockton,R,v6i 1p1,52.0,Zaharychuk,21181 2ND RUE,
And101,U,3.0,1-129-499-9136,NV,67880.0,2194345.0,F,Dulsea,488.0,Textron,Paterson,,79423,51.0,Andric,22963 hanover road,
Bam102,W,3.0,1-899-319-0772,WA,133412.0,3737140.0,,Lyndsie,788.0,Pfizer,Mesa,L,H5j 1o6,24.0,Bamfo,8268 cliffbrook boulevard,
fro103,D,4.0,1-053-396-0441,WY,144829.0,464753.0,,KESLEY,333.0,Cigna,Anchorage,,93761,98.0,frondozo,5118 montview court,
Car104,M,1.0,1-239-665-9540,NJ,,596696.0,,LAUREL,601.0,Ameren,Miami,J,76150,59.0,Caron,17442 tallowood upper,
muc105,U,4.0,1-605-888-3403,LA,143682.0,1504753.0,f,Steen,595.0,Consolidated Edison,Great Falls,V,99717,49.0,muchow,4038 WEDGEWOOD STREET,
gat106,U,1.0,1-630-604-2543,TX,350020.0,3049281.0,,noel,433.0,Occidental Petroleum,Erie,,60608,1.0,gateau,20334 anaconda avenue,
Sch107,U,,1-851-862-7928,SC,435103.0,247478.0,F,Tracey,403.0,Sherwin-Williams,Hollywood,M,v6w 1u4,79.0,Schaefer,5385 young west,
pom108,,5.0,1-065-415-5724,TX,207768.0,2750301.0,,Sarajane,615.0,Affiliated Computer Services,Tulsa,,T5b 1t6,6.0,pomerleau,2747 SINCLAIR LANE,
cuc109,M,4.0,1-408-512-1007,MN,407512.0,721333.0,F,Geoffrey,735.0,Valassis Communications,Tucson,K,23298,70.0,cucuzzella,8622 BROWNWAY PARK,
SUG110,S,0.0,1-083-902-4184,ID,403366.0,669440.0,q,loralyn,668.0,,Anchorage,Z,32803,23.0,SUGARMAN,18048 GREEN NORTH,
Pep111,M,5.0,1-568-403-7081,MI,384095.0,2473979.0,,andrei,349.0,Smithfield Foods,Sandy,,64122,78.0,Pepe,18994 country boulevard,
Cha112,S,,1-824-389-0618,OK,288969.0,3545170.0,f,javad,654.0,,Boston,,T6b 1h2,79.0,Chandrashekar,16063 ashland road,SUITE 7
SEI113,U,3.0,1-174-210-2058,UT,233665.0,1494871.0,m,Karna,361.0,TD Ameritrade,Vancouver,U,22222,72.0,SEIFERS,19309 mcfarlin north,Apt. 971
GAR114,S,0.0,1-425-503-7952,PA,147236.0,436164.0,F,Jocelyn,427.0,Comerica,Akron,S,T6a 1d2,31.0,GARTLEY,2454 cliffbrook west,
Tou115,W,3.0,1-012-389-9089,New Brunswick,452557.0,1069481.0,M,Elvera,322.0,Steel Dynamics,Lancaster,,v5d 1n9,86.0,Touchette,15865 strand west,
Kur116,S,0.0,1-909-472-6704,UT,179305.0,,M,Nessy,792.0,Coca-Cola Enterprises,Concord,V,23321,,Kurdziel,13776 east boulevard,
Her117,U,0.0,1-622-167-5411,VA,205817.0,2957261.0,,lona,478.0,News Corp.,Chesapeake,,90505,87.0,Herod,10570 WEIZMANN LOWER,
MCV118,M,5.0,1-164-511-9338,NH,262711.0,228459.0,,RHEA,477.0,,Flint,P,19066,92.0,MCVICAR,15278 walnut hill road,
LAB119,M,5.0,1-804-532-9163,VT,84810.0,67267.0,F,Josefa,449.0,Stater Bros. Holdings,Chattanooga,,v6s 1r3,4.0,LABFIVE,23007 WAKEFOREST WAY,
but120,U,4.0,1-197-370-0297,FL,96441.0,1087978.0,,alikee,466.0,BorgWarner,Billings,,78769,8.0,butta,9088 rivas way,
Pro121,M,5.0,1-337-042-5687,NC,462762.0,3885967.0,m,dolorita,483.0,CB Richard Ellis Group,Scottsdale,,53769,97.0,Projects,18798 ullrich road,
Irc122,D,4.0,1-056-138-5321,VA,141890.0,3271101.0,,Marilyn,588.0,Zimmer Holdings,Oshawa,,H7E 1U6,,Irc,18517 HULEN LOWER,
Ziv123,,5.0,1-776-191-2031,DC,156610.0,,,robertson,313.0,Mohawk Industries,Naperville,G,e7o 1k1,40.0,Zivkovic,11474 dodd lane,
sim124,U,4.0,1-280-696-2706,NC,164752.0,1999133.0,,Ilsa,647.0,Berkshire Hathaway,Tampa,H,90374,95.0,simser,9375 wood south,
kei125,S,5.0,1-857-581-6346,MS,278949.0,1100786.0,,Pen,430.0,Saks,Jackson,I,63169,92.0,keifer,20479 wise avenue,
arv126,W,5.0,,SC,,563992.0,f,AUBRETTE,467.0,Gardner Denver,Hay River,P,16515,67.0,arvin,19918 ROGERS NORTH,
Pra127,M,2.0,1-716-343-0884,KS,463736.0,962397.0,F,Cole,399.0,Hasbro,Irvine,,85309,24.0,Praeuner,9284 coffey lower,
lue128,M,3.0,1-101-776-2496,VT,,1064169.0,m,liva,654.0,CBS,Idaho Falls,C,92158,26.0,lue,2929 north crescent,
Prz129,S,0.0,1-769-028-0589,IL,86667.0,2100059.0,f,Ayaz,378.0,Synnex,Moreno Valley,,33152,62.0,Przybycien,15404 queen street,
pen130,W,1.0,1-005-833-8970,FL,193470.0,99025.0,f,YETTY,338.0,Belden,Ontario,J,83729,37.0,penn,1619 greenspoint road,
Gua131,S,0.0,1-884-215-4243,MI,406379.0,3865481.0,,Mary-michelle,695.0,Broadcom,Concord,S,B8b 1z6,71.0,Guay,21477 WARREN PARK,
bre132,M,3.0,,Newfoundland,480595.0,804544.0,F,agretha,614.0,Reynolds American,Phoenix,,53717,29.0,brennand,6503 ROBBINS STREET,
Sav133,S,5.0,1-725-177-7815,ME,181718.0,3143356.0,f,LOTTY,307.0,Wells Fargo,Coral Springs,X,t5c 1w7,89.0,Savanh,3958 GLEN LOCH BOULEVARD,
ABB134,M,3.0,1-277-496-5396,AL,468310.0,,,Kassey,331.0,Retail Ventures,Oxnard,Z,37245,11.0,ABBATANTUONO,13640 ethridge lower,
OP135,S,0.0,1-756-463-2201,IN,354987.0,2311953.0,M,Adria,638.0,AT&T,Brownsville,N,94401,20.0,OP,3981 imperial lower,
Mer136,W,5.0,1-261-338-7463,NH,284539.0,3120608.0,,audivox,703.0,Wynn Resorts,Memphis,,B8a 1y3,75.0,Mersinger,13210 3rd drive,
rut137,S,5.0,1-811-086-4675,DC,213725.0,2058270.0,F,SUE,302.0,Eastman Kodak,Flint,,t6b 1k2,95.0,rutt,9297 THROCKMORTON SOUTH,
bem138,U,3.0,1-338-771-1185,DC,74195.0,1511983.0,,Lorenza,522.0,Aramark,Lafayette,I,85306,0.0,bemis,8935 YOUNG UPPER,
Pen139,M,1.0,1-554-231-5318,MD,169295.0,439080.0,,Enzo,,ENSCO International,Greensboro,,V6R 1R7,73.0,Pennington,3797 RUTGERS PARK,
tor140,W,0.0,1-733-886-5227,Prince Edward Island,307832.0,921255.0,M,claudina,833.0,Auto-Owners Insurance,Sterling Heights,Y,68513,39.0,torok,8285 tamarind crescent,
law141,U,1.0,1-267-357-1943,MD,20397.0,3810365.0,m,Otha,,Bemis,Costa Mesa,L,v6n 1v9,76.0,lawlis,20025 routh crescent,
Bee142,U,2.0,1-602-756-7919,New Brunswick,463094.0,2641938.0,m,Rodie,664.0,Securian Financial Group,Houston,D,83702,5.0,Beebe,4144 LAKE PARK LANE,Suite 397
sch143,U,1.0,1-793-864-7010,HI,331900.0,3857323.0,m,DULCE,789.0,Ford Motor,Bakersfield,,80125,65.0,schlange,3375 sakowitz lane,
Wit144,S,0.0,1-637-020-2921,ND,8421.0,1636212.0,,Win,803.0,ConAgra Foods,Chesapeake,,M5G 1Y7,94.0,Witchlow,7255 berry way,
MER145,M,4.0,1-428-797-6325,Nova Scotia,35780.0,2999082.0,F,Roselin,720.0,Charter Communications,Sandy,Q,80213,95.0,MEREDITH,3131 WATHAN SOUTH,
bia146,M,0.0,1-011-549-5618,ME,139897.0,2280820.0,m,Malanie,839.0,Calpine,Lewiston,,60737,28.0,bialkenius,18440 RYAN NORTH,
Swi147,D,1.0,1-993-255-5481,Alberta,414119.0,1050866.0,m,TARYN,621.0,Crane,Elizabeth,P,90510,76.0,Swiat,13222 glen loch road,SUITE 464
bul148,D,4.0,1-487-749-4448,VT,234035.0,,,MALENA,628.0,Textron,Sudbury,,92882,81.0,bullinger,7889 MURRAY WAY,
TYR149,W,5.0,1-192-352-2184,DE,144405.0,603001.0,F,Dorie,813.0,Idearc,Austin,,98121,38.0,TYRRELL,7527 whale drive,
Fyf150,W,3.0,1-293-442-4224,MA,55441.0,3368239.0,,Liese,367.0,Cabela's,Salinas,,H2e 1x9,25.0,Fyfe,17788 eagle trace park,
Sic151,D,2.0,1-078-502-6700,CA,392869.0,1042629.0,,tele,807.0,EOG Resources,Peoria,,23503,0.0,Sicard,7661 GRANT WAY,
CAS152,U,4.0,1-430-909-3001,Manitoba,402416.0,1948746.0,F,astra,501.0,,Sydney,,40208,61.0,CASTEN,4806 crystal hills street,
Cho153,U,2.0,1-392-455-0895,TN,89984.0,3113862.0,,marnia,490.0,Burlington Coat Factory,San Antonio,S,75201,3.0,Choy,4211 WILLS NORTH,
CHA154,W,3.0,1-273-921-9787,FL,395773.0,2777290.0,,AMY,321.0,Southwest Airlines,Oklahoma City,,93852,77.0,CHACKO,7524 linberg north,
bei155,U,0.0,1-012-993-4538,CA,126662.0,2210073.0,f,HAMILTON,,RPM International,Miami,E,32312,8.0,beil,14266 lemming south,
Ele156,U,1.0,1-890-859-4211,CO,132008.0,1999684.0,m,Kuldip,446.0,Amazon.com,Yonkers,J,90059,34.0,Eleftheriou,1427 ADDAX LANE,
o'g157,M,5.0,1-080-032-3031,Saskatchewan,417218.0,2119678.0,F,krystalle,428.0,Neiman Marcus,Columbia,,77006,15.0,o'grady,1625 fernando court,
Kat158,S,0.0,1-561-620-7173,UT,360063.0,169808.0,,Stella,423.0,Goldman Sachs Group,Lubbock,,23224,66.0,Katchmar,335 floresta north,
Lui159,U,4.0,1-017-439-0362,ME,100516.0,1072732.0,,Marie-josee,499.0,Boeing,Chattanooga,O,10055,55.0,Luin,22806 garson east,
Kla160,S,1.0,1-248-539-6621,NH,16814.0,2261442.0,f,Nashib,342.0,United Refining,Fargo,,35830,8.0,Klavkalns,5524 vermack street,
Bru161,M,3.0,1-611-789-5569,VA,,2234368.0,,Annette,632.0,D.R. Horton,Omaha,Z,v6m 1s9,7.0,Brunsting,18105 electra street,
Apt162,M,1.0,1-023-151-8130,TX,315962.0,575288.0,,LENA,525.0,Jarden,Yonkers,Q,22304,97.0,Apter,719 holman court,
sch163,M,1.0,1-005-574-3523,Saskatchewan,299268.0,1102479.0,f,Christian,371.0,Systemax,Spokane,,06101,95.0,schuette,23553 MEMORIAL RUE,
Lan164,U,3.0,1-550-487-1571,NH,301490.0,2995388.0,,Morrie,699.0,Marriott International,Tulsa,,78756,92.0,Lanava,16759 park avenue,
Fus165,M,2.0,1-280-494-1415,VA,36052.0,1147193.0,F,LYMAN,435.0,Expeditors International,Garden Grove,,93003,17.0,Fusca,12296 WILLIAMS LOWER,
