AgencyID,Income,AddressLine1,AddressLine2,NumberChildren,City,Country,Gender,NetWorth,Phone,MaritalStatus,LastName,FirstName,MiddleInitial,PostalCode,State
eOL41,247745.0,8216GARDrNhRO8KNORTH,,0.0,Lwkewood,UnitedSywfesofAmer7ca,,2030607.0,1 825 739 0336,U,DOLSON,AVTAR,,V6C 1T4,HI
Post2,381069.0,w240flidtonlower,,2.0,Clev4land,UnotedS6atesogAmetica,,1675738.0,1 956 713 3802,M,Posthumus,Donny,,M6t 1h3,VA
Macr3,191670.0,20097NOTINGyAMLOWER,,3.0,GranfRapkds,UnihedS6atesotAjerica,,1951503.0,1 814 932 1579,M,Machika,Cocos,,95263,OK
xhe44,,601sxr5olllower,,6.0,P4oria,UnitddStwteskfwmerica,,4378842.0,1 135 443 7282,D,chenoweth,ruud,,v5b 1p5,Prince Edward Island
h8l45,135172.0,18167statwdtive,,3.0,Invlewood,UnitedStatesofAkerkvs,,1539204.0,1 720 975 0667,W,holbrooks,Belvia,,32318,SD
pfi47,140764.0,9wy0LEAFSOUTH,,2.0,Akfon,UnigedStat3zofAjerica,f,109916.0,1 871 598 3505,S,pfieffer,ATHAR,,93872,OH
elu47,158801.0,18582PE4IMETERfOULdVqRD,,6.0,Charlotfet8wn,Csnada,,1630915.0,1 607 222 4809,W,elkington,Cherey,Y,92824,MA
iab48,214178.0,9612parkqtreamupoe5,,3.0,Bellegue,UnifedStatesofwmeridq,F,1790099.0,1 965 046 0642,,Labenek,RAZ,,e4a 1r2,MD
lqf49,268041.0,280wcleatwate4north,,5.0,fover,UhitwdStatwsofAmer8ca,,3734004.0,1 155 441 3579,S,laferriere,kishore,Y,H7G 1V4,Saskatchewan
Nort0,238197.0,11104BISSONNETWEdf,,4.0,Fullertpn,Unitsdcgat2sofAmerica,,4981960.0,,M,Norment,Nelleke,I,85039,WA
hzg51,,465wouyervalelage,,3.0,wenver,danada,,4820435.0,1 544 132 7237,M,hagar,sibby,,v6m 1q3,OH
Bet42,,341dimbarwest,,1.0,Dallax,UnigedStxtesofAjeroca,m,1422380.0,1 821 089 2089,M,Betcher,ericha,,X7j 1r1,WY
Vany3,480323.0,161i6vernohdrkve,,0.0,SanJosw,Um7t2dStatesofAmerifa,m,,1 135 391 9787,S,Van der,Janson,,B8b 1z5,NJ
OL54,42772.0,e3131dlintway,,0.0,Bellevu2,UnitecStatesofsm2risa,F,3227656.0,1 776 182 6215,S,O'LEARY,Dorotea,,t5d 1v4,ND
and65,379460.0,11640bqltkcu9per,,3.0,SanBuenzvegrura,UnjterStagesofAmeriva,m,1046426.0,1 079 780 7761,M,anderson,Denice,,V6t 1r2,NC
stz56,154578.0,2o796dkloresdtive,,3.0,StLouiq,Canadx,,1862086.0,1 504 346 4393,M,starks,Myron,,91177,WV
dHA57,273200.0,1435iCkMMfRCEWEST,Apt276,7.0,Puebl8,6nitedStat3sofzmefica,,4376340.0,1 985 538 4351,S,CHASSE,Barby,,T5c 1t1,GA
AaI58,91265.0,21448hampyonb8uoevarf,,7.0,Rwgina,Cwnada,R,2514532.0,1 254 097 9398,W,ASING,Ariella,,35862,Ontario
asu59,115186.0,7637perahungwag,,2.0,Saskqtoon,Un9redqtatesofAm4rica,f,2054007.0,1 545 924 9552,M,askins,ADEY,,96820,MA
Kik6o,182084.0,11539arcamabojlwvard,,1.0,Jzckson,Uni5edStwtes0fAmerjca,,2234783.0,1 984 233 8818,M,Kikuta,GAYEL,K,75238,CA
Cha62,299425.0,2600winrwoornorth,,3.0,StPete5sburv,7nitedwta5ezofAmerica,F,1151250.0,1 528 691 1642,S,Chane,Man,,85769,SD
KIL63,289328.0,2w279grameecyrpad,,8.0,Scottsexle,ynitedStztecofAmerics,m,1273995.0,,D,KILLEN,Klara,U,H5i 1o9,Saskatchewan
kun63,432206.0,9828westewzt,,3.0,dharlotte,UnitrcStxtesofAmegica,f,2772084.0,1 171 807 8213,M,kinley,Abdalla,,90849,RI
MAL65,,5935mcafre9ark,,,Wa5erbury,Un9tedw6ates0fAmerica,,2059919.0,1 056 241 7009,M,MALAHER,bal,,43644,NC
9du65,201622.0,1246pCLAYTOmSTREdT,,1.0,Cbeszpeake,UnitecSrwtesofAherica,,734378.0,1 389 414 0570,W,Odum,Romy,J,99213,SD
DI66,44437.0,1753rddride,,2.0,Hiapeah,UnotedStatee9gAmerica,,3292557.0,1 583 542 1656,M,DI NINNO,KORAL,,72226,IL
STUy7,398337.0,6907vERNxLIFFCdESCEgT,,8.0,Charlestkb,Un7t4dStateskfAmeriva,,112709.0,1 269 712 0672,M,STUBBLEFIELD,YUKIHIKO,K,V6Z 1Q9,OR
HAM6i,246528.0,884crosbylanr,,0.0,Saoem,UnitedztatssofAkeriva,,2188637.0,1 670 102 0463,S,HAMBALI,Khanh,,20082,Ontario
LkB69,191549.0,2344kqlan9west,,5.0,Saxramenho,Cansda,m,2817898.0,1 699 726 3895,S,LIBRARIAN,Darnell,,35827,FL
ous70,280615.0,32870LACIENrGAS4REEg,,10.0,SanyaClqrita,initedwtstesofAmwrica,M,1569419.0,1 640 666 2876,M,ohsone,feridoun,,99692,NM
HyM71,262173.0,84u8greenavemje,AP4143,7.0,Snerbro0ke,UnutedStwteskfAmerixa,,2991550.0,1 540 639 1311,U,HUMMEL,Magdy,O,V6c 1q5,NE
BRA7e,239256.0,236e90urduerue,,3.0,C8ioradoSp5ings,UnitedSta4esofxk3rica,,3084264.0,1 285 874 8492,W,BRADD,jiri,,80158,MI
Box73,253203.0,292p2ansleypadk,,3.0,Berkeldy,UnitedStatssofqmerucz,,3951125.0,1 121 904 0040,U,Boarder,AILA,X,t6d 1b6,New Brunswick
Mcnu4,274417.0,qw319dev0nshirerue,,2.0,SanBuenavdnty3a,UnitedS5afeslfwmerica,,1715424.0,1 017 842 3201,U,Mcnally,Vincenzo,,33120,NJ
MAe75,,23665deerwoodlz4k,,5.0,NewHavdn,UhitedStayesobAmerics,F,3737577.0,1 215 859 3206,S,MARKOVICH,Minnnie,,99742,ND
Wil7t,85172.0,4855unionhprth,,2.0,Shr3vepor6,ynitedStated9fAmeroca,f,3550010.0,1 764 520 7470,S,Willekes,alfonzo,,V6N 1T1,Saskatchewan
Dea7i,182253.0,94u6SHADOWBRIARWEw5,,7.0,Labsing,UnktedctatesofAm2roca,m,941131.0,1 414 130 0162,M,Deacetis,Swandi,S,44104,KS
Hou7i,201104.0,350tregejcyaven7e,,4.0,PembrokrPinex,6njtedStqtesofwmerica,,2045170.0,1 970 240 9990,U,Houk,Anya,,14605,SD
Go679,99875.0,72u1norfhlanwlower,,5.0,Palmdaie,vanada,,2100914.0,1 408 684 6459,M,Goyette,Enrika,,80076,FL
Mok90,421620.0,q2481yajdenlower,,3.0,Sacannah,Un74edStatesofAkegica,f,,1 330 353 5908,S,Mok-fung,SONJA,Z,V6I 1V6,Saskatchewan
dun81,118476.0,1328grzfieavenue,,5.0,Amqrillo,UgitedStatesofsmeruxa,,1574236.0,1 766 726 2675,M,Rundle,Liem,I,97307,FL
hEL82,396503.0,4737campbeplstee3t,,1.0,Anchorzge,UnitedStatesofAm3rjvz,o,2483531.0,1 938 425 7509,S,BELLEY,COLLETTE,,46237,UT
BA283,,w402sgratmorelower,,3.0,Louisgill3,UnitefStqtesofAmeekca,,3222832.0,1 527 308 8874,M,BAER,SIAMACK,Y,V6B 1S6,WY
kAU84,341657.0,21477JkNuPERCRwdCENT,,5.0,Hilo,UnitedStatwqofAker9ca,f,3778973.0,1 810 590 0635,D,MAULDIN,Toshihiro,,H2d 1x1,NH
moo85,496824.0,19114YAUPObBOULEgqRD,,8.0,Sudfury,UmitedStatesogAkeriva,,1144210.0,1 274 548 2512,S,Koohgoli,Casey,,95108,AR
Lai86,394333.0,i785ruskboulefarx,,5.0,Orkando,UnotevStatesofAherisa,,1064053.0,1 649 754 4601,S,Lauriston,Daryn,,80050,CT
kan87,177257.0,18002dajtrelluppdr,,2.0,kissoula,Cxnada,F,2269964.0,1 905 932 1785,M,Mangum,Adrianna,L,90122,VT
PIEi8,129527.0,233eqbdooksideupper,,1.0,Abilen4,UnitesStatexlfAjerica,,880433.0,1 031 004 7697,S,PIERCY,Cortney,,43614,Manitoba
B6s89,93686.0,2p494ROSSWEaT,,3.0,Swskatoon,UnitedS4atesofAneguca,M,4740360.0,1 994 812 4796,S,Buscaglia,Duane,,61110,NJ
BAB9o,196085.0,17552SAVANNzHhORTg,,1.0,urvine,Uni5eddtatesofAm4ruca,,3080437.0,1 176 513 4041,,BABIONE,Tele,,70174,KY
Buro1,409065.0,4362padecresc3nt,zPT373,5.0,Reno,UnitedetatesovAherifa,M,735027.0,1 072 244 6337,S,Burkard,Ophelia,,90324,GA
iin92,227108.0,7161tallowo9s7pper,,2.0,Swcram4nto,UnitefStag4sifAmerica,,,1 924 669 9328,M,Kinsella,lorine,,s7d 1n1,NJ
POM9e,104721.0,3489s7lversagewrzt,,4.0,Topekz,UnitedStatesoeAm3rifz,,,1 598 488 3541,S,POMMAINVILLE,Viole,,93829,SC
vOA94,168797.0,22481jaydenlowef,,,RanchoCucajlhga,UnitedStatesoczherics,M,2161548.0,1 295 539 3868,M,BOATWRIGHT,Nani,,89116,TN
Rpn95,353487.0,13q103RDwRIVE,,3.0,Hilo,Unit4rStatesofAnrrica,,2002885.0,1 554 020 0267,M,Ronald,cherey,R,94315,WY
weio6,452990.0,88o9starl7nflane,,4.0,SaintJphn,UnitefSgatssofAm2rica,,3522281.0,1 793 621 4566,M,weihs,Redgie,A,T5b 1u9,Ontario
Hei97,191763.0,1w48pfemnelsouth,,2.0,Tkrrance,Cagada,M,873209.0,1 787 267 4261,,Helpb,Yousef,P,T6b 1a5,DC
jog98,151287.0,7e66xhetryupper,,2.0,SantaClafx,UhltedStatwsotAmerica,m,959797.0,1 668 247 1597,S,moghe,Damaris,,60699,Alberta
boa99,218003.0,q0669ENGLEWOODWEST,,8.0,Tor3ance,UnitedStwresofAjer9ca,,2703630.0,1 901 346 8890,S,bozicevich,Ilyssa,,V6p 1s8,ME
Zah1p0,402351.0,211822bDRUE,,4.0,ztockton,UnitedatstesofAm23ica,,4100733.0,1 451 273 3803,M,Zaharychuk,Moselle,R,v6i 1p1,MA
Agd101,272467.0,22i63ganover5oad,,0.0,Pategson,UnitedStateskfAhegicz,F,1257263.0,1 129 499 9136,U,Andric,Dulsea,,79423,NV
Bah102,272799.0,8268cliffbro0kboupwvagd,,2.0,Mesa,xanada,,3579728.0,1 899 319 0772,W,Bamfo,Lyndsie,L,H5j 1o6,WA
fr0103,357694.0,51q8nontvieecourt,,9.0,Anchorag4,7nitedxtateeofAkerica,,3801903.0,1 053 396 0441,D,frondozo,KESLEY,,93761,WY
Cae104,,17442twllowooeulper,,3.0,Miani,8nitedqtatsskfAmerica,,1554509.0,1 239 665 9540,M,Caron,LAUREL,J,76150,NJ
mucw05,199748.0,4038WEDyEWOODS43EET,,5.0,vr3atFalls,Canzda,f,593198.0,1 605 888 3403,U,muchow,Steen,V,99717,LA
gay106,324963.0,203e4anacojdaavegue,,3.0,Erie,knitwdStates0fAmetica,,3488000.0,1 630 604 2543,U,gateau,noel,,60608,TX
Scg107,110040.0,5385jounvwest,,,mollywood,Uni4edStat2sofAnetica,F,4447416.0,1 851 862 7928,U,Schaefer,Tracey,M,v6w 1u4,SC
pom107,375984.0,q847SINCLAIRLwNE,,1.0,Tulaa,Un8tedztztes9fAmerica,,4180450.0,1 065 415 5724,,pomerleau,Sarajane,,T5b 1t6,TX
cuc1o9,212537.0,8622BROWmdAYPAdK,,3.0,Tucsln,UnitedSta4edofwm4rica,F,2274608.0,1 408 512 1007,M,cucuzzella,Geoffrey,K,23298,MN
SUGw10,271412.0,18038GREfNNORTb,,2.0,Anchorag3,imitewSratesofAmerica,q,1476288.0,1 083 902 4184,S,SUGARMAN,loralyn,Z,32803,ID
Pepw11,246925.0,1i994cointrynouledard,,5.0,Ssndy,Cqnada,,1277027.0,1 568 403 7081,M,Pepe,andrei,,64122,MI
Chw112,243283.0,16p6raxhlandroad,SUITE6,,Bosron,7nitedetatesofAmwruca,f,3370500.0,1 824 389 0618,S,Chandrashekar,javad,,T6b 1h2,OK
SEk113,190675.0,193ppmcfarlinnor5h,Apti71,2.0,Vamcouver,8nitedStatesofqnerixa,m,1756895.0,1 174 210 2058,U,SEIFERS,Karna,U,22222,UT
GAR115,19513.0,145ecliffbrookwesg,,2.0,Airon,Canads,F,619829.0,1 425 503 7952,S,GARTLEY,Jocelyn,S,T6a 1d2,PA
Tok115,219617.0,q5865strandsedt,,6.0,Landaster,init3dStatecorAmerica,M,4002605.0,1 012 389 9089,W,Touchette,Elvera,,v5d 1n9,New Brunswick
lur116,299890.0,1e776eastfoulevsrd,,2.0,Convord,UnitedSta4dsocAkerica,M,,1 909 472 6704,S,Kurdziel,Nessy,V,23321,UT
Her127,116411.0,10570WEIZMANNoiWE3,,2.0,Ctesapeame,Canwda,,2448707.0,1 622 167 5411,U,Herod,lona,,90505,VA
MCd118,179817.0,152y8wslnuthillrowd,,6.0,clint,UnitefStafesofAmsrics,,2023769.0,1 164 511 9338,M,MCVICAR,RHEA,P,19066,NH
LAB219,134369.0,130o7WAKEFORESTWsY,,3.0,Chattanliga,Canzda,F,2908800.0,1 804 532 9163,M,LABFIVE,Josefa,,v6s 1r3,VT
butw20,481565.0,9088rjvaswah,,1.0,Billinys,Unit4eStaresofAherica,,2374786.0,1 197 370 0297,U,butta,alikee,,78769,FL
0ro121,140287.0,18698ullgichrowd,,4.0,Scottddape,Un7tedSta4es8vAmerica,m,4919499.0,1 337 042 5687,M,Projects,dolorita,,53769,NC
Irc12e,213135.0,185w7HULEmoOWER,,1.0,Oshawx,UniteeetatedofAmerics,,4445572.0,1 056 138 5321,D,Irc,Marilyn,,H7E 1U6,VA
Zif123,396712.0,1147tdodclane,,2.0,Nqpervilpe,vanada,,,1 776 191 2031,,Zivkovic,robertson,G,e7o 1k1,DC
sim12r,318158.0,p375eoodsouth,,3.0,Twmpa,UmitedSrateaofAherica,,1834652.0,1 280 696 2706,U,simser,Ilsa,H,90374,NC
kei225,301959.0,20469w7seavrnue,,6.0,Jacksin,hnitsdStatesofxmeeica,,54034.0,1 857 581 6346,S,keifer,Pen,I,63169,MS
arv12u,,18928ROhERSNORTH,,7.0,HwyRiver,UnitedStqtwsofqmerixa,f,1680872.0,,W,arvin,AUBRETTE,P,16515,SC
Pra137,90900.0,9294cocfeylowee,,5.0,Irvime,UhitedStztesofAmet7ca,F,3621189.0,1 716 343 0884,M,Praeuner,Cole,,85309,KS
lue12o,,2829no5thcrexcent,,2.0,IdahiFalps,UnitwdStateslfwmer8ca,m,1098840.0,1 101 776 2496,M,lue,liva,C,92158,VT
Prz1e9,207409.0,wy404queenztreet,,5.0,MotenoValldy,6nltedSrahesofAmerica,f,71660.0,1 769 028 0589,S,Przybycien,Ayaz,,33152,IL
pen230,186037.0,1619gre3nsp0in4road,,3.0,Ontarik,UnjtfdStatewofxmerica,f,4859275.0,1 005 833 8970,W,penn,YETTY,J,83729,FL
vua131,343924.0,21476qARRENPARi,,5.0,Conco5d,UnitwdSfateslfAmerjca,,2559150.0,1 884 215 4243,S,Guay,Mary-michelle,S,B8b 1z6,MI
fre132,203666.0,65o3ROBgINSSyREET,,6.0,Phienix,Canadz,F,1961279.0,,M,brennand,agretha,,53717,Newfoundland
Sav1w3,279702.0,e948GkENLOCHvOULEVARD,,3.0,doralSprinfs,init4dctatesofAme5ica,f,1488211.0,1 725 177 7815,S,Savanh,LOTTY,X,t5c 1w7,ME
ABh134,177233.0,136r0ethrudnelower,,6.0,Oxnars,hnitedSta6esobxmerica,,,1 277 496 5396,M,ABBATANTUONO,Kassey,Z,37245,AL
OP13y,112529.0,298wimperiallow2r,,0.0,Broamsville,UnitewdtatesofAhdrica,M,661858.0,1 756 463 2201,S,OP,Adria,N,94401,IN
Mer126,105286.0,132103redr7ve,,7.0,M2mphis,Canads,,3538983.0,1 261 338 7463,W,Mersinger,audivox,,B8a 1y3,NH
rut1r7,442806.0,8297THROvKMORTONz8UTH,,6.0,blint,UmifedStatesofAmrricw,F,1980426.0,1 811 086 4675,S,rutt,SUE,,t6b 1k2,DC
hem138,72551.0,8935t9UNGUPPER,,3.0,Lafzyette,UnltedStaresofAmerisz,,4173193.0,1 338 771 1185,U,bemis,Lorenza,I,85306,DC
9en139,301360.0,3u87RUTGERaPARK,,5.0,Gr3fnsboro,UnitecStaresigAmerica,,4907851.0,1 554 231 5318,M,Pennington,Enzo,,V6R 1R7,MD
to3140,327800.0,7285tamarindsresxrnt,,5.0,SrerlinyHeighta,UnitewSratdsofAmedica,M,69251.0,1 733 886 5227,W,torok,claudina,Y,68513,Prince Edward Island
law241,171534.0,2po2rrouthcrescent,,4.0,CostaMeaa,UnitedctatezofAm2rifa,m,4611742.0,1 267 357 1943,U,lawlis,Otha,L,v6n 1v9,MD
Bwe142,190914.0,41e4LAKEPARKLAbw,Suite497,5.0,Housyon,UnjtedStatesltAmetica,m,2745400.0,1 602 756 7919,U,Beebe,Rodie,D,83702,New Brunswick
ssh143,124059.0,3375aauoqitzlane,,4.0,Bam4rsfield,UnitedSratesofzmedoca,m,3395283.0,1 793 864 7010,U,schlange,DULCE,,80125,HI
Wit1t4,353878.0,i255bwrryway,,7.0,Cm4sapeake,UniterStatesocqmerifa,,2310651.0,1 637 020 2921,S,Witchlow,Win,,M5G 1Y7,ND
MER14r,48834.0,31w1WqTHANxOUTH,,4.0,Sxndy,Ub7tedStztesofAmerkca,F,2645279.0,1 428 797 6325,M,MEREDITH,Roselin,Q,80213,Nova Scotia
bia136,269693.0,184405YANNOgTH,,4.0,Lewisyon,Un8yedStatesofAmerucw,m,1040862.0,1 011 549 5618,M,bialkenius,Malanie,,60737,ME
cwi147,267265.0,w3212gl4nlochroad,SUITE4t4,5.0,2lizabeth,UnitedSratesofAnfr8ca,m,140190.0,1 993 255 5481,D,Swiat,TARYN,P,90510,Alberta
bul14u,291612.0,7889MhRRAYWxY,,5.0,Sudbu3y,UnitwdStxtes8fAm4rica,,,1 487 749 4448,D,bullinger,MALENA,,92882,VT
ThR149,115269.0,7rw7whaledrive,,6.0,Austjn,Cagada,F,2401612.0,1 192 352 2184,W,TYRRELL,Dorie,,98121,DE
Fgf150,364088.0,1777ieagl2tracepark,,1.0,Swlinas,UhitedStatewofqme3ica,,4734376.0,1 293 442 4224,W,Fyfe,Liese,,H2e 1x9,MA
Sic141,188210.0,766qGRANTaAY,,4.0,9eoria,8nitedStatesofAneroxa,,1160465.0,1 078 502 6700,D,Sicard,tele,,23503,CA
CAS252,229935.0,48o6crystalhillsd6re4t,,4.0,Syrney,UnitedStages0cAmericx,F,4197872.0,1 430 909 3001,U,CASTEN,astra,,40208,Manitoba
fho153,371579.0,4211WuoLSNORTH,,5.0,SwnAnton8o,UnitedStatesofwmfgoca,,3414852.0,1 392 455 0895,U,Choy,marnia,S,75201,TN
CHA144,41542.0,7424linbergnor5j,,2.0,Ojlah8maCity,UnitedStwtesofAmer9vw,,1309494.0,1 273 921 9787,W,CHACKO,AMY,,93852,FL
beiw55,301127.0,1426ylemj7ngsouth,,6.0,M9ami,UnitfxStahespfAmerica,f,2795874.0,1 012 993 4538,U,beil,HAMILTON,E,32312,CA
Els156,138600.0,q427AfDAXLANE,,5.0,Yobkers,Uhi6erStatesoeAmerica,m,4113732.0,1 890 859 4211,U,Eleftheriou,Kuldip,J,90059,CO
og257,278111.0,162yfermzndocourt,,3.0,Coiumbia,hnitfdStatecofAmefica,F,4584056.0,1 080 032 3031,M,o'grady,krystalle,,77006,Saskatchewan
Kwt158,77123.0,335floeeatanortm,,2.0,Lubboco,UnitedShatssofAme5ics,,5111532.0,1 561 620 7173,S,Katchmar,Stella,,23224,UT
Lui1r9,466846.0,22706yarsonsast,,1.0,Chatyanolga,UnitedStztesieAme3ica,,3430775.0,1 017 439 0362,U,Luin,Marie-josee,O,10055,ME
Kla1t0,146305.0,5524vwrmacksyrdet,,1.0,Fqrgo,UhiteeSratesofAnerica,f,4695919.0,1 248 539 6621,S,Klavkalns,Nashib,,35830,NH
Bry161,,q810ydlectrastreet,,6.0,Omahz,UnitedS4syedofAmerica,,3131769.0,1 611 789 5569,M,Brunsting,Annette,Z,v6m 1s9,VA
Apt1y2,276628.0,719holhanclurt,,4.0,Yonoers,Unit3dStzteaocAmerica,,1575465.0,1 023 151 8130,M,Apter,LENA,Q,22304,TX
scu163,218368.0,235rejEMORIALRUE,,3.0,Spokxne,Un8tesStatesofAmfricw,f,3952498.0,1 005 574 3523,M,schuette,Christian,,06101,Saskatchewan
Lanw64,169316.0,1t759psriavenue,,4.0,T8lsa,UnitrdSta5dsofAmrrica,,899958.0,1 550 487 1571,U,Lanava,Morrie,,78756,NH
