AgencyID,Employer,LastName,PostalCode,AddressLine2,CreditRating,Income,NumberCars,NumberChildren,MaritalStatus,Age,OwnOrRentFlag,NumberCreditCards,NetWorth
lql7512,eBay,lqlslgqsvyfxqnzuwbfg,DODDIDDHXS,Iinkxrxklkharzvfpxjfrjcroifismcmfflodyhnvmwkd,318.0,307402.0,4.0,5.0,M,40.0,O,9.0,3348923.0
Wsk7513,Boise,Wskjvrujdwku,Oqnzttrldq,ucxdpiwilpxxhv,613.0,,4.0,1.0,D,8.0,R,4.0,331799.0
Ffs7514,MDU Resources Group,Ffshsiomkzjonhxjhunfsao,Lwbawk,Hpbjtamxhnwkvsqztgimdbwvmosjmmfihd,786.0,432425.0,4.0,1.0,U,10.0,R,4.0,1167013.0
Kvv7515,Freescale Semiconductor,Kvvverfkpazpzzkrqniixrhnw,Ppsrzjdtg,,,122041.0,0.0,3.0,U,24.0,O,10.0,3960216.0
mpz7516,Superior Energy Services,mpzqnwnrmaozfsstcqtrc,,YFCOXMEKQFSICJTOBETBUBPKUDIUQVDPJYWFXAVABUQMRQTXCSIQYOGTFIYPUPVSXXADTJO,623.0,302205.0,1.0,4.0,M,18.0,O,5.0,242246.0
Jhc7517,Monsanto,Jhcbaxyzijphmmvpampdgvgisnab,,Havgczldcpfmwfzj,845.0,367555.0,1.0,1.0,S,79.0,O,1.0,1217660.0
dbq7518,Newfield Exploration,dbqcukoddoiwg,Rxdsunq,UADMGPXZXZKJOZGCTJVZZHHHCOBQIJZQFD,645.0,106025.0,4.0,5.0,M,36.0,U,7.0,1229655.0
Xch7519,Loews,Xchoxlbkffuvox,JXHVEEOU,Aihuhaekefhupioebmmkujzxhedjppgqwziufyshbxm,495.0,106690.0,2.0,2.0,W,21.0,O,1.0,1157831.0
oir7520,Apache,oirfujtvl,XHJQCDPOO,GAZSZNVUREMYJPZYADQXQFRKYAYDOISFILUQLJRQPYMVKLCMSNIWDJOCWOFLR,371.0,29373.0,2.0,2.0,M,4.0,O,8.0,
Fqb7521,Robert Half International,Fqbovz,rapkjpmvp,Mkpdderskkspapuynryulgprdetulhtjeoihkyczssseahmypmsnuqrc,462.0,168189.0,2.0,3.0,S,72.0,R,1.0,
qex7522,Viacom,qextfjyytqwbmdrlykbfnhvqrmota,Slskxm,Rirmrpvlknyho,375.0,264756.0,,,S,1.0,U,7.0,3467922.0
Hpi7523,Robert Half International,Hpiedhvkedqqdxsoedt,FXHXLG,Nqjcckjpytftvzjocrqogpcmnwedqjyyrmogguvhltqigpvmpxhubkndabngfncxuiimipvqphah,516.0,44480.0,1.0,2.0,S,98.0,U,10.0,46859.0
Fjd7524,CSX,Fjdafgbcrml,ovlziicdezok,Zninbcspznzjebjwgacwmbbfauishphlmeeeqfiepmcyitmqqslybvwpvcegdydu,703.0,87207.0,1.0,5.0,,35.0,R,,2937668.0
Cgt7525,Country Financial Services,Cgtcmbl,jsxcpvao,Rpzwirgfyiw,734.0,238434.0,4.0,2.0,W,99.0,O,7.0,2388613.0
Lwx7526,Procter & Gamble,Lwxudfgcqawccntqaucdaeym,Ykerbceq,Purkujuxneqrcbfjdbsdifxxzlggdjpyacbyftzaaklcorpswlhowlnhtnb,469.0,,0.0,2.0,M,49.0,U,4.0,3116283.0
epy7527,Ingles Markets,epyxtfsrijhddstgaxkbgmlayjtk,VVMSNWEBT,Zzhfkhlfkpqslmxcwhjcrxnajovgogoaffeoteagwewkptqwgqwbvrvndaakkcifzoetlbka,595.0,391354.0,3.0,0.0,S,72.0,O,2.0,2671950.0
Aff7528,Forest Laboratories,Affcha,bibueqwbejem,Acdrcqabtcdgmgl,410.0,419165.0,3.0,0.0,U,41.0,O,1.0,3899593.0
mfc7529,Dentsply International,mfcestd,gehpynlk,Bahndgtlqyafcqwtjhoernwtgocuhsgrhovhsegbmwdlyzbfrnlv,475.0,396509.0,3.0,2.0,W,54.0,O,10.0,2537332.0
Slf7530,RadioShack,Slfbmvc,Piwlxtg,ikkajewgvilzcwqbyanbownxssvmccjbqchnemhttpdspyp,,145161.0,0.0,2.0,,11.0,R,2.0,733236.0
Cxu7531,Century Aluminum,Cxuousxqyrfgjvpvuopyfguqva,Ujlshmosjkid,Wblpiuzbjoibqlodlednoksegkjczmjreokvvatqkkngpylavaglfctdw,519.0,263206.0,2.0,5.0,W,0.0,O,3.0,
GZO7532,,GZOPDOKHJAJYSDFLOFVZMBVAHOKC,cwburwnupuj,Rvkghtzjwsaiovxljurbnpwizttyrmhlfwdhlncca,841.0,190371.0,3.0,3.0,D,27.0,U,5.0,3397276.0
DRW7533,FPL Group,DRWTVTDSG,CNEZMHTKIAEV,RUWAYGWKFXAGQZBYRVUGGDPZRTDECHQOMAVILHPAXYSESJMBBLBPFCDUICKUXCAAKLNOFIX,540.0,203968.0,3.0,1.0,U,95.0,O,6.0,2444257.0
set7534,Lockheed Martin,setksinlvlrjwnfu,kixvppuqtd,Rrtbpdznkfogtppnsueqxwchhvupvxearkwlaafqtagtccoryylzdpzwrre,540.0,428323.0,1.0,3.0,U,35.0,R,10.0,71520.0
Pyo7535,Sanmina-SCI,Pyoixliri,jrhynxfi,Nrmtyquwcfjecduszffruqyerxzfnedhfpqeaxemkbcmtzxrzhtyrurf,,159980.0,4.0,1.0,M,96.0,O,6.0,1911091.0
FSH7536,Iron Mountain,FSHWGIKPYLTPSBKMFGDAPUHKFTQSOQ,dnhtjyu,Pfhnpyrpjsalubosyapounfypchnihuddngommcnsueq,424.0,266852.0,0.0,0.0,W,96.0,O,6.0,988775.0
Tdx7537,OfficeMax,Tdxyljuxporjhdumcvfmv,YKOVOTYB,Unwsbeiwniraokeimaaqgucfssakgswxqsvaqwlmpkyjycdfefwrm,623.0,206973.0,5.0,5.0,M,49.0,R,2.0,3919363.0
Sbn7538,AMR,Sbnxcsrozzcufdoyvckpplofysx,WNNMWJ,XHQNMCEJKXOQYVSZVESLKC,792.0,258221.0,5.0,1.0,S,,O,4.0,428918.0
Piq7539,Kohl's,Piqizouhxiw,Oktkljv,oiahifvwkwamorcniuglindihirzlwgmmiyhtfjstwxtwsllagfdxdeyvswv,718.0,428508.0,4.0,4.0,S,27.0,O,6.0,58134.0
IXD7540,Cigna,IXDSKQTZHJGNVZHBKKOYZOPMYLJPYC,,Toumjfbsumpgfuskpydjeibaxi,401.0,,4.0,0.0,M,98.0,O,6.0,3703767.0
wsn7541,West,wsnjomkxbtybfnmtcjhvmblfwamnwd,GXFLSISZUY,Wvauhtyvksyytnhclkdonvxrkrlafsiewsqkmnhqwggkzfcdzhuathzdbx,557.0,58953.0,4.0,5.0,M,,R,2.0,433859.0
Jkp7542,Monsanto,Jkpmtcj,gzexcrngivl,Eqmygcxijmgawhtpqdujtsonetcpobmyzxwgofxefsuosvxanmprjgnksatbjdgkpdcdsdnem,393.0,409682.0,5.0,5.0,W,56.0,O,7.0,3002044.0
CCF7543,Reliant Energy,CCFFVCOHCLUUXZIQTCFCUHEYN,yzoikhwrd,Pmoymlejwidgbbykomyvmjwymwejrygsfxligdlfwlzpnnledoomveftohwr,557.0,340191.0,2.0,4.0,M,94.0,,10.0,1124168.0
ylj7544,Idearc,yljvuglvt,Gdbktega,Msanyqaxwwzhwbwkzjqnzjjxzrzjxzaeoszfzolqsglgjh,465.0,238216.0,4.0,5.0,U,98.0,O,5.0,2081541.0
ZBB7545,Neiman Marcus,ZBBXAWVJAAL,Kdcqzpvf,hkyochorqgtokxgozmoncalaaiw,,113171.0,0.0,1.0,M,8.0,O,6.0,1897076.0
fqe7546,O'Reilly Automotive,fqekemquvstw,Tbwgwtmgcu,Datdnghoiymltcayulgkgxywi,485.0,234797.0,5.0,,W,90.0,,10.0,235172.0
Wpw7547,Cliffs Natural Resources,Wpwhilrlzng,Mwmfs,NSZUOXSAHAQLSGYVDSNBNSQBCWHESEFJFUFMMZLEKXZHSZAJNODREZPGNHTMFBRV,303.0,225322.0,4.0,2.0,M,34.0,,2.0,639573.0
vpz7548,Health Management Associates,vpzxgcwljllsq,goelqgcts,,846.0,192689.0,1.0,2.0,W,25.0,O,4.0,2667082.0
Yfz7549,Chevron,Yfzmtcvxc,ucwygjzs,,621.0,348685.0,5.0,4.0,,50.0,O,1.0,2598634.0
dou7550,Exide Technologies,douvwdwiwrxoivzaojazinrhswjv,fjlfqftwg,,331.0,401229.0,3.0,4.0,D,85.0,O,,1074671.0
FDJ7551,Convergys,FDJOVRSOCWEIKZ,Tocujgaiaq,HLOJHZJWUXABGARNAABHGKSPRTSMXFEGJQLZBASFMOOMEJAIWUDLITCCGCTJFDCOD,401.0,38597.0,5.0,4.0,M,60.0,R,9.0,2272997.0
ufu7552,Dominion Resources,ufutrfkevxnbupjcetrpltw,kurjmmgixxfd,Duisjsopcacwllrstuypvsbbsvkdatbgbuhcrhcbyzbfpde,644.0,,2.0,2.0,S,95.0,R,0.0,702000.0
bbg7553,Sentry Insurance Group,bbgzmquoeecumw,cnsavindoi,NBSHKLXYVUUWXEQSGXR,769.0,161204.0,4.0,1.0,M,8.0,R,5.0,1289800.0
Znk7554,Cintas,Znkkdbkvxcxeuackyodqlkpl,MQBSAUVQRPYE,jaxpxxcjpqnmhujzeryywtaqfibrvjuuhgihamgeozylueonpssxppzubaiszvrsdnli,481.0,202650.0,3.0,4.0,M,31.0,O,2.0,1007390.0
CGQ7555,Medtronic,CGQARHBXCVHPTYDGVVPVLJYBJFYZD,vadbnvz,Fybefboxxpctrjbukylnapoyrwblhkedslpgmv,732.0,,1.0,2.0,U,51.0,O,7.0,124290.0
add7556,Pride International,addxtssyhezwro,Ljurvnigr,Jwnmnrgaorhevoeuouzzflzrqbvbepxshkroqtsatorgyq,802.0,492433.0,4.0,4.0,M,24.0,O,2.0,1820002.0
Anw7557,A. Schulman,Anwyusqezrjppzkaevffwljm,BQDMQVFTNBRJ,oirwzdfgqxansutunbvjetsjmwaporydypbmkytmkxtudhykhlfxwyfienshpga,329.0,344858.0,2.0,4.0,M,78.0,O,5.0,2200347.0
Hvt7558,Oneok,Hvtanebvipbdd,jkcul,nqcozjievwzk,839.0,197290.0,5.0,0.0,W,56.0,R,0.0,3669569.0
Yqj7559,Danaher,Yqjaammjlhgpw,Nelny,IPHMQTVCTWHKZTTEXVGBZIMXKQPRTMOMQGMKULQYVFKMJIXBYCFJ,539.0,283654.0,2.0,,U,50.0,,,2140537.0
Ztn7560,Del Monte Foods,Ztnstwpjxatqveppicohpzilnn,Qsggz,ykqmdxnjptruzfrtrxuzliegrjoukbbngeivjuyo,561.0,317423.0,4.0,5.0,M,52.0,R,4.0,3258909.0
bni7561,American Electric Power,bnizllrrofn,Drofa,Lfrjkyblujmbxigmylpsxieswspmei,814.0,399126.0,4.0,5.0,W,14.0,O,2.0,1825422.0
swx7562,TJX,swxorhmdydwbrtdqxroghsddlpbdgi,Ssovhtmt,Fjqtbijoqcwhabljushhschaxdqtzjhbxfgnrhg,305.0,398180.0,5.0,0.0,M,29.0,R,7.0,1845263.0
DSA7563,Philip Morris International,DSARTXPZSEHCGWQAOUVTVZKGQYYNJO,Tnprhljfrlj,Kteeeexlhuihtzqagxidvmwnyjrhkquamdymfabfshjeciqttmtpxskqoaqdlcikisbcxgenkmvlbi,457.0,,2.0,4.0,S,50.0,O,4.0,1463114.0
BXZ7564,Cincinnati Financial,BXZUTWBUFSGPPXKR,Bkxujhonjgjk,Syzekstuevpshdzfvcjodcagverxpkwlrufknrwclcbaejmemrylewqmwkcnjdofdjjro,349.0,485429.0,4.0,1.0,U,67.0,O,8.0,2354683.0
pcz7565,Stryker,pczqycbwefse,mrjrjhgnwcdu,Plirpkclrgfnwowuockevefnpxkpcsofgaqjyipndgjpvskjoqjq,590.0,118018.0,2.0,0.0,M,22.0,O,0.0,436677.0
Zqa7566,Kansas City Southern,Zqaknviqngvemehvpzrcgkcvre,Yusezkfgs,PGJMEIGJJJOIUBDZWSAYZUBZDNHYRZYNIQKMPYSEBTHYHMRXMTUONNZEJXXRT,533.0,309693.0,5.0,4.0,U,20.0,O,0.0,2383335.0
Htl7567,IDT,Htltlfnvjctvvdvulpkhcbyfi,RKXTQAO,IBQIDE,686.0,90718.0,4.0,0.0,W,75.0,O,9.0,2574739.0
afw7568,Vornado Realty Trust,afwafvxxdr,UBQSATXZO,TWGMPVQQVGNHMQHBATGNIWESBBIIBLSZQJGKHMWYBLXEFLIUDYMUKQKTJHQBHMQEUHRIAFWAXGHEMK,582.0,280645.0,2.0,0.0,U,60.0,O,10.0,1596838.0
Wna7569,Dollar General,Wnakgzhqfhtavtvegjtdmdosnjr,BHRNWQLFVFA,Lrebujnrg,807.0,231559.0,,4.0,S,,O,0.0,591965.0
Mlh7570,Safeway,Mlheqxaigtvjaynkffyqkpu,Ktmzav,sajoxoumuinhbxrvfxfjsbgsovpttpxgqpzmwqfuokjfisqrh,819.0,36898.0,3.0,5.0,S,48.0,O,3.0,3071440.0
Gor7571,Apache,Gorjnqxjtefmomsbmtnogaerx,Nfpchgfj,LCMZKYZFSDMYWBUXWFKZFVTCVWQTBUPLEQTDYFBMMYCXU,311.0,396786.0,2.0,0.0,M,91.0,R,5.0,2683081.0
ENX7572,Lowe's,ENXOMNHFVPYQSABETPUEKRKCL,Wuywecohosfi,Hxutrprq,734.0,344365.0,2.0,5.0,U,98.0,O,3.0,3850483.0
fgr7573,Lithia Motors,fgrdzzudzmwlluff,tibxlojrqiha,TBNJAUXZROMGQKLALIZLLPXFRECDDTY,432.0,1205.0,4.0,1.0,W,51.0,O,1.0,1870617.0
Ysh7574,CH2M Hill,Yshzkx,ogmes,JRHXPUUHAFHDPF,394.0,276666.0,5.0,0.0,S,22.0,O,3.0,1249534.0
Mos7575,Tellabs,Mosqjrkdycyygfsljqadgfqoldb,JUBKXDKP,yvntcqjqqmbftwetvbqgclcdbxspvk,658.0,497953.0,0.0,0.0,U,57.0,O,1.0,3789880.0
czu7576,Phillips-Van Heusen,czuvw,Xbgykqm,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,348.0,156048.0,1.0,2.0,M,38.0,O,3.0,3874445.0
Ghr7577,Wells Fargo,Ghrlcuscpesuzsdwqfwwbgh,NNCXIBTCXZA,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,598.0,63617.0,1.0,5.0,M,68.0,O,8.0,437353.0
Rwk7578,Vornado Realty Trust,Rwkdeshuwhwvmvmdnckmuvdt,mfwuio,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,505.0,244849.0,2.0,2.0,U,93.0,O,9.0,2669917.0
Uwi7579,New York Times,Uwinnbtdd,Utgwrun,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,839.0,123585.0,4.0,3.0,S,48.0,R,7.0,1466537.0
VXZ7580,Adobe Systems,VXZTLDNZPYIFIKTIJRXS,Wgulrhctjlg,CYQWJKJB,672.0,391134.0,1.0,1.0,S,96.0,U,2.0,991860.0
Ayk7581,Valmont Industries,Aykkkc,Srhxvxe,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,696.0,426759.0,5.0,5.0,M,58.0,O,3.0,
lho7582,UAL,lhodktal,Dadkihaohc,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,448.0,451737.0,5.0,3.0,W,63.0,O,5.0,1816368.0
rzi7583,AFLAC,rziprpcfwnirtuvrbfnuepq,Fpoleiod,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,549.0,180822.0,2.0,1.0,S,18.0,O,9.0,565246.0
Wds7584,VeraSun Energy,Wdsuorykxmvfxupyyjl,Cuaieflmccqp,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,705.0,205843.0,4.0,2.0,W,40.0,O,0.0,1899339.0
Xsj7585,Magellan Health Services,Xsjypvyfoqbiq,qiraymmapgf,ccfzcxohrhrcnypedmhjovjyjrxi,387.0,470985.0,4.0,3.0,M,29.0,O,6.0,3873239.0
Lux7586,Emcor Group,Luxkby,Tsynomgib,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,359.0,318225.0,2.0,1.0,U,21.0,,7.0,767547.0
wxw7587,Peabody Energy,wxwhwasadsmxchyhlgrvnurte,Amudllk,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,494.0,326044.0,2.0,2.0,M,41.0,O,9.0,1027999.0
pfz7588,State Farm Insurance Cos.,pfzjoarqopfjtzjalxxxeq,ELQKT,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,345.0,,1.0,1.0,M,56.0,,10.0,3428495.0
hlx7589,Humana,hlxshqpvshstjerwclb,Oiwac,REHWDWEP,402.0,187282.0,2.0,0.0,M,33.0,O,10.0,1827180.0
nyb7590,News Corp.,nybiaaw,Dqgzinvuxxy,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,579.0,,2.0,0.0,M,96.0,O,3.0,2070007.0
Ltt7591,Torchmark,Lttvvpjjavydrmbt,Nchaajfkjvx,DIMPFMEBDNHBCT,569.0,,2.0,0.0,,35.0,O,2.0,
gsz7592,Rock-Tenn,gszunimggpyfjzmivbwizzftuen,XEDMBUAMGXKH,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,745.0,306946.0,0.0,4.0,W,40.0,O,9.0,3596263.0
Kwp7593,AGCO,Kwpztgkknktyvdks,crxbrlj,DVYTEPWCABNSGPTLJEMPQLTEWM,320.0,99663.0,0.0,,D,10.0,U,1.0,3719999.0
AGM7594,,AGMCLBCUEPVBRKDKWAGBCFOLYET,Eytubbwi,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,591.0,482013.0,2.0,4.0,M,59.0,R,4.0,3058439.0
Ocn7595,United Stationers,Ocnds,Lwftldizl,,,180476.0,1.0,0.0,M,70.0,U,10.0,2592932.0
Cmw7596,McCormick,Cmweamsabhudajyhpsohkpzcy,GSSFZNBZL,qlgnszfowrbrkuurrmjrfnfaeulhneecv,417.0,285682.0,4.0,5.0,M,69.0,,5.0,1471273.0
Dit7597,National Life Group,Ditjvpiidkjkvxssfnctzcczb,Nrnqtmjz,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,338.0,455032.0,0.0,5.0,M,96.0,R,8.0,
Rmm7598,Hasbro,Rmmasnivkq,Rzjxvum,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,340.0,356141.0,3.0,,S,9.0,O,9.0,2410816.0
ekj7599,Tupperware Brands,ekjvgcmzgobzeerrpfgefwvxlvfcua,Accezkuzqrif,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,738.0,165667.0,3.0,3.0,U,39.0,U,5.0,1059543.0
wcq7600,Covance,wcqqbslcxugdqpbzbmbqvlahw,LNZZPGOTEG,MIMWGPPF,597.0,459767.0,0.0,2.0,S,31.0,O,7.0,379282.0
Klc7601,Interactive Brokers Group,Klcanpomjmuwosnasroukafsxtufz,YINOHET,Xpannac,603.0,106459.0,2.0,2.0,M,64.0,R,4.0,3271265.0
Jrd7602,SkyWest,Jrdmn,ddgkyv,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,662.0,51021.0,,1.0,D,38.0,U,5.0,1530364.0
GDQ7603,Best Buy,GDQESTOSFCKVLPZEQPNFIKQLTXB,Seiksuhglhj,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,838.0,494931.0,2.0,4.0,W,47.0,R,0.0,3731860.0
fnm7604,Sears Holdings,fnmqzceohwapysohiuofkhjpwzgv,Ytgghhaxc,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,791.0,429859.0,5.0,2.0,M,,O,9.0,2488858.0
Ymu7605,Frontier Oil,Ymuvinagbzdhiwglzfacood,Ajlcdadx,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,692.0,,1.0,4.0,S,76.0,O,7.0,2301347.0
Pxj7606,Automatic Data Processing,Pxjmfwpwm,Daivf,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,673.0,464086.0,0.0,3.0,W,60.0,O,8.0,1736571.0
Rsd7607,,Rsdlvo,xrquzcptycg,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,331.0,207651.0,3.0,,U,73.0,O,7.0,2399483.0
Qqh7608,Comerica,Qqhwdyopkfs,shigmwk,BPPKDY,744.0,260418.0,4.0,,U,37.0,O,2.0,2982744.0
udq7609,Baldor Electric,udqexswxytatsvxw,enehob,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,446.0,,5.0,1.0,M,50.0,U,6.0,1611011.0
Ghl7610,Commercial Metals,Ghlflxgkavpsqvkpun,RNLAKRXSPA,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,,316963.0,0.0,4.0,M,0.0,O,0.0,2999167.0
mtk7611,,mtkfmxripistepftjaxfosviokgqsf,Hlezt,Xuqmcmxaigbk,,84046.0,5.0,,W,,O,,
QIY7612,Molina Healthcare,QIYQRALNIIONMKDZB,Iyqmkpcjx,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,723.0,368990.0,0.0,3.0,M,,O,9.0,3307491.0
Ohz7613,Plains All American Pipeline,Ohzpaqjtc,klgnkcaedht,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,348.0,124382.0,2.0,0.0,S,81.0,O,2.0,2057260.0
djg7614,Agilent Technologies,djgtucxplpftr,Jsombikj,EECYCMJAJGNQBRSKW,666.0,9263.0,2.0,0.0,M,52.0,O,,53179.0
Iad7615,AutoZone,Iaduje,Xtckbvng,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,,334181.0,2.0,4.0,M,68.0,U,3.0,690086.0
EMG7616,,EMGQKGEOTCGAFGDZVTRUAVGZYPM,YPUWSVRD,hgandkyzsnb,844.0,314001.0,0.0,1.0,M,,R,8.0,2025465.0
Hjn7617,Universal Health Services,Hjnljezrxojeaoustvawackahexa,Ifxvsnt,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,766.0,168309.0,1.0,4.0,M,36.0,O,8.0,695307.0
CYP7618,Time Warner,CYPTBBGPWKKKFNOUHJ,EAOJPQVWBNZ,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,521.0,322765.0,2.0,4.0,M,31.0,O,10.0,3238398.0
KPN7619,Sealed Air,KPNRNVLRFUTOWOERTCSIRQZ,fhirgl,QTWXYHMLBYQ,306.0,311253.0,1.0,5.0,W,55.0,O,7.0,1213578.0
Vbi7620,Sprint Nextel,Vbimifwtrtvb,Lahfziy,SDEAIMDWRSKXTFCPHWF,411.0,140296.0,5.0,5.0,W,66.0,R,9.0,103708.0
ehb7621,,ehbcbdctlcspuvwbqveohanmkolbw,tofdjef,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,439984.0,1.0,5.0,M,22.0,O,3.0,1086081.0
TMQ7622,Quiksilver,TMQACIIUMYYZHYX,rckzx,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,702.0,454011.0,5.0,0.0,U,51.0,O,8.0,1349626.0
Lsb7623,Valspar,Lsbutxufufshmkqnscnhx,MMLJKBGXD,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,842.0,191541.0,1.0,5.0,S,26.0,R,1.0,1083092.0
Dpz7624,Timken,Dpzpfctp,banusio,Lhwkvadxwcjobcggyuighvqlcm,528.0,,2.0,1.0,U,100.0,R,0.0,1662799.0
Zuj7625,,Zujmcfzznpfohsdp,Safkd,,300.0,,3.0,3.0,W,13.0,R,5.0,3548540.0
Jqk7626,Occidental Petroleum,Jqkozdva,DHTLWJDXLRW,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,752.0,269215.0,2.0,1.0,S,11.0,O,7.0,881414.0
ijb7627,,ijbcvbgglqupyentiqncsnswyygl,RORIUHK,Alukohji,303.0,193126.0,0.0,4.0,M,62.0,O,0.0,1712200.0
NMO7628,Massey Energy,NMOXMHMVUDGY,bxgwhohh,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,418.0,462618.0,3.0,5.0,M,13.0,O,10.0,847446.0
Tef7629,Weyerhaeuser,Tefewe,SRARKMXOD,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,667.0,212026.0,3.0,3.0,W,23.0,O,4.0,344294.0
Sdj7630,National Fuel Gas,Sdjhq,hwugfvlttol,Kxxipkohacffav,441.0,371024.0,1.0,4.0,D,51.0,U,7.0,1534879.0
