codice_postale,cognome,nome,email,cliente_id,indirizzo,indirizzo2,negozio_id,attivo,distretto,telefono,data_creazione,città_id,indirizzo_id
30348,WRIGHT,BRENDA,BRENDA.WRIGHT@sakilacustomer.org,31,33 Gorontalo Way,,2,1,West Bengali,745994947458,2006-02-14 22:04:36,257,35
21615,MORRELL,CRAIG,CRAIG.MORRELL@sakilacustomer.org,388,717 Changzhou Lane,,2,1,Southern Tagalog,426255288071,2006-02-14 22:04:37,104,393
47288,SNYDER,MARION,MARION.SNYDER@sakilacustomer.org,178,1891 Rizhao Boulevard,,2,1,São Paulo,391065549876,2006-02-14 22:04:36,456,182
72349,WREN,TYLER,TYLER.WREN@sakilacustomer.org,496,1060 Tandil Lane,,2,1,Shandong,211256301880,2006-02-14 22:04:37,432,501
24321,ELLIS,GRACE,GRACE.ELLIS@sakilacustomer.org,114,442 Rae Bareli Place,,2,1,Nordrhein-Westfalen,886636413768,2006-02-14 22:04:36,148,118
23636,ROBB,JAY,JAY.ROBB@sakilacustomer.org,450,1947 Paarl Way,,1,1,Central Java,834061016202,2006-02-14 22:04:37,509,455
34021,GREEN,VIRGINIA,VIRGINIA.GREEN@sakilacustomer.org,35,391 Callao Drive,,2,1,Midi-Pyrnes,440512153169,2006-02-14 22:04:36,544,39
15643,MARK,JOSHUA,JOSHUA.MARK@sakilacustomer.org,336,1920 Weifang Avenue,,1,1,Uttar Pradesh,869507847714,2006-02-14 22:04:37,427,341
36170,GRAF,DOUGLAS,DOUGLAS.GRAF@sakilacustomer.org,343,785 Vaduz Street,,1,1,Baja California,895616862749,2006-02-14 22:04:37,335,348
943,CHISHOLM,JOHNNIE,JOHNNIE.CHISHOLM@sakilacustomer.org,571,1501 Pangkal Pinang Avenue,,2,1,Mazowieckie,770864062795,2006-02-14 22:04:37,409,577
58186,GOMEZ,JOSEPHINE,JOSEPHINE.GOMEZ@sakilacustomer.org,121,211 Chiayi Drive,,1,1,Uttar Pradesh,665993880048,2006-02-14 22:04:36,164,125
25972,ELY,JARED,JARED.ELY@sakilacustomer.org,524,1003 Qinhuangdao Street,,1,1,West Java,35533115997,2006-02-14 22:04:37,419,530
64682,WOFFORD,VIRGIL,VIRGIL.WOFFORD@sakilacustomer.org,581,760 Miyakonojo Drive,,1,1,Guerrero,294449058179,2006-02-14 22:04:37,246,587
49298,SOTO,NINA,NINA.SOTO@sakilacustomer.org,268,1519 Ilorin Place,,1,1,Kerala,357445645426,2006-02-14 22:04:36,395,273
67912,PERRY,SARA,SARA.PERRY@sakilacustomer.org,84,125 Città del Vaticano Boulevard,,2,1,Puebla,48417642933,2006-02-14 22:04:36,40,88
3439,HOLMES,LUCILLE,LUCILLE.HOLMES@sakilacustomer.org,145,999 Sanaa Loop,,1,1,Gauteng,918032330119,2006-02-14 22:04:36,491,149
36061,NICHOLS,SUZANNE,SUZANNE.NICHOLS@sakilacustomer.org,153,456 Escobar Way,,2,1,Jakarta Raya,719202533520,2006-02-14 22:04:36,232,157
46044,MCKINNEY,MIRIAM,MIRIAM.MCKINNEY@sakilacustomer.org,285,1336 Benin City Drive,,1,1,Shiga,341242939532,2006-02-14 22:04:37,386,290
21954,ROBINSON,SHARON,SHARON.ROBINSON@sakilacustomer.org,20,1688 Okara Way,,2,1,Nothwest Border Prov,144453869132,2006-02-14 22:04:36,327,24
38140,MEDINA,DORA,DORA.MEDINA@sakilacustomer.org,249,1760 Oshawa Manor,,2,1,Tianjin,56257502250,2006-02-14 22:04:36,535,253
61391,FLETCHER,MAE,MAE.FLETCHER@sakilacustomer.org,293,44 Najafabad Way,,2,1,Baskimaa,96604821070,2006-02-14 22:04:37,146,298
19428,MAY,GWENDOLYN,GWENDOLYN.MAY@sakilacustomer.org,264,446 Kirovo-Tšepetsk Lane,,1,1,Osaka,303967439816,2006-02-14 22:04:36,203,269
31390,REID,CONSTANCE,CONSTANCE.REID@sakilacustomer.org,232,885 Yingkou Manor,,2,1,Kaduna,588964509072,2006-02-14 22:04:36,596,236
80184,JOY,JOSEPH,JOSEPH.JOY@sakilacustomer.org,307,1354 Siegen Street,,2,1,Rio de Janeiro,573441801529,2006-02-14 22:04:37,25,312
46063,CALDWELL,KAY,KAY.CALDWELL@sakilacustomer.org,272,85 San Felipe de Puerto Plata Drive,,1,1,Shandong,170739645687,2006-02-14 22:04:37,584,277
7664,SCROGGINS,STANLEY,STANLEY.SCROGGINS@sakilacustomer.org,404,1266 Laredo Parkway,,2,1,Saitama,1483365694,2006-02-14 22:04:37,380,409
11892,PITT,MAX,MAX.PITT@sakilacustomer.org,553,1917 Kumbakonam Parkway,,1,1,Vojvodina,698182547686,2006-02-14 22:04:37,368,559
75834,OWENS,CARMEN,CARMEN.OWENS@sakilacustomer.org,111,1378 Alvorada Avenue,,1,1,Distrito Federal,272234298332,2006-02-14 22:04:36,102,115
22813,MILAM,JESSIE,JESSIE.MILAM@sakilacustomer.org,533,1332 Gaziantep Lane,,1,1,Shandong,383353187467,2006-02-14 22:04:37,80,539
57833,FENNELL,ALEXANDER,ALEXANDER.FENNELL@sakilacustomer.org,439,231 Kaliningrad Place,,2,1,Lombardia,575081026569,2006-02-14 22:04:37,70,444
13377,RAMOS,EVA,EVA.RAMOS@sakilacustomer.org,140,1666 Beni-Mellal Place,,1,1,Tennessee,9099941466,2006-02-14 22:04:36,123,144
5379,CARPENTER,LORETTA,LORETTA.CARPENTER@sakilacustomer.org,189,891 Novi Sad Manor,,1,1,Ontario,247646995453,2006-02-14 22:04:36,383,193
3313,GARDNER,JOANN,JOANN.GARDNER@sakilacustomer.org,164,842 Salzburg Lane,,2,1,Adana,697151428760,2006-02-14 22:04:36,529,168
65892,BONE,DON,DON.BONE@sakilacustomer.org,433,596 Huixquilucan Place,,1,1,Nampula,342709348083,2006-02-14 22:04:37,351,438
22025,SELBY,AARON,AARON.SELBY@sakilacustomer.org,375,1519 Santiago de los Caballeros Loop,,2,1,East Kasai,409315295763,2006-02-14 22:04:37,348,380
87057,REYNOLDS,ROSA,ROSA.REYNOLDS@sakilacustomer.org,112,793 Cam Ranh Avenue,,2,1,California,824370924746,2006-02-14 22:04:36,292,116
400,MCCURDY,BRAD,BRAD.MCCURDY@sakilacustomer.org,517,608 Birgunj Parkway,,2,1,Taipei,627425618482,2006-02-14 22:04:37,116,523
49348,WEAVER,YOLANDA,YOLANDA.WEAVER@sakilacustomer.org,190,605 Rio Claro Parkway,,2,1,Tabora,352469351088,2006-02-14 22:04:36,513,194
40301,MCCOY,VERA,VERA.MCCOY@sakilacustomer.org,218,1168 Najafabad Parkway,,1,1,Kabol,886649065861,2006-02-14 22:04:36,251,222
99865,LEE,KIMBERLY,KIMBERLY.LEE@sakilacustomer.org,24,96 Tafuna Way,,2,1,Córdoba,934730187245,2006-02-14 22:04:36,128,28
14122,ALLARD,GORDON,GORDON.ALLARD@sakilacustomer.org,470,434 Ourense (Orense) Manor,,1,1,Hodeida,562370137426,2006-02-14 22:04:37,206,475
58979,SILVERMAN,MICHAEL,MICHAEL.SILVERMAN@sakilacustomer.org,302,1908 Gaziantep Place,,1,1,Liaoning,108053751300,2006-02-14 22:04:37,536,307
12664,SWAFFORD,PERRY,PERRY.SWAFFORD@sakilacustomer.org,585,773 Dallas Manor,,1,1,Buenos Aires,914466027044,2006-02-14 22:04:37,424,591
95824,FRANKLIN,BETH,BETH.FRANKLIN@sakilacustomer.org,199,1149 A Coruña (La Coruña) Boulevard,,2,1,Haiphong,470884141195,2006-02-14 22:04:36,194,203
26857,SALISBURY,RYAN,RYAN.SALISBURY@sakilacustomer.org,347,1673 Tangail Drive,,2,1,Daugavpils,627924259271,2006-02-14 22:04:37,137,352
58852,ARMSTRONG,MELANIE,MELANIE.ARMSTRONG@sakilacustomer.org,188,1166 Changhwa Street,,1,1,Caraga,650752094490,2006-02-14 22:04:36,62,192
65121,HARPER,ROBERTA,ROBERTA.HARPER@sakilacustomer.org,185,927 Barcelona Street,,1,1,Chaharmahal va Bakht,951486492670,2006-02-14 22:04:36,467,189
14073,HOLM,PHILLIP,PHILLIP.HOLM@sakilacustomer.org,385,102 Chapra Drive,,1,1,Ibaragi,776031833752,2006-02-14 22:04:37,521,390
93655,SLONE,WALLACE,WALLACE.SLONE@sakilacustomer.org,562,1342 Sharja Way,,1,1,Sokoto & Kebbi & Zam,946114054231,2006-02-14 22:04:37,488,568
37636,CROUSE,ALBERT,ALBERT.CROUSE@sakilacustomer.org,352,1641 Changhwa Place,,1,1,Nord-Ouest,256546485220,2006-02-14 22:04:37,52,357
4855,CHAPMAN,TONYA,TONYA.CHAPMAN@sakilacustomer.org,209,43 Dadu Avenue,,2,1,Rajasthan,95666951770,2006-02-14 22:04:36,74,213
4999,TUCKER,MARJORIE,MARJORIE.TUCKER@sakilacustomer.org,128,1050 Garden Grove Avenue,,1,1,Slaskie,973047364353,2006-02-14 22:04:36,236,132
96204,SHELTON,DIANNE,DIANNE.SHELTON@sakilacustomer.org,279,600 Bradford Street,,2,1,East Azerbaidzan,117592274996,2006-02-14 22:04:37,514,284
9827,RATCLIFF,DALE,DALE.RATCLIFF@sakilacustomer.org,407,1639 Saarbrücken Drive,,1,1,North West,328494873422,2006-02-14 22:04:37,437,412
28165,HAUSER,COREY,COREY.HAUSER@sakilacustomer.org,480,984 Novotšerkassk Loop,,1,1,Gaziantep,435118527255,2006-02-14 22:04:37,180,485
22954,THORN,MARSHALL,MARSHALL.THORN@sakilacustomer.org,583,1584 Ljubertsy Lane,,1,1,England,285710089439,2006-02-14 22:04:37,494,589
49250,ELROD,JAVIER,JAVIER.ELROD@sakilacustomer.org,535,195 Ilorin Street,,1,1,Chari-Baguirmi,8912935608,2006-02-14 22:04:37,363,541
9223,BENNETT,JANE,JANE.BENNETT@sakilacustomer.org,77,1692 Ede Loop,,2,1,São Paulo,918711376618,2006-02-14 22:04:36,30,81
11363,CHESTNUT,PEDRO,PEDRO.CHESTNUT@sakilacustomer.org,475,421 Yaoundé Street,,2,1,Sumy,726875628268,2006-02-14 22:04:37,385,480
30586,ISOM,DANNY,DANNY.ISOM@sakilacustomer.org,399,734 Béchar Place,,1,1,Punjab,280578750435,2006-02-14 22:04:37,375,404
36971,GILBERT,TANYA,TANYA.GILBERT@sakilacustomer.org,237,647 A Coruña (La Coruña) Street,,1,1,Chollanam,792557457753,2006-02-14 22:04:36,357,241
86599,CARR,EILEEN,EILEEN.CARR@sakilacustomer.org,205,1679 Antofagasta Street,,2,1,Alto Paran,905903574913,2006-02-14 22:04:36,122,209
52671,BOWENS,CLIFFORD,CLIFFORD.BOWENS@sakilacustomer.org,447,207 Cuernavaca Loop,,1,1,Tatarstan,782900030287,2006-02-14 22:04:37,352,452
33224,MCADAMS,ALFREDO,ALFREDO.MCADAMS@sakilacustomer.org,567,1407 Surakarta Manor,,2,1,Moskova,324346485054,2006-02-14 22:04:37,466,573
69504,KINDER,REGINALD,REGINALD.KINDER@sakilacustomer.org,500,519 Brescia Parkway,,1,1,East Java,793996678771,2006-02-14 22:04:37,318,505
71110,HOWARD,ROSE,ROSE.HOWARD@sakilacustomer.org,65,698 Otsu Street,,2,1,Cayenne,409983924481,2006-02-14 22:04:36,105,69
39976,BROWNLEE,GUY,GUY.BROWNLEE@sakilacustomer.org,550,346 Cam Ranh Avenue,,2,1,Zhejiang,978430786151,2006-02-14 22:04:37,599,556
55802,JIMENEZ,OLGA,OLGA.JIMENEZ@sakilacustomer.org,277,556 Baybay Manor,,2,1,Oyo & Osun,363982224739,2006-02-14 22:04:37,374,282
29444,SKIDMORE,FRANCISCO,FRANCISCO.SKIDMORE@sakilacustomer.org,443,614 Denizli Parkway,,2,1,Rio Grande do Sul,876491807547,2006-02-14 22:04:37,486,448
38982,RILEY,BRITTANY,BRITTANY.RILEY@sakilacustomer.org,187,140 Chiayi Parkway,,2,1,Sumy,855863906434,2006-02-14 22:04:36,506,191
53928,WADE,MARGIE,MARGIE.WADE@sakilacustomer.org,267,1762 Paarl Parkway,,1,1,Hunan,192459639410,2006-02-14 22:04:36,298,272
89668,CARROLL,JUNE,JUNE.CARROLL@sakilacustomer.org,176,757 Rustenburg Avenue,,1,1,Skikda,506134035434,2006-02-14 22:04:36,483,180
41136,MILNER,TOM,TOM.MILNER@sakilacustomer.org,452,535 Ahmadnagar Manor,,1,1,Abu Dhabi,985109775584,2006-02-14 22:04:37,3,457
59489,EAST,JEFF,JEFF.EAST@sakilacustomer.org,418,437 Chungho Drive,,2,1,Puerto Plata,491271355190,2006-02-14 22:04:37,450,423
79047,ROYAL,DAVID,DAVID.ROYAL@sakilacustomer.org,304,827 Yuncheng Drive,,2,1,Callao,504434452842,2006-02-14 22:04:37,99,309
45403,SILVA,MAXINE,MAXINE.SILVA@sakilacustomer.org,254,1338 Zalantun Lane,,2,1,Minas Gerais,840522972766,2006-02-14 22:04:36,413,259
52234,WALDROP,HUGH,HUGH.WALDROP@sakilacustomer.org,552,904 Clarksville Drive,,2,1,Zhejiang,955349440539,2006-02-14 22:04:37,193,558
49009,SCARBOROUGH,JONATHAN,JONATHAN.SCARBOROUGH@sakilacustomer.org,353,1698 Southport Loop,,1,1,Hidalgo,754358349853,2006-02-14 22:04:37,393,358
98030,BESS,CHARLIE,CHARLIE.BESS@sakilacustomer.org,495,362 Rajkot Lane,,2,1,Gansu,962020153680,2006-02-14 22:04:37,47,500
66851,HARVEY,ARLENE,ARLENE.HARVEY@sakilacustomer.org,225,1014 Loja Manor,,1,1,Tamil Nadu,460795526514,2006-02-14 22:04:36,22,229
70385,COX,JUDITH,JUDITH.COX@sakilacustomer.org,64,1966 Amroha Avenue,,2,0,Sichuan,333489324603,2006-02-14 22:04:36,139,68
37469,ADAM,NATHANIEL,NATHANIEL.ADAM@sakilacustomer.org,504,786 Matsue Way,,1,1,Illinois,111177206479,2006-02-14 22:04:37,245,509
63022,LOMBARDI,DWIGHT,DWIGHT.LOMBARDI@sakilacustomer.org,555,1497 Fengshan Drive,,1,1,KwaZulu-Natal,368738360376,2006-02-14 22:04:37,112,561
84804,KOWALSKI,CHARLES,CHARLES.KOWALSKI@sakilacustomer.org,306,715 São Bernardo do Campo Lane,,1,1,Kedah,181179321332,2006-02-14 22:04:37,507,311
22971,MAULDIN,GREGORY,GREGORY.MAULDIN@sakilacustomer.org,335,507 Smolensk Loop,,1,1,Sousse,80303246192,2006-02-14 22:04:37,492,340
28349,FRAZIER,GLENDA,GLENDA.FRAZIER@sakilacustomer.org,242,1246 Boksburg Parkway,,1,1,Hebei,890283544295,2006-02-14 22:04:36,422,246
19913,PERRYMAN,WALTER,WALTER.PERRYMAN@sakilacustomer.org,339,1909 Benguela Lane,,2,1,Henan,624138001031,2006-02-14 22:04:37,581,344
6802,RAY,AUDREY,AUDREY.RAY@sakilacustomer.org,173,1010 Klerksdorp Way,,1,1,Steiermark,493008546874,2006-02-14 22:04:36,186,177
8073,LAWSON,JEANNE,JEANNE.LAWSON@sakilacustomer.org,200,387 Mwene-Ditu Drive,,2,1,Ahal,764477681869,2006-02-14 22:04:36,35,204
34689,GONZALEZ,MARTHA,MARTHA.GONZALEZ@sakilacustomer.org,38,269 Cam Ranh Parkway,,1,1,Chisinau,489783829737,2006-02-14 22:04:36,115,42
14684,ROUSH,TERRANCE,TERRANCE.ROUSH@sakilacustomer.org,592,42 Fontana Avenue,,1,0,Fejr,437829801725,2006-02-14 22:04:37,512,598
44660,PERKINS,GERALDINE,GERALDINE.PERKINS@sakilacustomer.org,161,97 Shimoga Avenue,,1,1,Tel Aviv,177167004331,2006-02-14 22:04:36,533,165
64863,MILLS,ALICIA,ALICIA.MILLS@sakilacustomer.org,152,1963 Moscow Place,,1,1,Assam,761379480249,2006-02-14 22:04:36,354,156
26385,GAITHER,RANDY,RANDY.GAITHER@sakilacustomer.org,376,1618 Olomouc Manor,,1,1,Kurgan,96846695220,2006-02-14 22:04:37,285,381
64308,WAGGONER,FRANK,FRANK.WAGGONER@sakilacustomer.org,329,1816 Bydgoszcz Loop,,2,1,Dhaka,965273813662,2006-02-14 22:04:37,234,334
22650,LUCAS,VELMA,VELMA.LUCAS@sakilacustomer.org,286,1155 Liaocheng Place,,1,1,Oyo & Osun,558236142492,2006-02-14 22:04:37,152,291
97960,SCHULER,KEVIN,KEVIN.SCHULER@sakilacustomer.org,321,470 Boksburg Street,,1,1,Central,908029859266,2006-02-14 22:04:37,81,326
59550,SPEAR,JEFFREY,JEFFREY.SPEAR@sakilacustomer.org,328,1860 Taguig Loop,,2,1,West Java,38158430589,2006-02-14 22:04:37,119,333
75442,BRINSON,RUSSELL,RUSSELL.BRINSON@sakilacustomer.org,380,1642 Charlotte Amalie Drive,,1,1,Slaskie,821476736117,2006-02-14 22:04:37,549,385
94420,ALVAREZ,CHARLENE,CHARLENE.ALVAREZ@sakilacustomer.org,220,1842 Luziânia Boulevard,,2,1,Zanzibar West,706878974831,2006-02-14 22:04:36,593,224
81691,MORALES,ANITA,ANITA.MORALES@sakilacustomer.org,136,788 Atšinsk Street,,2,1,Karnataka,146497509724,2006-02-14 22:04:36,211,140
8856,BATES,DAISY,DAISY.BATES@sakilacustomer.org,295,661 Chisinau Lane,,1,1,Pietari,816436065431,2006-02-14 22:04:37,274,300
87660,LARSON,HEIDI,HEIDI.LARSON@sakilacustomer.org,241,1103 Bilbays Parkway,,2,0,Hubei,279979529227,2006-02-14 22:04:36,578,245
35156,TROUTMAN,FRANKLIN,FRANKLIN.TROUTMAN@sakilacustomer.org,514,1778 Gijón Manor,,2,1,Hubei,288910576761,2006-02-14 22:04:37,594,520
59571,BERRY,REGINA,REGINA.BERRY@sakilacustomer.org,168,475 Atšinsk Way,,1,1,Gansu,201705577290,2006-02-14 22:04:36,240,172
2738,GOOCH,ADAM,ADAM.GOOCH@sakilacustomer.org,367,230 Urawa Drive,,1,1,Andhra Pradesh,166898395731,2006-02-14 22:04:37,8,372
59686,CABRAL,DANIEL,DANIEL.CABRAL@sakilacustomer.org,310,543 Bergamo Avenue,,2,1,Minas Gerais,103602195112,2006-02-14 22:04:37,215,315
55405,LOVELACE,BARRY,BARRY.LOVELACE@sakilacustomer.org,438,1836 Korla Parkway,,1,1,Copperbelt,689681677428,2006-02-14 22:04:37,272,443
96203,KRAUS,LESTER,LESTER.KRAUS@sakilacustomer.org,492,1013 Tabuk Boulevard,,2,1,West Bengali,158399646978,2006-02-14 22:04:37,261,497
74428,EDWARDS,JOYCE,JOYCE.EDWARDS@sakilacustomer.org,49,725 Isesaki Place,,2,1,Mekka,876295323994,2006-02-14 22:04:36,237,53
94878,TROUT,PAUL,PAUL.TROUT@sakilacustomer.org,311,746 Joliet Lane,,2,1,Kursk,688485191923,2006-02-14 22:04:37,286,316
21294,FERGUSON,BERTHA,BERTHA.FERGUSON@sakilacustomer.org,156,1367 Yantai Manor,,1,1,Ondo & Ekiti,889538496300,2006-02-14 22:04:36,381,160
11839,VU,ROBERTO,ROBERTO.VU@sakilacustomer.org,484,1297 Alvorada Parkway,,1,1,Ningxia,508348602835,2006-02-14 22:04:37,587,489
19151,EMMONS,KURT,KURT.EMMONS@sakilacustomer.org,547,1421 Quilmes Lane,,1,1,Ishikawa,135407755975,2006-02-14 22:04:37,260,553
96109,WARD,JANICE,JANICE.WARD@sakilacustomer.org,66,1150 Kimchon Manor,,2,1,Skne ln,663449333709,2006-02-14 22:04:36,321,70
94065,SCOTT,REBECCA,REBECCA.SCOTT@sakilacustomer.org,34,61 Tama Street,,2,1,Okayama,708403338270,2006-02-14 22:04:36,284,38
11044,KENNEDY,RHONDA,RHONDA.KENNEDY@sakilacustomer.org,137,1749 Daxian Place,,2,1,Gelderland,963369996279,2006-02-14 22:04:36,29,141
22853,HUDSON,LAUREN,LAUREN.HUDSON@sakilacustomer.org,162,1740 Le Mans Loop,,2,1,Pays de la Loire,168476538960,2006-02-14 22:04:36,297,166
42123,GILLETTE,DUSTIN,DUSTIN.GILLETTE@sakilacustomer.org,474,1854 Okara Boulevard,,2,1,Drenthe,131912793873,2006-02-14 22:04:37,158,479
58124,RODRIQUEZ,VIOLET,VIOLET.RODRIQUEZ@sakilacustomer.org,289,1912 Allende Manor,,1,1,Kowloon and New Kowl,172262454487,2006-02-14 22:04:37,279,294
43310,RUIZ,VIVIAN,VIVIAN.RUIZ@sakilacustomer.org,184,741 Ambattur Manor,,1,1,Noord-Brabant,302590383819,2006-02-14 22:04:36,438,188
57380,GRUBER,ARMANDO,ARMANDO.GRUBER@sakilacustomer.org,556,869 Shikarpur Way,,2,1,England,590764256785,2006-02-14 22:04:37,496,562
15819,PORTER,CARRIE,CARRIE.PORTER@sakilacustomer.org,129,1854 Tieli Street,,1,1,Shandong,509492324775,2006-02-14 22:04:36,302,133
94399,CARTER,AMANDA,AMANDA.CARTER@sakilacustomer.org,40,671 Graz Street,,2,1,Oriental,680768868518,2006-02-14 22:04:36,353,44
61613,RYAN,TARA,TARA.RYAN@sakilacustomer.org,203,1688 Nador Lane,,1,1,Sulawesi Utara,652218196731,2006-02-14 22:04:36,184,207
51309,TIRADO,LONNIE,LONNIE.TIRADO@sakilacustomer.org,542,1658 Cumaná Loop,,2,1,Sumatera Selatan,784907335610,2006-02-14 22:04:37,396,548
67055,RICHARDSON,ASHLEY,ASHLEY.RICHARDSON@sakilacustomer.org,63,1214 Hanoi Way,,1,1,Nebraska,491001136577,2006-02-14 22:04:36,306,67
86208,OUTLAW,MARC,MARC.OUTLAW@sakilacustomer.org,499,1 Valle de Santiago Avenue,,2,1,Apulia,465897838272,2006-02-14 22:04:37,93,504
32347,NOE,ELMER,ELMER.NOE@sakilacustomer.org,516,1768 Udine Loop,,2,1,Battambang,448876499197,2006-02-14 22:04:37,60,522
14014,HICKS,MONICA,MONICA.HICKS@sakilacustomer.org,131,1752 São Leopoldo Parkway,,2,1,Taka-Karpatia,252265130067,2006-02-14 22:04:36,345,135
37551,RODRIGUEZ,LAURA,LAURA.RODRIGUEZ@sakilacustomer.org,22,28 Charlotte Amalie Street,,1,1,Rabat-Sal-Zammour-Z,161968374323,2006-02-14 22:04:36,443,26
65630,IRBY,CURTIS,CURTIS.IRBY@sakilacustomer.org,410,432 Garden Grove Street,,2,1,Ontario,615964523510,2006-02-14 22:04:37,430,415
65387,GREENE,JEANETTE,JEANETTE.GREENE@sakilacustomer.org,191,1077 San Felipe de Puerto Plata Place,,1,1,Rostov-na-Donu,812824036424,2006-02-14 22:04:36,369,195
4085,RHODES,SHERRI,SHERRI.RHODES@sakilacustomer.org,297,922 Vila Velha Loop,,1,1,Maharashtra,510737228015,2006-02-14 22:04:37,9,302
33711,PULLEN,GLENN,GLENN.PULLEN@sakilacustomer.org,415,992 Klerksdorp Loop,,1,1,Utrecht,855290087237,2006-02-14 22:04:37,23,420
62703,VANHORN,ANDY,ANDY.VANHORN@sakilacustomer.org,582,966 Asunción Way,,2,1,Hidalgo,995527378381,2006-02-14 22:04:37,212,588
41778,KNIGHT,GAIL,GAIL.KNIGHT@sakilacustomer.org,155,185 Novi Sad Place,,1,1,Bern,904253967161,2006-02-14 22:04:36,72,159
6362,LEONE,LOUIS,LOUIS.LEONE@sakilacustomer.org,373,1191 Tandil Drive,,1,1,Southern Tagalog,45554316010,2006-02-14 22:04:37,523,378
81651,HAVENS,ARNOLD,ARNOLD.HAVENS@sakilacustomer.org,522,1176 Southend-on-Sea Manor,,2,1,Southern Tagalog,236679267178,2006-02-14 22:04:37,458,528
40509,BUTTERFIELD,ALLEN,ALLEN.BUTTERFIELD@sakilacustomer.org,412,791 Salinas Street,,2,1,Punjab,129953030512,2006-02-14 22:04:37,208,417
4285,BOYD,EMMA,EMMA.BOYD@sakilacustomer.org,134,765 Southampton Drive,,1,1,al-Qalyubiya,23712411567,2006-02-14 22:04:36,421,138
32716,BOUDREAU,BOBBY,BOBBY.BOUDREAU@sakilacustomer.org,381,1368 Maracaíbo Boulevard,,2,1,,934352415130,2006-02-14 22:04:37,493,386
10885,FISHER,CINDY,CINDY.FISHER@sakilacustomer.org,113,1079 Tel Aviv-Jaffa Boulevard,,2,1,Sucre,358178933857,2006-02-14 22:04:36,132,117
7431,FULTZ,GERALD,GERALD.FULTZ@sakilacustomer.org,356,45 Aparecida de Goiânia Place,,2,1,Madhya Pradesh,650496654258,2006-02-14 22:04:37,464,361
58888,YEE,MARVIN,MARVIN.YEE@sakilacustomer.org,413,126 Acuña Parkway,,2,1,West Bengali,480039662421,2006-02-14 22:04:37,71,418
72410,ESTEP,TRAVIS,TRAVIS.ESTEP@sakilacustomer.org,417,289 Santo André Manor,,1,1,al-Sharqiya,214976066017,2006-02-14 22:04:37,16,422
88306,HIDALGO,MARCUS,MARCUS.HIDALGO@sakilacustomer.org,444,1289 Belém Boulevard,,2,1,Tartumaa,237368926031,2006-02-14 22:04:37,530,449
88408,WAUGH,JAMIE,JAMIE.WAUGH@sakilacustomer.org,531,958 Sagamihara Lane,,2,1,Mie,427274926505,2006-02-14 22:04:37,287,537
81766,THOMPSON,DONNA,DONNA.THOMPSON@sakilacustomer.org,17,270 Toulon Boulevard,,1,1,Kalmykia,407752414682,2006-02-14 22:04:36,156,21
52196,MENA,CASEY,CASEY.MENA@sakilacustomer.org,566,539 Hami Way,,1,1,Tokat,525518075499,2006-02-14 22:04:37,538,572
83183,GAVIN,BILL,BILL.GAVIN@sakilacustomer.org,457,1485 Bratislava Place,,2,1,Illinois,924663855568,2006-02-14 22:04:37,435,462
