Income,Employer,NumberCars,NetWorth,AddressLine1,AgencyID,AddressLine2,PostalCode,MaritalStatus,Age,NumberChildren,FirstName,LastName,State,OwnOrRentFlag,MiddleInitial,City,Gender,Phone,CreditRating,NumberCreditCards,Country
79928.0,Iasis Healthcare,2.0,1528641.0,18313 5th lane,mah10,,A2b 1w1,M,96.0,2.0,umakanth,mahendra,TX,O,U,West Covina,,1-561-520-0611,493.0,9.0,Canada
109496.0,AMR,1.0,3752907.0,13653 collier avenue,Siz11,,M5F 1W1,M,46.0,0.0,terrie,Sizto,NE,R,,San Buenaventura,,1-730-406-9727,564.0,0.0,United States of America
267901.0,Embarq,1.0,582378.0,15306 pike park,cra12,,95118,U,6.0,4.0,Mary-pat,crawley,AR,U,,Lexington,,,817.0,0.0,United States of America
487273.0,Advanced Micro Devices,3.0,3458824.0,1540 crestmere north,dac13,,H2f 1v7,U,39.0,5.0,Catherin,dacal,MI,R,,Hay River,m,1-207-867-4589,653.0,8.0,United States of America
34013.0,Cenveo,3.0,469408.0,10790 bonita crescent,HIV14,,19217,M,73.0,4.0,annissa,HIVELY,MA,O,W,Toronto,,1-478-629-9641,587.0,2.0,United States of America
473462.0,Kelly Services,0.0,1504480.0,24679 AIRPORT CRESCENT,Pes15,Apt. 290,21228,S,26.0,2.0,Amour,Peschke,TN,O,,Denver,,1-026-208-8595,472.0,6.0,United States of America
499493.0,Viacom,5.0,2763009.0,7627 douglas road,CHI16,,85097,M,54.0,4.0,jenica,CHILDERHOSE,TN,O,,St. Paul,,1-432-681-4853,817.0,4.0,Canada
266928.0,Macy's,5.0,2787199.0,6106 ashland east,Din17,,V6j 1q8,M,87.0,4.0,KATTIE,Dinnin,OK,R,,Bellevue,,,441.0,0.0,United States of America
72444.0,Gardner Denver,2.0,2789368.0,1111 norden street,De 18,,43207,M,85.0,3.0,Roselle,De witte,Ontario,O,M,Detroit,,1-357-207-6320,848.0,6.0,United States of America
77290.0,Family Dollar Stores,3.0,2784776.0,2798 1st east,Mck19,,V6t 1q8,U,86.0,3.0,arlyne,Mckeegan,KY,R,,Omaha,m,1-462-774-1277,843.0,8.0,United States of America
395066.0,,2.0,288747.0,11358 elle lee street,WIN20,,94467,U,59.0,0.0,Rong-chin,WINTERS,PA,R,P,Costa Mesa,M,1-702-382-2898,,,United States of America
119283.0,Sun Microsystems,5.0,876575.0,21074 MALLORY LOWER,BIT21,,94321,U,94.0,3.0,Darlleen,BITTMAN,MD,O,,Berkeley,,1-909-554-7120,300.0,0.0,United States of America
330991.0,Costco Wholesale,1.0,2041224.0,16124 weyland park,luz22,,C2a 4w7,U,,1.0,Radoslav,luzarraga,TX,O,V,St. Louis,f,1-752-296-7940,795.0,8.0,United States of America
,Illinois Tool Works,4.0,2231509.0,23822 marvin crescent,don23,,35808,,5.0,0.0,Aryn,donovan,IN,U,S,Colorado Springs,,1-995-554-5056,367.0,5.0,United States of America
252031.0,Southern Union,1.0,3206409.0,2203 valita boulevard,Gia24,,M5f 1v6,M,23.0,5.0,Allisan,Giallo,MD,O,T,Fontana,,1-090-303-3807,507.0,1.0,United States of America
101800.0,Moog,3.0,3850037.0,11538 COLLINWOOD AVENUE,SPR25,,99539,M,61.0,1.0,Ammamaria,SPRUELL,KY,O,,St. Catharines,M,1-492-968-0932,362.0,9.0,United States of America
436977.0,Old Republic International,0.0,528440.0,7818 EAST STREET,SKA26,,95055,D,,1.0,Mari,SKALSKI,CA,O,,Hayward,F,1-960-227-2020,527.0,7.0,United States of America
495334.0,,0.0,597140.0,10013 shaw road,Gar27,,93686,S,51.0,,Anica,Gargul,FL,O,,Palmdale,m,1-431-122-8597,354.0,0.0,United States of America
274685.0,Great Plains Energy,1.0,146931.0,6802 AMES STREET,Dor28,,75218,M,97.0,1.0,Melba,Dore,Newfoundland,O,,Phoenix,,1-822-836-7200,511.0,1.0,United States of America
320820.0,Broadcom,2.0,353495.0,22501 SUMMIT RUE,DIO29,,91174,,52.0,2.0,Tracee,DIOGO,TX,,X,Gary,,1-530-117-0497,412.0,7.0,United States of America
195835.0,Discover Financial Services,4.0,295647.0,291 frances rue,Mer30,,49515,S,98.0,0.0,CANADIAN,Merrick,WA,O,,Beaumont,m,1-051-257-2719,583.0,1.0,Canada
108085.0,UAL,5.0,408941.0,16264 sanders east,Atc31,,16506,U,47.0,3.0,Oue,Atchison,MN,O,R,Nashua,,1-171-989-1363,710.0,5.0,United States of America
260185.0,Charles Schwab,2.0,362523.0,16068 cantey way,Pla32,,94383,M,47.0,1.0,wallie,Plamondon,WY,O,X,San Jose,m,1-042-705-3246,380.0,9.0,United States of America
258323.0,Coach,0.0,2102359.0,21170 EDLOE BOULEVARD,SEL33,,T6d 1b3,M,9.0,0.0,Andromache,SELCHOW,NY,R,E,Nashua,F,1-098-328-2026,796.0,2.0,United States of America
79476.0,DaVita,1.0,3480265.0,885 CROSBY LANE,sha34,,25339,M,85.0,3.0,THOR,shane,SC,U,Z,Fort Smith,f,1-209-754-5635,818.0,2.0,United States of America
102156.0,Marshall & Ilsley Corp.,5.0,3648900.0,12235 jay street,MER35,,V6o 1v4,M,81.0,3.0,SALAH,MERWIN,MS,U,,Lancaster,,1-498-781-3456,766.0,3.0,United States of America
221481.0,Cablevision Systems,2.0,1161790.0,20340 LOMBARD CRESCENT,con36,,01852,M,0.0,3.0,HOR-LAM,conrad,UT,O,,Colorado Springs,,1-615-241-0440,359.0,2.0,United States of America
41836.0,Barnes & Noble,1.0,2050587.0,22074 dexter upper,ons37,,78230,S,28.0,5.0,Vania,onsiteteam,PA,R,,Washington,M,1-995-449-5200,401.0,2.0,United States of America
72389.0,EMC,1.0,3579198.0,1540 MURIE RUE,Sum38,,93770,U,65.0,1.0,Niel,Summerlin,OK,O,,Lowell,M,1-295-673-4452,609.0,0.0,Canada
66486.0,Fluor,3.0,889494.0,7075 glen loch drive,gro39,,m4l 1n4,S,20.0,0.0,ziad,grooms,WY,O,F,Frederick,,1-914-675-2986,630.0,2.0,United States of America
200185.0,Dollar General,3.0,2205682.0,11237 balmoral way,dil40,Apt. 382,22335,M,55.0,1.0,Claude,dilkie,RI,O,I,Mesa,,,671.0,9.0,United States of America
289215.0,Lear,0.0,1140117.0,8316 GARDEN BROOK NORTH,DOL41,,V6C 1T4,U,76.0,2.0,AVTAR,DOLSON,HI,O,,Lakewood,,1-825-739-0336,715.0,10.0,United States of America
322484.0,J.P. Morgan Chase & Co.,4.0,1421319.0,2240 clifton lower,Pos42,,M6t 1h3,M,1.0,1.0,Donny,Posthumus,VA,O,,Cleveland,,1-956-713-3802,707.0,9.0,United States of America
83458.0,Affinia Group Intermediate,4.0,3525204.0,20907 NOTINGHAM LOWER,Mac43,,95263,M,3.0,2.0,Cocos,Machika,OK,O,,Grand Rapids,,1-814-932-1579,329.0,0.0,United States of America
,,0.0,468976.0,601 carroll lower,che44,,v5b 1p5,D,100.0,3.0,ruud,chenoweth,Prince Edward Island,R,,Peoria,,1-135-443-7282,601.0,8.0,United States of America
492407.0,Goldman Sachs Group,5.0,1685443.0,18267 state drive,hol45,,32318,W,81.0,1.0,Belvia,holbrooks,SD,O,,Inglewood,,1-720-975-0667,623.0,2.0,United States of America
346630.0,E*Trade Financial,4.0,337564.0,9270 LEAF SOUTH,pfi46,,93872,S,76.0,4.0,ATHAR,pfieffer,OH,O,,Akron,f,1-871-598-3505,376.0,2.0,United States of America
9572.0,Pfizer,1.0,84777.0,18582 PERIMETER BOULEVARD,elk47,,92824,W,51.0,3.0,Cherey,elkington,MA,O,Y,Charlottetown,,1-607-222-4809,560.0,0.0,Canada
265369.0,Safeway,1.0,3146477.0,9612 park stream upper,Lab48,,e4a 1r2,,,5.0,RAZ,Labenek,MD,O,,Bellevue,F,1-965-046-0642,693.0,4.0,United States of America
104172.0,Simon Property Group,1.0,495277.0,2803 clearwater north,laf49,,H7G 1V4,S,58.0,2.0,kishore,laferriere,Saskatchewan,U,Y,Dover,,1-155-441-3579,346.0,0.0,United States of America
65550.0,Trinity Industries,0.0,746904.0,11103 BISSONNET WEST,Nor50,,85039,M,52.0,3.0,Nelleke,Norment,WA,O,I,Fullerton,,,342.0,0.0,United States of America
,Solutia,2.0,1219620.0,4652 outervale lane,hag51,,v6m 1q3,M,91.0,0.0,sibby,hagar,OH,R,,Denver,,1-544-132-7237,563.0,8.0,Canada
,,2.0,1718910.0,341 dunbar west,Bet52,,X7j 1r1,M,17.0,3.0,ericha,Betcher,WY,O,,Dallas,m,1-821-089-2089,391.0,4.0,United States of America
66244.0,A.O. Smith,4.0,,16176 vernon drive,Van53,,B8b 1z5,S,6.0,4.0,Janson,Van der,NJ,O,,San Jose,m,1-135-391-9787,381.0,8.0,United States of America
426954.0,AptarGroup,0.0,2636424.0,23131 clint way,O'L54,,t5d 1v4,S,89.0,3.0,Dorotea,O'LEARY,ND,U,,Bellevue,F,1-776-182-6215,539.0,9.0,United States of America
126891.0,Coca-Cola,5.0,1326305.0,11640 baltic upper,and55,,V6t 1r2,M,99.0,4.0,Denice,anderson,NC,O,,San Buenaventura,m,1-079-780-7761,497.0,0.0,United States of America
454196.0,Kimberly-Clark,4.0,2241997.0,20796 dolores drive,sta56,,91177,M,77.0,2.0,Myron,starks,WV,O,,St. Louis,,1-504-346-4393,661.0,,Canada
163940.0,Visteon,5.0,1542891.0,14359 COMMERCE WEST,CHA57,Apt. 275,T5c 1t1,S,,3.0,Barby,CHASSE,GA,R,,Pueblo,,1-985-538-4351,558.0,0.0,United States of America
365213.0,TECO Energy,,797918.0,21448 hampton boulevard,ASI58,,35862,W,90.0,1.0,Ariella,ASING,Ontario,O,,Regina,R,1-254-097-9398,534.0,,Canada
428739.0,Bemis,0.0,347654.0,7637 pershing way,ask59,,96820,M,82.0,0.0,ADEY,askins,MA,U,,Saskatoon,f,1-545-924-9552,373.0,6.0,United States of America
142444.0,Wyeth,4.0,2456397.0,11529 arcana boulevard,Kik60,,75238,M,,0.0,GAYEL,Kikuta,CA,O,K,Jackson,,1-984-233-8818,382.0,8.0,United States of America
416168.0,United Technologies,3.0,1284229.0,2700 windwood north,Cha61,,85769,S,15.0,3.0,Man,Chane,SD,O,,St. Petersburg,F,1-528-691-1642,475.0,10.0,United States of America
291420.0,Clorox,2.0,618787.0,22279 gramercy road,KIL62,,H5i 1o9,D,,0.0,Klara,KILLEN,Saskatchewan,O,U,Scottsdale,m,,539.0,3.0,United States of America
413501.0,Discovery Communications,4.0,1171606.0,9828 west east,kin63,,90849,M,96.0,5.0,Abdalla,kinley,RI,O,,Charlotte,f,1-171-807-8213,711.0,6.0,United States of America
,Williams-Sonoma,4.0,3983261.0,5935 mcafee park,MAL64,,43644,M,38.0,,bal,MALAHER,NC,O,,Waterbury,,1-056-241-7009,606.0,1.0,United States of America
419143.0,Manitowoc,3.0,2328568.0,12460 CLAYTON STREET,Odu65,,99213,W,10.0,3.0,Romy,Odum,SD,O,J,Chesapeake,,1-389-414-0570,494.0,0.0,United States of America
155057.0,Henry Schein,1.0,2078600.0,275 3rd drive,DI 66,,72226,M,72.0,5.0,KORAL,DI NINNO,IL,O,,Hialeah,,1-583-542-1656,309.0,3.0,United States of America
313859.0,Trinity Industries,2.0,2986155.0,6907 FERNCLIFF CRESCENT,STU67,,V6Z 1Q9,M,97.0,5.0,YUKIHIKO,STUBBLEFIELD,OR,O,K,Charleston,,1-269-712-0672,630.0,3.0,United States of America
265907.0,Pepsi Bottling,4.0,1864039.0,885 crosby lane,HAM68,,20082,S,48.0,1.0,Khanh,HAMBALI,Ontario,O,,Salem,,1-670-102-0463,330.0,10.0,United States of America
283481.0,UGI,,1293721.0,2344 kalani west,LIB69,,35827,S,97.0,0.0,Darnell,LIBRARIAN,FL,O,,Sacramento,m,1-699-726-3895,710.0,9.0,Canada
200635.0,Greif,4.0,3850114.0,22870 LA CIENEGA STREET,ohs70,,99692,M,73.0,0.0,feridoun,ohsone,NM,R,,Santa Clarita,M,1-640-666-2876,475.0,7.0,United States of America
434519.0,Equifax,0.0,1618743.0,8478 green avenue,HUM71,APT. 143,V6c 1q5,U,71.0,1.0,Magdy,HUMMEL,NE,O,O,Sherbrooke,,1-540-639-1311,596.0,3.0,United States of America
392315.0,,5.0,3383487.0,23639 purdue rue,BRA72,,80158,W,93.0,1.0,jiri,BRADD,MI,O,,Colorado Springs,,1-285-874-8492,670.0,9.0,United States of America
493829.0,Freescale Semiconductor,5.0,2981876.0,19202 ansley park,Boa73,,t6d 1b6,U,53.0,3.0,AILA,Boarder,New Brunswick,O,X,Berkeley,,1-121-904-0040,722.0,,United States of America
97489.0,Aleris International,3.0,2109339.0,11319 devonshire rue,Mcn74,,33120,U,32.0,2.0,Vincenzo,Mcnally,NJ,O,,San Buenaventura,,1-017-842-3201,587.0,7.0,United States of America
,,4.0,791803.0,23665 deerwood park,MAR75,,99742,S,1.0,3.0,Minnnie,MARKOVICH,ND,O,,New Haven,F,1-215-859-3206,609.0,4.0,United States of America
383046.0,World Fuel Services,0.0,3523678.0,4855 union north,Wil76,,V6N 1T1,S,39.0,1.0,alfonzo,Willekes,Saskatchewan,O,,Shreveport,f,1-764-520-7470,401.0,7.0,United States of America
1190.0,R.R. Donnelley & Sons,4.0,1681902.0,9466 SHADOWBRIAR WEST,Dea77,,44104,M,77.0,0.0,Swandi,Deacetis,KS,,S,Lansing,m,1-414-130-0162,335.0,0.0,United States of America
85733.0,Brinker International,5.0,3851455.0,3504 regency avenue,Hou78,,14605,U,18.0,5.0,Anya,Houk,SD,O,,Pembroke Pines,,1-970-240-9990,569.0,7.0,United States of America
387890.0,Temple-Inland,0.0,2339382.0,7281 northland lower,Goy79,,80076,M,70.0,2.0,Enrika,Goyette,FL,R,,Palmdale,,1-408-684-6459,,9.0,Canada
16808.0,Psychiatric Solutions,2.0,,12481 hayden lower,Mok80,,V6I 1V6,S,26.0,0.0,SONJA,Mok-fung,Saskatchewan,O,Z,Savannah,f,1-330-353-5908,679.0,7.0,United States of America
304589.0,Nash-Finch,,2065016.0,2328 gracie avenue,Run81,,97307,M,,4.0,Liem,Rundle,FL,,I,Amarillo,,1-766-726-2675,356.0,10.0,United States of America
48506.0,AMR,2.0,2454049.0,4737 campbell street,BEL82,,46237,S,58.0,5.0,COLLETTE,BELLEY,UT,R,,Anchorage,o,1-938-425-7509,308.0,9.0,United States of America
,Spartan Stores,0.0,2423395.0,2401 stratmore lower,BAE83,,V6B 1S6,M,43.0,4.0,SIAMACK,BAER,WY,O,Y,Louisville,,1-527-308-8874,412.0,4.0,United States of America
358862.0,Cigna,2.0,1342045.0,21477 JUNIPER CRESCENT,MAU84,,H2d 1x1,D,65.0,3.0,Toshihiro,MAULDIN,NH,O,,Hilo,f,1-810-590-0635,618.0,4.0,United States of America
477614.0,General Cable,5.0,861756.0,19214 YAUPON BOULEVARD,Koo85,,95108,S,24.0,3.0,Casey,Koohgoli,AR,O,,Sudbury,,1-274-548-2512,429.0,5.0,United States of America
175414.0,Dun & Bradstreet,3.0,1215349.0,7785 rusk boulevard,Lau86,,80050,S,79.0,1.0,Daryn,Lauriston,CT,O,,Orlando,,1-649-754-4601,819.0,3.0,United States of America
427598.0,Casey's General Stores,0.0,3981554.0,18002 cantrell upper,Man87,,90122,M,48.0,1.0,Adrianna,Mangum,VT,O,L,Missoula,F,1-905-932-1785,552.0,7.0,Canada
368207.0,Jack in the Box,0.0,3865937.0,23341 brookside upper,PIE88,,43614,S,69.0,4.0,Cortney,PIERCY,Manitoba,O,,Abilene,,1-031-004-7697,587.0,9.0,United States of America
449944.0,Assurant,3.0,2804700.0,20494 ROSS WEST,Bus89,,61110,S,91.0,1.0,Duane,Buscaglia,NJ,O,,Saskatoon,M,1-994-812-4796,304.0,6.0,United States of America
166247.0,Psychiatric Solutions,5.0,3283558.0,17552 SAVANNAH NORTH,BAB90,,70174,,75.0,5.0,Tele,BABIONE,KY,U,,Irvine,,1-176-513-4041,795.0,4.0,United States of America
391165.0,Danaher,1.0,450524.0,4462 pace crescent,Bur91,APT. 373,90324,S,85.0,3.0,Ophelia,Burkard,GA,O,,Reno,M,1-072-244-6337,830.0,2.0,United States of America
165854.0,Clorox,5.0,,7161 tallowood upper,Kin92,,s7d 1n1,M,76.0,3.0,lorine,Kinsella,NJ,R,,Sacramento,,1-924-669-9328,709.0,3.0,United States of America
326181.0,Boyd Gaming,2.0,,3489 silver sage west,POM93,,93829,S,68.0,1.0,Viole,POMMAINVILLE,SC,O,,Topeka,,1-598-488-3541,493.0,8.0,United States of America
173387.0,Eaton,3.0,633760.0,12481 hayden lower,BOA94,,89116,M,95.0,,Nani,BOATWRIGHT,TN,O,,Rancho Cucamonga,M,1-295-539-3868,680.0,,United States of America
301127.0,Dynegy,1.0,3634954.0,13210 3RD DRIVE,Ron95,,94315,M,15.0,5.0,cherey,Ronald,WY,R,R,Hilo,,1-554-020-0267,800.0,,United States of America
487230.0,AmeriCredit,1.0,799268.0,8899 starling lane,wei96,,T5b 1u9,M,17.0,5.0,Redgie,weihs,Ontario,R,A,Saint John,,1-793-621-4566,614.0,4.0,United States of America
425747.0,SLM,4.0,39093.0,11480 fennel south,Hel97,,T6b 1a5,,94.0,0.0,Yousef,Helpb,DC,R,P,Torrance,M,1-787-267-4261,763.0,6.0,Canada
401946.0,NV Energy,4.0,2705353.0,7266 cherry upper,mog98,,60699,S,70.0,4.0,Damaris,moghe,Alberta,O,,Santa Clara,m,1-668-247-1597,561.0,3.0,United States of America
425422.0,Landstar System,1.0,3565153.0,10678 ENGLEWOOD WEST,boz99,,V6p 1s8,S,29.0,2.0,Ilyssa,bozicevich,ME,O,,Torrance,,1-901-346-8890,569.0,4.0,United States of America
208890.0,Pacific Life,4.0,2832204.0,21181 2ND RUE,Zah100,,v6i 1p1,M,52.0,1.0,Moselle,Zaharychuk,MA,O,R,Stockton,,1-451-273-3803,634.0,5.0,United States of America
67880.0,Textron,5.0,2194345.0,22963 hanover road,And101,,79423,U,51.0,3.0,Dulsea,Andric,NV,O,,Paterson,F,1-129-499-9136,488.0,10.0,United States of America
133412.0,Pfizer,2.0,3737140.0,8268 cliffbrook boulevard,Bam102,,H5j 1o6,W,24.0,3.0,Lyndsie,Bamfo,WA,O,L,Mesa,,1-899-319-0772,788.0,5.0,Canada
144829.0,Cigna,3.0,464753.0,5118 montview court,fro103,,93761,D,98.0,4.0,KESLEY,frondozo,WY,O,,Anchorage,,1-053-396-0441,333.0,8.0,United States of America
,Ameren,1.0,596696.0,17442 tallowood upper,Car104,,76150,M,59.0,1.0,LAUREL,Caron,NJ,U,J,Miami,,1-239-665-9540,601.0,,United States of America
143682.0,Consolidated Edison,3.0,1504753.0,4038 WEDGEWOOD STREET,muc105,,99717,U,49.0,4.0,Steen,muchow,LA,O,V,Great Falls,f,1-605-888-3403,595.0,2.0,Canada
350020.0,Occidental Petroleum,0.0,3049281.0,20334 anaconda avenue,gat106,,60608,U,1.0,1.0,noel,gateau,TX,O,,Erie,,1-630-604-2543,433.0,10.0,United States of America
435103.0,Sherwin-Williams,0.0,247478.0,5385 young west,Sch107,,v6w 1u4,U,79.0,,Tracey,Schaefer,SC,O,M,Hollywood,F,1-851-862-7928,403.0,10.0,United States of America
207768.0,Affiliated Computer Services,1.0,2750301.0,2747 SINCLAIR LANE,pom108,,T5b 1t6,,6.0,5.0,Sarajane,pomerleau,TX,R,,Tulsa,,1-065-415-5724,615.0,3.0,United States of America
407512.0,Valassis Communications,0.0,721333.0,8622 BROWNWAY PARK,cuc109,,23298,M,70.0,4.0,Geoffrey,cucuzzella,MN,O,K,Tucson,F,1-408-512-1007,735.0,1.0,United States of America
403366.0,,3.0,669440.0,18048 GREEN NORTH,SUG110,,32803,S,23.0,0.0,loralyn,SUGARMAN,ID,O,Z,Anchorage,q,1-083-902-4184,668.0,1.0,United States of America
384095.0,Smithfield Foods,3.0,2473979.0,18994 country boulevard,Pep111,,64122,M,78.0,5.0,andrei,Pepe,MI,O,,Sandy,,1-568-403-7081,349.0,,Canada
288969.0,,4.0,3545170.0,16063 ashland road,Cha112,SUITE 7,T6b 1h2,S,79.0,,javad,Chandrashekar,OK,,,Boston,f,1-824-389-0618,654.0,,United States of America
233665.0,TD Ameritrade,2.0,1494871.0,19309 mcfarlin north,SEI113,Apt. 971,22222,U,72.0,3.0,Karna,SEIFERS,UT,O,U,Vancouver,m,1-174-210-2058,361.0,6.0,United States of America
147236.0,Comerica,4.0,436164.0,2454 cliffbrook west,GAR114,,T6a 1d2,S,31.0,0.0,Jocelyn,GARTLEY,PA,U,S,Akron,F,1-425-503-7952,427.0,1.0,Canada
452557.0,Steel Dynamics,0.0,1069481.0,15865 strand west,Tou115,,v5d 1n9,W,86.0,3.0,Elvera,Touchette,New Brunswick,O,,Lancaster,M,1-012-389-9089,322.0,1.0,United States of America
179305.0,Coca-Cola Enterprises,2.0,,13776 east boulevard,Kur116,,23321,S,,0.0,Nessy,Kurdziel,UT,R,V,Concord,M,1-909-472-6704,792.0,9.0,United States of America
205817.0,News Corp.,3.0,2957261.0,10570 WEIZMANN LOWER,Her117,,90505,U,87.0,0.0,lona,Herod,VA,O,,Chesapeake,,1-622-167-5411,478.0,2.0,Canada
262711.0,,,228459.0,15278 walnut hill road,MCV118,,19066,M,92.0,5.0,RHEA,MCVICAR,NH,O,P,Flint,,1-164-511-9338,477.0,1.0,United States of America
84810.0,Stater Bros. Holdings,1.0,67267.0,23007 WAKEFOREST WAY,LAB119,,v6s 1r3,M,4.0,5.0,Josefa,LABFIVE,VT,O,,Chattanooga,F,1-804-532-9163,449.0,6.0,Canada
96441.0,BorgWarner,2.0,1087978.0,9088 rivas way,but120,,78769,U,8.0,4.0,alikee,butta,FL,O,,Billings,,1-197-370-0297,466.0,2.0,United States of America
462762.0,CB Richard Ellis Group,0.0,3885967.0,18798 ullrich road,Pro121,,53769,M,97.0,5.0,dolorita,Projects,NC,O,,Scottsdale,m,1-337-042-5687,483.0,2.0,United States of America
141890.0,Zimmer Holdings,5.0,3271101.0,18517 HULEN LOWER,Irc122,,H7E 1U6,D,,4.0,Marilyn,Irc,VA,O,,Oshawa,,1-056-138-5321,588.0,4.0,United States of America
156610.0,Mohawk Industries,5.0,,11474 dodd lane,Ziv123,,e7o 1k1,,40.0,5.0,robertson,Zivkovic,DC,O,G,Naperville,,1-776-191-2031,313.0,2.0,Canada
164752.0,Berkshire Hathaway,1.0,1999133.0,9375 wood south,sim124,,90374,U,95.0,4.0,Ilsa,simser,NC,R,H,Tampa,,1-280-696-2706,647.0,1.0,United States of America
278949.0,Saks,1.0,1100786.0,20479 wise avenue,kei125,,63169,S,92.0,5.0,Pen,keifer,MS,O,I,Jackson,,1-857-581-6346,430.0,2.0,United States of America
,Gardner Denver,0.0,563992.0,19918 ROGERS NORTH,arv126,,16515,W,67.0,5.0,AUBRETTE,arvin,SC,O,P,Hay River,f,,467.0,8.0,United States of America
463736.0,Hasbro,3.0,962397.0,9284 coffey lower,Pra127,,85309,M,24.0,2.0,Cole,Praeuner,KS,O,,Irvine,F,1-716-343-0884,399.0,7.0,United States of America
,CBS,2.0,1064169.0,2929 north crescent,lue128,,92158,M,26.0,3.0,liva,lue,VT,O,C,Idaho Falls,m,1-101-776-2496,654.0,5.0,United States of America
86667.0,Synnex,2.0,2100059.0,15404 queen street,Prz129,,33152,S,62.0,0.0,Ayaz,Przybycien,IL,O,,Moreno Valley,f,1-769-028-0589,378.0,3.0,United States of America
193470.0,Belden,5.0,99025.0,1619 greenspoint road,pen130,,83729,W,37.0,1.0,YETTY,penn,FL,O,J,Ontario,f,1-005-833-8970,338.0,10.0,United States of America
406379.0,Broadcom,5.0,3865481.0,21477 WARREN PARK,Gua131,,B8b 1z6,S,71.0,0.0,Mary-michelle,Guay,MI,R,S,Concord,,1-884-215-4243,695.0,10.0,United States of America
480595.0,Reynolds American,1.0,804544.0,6503 ROBBINS STREET,bre132,,53717,M,29.0,3.0,agretha,brennand,Newfoundland,U,,Phoenix,F,,614.0,7.0,Canada
181718.0,Wells Fargo,4.0,3143356.0,3958 GLEN LOCH BOULEVARD,Sav133,,t5c 1w7,S,89.0,5.0,LOTTY,Savanh,ME,O,X,Coral Springs,f,1-725-177-7815,307.0,7.0,United States of America
468310.0,Retail Ventures,0.0,,13640 ethridge lower,ABB134,,37245,M,11.0,3.0,Kassey,ABBATANTUONO,AL,O,Z,Oxnard,,1-277-496-5396,331.0,2.0,United States of America
354987.0,AT&T,2.0,2311953.0,3981 imperial lower,OP135,,94401,S,20.0,0.0,Adria,OP,IN,O,N,Brownsville,M,1-756-463-2201,638.0,2.0,United States of America
284539.0,Wynn Resorts,3.0,3120608.0,13210 3rd drive,Mer136,,B8a 1y3,W,75.0,5.0,audivox,Mersinger,NH,O,,Memphis,,1-261-338-7463,703.0,3.0,Canada
213725.0,Eastman Kodak,0.0,2058270.0,9297 THROCKMORTON SOUTH,rut137,,t6b 1k2,S,95.0,5.0,SUE,rutt,DC,O,,Flint,F,1-811-086-4675,302.0,7.0,United States of America
74195.0,Aramark,2.0,1511983.0,8935 YOUNG UPPER,bem138,,85306,U,0.0,3.0,Lorenza,bemis,DC,O,I,Lafayette,,1-338-771-1185,522.0,,United States of America
169295.0,ENSCO International,5.0,439080.0,3797 RUTGERS PARK,Pen139,,V6R 1R7,M,73.0,1.0,Enzo,Pennington,MD,O,,Greensboro,,1-554-231-5318,,,United States of America
307832.0,Auto-Owners Insurance,1.0,921255.0,8285 tamarind crescent,tor140,,68513,W,39.0,0.0,claudina,torok,Prince Edward Island,R,Y,Sterling Heights,M,1-733-886-5227,833.0,5.0,United States of America
