AgencyID,Age,Income,AddressLine1,CreditRating,NumberChildren,Country,AddressLine2,NetWorth,OwnOrRentFlag,Employer,LastName,FirstName,MiddleInitial,Gender,PostalCode
SPR25,61.0,101800.0,11538 COLLINWOOD AVENUE,362.0,1.0,United States of America,,3850037.0,O,Moog,SPRUELL,Ammamaria,,M,99539
SKA26,,436977.0,7818 EAST STREET,527.0,1.0,United States of America,,528440.0,O,Old Republic International,SKALSKI,Mari,,F,95055
Gar27,51.0,495334.0,10013 shaw road,354.0,,United States of America,,597140.0,O,,Gargul,Anica,,m,93686
Dor28,97.0,274685.0,6802 AMES STREET,511.0,1.0,United States of America,,146931.0,O,Great Plains Energy,Dore,Melba,,,75218
DIO29,52.0,320820.0,22501 SUMMIT RUE,412.0,2.0,United States of America,,353495.0,,Broadcom,DIOGO,Tracee,X,,91174
Mer30,98.0,195835.0,291 frances rue,583.0,0.0,Canada,,295647.0,O,Discover Financial Services,Merrick,CANADIAN,,m,49515
Atc31,47.0,108085.0,16264 sanders east,710.0,3.0,United States of America,,408941.0,O,UAL,Atchison,Oue,R,,16506
Pla32,47.0,260185.0,16068 cantey way,380.0,1.0,United States of America,,362523.0,O,Charles Schwab,Plamondon,wallie,X,m,94383
SEL33,9.0,258323.0,21170 EDLOE BOULEVARD,796.0,0.0,United States of America,,2102359.0,R,Coach,SELCHOW,Andromache,E,F,T6d 1b3
sha34,85.0,79476.0,885 CROSBY LANE,818.0,3.0,United States of America,,3480265.0,U,DaVita,shane,THOR,Z,f,25339
MER35,81.0,102156.0,12235 jay street,766.0,3.0,United States of America,,3648900.0,U,Marshall & Ilsley Corp.,MERWIN,SALAH,,,V6o 1v4
con36,0.0,221481.0,20340 LOMBARD CRESCENT,359.0,3.0,United States of America,,1161790.0,O,Cablevision Systems,conrad,HOR-LAM,,,01852
ons37,28.0,41836.0,22074 dexter upper,401.0,5.0,United States of America,,2050587.0,R,Barnes & Noble,onsiteteam,Vania,,M,78230
Sum38,65.0,72389.0,1540 MURIE RUE,609.0,1.0,Canada,,3579198.0,O,EMC,Summerlin,Niel,,M,93770
gro39,20.0,66486.0,7075 glen loch drive,630.0,0.0,United States of America,,889494.0,O,Fluor,grooms,ziad,F,,m4l 1n4
dil40,55.0,200185.0,11237 balmoral way,671.0,1.0,United States of America,Apt. 382,2205682.0,O,Dollar General,dilkie,Claude,I,,22335
DOL41,76.0,289215.0,8316 GARDEN BROOK NORTH,715.0,2.0,United States of America,,1140117.0,O,Lear,DOLSON,AVTAR,,,V6C 1T4
Pos42,1.0,322484.0,2240 clifton lower,707.0,1.0,United States of America,,1421319.0,O,J.P. Morgan Chase & Co.,Posthumus,Donny,,,M6t 1h3
Mac43,3.0,83458.0,20907 NOTINGHAM LOWER,329.0,2.0,United States of America,,3525204.0,O,Affinia Group Intermediate,Machika,Cocos,,,95263
che44,100.0,,601 carroll lower,601.0,3.0,United States of America,,468976.0,R,,chenoweth,ruud,,,v5b 1p5
hol45,81.0,492407.0,18267 state drive,623.0,1.0,United States of America,,1685443.0,O,Goldman Sachs Group,holbrooks,Belvia,,,32318
pfi46,76.0,346630.0,9270 LEAF SOUTH,376.0,4.0,United States of America,,337564.0,O,E*Trade Financial,pfieffer,ATHAR,,f,93872
elk47,51.0,9572.0,18582 PERIMETER BOULEVARD,560.0,3.0,Canada,,84777.0,O,Pfizer,elkington,Cherey,Y,,92824
Lab48,,265369.0,9612 park stream upper,693.0,5.0,United States of America,,3146477.0,O,Safeway,Labenek,RAZ,,F,e4a 1r2
laf49,58.0,104172.0,2803 clearwater north,346.0,2.0,United States of America,,495277.0,U,Simon Property Group,laferriere,kishore,Y,,H7G 1V4
Nor50,52.0,65550.0,11103 BISSONNET WEST,342.0,3.0,United States of America,,746904.0,O,Trinity Industries,Norment,Nelleke,I,,85039
hag51,91.0,,4652 outervale lane,563.0,0.0,Canada,,1219620.0,R,Solutia,hagar,sibby,,,v6m 1q3
Bet52,17.0,,341 dunbar west,391.0,3.0,United States of America,,1718910.0,O,,Betcher,ericha,,m,X7j 1r1
Van53,6.0,66244.0,16176 vernon drive,381.0,4.0,United States of America,,,O,A.O. Smith,Van der,Janson,,m,B8b 1z5
O'L54,89.0,426954.0,23131 clint way,539.0,3.0,United States of America,,2636424.0,U,AptarGroup,O'LEARY,Dorotea,,F,t5d 1v4
and55,99.0,126891.0,11640 baltic upper,497.0,4.0,United States of America,,1326305.0,O,Coca-Cola,anderson,Denice,,m,V6t 1r2
sta56,77.0,454196.0,20796 dolores drive,661.0,2.0,Canada,,2241997.0,O,Kimberly-Clark,starks,Myron,,,91177
CHA57,,163940.0,14359 COMMERCE WEST,558.0,3.0,United States of America,Apt. 275,1542891.0,R,Visteon,CHASSE,Barby,,,T5c 1t1
ASI58,90.0,365213.0,21448 hampton boulevard,534.0,1.0,Canada,,797918.0,O,TECO Energy,ASING,Ariella,,R,35862
ask59,82.0,428739.0,7637 pershing way,373.0,0.0,United States of America,,347654.0,U,Bemis,askins,ADEY,,f,96820
Kik60,,142444.0,11529 arcana boulevard,382.0,0.0,United States of America,,2456397.0,O,Wyeth,Kikuta,GAYEL,K,,75238
Cha61,15.0,416168.0,2700 windwood north,475.0,3.0,United States of America,,1284229.0,O,United Technologies,Chane,Man,,F,85769
KIL62,,291420.0,22279 gramercy road,539.0,0.0,United States of America,,618787.0,O,Clorox,KILLEN,Klara,U,m,H5i 1o9
kin63,96.0,413501.0,9828 west east,711.0,5.0,United States of America,,1171606.0,O,Discovery Communications,kinley,Abdalla,,f,90849
MAL64,38.0,,5935 mcafee park,606.0,,United States of America,,3983261.0,O,Williams-Sonoma,MALAHER,bal,,,43644
Odu65,10.0,419143.0,12460 CLAYTON STREET,494.0,3.0,United States of America,,2328568.0,O,Manitowoc,Odum,Romy,J,,99213
DI 66,72.0,155057.0,275 3rd drive,309.0,5.0,United States of America,,2078600.0,O,Henry Schein,DI NINNO,KORAL,,,72226
STU67,97.0,313859.0,6907 FERNCLIFF CRESCENT,630.0,5.0,United States of America,,2986155.0,O,Trinity Industries,STUBBLEFIELD,YUKIHIKO,K,,V6Z 1Q9
HAM68,48.0,265907.0,885 crosby lane,330.0,1.0,United States of America,,1864039.0,O,Pepsi Bottling,HAMBALI,Khanh,,,20082
LIB69,97.0,283481.0,2344 kalani west,710.0,0.0,Canada,,1293721.0,O,UGI,LIBRARIAN,Darnell,,m,35827
ohs70,73.0,200635.0,22870 LA CIENEGA STREET,475.0,0.0,United States of America,,3850114.0,R,Greif,ohsone,feridoun,,M,99692
HUM71,71.0,434519.0,8478 green avenue,596.0,1.0,United States of America,APT. 143,1618743.0,O,Equifax,HUMMEL,Magdy,O,,V6c 1q5
BRA72,93.0,392315.0,23639 purdue rue,670.0,1.0,United States of America,,3383487.0,O,,BRADD,jiri,,,80158
Boa73,53.0,493829.0,19202 ansley park,722.0,3.0,United States of America,,2981876.0,O,Freescale Semiconductor,Boarder,AILA,X,,t6d 1b6
Mcn74,32.0,97489.0,11319 devonshire rue,587.0,2.0,United States of America,,2109339.0,O,Aleris International,Mcnally,Vincenzo,,,33120
MAR75,1.0,,23665 deerwood park,609.0,3.0,United States of America,,791803.0,O,,MARKOVICH,Minnnie,,F,99742
Wil76,39.0,383046.0,4855 union north,401.0,1.0,United States of America,,3523678.0,O,World Fuel Services,Willekes,alfonzo,,f,V6N 1T1
Dea77,77.0,1190.0,9466 SHADOWBRIAR WEST,335.0,0.0,United States of America,,1681902.0,,R.R. Donnelley & Sons,Deacetis,Swandi,S,m,44104
Hou78,18.0,85733.0,3504 regency avenue,569.0,5.0,United States of America,,3851455.0,O,Brinker International,Houk,Anya,,,14605
Goy79,70.0,387890.0,7281 northland lower,,2.0,Canada,,2339382.0,R,Temple-Inland,Goyette,Enrika,,,80076
Mok80,26.0,16808.0,12481 hayden lower,679.0,0.0,United States of America,,,O,Psychiatric Solutions,Mok-fung,SONJA,Z,f,V6I 1V6
Run81,,304589.0,2328 gracie avenue,356.0,4.0,United States of America,,2065016.0,,Nash-Finch,Rundle,Liem,I,,97307
BEL82,58.0,48506.0,4737 campbell street,308.0,5.0,United States of America,,2454049.0,R,AMR,BELLEY,COLLETTE,,o,46237
BAE83,43.0,,2401 stratmore lower,412.0,4.0,United States of America,,2423395.0,O,Spartan Stores,BAER,SIAMACK,Y,,V6B 1S6
MAU84,65.0,358862.0,21477 JUNIPER CRESCENT,618.0,3.0,United States of America,,1342045.0,O,Cigna,MAULDIN,Toshihiro,,f,H2d 1x1
Koo85,24.0,477614.0,19214 YAUPON BOULEVARD,429.0,3.0,United States of America,,861756.0,O,General Cable,Koohgoli,Casey,,,95108
Lau86,79.0,175414.0,7785 rusk boulevard,819.0,1.0,United States of America,,1215349.0,O,Dun & Bradstreet,Lauriston,Daryn,,,80050
Man87,48.0,427598.0,18002 cantrell upper,552.0,1.0,Canada,,3981554.0,O,Casey's General Stores,Mangum,Adrianna,L,F,90122
PIE88,69.0,368207.0,23341 brookside upper,587.0,4.0,United States of America,,3865937.0,O,Jack in the Box,PIERCY,Cortney,,,43614
Bus89,91.0,449944.0,20494 ROSS WEST,304.0,1.0,United States of America,,2804700.0,O,Assurant,Buscaglia,Duane,,M,61110
BAB90,75.0,166247.0,17552 SAVANNAH NORTH,795.0,5.0,United States of America,,3283558.0,U,Psychiatric Solutions,BABIONE,Tele,,,70174
Bur91,85.0,391165.0,4462 pace crescent,830.0,3.0,United States of America,APT. 373,450524.0,O,Danaher,Burkard,Ophelia,,M,90324
Kin92,76.0,165854.0,7161 tallowood upper,709.0,3.0,United States of America,,,R,Clorox,Kinsella,lorine,,,s7d 1n1
POM93,68.0,326181.0,3489 silver sage west,493.0,1.0,United States of America,,,O,Boyd Gaming,POMMAINVILLE,Viole,,,93829
BOA94,95.0,173387.0,12481 hayden lower,680.0,,United States of America,,633760.0,O,Eaton,BOATWRIGHT,Nani,,M,89116
Ron95,15.0,301127.0,13210 3RD DRIVE,800.0,5.0,United States of America,,3634954.0,R,Dynegy,Ronald,cherey,R,,94315
wei96,17.0,487230.0,8899 starling lane,614.0,5.0,United States of America,,799268.0,R,AmeriCredit,weihs,Redgie,A,,T5b 1u9
Hel97,94.0,425747.0,11480 fennel south,763.0,0.0,Canada,,39093.0,R,SLM,Helpb,Yousef,P,M,T6b 1a5
mog98,70.0,401946.0,7266 cherry upper,561.0,4.0,United States of America,,2705353.0,O,NV Energy,moghe,Damaris,,m,60699
boz99,29.0,425422.0,10678 ENGLEWOOD WEST,569.0,2.0,United States of America,,3565153.0,O,Landstar System,bozicevich,Ilyssa,,,V6p 1s8
Zah100,52.0,208890.0,21181 2ND RUE,634.0,1.0,United States of America,,2832204.0,O,Pacific Life,Zaharychuk,Moselle,R,,v6i 1p1
And101,51.0,67880.0,22963 hanover road,488.0,3.0,United States of America,,2194345.0,O,Textron,Andric,Dulsea,,F,79423
Bam102,24.0,133412.0,8268 cliffbrook boulevard,788.0,3.0,Canada,,3737140.0,O,Pfizer,Bamfo,Lyndsie,L,,H5j 1o6
fro103,98.0,144829.0,5118 montview court,333.0,4.0,United States of America,,464753.0,O,Cigna,frondozo,KESLEY,,,93761
Car104,59.0,,17442 tallowood upper,601.0,1.0,United States of America,,596696.0,U,Ameren,Caron,LAUREL,J,,76150
muc105,49.0,143682.0,4038 WEDGEWOOD STREET,595.0,4.0,Canada,,1504753.0,O,Consolidated Edison,muchow,Steen,V,f,99717
gat106,1.0,350020.0,20334 anaconda avenue,433.0,1.0,United States of America,,3049281.0,O,Occidental Petroleum,gateau,noel,,,60608
Sch107,79.0,435103.0,5385 young west,403.0,,United States of America,,247478.0,O,Sherwin-Williams,Schaefer,Tracey,M,F,v6w 1u4
pom108,6.0,207768.0,2747 SINCLAIR LANE,615.0,5.0,United States of America,,2750301.0,R,Affiliated Computer Services,pomerleau,Sarajane,,,T5b 1t6
cuc109,70.0,407512.0,8622 BROWNWAY PARK,735.0,4.0,United States of America,,721333.0,O,Valassis Communications,cucuzzella,Geoffrey,K,F,23298
SUG110,23.0,403366.0,18048 GREEN NORTH,668.0,0.0,United States of America,,669440.0,O,,SUGARMAN,loralyn,Z,q,32803
Pep111,78.0,384095.0,18994 country boulevard,349.0,5.0,Canada,,2473979.0,O,Smithfield Foods,Pepe,andrei,,,64122
Cha112,79.0,288969.0,16063 ashland road,654.0,,United States of America,SUITE 7,3545170.0,,,Chandrashekar,javad,,f,T6b 1h2
SEI113,72.0,233665.0,19309 mcfarlin north,361.0,3.0,United States of America,Apt. 971,1494871.0,O,TD Ameritrade,SEIFERS,Karna,U,m,22222
GAR114,31.0,147236.0,2454 cliffbrook west,427.0,0.0,Canada,,436164.0,U,Comerica,GARTLEY,Jocelyn,S,F,T6a 1d2
Tou115,86.0,452557.0,15865 strand west,322.0,3.0,United States of America,,1069481.0,O,Steel Dynamics,Touchette,Elvera,,M,v5d 1n9
Kur116,,179305.0,13776 east boulevard,792.0,0.0,United States of America,,,R,Coca-Cola Enterprises,Kurdziel,Nessy,V,M,23321
Her117,87.0,205817.0,10570 WEIZMANN LOWER,478.0,0.0,Canada,,2957261.0,O,News Corp.,Herod,lona,,,90505
MCV118,92.0,262711.0,15278 walnut hill road,477.0,5.0,United States of America,,228459.0,O,,MCVICAR,RHEA,P,,19066
LAB119,4.0,84810.0,23007 WAKEFOREST WAY,449.0,5.0,Canada,,67267.0,O,Stater Bros. Holdings,LABFIVE,Josefa,,F,v6s 1r3
but120,8.0,96441.0,9088 rivas way,466.0,4.0,United States of America,,1087978.0,O,BorgWarner,butta,alikee,,,78769
Pro121,97.0,462762.0,18798 ullrich road,483.0,5.0,United States of America,,3885967.0,O,CB Richard Ellis Group,Projects,dolorita,,m,53769
Irc122,,141890.0,18517 HULEN LOWER,588.0,4.0,United States of America,,3271101.0,O,Zimmer Holdings,Irc,Marilyn,,,H7E 1U6
Ziv123,40.0,156610.0,11474 dodd lane,313.0,5.0,Canada,,,O,Mohawk Industries,Zivkovic,robertson,G,,e7o 1k1
sim124,95.0,164752.0,9375 wood south,647.0,4.0,United States of America,,1999133.0,R,Berkshire Hathaway,simser,Ilsa,H,,90374
kei125,92.0,278949.0,20479 wise avenue,430.0,5.0,United States of America,,1100786.0,O,Saks,keifer,Pen,I,,63169
arv126,67.0,,19918 ROGERS NORTH,467.0,5.0,United States of America,,563992.0,O,Gardner Denver,arvin,AUBRETTE,P,f,16515
Pra127,24.0,463736.0,9284 coffey lower,399.0,2.0,United States of America,,962397.0,O,Hasbro,Praeuner,Cole,,F,85309
lue128,26.0,,2929 north crescent,654.0,3.0,United States of America,,1064169.0,O,CBS,lue,liva,C,m,92158
Prz129,62.0,86667.0,15404 queen street,378.0,0.0,United States of America,,2100059.0,O,Synnex,Przybycien,Ayaz,,f,33152
pen130,37.0,193470.0,1619 greenspoint road,338.0,1.0,United States of America,,99025.0,O,Belden,penn,YETTY,J,f,83729
Gua131,71.0,406379.0,21477 WARREN PARK,695.0,0.0,United States of America,,3865481.0,R,Broadcom,Guay,Mary-michelle,S,,B8b 1z6
bre132,29.0,480595.0,6503 ROBBINS STREET,614.0,3.0,Canada,,804544.0,U,Reynolds American,brennand,agretha,,F,53717
Sav133,89.0,181718.0,3958 GLEN LOCH BOULEVARD,307.0,5.0,United States of America,,3143356.0,O,Wells Fargo,Savanh,LOTTY,X,f,t5c 1w7
ABB134,11.0,468310.0,13640 ethridge lower,331.0,3.0,United States of America,,,O,Retail Ventures,ABBATANTUONO,Kassey,Z,,37245
OP135,20.0,354987.0,3981 imperial lower,638.0,0.0,United States of America,,2311953.0,O,AT&T,OP,Adria,N,M,94401
Mer136,75.0,284539.0,13210 3rd drive,703.0,5.0,Canada,,3120608.0,O,Wynn Resorts,Mersinger,audivox,,,B8a 1y3
rut137,95.0,213725.0,9297 THROCKMORTON SOUTH,302.0,5.0,United States of America,,2058270.0,O,Eastman Kodak,rutt,SUE,,F,t6b 1k2
bem138,0.0,74195.0,8935 YOUNG UPPER,522.0,3.0,United States of America,,1511983.0,O,Aramark,bemis,Lorenza,I,,85306
Pen139,73.0,169295.0,3797 RUTGERS PARK,,1.0,United States of America,,439080.0,O,ENSCO International,Pennington,Enzo,,,V6R 1R7
tor140,39.0,307832.0,8285 tamarind crescent,833.0,0.0,United States of America,,921255.0,R,Auto-Owners Insurance,torok,claudina,Y,M,68513
law141,76.0,20397.0,20025 routh crescent,,1.0,United States of America,,3810365.0,O,Bemis,lawlis,Otha,L,m,v6n 1v9
Bee142,5.0,463094.0,4144 LAKE PARK LANE,664.0,2.0,United States of America,Suite 397,2641938.0,O,Securian Financial Group,Beebe,Rodie,D,m,83702
sch143,65.0,331900.0,3375 sakowitz lane,789.0,1.0,United States of America,,3857323.0,O,Ford Motor,schlange,DULCE,,m,80125
Wit144,94.0,8421.0,7255 berry way,803.0,0.0,United States of America,,1636212.0,U,ConAgra Foods,Witchlow,Win,,,M5G 1Y7
MER145,95.0,35780.0,3131 WATHAN SOUTH,720.0,4.0,United States of America,,2999082.0,,Charter Communications,MEREDITH,Roselin,Q,F,80213
bia146,28.0,139897.0,18440 RYAN NORTH,839.0,0.0,United States of America,,2280820.0,R,Calpine,bialkenius,Malanie,,m,60737
Swi147,76.0,414119.0,13222 glen loch road,621.0,1.0,United States of America,SUITE 464,1050866.0,O,Crane,Swiat,TARYN,P,m,90510
bul148,81.0,234035.0,7889 MURRAY WAY,628.0,4.0,United States of America,,,O,Textron,bullinger,MALENA,,,92882
TYR149,38.0,144405.0,7527 whale drive,813.0,5.0,Canada,,603001.0,O,Idearc,TYRRELL,Dorie,,F,98121
Fyf150,25.0,55441.0,17788 eagle trace park,367.0,3.0,United States of America,,3368239.0,R,Cabela's,Fyfe,Liese,,,H2e 1x9
Sic151,0.0,392869.0,7661 GRANT WAY,807.0,2.0,United States of America,,1042629.0,O,EOG Resources,Sicard,tele,,,23503
CAS152,61.0,402416.0,4806 crystal hills street,501.0,4.0,United States of America,,1948746.0,O,,CASTEN,astra,,F,40208
Cho153,3.0,89984.0,4211 WILLS NORTH,490.0,2.0,United States of America,,3113862.0,O,Burlington Coat Factory,Choy,marnia,S,,75201
CHA154,77.0,395773.0,7524 linberg north,321.0,3.0,United States of America,,2777290.0,O,Southwest Airlines,CHACKO,AMY,,,93852
bei155,8.0,126662.0,14266 lemming south,,0.0,United States of America,,2210073.0,R,RPM International,beil,HAMILTON,E,f,32312
Ele156,34.0,132008.0,1427 ADDAX LANE,446.0,1.0,United States of America,,1999684.0,O,Amazon.com,Eleftheriou,Kuldip,J,m,90059
o'g157,15.0,417218.0,1625 fernando court,428.0,5.0,United States of America,,2119678.0,O,Neiman Marcus,o'grady,krystalle,,F,77006
Kat158,66.0,360063.0,335 floresta north,423.0,0.0,United States of America,,169808.0,O,Goldman Sachs Group,Katchmar,Stella,,,23224
Lui159,55.0,100516.0,22806 garson east,499.0,4.0,United States of America,,1072732.0,O,Boeing,Luin,Marie-josee,O,,10055
Kla160,8.0,16814.0,5524 vermack street,342.0,1.0,United States of America,,2261442.0,O,United Refining,Klavkalns,Nashib,,f,35830
Bru161,7.0,,18105 electra street,632.0,3.0,United States of America,,2234368.0,U,D.R. Horton,Brunsting,Annette,Z,,v6m 1s9
Apt162,97.0,315962.0,719 holman court,525.0,1.0,United States of America,,575288.0,O,Jarden,Apter,LENA,Q,,22304
sch163,95.0,299268.0,23553 MEMORIAL RUE,371.0,1.0,United States of America,,1102479.0,R,Systemax,schuette,Christian,,f,06101
Lan164,92.0,301490.0,16759 park avenue,699.0,3.0,United States of America,,2995388.0,O,Marriott International,Lanava,Morrie,,,78756
Fus165,17.0,36052.0,12296 WILLIAMS LOWER,435.0,2.0,United States of America,,1147193.0,O,Expeditors International,Fusca,LYMAN,,F,93003
Nev166,81.0,437483.0,9625 ALLEN BOULEVARD,512.0,4.0,United States of America,,1136540.0,U,Great Plains Energy,Nevardauskis,REUBEN,R,F,T5D 1P2
SHA167,13.0,152971.0,10340 jarvis road,552.0,,Canada,,1677669.0,O,Danaher,SHACKLEFORD,Hermon,,f,10108
Sau168,78.0,449495.0,13143 goodwin lane,,2.0,Canada,,2160706.0,O,,Sauck,Paqs,P,,t5c 1l3
fri169,78.0,349827.0,7160 BEATTY RUE,687.0,1.0,United States of America,,2525665.0,O,Watson Wyatt Worldwide,frischknecht,GAETAN,,,M5B 1Z8
fer170,85.0,9562.0,22679 chimney rock west,433.0,1.0,United States of America,,3517622.0,R,Yahoo,fernandez,leese,O,,V6H 1W2
LAN171,68.0,24514.0,6769 pasadena upper,746.0,2.0,United States of America,,,,Convergys,LANDERS,Amelie,,M,90308
Bha172,1.0,407985.0,20622 MCAFEE COURT,405.0,0.0,Canada,,97675.0,R,Celanese,Bhasin,TAMRA,,,M5e 1y2
Jor173,83.0,,10526 LINWOOD LANE,805.0,5.0,United States of America,,,O,Dana Holding,Jordan,bang,,M,80029
KNU174,78.0,257897.0,21088 vessey crescent,819.0,4.0,United States of America,,3569070.0,O,XTO Energy,KNUDSEN,HILDEGARDE,,F,30350
Ham175,,261143.0,10884 ryan avenue,648.0,5.0,United States of America,,1507616.0,O,Alliance Data Systems,Hamelin,Carmody,,F,97240
MAU176,5.0,110615.0,1481 gale court,401.0,5.0,United States of America,,514151.0,R,Franklin Resources,MAUER,Dareen,,,R3A 1M1
Rez177,43.0,407799.0,18390 martins east,484.0,0.0,United States of America,Apt. 426,2903408.0,U,Fidelity National Financial,Rezansoff,WEN,,F,73172
Koa178,53.0,195242.0,23208 porter crescent,463.0,4.0,Canada,,1695814.0,O,FirstEnergy,Koa,MOT,,,V6s 1p9
HAN179,13.0,315490.0,17026 durand north,335.0,0.0,United States of America,,868465.0,O,Commercial Metals,HANNEMAN,leese,B,m,90140
jak180,7.0,22201.0,16533 devonshire park,,4.0,United States of America,,2810709.0,O,Genzyme,jakim,nettie,I,,94639
ump181,17.0,441579.0,8965 griffin east,381.0,5.0,United States of America,,3593363.0,R,US Airways Group,umphres,AILEE,C,,22307
Wic182,67.0,342730.0,22451 larner court,708.0,2.0,Canada,,2607636.0,O,Advanced Micro Devices,Wickham,chan,G,,55116
Gat183,54.0,117267.0,3681 HOLLY KNOLL CRESCENT,354.0,4.0,Canada,Apt. 540,2735642.0,R,United Parcel Service,Gates,RAY,,F,M6s 1i5
bot184,5.0,260107.0,5678 dayton street,547.0,4.0,United States of America,,1501732.0,,Fastenal,bott,Robinette,,,92708
DAV185,28.0,166760.0,15591 holgate lane,761.0,1.0,United States of America,,397072.0,O,Core-Mark Holding,DAVID-YERUMO,Rocke,T,,V6r 1q6
HIL186,5.0,401021.0,23477 havenridge rue,659.0,1.0,United States of America,,3399757.0,O,Boise,HILLARD,Suzette,,F,63178
war187,,70945.0,18267 cape lane,351.0,2.0,United States of America,,2684548.0,R,DST Systems,warburton,Myla,,,x7j 1r5
MAC188,72.0,389391.0,2928 POTOMAC UPPER,608.0,3.0,United States of America,apt. 48,3041622.0,O,United States Steel,MACHNICKI-HYNES,dacia,,m,M5e 1y7
lev189,12.0,63226.0,14656 pasadena park,706.0,2.0,United States of America,,3211816.0,O,Pepco Holdings,levitin,CHELSIE,A,F,23257
Goo190,71.0,206220.0,16983 flagler drive,391.0,4.0,United States of America,apt. 968,127026.0,O,Acuity Brands,Gooderham,abbas,,,V6I 1U7
Koh191,90.0,,17212 LANDER SOUTH,461.0,4.0,United States of America,,588945.0,R,Baker Hughes,Kohalmi-hill,Rec,E,,94539
AYL192,20.0,337152.0,23764 sabine west,510.0,4.0,United States of America,,1962620.0,O,Newell Rubbermaid,AYLWIN,Elaine,,M,H7h 1v4
CHO193,58.0,312074.0,16271 vista south,805.0,2.0,United States of America,,178193.0,O,Westlake Chemical,CHOUHAN,Katharine,E,F,15201
DIT194,57.0,68551.0,1080 LAVENDER LANE,702.0,4.0,United States of America,,2102811.0,O,Jones Lang LaSalle,DITKO,LILIAN,G,,t5a 1n6
EMI195,43.0,488800.0,10856 summer street,368.0,1.0,United States of America,,2246854.0,O,Burger King Holdings,EMIG,CATI,,,78784
