AgeID,CreRa,AddL2,Empl,FiNa,MiIn,Inc,NumCa,NuChil,MaSta,A,OOReFl,NumCreCar,NWo
Cgt7525,734.0,Rpzwirgfyiw,Country Financial Services,FFJGEQD,,238434.0,4.0,2.0,W,99.0,O,7.0,2388613.0
Lwx7526,469.0,Purkujuxneqrcbfjdbsdifxxzlggdjpyacbyftzaaklcorpswlhowlnhtnb,Procter & Gamble,Pdcxrihnl,,,0.0,2.0,M,49.0,U,4.0,3116283.0
epy7527,595.0,Zzhfkhlfkpqslmxcwhjcrxnajovgogoaffeoteagwewkptqwgqwbvrvndaakkcifzoetlbka,Ingles Markets,Zckhcacwaelzutaodqalxyjrkh,,391354.0,3.0,0.0,S,72.0,O,2.0,2671950.0
Aff7528,410.0,Acdrcqabtcdgmgl,Forest Laboratories,sqrosgqnpifxjx,M,419165.0,3.0,0.0,U,41.0,O,1.0,3899593.0
mfc7529,475.0,Bahndgtlqyafcqwtjhoernwtgocuhsgrhovhsegbmwdlyzbfrnlv,Dentsply International,Erqzkkllazeobgthnmgsbtj,S,396509.0,3.0,2.0,W,54.0,O,10.0,2537332.0
Slf7530,,ikkajewgvilzcwqbyanbownxssvmccjbqchnemhttpdspyp,RadioShack,Lcziayaozecoqqluasolkmmcldm,S,145161.0,0.0,2.0,,11.0,R,2.0,733236.0
Cxu7531,519.0,Wblpiuzbjoibqlodlednoksegkjczmjreokvvatqkkngpylavaglfctdw,Century Aluminum,Gcnczmuxviqaxtsdzmzhtro,,263206.0,2.0,5.0,W,0.0,O,3.0,
GZO7532,841.0,Rvkghtzjwsaiovxljurbnpwizttyrmhlfwdhlncca,,Rsoobsqytvjycob,F,190371.0,3.0,3.0,D,27.0,U,5.0,3397276.0
DRW7533,540.0,RUWAYGWKFXAGQZBYRVUGGDPZRTDECHQOMAVILHPAXYSESJMBBLBPFCDUICKUXCAAKLNOFIX,FPL Group,Pjvadgt,A,203968.0,3.0,1.0,U,95.0,O,6.0,2444257.0
set7534,540.0,Rrtbpdznkfogtppnsueqxwchhvupvxearkwlaafqtagtccoryylzdpzwrre,Lockheed Martin,GUBKOKITTSKVYM,N,428323.0,1.0,3.0,U,35.0,R,10.0,71520.0
Pyo7535,,Nrmtyquwcfjecduszffruqyerxzfnedhfpqeaxemkbcmtzxrzhtyrurf,Sanmina-SCI,NDIVVVBOQBDHPTNVKBVCBEIUSNBIZU,,159980.0,4.0,1.0,M,96.0,O,6.0,1911091.0
FSH7536,424.0,Pfhnpyrpjsalubosyapounfypchnihuddngommcnsueq,Iron Mountain,Kuteauo,,266852.0,0.0,0.0,W,96.0,O,6.0,988775.0
Tdx7537,623.0,Unwsbeiwniraokeimaaqgucfssakgswxqsvaqwlmpkyjycdfefwrm,OfficeMax,Hkfofpndygljbeo,,206973.0,5.0,5.0,M,49.0,R,2.0,3919363.0
Sbn7538,792.0,XHQNMCEJKXOQYVSZVESLKC,AMR,Kengxgsu,O,258221.0,5.0,1.0,S,,O,4.0,428918.0
Piq7539,718.0,oiahifvwkwamorcniuglindihirzlwgmmiyhtfjstwxtwsllagfdxdeyvswv,Kohl's,Plywuoa,C,428508.0,4.0,4.0,S,27.0,O,6.0,58134.0
IXD7540,401.0,Toumjfbsumpgfuskpydjeibaxi,Cigna,zfcwsxpjzyqelkxg,,,4.0,0.0,M,98.0,O,6.0,3703767.0
wsn7541,557.0,Wvauhtyvksyytnhclkdonvxrkrlafsiewsqkmnhqwggkzfcdzhuathzdbx,West,Yxvczhqjwgnhowiu,,58953.0,4.0,5.0,M,,R,2.0,433859.0
Jkp7542,393.0,Eqmygcxijmgawhtpqdujtsonetcpobmyzxwgofxefsuosvxanmprjgnksatbjdgkpdcdsdnem,Monsanto,Grkknjyfgbhtyrhxzeaoeoyirwfa,A,409682.0,5.0,5.0,W,56.0,O,7.0,3002044.0
CCF7543,557.0,Pmoymlejwidgbbykomyvmjwymwejrygsfxligdlfwlzpnnledoomveftohwr,Reliant Energy,Vfrdst,,340191.0,2.0,4.0,M,94.0,,10.0,1124168.0
ylj7544,465.0,Msanyqaxwwzhwbwkzjqnzjjxzrzjxzaeoszfzolqsglgjh,Idearc,Hqcswumjvwbemosmy,,238216.0,4.0,5.0,U,98.0,O,5.0,2081541.0
ZBB7545,,hkyochorqgtokxgozmoncalaaiw,Neiman Marcus,Ectbhkmbvwkwdbn,V,113171.0,0.0,1.0,M,8.0,O,6.0,1897076.0
fqe7546,485.0,Datdnghoiymltcayulgkgxywi,O'Reilly Automotive,Bdbgqpllbnrmiirpct,,234797.0,5.0,,W,90.0,,10.0,235172.0
Wpw7547,303.0,NSZUOXSAHAQLSGYVDSNBNSQBCWHESEFJFUFMMZLEKXZHSZAJNODREZPGNHTMFBRV,Cliffs Natural Resources,Ftszluaxcsoxdfbmdd,,225322.0,4.0,2.0,M,34.0,,2.0,639573.0
vpz7548,846.0,,Health Management Associates,Qrdnpjquwnixfocqhsrlkcxmelwijl,,192689.0,1.0,2.0,W,25.0,O,4.0,2667082.0
Yfz7549,621.0,,Chevron,Kkiolpmrgzmnjanqc,,348685.0,5.0,4.0,,50.0,O,1.0,2598634.0
dou7550,331.0,,Exide Technologies,unzegilpp,,401229.0,3.0,4.0,D,85.0,O,,1074671.0
FDJ7551,401.0,HLOJHZJWUXABGARNAABHGKSPRTSMXFEGJQLZBASFMOOMEJAIWUDLITCCGCTJFDCOD,Convergys,xetqkitwlh,,38597.0,5.0,4.0,M,60.0,R,9.0,2272997.0
ufu7552,644.0,Duisjsopcacwllrstuypvsbbsvkdatbgbuhcrhcbyzbfpde,Dominion Resources,TWRRGULRYKYUWZYBQQFMIFFKVK,,,2.0,2.0,S,95.0,R,0.0,702000.0
bbg7553,769.0,NBSHKLXYVUUWXEQSGXR,Sentry Insurance Group,Yqfljvgkfucafpjpamdtcppiipc,H,161204.0,4.0,1.0,M,8.0,R,5.0,1289800.0
Znk7554,481.0,jaxpxxcjpqnmhujzeryywtaqfibrvjuuhgihamgeozylueonpssxppzubaiszvrsdnli,Cintas,mjeasoritwctufyojamzbeeoo,v,202650.0,3.0,4.0,M,31.0,O,2.0,1007390.0
CGQ7555,732.0,Fybefboxxpctrjbukylnapoyrwblhkedslpgmv,Medtronic,Udxaujgiratgthwkvdibgvwfo,T,,1.0,2.0,U,51.0,O,7.0,124290.0
add7556,802.0,Jwnmnrgaorhevoeuouzzflzrqbvbepxshkroqtsatorgyq,Pride International,GHFUKZPOKMXWZF,,492433.0,4.0,4.0,M,24.0,O,2.0,1820002.0
Anw7557,329.0,oirwzdfgqxansutunbvjetsjmwaporydypbmkytmkxtudhykhlfxwyfienshpga,A. Schulman,ybtkiifyhbgchnuctnhnqspk,J,344858.0,2.0,4.0,M,78.0,O,5.0,2200347.0
Hvt7558,839.0,nqcozjievwzk,Oneok,Fhkymmgjsbmpduuffgavhfcxm,,197290.0,5.0,0.0,W,56.0,R,0.0,3669569.0
Yqj7559,539.0,IPHMQTVCTWHKZTTEXVGBZIMXKQPRTMOMQGMKULQYVFKMJIXBYCFJ,Danaher,DEZDTMSMWKALBRPALCFIME,d,283654.0,2.0,,U,50.0,,,2140537.0
Ztn7560,561.0,ykqmdxnjptruzfrtrxuzliegrjoukbbngeivjuyo,Del Monte Foods,phoxfeiqoldgmnojmzunmargkla,,317423.0,4.0,5.0,M,52.0,R,4.0,3258909.0
bni7561,814.0,Lfrjkyblujmbxigmylpsxieswspmei,American Electric Power,Upuabfflh,,399126.0,4.0,5.0,W,14.0,O,2.0,1825422.0
swx7562,305.0,Fjqtbijoqcwhabljushhschaxdqtzjhbxfgnrhg,TJX,owagfolbfwjzeg,,398180.0,5.0,0.0,M,29.0,R,7.0,1845263.0
DSA7563,457.0,Kteeeexlhuihtzqagxidvmwnyjrhkquamdymfabfshjeciqttmtpxskqoaqdlcikisbcxgenkmvlbi,Philip Morris International,Qdmppehqxloc,P,,2.0,4.0,S,50.0,O,4.0,1463114.0
BXZ7564,349.0,Syzekstuevpshdzfvcjodcagverxpkwlrufknrwclcbaejmemrylewqmwkcnjdofdjjro,Cincinnati Financial,jqbetxkci,,485429.0,4.0,1.0,U,67.0,O,8.0,2354683.0
pcz7565,590.0,Plirpkclrgfnwowuockevefnpxkpcsofgaqjyipndgjpvskjoqjq,Stryker,Wsmywgbvwspgdwhmdxsqjwqb,,118018.0,2.0,0.0,M,22.0,O,0.0,436677.0
Zqa7566,533.0,PGJMEIGJJJOIUBDZWSAYZUBZDNHYRZYNIQKMPYSEBTHYHMRXMTUONNZEJXXRT,Kansas City Southern,ocgwi,,309693.0,5.0,4.0,U,20.0,O,0.0,2383335.0
Htl7567,686.0,IBQIDE,IDT,Pcotdnngmurhkcd,z,90718.0,4.0,0.0,W,75.0,O,9.0,2574739.0
afw7568,582.0,TWGMPVQQVGNHMQHBATGNIWESBBIIBLSZQJGKHMWYBLXEFLIUDYMUKQKTJHQBHMQEUHRIAFWAXGHEMK,Vornado Realty Trust,bvcosqzcleknjzvkygbawlc,L,280645.0,2.0,0.0,U,60.0,O,10.0,1596838.0
Wna7569,807.0,Lrebujnrg,Dollar General,ECLENELTSXGTNWOP,,231559.0,,4.0,S,,O,0.0,591965.0
Mlh7570,819.0,sajoxoumuinhbxrvfxfjsbgsovpttpxgqpzmwqfuokjfisqrh,Safeway,Xdwexmrjat,,36898.0,3.0,5.0,S,48.0,O,3.0,3071440.0
Gor7571,311.0,LCMZKYZFSDMYWBUXWFKZFVTCVWQTBUPLEQTDYFBMMYCXU,Apache,xjwnvwdryqpcehelwzfhkkiuus,,396786.0,2.0,0.0,M,91.0,R,5.0,2683081.0
ENX7572,734.0,Hxutrprq,Lowe's,RNBABCYAFMQPBOHXNUXMXNU,,344365.0,2.0,5.0,U,98.0,O,3.0,3850483.0
fgr7573,432.0,TBNJAUXZROMGQKLALIZLLPXFRECDDTY,Lithia Motors,Eyrtrqkljywvbcice,,1205.0,4.0,1.0,W,51.0,O,1.0,1870617.0
Ysh7574,394.0,JRHXPUUHAFHDPF,CH2M Hill,Opybrukftspofebjmspkjsgtobzsp,a,276666.0,5.0,0.0,S,22.0,O,3.0,1249534.0
Mos7575,658.0,yvntcqjqqmbftwetvbqgclcdbxspvk,Tellabs,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,I,497953.0,0.0,0.0,U,57.0,O,1.0,3789880.0
czu7576,348.0,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,Phillips-Van Heusen,kpofwgtomgijnm,,156048.0,1.0,2.0,M,38.0,O,3.0,3874445.0
Ghr7577,598.0,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,Wells Fargo,Biflzgcqpqpbahquomftmjffohpwuy,Z,63617.0,1.0,5.0,M,68.0,O,8.0,437353.0
Rwk7578,505.0,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,Vornado Realty Trust,ybdlwlwxispyswbiegrbsqqtywxr,,244849.0,2.0,2.0,U,93.0,O,9.0,2669917.0
Uwi7579,839.0,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,New York Times,Capzcewdt,,123585.0,4.0,3.0,S,48.0,R,7.0,1466537.0
VXZ7580,672.0,CYQWJKJB,Adobe Systems,XKBLVBCCYKMIXABVTOTVPZCJRII,,391134.0,1.0,1.0,S,96.0,U,2.0,991860.0
Ayk7581,696.0,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,Valmont Industries,wmknfemsztimaphftadowlmbnp,p,426759.0,5.0,5.0,M,58.0,O,3.0,
lho7582,448.0,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,UAL,DHLVITRFJDXLTPAGMPMJ,,451737.0,5.0,3.0,W,63.0,O,5.0,1816368.0
rzi7583,549.0,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,AFLAC,Jdpqutldftwykfyhukveiaimoyyk,,180822.0,2.0,1.0,S,18.0,O,9.0,565246.0
Wds7584,705.0,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,VeraSun Energy,Qiwemtdba,,205843.0,4.0,2.0,W,40.0,O,0.0,1899339.0
Xsj7585,387.0,ccfzcxohrhrcnypedmhjovjyjrxi,Magellan Health Services,JQKEDISZ,f,470985.0,4.0,3.0,M,29.0,O,6.0,3873239.0
Lux7586,359.0,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,Emcor Group,Gfuwa,v,318225.0,2.0,1.0,U,21.0,,7.0,767547.0
wxw7587,494.0,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,Peabody Energy,CTTUYHUUMMDTX,,326044.0,2.0,2.0,M,41.0,O,9.0,1027999.0
pfz7588,345.0,dkloiwbnfvzdahunlhpjrogccxqvumqnusxtgmumlgkqbfeavzoqjurkuzwgviv,State Farm Insurance Cos.,Wvtqm,e,,1.0,1.0,M,56.0,,10.0,3428495.0
hlx7589,402.0,REHWDWEP,Humana,xuwgpsvzcpxtoerndtr,,187282.0,2.0,0.0,M,33.0,O,10.0,1827180.0
nyb7590,579.0,BLJWLBPCUELGOKEIUQCTSGDTXPVLCUAMBJJFTLWHGJCNDTMJCJEPURKGOZXHMEG,News Corp.,Hnnzpokbygacjjgybkskf,,,2.0,0.0,M,96.0,O,3.0,2070007.0
Ltt7591,569.0,DIMPFMEBDNHBCT,Torchmark,qsnivsknktiwjpqwnrlgftnmsrxkjc,O,,2.0,0.0,,35.0,O,2.0,
gsz7592,745.0,CPQPITTJFMZURCPKRDGFXKRGKAGZRVRHTVLTDGCNAIMRIQMUJMAFVYKPGZJTYUFXD,Rock-Tenn,pygsfvfpeofkdcugfvxdsqgmcgebfp,,306946.0,0.0,4.0,W,40.0,O,9.0,3596263.0
Kwp7593,320.0,DVYTEPWCABNSGPTLJEMPQLTEWM,AGCO,Zgxsuo,,99663.0,0.0,,D,10.0,U,1.0,3719999.0
AGM7594,591.0,SKLIUNERLPFHIHAPMJBTKQVRKTLDHCQIYPTSST,,ganifmdaqbltccwbqijtkypcetuq,D,482013.0,2.0,4.0,M,59.0,R,4.0,3058439.0
Ocn7595,,,United Stationers,IYCOMORWDFSEKN,u,180476.0,1.0,0.0,M,70.0,U,10.0,2592932.0
Cmw7596,417.0,qlgnszfowrbrkuurrmjrfnfaeulhneecv,McCormick,vdvdlfz,,285682.0,4.0,5.0,M,69.0,,5.0,1471273.0
Dit7597,338.0,VHIXZPOUQNTSSHSDGUCZRJUUTMIKLNWMJAVUWCMTVNSFTCYJK,National Life Group,Sbwymtnwzhffkwjczlsnvrtcv,V,455032.0,0.0,5.0,M,96.0,R,8.0,
Rmm7598,340.0,CVQRRGZCPZBNQTCNASXYSYWIUEJKLKHKBQZTGXQCFUDATGTJLZCATICUAJAHZLFG,Hasbro,qjjwbffbgxilxyarhjwdvo,S,356141.0,3.0,,S,9.0,O,9.0,2410816.0
ekj7599,738.0,svisticqsjulrudmbisfvfrpddlemifeirzxpdcflhevzsrddatdhpzcrtucukwlqng,Tupperware Brands,JIXUQX,,165667.0,3.0,3.0,U,39.0,U,5.0,1059543.0
wcq7600,597.0,MIMWGPPF,Covance,Eqrxuc,A,459767.0,0.0,2.0,S,31.0,O,7.0,379282.0
Klc7601,603.0,Xpannac,Interactive Brokers Group,PDAXUXBMPOVTKJUR,,106459.0,2.0,2.0,M,64.0,R,4.0,3271265.0
Jrd7602,662.0,Pspmoftnashzvtfxfiuuzjpcvugdlvvezjgojjmvkgaqxqriw,SkyWest,Adftxl,,51021.0,,1.0,D,38.0,U,5.0,1530364.0
GDQ7603,838.0,RUVLQHPKIECWUMXVAJLEIVCCDFYFEMUNTJAJ,Best Buy,Gaksvvggpbleteofow,,494931.0,2.0,4.0,W,47.0,R,0.0,3731860.0
fnm7604,791.0,Tgduloxjkccxdbsfdbssvgjtovxnpmmufkdwbhtgolrddejglsgeds,Sears Holdings,Ijstknxzfzsvqmy,,429859.0,5.0,2.0,M,,O,9.0,2488858.0
Ymu7605,692.0,Axjkrkrawohwcuinpapcyjweaijfinacyiwajxirccyh,Frontier Oil,jvhwyzbcwdrrqmlbvpjwbohhemm,e,,1.0,4.0,S,76.0,O,7.0,2301347.0
Pxj7606,673.0,WONBQPUKDIDRBXJQPKRNCTWJZIQEVS,Automatic Data Processing,nhhjbqktsr,R,464086.0,0.0,3.0,W,60.0,O,8.0,1736571.0
Rsd7607,331.0,Mbkljdwjmcmljajvikytmadyqikaodunvvwefxnbvjquurcokfmbhtjirkox,,Lmhtjwddyqbzlxgv,M,207651.0,3.0,,U,73.0,O,7.0,2399483.0
Qqh7608,744.0,BPPKDY,Comerica,BXFLGQTJSJDQAUCXXJXWHTQU,,260418.0,4.0,,U,37.0,O,2.0,2982744.0
udq7609,446.0,eapjgyvomnplzitwttydublguuocfdcksfgxlvoziqblbgdr,Baldor Electric,Tlaihggmhfiuezhjgps,Q,,5.0,1.0,M,50.0,U,6.0,1611011.0
Ghl7610,,Nbhshnkkfusbintuaomfozzlzlrqvcnszantpkgtdkpeezeygucvpain,Commercial Metals,DSRXJZKFJTIVXLBAX,M,316963.0,0.0,4.0,M,0.0,O,0.0,2999167.0
mtk7611,,Xuqmcmxaigbk,,Annsrbdzywmpqvigpn,,84046.0,5.0,,W,,O,,
QIY7612,723.0,cjnjhkatetnmjfhafbopqgnqxuyyigzhvcscq,Molina Healthcare,Mrawpcvb,,368990.0,0.0,3.0,M,,O,9.0,3307491.0
Ohz7613,348.0,HBKYXCKDWMWYBLFBULAVFJRDDWSJVEIRZWMRPJI,Plains All American Pipeline,yociu,,124382.0,2.0,0.0,S,81.0,O,2.0,2057260.0
djg7614,666.0,EECYCMJAJGNQBRSKW,Agilent Technologies,DQNVNWPYSMLDGXJVBUHUKDLRSLN,,9263.0,2.0,0.0,M,52.0,O,,53179.0
Iad7615,,Gzqqapoggafoymlrsdrpgoprvegwwopsfzocffghlyukaydviarcohmehmyeirotvnrvtpi,AutoZone,wfnjfn,,334181.0,2.0,4.0,M,68.0,U,3.0,690086.0
EMG7616,844.0,hgandkyzsnb,,WWWEN,H,314001.0,0.0,1.0,M,,R,8.0,2025465.0
Hjn7617,766.0,Zdhvqoatgrajtuxyjelccetgjoccpfpsixd,Universal Health Services,Krjcfgq,,168309.0,1.0,4.0,M,36.0,O,8.0,695307.0
CYP7618,521.0,Qjlhsxmeblxszguipqhysmeugvxjfbogsljhnkjbyzofkptcvjsxjzk,Time Warner,Fxmpengjsaf,D,322765.0,2.0,4.0,M,31.0,O,10.0,3238398.0
KPN7619,306.0,QTWXYHMLBYQ,Sealed Air,Eobtk,h,311253.0,1.0,5.0,W,55.0,O,7.0,1213578.0
Vbi7620,411.0,SDEAIMDWRSKXTFCPHWF,Sprint Nextel,Abahrdfcbtscoblhaovnjkbx,x,140296.0,5.0,5.0,W,66.0,R,9.0,103708.0
ehb7621,,Hvihqkuiruvwtepybhnojenudorriouchghugcvjufnkzunbsrmtbcrmps,,bhephgijqbu,,439984.0,1.0,5.0,M,22.0,O,3.0,1086081.0
TMQ7622,702.0,DDYEJXZYQIMFMUBLREEDFORHJSISHQDDZPBMPYHNYWIFJDDOUOLVPBXWANDWWB,Quiksilver,KECNVVPGTOXHIGOUAWLHU,C,454011.0,5.0,0.0,U,51.0,O,8.0,1349626.0
Lsb7623,842.0,qujdhroylacrccrmzujxxqlnymrouggufjybwwsykhsvmex,Valspar,xppmtvztaifqynlbmofxonnus,y,191541.0,1.0,5.0,S,26.0,R,1.0,1083092.0
Dpz7624,528.0,Lhwkvadxwcjobcggyuighvqlcm,Timken,kzntoukktuqqfuyeo,u,,2.0,1.0,U,100.0,R,0.0,1662799.0
Zuj7625,300.0,,,TDRLAQZARCGRAMDDMCWP,,,3.0,3.0,W,13.0,R,5.0,3548540.0
Jqk7626,752.0,zbukjmmufvsxqdpushkgyleznwdgfdwkdhfzdfvlhvhzyxozyghmfggpnvsvwbx,Occidental Petroleum,shbaeyxyrjfietruntrdeyqkc,,269215.0,2.0,1.0,S,11.0,O,7.0,881414.0
ijb7627,303.0,Alukohji,,Zururxrihusergiba,,193126.0,0.0,4.0,M,62.0,O,0.0,1712200.0
NMO7628,418.0,qinotwpokaozfdzpohccxuavdpaxwdlmtmjadfltnjmhwgrdejicmcfnlubhbyllemdfach,Massey Energy,QZLCPVRKZMTENMREVZT,U,462618.0,3.0,5.0,M,13.0,O,10.0,847446.0
Tef7629,667.0,FBWQRQEOCZGLOVVDOASBUQUXZBVEIKKQRXKCOLNRDAEZDUWIIIHUPMQPB,Weyerhaeuser,dvbflygvxrizbclmqwoajkvnzoufc,,212026.0,3.0,3.0,W,23.0,O,4.0,344294.0
Sdj7630,441.0,Kxxipkohacffav,National Fuel Gas,mtnubdnrdoivcuqmapqhtvzkixw,Z,371024.0,1.0,4.0,D,51.0,U,7.0,1534879.0
Pbr7631,471.0,Qiuvitslpgrugyhfepyhqpkepxoakfdvujxvlwdzbrdqkspjgjwaxyoqtmumrognloxfgllgtbwijnof,Pep Boys,Nzljqsbgutsixlosfedpmlzl,,235810.0,3.0,2.0,U,2.0,O,0.0,3897101.0
Ice7632,701.0,onxyyslcmbyxpfjuykowqpwqi,Neiman Marcus,Ealrdsynhtadihmsl,,347270.0,2.0,,W,,O,9.0,3064442.0
ZWG7633,323.0,Wkxlmnutvtbidibsrfiukggzvzdvudlsqtqoeebfxdwoljaovnqwtpfbxqltfivgy,BlackRock,xfjdwfentojva,,399212.0,5.0,2.0,D,82.0,R,1.0,2016524.0
Evw7634,846.0,MXUDWCEFTAOMQPNNQJDWEAHPTNIEPUJTQFGLYLHYBIJTRKBWERWKLGDWLBP,McGraw-Hill,Zvowaelneuhpxzphpvtgvfz,,439561.0,4.0,5.0,M,94.0,O,10.0,37745.0
Lhl7635,850.0,Krdmgygwnziumjdtybwyw,Family Dollar Stores,fmdcjzjekrwrirumyvfuqnnkxzr,c,29980.0,3.0,4.0,M,16.0,O,8.0,503752.0
LYB7636,,JTLEWNNBVYPWFKNPYKCXCZDTNCGWXYQCIDBURDHPBHUDIRREIPIIWURQNJPCMCOXKDIHAMXJO,Teleflex,Ohetzpmilrphnhnasiisaypdl,N,28693.0,2.0,5.0,M,43.0,U,,2115180.0
Ijb7637,564.0,xauoqrsloepjaonxzrenuzjnuvdmormautvsxrsssues,,VAUWGMVOILXNGKB,x,106794.0,1.0,2.0,M,76.0,O,3.0,839222.0
Zhf7638,558.0,Qkooarftocvmdpflbfdukodamzupzeoefxdaprmvotwoihofsraorlctgmjewbdafubkew,Imation,Tnwgmuvaaqmxskkyqnvrmnmul,,340598.0,3.0,5.0,S,0.0,O,4.0,1851334.0
PYU7639,417.0,Bfntmkesgyjkjrgttbtdncoumqhmnxy,PPL,mtovrkjvtfkennjujgpegknnck,r,490597.0,1.0,,U,33.0,O,0.0,1348251.0
