indirizzo_id,attivo,negozio_id,indirizzo,data_creazione,cliente_id,codice_postale,distretto,nome,telefono,email,città_id,indirizzo2,cognome
298,1,2,44 Najafabad Way,2006-02-14 22:04:37,293,61391,Baskimaa,MAE,96604821070,MAE.FLETCHER@sakilacustomer.org,146,,FLETCHER
269,1,1,446 Kirovo-Tšepetsk Lane,2006-02-14 22:04:36,264,19428,Osaka,GWENDOLYN,303967439816,GWENDOLYN.MAY@sakilacustomer.org,203,,MAY
236,1,2,885 Yingkou Manor,2006-02-14 22:04:36,232,31390,Kaduna,CONSTANCE,588964509072,CONSTANCE.REID@sakilacustomer.org,596,,REID
312,1,2,1354 Siegen Street,2006-02-14 22:04:37,307,80184,Rio de Janeiro,JOSEPH,573441801529,JOSEPH.JOY@sakilacustomer.org,25,,JOY
277,1,1,85 San Felipe de Puerto Plata Drive,2006-02-14 22:04:37,272,46063,Shandong,KAY,170739645687,KAY.CALDWELL@sakilacustomer.org,584,,CALDWELL
409,1,2,1266 Laredo Parkway,2006-02-14 22:04:37,404,7664,Saitama,STANLEY,1483365694,STANLEY.SCROGGINS@sakilacustomer.org,380,,SCROGGINS
559,1,1,1917 Kumbakonam Parkway,2006-02-14 22:04:37,553,11892,Vojvodina,MAX,698182547686,MAX.PITT@sakilacustomer.org,368,,PITT
115,1,1,1378 Alvorada Avenue,2006-02-14 22:04:36,111,75834,Distrito Federal,CARMEN,272234298332,CARMEN.OWENS@sakilacustomer.org,102,,OWENS
539,1,1,1332 Gaziantep Lane,2006-02-14 22:04:37,533,22813,Shandong,JESSIE,383353187467,JESSIE.MILAM@sakilacustomer.org,80,,MILAM
444,1,2,231 Kaliningrad Place,2006-02-14 22:04:37,439,57833,Lombardia,ALEXANDER,575081026569,ALEXANDER.FENNELL@sakilacustomer.org,70,,FENNELL
144,1,1,1666 Beni-Mellal Place,2006-02-14 22:04:36,140,13377,Tennessee,EVA,9099941466,EVA.RAMOS@sakilacustomer.org,123,,RAMOS
193,1,1,891 Novi Sad Manor,2006-02-14 22:04:36,189,5379,Ontario,LORETTA,247646995453,LORETTA.CARPENTER@sakilacustomer.org,383,,CARPENTER
168,1,2,842 Salzburg Lane,2006-02-14 22:04:36,164,3313,Adana,JOANN,697151428760,JOANN.GARDNER@sakilacustomer.org,529,,GARDNER
438,1,1,596 Huixquilucan Place,2006-02-14 22:04:37,433,65892,Nampula,DON,342709348083,DON.BONE@sakilacustomer.org,351,,BONE
380,1,2,1519 Santiago de los Caballeros Loop,2006-02-14 22:04:37,375,22025,East Kasai,AARON,409315295763,AARON.SELBY@sakilacustomer.org,348,,SELBY
116,1,2,793 Cam Ranh Avenue,2006-02-14 22:04:36,112,87057,California,ROSA,824370924746,ROSA.REYNOLDS@sakilacustomer.org,292,,REYNOLDS
523,1,2,608 Birgunj Parkway,2006-02-14 22:04:37,517,400,Taipei,BRAD,627425618482,BRAD.MCCURDY@sakilacustomer.org,116,,MCCURDY
194,1,2,605 Rio Claro Parkway,2006-02-14 22:04:36,190,49348,Tabora,YOLANDA,352469351088,YOLANDA.WEAVER@sakilacustomer.org,513,,WEAVER
222,1,1,1168 Najafabad Parkway,2006-02-14 22:04:36,218,40301,Kabol,VERA,886649065861,VERA.MCCOY@sakilacustomer.org,251,,MCCOY
28,1,2,96 Tafuna Way,2006-02-14 22:04:36,24,99865,Córdoba,KIMBERLY,934730187245,KIMBERLY.LEE@sakilacustomer.org,128,,LEE
475,1,1,434 Ourense (Orense) Manor,2006-02-14 22:04:37,470,14122,Hodeida,GORDON,562370137426,GORDON.ALLARD@sakilacustomer.org,206,,ALLARD
307,1,1,1908 Gaziantep Place,2006-02-14 22:04:37,302,58979,Liaoning,MICHAEL,108053751300,MICHAEL.SILVERMAN@sakilacustomer.org,536,,SILVERMAN
591,1,1,773 Dallas Manor,2006-02-14 22:04:37,585,12664,Buenos Aires,PERRY,914466027044,PERRY.SWAFFORD@sakilacustomer.org,424,,SWAFFORD
203,1,2,1149 A Coruña (La Coruña) Boulevard,2006-02-14 22:04:36,199,95824,Haiphong,BETH,470884141195,BETH.FRANKLIN@sakilacustomer.org,194,,FRANKLIN
352,1,2,1673 Tangail Drive,2006-02-14 22:04:37,347,26857,Daugavpils,RYAN,627924259271,RYAN.SALISBURY@sakilacustomer.org,137,,SALISBURY
192,1,1,1166 Changhwa Street,2006-02-14 22:04:36,188,58852,Caraga,MELANIE,650752094490,MELANIE.ARMSTRONG@sakilacustomer.org,62,,ARMSTRONG
189,1,1,927 Barcelona Street,2006-02-14 22:04:36,185,65121,Chaharmahal va Bakht,ROBERTA,951486492670,ROBERTA.HARPER@sakilacustomer.org,467,,HARPER
390,1,1,102 Chapra Drive,2006-02-14 22:04:37,385,14073,Ibaragi,PHILLIP,776031833752,PHILLIP.HOLM@sakilacustomer.org,521,,HOLM
568,1,1,1342 Sharja Way,2006-02-14 22:04:37,562,93655,Sokoto & Kebbi & Zam,WALLACE,946114054231,WALLACE.SLONE@sakilacustomer.org,488,,SLONE
357,1,1,1641 Changhwa Place,2006-02-14 22:04:37,352,37636,Nord-Ouest,ALBERT,256546485220,ALBERT.CROUSE@sakilacustomer.org,52,,CROUSE
213,1,2,43 Dadu Avenue,2006-02-14 22:04:36,209,4855,Rajasthan,TONYA,95666951770,TONYA.CHAPMAN@sakilacustomer.org,74,,CHAPMAN
132,1,1,1050 Garden Grove Avenue,2006-02-14 22:04:36,128,4999,Slaskie,MARJORIE,973047364353,MARJORIE.TUCKER@sakilacustomer.org,236,,TUCKER
284,1,2,600 Bradford Street,2006-02-14 22:04:37,279,96204,East Azerbaidzan,DIANNE,117592274996,DIANNE.SHELTON@sakilacustomer.org,514,,SHELTON
412,1,1,1639 Saarbrücken Drive,2006-02-14 22:04:37,407,9827,North West,DALE,328494873422,DALE.RATCLIFF@sakilacustomer.org,437,,RATCLIFF
485,1,1,984 Novotšerkassk Loop,2006-02-14 22:04:37,480,28165,Gaziantep,COREY,435118527255,COREY.HAUSER@sakilacustomer.org,180,,HAUSER
589,1,1,1584 Ljubertsy Lane,2006-02-14 22:04:37,583,22954,England,MARSHALL,285710089439,MARSHALL.THORN@sakilacustomer.org,494,,THORN
541,1,1,195 Ilorin Street,2006-02-14 22:04:37,535,49250,Chari-Baguirmi,JAVIER,8912935608,JAVIER.ELROD@sakilacustomer.org,363,,ELROD
81,1,2,1692 Ede Loop,2006-02-14 22:04:36,77,9223,São Paulo,JANE,918711376618,JANE.BENNETT@sakilacustomer.org,30,,BENNETT
480,1,2,421 Yaoundé Street,2006-02-14 22:04:37,475,11363,Sumy,PEDRO,726875628268,PEDRO.CHESTNUT@sakilacustomer.org,385,,CHESTNUT
404,1,1,734 Béchar Place,2006-02-14 22:04:37,399,30586,Punjab,DANNY,280578750435,DANNY.ISOM@sakilacustomer.org,375,,ISOM
241,1,1,647 A Coruña (La Coruña) Street,2006-02-14 22:04:36,237,36971,Chollanam,TANYA,792557457753,TANYA.GILBERT@sakilacustomer.org,357,,GILBERT
209,1,2,1679 Antofagasta Street,2006-02-14 22:04:36,205,86599,Alto Paran,EILEEN,905903574913,EILEEN.CARR@sakilacustomer.org,122,,CARR
452,1,1,207 Cuernavaca Loop,2006-02-14 22:04:37,447,52671,Tatarstan,CLIFFORD,782900030287,CLIFFORD.BOWENS@sakilacustomer.org,352,,BOWENS
573,1,2,1407 Surakarta Manor,2006-02-14 22:04:37,567,33224,Moskova,ALFREDO,324346485054,ALFREDO.MCADAMS@sakilacustomer.org,466,,MCADAMS
505,1,1,519 Brescia Parkway,2006-02-14 22:04:37,500,69504,East Java,REGINALD,793996678771,REGINALD.KINDER@sakilacustomer.org,318,,KINDER
69,1,2,698 Otsu Street,2006-02-14 22:04:36,65,71110,Cayenne,ROSE,409983924481,ROSE.HOWARD@sakilacustomer.org,105,,HOWARD
556,1,2,346 Cam Ranh Avenue,2006-02-14 22:04:37,550,39976,Zhejiang,GUY,978430786151,GUY.BROWNLEE@sakilacustomer.org,599,,BROWNLEE
282,1,2,556 Baybay Manor,2006-02-14 22:04:37,277,55802,Oyo & Osun,OLGA,363982224739,OLGA.JIMENEZ@sakilacustomer.org,374,,JIMENEZ
448,1,2,614 Denizli Parkway,2006-02-14 22:04:37,443,29444,Rio Grande do Sul,FRANCISCO,876491807547,FRANCISCO.SKIDMORE@sakilacustomer.org,486,,SKIDMORE
191,1,2,140 Chiayi Parkway,2006-02-14 22:04:36,187,38982,Sumy,BRITTANY,855863906434,BRITTANY.RILEY@sakilacustomer.org,506,,RILEY
272,1,1,1762 Paarl Parkway,2006-02-14 22:04:36,267,53928,Hunan,MARGIE,192459639410,MARGIE.WADE@sakilacustomer.org,298,,WADE
180,1,1,757 Rustenburg Avenue,2006-02-14 22:04:36,176,89668,Skikda,JUNE,506134035434,JUNE.CARROLL@sakilacustomer.org,483,,CARROLL
457,1,1,535 Ahmadnagar Manor,2006-02-14 22:04:37,452,41136,Abu Dhabi,TOM,985109775584,TOM.MILNER@sakilacustomer.org,3,,MILNER
423,1,2,437 Chungho Drive,2006-02-14 22:04:37,418,59489,Puerto Plata,JEFF,491271355190,JEFF.EAST@sakilacustomer.org,450,,EAST
309,1,2,827 Yuncheng Drive,2006-02-14 22:04:37,304,79047,Callao,DAVID,504434452842,DAVID.ROYAL@sakilacustomer.org,99,,ROYAL
259,1,2,1338 Zalantun Lane,2006-02-14 22:04:36,254,45403,Minas Gerais,MAXINE,840522972766,MAXINE.SILVA@sakilacustomer.org,413,,SILVA
558,1,2,904 Clarksville Drive,2006-02-14 22:04:37,552,52234,Zhejiang,HUGH,955349440539,HUGH.WALDROP@sakilacustomer.org,193,,WALDROP
358,1,1,1698 Southport Loop,2006-02-14 22:04:37,353,49009,Hidalgo,JONATHAN,754358349853,JONATHAN.SCARBOROUGH@sakilacustomer.org,393,,SCARBOROUGH
500,1,2,362 Rajkot Lane,2006-02-14 22:04:37,495,98030,Gansu,CHARLIE,962020153680,CHARLIE.BESS@sakilacustomer.org,47,,BESS
229,1,1,1014 Loja Manor,2006-02-14 22:04:36,225,66851,Tamil Nadu,ARLENE,460795526514,ARLENE.HARVEY@sakilacustomer.org,22,,HARVEY
68,0,2,1966 Amroha Avenue,2006-02-14 22:04:36,64,70385,Sichuan,JUDITH,333489324603,JUDITH.COX@sakilacustomer.org,139,,COX
509,1,1,786 Matsue Way,2006-02-14 22:04:37,504,37469,Illinois,NATHANIEL,111177206479,NATHANIEL.ADAM@sakilacustomer.org,245,,ADAM
561,1,1,1497 Fengshan Drive,2006-02-14 22:04:37,555,63022,KwaZulu-Natal,DWIGHT,368738360376,DWIGHT.LOMBARDI@sakilacustomer.org,112,,LOMBARDI
311,1,1,715 São Bernardo do Campo Lane,2006-02-14 22:04:37,306,84804,Kedah,CHARLES,181179321332,CHARLES.KOWALSKI@sakilacustomer.org,507,,KOWALSKI
340,1,1,507 Smolensk Loop,2006-02-14 22:04:37,335,22971,Sousse,GREGORY,80303246192,GREGORY.MAULDIN@sakilacustomer.org,492,,MAULDIN
246,1,1,1246 Boksburg Parkway,2006-02-14 22:04:36,242,28349,Hebei,GLENDA,890283544295,GLENDA.FRAZIER@sakilacustomer.org,422,,FRAZIER
344,1,2,1909 Benguela Lane,2006-02-14 22:04:37,339,19913,Henan,WALTER,624138001031,WALTER.PERRYMAN@sakilacustomer.org,581,,PERRYMAN
177,1,1,1010 Klerksdorp Way,2006-02-14 22:04:36,173,6802,Steiermark,AUDREY,493008546874,AUDREY.RAY@sakilacustomer.org,186,,RAY
204,1,2,387 Mwene-Ditu Drive,2006-02-14 22:04:36,200,8073,Ahal,JEANNE,764477681869,JEANNE.LAWSON@sakilacustomer.org,35,,LAWSON
42,1,1,269 Cam Ranh Parkway,2006-02-14 22:04:36,38,34689,Chisinau,MARTHA,489783829737,MARTHA.GONZALEZ@sakilacustomer.org,115,,GONZALEZ
598,0,1,42 Fontana Avenue,2006-02-14 22:04:37,592,14684,Fejr,TERRANCE,437829801725,TERRANCE.ROUSH@sakilacustomer.org,512,,ROUSH
165,1,1,97 Shimoga Avenue,2006-02-14 22:04:36,161,44660,Tel Aviv,GERALDINE,177167004331,GERALDINE.PERKINS@sakilacustomer.org,533,,PERKINS
156,1,1,1963 Moscow Place,2006-02-14 22:04:36,152,64863,Assam,ALICIA,761379480249,ALICIA.MILLS@sakilacustomer.org,354,,MILLS
381,1,1,1618 Olomouc Manor,2006-02-14 22:04:37,376,26385,Kurgan,RANDY,96846695220,RANDY.GAITHER@sakilacustomer.org,285,,GAITHER
334,1,2,1816 Bydgoszcz Loop,2006-02-14 22:04:37,329,64308,Dhaka,FRANK,965273813662,FRANK.WAGGONER@sakilacustomer.org,234,,WAGGONER
291,1,1,1155 Liaocheng Place,2006-02-14 22:04:37,286,22650,Oyo & Osun,VELMA,558236142492,VELMA.LUCAS@sakilacustomer.org,152,,LUCAS
326,1,1,470 Boksburg Street,2006-02-14 22:04:37,321,97960,Central,KEVIN,908029859266,KEVIN.SCHULER@sakilacustomer.org,81,,SCHULER
333,1,2,1860 Taguig Loop,2006-02-14 22:04:37,328,59550,West Java,JEFFREY,38158430589,JEFFREY.SPEAR@sakilacustomer.org,119,,SPEAR
385,1,1,1642 Charlotte Amalie Drive,2006-02-14 22:04:37,380,75442,Slaskie,RUSSELL,821476736117,RUSSELL.BRINSON@sakilacustomer.org,549,,BRINSON
224,1,2,1842 Luziânia Boulevard,2006-02-14 22:04:36,220,94420,Zanzibar West,CHARLENE,706878974831,CHARLENE.ALVAREZ@sakilacustomer.org,593,,ALVAREZ
140,1,2,788 Atšinsk Street,2006-02-14 22:04:36,136,81691,Karnataka,ANITA,146497509724,ANITA.MORALES@sakilacustomer.org,211,,MORALES
300,1,1,661 Chisinau Lane,2006-02-14 22:04:37,295,8856,Pietari,DAISY,816436065431,DAISY.BATES@sakilacustomer.org,274,,BATES
245,0,2,1103 Bilbays Parkway,2006-02-14 22:04:36,241,87660,Hubei,HEIDI,279979529227,HEIDI.LARSON@sakilacustomer.org,578,,LARSON
520,1,2,1778 Gijón Manor,2006-02-14 22:04:37,514,35156,Hubei,FRANKLIN,288910576761,FRANKLIN.TROUTMAN@sakilacustomer.org,594,,TROUTMAN
172,1,1,475 Atšinsk Way,2006-02-14 22:04:36,168,59571,Gansu,REGINA,201705577290,REGINA.BERRY@sakilacustomer.org,240,,BERRY
372,1,1,230 Urawa Drive,2006-02-14 22:04:37,367,2738,Andhra Pradesh,ADAM,166898395731,ADAM.GOOCH@sakilacustomer.org,8,,GOOCH
315,1,2,543 Bergamo Avenue,2006-02-14 22:04:37,310,59686,Minas Gerais,DANIEL,103602195112,DANIEL.CABRAL@sakilacustomer.org,215,,CABRAL
443,1,1,1836 Korla Parkway,2006-02-14 22:04:37,438,55405,Copperbelt,BARRY,689681677428,BARRY.LOVELACE@sakilacustomer.org,272,,LOVELACE
497,1,2,1013 Tabuk Boulevard,2006-02-14 22:04:37,492,96203,West Bengali,LESTER,158399646978,LESTER.KRAUS@sakilacustomer.org,261,,KRAUS
53,1,2,725 Isesaki Place,2006-02-14 22:04:36,49,74428,Mekka,JOYCE,876295323994,JOYCE.EDWARDS@sakilacustomer.org,237,,EDWARDS
316,1,2,746 Joliet Lane,2006-02-14 22:04:37,311,94878,Kursk,PAUL,688485191923,PAUL.TROUT@sakilacustomer.org,286,,TROUT
160,1,1,1367 Yantai Manor,2006-02-14 22:04:36,156,21294,Ondo & Ekiti,BERTHA,889538496300,BERTHA.FERGUSON@sakilacustomer.org,381,,FERGUSON
489,1,1,1297 Alvorada Parkway,2006-02-14 22:04:37,484,11839,Ningxia,ROBERTO,508348602835,ROBERTO.VU@sakilacustomer.org,587,,VU
553,1,1,1421 Quilmes Lane,2006-02-14 22:04:37,547,19151,Ishikawa,KURT,135407755975,KURT.EMMONS@sakilacustomer.org,260,,EMMONS
70,1,2,1150 Kimchon Manor,2006-02-14 22:04:36,66,96109,Skne ln,JANICE,663449333709,JANICE.WARD@sakilacustomer.org,321,,WARD
38,1,2,61 Tama Street,2006-02-14 22:04:36,34,94065,Okayama,REBECCA,708403338270,REBECCA.SCOTT@sakilacustomer.org,284,,SCOTT
141,1,2,1749 Daxian Place,2006-02-14 22:04:36,137,11044,Gelderland,RHONDA,963369996279,RHONDA.KENNEDY@sakilacustomer.org,29,,KENNEDY
166,1,2,1740 Le Mans Loop,2006-02-14 22:04:36,162,22853,Pays de la Loire,LAUREN,168476538960,LAUREN.HUDSON@sakilacustomer.org,297,,HUDSON
479,1,2,1854 Okara Boulevard,2006-02-14 22:04:37,474,42123,Drenthe,DUSTIN,131912793873,DUSTIN.GILLETTE@sakilacustomer.org,158,,GILLETTE
294,1,1,1912 Allende Manor,2006-02-14 22:04:37,289,58124,Kowloon and New Kowl,VIOLET,172262454487,VIOLET.RODRIQUEZ@sakilacustomer.org,279,,RODRIQUEZ
188,1,1,741 Ambattur Manor,2006-02-14 22:04:36,184,43310,Noord-Brabant,VIVIAN,302590383819,VIVIAN.RUIZ@sakilacustomer.org,438,,RUIZ
562,1,2,869 Shikarpur Way,2006-02-14 22:04:37,556,57380,England,ARMANDO,590764256785,ARMANDO.GRUBER@sakilacustomer.org,496,,GRUBER
133,1,1,1854 Tieli Street,2006-02-14 22:04:36,129,15819,Shandong,CARRIE,509492324775,CARRIE.PORTER@sakilacustomer.org,302,,PORTER
44,1,2,671 Graz Street,2006-02-14 22:04:36,40,94399,Oriental,AMANDA,680768868518,AMANDA.CARTER@sakilacustomer.org,353,,CARTER
207,1,1,1688 Nador Lane,2006-02-14 22:04:36,203,61613,Sulawesi Utara,TARA,652218196731,TARA.RYAN@sakilacustomer.org,184,,RYAN
548,1,2,1658 Cumaná Loop,2006-02-14 22:04:37,542,51309,Sumatera Selatan,LONNIE,784907335610,LONNIE.TIRADO@sakilacustomer.org,396,,TIRADO
67,1,1,1214 Hanoi Way,2006-02-14 22:04:36,63,67055,Nebraska,ASHLEY,491001136577,ASHLEY.RICHARDSON@sakilacustomer.org,306,,RICHARDSON
504,1,2,1 Valle de Santiago Avenue,2006-02-14 22:04:37,499,86208,Apulia,MARC,465897838272,MARC.OUTLAW@sakilacustomer.org,93,,OUTLAW
522,1,2,1768 Udine Loop,2006-02-14 22:04:37,516,32347,Battambang,ELMER,448876499197,ELMER.NOE@sakilacustomer.org,60,,NOE
135,1,2,1752 São Leopoldo Parkway,2006-02-14 22:04:36,131,14014,Taka-Karpatia,MONICA,252265130067,MONICA.HICKS@sakilacustomer.org,345,,HICKS
26,1,1,28 Charlotte Amalie Street,2006-02-14 22:04:36,22,37551,Rabat-Sal-Zammour-Z,LAURA,161968374323,LAURA.RODRIGUEZ@sakilacustomer.org,443,,RODRIGUEZ
415,1,2,432 Garden Grove Street,2006-02-14 22:04:37,410,65630,Ontario,CURTIS,615964523510,CURTIS.IRBY@sakilacustomer.org,430,,IRBY
195,1,1,1077 San Felipe de Puerto Plata Place,2006-02-14 22:04:36,191,65387,Rostov-na-Donu,JEANETTE,812824036424,JEANETTE.GREENE@sakilacustomer.org,369,,GREENE
302,1,1,922 Vila Velha Loop,2006-02-14 22:04:37,297,4085,Maharashtra,SHERRI,510737228015,SHERRI.RHODES@sakilacustomer.org,9,,RHODES
420,1,1,992 Klerksdorp Loop,2006-02-14 22:04:37,415,33711,Utrecht,GLENN,855290087237,GLENN.PULLEN@sakilacustomer.org,23,,PULLEN
588,1,2,966 Asunción Way,2006-02-14 22:04:37,582,62703,Hidalgo,ANDY,995527378381,ANDY.VANHORN@sakilacustomer.org,212,,VANHORN
159,1,1,185 Novi Sad Place,2006-02-14 22:04:36,155,41778,Bern,GAIL,904253967161,GAIL.KNIGHT@sakilacustomer.org,72,,KNIGHT
378,1,1,1191 Tandil Drive,2006-02-14 22:04:37,373,6362,Southern Tagalog,LOUIS,45554316010,LOUIS.LEONE@sakilacustomer.org,523,,LEONE
528,1,2,1176 Southend-on-Sea Manor,2006-02-14 22:04:37,522,81651,Southern Tagalog,ARNOLD,236679267178,ARNOLD.HAVENS@sakilacustomer.org,458,,HAVENS
417,1,2,791 Salinas Street,2006-02-14 22:04:37,412,40509,Punjab,ALLEN,129953030512,ALLEN.BUTTERFIELD@sakilacustomer.org,208,,BUTTERFIELD
138,1,1,765 Southampton Drive,2006-02-14 22:04:36,134,4285,al-Qalyubiya,EMMA,23712411567,EMMA.BOYD@sakilacustomer.org,421,,BOYD
386,1,2,1368 Maracaíbo Boulevard,2006-02-14 22:04:37,381,32716,,BOBBY,934352415130,BOBBY.BOUDREAU@sakilacustomer.org,493,,BOUDREAU
117,1,2,1079 Tel Aviv-Jaffa Boulevard,2006-02-14 22:04:36,113,10885,Sucre,CINDY,358178933857,CINDY.FISHER@sakilacustomer.org,132,,FISHER
361,1,2,45 Aparecida de Goiânia Place,2006-02-14 22:04:37,356,7431,Madhya Pradesh,GERALD,650496654258,GERALD.FULTZ@sakilacustomer.org,464,,FULTZ
418,1,2,126 Acuña Parkway,2006-02-14 22:04:37,413,58888,West Bengali,MARVIN,480039662421,MARVIN.YEE@sakilacustomer.org,71,,YEE
422,1,1,289 Santo André Manor,2006-02-14 22:04:37,417,72410,al-Sharqiya,TRAVIS,214976066017,TRAVIS.ESTEP@sakilacustomer.org,16,,ESTEP
449,1,2,1289 Belém Boulevard,2006-02-14 22:04:37,444,88306,Tartumaa,MARCUS,237368926031,MARCUS.HIDALGO@sakilacustomer.org,530,,HIDALGO
537,1,2,958 Sagamihara Lane,2006-02-14 22:04:37,531,88408,Mie,JAMIE,427274926505,JAMIE.WAUGH@sakilacustomer.org,287,,WAUGH
21,1,1,270 Toulon Boulevard,2006-02-14 22:04:36,17,81766,Kalmykia,DONNA,407752414682,DONNA.THOMPSON@sakilacustomer.org,156,,THOMPSON
572,1,1,539 Hami Way,2006-02-14 22:04:37,566,52196,Tokat,CASEY,525518075499,CASEY.MENA@sakilacustomer.org,538,,MENA
462,1,2,1485 Bratislava Place,2006-02-14 22:04:37,457,83183,Illinois,BILL,924663855568,BILL.GAVIN@sakilacustomer.org,435,,GAVIN
