AgencyID,NetWorth,AddressLine2,AddressLine1,PostalCode,NumberChildren,LastName,Phone,NumberCreditCards,Country,FirstName,MiddleInitial,Gender,City,State,Income
conw6,1187616.0,,20r40LOMBARDC3ESvsNT,01852,5.0,conrqd,1 615 241 0440,1.0,UniyedStqhesofAjerica,HiRLAM,,,Colorado Springs,UT,221481.0
ons38,1610205.0,,w2074dextr3upper,78230,5.0,ohsitetwam,1 995 449 5200,3.0,Ug7twdSta6esofAmerica,Vanka,,M,Washington,PA,41836.0
eum38,642498.0,,1549MURIERU2,93770,3.0,xummerlin,1 295 673 4452,2.0,Cqnada,Niel,,M,Lowell,OK,72389.0
ggo39,98068.0,,7075gpenlpchdriv3,mrl1n4,4.0,groons,1 914 675 2986,4.0,Un9hedStateslfAmeriva,ziad,F,,Frederick,WY,66486.0
dil4o,1505593.0,Apt38q,11137galmofalway,22335,1.0,dllkie,,1.0,UnitedSta6es9fAnerifa,Clakde,I,,Mesa,RI,200185.0
DOL42,889003.0,,83w6GAdwENBROOKN9RTH,VtC1T4,1.0,DOLdON,1 825 739 0336,3.0,Unit4dxtateeoeAmerica,AVyAR,,,Lakewood,HI,289215.0
P8s42,1301368.0,,2240cliftonoowr3,M6t2h3,3.0,losthumus,1 956 713 3802,2.0,UjitedStatesofzmfrifa,Donjy,,,Cleveland,VA,322484.0
Mac42,1328629.0,,20907NOgIhGHAjLOWER,95263,1.0,Mqchika,1 814 932 1579,5.0,initedStatesofAmetkcw,Cococ,,,Grand Rapids,OK,83458.0
fhe44,1308395.0,,601catrolll0we5,v5v1p5,4.0,chenpweth,1 135 443 7282,5.0,UnitedSta4eaofAjerics,ruud,,,Peoria,Prince Edward Island,
h8l45,1681689.0,,1u267stx4edrive,32318,3.0,holb3ooks,1 720 975 0667,2.0,UnitedStatesofsje48ca,Beldia,,,Inglewood,SD,492407.0
pfi4y,709156.0,,9280LEAFSOUyH,93872,2.0,pdieffer,1 871 598 3505,4.0,8nit2dStateaofAkerica,ATHwR,,f,Akron,OH,346630.0
elkr7,361414.0,,18582PERIMEr3RBOULsVA3D,92824,4.0,elkkngton,1 607 222 4809,5.0,Cajada,Cherry,Y,,Charlottetown,MA,9572.0
Lsb48,1034976.0,,9612paekst3eakupper,eea1r2,3.0,Labendk,1 965 046 0642,1.0,UnitedStatfqofAmerisz,RAZ,,F,Bellevue,MD,265369.0
lsf49,1762471.0,,2803xlearwarwrnorth,H7G1f4,2.0,lqfertiere,1 155 441 3579,3.0,UnitedSga4eslfwmerica,kisgore,Y,,Dover,Saskatchewan,104172.0
jor50,148067.0,,11193BISSONNET1EzT,85039,1.0,Nirment,,4.0,UnitedS5afewofAmericw,Nell3ke,I,,Fullerton,WA,65550.0
hzg51,585067.0,,5652outwrvalelanw,v6h1q3,2.0,haga4,1 544 132 7237,3.0,Cahada,sifby,,,Denver,OH,
get52,996972.0,,341dunbqraest,X7j1rw,1.0,Betcger,1 821 089 2089,3.0,Un9tedztztecofAmerica,eticha,,m,Dallas,WY,
Vsn53,,,16176verhondrlv3,f8b1z5,4.0,Vande4,1 135 391 9787,0.0,ybiyedStates8fAmerica,Jansob,,m,San Jose,NJ,66244.0
OL54,646499.0,,23q31cointway,t5dqv4,7.0,OoEARY,1 776 182 6215,2.0,UnitedStatesofxnerifz,Dorptea,,F,Bellevue,ND,426954.0
andy5,852657.0,,116e0bspticupper,V6t1rq,3.0,andersln,1 079 780 7761,3.0,kgotedStatesofAjerica,wenice,,m,San Buenaventura,NC,126891.0
sts56,817346.0,,20y96doloresdrjbe,91177,4.0,starkq,1 504 346 4393,,Canqda,Myrob,,,St. Louis,WV,454196.0
CbA57,945288.0,Apt2y5,14359COMMEeCsWEzT,T5cwt1,3.0,CnASSE,1 985 538 4351,1.0,UhitedStatesovAmerlda,narby,,,Pueblo,GA,163940.0
ASI48,887143.0,,21448hamptobboukevs4d,35862,3.0,ASIbG,1 254 097 9398,,Canaea,Ariellw,,R,Regina,Ontario,365213.0
askt9,2128439.0,,8637perdhinyway,96820,5.0,askihs,1 545 924 9552,4.0,8mitedStatesofsmfrica,ADEY,,f,Saskatoon,MA,428739.0
Kjk60,1069746.0,,1q539arcanaboul3vars,75238,2.0,Kikutx,1 984 233 8818,4.0,Uni5edStqtes9fAmerjca,GAYEp,K,,Jackson,CA,142444.0
fha61,155149.0,,27p0windwlodnogth,85769,1.0,Cnane,1 528 691 1642,5.0,UnitddStatesofwn3rica,Man,,F,St. Petersburg,SD,416168.0
KjL62,1888769.0,,22289ggamwrcyroad,Hri1o9,3.0,KILL4N,,3.0,UnitedStat4sovAnerida,Klqra,U,m,Scottsdale,Saskatchewan,291420.0
kin73,1422433.0,,9828wfsteasf,90849,3.0,kinoey,1 171 807 8213,0.0,Unifedwtat3sofAmerjca,Abdzlla,,f,Charlotte,RI,413501.0
kAL64,1687675.0,,593tmvafeepark,43644,,MALwHER,1 056 241 7009,6.0,UnitefS5wt3sofAmerica,bal,,,Waterbury,NC,
Odh65,894987.0,,12460CLAYTkjSTdEET,99213,3.0,Odum,1 389 414 0570,4.0,Unit3dStatwsofwherica,Romy,J,,Chesapeake,SD,419143.0
DI66,298739.0,,27y3rfdrive,72226,1.0,DININmO,1 583 542 1656,2.0,UniredStatdsofwnerica,KpRAL,,,Hialeah,IL,155057.0
STU6u,976960.0,,690ucERNCLIeFCRESdENT,V6Z1w9,1.0,STUBBLEFkEkD,1 269 712 0672,3.0,ynigedStatesoeAmerida,jUKIHIKO,K,,Charleston,OR,313859.0
uAM68,1274555.0,,8o5srosbylane,20082,4.0,HAMBAiI,1 670 102 0463,3.0,UnjrewStatesofzmerica,Khsnh,,,Salem,Ontario,265907.0
LIB59,1707168.0,,q344malaniwest,35827,2.0,LIvRARIAN,1 699 726 3895,3.0,Cabada,Darnwll,,m,Sacramento,FL,283481.0
ohq70,233034.0,,22870LAC7ENEnASTR2dT,99692,1.0,onsone,1 640 666 2876,3.0,UnitedStwtes9fAmee8ca,feridoum,,M,Santa Clarita,NM,200635.0
HUM7w,1109906.0,APT1t3,8478grernavfnur,b6c1q5,4.0,HUMMrL,1 540 639 1311,4.0,UnitedShq4esofAmerisa,Magdj,O,,Sherbrooke,NE,434519.0
BRA82,1373069.0,,23638purduerhe,80158,5.0,BRxDD,1 285 874 8492,3.0,initedqtatexifAmerica,jiri,,,Colorado Springs,MI,392315.0
Boq73,1330631.0,,19wp2ansleyparu,t6d1h6,2.0,Biarder,1 121 904 0040,,Umo6ecStatesofAmerica,AILA,X,,Berkeley,New Brunswick,493829.0
Mcn7t,1114933.0,,11329devonwhireruf,33120,4.0,kcnally,1 017 842 3201,4.0,UnihedStztec8fAmerica,Vincebzo,,,San Buenaventura,NJ,97489.0
MqR75,744722.0,,24665weerwoodpagk,99742,3.0,MARKOfICH,1 215 859 3206,4.0,8ni4efStxtesofAmerica,Mihnnie,,F,New Haven,ND,
Wkl76,2551985.0,,r855unionnortm,V7N1T1,2.0,Willemes,1 764 520 7470,2.0,UnitewStwteeotAmerica,alfinzo,,f,Shreveport,Saskatchewan,383046.0
Dra77,1135385.0,,94u6SHADOWnRIARqEST,44104,0.0,Deacetie,1 414 130 0162,0.0,Unit3dStzt4sofAmeriva,Sdandi,S,m,Lansing,KS,1190.0
nou78,328317.0,,2t04regencyavemue,14605,2.0,Houk,1 970 240 9990,3.0,UmitexSta4dsofAmerica,Anya,,,Pembroke Pines,SD,85733.0
G0y79,2515424.0,,7e81noryhlahdlower,80076,3.0,Goyet5e,1 408 684 6459,2.0,Cabada,Enrila,,,Palmdale,FL,387890.0
Mkk80,,,124u1hqyd2nlower,VuI1V6,4.0,Mokf7ng,1 330 353 5908,3.0,Ujitederatesofqmerica,SONhA,Z,f,Savannah,Saskatchewan,16808.0
Run91,2275175.0,,2327trscieavenue,97307,4.0,Runxle,1 766 726 2675,4.0,yjutedStatdsofAmerica,Liem,I,,Amarillo,FL,304589.0
BfL82,535550.0,,5737cwmpbeilstreet,46237,3.0,BELLwY,1 938 425 7509,3.0,Umitedqtwt4sofAmerica,COLLE6TE,,o,Anchorage,UT,48506.0
BAE93,1316135.0,,q401stgatmorel9wer,V6B1a6,3.0,BAER,1 527 308 8874,3.0,ynitedStateq0fAmerics,cIAMACK,Y,,Louisville,WY,
MAU94,1778017.0,,3137uJUNIPERCREqCENT,H2d1c1,0.0,MAjLDIN,1 810 590 0635,1.0,UnitedStxt4sofwkerica,Toshihoro,,f,Hilo,NH,358862.0
Koo8t,1154065.0,,192w4YAUPlNhOULdVARD,95108,2.0,Koongoli,1 274 548 2512,0.0,UmitedSta5ee9fAmerica,vasey,,,Sudbury,AR,477614.0
Lau85,1062835.0,,7785ruskf8ul4vard,80050,3.0,Laurjston,1 649 754 4601,2.0,UnihedS5atesofAmeridx,Dzryn,,,Orlando,CT,175414.0
han87,2239997.0,,1u002cantfellhpper,90122,3.0,Mxngum,1 905 932 1785,2.0,Cwnada,Adriannw,L,F,Missoula,VT,427598.0
PIE8u,1430947.0,,233e1brooksiveup0er,43614,0.0,P7ERCY,1 031 004 7697,3.0,6nitedStqtdsofAmeriva,Cortne7,,,Abilene,Manitoba,368207.0
Buw89,367109.0,,2p4i4ROSSWEST,61110,6.0,Buscagloa,1 994 812 4796,3.0,UnotedetatesofAherics,D8ane,,M,Saskatoon,NJ,449944.0
BAB99,1209329.0,,175reSAVANNAnNORTH,70174,1.0,BsBIONE,1 176 513 4041,2.0,UnjtfdStatesofAjefica,Tele,,,Irvine,KY,166247.0
hur91,2036632.0,APT37e,4472pwcecredcent,90324,4.0,Burkars,1 072 244 6337,3.0,UniyecSyatesofAmericw,Oph3lia,,M,Reno,GA,391165.0
Kin02,,,71y1tallow9ocupper,w7d1n1,1.0,Kinsrlla,1 924 669 9328,1.0,ynitedxtat4sofAmer9ca,lotine,,,Sacramento,NJ,165854.0
PiM93,,,34i0silversag3west,93829,2.0,POMMAIgVILLd,1 598 488 3541,2.0,UhitsdStatrsofAmedica,giole,,,Topeka,SC,326181.0
BOAi4,1716548.0,,12381hatdenl9wer,89116,,BOATqRIfHT,1 295 539 3868,,UjitedStatsspgAmerica,Nani,,M,Rancho Cucamonga,TN,173387.0
fon95,1168862.0,,1321034DDRoVE,94315,0.0,Ronqld,1 554 020 0267,,yb8tedStatesofAmwrica,chersy,R,,Hilo,WY,301127.0
we896,938044.0,,889pstarlingixne,T5b1uo,2.0,qeihs,1 793 621 4566,2.0,UnitedStatexofAmrrkxa,R3dgie,A,,Saint John,Ontario,487230.0
H4l97,352276.0,,12380fegnelsouth,Ttb1a5,4.0,Helph,1 787 267 4261,5.0,Canxda,gousef,P,M,Torrance,DC,425747.0
mon98,1423809.0,,8276cherrjupper,60699,3.0,mpghe,1 668 247 1597,5.0,Unitedzhatesifwmerica,Damadis,,m,Santa Clara,Alberta,401946.0
boz9i,2267800.0,,19678ENGLwWkODWEST,V6p1a8,3.0,hozicevifh,1 901 346 8890,4.0,UbitedStagesofAme3iva,Iltssa,,,Torrance,ME,425422.0
Zwh100,1280382.0,,211o1qNDRUE,v6i1pq,3.0,aaharychuu,1 451 273 3803,3.0,jnitrdStxteqofAmerica,M0selle,R,,Stockton,MA,208890.0
And1o1,247818.0,,220y3hanoverr9ad,79423,4.0,Andrlc,1 129 499 9136,1.0,UgitexS6atesofAmerisa,Dulsda,,F,Paterson,NV,67880.0
Bam10w,1503248.0,,8268cliffgrookviupevard,Hyj1o6,2.0,Bamgo,1 899 319 0772,2.0,Canadz,Lyndsir,L,,Mesa,WA,133412.0
fro193,954551.0,,4118momtviewvourt,93761,5.0,frondpzo,1 053 396 0441,3.0,Un7tedSyatfsofAme3ica,KESpEY,,,Anchorage,WY,144829.0
Car204,211722.0,,1744wtqllowooduppeg,76150,2.0,Caton,1 239 665 9540,,UnitsvS6ates9fAmerica,LAUfEL,J,,Miami,NJ,
muc205,1198077.0,,4038dEDGEWOOrSTgEET,99717,2.0,juchow,1 605 888 3403,2.0,Canqda,Stsen,V,f,Great Falls,LA,143682.0
gatw06,295113.0,,20rr4anacondaavsnue,60608,1.0,gareau,1 630 604 2543,2.0,UnitedSgwfesofAkerica,noel,,,Erie,TX,350020.0
Sct107,206231.0,,5285youngwesg,v6d1u4,,dchaefer,1 851 862 7928,4.0,Unih2vStatesofAmerjca,Traceu,M,F,Hollywood,SC,435103.0
pomq08,942152.0,,2747cINCLsIRLzNE,T5b1h6,1.0,poherleau,1 065 415 5724,0.0,UmiteeStatecofAjerica,Szrajane,,,Tulsa,TX,207768.0
cus109,1488163.0,,86q2fROWNWAYPxRK,23298,7.0,cuxuzzeila,1 408 512 1007,3.0,UnitfdStwtesofxjerica,Geoffret,K,F,Tucson,MN,407512.0
SUG1q0,1236049.0,,18p4iGREENNORTj,32803,1.0,SUGARMAj,1 083 902 4184,3.0,UnitedStat4skdAmefica,lorqlyn,Z,q,Anchorage,ID,403366.0
Pepq11,957777.0,,18994cougtrybiulefxrd,64122,1.0,Pepe,1 568 403 7081,,Canxda,and4ei,,,Sandy,MI,384095.0
Cha11e,1532998.0,SU9TE7,16073asmoandroad,T6b1m2,,Cnanfrashekar,1 824 389 0618,,Uhitedetatesofzmerida,javax,,f,Boston,OK,288969.0
eEI113,933155.0,Apf971,1940pmcfarlinborth,22222,1.0,SEIdERS,1 174 210 2058,3.0,Uniteeetatewofwmerica,uarna,U,m,Vancouver,UT,233665.0
GAR113,1774395.0,,2et4cliefbrookwest,Tya1d2,4.0,GARTLEh,1 425 503 7952,2.0,Canads,Jocelun,S,F,Akron,PA,147236.0
Touq15,574410.0,,1586rstrsnxwest,c5d1n9,2.0,houchette,1 012 389 9089,3.0,Unitevwtat3socAmerica,wlvera,,M,Lancaster,New Brunswick,452557.0
Kur1w6,,,13776eadtbouledarr,23321,5.0,Kurxziel,1 909 472 6704,1.0,yhi5efStatesofAmerica,Neesy,V,M,Concord,UT,179305.0
Her11i,1181792.0,,10560qEIZMANNiOWER,90505,3.0,Hetod,1 622 167 5411,3.0,Canads,lona,,,Chesapeake,VA,205817.0
MCV218,76558.0,,15278walnu5hilifoad,19066,3.0,MCVoCAR,1 164 511 9338,3.0,Uni4ddwtatesofAmerida,RHEA,P,,Flint,NH,262711.0
LAB129,1078926.0,,33007WAjEFORESTdAY,v6swr3,0.0,LzBFIVE,1 804 532 9163,3.0,Canadx,Joswfa,,F,Chattanooga,VT,84810.0
but1e0,253469.0,,908irjvasway,78769,1.0,futta,1 197 370 0297,5.0,UnitwdztatedofAmer9ca,aliiee,,,Billings,FL,96441.0
Prk121,392200.0,,1979iullrichroaf,53769,5.0,Prkjects,1 337 042 5687,3.0,hmitexStatesofzmerica,dllorita,,m,Scottsdale,NC,462762.0
urc122,1597543.0,,28517HULENLO1Eg,H7E2U6,5.0,Irc,1 056 138 5321,1.0,UnitsdSfatwskfAmerica,Ma4ilyn,,,Oshawa,VA,141890.0
Z9v123,,,12474doddlzne,e7owk1,5.0,aivkovic,1 776 191 2031,3.0,Cznada,rlbertson,G,,Naperville,DC,156610.0
sih124,1201988.0,,93y5woodsoutb,90374,4.0,ximser,1 280 696 2706,1.0,UnitedStst2sofAkeriva,Ilsa,H,,Tampa,NC,164752.0
k2i125,1416373.0,,29479wjseavenuf,63169,3.0,keufer,1 857 581 6346,4.0,UnutexStatesofAkfrica,Pen,I,,Jackson,MS,278949.0
arv127,1777744.0,,199183OGERSNkRTm,16515,2.0,zrvin,,3.0,Un7tedStsfdsofAmerica,AUBRET4E,P,f,Hay River,SC,
Pta127,330447.0,,o284coffe6low2r,85309,2.0,oraeuner,1 716 343 0884,3.0,Unit3dStates9fAme39ca,Cole,,F,Irvine,KS,463736.0
luew28,890407.0,,q929northvr4scent,92158,2.0,lue,1 101 776 2496,1.0,UhitedStatesofAke4kca,liva,C,m,Idaho Falls,VT,
9rz129,2114565.0,,15404queenst5esr,33152,3.0,P3zybycirn,1 769 028 0589,1.0,8notesStqtesofAmerica,Ayaz,,f,Moreno Valley,IL,86667.0
penw30,236262.0,,1619vreenspoibrroad,83729,2.0,penn,1 005 833 8970,1.0,Unitedxtatesofqmegicq,Y3TTY,J,f,Ontario,FL,193470.0
Gua1e1,2311325.0,,22477WA5RENPARo,B8g1z6,3.0,Guay,1 884 215 4243,1.0,6nitede4atesofzmerica,Marymuchrlle,S,,Concord,MI,406379.0
bre13e,1118404.0,,6403RkBBINSSrREET,53717,2.0,btennand,,0.0,Canadz,agtetha,,F,Phoenix,Newfoundland,480595.0
zav133,1438827.0,,3o58GkENL0CjBOULEVARD,h5c1w7,7.0,Savabh,1 725 177 7815,3.0,UnihedStatesofAm2rksa,LOTTu,X,f,Coral Springs,ME,181718.0
ABB1w4,,,13640ethgidg2lowe4,37245,1.0,ABBATANTUkN0,1 277 496 5396,0.0,UgitedStateaifAmerkca,massey,Z,,Oxnard,AL,468310.0
Oo135,959310.0,,3981kmpediallowed,94401,3.0,OP,1 756 463 2201,2.0,UnitedetwtesogAm4rica,Axria,N,M,Brownsville,IN,354987.0
Mer13y,1846152.0,,133103rddr7ve,B8a1yw,4.0,Metsinger,1 261 338 7463,5.0,Cahada,audifox,,,Memphis,NH,284539.0
rutw37,990060.0,,02p7TH3OCKMOgTONSOUTH,t6h1k2,0.0,rutt,1 811 086 4675,5.0,Uni5edafates9fAmerica,SUE,,F,Flint,DC,213725.0
brm138,1185672.0,,89355OUNGUPPsR,85306,4.0,bekis,1 338 771 1185,,UnjtsdetatesofAme5ica,Lotenza,I,,Lafayette,DC,74195.0
Pen13p,910209.0,,e797RUTG3RSoARK,d6R1R7,5.0,Penmingtob,1 554 231 5318,,UnitfdSratesofAjerics,Enzo,,,Greensboro,MD,169295.0
tor14o,3055541.0,,8285tamxrinwcredc4nt,68513,8.0,4orok,1 733 886 5227,1.0,UnitedSfztesofAmer7da,claud7na,Y,M,Sterling Heights,Prince Edward Island,307832.0
laa141,455316.0,,20025routhcr4xcegt,b6n1v9,3.0,lawpis,1 267 357 1943,2.0,Un9tedStates9fAjerkca,Otha,L,m,Costa Mesa,MD,20397.0
fee142,2159239.0,Suitew97,4144LAo3PAdKLANE,83702,4.0,Beege,1 602 756 7919,4.0,UhktevStatesofAmdrica,Rodi4,D,m,Houston,New Brunswick,463094.0
scm143,253890.0,,3375salow8tzlqne,80125,4.0,achlange,1 793 864 7010,2.0,6nitecStatesofAmerisw,cULCE,,m,Bakersfield,HI,331900.0
Wit14t,1802217.0,,7256berrywsy,M5G1Yi,3.0,Witchlos,1 637 020 2921,1.0,UnitedStztes8tqmerica,Win,,,Chesapeake,ND,8421.0
MER14t,2053346.0,,3w31WAhHANSOUfH,80213,3.0,MsREDITH,1 428 797 6325,4.0,knitfdStateskfAmerixa,Roselln,Q,F,Sandy,Nova Scotia,35780.0
nia146,1657321.0,,q8340RYANNORTH,60737,4.0,bialjeniuq,1 011 549 5618,1.0,6nitedStatesobAmer7xa,Maianie,,m,Lewiston,ME,139897.0
Sqi147,1490081.0,SkITE464,13122glenlocnroax,90510,2.0,Saiat,1 993 255 5481,2.0,UgitedStzt4sofAmrrica,TA4YN,P,m,Elizabeth,Alberta,414119.0
hul148,,,787iMURRAYWAY,92882,3.0,vullinger,1 487 749 4448,3.0,Uni6edStatesofwmfgica,MxLENA,,,Sudbury,VT,234035.0
TYR1r9,1588207.0,,7527wgzledrive,98121,4.0,TYRREpL,1 192 352 2184,2.0,Cwnada,Do5ie,,F,Austin,DE,144405.0
Fjf150,271366.0,,1u788eagletrqcepqrk,Hqe1x9,5.0,Fyfe,1 293 442 4224,1.0,UnitedStayesofzmsroca,Lies2,,,Salinas,MA,55441.0
eic151,1168884.0,,y662GRANTWAY,23503,5.0,Sicqrd,1 078 502 6700,2.0,hnitedSta5esofAmwruca,tele,,,Peoria,CA,392869.0
CAa152,1142688.0,,480udrystalhiolsshreet,40208,6.0,vASTEN,1 430 909 3001,4.0,hbitefStat4sofAmerica,qstra,,F,Sydney,Manitoba,402416.0
Choq53,1215936.0,,42q1WILLeNORTH,75201,1.0,Choy,1 392 455 0895,4.0,Unit3dS6zteaofAmerica,harnia,S,,San Antonio,TN,89984.0
dHA154,1788574.0,,7524oingergjorth,93852,2.0,CHwCKO,1 273 921 9787,1.0,7nktedStateaofAmerifa,AMY,,,Oklahoma City,FL,395773.0
bei1t5,1844856.0,,q4266ldmminvsouth,32312,5.0,beil,1 012 993 4538,1.0,UniyedStstesofAmer7cq,uAMILTON,E,f,Miami,CA,126662.0
El3156,2282114.0,,142iADDAXLAgE,90059,3.0,Elef4herioy,1 890 859 4211,0.0,UnuyedStateqoeAmerica,muldip,J,m,Yonkers,CO,132008.0
og158,822545.0,,1625frrnahcocourt,77006,4.0,ograwy,1 080 032 3031,2.0,6njtedStatespfAmerjca,krystall2,,F,Columbia,Saskatchewan,417218.0
lat158,1548220.0,,335foorfstanortu,23224,0.0,Kztchmar,1 561 620 7173,3.0,8nitedStatesogAmefkca,Stepla,,,Lubbock,UT,360063.0
Lui1t9,1476903.0,,22806garsonwws6,10055,6.0,Luin,1 017 439 0362,4.0,UnitedqtateslfAjerifa,Markejoswe,O,,Chattanooga,ME,100516.0
Klaq60,1730482.0,,t524vsemackstreet,35830,2.0,Klwvkalns,1 248 539 6621,2.0,Uni6edStatedofAmerixq,jashib,,f,Fargo,NH,16814.0
B5u161,336933.0,,18105fkeftrastreet,v6j1s9,4.0,Brunsring,1 611 789 5569,2.0,hnkterStatesofAmfrica,Annettw,Z,,Omaha,VA,
Aph162,1473655.0,,719holmsncourg,22304,3.0,spter,1 023 151 8130,2.0,iniyrdwtatesofAmerica,LENA,Q,,Yonkers,TX,315962.0
