district,last_name,customer_id,address,create_date,active,first_name,postal_code,city_id,address2,phone,email,store_id,address_id
Northern Cape,MARTINEZ,19,1417 Lancaster Avenue,2006-02-14 22:04:36,1,RUTH,72192,267,,272572357893,RUTH.MARTINEZ@sakilacustomer.org,1,23
Nothwest Border Prov,ROBINSON,20,1688 Okara Way,2006-02-14 22:04:36,1,SHARON,21954,327,,144453869132,SHARON.ROBINSON@sakilacustomer.org,2,24
Dhaka,CLARK,21,262 A Corua (La Corua) Parkway,2006-02-14 22:04:36,1,MICHELLE,34418,525,,892775750063,MICHELLE.CLARK@sakilacustomer.org,1,25
Rabat-Sal-Zammour-Z,RODRIGUEZ,22,28 Charlotte Amalie Street,2006-02-14 22:04:36,1,LAURA,37551,443,,161968374323,LAURA.RODRIGUEZ@sakilacustomer.org,1,26
Liepaja,LEWIS,23,1780 Hino Boulevard,2006-02-14 22:04:36,1,SARAH,7716,303,,902731229323,SARAH.LEWIS@sakilacustomer.org,2,27
Crdoba,LEE,24,96 Tafuna Way,2006-02-14 22:04:36,1,KIMBERLY,99865,128,,934730187245,KIMBERLY.LEE@sakilacustomer.org,2,28
Sind,WALKER,25,934 San Felipe de Puerto Plata Street,2006-02-14 22:04:36,1,DEBORAH,99780,472,,196495945706,DEBORAH.WALKER@sakilacustomer.org,1,29
,HALL,26,18 Duisburg Boulevard,2006-02-14 22:04:36,1,JESSICA,58327,121,,998009777982,JESSICA.HALL@sakilacustomer.org,2,30
Southern Mindanao,ALLEN,27,217 Botshabelo Place,2006-02-14 22:04:36,1,SHIRLEY,49521,138,,665356572025,SHIRLEY.ALLEN@sakilacustomer.org,2,31
Bihar,YOUNG,28,1425 Shikarpur Manor,2006-02-14 22:04:36,1,CYNTHIA,65599,346,,678220867005,CYNTHIA.YOUNG@sakilacustomer.org,1,32
Yamaguchi,HERNANDEZ,29,786 Aurora Avenue,2006-02-14 22:04:36,1,ANGELA,65750,474,,18461860151,ANGELA.HERNANDEZ@sakilacustomer.org,2,33
Taipei,KING,30,1668 Anpolis Street,2006-02-14 22:04:36,1,MELISSA,50199,316,,525255540978,MELISSA.KING@sakilacustomer.org,1,34
West Bengali,WRIGHT,31,33 Gorontalo Way,2006-02-14 22:04:36,1,BRENDA,30348,257,,745994947458,BRENDA.WRIGHT@sakilacustomer.org,2,35
Uttar Pradesh,LOPEZ,32,176 Mandaluyong Place,2006-02-14 22:04:36,1,AMY,65213,239,,627705991774,AMY.LOPEZ@sakilacustomer.org,1,36
Piemonte,HILL,33,127 Purnea (Purnia) Manor,2006-02-14 22:04:36,1,ANNA,79388,17,,911872220378,ANNA.HILL@sakilacustomer.org,2,37
Okayama,SCOTT,34,61 Tama Street,2006-02-14 22:04:36,1,REBECCA,94065,284,,708403338270,REBECCA.SCOTT@sakilacustomer.org,2,38
Midi-Pyrnes,GREEN,35,391 Callao Drive,2006-02-14 22:04:36,1,VIRGINIA,34021,544,,440512153169,VIRGINIA.GREEN@sakilacustomer.org,2,39
Markazi,ADAMS,36,334 Munger (Monghyr) Lane,2006-02-14 22:04:36,1,KATHLEEN,38145,31,,481183273622,KATHLEEN.ADAMS@sakilacustomer.org,2,40
Henan,BAKER,37,1440 Fukuyama Loop,2006-02-14 22:04:36,1,PAMELA,47929,362,,912257250465,PAMELA.BAKER@sakilacustomer.org,1,41
Chisinau,GONZALEZ,38,269 Cam Ranh Parkway,2006-02-14 22:04:36,1,MARTHA,34689,115,,489783829737,MARTHA.GONZALEZ@sakilacustomer.org,1,42
Esprito Santo,NELSON,39,306 Antofagasta Place,2006-02-14 22:04:36,1,DEBRA,3989,569,,378318851631,DEBRA.NELSON@sakilacustomer.org,1,43
Oriental,CARTER,40,671 Graz Street,2006-02-14 22:04:36,1,AMANDA,94399,353,,680768868518,AMANDA.CARTER@sakilacustomer.org,2,44
Yerevan,MITCHELL,41,42 Brindisi Place,2006-02-14 22:04:36,1,STEPHANIE,16744,586,,42384721397,STEPHANIE.MITCHELL@sakilacustomer.org,1,45
Nonthaburi,PEREZ,42,1632 Bislig Avenue,2006-02-14 22:04:36,1,CAROLYN,61117,394,,471675840679,CAROLYN.PEREZ@sakilacustomer.org,2,46
Tahiti,ROBERTS,43,1447 Imus Way,2006-02-14 22:04:36,1,CHRISTINE,48942,167,,539758313890,CHRISTINE.ROBERTS@sakilacustomer.org,2,47
Lipetsk,TURNER,44,1998 Halifax Drive,2006-02-14 22:04:36,1,MARIE,76022,308,,177727722820,MARIE.TURNER@sakilacustomer.org,1,48
Antofagasta,PHILLIPS,45,1718 Valencia Street,2006-02-14 22:04:36,1,JANET,37359,27,,675292816413,JANET.PHILLIPS@sakilacustomer.org,1,49
Moscow (City),CAMPBELL,46,46 Pjatigorsk Lane,2006-02-14 22:04:36,1,CATHERINE,23616,343,,262076994845,CATHERINE.CAMPBELL@sakilacustomer.org,2,50
Cear,PARKER,47,686 Garland Manor,2006-02-14 22:04:36,1,FRANCES,52535,247,,69493378813,FRANCES.PARKER@sakilacustomer.org,1,51
Tatarstan,EVANS,48,909 Garland Manor,2006-02-14 22:04:36,1,ANN,69367,367,,705800322606,ANN.EVANS@sakilacustomer.org,1,52
Mekka,EDWARDS,49,725 Isesaki Place,2006-02-14 22:04:36,1,JOYCE,74428,237,,876295323994,JOYCE.EDWARDS@sakilacustomer.org,2,53
Khartum,COLLINS,50,115 Hidalgo Parkway,2006-02-14 22:04:36,1,DIANE,80168,379,,307703950263,DIANE.COLLINS@sakilacustomer.org,1,54
California,STEWART,51,1135 Izumisano Parkway,2006-02-14 22:04:36,1,ALICE,48150,171,,171822533480,ALICE.STEWART@sakilacustomer.org,1,55
Galicia,SANCHEZ,52,939 Probolinggo Loop,2006-02-14 22:04:36,1,JULIE,4166,1,,680428310138,JULIE.SANCHEZ@sakilacustomer.org,1,56
Chiba,MORRIS,53,17 Kabul Boulevard,2006-02-14 22:04:36,1,HEATHER,38594,355,,697760867968,HEATHER.MORRIS@sakilacustomer.org,1,57
Yamaguchi,ROGERS,54,1964 Allappuzha (Alleppey) Street,2006-02-14 22:04:36,1,TERESA,48980,227,,920811325222,TERESA.ROGERS@sakilacustomer.org,1,58
Moskova,REED,55,1697 Kowloon and New Kowloon Loop,2006-02-14 22:04:36,1,DORIS,57807,49,,499352017190,DORIS.REED@sakilacustomer.org,2,59
Tahiti,COOK,56,1668 Saint Louis Place,2006-02-14 22:04:36,1,GLORIA,39072,397,,347487831378,GLORIA.COOK@sakilacustomer.org,1,60
Vaduz,MORGAN,57,943 Tokat Street,2006-02-14 22:04:36,1,EVELYN,45428,560,,889318963672,EVELYN.MORGAN@sakilacustomer.org,2,61
Sarawak,BELL,58,1114 Liepaja Street,2006-02-14 22:04:36,1,JEAN,69226,282,,212869228936,JEAN.BELL@sakilacustomer.org,1,62
Karnataka,MURPHY,59,1213 Ranchi Parkway,2006-02-14 22:04:36,1,CHERYL,94352,350,,800024380485,CHERYL.MURPHY@sakilacustomer.org,1,63
Rajasthan,BAILEY,60,81 Hodeida Way,2006-02-14 22:04:36,1,MILDRED,55561,231,,250767749542,MILDRED.BAILEY@sakilacustomer.org,1,64
Basel-Stadt,RIVERA,61,915 Ponce Place,2006-02-14 22:04:36,1,KATHERINE,83980,56,,1395251317,KATHERINE.RIVERA@sakilacustomer.org,2,65
Missouri,COOPER,62,1717 Guadalajara Lane,2006-02-14 22:04:36,1,JOAN,85505,441,,914090181665,JOAN.COOPER@sakilacustomer.org,1,66
Nebraska,RICHARDSON,63,1214 Hanoi Way,2006-02-14 22:04:36,1,ASHLEY,67055,306,,491001136577,ASHLEY.RICHARDSON@sakilacustomer.org,1,67
Sichuan,COX,64,1966 Amroha Avenue,2006-02-14 22:04:36,0,JUDITH,70385,139,,333489324603,JUDITH.COX@sakilacustomer.org,2,68
Cayenne,HOWARD,65,698 Otsu Street,2006-02-14 22:04:36,1,ROSE,71110,105,,409983924481,ROSE.HOWARD@sakilacustomer.org,2,69
Skne ln,WARD,66,1150 Kimchon Manor,2006-02-14 22:04:36,1,JANICE,96109,321,,663449333709,JANICE.WARD@sakilacustomer.org,2,70
Hunan,TORRES,67,1586 Guaruj Place,2006-02-14 22:04:36,1,KELLY,5135,579,,947233365992,KELLY.TORRES@sakilacustomer.org,1,71
Madhya Pradesh,PETERSON,68,57 Arlington Manor,2006-02-14 22:04:36,1,NICOLE,48960,475,,990214419142,NICOLE.PETERSON@sakilacustomer.org,1,72
Bchar,GRAY,69,1031 Daugavpils Parkway,2006-02-14 22:04:36,1,JUDY,59025,63,,107137400143,JUDY.GRAY@sakilacustomer.org,2,73
Mekka,RAMIREZ,70,1124 Buenaventura Drive,2006-02-14 22:04:36,1,CHRISTINA,6856,13,,407733804223,CHRISTINA.RAMIREZ@sakilacustomer.org,2,74
Eastern Visayas,JAMES,71,492 Cam Ranh Street,2006-02-14 22:04:36,1,KATHY,50805,61,,565018274456,KATHY.JAMES@sakilacustomer.org,1,75
National Capital Reg,WATSON,72,89 Allappuzha (Alleppey) Manor,2006-02-14 22:04:36,1,THERESA,75444,517,,255800440636,THERESA.WATSON@sakilacustomer.org,2,76
Chiayi,BROOKS,73,1947 Poos de Caldas Boulevard,2006-02-14 22:04:36,1,BEVERLY,60951,114,,427454485876,BEVERLY.BROOKS@sakilacustomer.org,2,77
So Paulo,KELLY,74,1206 Dos Quebradas Place,2006-02-14 22:04:36,1,DENISE,20207,431,,241832790687,DENISE.KELLY@sakilacustomer.org,1,78
Changhwa,SANDERS,75,1551 Rampur Lane,2006-02-14 22:04:36,1,TAMMY,72394,108,,251164340471,TAMMY.SANDERS@sakilacustomer.org,2,79
Pavlodar,PRICE,76,602 Paarl Street,2006-02-14 22:04:36,1,IRENE,98889,402,,896314772871,IRENE.PRICE@sakilacustomer.org,2,80
So Paulo,BENNETT,77,1692 Ede Loop,2006-02-14 22:04:36,1,JANE,9223,30,,918711376618,JANE.BENNETT@sakilacustomer.org,2,81
Uttar Pradesh,WOOD,78,936 Salzburg Lane,2006-02-14 22:04:36,1,LORI,96709,425,,875756771675,LORI.WOOD@sakilacustomer.org,1,82
Kanagawa,BARNES,79,586 Tete Way,2006-02-14 22:04:36,1,RACHEL,1079,256,,18581624103,RACHEL.BARNES@sakilacustomer.org,1,83
Oyo & Osun,ROSS,80,1888 Kabul Drive,2006-02-14 22:04:36,1,MARILYN,20936,217,,701457319790,MARILYN.ROSS@sakilacustomer.org,1,84
Mahajanga,HENDERSON,81,320 Baiyin Parkway,2006-02-14 22:04:36,1,ANDREA,37307,319,,223664661973,ANDREA.HENDERSON@sakilacustomer.org,1,85
Krim,COLEMAN,82,927 Baha Blanca Parkway,2006-02-14 22:04:36,1,KATHRYN,9495,479,,821972242086,KATHRYN.COLEMAN@sakilacustomer.org,1,86
Gauteng,JENKINS,83,929 Tallahassee Loop,2006-02-14 22:04:36,1,LOUISE,74671,497,,800716535041,LOUISE.JENKINS@sakilacustomer.org,1,87
Puebla,PERRY,84,125 Citt del Vaticano Boulevard,2006-02-14 22:04:36,1,SARA,67912,40,,48417642933,SARA.PERRY@sakilacustomer.org,2,88
England,POWELL,85,1557 Ktahya Boulevard,2006-02-14 22:04:36,1,ANNE,88002,88,,720998247660,ANNE.POWELL@sakilacustomer.org,2,89
Songkhla,LONG,86,870 Ashqelon Loop,2006-02-14 22:04:36,1,JACQUELINE,84931,489,,135117278909,JACQUELINE.LONG@sakilacustomer.org,2,90
Sucre,PATTERSON,87,1740 Portoviejo Avenue,2006-02-14 22:04:36,1,WANDA,29932,480,,198123170793,WANDA.PATTERSON@sakilacustomer.org,1,91
Cheju,HUGHES,88,1942 Ciparay Parkway,2006-02-14 22:04:36,1,BONNIE,82624,113,,978987363654,BONNIE.HUGHES@sakilacustomer.org,2,92
Buenos Aires,FLORES,89,1926 El Alto Avenue,2006-02-14 22:04:36,1,JULIA,75543,289,,846225459260,JULIA.FLORES@sakilacustomer.org,1,93
Guangdong,WASHINGTON,90,1952 Chatsworth Drive,2006-02-14 22:04:36,1,RUBY,25958,332,,991562402283,RUBY.WASHINGTON@sakilacustomer.org,2,94
Brunei and Muara,BUTLER,91,1370 Le Mans Avenue,2006-02-14 22:04:36,1,LOIS,52163,53,,345679835036,LOIS.BUTLER@sakilacustomer.org,2,95
Gois,SIMMONS,92,984 Effon-Alaiye Avenue,2006-02-14 22:04:36,1,TINA,17119,183,,132986892228,TINA.SIMMONS@sakilacustomer.org,2,96
Inner Mongolia,FOSTER,93,832 Nakhon Sawan Manor,2006-02-14 22:04:36,1,PHYLLIS,49021,592,,275595571388,PHYLLIS.FOSTER@sakilacustomer.org,1,97
Caraga,GONZALES,94,152 Kitwe Parkway,2006-02-14 22:04:36,1,NORMA,53182,82,,835433605312,NORMA.GONZALES@sakilacustomer.org,1,98
Punjab,BRYANT,95,1697 Tanauan Lane,2006-02-14 22:04:36,1,PAULA,22870,399,,4764773857,PAULA.BRYANT@sakilacustomer.org,2,99
Georgia,ALEXANDER,96,1308 Arecibo Way,2006-02-14 22:04:36,1,DIANA,30695,41,,6171054059,DIANA.ALEXANDER@sakilacustomer.org,1,100
Tete,RUSSELL,97,1599 Plock Drive,2006-02-14 22:04:36,1,ANNIE,71986,534,,817248913162,ANNIE.RUSSELL@sakilacustomer.org,2,101
Abu Dhabi,GRIFFIN,98,669 Firozabad Loop,2006-02-14 22:04:36,1,LILLIAN,92265,12,,412903167998,LILLIAN.GRIFFIN@sakilacustomer.org,1,102
Kyongsangbuk,DIAZ,99,588 Vila Velha Manor,2006-02-14 22:04:36,1,EMILY,51540,268,,333339908719,EMILY.DIAZ@sakilacustomer.org,2,103
Lipetsk,HAYES,100,1913 Kamakura Place,2006-02-14 22:04:36,1,ROBIN,97287,238,,942570536750,ROBIN.HAYES@sakilacustomer.org,1,104
Asir,MYERS,101,733 Mandaluyong Place,2006-02-14 22:04:36,1,PEGGY,77459,2,,196568435814,PEGGY.MYERS@sakilacustomer.org,1,105
Ha Darom,FORD,102,659 Vaduz Drive,2006-02-14 22:04:36,1,CRYSTAL,49708,34,,709935135487,CRYSTAL.FORD@sakilacustomer.org,1,106
Kwara & Kogi,HAMILTON,103,1177 Jelets Way,2006-02-14 22:04:36,1,GLADYS,3305,220,,484292626944,GLADYS.HAMILTON@sakilacustomer.org,1,107
Provence-Alpes-Cte,GRAHAM,104,1386 Yangor Avenue,2006-02-14 22:04:36,1,RITA,80720,543,,449216226468,RITA.GRAHAM@sakilacustomer.org,1,108
Funafuti,SULLIVAN,105,454 Nakhon Sawan Boulevard,2006-02-14 22:04:36,1,DAWN,76383,173,,963887147572,DAWN.SULLIVAN@sakilacustomer.org,1,109
Ivanovo,WALLACE,106,1867 San Juan Bautista Tuxtepec Avenue,2006-02-14 22:04:36,1,CONNIE,78311,225,,547003310357,CONNIE.WALLACE@sakilacustomer.org,1,110
Buenos Aires,WOODS,107,1532 Dzerzinsk Way,2006-02-14 22:04:36,1,FLORENCE,9599,334,,330838016880,FLORENCE.WOODS@sakilacustomer.org,1,111
Mxico,COLE,108,1002 Ahmadnagar Manor,2006-02-14 22:04:36,1,TRACY,93026,213,,371490777743,TRACY.COLE@sakilacustomer.org,1,112
North West,WEST,109,682 Junan Way,2006-02-14 22:04:36,1,EDNA,30418,273,,622255216127,EDNA.WEST@sakilacustomer.org,2,113
Hubei,JORDAN,110,804 Elista Drive,2006-02-14 22:04:36,1,TIFFANY,61069,159,,379804592943,TIFFANY.JORDAN@sakilacustomer.org,2,114
Distrito Federal,OWENS,111,1378 Alvorada Avenue,2006-02-14 22:04:36,1,CARMEN,75834,102,,272234298332,CARMEN.OWENS@sakilacustomer.org,1,115
California,REYNOLDS,112,793 Cam Ranh Avenue,2006-02-14 22:04:36,1,ROSA,87057,292,,824370924746,ROSA.REYNOLDS@sakilacustomer.org,2,116
Sucre,FISHER,113,1079 Tel Aviv-Jaffa Boulevard,2006-02-14 22:04:36,1,CINDY,10885,132,,358178933857,CINDY.FISHER@sakilacustomer.org,2,117
Nordrhein-Westfalen,ELLIS,114,442 Rae Bareli Place,2006-02-14 22:04:36,1,GRACE,24321,148,,886636413768,GRACE.ELLIS@sakilacustomer.org,2,118
Mxico,HARRISON,115,1107 Nakhon Sawan Avenue,2006-02-14 22:04:36,1,WENDY,75149,365,,867546627903,WENDY.HARRISON@sakilacustomer.org,1,119
Central Java,GIBSON,116,544 Malm Parkway,2006-02-14 22:04:36,1,VICTORIA,63502,403,,386759646229,VICTORIA.GIBSON@sakilacustomer.org,1,120
Gujarat,MCDONALD,117,1967 Sincelejo Place,2006-02-14 22:04:36,1,EDITH,73644,176,,577812616052,EDITH.MCDONALD@sakilacustomer.org,1,121
Texas,CRUZ,118,333 Goinia Way,2006-02-14 22:04:36,1,KIM,78625,185,,909029256431,KIM.CRUZ@sakilacustomer.org,1,122
al-Qalyubiya,MARSHALL,119,1987 Coacalco de Berriozbal Loop,2006-02-14 22:04:36,1,SHERRY,96065,476,,787654415858,SHERRY.MARSHALL@sakilacustomer.org,1,123
Risaralda,ORTIZ,120,241 Mosul Lane,2006-02-14 22:04:36,1,SYLVIA,76157,147,,765345144779,SYLVIA.ORTIZ@sakilacustomer.org,2,124
Uttar Pradesh,GOMEZ,121,211 Chiayi Drive,2006-02-14 22:04:36,1,JOSEPHINE,58186,164,,665993880048,JOSEPHINE.GOMEZ@sakilacustomer.org,1,125
Lima,MURRAY,122,1175 Tanauan Way,2006-02-14 22:04:36,1,THELMA,64615,305,,937222955822,THELMA.MURRAY@sakilacustomer.org,1,126
Uttar Pradesh,FREEMAN,123,117 Boa Vista Way,2006-02-14 22:04:36,1,SHANNON,6804,566,,677976133614,SHANNON.FREEMAN@sakilacustomer.org,2,127
Ktahya,WELLS,124,848 Tafuna Manor,2006-02-14 22:04:36,0,SHEILA,45142,281,,614935229095,SHEILA.WELLS@sakilacustomer.org,1,128
Gauteng,WEBB,125,569 Baicheng Lane,2006-02-14 22:04:36,1,ETHEL,60304,85,,490211944645,ETHEL.WEBB@sakilacustomer.org,1,129
So Paulo,SIMPSON,126,1666 Qomsheh Drive,2006-02-14 22:04:36,1,ELLEN,66255,410,,582835362905,ELLEN.SIMPSON@sakilacustomer.org,1,130
Smolensk,STEVENS,127,801 Hagonoy Drive,2006-02-14 22:04:36,1,ELAINE,8439,484,,237426099212,ELAINE.STEVENS@sakilacustomer.org,2,131
Slaskie,TUCKER,128,1050 Garden Grove Avenue,2006-02-14 22:04:36,1,MARJORIE,4999,236,,973047364353,MARJORIE.TUCKER@sakilacustomer.org,1,132
Shandong,PORTER,129,1854 Tieli Street,2006-02-14 22:04:36,1,CARRIE,15819,302,,509492324775,CARRIE.PORTER@sakilacustomer.org,1,133
Gois,HUNTER,130,758 Junan Lane,2006-02-14 22:04:36,1,CHARLOTTE,82639,190,,935448624185,CHARLOTTE.HUNTER@sakilacustomer.org,1,134
Taka-Karpatia,HICKS,131,1752 So Leopoldo Parkway,2006-02-14 22:04:36,1,MONICA,14014,345,,252265130067,MONICA.HICKS@sakilacustomer.org,2,135
Free State,CRAWFORD,132,898 Belm Manor,2006-02-14 22:04:36,1,ESTHER,49757,87,,707169393853,ESTHER.CRAWFORD@sakilacustomer.org,2,136
Coahuila de Zaragoza,HENRY,133,261 Saint Louis Way,2006-02-14 22:04:36,1,PAULINE,83401,541,,321944036800,PAULINE.HENRY@sakilacustomer.org,1,137
al-Qalyubiya,BOYD,134,765 Southampton Drive,2006-02-14 22:04:36,1,EMMA,4285,421,,23712411567,EMMA.BOYD@sakilacustomer.org,1,138
Maharashtra,MASON,135,943 Johannesburg Avenue,2006-02-14 22:04:36,1,JUANITA,5892,417,,90921003005,JUANITA.MASON@sakilacustomer.org,2,139
Karnataka,MORALES,136,788 Atinsk Street,2006-02-14 22:04:36,1,ANITA,81691,211,,146497509724,ANITA.MORALES@sakilacustomer.org,2,140
Gelderland,KENNEDY,137,1749 Daxian Place,2006-02-14 22:04:36,1,RHONDA,11044,29,,963369996279,RHONDA.KENNEDY@sakilacustomer.org,2,141
Inner Mongolia,WARREN,138,1587 Sullana Lane,2006-02-14 22:04:36,1,HAZEL,85769,207,,468060467018,HAZEL.WARREN@sakilacustomer.org,1,142
Ynlin,DIXON,139,1029 Dzerzinsk Manor,2006-02-14 22:04:36,1,AMBER,57519,542,,33173584456,AMBER.DIXON@sakilacustomer.org,1,143
Tennessee,RAMOS,140,1666 Beni-Mellal Place,2006-02-14 22:04:36,1,EVA,13377,123,,9099941466,EVA.RAMOS@sakilacustomer.org,1,144
Hiroshima,REYES,141,928 Jaffna Loop,2006-02-14 22:04:36,1,DEBBIE,93762,172,,581852137991,DEBBIE.REYES@sakilacustomer.org,1,145
Scotland,BURNS,142,483 Ljubertsy Parkway,2006-02-14 22:04:36,1,APRIL,60562,149,,581174211853,APRIL.BURNS@sakilacustomer.org,1,146
Kilis,GORDON,143,374 Bat Yam Boulevard,2006-02-14 22:04:36,1,LESLIE,97700,266,,923261616249,LESLIE.GORDON@sakilacustomer.org,1,147
Minsk,SHAW,144,1027 Songkhla Manor,2006-02-14 22:04:36,1,CLARA,30861,340,,563660187896,CLARA.SHAW@sakilacustomer.org,1,148
Gauteng,HOLMES,145,999 Sanaa Loop,2006-02-14 22:04:36,1,LUCILLE,3439,491,,918032330119,LUCILLE.HOLMES@sakilacustomer.org,1,149
Michigan,RICE,146,879 Newcastle Way,2006-02-14 22:04:36,1,JAMIE,90732,499,,206841104594,JAMIE.RICE@sakilacustomer.org,1,150
Saitama,ROBERTSON,147,1337 Lincoln Parkway,2006-02-14 22:04:36,1,JOANNE,99457,555,,597815221267,JOANNE.ROBERTSON@sakilacustomer.org,2,151
Saint-Denis,HUNT,148,1952 Pune Lane,2006-02-14 22:04:36,1,ELEANOR,92150,442,,354615066969,ELEANOR.HUNT@sakilacustomer.org,1,152
Massachusetts,BLACK,149,782 Mosul Street,2006-02-14 22:04:36,1,VALERIE,25545,94,,885899703621,VALERIE.BLACK@sakilacustomer.org,1,153
Michoacn de Ocampo,DANIELS,150,781 Shimonoseki Drive,2006-02-14 22:04:36,1,DANIELLE,95444,202,,632316273199,DANIELLE.DANIELS@sakilacustomer.org,2,154
Shandong,PALMER,151,1560 Jelets Boulevard,2006-02-14 22:04:36,1,MEGAN,77777,291,,189446090264,MEGAN.PALMER@sakilacustomer.org,2,155
Assam,MILLS,152,1963 Moscow Place,2006-02-14 22:04:36,1,ALICIA,64863,354,,761379480249,ALICIA.MILLS@sakilacustomer.org,1,156
Jakarta Raya,NICHOLS,153,456 Escobar Way,2006-02-14 22:04:36,1,SUZANNE,36061,232,,719202533520,SUZANNE.NICHOLS@sakilacustomer.org,2,157
Shanxi,GRANT,154,798 Cianjur Avenue,2006-02-14 22:04:36,1,MICHELE,76990,590,,499408708580,MICHELE.GRANT@sakilacustomer.org,2,158
Bern,KNIGHT,155,185 Novi Sad Place,2006-02-14 22:04:36,1,GAIL,41778,72,,904253967161,GAIL.KNIGHT@sakilacustomer.org,1,159
Ondo & Ekiti,FERGUSON,156,1367 Yantai Manor,2006-02-14 22:04:36,1,BERTHA,21294,381,,889538496300,BERTHA.FERGUSON@sakilacustomer.org,1,160
Pyongyang-si,ROSE,157,1386 Nakhon Sawan Boulevard,2006-02-14 22:04:36,1,DARLENE,53502,420,,368899174225,DARLENE.ROSE@sakilacustomer.org,2,161
North Carolina,STONE,158,369 Papeete Way,2006-02-14 22:04:36,1,VERONICA,66639,187,,170117068815,VERONICA.STONE@sakilacustomer.org,1,162
North Austria,HAWKINS,159,1440 Compton Place,2006-02-14 22:04:36,1,JILL,81037,307,,931059836497,JILL.HAWKINS@sakilacustomer.org,1,163
Moskova,DUNN,160,1623 Baha Blanca Manor,2006-02-14 22:04:36,1,ERIN,81511,310,,149981248346,ERIN.DUNN@sakilacustomer.org,2,164
Tel Aviv,PERKINS,161,97 Shimoga Avenue,2006-02-14 22:04:36,1,GERALDINE,44660,533,,177167004331,GERALDINE.PERKINS@sakilacustomer.org,1,165
Pays de la Loire,HUDSON,162,1740 Le Mans Loop,2006-02-14 22:04:36,1,LAUREN,22853,297,,168476538960,LAUREN.HUDSON@sakilacustomer.org,2,166
Gifu,SPENCER,163,1287 Xiangfan Boulevard,2006-02-14 22:04:36,1,CATHY,57844,253,,819416131190,CATHY.SPENCER@sakilacustomer.org,1,167
Adana,GARDNER,164,842 Salzburg Lane,2006-02-14 22:04:36,1,JOANN,3313,529,,697151428760,JOANN.GARDNER@sakilacustomer.org,2,168
Xinxiang,STEPHENS,165,154 Tallahassee Loop,2006-02-14 22:04:36,1,LORRAINE,62250,199,,935508855935,LORRAINE.STEPHENS@sakilacustomer.org,2,169
