last_name,create_date,active,customer_id,first_name,store_id,address_id,email
SCOTT,2006-02-14 22:04:36,1,34,REBECCA,2,38,REBECCA.SCOTT@sakilacustomer.org
GREEN,2006-02-14 22:04:36,1,35,VIRGINIA,2,39,VIRGINIA.GREEN@sakilacustomer.org
ADAMS,2006-02-14 22:04:36,1,36,KATHLEEN,2,40,KATHLEEN.ADAMS@sakilacustomer.org
BAKER,2006-02-14 22:04:36,1,37,PAMELA,1,41,PAMELA.BAKER@sakilacustomer.org
GONZALEZ,2006-02-14 22:04:36,1,38,MARTHA,1,42,MARTHA.GONZALEZ@sakilacustomer.org
NELSON,2006-02-14 22:04:36,1,39,DEBRA,1,43,DEBRA.NELSON@sakilacustomer.org
CARTER,2006-02-14 22:04:36,1,40,AMANDA,2,44,AMANDA.CARTER@sakilacustomer.org
MITCHELL,2006-02-14 22:04:36,1,41,STEPHANIE,1,45,STEPHANIE.MITCHELL@sakilacustomer.org
PEREZ,2006-02-14 22:04:36,1,42,CAROLYN,2,46,CAROLYN.PEREZ@sakilacustomer.org
ROBERTS,2006-02-14 22:04:36,1,43,CHRISTINE,2,47,CHRISTINE.ROBERTS@sakilacustomer.org
TURNER,2006-02-14 22:04:36,1,44,MARIE,1,48,MARIE.TURNER@sakilacustomer.org
PHILLIPS,2006-02-14 22:04:36,1,45,JANET,1,49,JANET.PHILLIPS@sakilacustomer.org
CAMPBELL,2006-02-14 22:04:36,1,46,CATHERINE,2,50,CATHERINE.CAMPBELL@sakilacustomer.org
PARKER,2006-02-14 22:04:36,1,47,FRANCES,1,51,FRANCES.PARKER@sakilacustomer.org
EVANS,2006-02-14 22:04:36,1,48,ANN,1,52,ANN.EVANS@sakilacustomer.org
EDWARDS,2006-02-14 22:04:36,1,49,JOYCE,2,53,JOYCE.EDWARDS@sakilacustomer.org
COLLINS,2006-02-14 22:04:36,1,50,DIANE,1,54,DIANE.COLLINS@sakilacustomer.org
STEWART,2006-02-14 22:04:36,1,51,ALICE,1,55,ALICE.STEWART@sakilacustomer.org
SANCHEZ,2006-02-14 22:04:36,1,52,JULIE,1,56,JULIE.SANCHEZ@sakilacustomer.org
MORRIS,2006-02-14 22:04:36,1,53,HEATHER,1,57,HEATHER.MORRIS@sakilacustomer.org
ROGERS,2006-02-14 22:04:36,1,54,TERESA,1,58,TERESA.ROGERS@sakilacustomer.org
REED,2006-02-14 22:04:36,1,55,DORIS,2,59,DORIS.REED@sakilacustomer.org
COOK,2006-02-14 22:04:36,1,56,GLORIA,1,60,GLORIA.COOK@sakilacustomer.org
MORGAN,2006-02-14 22:04:36,1,57,EVELYN,2,61,EVELYN.MORGAN@sakilacustomer.org
BELL,2006-02-14 22:04:36,1,58,JEAN,1,62,JEAN.BELL@sakilacustomer.org
MURPHY,2006-02-14 22:04:36,1,59,CHERYL,1,63,CHERYL.MURPHY@sakilacustomer.org
BAILEY,2006-02-14 22:04:36,1,60,MILDRED,1,64,MILDRED.BAILEY@sakilacustomer.org
RIVERA,2006-02-14 22:04:36,1,61,KATHERINE,2,65,KATHERINE.RIVERA@sakilacustomer.org
COOPER,2006-02-14 22:04:36,1,62,JOAN,1,66,JOAN.COOPER@sakilacustomer.org
RICHARDSON,2006-02-14 22:04:36,1,63,ASHLEY,1,67,ASHLEY.RICHARDSON@sakilacustomer.org
COX,2006-02-14 22:04:36,0,64,JUDITH,2,68,JUDITH.COX@sakilacustomer.org
HOWARD,2006-02-14 22:04:36,1,65,ROSE,2,69,ROSE.HOWARD@sakilacustomer.org
WARD,2006-02-14 22:04:36,1,66,JANICE,2,70,JANICE.WARD@sakilacustomer.org
TORRES,2006-02-14 22:04:36,1,67,KELLY,1,71,KELLY.TORRES@sakilacustomer.org
PETERSON,2006-02-14 22:04:36,1,68,NICOLE,1,72,NICOLE.PETERSON@sakilacustomer.org
GRAY,2006-02-14 22:04:36,1,69,JUDY,2,73,JUDY.GRAY@sakilacustomer.org
RAMIREZ,2006-02-14 22:04:36,1,70,CHRISTINA,2,74,CHRISTINA.RAMIREZ@sakilacustomer.org
JAMES,2006-02-14 22:04:36,1,71,KATHY,1,75,KATHY.JAMES@sakilacustomer.org
WATSON,2006-02-14 22:04:36,1,72,THERESA,2,76,THERESA.WATSON@sakilacustomer.org
BROOKS,2006-02-14 22:04:36,1,73,BEVERLY,2,77,BEVERLY.BROOKS@sakilacustomer.org
KELLY,2006-02-14 22:04:36,1,74,DENISE,1,78,DENISE.KELLY@sakilacustomer.org
SANDERS,2006-02-14 22:04:36,1,75,TAMMY,2,79,TAMMY.SANDERS@sakilacustomer.org
PRICE,2006-02-14 22:04:36,1,76,IRENE,2,80,IRENE.PRICE@sakilacustomer.org
BENNETT,2006-02-14 22:04:36,1,77,JANE,2,81,JANE.BENNETT@sakilacustomer.org
WOOD,2006-02-14 22:04:36,1,78,LORI,1,82,LORI.WOOD@sakilacustomer.org
BARNES,2006-02-14 22:04:36,1,79,RACHEL,1,83,RACHEL.BARNES@sakilacustomer.org
ROSS,2006-02-14 22:04:36,1,80,MARILYN,1,84,MARILYN.ROSS@sakilacustomer.org
HENDERSON,2006-02-14 22:04:36,1,81,ANDREA,1,85,ANDREA.HENDERSON@sakilacustomer.org
COLEMAN,2006-02-14 22:04:36,1,82,KATHRYN,1,86,KATHRYN.COLEMAN@sakilacustomer.org
JENKINS,2006-02-14 22:04:36,1,83,LOUISE,1,87,LOUISE.JENKINS@sakilacustomer.org
PERRY,2006-02-14 22:04:36,1,84,SARA,2,88,SARA.PERRY@sakilacustomer.org
POWELL,2006-02-14 22:04:36,1,85,ANNE,2,89,ANNE.POWELL@sakilacustomer.org
LONG,2006-02-14 22:04:36,1,86,JACQUELINE,2,90,JACQUELINE.LONG@sakilacustomer.org
PATTERSON,2006-02-14 22:04:36,1,87,WANDA,1,91,WANDA.PATTERSON@sakilacustomer.org
HUGHES,2006-02-14 22:04:36,1,88,BONNIE,2,92,BONNIE.HUGHES@sakilacustomer.org
FLORES,2006-02-14 22:04:36,1,89,JULIA,1,93,JULIA.FLORES@sakilacustomer.org
WASHINGTON,2006-02-14 22:04:36,1,90,RUBY,2,94,RUBY.WASHINGTON@sakilacustomer.org
BUTLER,2006-02-14 22:04:36,1,91,LOIS,2,95,LOIS.BUTLER@sakilacustomer.org
SIMMONS,2006-02-14 22:04:36,1,92,TINA,2,96,TINA.SIMMONS@sakilacustomer.org
FOSTER,2006-02-14 22:04:36,1,93,PHYLLIS,1,97,PHYLLIS.FOSTER@sakilacustomer.org
GONZALES,2006-02-14 22:04:36,1,94,NORMA,1,98,NORMA.GONZALES@sakilacustomer.org
BRYANT,2006-02-14 22:04:36,1,95,PAULA,2,99,PAULA.BRYANT@sakilacustomer.org
ALEXANDER,2006-02-14 22:04:36,1,96,DIANA,1,100,DIANA.ALEXANDER@sakilacustomer.org
RUSSELL,2006-02-14 22:04:36,1,97,ANNIE,2,101,ANNIE.RUSSELL@sakilacustomer.org
GRIFFIN,2006-02-14 22:04:36,1,98,LILLIAN,1,102,LILLIAN.GRIFFIN@sakilacustomer.org
DIAZ,2006-02-14 22:04:36,1,99,EMILY,2,103,EMILY.DIAZ@sakilacustomer.org
HAYES,2006-02-14 22:04:36,1,100,ROBIN,1,104,ROBIN.HAYES@sakilacustomer.org
MYERS,2006-02-14 22:04:36,1,101,PEGGY,1,105,PEGGY.MYERS@sakilacustomer.org
FORD,2006-02-14 22:04:36,1,102,CRYSTAL,1,106,CRYSTAL.FORD@sakilacustomer.org
HAMILTON,2006-02-14 22:04:36,1,103,GLADYS,1,107,GLADYS.HAMILTON@sakilacustomer.org
GRAHAM,2006-02-14 22:04:36,1,104,RITA,1,108,RITA.GRAHAM@sakilacustomer.org
SULLIVAN,2006-02-14 22:04:36,1,105,DAWN,1,109,DAWN.SULLIVAN@sakilacustomer.org
WALLACE,2006-02-14 22:04:36,1,106,CONNIE,1,110,CONNIE.WALLACE@sakilacustomer.org
WOODS,2006-02-14 22:04:36,1,107,FLORENCE,1,111,FLORENCE.WOODS@sakilacustomer.org
COLE,2006-02-14 22:04:36,1,108,TRACY,1,112,TRACY.COLE@sakilacustomer.org
WEST,2006-02-14 22:04:36,1,109,EDNA,2,113,EDNA.WEST@sakilacustomer.org
JORDAN,2006-02-14 22:04:36,1,110,TIFFANY,2,114,TIFFANY.JORDAN@sakilacustomer.org
OWENS,2006-02-14 22:04:36,1,111,CARMEN,1,115,CARMEN.OWENS@sakilacustomer.org
REYNOLDS,2006-02-14 22:04:36,1,112,ROSA,2,116,ROSA.REYNOLDS@sakilacustomer.org
FISHER,2006-02-14 22:04:36,1,113,CINDY,2,117,CINDY.FISHER@sakilacustomer.org
ELLIS,2006-02-14 22:04:36,1,114,GRACE,2,118,GRACE.ELLIS@sakilacustomer.org
HARRISON,2006-02-14 22:04:36,1,115,WENDY,1,119,WENDY.HARRISON@sakilacustomer.org
GIBSON,2006-02-14 22:04:36,1,116,VICTORIA,1,120,VICTORIA.GIBSON@sakilacustomer.org
MCDONALD,2006-02-14 22:04:36,1,117,EDITH,1,121,EDITH.MCDONALD@sakilacustomer.org
CRUZ,2006-02-14 22:04:36,1,118,KIM,1,122,KIM.CRUZ@sakilacustomer.org
MARSHALL,2006-02-14 22:04:36,1,119,SHERRY,1,123,SHERRY.MARSHALL@sakilacustomer.org
ORTIZ,2006-02-14 22:04:36,1,120,SYLVIA,2,124,SYLVIA.ORTIZ@sakilacustomer.org
GOMEZ,2006-02-14 22:04:36,1,121,JOSEPHINE,1,125,JOSEPHINE.GOMEZ@sakilacustomer.org
MURRAY,2006-02-14 22:04:36,1,122,THELMA,1,126,THELMA.MURRAY@sakilacustomer.org
FREEMAN,2006-02-14 22:04:36,1,123,SHANNON,2,127,SHANNON.FREEMAN@sakilacustomer.org
WELLS,2006-02-14 22:04:36,0,124,SHEILA,1,128,SHEILA.WELLS@sakilacustomer.org
WEBB,2006-02-14 22:04:36,1,125,ETHEL,1,129,ETHEL.WEBB@sakilacustomer.org
SIMPSON,2006-02-14 22:04:36,1,126,ELLEN,1,130,ELLEN.SIMPSON@sakilacustomer.org
STEVENS,2006-02-14 22:04:36,1,127,ELAINE,2,131,ELAINE.STEVENS@sakilacustomer.org
TUCKER,2006-02-14 22:04:36,1,128,MARJORIE,1,132,MARJORIE.TUCKER@sakilacustomer.org
PORTER,2006-02-14 22:04:36,1,129,CARRIE,1,133,CARRIE.PORTER@sakilacustomer.org
HUNTER,2006-02-14 22:04:36,1,130,CHARLOTTE,1,134,CHARLOTTE.HUNTER@sakilacustomer.org
HICKS,2006-02-14 22:04:36,1,131,MONICA,2,135,MONICA.HICKS@sakilacustomer.org
CRAWFORD,2006-02-14 22:04:36,1,132,ESTHER,2,136,ESTHER.CRAWFORD@sakilacustomer.org
HENRY,2006-02-14 22:04:36,1,133,PAULINE,1,137,PAULINE.HENRY@sakilacustomer.org
BOYD,2006-02-14 22:04:36,1,134,EMMA,1,138,EMMA.BOYD@sakilacustomer.org
MASON,2006-02-14 22:04:36,1,135,JUANITA,2,139,JUANITA.MASON@sakilacustomer.org
MORALES,2006-02-14 22:04:36,1,136,ANITA,2,140,ANITA.MORALES@sakilacustomer.org
KENNEDY,2006-02-14 22:04:36,1,137,RHONDA,2,141,RHONDA.KENNEDY@sakilacustomer.org
WARREN,2006-02-14 22:04:36,1,138,HAZEL,1,142,HAZEL.WARREN@sakilacustomer.org
DIXON,2006-02-14 22:04:36,1,139,AMBER,1,143,AMBER.DIXON@sakilacustomer.org
RAMOS,2006-02-14 22:04:36,1,140,EVA,1,144,EVA.RAMOS@sakilacustomer.org
REYES,2006-02-14 22:04:36,1,141,DEBBIE,1,145,DEBBIE.REYES@sakilacustomer.org
BURNS,2006-02-14 22:04:36,1,142,APRIL,1,146,APRIL.BURNS@sakilacustomer.org
GORDON,2006-02-14 22:04:36,1,143,LESLIE,1,147,LESLIE.GORDON@sakilacustomer.org
SHAW,2006-02-14 22:04:36,1,144,CLARA,1,148,CLARA.SHAW@sakilacustomer.org
HOLMES,2006-02-14 22:04:36,1,145,LUCILLE,1,149,LUCILLE.HOLMES@sakilacustomer.org
RICE,2006-02-14 22:04:36,1,146,JAMIE,1,150,JAMIE.RICE@sakilacustomer.org
ROBERTSON,2006-02-14 22:04:36,1,147,JOANNE,2,151,JOANNE.ROBERTSON@sakilacustomer.org
HUNT,2006-02-14 22:04:36,1,148,ELEANOR,1,152,ELEANOR.HUNT@sakilacustomer.org
BLACK,2006-02-14 22:04:36,1,149,VALERIE,1,153,VALERIE.BLACK@sakilacustomer.org
DANIELS,2006-02-14 22:04:36,1,150,DANIELLE,2,154,DANIELLE.DANIELS@sakilacustomer.org
PALMER,2006-02-14 22:04:36,1,151,MEGAN,2,155,MEGAN.PALMER@sakilacustomer.org
MILLS,2006-02-14 22:04:36,1,152,ALICIA,1,156,ALICIA.MILLS@sakilacustomer.org
NICHOLS,2006-02-14 22:04:36,1,153,SUZANNE,2,157,SUZANNE.NICHOLS@sakilacustomer.org
GRANT,2006-02-14 22:04:36,1,154,MICHELE,2,158,MICHELE.GRANT@sakilacustomer.org
KNIGHT,2006-02-14 22:04:36,1,155,GAIL,1,159,GAIL.KNIGHT@sakilacustomer.org
FERGUSON,2006-02-14 22:04:36,1,156,BERTHA,1,160,BERTHA.FERGUSON@sakilacustomer.org
ROSE,2006-02-14 22:04:36,1,157,DARLENE,2,161,DARLENE.ROSE@sakilacustomer.org
STONE,2006-02-14 22:04:36,1,158,VERONICA,1,162,VERONICA.STONE@sakilacustomer.org
HAWKINS,2006-02-14 22:04:36,1,159,JILL,1,163,JILL.HAWKINS@sakilacustomer.org
DUNN,2006-02-14 22:04:36,1,160,ERIN,2,164,ERIN.DUNN@sakilacustomer.org
PERKINS,2006-02-14 22:04:36,1,161,GERALDINE,1,165,GERALDINE.PERKINS@sakilacustomer.org
HUDSON,2006-02-14 22:04:36,1,162,LAUREN,2,166,LAUREN.HUDSON@sakilacustomer.org
SPENCER,2006-02-14 22:04:36,1,163,CATHY,1,167,CATHY.SPENCER@sakilacustomer.org
GARDNER,2006-02-14 22:04:36,1,164,JOANN,2,168,JOANN.GARDNER@sakilacustomer.org
STEPHENS,2006-02-14 22:04:36,1,165,LORRAINE,2,169,LORRAINE.STEPHENS@sakilacustomer.org
PAYNE,2006-02-14 22:04:36,1,166,LYNN,1,170,LYNN.PAYNE@sakilacustomer.org
PIERCE,2006-02-14 22:04:36,1,167,SALLY,2,171,SALLY.PIERCE@sakilacustomer.org
BERRY,2006-02-14 22:04:36,1,168,REGINA,1,172,REGINA.BERRY@sakilacustomer.org
MATTHEWS,2006-02-14 22:04:36,0,169,ERICA,2,173,ERICA.MATTHEWS@sakilacustomer.org
ARNOLD,2006-02-14 22:04:36,1,170,BEATRICE,1,174,BEATRICE.ARNOLD@sakilacustomer.org
WAGNER,2006-02-14 22:04:36,1,171,DOLORES,2,175,DOLORES.WAGNER@sakilacustomer.org
WILLIS,2006-02-14 22:04:36,1,172,BERNICE,1,176,BERNICE.WILLIS@sakilacustomer.org
RAY,2006-02-14 22:04:36,1,173,AUDREY,1,177,AUDREY.RAY@sakilacustomer.org
WATKINS,2006-02-14 22:04:36,1,174,YVONNE,2,178,YVONNE.WATKINS@sakilacustomer.org
OLSON,2006-02-14 22:04:36,1,175,ANNETTE,1,179,ANNETTE.OLSON@sakilacustomer.org
CARROLL,2006-02-14 22:04:36,1,176,JUNE,1,180,JUNE.CARROLL@sakilacustomer.org
DUNCAN,2006-02-14 22:04:36,1,177,SAMANTHA,2,181,SAMANTHA.DUNCAN@sakilacustomer.org
SNYDER,2006-02-14 22:04:36,1,178,MARION,2,182,MARION.SNYDER@sakilacustomer.org
HART,2006-02-14 22:04:36,1,179,DANA,1,183,DANA.HART@sakilacustomer.org
CUNNINGHAM,2006-02-14 22:04:36,1,180,STACY,2,184,STACY.CUNNINGHAM@sakilacustomer.org
BRADLEY,2006-02-14 22:04:36,1,181,ANA,2,185,ANA.BRADLEY@sakilacustomer.org
LANE,2006-02-14 22:04:36,1,182,RENEE,1,186,RENEE.LANE@sakilacustomer.org
ANDREWS,2006-02-14 22:04:36,1,183,IDA,2,187,IDA.ANDREWS@sakilacustomer.org
RUIZ,2006-02-14 22:04:36,1,184,VIVIAN,1,188,VIVIAN.RUIZ@sakilacustomer.org
HARPER,2006-02-14 22:04:36,1,185,ROBERTA,1,189,ROBERTA.HARPER@sakilacustomer.org
FOX,2006-02-14 22:04:36,1,186,HOLLY,2,190,HOLLY.FOX@sakilacustomer.org
RILEY,2006-02-14 22:04:36,1,187,BRITTANY,2,191,BRITTANY.RILEY@sakilacustomer.org
ARMSTRONG,2006-02-14 22:04:36,1,188,MELANIE,1,192,MELANIE.ARMSTRONG@sakilacustomer.org
CARPENTER,2006-02-14 22:04:36,1,189,LORETTA,1,193,LORETTA.CARPENTER@sakilacustomer.org
WEAVER,2006-02-14 22:04:36,1,190,YOLANDA,2,194,YOLANDA.WEAVER@sakilacustomer.org
GREENE,2006-02-14 22:04:36,1,191,JEANETTE,1,195,JEANETTE.GREENE@sakilacustomer.org
LAWRENCE,2006-02-14 22:04:36,1,192,LAURIE,1,196,LAURIE.LAWRENCE@sakilacustomer.org
ELLIOTT,2006-02-14 22:04:36,1,193,KATIE,2,197,KATIE.ELLIOTT@sakilacustomer.org
CHAVEZ,2006-02-14 22:04:36,1,194,KRISTEN,2,198,KRISTEN.CHAVEZ@sakilacustomer.org
SIMS,2006-02-14 22:04:36,1,195,VANESSA,1,199,VANESSA.SIMS@sakilacustomer.org
AUSTIN,2006-02-14 22:04:36,1,196,ALMA,1,200,ALMA.AUSTIN@sakilacustomer.org
PETERS,2006-02-14 22:04:36,1,197,SUE,2,201,SUE.PETERS@sakilacustomer.org
KELLEY,2006-02-14 22:04:36,1,198,ELSIE,2,202,ELSIE.KELLEY@sakilacustomer.org
FRANKLIN,2006-02-14 22:04:36,1,199,BETH,2,203,BETH.FRANKLIN@sakilacustomer.org
LAWSON,2006-02-14 22:04:36,1,200,JEANNE,2,204,JEANNE.LAWSON@sakilacustomer.org
FIELDS,2006-02-14 22:04:36,1,201,VICKI,1,205,VICKI.FIELDS@sakilacustomer.org
GUTIERREZ,2006-02-14 22:04:36,1,202,CARLA,2,206,CARLA.GUTIERREZ@sakilacustomer.org
RYAN,2006-02-14 22:04:36,1,203,TARA,1,207,TARA.RYAN@sakilacustomer.org
SCHMIDT,2006-02-14 22:04:36,1,204,ROSEMARY,1,208,ROSEMARY.SCHMIDT@sakilacustomer.org
CARR,2006-02-14 22:04:36,1,205,EILEEN,2,209,EILEEN.CARR@sakilacustomer.org
VASQUEZ,2006-02-14 22:04:36,1,206,TERRI,1,210,TERRI.VASQUEZ@sakilacustomer.org
CASTILLO,2006-02-14 22:04:36,1,207,GERTRUDE,1,211,GERTRUDE.CASTILLO@sakilacustomer.org
WHEELER,2006-02-14 22:04:36,1,208,LUCY,1,212,LUCY.WHEELER@sakilacustomer.org
CHAPMAN,2006-02-14 22:04:36,1,209,TONYA,2,213,TONYA.CHAPMAN@sakilacustomer.org
OLIVER,2006-02-14 22:04:36,1,210,ELLA,2,214,ELLA.OLIVER@sakilacustomer.org
MONTGOMERY,2006-02-14 22:04:36,1,211,STACEY,1,215,STACEY.MONTGOMERY@sakilacustomer.org
RICHARDS,2006-02-14 22:04:36,1,212,WILMA,2,216,WILMA.RICHARDS@sakilacustomer.org
WILLIAMSON,2006-02-14 22:04:36,1,213,GINA,1,217,GINA.WILLIAMSON@sakilacustomer.org
JOHNSTON,2006-02-14 22:04:36,1,214,KRISTIN,1,218,KRISTIN.JOHNSTON@sakilacustomer.org
BANKS,2006-02-14 22:04:36,1,215,JESSIE,2,219,JESSIE.BANKS@sakilacustomer.org
MEYER,2006-02-14 22:04:36,1,216,NATALIE,1,220,NATALIE.MEYER@sakilacustomer.org
BISHOP,2006-02-14 22:04:36,1,217,AGNES,2,221,AGNES.BISHOP@sakilacustomer.org
MCCOY,2006-02-14 22:04:36,1,218,VERA,1,222,VERA.MCCOY@sakilacustomer.org
HOWELL,2006-02-14 22:04:36,1,219,WILLIE,2,223,WILLIE.HOWELL@sakilacustomer.org
ALVAREZ,2006-02-14 22:04:36,1,220,CHARLENE,2,224,CHARLENE.ALVAREZ@sakilacustomer.org
MORRISON,2006-02-14 22:04:36,1,221,BESSIE,1,225,BESSIE.MORRISON@sakilacustomer.org
HANSEN,2006-02-14 22:04:36,1,222,DELORES,2,226,DELORES.HANSEN@sakilacustomer.org
FERNANDEZ,2006-02-14 22:04:36,1,223,MELINDA,1,227,MELINDA.FERNANDEZ@sakilacustomer.org
GARZA,2006-02-14 22:04:36,1,224,PEARL,2,228,PEARL.GARZA@sakilacustomer.org
HARVEY,2006-02-14 22:04:36,1,225,ARLENE,1,229,ARLENE.HARVEY@sakilacustomer.org
LITTLE,2006-02-14 22:04:36,1,226,MAUREEN,2,230,MAUREEN.LITTLE@sakilacustomer.org
BURTON,2006-02-14 22:04:36,1,227,COLLEEN,1,231,COLLEEN.BURTON@sakilacustomer.org
STANLEY,2006-02-14 22:04:36,1,228,ALLISON,2,232,ALLISON.STANLEY@sakilacustomer.org
NGUYEN,2006-02-14 22:04:36,1,229,TAMARA,1,233,TAMARA.NGUYEN@sakilacustomer.org
GEORGE,2006-02-14 22:04:36,1,230,JOY,2,234,JOY.GEORGE@sakilacustomer.org
JACOBS,2006-02-14 22:04:36,1,231,GEORGIA,1,235,GEORGIA.JACOBS@sakilacustomer.org
REID,2006-02-14 22:04:36,1,232,CONSTANCE,2,236,CONSTANCE.REID@sakilacustomer.org
KIM,2006-02-14 22:04:36,1,233,LILLIE,2,237,LILLIE.KIM@sakilacustomer.org
FULLER,2006-02-14 22:04:36,1,234,CLAUDIA,1,238,CLAUDIA.FULLER@sakilacustomer.org
LYNCH,2006-02-14 22:04:36,1,235,JACKIE,1,239,JACKIE.LYNCH@sakilacustomer.org
DEAN,2006-02-14 22:04:36,1,236,MARCIA,1,240,MARCIA.DEAN@sakilacustomer.org
GILBERT,2006-02-14 22:04:36,1,237,TANYA,1,241,TANYA.GILBERT@sakilacustomer.org
GARRETT,2006-02-14 22:04:36,1,238,NELLIE,1,242,NELLIE.GARRETT@sakilacustomer.org
ROMERO,2006-02-14 22:04:36,1,239,MINNIE,2,243,MINNIE.ROMERO@sakilacustomer.org
WELCH,2006-02-14 22:04:36,1,240,MARLENE,1,244,MARLENE.WELCH@sakilacustomer.org
LARSON,2006-02-14 22:04:36,0,241,HEIDI,2,245,HEIDI.LARSON@sakilacustomer.org
FRAZIER,2006-02-14 22:04:36,1,242,GLENDA,1,246,GLENDA.FRAZIER@sakilacustomer.org
BURKE,2006-02-14 22:04:36,1,243,LYDIA,1,247,LYDIA.BURKE@sakilacustomer.org
HANSON,2006-02-14 22:04:36,1,244,VIOLA,2,248,VIOLA.HANSON@sakilacustomer.org
DAY,2006-02-14 22:04:36,1,245,COURTNEY,1,249,COURTNEY.DAY@sakilacustomer.org
MENDOZA,2006-02-14 22:04:36,1,246,MARIAN,1,250,MARIAN.MENDOZA@sakilacustomer.org
MORENO,2006-02-14 22:04:36,1,247,STELLA,1,251,STELLA.MORENO@sakilacustomer.org
BOWMAN,2006-02-14 22:04:36,1,248,CAROLINE,1,252,CAROLINE.BOWMAN@sakilacustomer.org
MEDINA,2006-02-14 22:04:36,1,249,DORA,2,253,DORA.MEDINA@sakilacustomer.org
FOWLER,2006-02-14 22:04:36,1,250,JO,2,254,JO.FOWLER@sakilacustomer.org
BREWER,2006-02-14 22:04:36,1,251,VICKIE,2,255,VICKIE.BREWER@sakilacustomer.org
HOFFMAN,2006-02-14 22:04:36,1,252,MATTIE,2,256,MATTIE.HOFFMAN@sakilacustomer.org
CARLSON,2006-02-14 22:04:36,1,253,TERRY,1,258,TERRY.CARLSON@sakilacustomer.org
SILVA,2006-02-14 22:04:36,1,254,MAXINE,2,259,MAXINE.SILVA@sakilacustomer.org
PEARSON,2006-02-14 22:04:36,1,255,IRMA,2,260,IRMA.PEARSON@sakilacustomer.org
