country_id,phone,city_id,address2,postal_code,district,address_id,city,country,address
75,565018274456.0,61,,50805.0,Eastern Visayas,75,Baybay,Philippines,492 Cam Ranh Street
75,255800440636.0,517,,75444.0,National Capital Reg,76,Taguig,Philippines,89 Allappuzha (Alleppey) Manor
92,427454485876.0,114,,60951.0,Chiayi,77,Chiayi,Taiwan,1947 Poos de Caldas Boulevard
15,241832790687.0,431,,20207.0,So Paulo,78,Rio Claro,Brazil,1206 Dos Quebradas Place
92,251164340471.0,108,,72394.0,Changhwa,79,Changhwa,Taiwan,1551 Rampur Lane
51,896314772871.0,402,,98889.0,Pavlodar,80,Pavlodar,Kazakstan,602 Paarl Street
15,918711376618.0,30,,9223.0,So Paulo,81,Araatuba,Brazil,1692 Ede Loop
44,875756771675.0,425,,96709.0,Uttar Pradesh,82,Rae Bareli,India,936 Salzburg Lane
50,18581624103.0,256,,1079.0,Kanagawa,83,Kamakura,Japan,586 Tete Way
69,701457319790.0,217,,20936.0,Oyo & Osun,84,Ife,Nigeria,1888 Kabul Drive
57,223664661973.0,319,,37307.0,Mahajanga,85,Mahajanga,Madagascar,320 Baiyin Parkway
100,821972242086.0,479,,9495.0,Krim,86,Simferopol,Ukraine,927 Baha Blanca Parkway
85,800716535041.0,497,,74671.0,Gauteng,87,Springs,South Africa,929 Tallahassee Loop
60,48417642933.0,40,,67912.0,Puebla,88,Atlixco,Mexico,125 Citt del Vaticano Boulevard
102,720998247660.0,88,,88002.0,England,89,Bradford,United Kingdom,1557 Ktahya Boulevard
94,135117278909.0,489,,84931.0,Songkhla,90,Songkhla,Thailand,870 Ashqelon Loop
24,198123170793.0,480,,29932.0,Sucre,91,Sincelejo,Colombia,1740 Portoviejo Avenue
86,978987363654.0,113,,82624.0,Cheju,92,Cheju,South Korea,1942 Ciparay Parkway
6,846225459260.0,289,,75543.0,Buenos Aires,93,La Plata,Argentina,1926 El Alto Avenue
23,991562402283.0,332,,25958.0,Guangdong,94,Meixian,China,1952 Chatsworth Drive
16,345679835036.0,53,,52163.0,Brunei and Muara,95,Bandar Seri Begawan,Brunei,1370 Le Mans Avenue
15,132986892228.0,183,,17119.0,Gois,96,Goinia,Brazil,984 Effon-Alaiye Avenue
23,275595571388.0,592,,49021.0,Inner Mongolia,97,Zalantun,China,832 Nakhon Sawan Manor
75,835433605312.0,82,,53182.0,Caraga,98,Bislig,Philippines,152 Kitwe Parkway
44,4764773857.0,399,,22870.0,Punjab,99,Pathankot,India,1697 Tanauan Lane
103,6171054059.0,41,,30695.0,Georgia,100,Augusta-Richmond County,United States,1308 Arecibo Way
63,817248913162.0,534,,71986.0,Tete,101,Tete,Mozambique,1599 Plock Drive
101,412903167998.0,12,,92265.0,Abu Dhabi,102,al-Ayn,United Arab Emirates,669 Firozabad Loop
86,333339908719.0,268,,51540.0,Kyongsangbuk,103,Kimchon,South Korea,588 Vila Velha Manor
80,942570536750.0,238,,97287.0,Lipetsk,104,Jelets,Russian Federation,1913 Kamakura Place
82,196568435814.0,2,,77459.0,Asir,105,Abha,Saudi Arabia,733 Mandaluyong Place
48,709935135487.0,34,,49708.0,Ha Darom,106,Ashdod,Israel,659 Vaduz Drive
69,484292626944.0,220,,3305.0,Kwara & Kogi,107,Ilorin,Nigeria,1177 Jelets Way
34,449216226468.0,543,,80720.0,Provence-Alpes-Cte,108,Toulon,France,1386 Yangor Avenue
99,963887147572.0,173,,76383.0,Funafuti,109,Funafuti,Tuvalu,454 Nakhon Sawan Boulevard
80,547003310357.0,225,,78311.0,Ivanovo,110,Ivanovo,Russian Federation,1867 San Juan Bautista Tuxtepec Avenue
6,330838016880.0,334,,9599.0,Buenos Aires,111,Merlo,Argentina,1532 Dzerzinsk Way
60,371490777743.0,213,,93026.0,Mxico,112,Huixquilucan,Mexico,1002 Ahmadnagar Manor
85,622255216127.0,273,,30418.0,North West,113,Klerksdorp,South Africa,682 Junan Way
23,379804592943.0,159,,61069.0,Hubei,114,Enshi,China,804 Elista Drive
104,272234298332.0,102,,75834.0,Distrito Federal,115,Caracas,Venezuela,1378 Alvorada Avenue
103,824370924746.0,292,,87057.0,California,116,Lancaster,United States,793 Cam Ranh Avenue
104,358178933857.0,132,,10885.0,Sucre,117,Cuman,Venezuela,1079 Tel Aviv-Jaffa Boulevard
38,886636413768.0,148,,24321.0,Nordrhein-Westfalen,118,Duisburg,Germany,442 Rae Bareli Place
60,867546627903.0,365,,75149.0,Mxico,119,Nezahualcyotl,Mexico,1107 Nakhon Sawan Avenue
45,386759646229.0,403,,63502.0,Central Java,120,Pemalang,Indonesia,544 Malm Parkway
44,577812616052.0,176,,73644.0,Gujarat,121,Gandhinagar,India,1967 Sincelejo Place
103,909029256431.0,185,,78625.0,Texas,122,Grand Prairie,United States,333 Goinia Way
29,787654415858.0,476,,96065.0,al-Qalyubiya,123,Shubra al-Khayma,Egypt,1987 Coacalco de Berriozbal Loop
24,765345144779.0,147,,76157.0,Risaralda,124,Dos Quebradas,Colombia,241 Mosul Lane
44,665993880048.0,164,,58186.0,Uttar Pradesh,125,Etawah,India,211 Chiayi Drive
74,937222955822.0,305,,64615.0,Lima,126,Lima,Peru,1175 Tanauan Way
44,677976133614.0,566,,6804.0,Uttar Pradesh,127,Varanasi (Benares),India,117 Boa Vista Way
97,614935229095.0,281,,45142.0,Ktahya,128,Ktahya,Turkey,848 Tafuna Manor
85,490211944645.0,85,,60304.0,Gauteng,129,Boksburg,South Africa,569 Baicheng Lane
15,582835362905.0,410,,66255.0,So Paulo,130,Po,Brazil,1666 Qomsheh Drive
80,237426099212.0,484,,8439.0,Smolensk,131,Smolensk,Russian Federation,801 Hagonoy Drive
76,973047364353.0,236,,4999.0,Slaskie,132,Jastrzebie-Zdrj,Poland,1050 Garden Grove Avenue
23,509492324775.0,302,,15819.0,Shandong,133,Liaocheng,China,1854 Tieli Street
15,935448624185.0,190,,82639.0,Gois,134,guas Lindas de Gois,Brazil,758 Junan Lane
100,252265130067.0,345,,14014.0,Taka-Karpatia,135,Mukateve,Ukraine,1752 So Leopoldo Parkway
85,707169393853.0,87,,49757.0,Free State,136,Botshabelo,South Africa,898 Belm Manor
60,321944036800.0,541,,83401.0,Coahuila de Zaragoza,137,Torren,Mexico,261 Saint Louis Way
29,23712411567.0,421,,4285.0,al-Qalyubiya,138,Qalyub,Egypt,765 Southampton Drive
44,90921003005.0,417,,5892.0,Maharashtra,139,Pune,India,943 Johannesburg Avenue
44,146497509724.0,211,,81691.0,Karnataka,140,Hubli-Dharwad,India,788 Atinsk Street
67,963369996279.0,29,,11044.0,Gelderland,141,Apeldoorn,Netherlands,1749 Daxian Place
23,468060467018.0,207,,85769.0,Inner Mongolia,142,Hohhot,China,1587 Sullana Lane
92,33173584456.0,542,,57519.0,Ynlin,143,Touliu,Taiwan,1029 Dzerzinsk Manor
103,9099941466.0,123,,13377.0,Tennessee,144,Clarksville,United States,1666 Beni-Mellal Place
50,581852137991.0,172,,93762.0,Hiroshima,145,Fukuyama,Japan,928 Jaffna Loop
102,581174211853.0,149,,60562.0,Scotland,146,Dundee,United Kingdom,483 Ljubertsy Parkway
97,923261616249.0,266,,97700.0,Kilis,147,Kilis,Turkey,374 Bat Yam Boulevard
13,563660187896.0,340,,30861.0,Minsk,148,Molodetno,Belarus,1027 Songkhla Manor
85,918032330119.0,491,,3439.0,Gauteng,149,Soshanguve,South Africa,999 Sanaa Loop
103,206841104594.0,499,,90732.0,Michigan,150,Sterling Heights,United States,879 Newcastle Way
50,597815221267.0,555,,99457.0,Saitama,151,Urawa,Japan,1337 Lincoln Parkway
79,354615066969.0,442,,92150.0,Saint-Denis,152,Saint-Denis,Runion,1952 Pune Lane
103,885899703621.0,94,,25545.0,Massachusetts,153,Brockton,United States,782 Mosul Street
60,632316273199.0,202,,95444.0,Michoacn de Ocampo,154,Hidalgo,Mexico,781 Shimonoseki Drive
23,189446090264.0,291,,77777.0,Shandong,155,Laiwu,China,1560 Jelets Boulevard
44,761379480249.0,354,,64863.0,Assam,156,Nagaon,India,1963 Moscow Place
45,719202533520.0,232,,36061.0,Jakarta Raya,157,Jakarta,Indonesia,456 Escobar Way
23,499408708580.0,590,,76990.0,Shanxi,158,Yuncheng,China,798 Cianjur Avenue
91,904253967161.0,72,,41778.0,Bern,159,Bern,Switzerland,185 Novi Sad Place
69,889538496300.0,381,,21294.0,Ondo & Ekiti,160,Ondo,Nigeria,1367 Yantai Manor
70,368899174225.0,420,,53502.0,Pyongyang-si,161,Pyongyang,North Korea,1386 Nakhon Sawan Boulevard
103,170117068815.0,187,,66639.0,North Carolina,162,Greensboro,United States,369 Papeete Way
9,931059836497.0,307,,81037.0,North Austria,163,Linz,Austria,1440 Compton Place
80,149981248346.0,310,,81511.0,Moskova,164,Ljubertsy,Russian Federation,1623 Baha Blanca Manor
48,177167004331.0,533,,44660.0,Tel Aviv,165,Tel Aviv-Jaffa,Israel,97 Shimoga Avenue
34,168476538960.0,297,,22853.0,Pays de la Loire,166,Le Mans,France,1740 Le Mans Loop
50,819416131190.0,253,,57844.0,Gifu,167,Kakamigahara,Japan,1287 Xiangfan Boulevard
97,697151428760.0,529,,3313.0,Adana,168,Tarsus,Turkey,842 Salzburg Lane
23,935508855935.0,199,,62250.0,Xinxiang,169,Hami,China,154 Tallahassee Loop
58,843801144113.0,304,,76901.0,Lilongwe,170,Lilongwe,Malawi,710 San Felipe del Progreso Avenue
44,182363341674.0,107,,62686.0,Maharashtra,171,Chandrapur,India,1540 Wroclaw Drive
23,201705577290.0,240,,59571.0,Gansu,172,Jinchang,China,475 Atinsk Way
23,161801569569.0,407,,70618.0,Jiangxi,173,Pingxiang,China,1294 Firozabad Drive
44,264541743403.0,550,,63337.0,Rajasthan,174,Udaipur,India,1877 Ezhou Lane
59,275788967899.0,223,,58194.0,Perak,175,Ipoh,Malaysia,316 Uruapan Street
97,734780743462.0,58,,47753.0,Batman,176,Batman,Turkey,29 Pyongyang Loop
9,493008546874.0,186,,6802.0,Steiermark,177,Graz,Austria,1010 Klerksdorp Way
104,48265851133.0,373,,25220.0,Miranda,178,Ocumare del Tuy,Venezuela,1848 Salala Boulevard
44,230250973122.0,18,,4854.0,Kerala,179,Allappuzha (Alleppey),India,431 Xiangtan Avenue
2,506134035434.0,483,,89668.0,Skikda,180,Skikda,Algeria,757 Rustenburg Avenue
60,953689007081.0,330,,54132.0,Tamaulipas,181,Matamoros,Mexico,146 Johannesburg Way
15,391065549876.0,456,,47288.0,So Paulo,182,Santa Brbara dOeste,Brazil,1891 Rizhao Boulevard
80,866092335135.0,270,,35109.0,Kirov,183,Kirovo-Tepetsk,Russian Federation,1089 Iwatsuki Avenue
24,104150372603.0,405,,29747.0,Risaralda,184,Pereira,Colombia,1410 Benin City Parkway
103,72136330362.0,333,,67497.0,Tennessee,185,Memphis,United States,682 Garden Grove Place
103,662227486184.0,126,,8862.0,California,186,Compton,United States,533 al-Ayn Boulevard
15,947468818183.0,317,,55709.0,Gois,187,Luzinia,Brazil,1839 Szkesfehrvr Parkway
67,302590383819.0,438,,43310.0,Noord-Brabant,188,s-Hertogenbosch,Netherlands,741 Ambattur Manor
46,951486492670.0,467,,65121.0,Chaharmahal va Bakht,189,Shahr-e Kord,Iran,927 Barcelona Street
44,760171523969.0,195,,74750.0,West Bengali,190,Haldia,India,435 0 Way
100,855863906434.0,506,,38982.0,Sumy,191,Sumy,Ukraine,140 Chiayi Parkway
75,650752094490.0,62,,58852.0,Caraga,192,Bayugan,Philippines,1166 Changhwa Street
20,247646995453.0,383,,5379.0,Ontario,193,Oshawa,Canada,891 Novi Sad Manor
93,352469351088.0,513,,49348.0,Tabora,194,Tabora,Tanzania,605 Rio Claro Parkway
80,812824036424.0,369,,65387.0,Rostov-na-Donu,195,Novoterkassk,Russian Federation,1077 San Felipe de Puerto Plata Place
44,956188728558.0,169,,90845.0,Uttar Pradesh,196,Firozabad,India,9 San Miguel de Tucumn Manor
52,940830176580.0,271,,10428.0,Nyanza,197,Kisumu,Kenya,447 Surakarta Loop
50,104491201771.0,204,,32114.0,Tokyo-to,198,Hino,Japan,345 Oshawa Boulevard
38,419419591240.0,477,,15540.0,Nordrhein-Westfalen,199,Siegen,Germany,1792 Valle de la Pascua Place
38,331132568928.0,325,,36490.0,Baden-Wrttemberg,200,Mannheim,Germany,1074 Binzhou Manor
23,264286442804.0,109,,89459.0,Jiangsu,201,Changzhou,China,817 Bradford Loop
69,768481779568.0,218,,1545.0,Ondo & Ekiti,202,Ikerre,Nigeria,955 Bamenda Way
105,470884141195.0,194,,95824.0,Haiphong,203,Haiphong,Vietnam,1149 A Corua (La Corua) Boulevard
98,764477681869.0,35,,8073.0,Ahal,204,Ashgabat,Turkmenistan,387 Mwene-Ditu Drive
38,146640639760.0,575,,4662.0,Nordrhein-Westfalen,205,Witten,Germany,68 Molodetno Manor
44,369050085652.0,77,,3924.0,Maharashtra,206,Bhusawal,India,642 Nador Drive
45,652218196731.0,184,,61613.0,Sulawesi Utara,207,Gorontalo,Indonesia,1688 Nador Lane
97,646237101779.0,557,,25238.0,Usak,208,Usak,Turkey,1215 Pyongyang Parkway
73,905903574913.0,122,,86599.0,Alto Paran,209,Ciudad del Este,Paraguay,1679 Antofagasta Street
15,90336226227.0,83,,10925.0,Santa Catarina,210,Blumenau,Brazil,1304 s-Hertogenbosch Way
40,403404780639.0,371,,10800.0,Kitaa,211,Nuuk,Greenland,850 Salala Loop
44,49677664184.0,51,,89959.0,West Bengali,212,Balurghat,India,624 Oshawa Boulevard
44,95666951770.0,74,,4855.0,Rajasthan,213,Bhilwara,India,43 Dadu Avenue
107,756460337785.0,7,,99405.0,Aden,214,Aden,Yemen,751 Lima Loop
23,408304391718.0,174,,82161.0,Jilin,215,Fuyu,China,1333 Haldia Street
103,168758068397.0,65,,25053.0,Washington,216,Bellevue,United States,660 Jedda Boulevard
107,584316724815.0,518,,67924.0,Taizz,217,Taizz,Yemen,1001 Miyakonojo Lane
103,785881412500.0,508,,2299.0,California,218,Sunnyvale,United States,226 Brest Manor
17,352679173732.0,498,,99124.0,Haskovo,219,Stara Zagora,Bulgaria,1229 Valencia Parkway
15,873492228462.0,28,,21464.0,Gois,220,Aparecida de Goinia,Brazil,1201 Qomsheh Manor
44,778502731092.0,448,,22474.0,Uttar Pradesh,221,Sambhal,India,866 Shivapuri Manor
1,886649065861.0,251,,40301.0,Kabol,222,Kabul,Afghanistan,1168 Najafabad Parkway
6,991802825778.0,567,,20657.0,Buenos Aires,223,Vicente Lpez,Argentina,1244 Allappuzha (Alleppey) Place
93,706878974831.0,593,,94420.0,Zanzibar West,224,Zanzibar,Tanzania,1842 Luzinia Boulevard
49,469738825391.0,511,,22824.0,Sisilia,225,Syrakusa,Italy,1926 Gingoog Street
80,516331171356.0,235,,73431.0,Jaroslavl,226,Jaroslavl,Russian Federation,810 Palghat (Palakkad) Boulevard
72,99760893676.0,324,,88307.0,Punjab,227,Mandi Bahauddin,Pakistan,1820 Maring Parkway
44,963063788669.0,243,,82338.0,Rajasthan,228,Jodhpur,India,60 Poos de Caldas Street
44,460795526514.0,22,,66851.0,Tamil Nadu,229,Ambattur,India,1014 Loja Manor
73,684192903087.0,37,,64344.0,Asuncin,230,Asuncin,Paraguay,201 Effon-Alaiye Way
38,669828224459.0,439,,47446.0,Saarland,231,Saarbrcken,Germany,430 Alessandria Loop
18,594319417514.0,406,,87911.0,Phnom Penh,232,Phnom Penh,Cambodia,754 Valencia Place
15,22326410776.0,26,,93323.0,Gois,233,Anpolis,Brazil,356 Olomouc Manor
78,479007229460.0,86,,50598.0,Botosani,234,Botosani,Romania,1256 Bislig Boulevard
44,541327526474.0,559,,42420.0,West Bengali,235,Uttarpara-Kotrung,India,954 Kimchon Place
69,588964509072.0,596,,31390.0,Kaduna,236,Zaria,Nigeria,885 Yingkou Manor
29,431770603551.0,216,,98775.0,Qina,237,Idfu,Egypt,1736 Cavite Place
53,630424482919.0,233,,90628.0,Hawalli,238,Jalib al-Shuyukh,Kuwait,346 Skikda Parkway
24,610173756082.0,96,,76448.0,Valle,239,Buenaventura,Colombia,98 Stara Zagora Boulevard
75,727785483194.0,527,,18727.0,Southern Tagalog,240,Tanza,Philippines,1479 Rustenburg Boulevard
86,792557457753.0,357,,36971.0,Chollanam,241,Naju,South Korea,647 A Corua (La Corua) Street
44,918119601885.0,473,,14408.0,Karnataka,242,Shimoga,India,1964 Gijn Manor
45,63937119031.0,118,,22236.0,West Java,243,Ciomas,Indonesia,47 Syktyvkar Lane
50,137773001988.0,226,,1921.0,Fukushima,244,Iwaki,Japan,1148 Saarbrcken Parkway
23,279979529227.0,578,,87660.0,Hubei,245,Xiangfan,China,1103 Bilbays Parkway
23,890283544295.0,422,,28349.0,Hebei,246,Qinhuangdao,China,1246 Boksburg Parkway
6,686015532180.0,454,,37288.0,Tucumn,247,San Miguel de Tucumn,Argentina,1483 Pathankot Street
75,569868543137.0,294,,27722.0,Central Visayas,248,Lapu-Lapu,Philippines,582 Papeete Loop
86,890289150158.0,553,,81314.0,Kyonggi,249,Uijongbu,South Korea,300 Junan Street
15,741070712873.0,328,,6461.0,Paran,250,Maring,Brazil,829 Grand Prairie Way
60,266798132374.0,124,,75933.0,Mxico,251,Coacalco de Berriozbal,Mexico,1473 Changhwa Parkway
103,435785045362.0,520,,57338.0,Florida,252,Tallahassee,United States,1309 Weifang Street
23,56257502250.0,535,,38140.0,Tianjin,253,Tianjin,China,1760 Oshawa Manor
69,716256596301.0,390,,98332.0,Oyo & Osun,254,Oyo,Nigeria,786 Stara Zagora Way
38,567359279425.0,198,,36481.0,Anhalt Sachsen,255,Halle/Saale,Germany,1966 Tonghae Street
102,246810237916.0,312,,3433.0,England,256,London,United Kingdom,1497 Yuzhou Drive
50,134673576619.0,338,,32474.0,Miyazaki,258,Miyakonojo,Japan,752 Ondo Loop
15,840522972766.0,413,,45403.0,Minas Gerais,259,Poos de Caldas,Brazil,1338 Zalantun Lane
75,987442542471.0,192,,20777.0,Central Luzon,260,Hagonoy,Philippines,127 Iwakuni Boulevard
64,884536620568.0,342,,68146.0,Sagaing,261,Monywa,Myanmar,51 Laredo Avenue
63,245477603573.0,64,,86768.0,Sofala,262,Beira,Mozambique,771 Yaound Manor
27,46871694740.0,460,,69517.0,Santiago,263,Santiago de los Caballeros,Dominican Republic,532 Toulon Street
44,538241037443.0,197,,50390.0,West Bengali,264,Halisahar,India,1027 Banjul Place
23,276555730211.0,136,,98484.0,Shanxi,265,Datong,China,1158 Mandi Bahauddin Parkway
75,265153400632.0,548,,30065.0,Cagayan Valley,266,Tuguegarao,Philippines,862 Xintai Lane
28,282874611748.0,414,,93629.0,Manab,267,Portoviejo,Ecuador,816 Cayenne Parkway
75,322888976727.0,323,,51990.0,National Capital Reg,268,Mandaluyong,Philippines,1831 Nam Dinh Loop
50,303967439816.0,203,,19428.0,Osaka,269,Higashiosaka,Japan,446 Kirovo-Tepetsk Lane
26,475553436330.0,378,,20536.0,Severn Morava,270,Olomouc,Czech Republic,682 Halisahar Place
9,621625204422.0,447,,5410.0,Salzburg,271,Salzburg,Austria,1587 Loja Manor
23,192459639410.0,298,,53928.0,Hunan,272,Lengshuijiang,China,1762 Paarl Parkway
44,357445645426.0,395,,49298.0,Kerala,273,Palghat (Palakkad),India,1519 Ilorin Place
103,685010736240.0,446,,75090.0,California,274,Salinas,United States,920 Kumbakonam Loop
76,701767622697.0,255,,83565.0,Wielkopolskie,275,Kalisz,Poland,906 Goinia Way
44,271149517630.0,283,,11763.0,Tamil Nadu,276,Kumbakonam,India,1675 Xiangfan Manor
23,170739645687.0,584,,46063.0,Shandong,277,Yantai,China,85 San Felipe de Puerto Plata Drive
60,45387294817.0,445,,2012.0,Guanajuato,278,Salamanca,Mexico,144 South Hill Loop
44,959949395183.0,263,,85548.0,Haryana,279,Karnal,India,1884 Shikarpur Avenue
103,874337098891.0,404,,89502.0,Illinois,280,Peoria,United States,1980 Kamjanets-Podilskyi Street
103,75975221996.0,573,,24645.0,Michigan,281,Warren,United States,1944 Bamenda Way
69,363982224739.0,374,,55802.0,Oyo & Osun,282,Ogbomosho,Nigeria,556 Baybay Manor
97,880756161823.0,222,,56254.0,Bursa,283,Inegl,Turkey,457 Tongliao Loop
46,117592274996.0,514,,96204.0,East Azerbaidzan,284,Tabriz,Iran,600 Bradford Street
69,85059738746.0,389,,36229.0,Ondo & Ekiti,285,Owo,Nigeria,1006 Santa Brbara dOeste Manor
23,583021225407.0,175,,30657.0,Fujian,286,Fuzhou,China,1308 Sumy Loop
77,62781725285.0,411,,8160.0,Ponce,287,Ponce,Puerto Rico,1405 Chisinau Place
23,790651020929.0,277,,58492.0,Xinxiang,288,Korla,China,226 Halifax Street
