AgencyID,AddressLine1,Employer,FirstName,Gender,NumberCreditCards,Income,OwnOrRentFlag,PostalCode,CreditRating,City,Country,Phone,LastName,MiddleInitial,NumberChildren,MaritalStatus,Age,NetWorth
luz22,16124 weyland park,Costco Wholesale,Radoslav,f,8.0,330991.0,O,C2a 4w7,795.0,St. Louis,United States of America,1-752-296-7940,luzarraga,V,1.0,U,,2041224.0
don23,23822 marvin crescent,Illinois Tool Works,Aryn,,5.0,,U,35808,367.0,Colorado Springs,United States of America,1-995-554-5056,donovan,S,0.0,,5.0,2231509.0
Gia24,2203 valita boulevard,Southern Union,Allisan,,1.0,252031.0,O,M5f 1v6,507.0,Fontana,United States of America,1-090-303-3807,Giallo,T,5.0,M,23.0,3206409.0
SPR25,11538 COLLINWOOD AVENUE,Moog,Ammamaria,M,9.0,101800.0,O,99539,362.0,St. Catharines,United States of America,1-492-968-0932,SPRUELL,,1.0,M,61.0,3850037.0
SKA26,7818 EAST STREET,Old Republic International,Mari,F,7.0,436977.0,O,95055,527.0,Hayward,United States of America,1-960-227-2020,SKALSKI,,1.0,D,,528440.0
Gar27,10013 shaw road,,Anica,m,0.0,495334.0,O,93686,354.0,Palmdale,United States of America,1-431-122-8597,Gargul,,,S,51.0,597140.0
Dor28,6802 AMES STREET,Great Plains Energy,Melba,,1.0,274685.0,O,75218,511.0,Phoenix,United States of America,1-822-836-7200,Dore,,1.0,M,97.0,146931.0
DIO29,22501 SUMMIT RUE,Broadcom,Tracee,,7.0,320820.0,,91174,412.0,Gary,United States of America,1-530-117-0497,DIOGO,X,2.0,,52.0,353495.0
Mer30,291 frances rue,Discover Financial Services,CANADIAN,m,1.0,195835.0,O,49515,583.0,Beaumont,Canada,1-051-257-2719,Merrick,,0.0,S,98.0,295647.0
Atc31,16264 sanders east,UAL,Oue,,5.0,108085.0,O,16506,710.0,Nashua,United States of America,1-171-989-1363,Atchison,R,3.0,U,47.0,408941.0
Pla32,16068 cantey way,Charles Schwab,wallie,m,9.0,260185.0,O,94383,380.0,San Jose,United States of America,1-042-705-3246,Plamondon,X,1.0,M,47.0,362523.0
SEL33,21170 EDLOE BOULEVARD,Coach,Andromache,F,2.0,258323.0,R,T6d 1b3,796.0,Nashua,United States of America,1-098-328-2026,SELCHOW,E,0.0,M,9.0,2102359.0
sha34,885 CROSBY LANE,DaVita,THOR,f,2.0,79476.0,U,25339,818.0,Fort Smith,United States of America,1-209-754-5635,shane,Z,3.0,M,85.0,3480265.0
MER35,12235 jay street,Marshall & Ilsley Corp.,SALAH,,3.0,102156.0,U,V6o 1v4,766.0,Lancaster,United States of America,1-498-781-3456,MERWIN,,3.0,M,81.0,3648900.0
con36,20340 LOMBARD CRESCENT,Cablevision Systems,HOR-LAM,,2.0,221481.0,O,01852,359.0,Colorado Springs,United States of America,1-615-241-0440,conrad,,3.0,M,0.0,1161790.0
ons37,22074 dexter upper,Barnes & Noble,Vania,M,2.0,41836.0,R,78230,401.0,Washington,United States of America,1-995-449-5200,onsiteteam,,5.0,S,28.0,2050587.0
Sum38,1540 MURIE RUE,EMC,Niel,M,0.0,72389.0,O,93770,609.0,Lowell,Canada,1-295-673-4452,Summerlin,,1.0,U,65.0,3579198.0
gro39,7075 glen loch drive,Fluor,ziad,,2.0,66486.0,O,m4l 1n4,630.0,Frederick,United States of America,1-914-675-2986,grooms,F,0.0,S,20.0,889494.0
dil40,11237 balmoral way,Dollar General,Claude,,9.0,200185.0,O,22335,671.0,Mesa,United States of America,,dilkie,I,1.0,M,55.0,2205682.0
DOL41,8316 GARDEN BROOK NORTH,Lear,AVTAR,,10.0,289215.0,O,V6C 1T4,715.0,Lakewood,United States of America,1-825-739-0336,DOLSON,,2.0,U,76.0,1140117.0
Pos42,2240 clifton lower,J.P. Morgan Chase & Co.,Donny,,9.0,322484.0,O,M6t 1h3,707.0,Cleveland,United States of America,1-956-713-3802,Posthumus,,1.0,M,1.0,1421319.0
Mac43,20907 NOTINGHAM LOWER,Affinia Group Intermediate,Cocos,,0.0,83458.0,O,95263,329.0,Grand Rapids,United States of America,1-814-932-1579,Machika,,2.0,M,3.0,3525204.0
che44,601 carroll lower,,ruud,,8.0,,R,v5b 1p5,601.0,Peoria,United States of America,1-135-443-7282,chenoweth,,3.0,D,100.0,468976.0
hol45,18267 state drive,Goldman Sachs Group,Belvia,,2.0,492407.0,O,32318,623.0,Inglewood,United States of America,1-720-975-0667,holbrooks,,1.0,W,81.0,1685443.0
pfi46,9270 LEAF SOUTH,E*Trade Financial,ATHAR,f,2.0,346630.0,O,93872,376.0,Akron,United States of America,1-871-598-3505,pfieffer,,4.0,S,76.0,337564.0
elk47,18582 PERIMETER BOULEVARD,Pfizer,Cherey,,0.0,9572.0,O,92824,560.0,Charlottetown,Canada,1-607-222-4809,elkington,Y,3.0,W,51.0,84777.0
Lab48,9612 park stream upper,Safeway,RAZ,F,4.0,265369.0,O,e4a 1r2,693.0,Bellevue,United States of America,1-965-046-0642,Labenek,,5.0,,,3146477.0
laf49,2803 clearwater north,Simon Property Group,kishore,,0.0,104172.0,U,H7G 1V4,346.0,Dover,United States of America,1-155-441-3579,laferriere,Y,2.0,S,58.0,495277.0
Nor50,11103 BISSONNET WEST,Trinity Industries,Nelleke,,0.0,65550.0,O,85039,342.0,Fullerton,United States of America,,Norment,I,3.0,M,52.0,746904.0
hag51,4652 outervale lane,Solutia,sibby,,8.0,,R,v6m 1q3,563.0,Denver,Canada,1-544-132-7237,hagar,,0.0,M,91.0,1219620.0
Bet52,341 dunbar west,,ericha,m,4.0,,O,X7j 1r1,391.0,Dallas,United States of America,1-821-089-2089,Betcher,,3.0,M,17.0,1718910.0
Van53,16176 vernon drive,A.O. Smith,Janson,m,8.0,66244.0,O,B8b 1z5,381.0,San Jose,United States of America,1-135-391-9787,Van der,,4.0,S,6.0,
O'L54,23131 clint way,AptarGroup,Dorotea,F,9.0,426954.0,U,t5d 1v4,539.0,Bellevue,United States of America,1-776-182-6215,O'LEARY,,3.0,S,89.0,2636424.0
and55,11640 baltic upper,Coca-Cola,Denice,m,0.0,126891.0,O,V6t 1r2,497.0,San Buenaventura,United States of America,1-079-780-7761,anderson,,4.0,M,99.0,1326305.0
sta56,20796 dolores drive,Kimberly-Clark,Myron,,,454196.0,O,91177,661.0,St. Louis,Canada,1-504-346-4393,starks,,2.0,M,77.0,2241997.0
CHA57,14359 COMMERCE WEST,Visteon,Barby,,0.0,163940.0,R,T5c 1t1,558.0,Pueblo,United States of America,1-985-538-4351,CHASSE,,3.0,S,,1542891.0
ASI58,21448 hampton boulevard,TECO Energy,Ariella,R,,365213.0,O,35862,534.0,Regina,Canada,1-254-097-9398,ASING,,1.0,W,90.0,797918.0
ask59,7637 pershing way,Bemis,ADEY,f,6.0,428739.0,U,96820,373.0,Saskatoon,United States of America,1-545-924-9552,askins,,0.0,M,82.0,347654.0
Kik60,11529 arcana boulevard,Wyeth,GAYEL,,8.0,142444.0,O,75238,382.0,Jackson,United States of America,1-984-233-8818,Kikuta,K,0.0,M,,2456397.0
Cha61,2700 windwood north,United Technologies,Man,F,10.0,416168.0,O,85769,475.0,St. Petersburg,United States of America,1-528-691-1642,Chane,,3.0,S,15.0,1284229.0
KIL62,22279 gramercy road,Clorox,Klara,m,3.0,291420.0,O,H5i 1o9,539.0,Scottsdale,United States of America,,KILLEN,U,0.0,D,,618787.0
kin63,9828 west east,Discovery Communications,Abdalla,f,6.0,413501.0,O,90849,711.0,Charlotte,United States of America,1-171-807-8213,kinley,,5.0,M,96.0,1171606.0
MAL64,5935 mcafee park,Williams-Sonoma,bal,,1.0,,O,43644,606.0,Waterbury,United States of America,1-056-241-7009,MALAHER,,,M,38.0,3983261.0
Odu65,12460 CLAYTON STREET,Manitowoc,Romy,,0.0,419143.0,O,99213,494.0,Chesapeake,United States of America,1-389-414-0570,Odum,J,3.0,W,10.0,2328568.0
DI 66,275 3rd drive,Henry Schein,KORAL,,3.0,155057.0,O,72226,309.0,Hialeah,United States of America,1-583-542-1656,DI NINNO,,5.0,M,72.0,2078600.0
STU67,6907 FERNCLIFF CRESCENT,Trinity Industries,YUKIHIKO,,3.0,313859.0,O,V6Z 1Q9,630.0,Charleston,United States of America,1-269-712-0672,STUBBLEFIELD,K,5.0,M,97.0,2986155.0
HAM68,885 crosby lane,Pepsi Bottling,Khanh,,10.0,265907.0,O,20082,330.0,Salem,United States of America,1-670-102-0463,HAMBALI,,1.0,S,48.0,1864039.0
LIB69,2344 kalani west,UGI,Darnell,m,9.0,283481.0,O,35827,710.0,Sacramento,Canada,1-699-726-3895,LIBRARIAN,,0.0,S,97.0,1293721.0
ohs70,22870 LA CIENEGA STREET,Greif,feridoun,M,7.0,200635.0,R,99692,475.0,Santa Clarita,United States of America,1-640-666-2876,ohsone,,0.0,M,73.0,3850114.0
HUM71,8478 green avenue,Equifax,Magdy,,3.0,434519.0,O,V6c 1q5,596.0,Sherbrooke,United States of America,1-540-639-1311,HUMMEL,O,1.0,U,71.0,1618743.0
BRA72,23639 purdue rue,,jiri,,9.0,392315.0,O,80158,670.0,Colorado Springs,United States of America,1-285-874-8492,BRADD,,1.0,W,93.0,3383487.0
Boa73,19202 ansley park,Freescale Semiconductor,AILA,,,493829.0,O,t6d 1b6,722.0,Berkeley,United States of America,1-121-904-0040,Boarder,X,3.0,U,53.0,2981876.0
Mcn74,11319 devonshire rue,Aleris International,Vincenzo,,7.0,97489.0,O,33120,587.0,San Buenaventura,United States of America,1-017-842-3201,Mcnally,,2.0,U,32.0,2109339.0
MAR75,23665 deerwood park,,Minnnie,F,4.0,,O,99742,609.0,New Haven,United States of America,1-215-859-3206,MARKOVICH,,3.0,S,1.0,791803.0
Wil76,4855 union north,World Fuel Services,alfonzo,f,7.0,383046.0,O,V6N 1T1,401.0,Shreveport,United States of America,1-764-520-7470,Willekes,,1.0,S,39.0,3523678.0
Dea77,9466 SHADOWBRIAR WEST,R.R. Donnelley & Sons,Swandi,m,0.0,1190.0,,44104,335.0,Lansing,United States of America,1-414-130-0162,Deacetis,S,0.0,M,77.0,1681902.0
Hou78,3504 regency avenue,Brinker International,Anya,,7.0,85733.0,O,14605,569.0,Pembroke Pines,United States of America,1-970-240-9990,Houk,,5.0,U,18.0,3851455.0
Goy79,7281 northland lower,Temple-Inland,Enrika,,9.0,387890.0,R,80076,,Palmdale,Canada,1-408-684-6459,Goyette,,2.0,M,70.0,2339382.0
Mok80,12481 hayden lower,Psychiatric Solutions,SONJA,f,7.0,16808.0,O,V6I 1V6,679.0,Savannah,United States of America,1-330-353-5908,Mok-fung,Z,0.0,S,26.0,
Run81,2328 gracie avenue,Nash-Finch,Liem,,10.0,304589.0,,97307,356.0,Amarillo,United States of America,1-766-726-2675,Rundle,I,4.0,M,,2065016.0
BEL82,4737 campbell street,AMR,COLLETTE,o,9.0,48506.0,R,46237,308.0,Anchorage,United States of America,1-938-425-7509,BELLEY,,5.0,S,58.0,2454049.0
BAE83,2401 stratmore lower,Spartan Stores,SIAMACK,,4.0,,O,V6B 1S6,412.0,Louisville,United States of America,1-527-308-8874,BAER,Y,4.0,M,43.0,2423395.0
MAU84,21477 JUNIPER CRESCENT,Cigna,Toshihiro,f,4.0,358862.0,O,H2d 1x1,618.0,Hilo,United States of America,1-810-590-0635,MAULDIN,,3.0,D,65.0,1342045.0
Koo85,19214 YAUPON BOULEVARD,General Cable,Casey,,5.0,477614.0,O,95108,429.0,Sudbury,United States of America,1-274-548-2512,Koohgoli,,3.0,S,24.0,861756.0
Lau86,7785 rusk boulevard,Dun & Bradstreet,Daryn,,3.0,175414.0,O,80050,819.0,Orlando,United States of America,1-649-754-4601,Lauriston,,1.0,S,79.0,1215349.0
Man87,18002 cantrell upper,Casey's General Stores,Adrianna,F,7.0,427598.0,O,90122,552.0,Missoula,Canada,1-905-932-1785,Mangum,L,1.0,M,48.0,3981554.0
PIE88,23341 brookside upper,Jack in the Box,Cortney,,9.0,368207.0,O,43614,587.0,Abilene,United States of America,1-031-004-7697,PIERCY,,4.0,S,69.0,3865937.0
Bus89,20494 ROSS WEST,Assurant,Duane,M,6.0,449944.0,O,61110,304.0,Saskatoon,United States of America,1-994-812-4796,Buscaglia,,1.0,S,91.0,2804700.0
BAB90,17552 SAVANNAH NORTH,Psychiatric Solutions,Tele,,4.0,166247.0,U,70174,795.0,Irvine,United States of America,1-176-513-4041,BABIONE,,5.0,,75.0,3283558.0
Bur91,4462 pace crescent,Danaher,Ophelia,M,2.0,391165.0,O,90324,830.0,Reno,United States of America,1-072-244-6337,Burkard,,3.0,S,85.0,450524.0
Kin92,7161 tallowood upper,Clorox,lorine,,3.0,165854.0,R,s7d 1n1,709.0,Sacramento,United States of America,1-924-669-9328,Kinsella,,3.0,M,76.0,
POM93,3489 silver sage west,Boyd Gaming,Viole,,8.0,326181.0,O,93829,493.0,Topeka,United States of America,1-598-488-3541,POMMAINVILLE,,1.0,S,68.0,
BOA94,12481 hayden lower,Eaton,Nani,M,,173387.0,O,89116,680.0,Rancho Cucamonga,United States of America,1-295-539-3868,BOATWRIGHT,,,M,95.0,633760.0
Ron95,13210 3RD DRIVE,Dynegy,cherey,,,301127.0,R,94315,800.0,Hilo,United States of America,1-554-020-0267,Ronald,R,5.0,M,15.0,3634954.0
wei96,8899 starling lane,AmeriCredit,Redgie,,4.0,487230.0,R,T5b 1u9,614.0,Saint John,United States of America,1-793-621-4566,weihs,A,5.0,M,17.0,799268.0
Hel97,11480 fennel south,SLM,Yousef,M,6.0,425747.0,R,T6b 1a5,763.0,Torrance,Canada,1-787-267-4261,Helpb,P,0.0,,94.0,39093.0
mog98,7266 cherry upper,NV Energy,Damaris,m,3.0,401946.0,O,60699,561.0,Santa Clara,United States of America,1-668-247-1597,moghe,,4.0,S,70.0,2705353.0
boz99,10678 ENGLEWOOD WEST,Landstar System,Ilyssa,,4.0,425422.0,O,V6p 1s8,569.0,Torrance,United States of America,1-901-346-8890,bozicevich,,2.0,S,29.0,3565153.0
Zah100,21181 2ND RUE,Pacific Life,Moselle,,5.0,208890.0,O,v6i 1p1,634.0,Stockton,United States of America,1-451-273-3803,Zaharychuk,R,1.0,M,52.0,2832204.0
And101,22963 hanover road,Textron,Dulsea,F,10.0,67880.0,O,79423,488.0,Paterson,United States of America,1-129-499-9136,Andric,,3.0,U,51.0,2194345.0
Bam102,8268 cliffbrook boulevard,Pfizer,Lyndsie,,5.0,133412.0,O,H5j 1o6,788.0,Mesa,Canada,1-899-319-0772,Bamfo,L,3.0,W,24.0,3737140.0
fro103,5118 montview court,Cigna,KESLEY,,8.0,144829.0,O,93761,333.0,Anchorage,United States of America,1-053-396-0441,frondozo,,4.0,D,98.0,464753.0
Car104,17442 tallowood upper,Ameren,LAUREL,,,,U,76150,601.0,Miami,United States of America,1-239-665-9540,Caron,J,1.0,M,59.0,596696.0
muc105,4038 WEDGEWOOD STREET,Consolidated Edison,Steen,f,2.0,143682.0,O,99717,595.0,Great Falls,Canada,1-605-888-3403,muchow,V,4.0,U,49.0,1504753.0
gat106,20334 anaconda avenue,Occidental Petroleum,noel,,10.0,350020.0,O,60608,433.0,Erie,United States of America,1-630-604-2543,gateau,,1.0,U,1.0,3049281.0
Sch107,5385 young west,Sherwin-Williams,Tracey,F,10.0,435103.0,O,v6w 1u4,403.0,Hollywood,United States of America,1-851-862-7928,Schaefer,M,,U,79.0,247478.0
pom108,2747 SINCLAIR LANE,Affiliated Computer Services,Sarajane,,3.0,207768.0,R,T5b 1t6,615.0,Tulsa,United States of America,1-065-415-5724,pomerleau,,5.0,,6.0,2750301.0
cuc109,8622 BROWNWAY PARK,Valassis Communications,Geoffrey,F,1.0,407512.0,O,23298,735.0,Tucson,United States of America,1-408-512-1007,cucuzzella,K,4.0,M,70.0,721333.0
SUG110,18048 GREEN NORTH,,loralyn,q,1.0,403366.0,O,32803,668.0,Anchorage,United States of America,1-083-902-4184,SUGARMAN,Z,0.0,S,23.0,669440.0
Pep111,18994 country boulevard,Smithfield Foods,andrei,,,384095.0,O,64122,349.0,Sandy,Canada,1-568-403-7081,Pepe,,5.0,M,78.0,2473979.0
Cha112,16063 ashland road,,javad,f,,288969.0,,T6b 1h2,654.0,Boston,United States of America,1-824-389-0618,Chandrashekar,,,S,79.0,3545170.0
SEI113,19309 mcfarlin north,TD Ameritrade,Karna,m,6.0,233665.0,O,22222,361.0,Vancouver,United States of America,1-174-210-2058,SEIFERS,U,3.0,U,72.0,1494871.0
GAR114,2454 cliffbrook west,Comerica,Jocelyn,F,1.0,147236.0,U,T6a 1d2,427.0,Akron,Canada,1-425-503-7952,GARTLEY,S,0.0,S,31.0,436164.0
Tou115,15865 strand west,Steel Dynamics,Elvera,M,1.0,452557.0,O,v5d 1n9,322.0,Lancaster,United States of America,1-012-389-9089,Touchette,,3.0,W,86.0,1069481.0
Kur116,13776 east boulevard,Coca-Cola Enterprises,Nessy,M,9.0,179305.0,R,23321,792.0,Concord,United States of America,1-909-472-6704,Kurdziel,V,0.0,S,,
Her117,10570 WEIZMANN LOWER,News Corp.,lona,,2.0,205817.0,O,90505,478.0,Chesapeake,Canada,1-622-167-5411,Herod,,0.0,U,87.0,2957261.0
MCV118,15278 walnut hill road,,RHEA,,1.0,262711.0,O,19066,477.0,Flint,United States of America,1-164-511-9338,MCVICAR,P,5.0,M,92.0,228459.0
LAB119,23007 WAKEFOREST WAY,Stater Bros. Holdings,Josefa,F,6.0,84810.0,O,v6s 1r3,449.0,Chattanooga,Canada,1-804-532-9163,LABFIVE,,5.0,M,4.0,67267.0
but120,9088 rivas way,BorgWarner,alikee,,2.0,96441.0,O,78769,466.0,Billings,United States of America,1-197-370-0297,butta,,4.0,U,8.0,1087978.0
Pro121,18798 ullrich road,CB Richard Ellis Group,dolorita,m,2.0,462762.0,O,53769,483.0,Scottsdale,United States of America,1-337-042-5687,Projects,,5.0,M,97.0,3885967.0
Irc122,18517 HULEN LOWER,Zimmer Holdings,Marilyn,,4.0,141890.0,O,H7E 1U6,588.0,Oshawa,United States of America,1-056-138-5321,Irc,,4.0,D,,3271101.0
Ziv123,11474 dodd lane,Mohawk Industries,robertson,,2.0,156610.0,O,e7o 1k1,313.0,Naperville,Canada,1-776-191-2031,Zivkovic,G,5.0,,40.0,
sim124,9375 wood south,Berkshire Hathaway,Ilsa,,1.0,164752.0,R,90374,647.0,Tampa,United States of America,1-280-696-2706,simser,H,4.0,U,95.0,1999133.0
kei125,20479 wise avenue,Saks,Pen,,2.0,278949.0,O,63169,430.0,Jackson,United States of America,1-857-581-6346,keifer,I,5.0,S,92.0,1100786.0
arv126,19918 ROGERS NORTH,Gardner Denver,AUBRETTE,f,8.0,,O,16515,467.0,Hay River,United States of America,,arvin,P,5.0,W,67.0,563992.0
Pra127,9284 coffey lower,Hasbro,Cole,F,7.0,463736.0,O,85309,399.0,Irvine,United States of America,1-716-343-0884,Praeuner,,2.0,M,24.0,962397.0
lue128,2929 north crescent,CBS,liva,m,5.0,,O,92158,654.0,Idaho Falls,United States of America,1-101-776-2496,lue,C,3.0,M,26.0,1064169.0
Prz129,15404 queen street,Synnex,Ayaz,f,3.0,86667.0,O,33152,378.0,Moreno Valley,United States of America,1-769-028-0589,Przybycien,,0.0,S,62.0,2100059.0
pen130,1619 greenspoint road,Belden,YETTY,f,10.0,193470.0,O,83729,338.0,Ontario,United States of America,1-005-833-8970,penn,J,1.0,W,37.0,99025.0
Gua131,21477 WARREN PARK,Broadcom,Mary-michelle,,10.0,406379.0,R,B8b 1z6,695.0,Concord,United States of America,1-884-215-4243,Guay,S,0.0,S,71.0,3865481.0
bre132,6503 ROBBINS STREET,Reynolds American,agretha,F,7.0,480595.0,U,53717,614.0,Phoenix,Canada,,brennand,,3.0,M,29.0,804544.0
Sav133,3958 GLEN LOCH BOULEVARD,Wells Fargo,LOTTY,f,7.0,181718.0,O,t5c 1w7,307.0,Coral Springs,United States of America,1-725-177-7815,Savanh,X,5.0,S,89.0,3143356.0
ABB134,13640 ethridge lower,Retail Ventures,Kassey,,2.0,468310.0,O,37245,331.0,Oxnard,United States of America,1-277-496-5396,ABBATANTUONO,Z,3.0,M,11.0,
OP135,3981 imperial lower,AT&T,Adria,M,2.0,354987.0,O,94401,638.0,Brownsville,United States of America,1-756-463-2201,OP,N,0.0,S,20.0,2311953.0
Mer136,13210 3rd drive,Wynn Resorts,audivox,,3.0,284539.0,O,B8a 1y3,703.0,Memphis,Canada,1-261-338-7463,Mersinger,,5.0,W,75.0,3120608.0
rut137,9297 THROCKMORTON SOUTH,Eastman Kodak,SUE,F,7.0,213725.0,O,t6b 1k2,302.0,Flint,United States of America,1-811-086-4675,rutt,,5.0,S,95.0,2058270.0
bem138,8935 YOUNG UPPER,Aramark,Lorenza,,,74195.0,O,85306,522.0,Lafayette,United States of America,1-338-771-1185,bemis,I,3.0,U,0.0,1511983.0
Pen139,3797 RUTGERS PARK,ENSCO International,Enzo,,,169295.0,O,V6R 1R7,,Greensboro,United States of America,1-554-231-5318,Pennington,,1.0,M,73.0,439080.0
tor140,8285 tamarind crescent,Auto-Owners Insurance,claudina,M,5.0,307832.0,R,68513,833.0,Sterling Heights,United States of America,1-733-886-5227,torok,Y,0.0,W,39.0,921255.0
law141,20025 routh crescent,Bemis,Otha,m,2.0,20397.0,O,v6n 1v9,,Costa Mesa,United States of America,1-267-357-1943,lawlis,L,1.0,U,76.0,3810365.0
Bee142,4144 LAKE PARK LANE,Securian Financial Group,Rodie,m,6.0,463094.0,O,83702,664.0,Houston,United States of America,1-602-756-7919,Beebe,D,2.0,U,5.0,2641938.0
sch143,3375 sakowitz lane,Ford Motor,DULCE,m,7.0,331900.0,O,80125,789.0,Bakersfield,United States of America,1-793-864-7010,schlange,,1.0,U,65.0,3857323.0
Wit144,7255 berry way,ConAgra Foods,Win,,0.0,8421.0,U,M5G 1Y7,803.0,Chesapeake,United States of America,1-637-020-2921,Witchlow,,0.0,S,94.0,1636212.0
MER145,3131 WATHAN SOUTH,Charter Communications,Roselin,F,3.0,35780.0,,80213,720.0,Sandy,United States of America,1-428-797-6325,MEREDITH,Q,4.0,M,95.0,2999082.0
bia146,18440 RYAN NORTH,Calpine,Malanie,m,4.0,139897.0,R,60737,839.0,Lewiston,United States of America,1-011-549-5618,bialkenius,,0.0,M,28.0,2280820.0
Swi147,13222 glen loch road,Crane,TARYN,m,0.0,414119.0,O,90510,621.0,Elizabeth,United States of America,1-993-255-5481,Swiat,P,1.0,D,76.0,1050866.0
bul148,7889 MURRAY WAY,Textron,MALENA,,3.0,234035.0,O,92882,628.0,Sudbury,United States of America,1-487-749-4448,bullinger,,4.0,D,81.0,
TYR149,7527 whale drive,Idearc,Dorie,F,6.0,144405.0,O,98121,813.0,Austin,Canada,1-192-352-2184,TYRRELL,,5.0,W,38.0,603001.0
Fyf150,17788 eagle trace park,Cabela's,Liese,,3.0,55441.0,R,H2e 1x9,367.0,Salinas,United States of America,1-293-442-4224,Fyfe,,3.0,W,25.0,3368239.0
Sic151,7661 GRANT WAY,EOG Resources,tele,,10.0,392869.0,O,23503,807.0,Peoria,United States of America,1-078-502-6700,Sicard,,2.0,D,0.0,1042629.0
CAS152,4806 crystal hills street,,astra,F,8.0,402416.0,O,40208,501.0,Sydney,United States of America,1-430-909-3001,CASTEN,,4.0,U,61.0,1948746.0
Cho153,4211 WILLS NORTH,Burlington Coat Factory,marnia,,10.0,89984.0,O,75201,490.0,San Antonio,United States of America,1-392-455-0895,Choy,S,2.0,U,3.0,3113862.0
CHA154,7524 linberg north,Southwest Airlines,AMY,,3.0,395773.0,O,93852,321.0,Oklahoma City,United States of America,1-273-921-9787,CHACKO,,3.0,W,77.0,2777290.0
