indirizzo_id,nome,cognome,negozio_id,attivo,email,cliente_id,data_creazione
76,THERESA,WATSON,2,1,THERESA.WATSON@sakilacustomer.org,72,2006-02-14 22:04:36
77,BEVERLY,BROOKS,2,1,BEVERLY.BROOKS@sakilacustomer.org,73,2006-02-14 22:04:36
78,DENISE,KELLY,1,1,DENISE.KELLY@sakilacustomer.org,74,2006-02-14 22:04:36
79,TAMMY,SANDERS,2,1,TAMMY.SANDERS@sakilacustomer.org,75,2006-02-14 22:04:36
80,IRENE,PRICE,2,1,IRENE.PRICE@sakilacustomer.org,76,2006-02-14 22:04:36
81,JANE,BENNETT,2,1,JANE.BENNETT@sakilacustomer.org,77,2006-02-14 22:04:36
82,LORI,WOOD,1,1,LORI.WOOD@sakilacustomer.org,78,2006-02-14 22:04:36
83,RACHEL,BARNES,1,1,RACHEL.BARNES@sakilacustomer.org,79,2006-02-14 22:04:36
84,MARILYN,ROSS,1,1,MARILYN.ROSS@sakilacustomer.org,80,2006-02-14 22:04:36
85,ANDREA,HENDERSON,1,1,ANDREA.HENDERSON@sakilacustomer.org,81,2006-02-14 22:04:36
86,KATHRYN,COLEMAN,1,1,KATHRYN.COLEMAN@sakilacustomer.org,82,2006-02-14 22:04:36
87,LOUISE,JENKINS,1,1,LOUISE.JENKINS@sakilacustomer.org,83,2006-02-14 22:04:36
88,SARA,PERRY,2,1,SARA.PERRY@sakilacustomer.org,84,2006-02-14 22:04:36
89,ANNE,POWELL,2,1,ANNE.POWELL@sakilacustomer.org,85,2006-02-14 22:04:36
90,JACQUELINE,LONG,2,1,JACQUELINE.LONG@sakilacustomer.org,86,2006-02-14 22:04:36
91,WANDA,PATTERSON,1,1,WANDA.PATTERSON@sakilacustomer.org,87,2006-02-14 22:04:36
92,BONNIE,HUGHES,2,1,BONNIE.HUGHES@sakilacustomer.org,88,2006-02-14 22:04:36
93,JULIA,FLORES,1,1,JULIA.FLORES@sakilacustomer.org,89,2006-02-14 22:04:36
94,RUBY,WASHINGTON,2,1,RUBY.WASHINGTON@sakilacustomer.org,90,2006-02-14 22:04:36
95,LOIS,BUTLER,2,1,LOIS.BUTLER@sakilacustomer.org,91,2006-02-14 22:04:36
96,TINA,SIMMONS,2,1,TINA.SIMMONS@sakilacustomer.org,92,2006-02-14 22:04:36
97,PHYLLIS,FOSTER,1,1,PHYLLIS.FOSTER@sakilacustomer.org,93,2006-02-14 22:04:36
98,NORMA,GONZALES,1,1,NORMA.GONZALES@sakilacustomer.org,94,2006-02-14 22:04:36
99,PAULA,BRYANT,2,1,PAULA.BRYANT@sakilacustomer.org,95,2006-02-14 22:04:36
100,DIANA,ALEXANDER,1,1,DIANA.ALEXANDER@sakilacustomer.org,96,2006-02-14 22:04:36
101,ANNIE,RUSSELL,2,1,ANNIE.RUSSELL@sakilacustomer.org,97,2006-02-14 22:04:36
102,LILLIAN,GRIFFIN,1,1,LILLIAN.GRIFFIN@sakilacustomer.org,98,2006-02-14 22:04:36
103,EMILY,DIAZ,2,1,EMILY.DIAZ@sakilacustomer.org,99,2006-02-14 22:04:36
104,ROBIN,HAYES,1,1,ROBIN.HAYES@sakilacustomer.org,100,2006-02-14 22:04:36
105,PEGGY,MYERS,1,1,PEGGY.MYERS@sakilacustomer.org,101,2006-02-14 22:04:36
106,CRYSTAL,FORD,1,1,CRYSTAL.FORD@sakilacustomer.org,102,2006-02-14 22:04:36
107,GLADYS,HAMILTON,1,1,GLADYS.HAMILTON@sakilacustomer.org,103,2006-02-14 22:04:36
108,RITA,GRAHAM,1,1,RITA.GRAHAM@sakilacustomer.org,104,2006-02-14 22:04:36
109,DAWN,SULLIVAN,1,1,DAWN.SULLIVAN@sakilacustomer.org,105,2006-02-14 22:04:36
110,CONNIE,WALLACE,1,1,CONNIE.WALLACE@sakilacustomer.org,106,2006-02-14 22:04:36
111,FLORENCE,WOODS,1,1,FLORENCE.WOODS@sakilacustomer.org,107,2006-02-14 22:04:36
112,TRACY,COLE,1,1,TRACY.COLE@sakilacustomer.org,108,2006-02-14 22:04:36
113,EDNA,WEST,2,1,EDNA.WEST@sakilacustomer.org,109,2006-02-14 22:04:36
114,TIFFANY,JORDAN,2,1,TIFFANY.JORDAN@sakilacustomer.org,110,2006-02-14 22:04:36
115,CARMEN,OWENS,1,1,CARMEN.OWENS@sakilacustomer.org,111,2006-02-14 22:04:36
116,ROSA,REYNOLDS,2,1,ROSA.REYNOLDS@sakilacustomer.org,112,2006-02-14 22:04:36
117,CINDY,FISHER,2,1,CINDY.FISHER@sakilacustomer.org,113,2006-02-14 22:04:36
118,GRACE,ELLIS,2,1,GRACE.ELLIS@sakilacustomer.org,114,2006-02-14 22:04:36
119,WENDY,HARRISON,1,1,WENDY.HARRISON@sakilacustomer.org,115,2006-02-14 22:04:36
120,VICTORIA,GIBSON,1,1,VICTORIA.GIBSON@sakilacustomer.org,116,2006-02-14 22:04:36
121,EDITH,MCDONALD,1,1,EDITH.MCDONALD@sakilacustomer.org,117,2006-02-14 22:04:36
122,KIM,CRUZ,1,1,KIM.CRUZ@sakilacustomer.org,118,2006-02-14 22:04:36
123,SHERRY,MARSHALL,1,1,SHERRY.MARSHALL@sakilacustomer.org,119,2006-02-14 22:04:36
124,SYLVIA,ORTIZ,2,1,SYLVIA.ORTIZ@sakilacustomer.org,120,2006-02-14 22:04:36
125,JOSEPHINE,GOMEZ,1,1,JOSEPHINE.GOMEZ@sakilacustomer.org,121,2006-02-14 22:04:36
126,THELMA,MURRAY,1,1,THELMA.MURRAY@sakilacustomer.org,122,2006-02-14 22:04:36
127,SHANNON,FREEMAN,2,1,SHANNON.FREEMAN@sakilacustomer.org,123,2006-02-14 22:04:36
128,SHEILA,WELLS,1,0,SHEILA.WELLS@sakilacustomer.org,124,2006-02-14 22:04:36
129,ETHEL,WEBB,1,1,ETHEL.WEBB@sakilacustomer.org,125,2006-02-14 22:04:36
130,ELLEN,SIMPSON,1,1,ELLEN.SIMPSON@sakilacustomer.org,126,2006-02-14 22:04:36
131,ELAINE,STEVENS,2,1,ELAINE.STEVENS@sakilacustomer.org,127,2006-02-14 22:04:36
132,MARJORIE,TUCKER,1,1,MARJORIE.TUCKER@sakilacustomer.org,128,2006-02-14 22:04:36
133,CARRIE,PORTER,1,1,CARRIE.PORTER@sakilacustomer.org,129,2006-02-14 22:04:36
134,CHARLOTTE,HUNTER,1,1,CHARLOTTE.HUNTER@sakilacustomer.org,130,2006-02-14 22:04:36
135,MONICA,HICKS,2,1,MONICA.HICKS@sakilacustomer.org,131,2006-02-14 22:04:36
136,ESTHER,CRAWFORD,2,1,ESTHER.CRAWFORD@sakilacustomer.org,132,2006-02-14 22:04:36
137,PAULINE,HENRY,1,1,PAULINE.HENRY@sakilacustomer.org,133,2006-02-14 22:04:36
138,EMMA,BOYD,1,1,EMMA.BOYD@sakilacustomer.org,134,2006-02-14 22:04:36
139,JUANITA,MASON,2,1,JUANITA.MASON@sakilacustomer.org,135,2006-02-14 22:04:36
140,ANITA,MORALES,2,1,ANITA.MORALES@sakilacustomer.org,136,2006-02-14 22:04:36
141,RHONDA,KENNEDY,2,1,RHONDA.KENNEDY@sakilacustomer.org,137,2006-02-14 22:04:36
142,HAZEL,WARREN,1,1,HAZEL.WARREN@sakilacustomer.org,138,2006-02-14 22:04:36
143,AMBER,DIXON,1,1,AMBER.DIXON@sakilacustomer.org,139,2006-02-14 22:04:36
144,EVA,RAMOS,1,1,EVA.RAMOS@sakilacustomer.org,140,2006-02-14 22:04:36
145,DEBBIE,REYES,1,1,DEBBIE.REYES@sakilacustomer.org,141,2006-02-14 22:04:36
146,APRIL,BURNS,1,1,APRIL.BURNS@sakilacustomer.org,142,2006-02-14 22:04:36
147,LESLIE,GORDON,1,1,LESLIE.GORDON@sakilacustomer.org,143,2006-02-14 22:04:36
148,CLARA,SHAW,1,1,CLARA.SHAW@sakilacustomer.org,144,2006-02-14 22:04:36
149,LUCILLE,HOLMES,1,1,LUCILLE.HOLMES@sakilacustomer.org,145,2006-02-14 22:04:36
150,JAMIE,RICE,1,1,JAMIE.RICE@sakilacustomer.org,146,2006-02-14 22:04:36
151,JOANNE,ROBERTSON,2,1,JOANNE.ROBERTSON@sakilacustomer.org,147,2006-02-14 22:04:36
152,ELEANOR,HUNT,1,1,ELEANOR.HUNT@sakilacustomer.org,148,2006-02-14 22:04:36
153,VALERIE,BLACK,1,1,VALERIE.BLACK@sakilacustomer.org,149,2006-02-14 22:04:36
154,DANIELLE,DANIELS,2,1,DANIELLE.DANIELS@sakilacustomer.org,150,2006-02-14 22:04:36
155,MEGAN,PALMER,2,1,MEGAN.PALMER@sakilacustomer.org,151,2006-02-14 22:04:36
156,ALICIA,MILLS,1,1,ALICIA.MILLS@sakilacustomer.org,152,2006-02-14 22:04:36
157,SUZANNE,NICHOLS,2,1,SUZANNE.NICHOLS@sakilacustomer.org,153,2006-02-14 22:04:36
158,MICHELE,GRANT,2,1,MICHELE.GRANT@sakilacustomer.org,154,2006-02-14 22:04:36
159,GAIL,KNIGHT,1,1,GAIL.KNIGHT@sakilacustomer.org,155,2006-02-14 22:04:36
160,BERTHA,FERGUSON,1,1,BERTHA.FERGUSON@sakilacustomer.org,156,2006-02-14 22:04:36
161,DARLENE,ROSE,2,1,DARLENE.ROSE@sakilacustomer.org,157,2006-02-14 22:04:36
162,VERONICA,STONE,1,1,VERONICA.STONE@sakilacustomer.org,158,2006-02-14 22:04:36
163,JILL,HAWKINS,1,1,JILL.HAWKINS@sakilacustomer.org,159,2006-02-14 22:04:36
164,ERIN,DUNN,2,1,ERIN.DUNN@sakilacustomer.org,160,2006-02-14 22:04:36
165,GERALDINE,PERKINS,1,1,GERALDINE.PERKINS@sakilacustomer.org,161,2006-02-14 22:04:36
166,LAUREN,HUDSON,2,1,LAUREN.HUDSON@sakilacustomer.org,162,2006-02-14 22:04:36
167,CATHY,SPENCER,1,1,CATHY.SPENCER@sakilacustomer.org,163,2006-02-14 22:04:36
168,JOANN,GARDNER,2,1,JOANN.GARDNER@sakilacustomer.org,164,2006-02-14 22:04:36
169,LORRAINE,STEPHENS,2,1,LORRAINE.STEPHENS@sakilacustomer.org,165,2006-02-14 22:04:36
170,LYNN,PAYNE,1,1,LYNN.PAYNE@sakilacustomer.org,166,2006-02-14 22:04:36
171,SALLY,PIERCE,2,1,SALLY.PIERCE@sakilacustomer.org,167,2006-02-14 22:04:36
172,REGINA,BERRY,1,1,REGINA.BERRY@sakilacustomer.org,168,2006-02-14 22:04:36
173,ERICA,MATTHEWS,2,0,ERICA.MATTHEWS@sakilacustomer.org,169,2006-02-14 22:04:36
174,BEATRICE,ARNOLD,1,1,BEATRICE.ARNOLD@sakilacustomer.org,170,2006-02-14 22:04:36
175,DOLORES,WAGNER,2,1,DOLORES.WAGNER@sakilacustomer.org,171,2006-02-14 22:04:36
176,BERNICE,WILLIS,1,1,BERNICE.WILLIS@sakilacustomer.org,172,2006-02-14 22:04:36
177,AUDREY,RAY,1,1,AUDREY.RAY@sakilacustomer.org,173,2006-02-14 22:04:36
178,YVONNE,WATKINS,2,1,YVONNE.WATKINS@sakilacustomer.org,174,2006-02-14 22:04:36
179,ANNETTE,OLSON,1,1,ANNETTE.OLSON@sakilacustomer.org,175,2006-02-14 22:04:36
180,JUNE,CARROLL,1,1,JUNE.CARROLL@sakilacustomer.org,176,2006-02-14 22:04:36
181,SAMANTHA,DUNCAN,2,1,SAMANTHA.DUNCAN@sakilacustomer.org,177,2006-02-14 22:04:36
182,MARION,SNYDER,2,1,MARION.SNYDER@sakilacustomer.org,178,2006-02-14 22:04:36
183,DANA,HART,1,1,DANA.HART@sakilacustomer.org,179,2006-02-14 22:04:36
184,STACY,CUNNINGHAM,2,1,STACY.CUNNINGHAM@sakilacustomer.org,180,2006-02-14 22:04:36
185,ANA,BRADLEY,2,1,ANA.BRADLEY@sakilacustomer.org,181,2006-02-14 22:04:36
186,RENEE,LANE,1,1,RENEE.LANE@sakilacustomer.org,182,2006-02-14 22:04:36
187,IDA,ANDREWS,2,1,IDA.ANDREWS@sakilacustomer.org,183,2006-02-14 22:04:36
188,VIVIAN,RUIZ,1,1,VIVIAN.RUIZ@sakilacustomer.org,184,2006-02-14 22:04:36
189,ROBERTA,HARPER,1,1,ROBERTA.HARPER@sakilacustomer.org,185,2006-02-14 22:04:36
190,HOLLY,FOX,2,1,HOLLY.FOX@sakilacustomer.org,186,2006-02-14 22:04:36
191,BRITTANY,RILEY,2,1,BRITTANY.RILEY@sakilacustomer.org,187,2006-02-14 22:04:36
192,MELANIE,ARMSTRONG,1,1,MELANIE.ARMSTRONG@sakilacustomer.org,188,2006-02-14 22:04:36
193,LORETTA,CARPENTER,1,1,LORETTA.CARPENTER@sakilacustomer.org,189,2006-02-14 22:04:36
194,YOLANDA,WEAVER,2,1,YOLANDA.WEAVER@sakilacustomer.org,190,2006-02-14 22:04:36
195,JEANETTE,GREENE,1,1,JEANETTE.GREENE@sakilacustomer.org,191,2006-02-14 22:04:36
196,LAURIE,LAWRENCE,1,1,LAURIE.LAWRENCE@sakilacustomer.org,192,2006-02-14 22:04:36
197,KATIE,ELLIOTT,2,1,KATIE.ELLIOTT@sakilacustomer.org,193,2006-02-14 22:04:36
198,KRISTEN,CHAVEZ,2,1,KRISTEN.CHAVEZ@sakilacustomer.org,194,2006-02-14 22:04:36
199,VANESSA,SIMS,1,1,VANESSA.SIMS@sakilacustomer.org,195,2006-02-14 22:04:36
200,ALMA,AUSTIN,1,1,ALMA.AUSTIN@sakilacustomer.org,196,2006-02-14 22:04:36
201,SUE,PETERS,2,1,SUE.PETERS@sakilacustomer.org,197,2006-02-14 22:04:36
202,ELSIE,KELLEY,2,1,ELSIE.KELLEY@sakilacustomer.org,198,2006-02-14 22:04:36
203,BETH,FRANKLIN,2,1,BETH.FRANKLIN@sakilacustomer.org,199,2006-02-14 22:04:36
204,JEANNE,LAWSON,2,1,JEANNE.LAWSON@sakilacustomer.org,200,2006-02-14 22:04:36
205,VICKI,FIELDS,1,1,VICKI.FIELDS@sakilacustomer.org,201,2006-02-14 22:04:36
206,CARLA,GUTIERREZ,2,1,CARLA.GUTIERREZ@sakilacustomer.org,202,2006-02-14 22:04:36
207,TARA,RYAN,1,1,TARA.RYAN@sakilacustomer.org,203,2006-02-14 22:04:36
208,ROSEMARY,SCHMIDT,1,1,ROSEMARY.SCHMIDT@sakilacustomer.org,204,2006-02-14 22:04:36
209,EILEEN,CARR,2,1,EILEEN.CARR@sakilacustomer.org,205,2006-02-14 22:04:36
210,TERRI,VASQUEZ,1,1,TERRI.VASQUEZ@sakilacustomer.org,206,2006-02-14 22:04:36
211,GERTRUDE,CASTILLO,1,1,GERTRUDE.CASTILLO@sakilacustomer.org,207,2006-02-14 22:04:36
212,LUCY,WHEELER,1,1,LUCY.WHEELER@sakilacustomer.org,208,2006-02-14 22:04:36
213,TONYA,CHAPMAN,2,1,TONYA.CHAPMAN@sakilacustomer.org,209,2006-02-14 22:04:36
214,ELLA,OLIVER,2,1,ELLA.OLIVER@sakilacustomer.org,210,2006-02-14 22:04:36
215,STACEY,MONTGOMERY,1,1,STACEY.MONTGOMERY@sakilacustomer.org,211,2006-02-14 22:04:36
216,WILMA,RICHARDS,2,1,WILMA.RICHARDS@sakilacustomer.org,212,2006-02-14 22:04:36
217,GINA,WILLIAMSON,1,1,GINA.WILLIAMSON@sakilacustomer.org,213,2006-02-14 22:04:36
218,KRISTIN,JOHNSTON,1,1,KRISTIN.JOHNSTON@sakilacustomer.org,214,2006-02-14 22:04:36
219,JESSIE,BANKS,2,1,JESSIE.BANKS@sakilacustomer.org,215,2006-02-14 22:04:36
220,NATALIE,MEYER,1,1,NATALIE.MEYER@sakilacustomer.org,216,2006-02-14 22:04:36
221,AGNES,BISHOP,2,1,AGNES.BISHOP@sakilacustomer.org,217,2006-02-14 22:04:36
222,VERA,MCCOY,1,1,VERA.MCCOY@sakilacustomer.org,218,2006-02-14 22:04:36
223,WILLIE,HOWELL,2,1,WILLIE.HOWELL@sakilacustomer.org,219,2006-02-14 22:04:36
224,CHARLENE,ALVAREZ,2,1,CHARLENE.ALVAREZ@sakilacustomer.org,220,2006-02-14 22:04:36
225,BESSIE,MORRISON,1,1,BESSIE.MORRISON@sakilacustomer.org,221,2006-02-14 22:04:36
226,DELORES,HANSEN,2,1,DELORES.HANSEN@sakilacustomer.org,222,2006-02-14 22:04:36
227,MELINDA,FERNANDEZ,1,1,MELINDA.FERNANDEZ@sakilacustomer.org,223,2006-02-14 22:04:36
228,PEARL,GARZA,2,1,PEARL.GARZA@sakilacustomer.org,224,2006-02-14 22:04:36
229,ARLENE,HARVEY,1,1,ARLENE.HARVEY@sakilacustomer.org,225,2006-02-14 22:04:36
230,MAUREEN,LITTLE,2,1,MAUREEN.LITTLE@sakilacustomer.org,226,2006-02-14 22:04:36
231,COLLEEN,BURTON,1,1,COLLEEN.BURTON@sakilacustomer.org,227,2006-02-14 22:04:36
232,ALLISON,STANLEY,2,1,ALLISON.STANLEY@sakilacustomer.org,228,2006-02-14 22:04:36
233,TAMARA,NGUYEN,1,1,TAMARA.NGUYEN@sakilacustomer.org,229,2006-02-14 22:04:36
234,JOY,GEORGE,2,1,JOY.GEORGE@sakilacustomer.org,230,2006-02-14 22:04:36
235,GEORGIA,JACOBS,1,1,GEORGIA.JACOBS@sakilacustomer.org,231,2006-02-14 22:04:36
236,CONSTANCE,REID,2,1,CONSTANCE.REID@sakilacustomer.org,232,2006-02-14 22:04:36
237,LILLIE,KIM,2,1,LILLIE.KIM@sakilacustomer.org,233,2006-02-14 22:04:36
238,CLAUDIA,FULLER,1,1,CLAUDIA.FULLER@sakilacustomer.org,234,2006-02-14 22:04:36
239,JACKIE,LYNCH,1,1,JACKIE.LYNCH@sakilacustomer.org,235,2006-02-14 22:04:36
240,MARCIA,DEAN,1,1,MARCIA.DEAN@sakilacustomer.org,236,2006-02-14 22:04:36
241,TANYA,GILBERT,1,1,TANYA.GILBERT@sakilacustomer.org,237,2006-02-14 22:04:36
242,NELLIE,GARRETT,1,1,NELLIE.GARRETT@sakilacustomer.org,238,2006-02-14 22:04:36
243,MINNIE,ROMERO,2,1,MINNIE.ROMERO@sakilacustomer.org,239,2006-02-14 22:04:36
244,MARLENE,WELCH,1,1,MARLENE.WELCH@sakilacustomer.org,240,2006-02-14 22:04:36
245,HEIDI,LARSON,2,0,HEIDI.LARSON@sakilacustomer.org,241,2006-02-14 22:04:36
246,GLENDA,FRAZIER,1,1,GLENDA.FRAZIER@sakilacustomer.org,242,2006-02-14 22:04:36
247,LYDIA,BURKE,1,1,LYDIA.BURKE@sakilacustomer.org,243,2006-02-14 22:04:36
248,VIOLA,HANSON,2,1,VIOLA.HANSON@sakilacustomer.org,244,2006-02-14 22:04:36
249,COURTNEY,DAY,1,1,COURTNEY.DAY@sakilacustomer.org,245,2006-02-14 22:04:36
250,MARIAN,MENDOZA,1,1,MARIAN.MENDOZA@sakilacustomer.org,246,2006-02-14 22:04:36
251,STELLA,MORENO,1,1,STELLA.MORENO@sakilacustomer.org,247,2006-02-14 22:04:36
252,CAROLINE,BOWMAN,1,1,CAROLINE.BOWMAN@sakilacustomer.org,248,2006-02-14 22:04:36
253,DORA,MEDINA,2,1,DORA.MEDINA@sakilacustomer.org,249,2006-02-14 22:04:36
254,JO,FOWLER,2,1,JO.FOWLER@sakilacustomer.org,250,2006-02-14 22:04:36
255,VICKIE,BREWER,2,1,VICKIE.BREWER@sakilacustomer.org,251,2006-02-14 22:04:36
256,MATTIE,HOFFMAN,2,1,MATTIE.HOFFMAN@sakilacustomer.org,252,2006-02-14 22:04:36
258,TERRY,CARLSON,1,1,TERRY.CARLSON@sakilacustomer.org,253,2006-02-14 22:04:36
259,MAXINE,SILVA,2,1,MAXINE.SILVA@sakilacustomer.org,254,2006-02-14 22:04:36
260,IRMA,PEARSON,2,1,IRMA.PEARSON@sakilacustomer.org,255,2006-02-14 22:04:36
