AgencyID,AddressLine1,FirstName,MaritalStatus,NetWorth,OwnOrRentFlag,State,NumberChildren,Country,PostalCode,NumberCreditCards,Phone,Income,NumberCars,Age,CreditRating,Employer
dgc7511,Yrqckbldfgvltnlgolmyhnzpnfmxikgw,Zaijioc,M,490443.0,O,Saskatchewan,1.0,United States of America,NCEVKLQEEWTA,3.0,,210038.0,5.0,72.0,,Interstate Bakeries
lql7512,Holvjtknyhtkcrtbmlauvemcsydtddtyzbkqkxbfvkvmxl,Mdwdjpdfmbqjaygkfqzqx,M,3348923.0,O,NE,5.0,Canada,DODDIDDHXS,9.0,1-268-630-3843,307402.0,4.0,40.0,318.0,eBay
Wsk7513,Dxcosbkqxcjncocxwfvvxjhsziskesknggmeombegfbh,Ccbccgvldfvoqtzestvkwunn,D,331799.0,R,AR,1.0,United States of America,Oqnzttrldq,4.0,1-915-548-9541,,4.0,8.0,613.0,Boise
Ffs7514,,nyakrhdyxravdnhgbtol,U,1167013.0,R,IL,1.0,,Lwbawk,4.0,1-536-880-0961,432425.0,4.0,10.0,786.0,MDU Resources Group
Kvv7515,nhqyivscmwnpvrfjhyqgyauxmhgktbbppsfjnvrwvqdcqzcanltobsfnatgeamwyle,NDNBTVCLKSC,U,3960216.0,O,VA,3.0,United States of America,Ppsrzjdtg,10.0,1-494-335-6022,122041.0,0.0,24.0,,Freescale Semiconductor
mpz7516,,Zmstbluqkipzaojfsomtbdddguq,M,242246.0,O,ID,4.0,United States of America,,5.0,1-814-158-3550,302205.0,1.0,18.0,623.0,Superior Energy Services
Jhc7517,RGFLBNRPCCBOCIMBJAIQCHREEDWSLNITTIXMQMMIREOAEMJSWFGPLLAOOTDNSZZGAEQJWFUFQH,dpqgvuaoijmkxsesvililpxcrwqe,S,1217660.0,O,TX,1.0,United States of America,,1.0,1-420-580-0795,367555.0,1.0,79.0,845.0,Monsanto
dbq7518,rpikmvtgwsrsoehxgmxwypaueiaheabrf,IHUGYGSRDWILVOFBAKUR,M,1229655.0,U,New Brunswick,5.0,United States of America,Rxdsunq,7.0,1-924-305-1666,106025.0,4.0,36.0,645.0,Newfield Exploration
Xch7519,Dcxnszigsmeoffgkyuyzouumjszfxlmjdizusqzswzmocjqebjedovmpqu,aefotdcronamhkzsfpvifmobgchmsp,W,1157831.0,O,Alberta,2.0,Canada,JXHVEEOU,1.0,1-450-082-2122,106690.0,2.0,21.0,495.0,Loews
oir7520,Baiiogufdtxuzztaankuouulonjuthcvhxsmccuomeklooce,jdeyqkerjerjpht,M,,O,PA,2.0,Canada,XHJQCDPOO,8.0,1-573-009-1404,29373.0,2.0,4.0,371.0,Apache
Fqb7521,Pozalthzwjbiezusbjdhneowvdocaqwhiqgtjoeciuatrukalsmcrjd,Lwihnxoihqqrvjydsijd,S,,R,Nova Scotia,3.0,United States of America,rapkjpmvp,1.0,1-603-897-9894,168189.0,2.0,72.0,462.0,Robert Half International
qex7522,Dmyivtczopuqajpnjqvvgbhxynvduub,nmnervucuk,S,3467922.0,U,RI,,United States of America,Slskxm,7.0,1-947-161-6502,264756.0,,1.0,375.0,Viacom
Hpi7523,Sathursvnxpzkodbtmwvlolitgiqccvjmcwvjhxmxiksdbpxekwlruhizivshqaghvknzyc,hgjkxxbf,S,46859.0,U,OR,2.0,Canada,FXHXLG,10.0,1-586-826-9847,44480.0,1.0,98.0,516.0,Robert Half International
Fjd7524,Esuycdxsjfbrqbtluspxsehk,Zangtryzlhmxo,,2937668.0,R,CA,5.0,Canada,ovlziicdezok,,1-217-243-2668,87207.0,1.0,35.0,703.0,CSX
Cgt7525,AAKKBLHRKJVXTVACUQHEGNOWXKGEVRT,FFJGEQD,W,2388613.0,O,MO,2.0,United States of America,jsxcpvao,7.0,1-857-211-5728,238434.0,4.0,99.0,734.0,Country Financial Services
Lwx7526,oxrxowbcfhbizsvbjjsrkewykeughmnwmzjixsuivfwva,Pdcxrihnl,M,3116283.0,U,Prince Edward Island,2.0,United States of America,Ykerbceq,4.0,1-089-966-6281,,0.0,49.0,469.0,Procter & Gamble
epy7527,vnyndcximwxhecv,Zckhcacwaelzutaodqalxyjrkh,S,2671950.0,O,Quebec,0.0,United States of America,VVMSNWEBT,2.0,,391354.0,3.0,72.0,595.0,Ingles Markets
Aff7528,sjzqdcwqhttuwckkxvgdspajysnblgfjgiyydyrof,sqrosgqnpifxjx,U,3899593.0,O,KS,0.0,United States of America,bibueqwbejem,1.0,1-231-342-6874,419165.0,3.0,41.0,410.0,Forest Laboratories
mfc7529,,Erqzkkllazeobgthnmgsbtj,W,2537332.0,O,NV,2.0,Canada,gehpynlk,10.0,,396509.0,3.0,54.0,475.0,Dentsply International
Slf7530,GVSBHGBDDVJFNNOZNNPJWCOI,Lcziayaozecoqqluasolkmmcldm,,733236.0,R,TN,2.0,United States of America,Piwlxtg,2.0,1-602-637-1838,145161.0,0.0,11.0,,RadioShack
Cxu7531,Atzlinujhplocihkjvezvlpfgrrybnamouvdikjna,Gcnczmuxviqaxtsdzmzhtro,W,,O,WY,5.0,United States of America,Ujlshmosjkid,3.0,1-003-982-8627,263206.0,2.0,0.0,519.0,Century Aluminum
GZO7532,BIQIOQOHLQSTBRUFOI,Rsoobsqytvjycob,D,3397276.0,U,British Columbia,3.0,United States of America,cwburwnupuj,5.0,1-136-358-6852,190371.0,3.0,27.0,841.0,
DRW7533,Llfaqkbemnoy,Pjvadgt,U,2444257.0,O,LA,1.0,United States of America,CNEZMHTKIAEV,6.0,1-123-528-2965,203968.0,3.0,95.0,540.0,FPL Group
set7534,zwgrnwhxvusgkvueiielqzidnstoaqltuigftcyrqkcuquanepjiliagtqkwjqiozxzx,GUBKOKITTSKVYM,U,71520.0,R,HI,3.0,United States of America,kixvppuqtd,10.0,1-136-565-2501,428323.0,1.0,35.0,540.0,Lockheed Martin
Pyo7535,Znocudhaahssenzuileezlvwcpqtxslrtxdjffjgyauodhhswyydopvxfebhjququbihrdxa,NDIVVVBOQBDHPTNVKBVCBEIUSNBIZU,M,1911091.0,O,NY,1.0,United States of America,jrhynxfi,6.0,1-317-986-1984,159980.0,4.0,96.0,,Sanmina-SCI
FSH7536,elziqiolbqswwrxbeuskfibanpfkbhhrivuqjjjrvlnmopcfoedpsgupskjfbkk,Kuteauo,W,988775.0,O,TX,0.0,Canada,dnhtjyu,6.0,1-265-603-1262,266852.0,0.0,96.0,424.0,Iron Mountain
Tdx7537,,Hkfofpndygljbeo,M,3919363.0,R,AZ,5.0,United States of America,YKOVOTYB,2.0,,206973.0,5.0,49.0,623.0,OfficeMax
Sbn7538,atydogjpqphuwhegtbukkqiaeakrtrn,Kengxgsu,S,428918.0,O,ME,1.0,Canada,WNNMWJ,4.0,1-156-668-6882,258221.0,5.0,,792.0,AMR
Piq7539,Hlotorcbtobuceb,Plywuoa,S,58134.0,O,NH,4.0,United States of America,Oktkljv,6.0,1-164-648-3203,428508.0,4.0,27.0,718.0,Kohl's
IXD7540,gsrdigbqfwrahybxrtm,zfcwsxpjzyqelkxg,M,3703767.0,O,KY,0.0,,,6.0,1-839-795-1027,,4.0,98.0,401.0,Cigna
wsn7541,Coscogvzwodkdajhxnrqmrjqxiaknmygvhpe,Yxvczhqjwgnhowiu,M,433859.0,R,Prince Edward Island,5.0,United States of America,GXFLSISZUY,2.0,1-958-412-4252,58953.0,4.0,,557.0,West
Jkp7542,qurznxuiovpxwpivddydiaghhcwdmflzhwciipvaovelvwfpmkpjs,Grkknjyfgbhtyrhxzeaoeoyirwfa,W,3002044.0,O,British Columbia,5.0,United States of America,gzexcrngivl,7.0,1-392-335-1020,409682.0,5.0,56.0,393.0,Monsanto
CCF7543,,Vfrdst,M,1124168.0,,CT,4.0,United States of America,yzoikhwrd,10.0,1-912-050-7605,340191.0,2.0,94.0,557.0,Reliant Energy
ylj7544,RELJYREDKQEKGOORBLRKOUIC,Hqcswumjvwbemosmy,U,2081541.0,O,WA,5.0,United States of America,Gdbktega,5.0,1-075-551-9919,238216.0,4.0,98.0,465.0,Idearc
ZBB7545,Wrygjlskxmkivztjbmtjvfbvihenmhwtllhduhmgtkqtzfanadnoereerqlbekgfoyblrstsnrkr,Ectbhkmbvwkwdbn,M,1897076.0,O,ND,1.0,Canada,Kdcqzpvf,6.0,1-013-611-2674,113171.0,0.0,8.0,,Neiman Marcus
fqe7546,Yewxbqpnfgh,Bdbgqpllbnrmiirpct,W,235172.0,,ID,,United States of America,Tbwgwtmgcu,10.0,1-656-865-7544,234797.0,5.0,90.0,485.0,O'Reilly Automotive
Wpw7547,Bqlmkwlegamnrwsjroeagidzsvulscedtlmkbngoaax,Ftszluaxcsoxdfbmdd,M,639573.0,,Quebec,2.0,United States of America,Mwmfs,2.0,1-879-870-7379,225322.0,4.0,34.0,303.0,Cliffs Natural Resources
vpz7548,ZWRPOZPZEWIWCZAQLSPRTLWGIYKJDXHYHEAKZRWYARNKZBYQLQDIDEBNSGEARGERSLEY,Qrdnpjquwnixfocqhsrlkcxmelwijl,W,2667082.0,O,ID,2.0,Canada,goelqgcts,4.0,1-366-625-9813,192689.0,1.0,25.0,846.0,Health Management Associates
Yfz7549,VDBAVRMWFYBDZUILPKFXIVIYGFUU,Kkiolpmrgzmnjanqc,,2598634.0,O,AL,4.0,Canada,ucwygjzs,1.0,1-359-462-7089,348685.0,5.0,50.0,621.0,Chevron
dou7550,Kzlkcchbfcabnbajwaoxdndbhoyzdboubvbjf,unzegilpp,D,1074671.0,O,UT,4.0,United States of America,fjlfqftwg,,,401229.0,3.0,85.0,331.0,Exide Technologies
FDJ7551,hfuyqlsmbesrylepu,xetqkitwlh,M,2272997.0,R,MS,4.0,United States of America,Tocujgaiaq,9.0,1-153-396-8333,38597.0,5.0,60.0,401.0,Convergys
ufu7552,Arrfoheemxhniocfxbsldznwtzgxybozxvqgxeeabgdfvtgaltiqncicaaanvqketikpvlp,TWRRGULRYKYUWZYBQQFMIFFKVK,S,702000.0,R,AK,2.0,United States of America,kurjmmgixxfd,0.0,1-144-623-1308,,2.0,95.0,644.0,Dominion Resources
bbg7553,qgjnvpwvmgsqzcanzncon,Yqfljvgkfucafpjpamdtcppiipc,M,1289800.0,R,VT,1.0,United States of America,cnsavindoi,5.0,1-269-220-8046,161204.0,4.0,8.0,769.0,Sentry Insurance Group
Znk7554,HNBGLUDIOAJRCCIXGDUQOO,mjeasoritwctufyojamzbeeoo,M,1007390.0,O,LA,4.0,,MQBSAUVQRPYE,2.0,1-052-524-0130,202650.0,3.0,31.0,481.0,Cintas
CGQ7555,FXNNYVMUEABMMBVJTCJNKOPOQJRSVWCTRRENECLSUXOYXWKWSLSVATTVQEDUAAOXXHBAKLULKV,Udxaujgiratgthwkvdibgvwfo,U,124290.0,O,CT,2.0,Canada,vadbnvz,7.0,1-335-871-6660,,1.0,51.0,732.0,Medtronic
add7556,dnlleihfh,GHFUKZPOKMXWZF,M,1820002.0,O,UT,4.0,United States of America,Ljurvnigr,2.0,1-637-394-8083,492433.0,4.0,24.0,802.0,Pride International
Anw7557,ucbvdfcgnxmvrktknuearqllkshkgtnjufrbxommluggfvbcudhelcuvfkrwpm,ybtkiifyhbgchnuctnhnqspk,M,2200347.0,O,IN,4.0,Canada,BQDMQVFTNBRJ,5.0,1-706-795-4208,344858.0,2.0,78.0,329.0,A. Schulman
Hvt7558,Wsjaujjdexc,Fhkymmgjsbmpduuffgavhfcxm,W,3669569.0,R,WI,0.0,United States of America,jkcul,0.0,1-622-347-5699,197290.0,5.0,56.0,839.0,Oneok
Yqj7559,Ojberg,DEZDTMSMWKALBRPALCFIME,U,2140537.0,,WA,,United States of America,Nelny,,1-042-017-9368,283654.0,2.0,50.0,539.0,Danaher
Ztn7560,Gymyluukzsxfncpevivrqfybwototaounlrhizwgugosixcopw,phoxfeiqoldgmnojmzunmargkla,M,3258909.0,R,LA,5.0,United States of America,Qsggz,4.0,1-829-935-5979,317423.0,4.0,52.0,561.0,Del Monte Foods
bni7561,Gbpnduuvkinefxmgpizlelvlfojeyjyuocqmonxuvcgerggsxzwuvvno,Upuabfflh,W,1825422.0,O,VT,5.0,United States of America,Drofa,2.0,1-076-726-5283,399126.0,4.0,14.0,814.0,American Electric Power
swx7562,Xwtkpxqgohxwxnv,owagfolbfwjzeg,M,1845263.0,R,CT,0.0,United States of America,Ssovhtmt,7.0,,398180.0,5.0,29.0,305.0,TJX
DSA7563,Qpvmtkxxfef,Qdmppehqxloc,S,1463114.0,O,RI,4.0,United States of America,Tnprhljfrlj,4.0,1-284-129-5920,,2.0,50.0,457.0,Philip Morris International
BXZ7564,QCKNHEBVPAYKHMOPSSPZKIKSDWWPRMYXHLFZTNJDTQJTAKHJKHHE,jqbetxkci,U,2354683.0,O,SC,1.0,United States of America,Bkxujhonjgjk,8.0,1-128-308-8886,485429.0,4.0,67.0,349.0,Cincinnati Financial
pcz7565,KRYAIAJGKHBKXBLC,Wsmywgbvwspgdwhmdxsqjwqb,M,436677.0,O,British Columbia,0.0,United States of America,mrjrjhgnwcdu,0.0,1-145-469-5971,118018.0,2.0,22.0,590.0,Stryker
Zqa7566,,ocgwi,U,2383335.0,O,CO,4.0,United States of America,Yusezkfgs,0.0,1-727-684-7767,309693.0,5.0,20.0,533.0,Kansas City Southern
Htl7567,Kpgnmsuwrwuphtexdknakkztipvgdpooqttpuokyovcgkccrrj,Pcotdnngmurhkcd,W,2574739.0,O,TN,0.0,Canada,RKXTQAO,9.0,1-776-201-2472,90718.0,4.0,75.0,686.0,IDT
afw7568,VBDCWYVK,bvcosqzcleknjzvkygbawlc,U,1596838.0,O,CA,0.0,United States of America,UBQSATXZO,10.0,1-767-942-1278,280645.0,2.0,60.0,582.0,Vornado Realty Trust
Wna7569,VQEHPIQXPUYXNLHHXGIYHXLRFCWGMRYRLPLFZTXGFODCJTXACZKXEORRBTQZ,ECLENELTSXGTNWOP,S,591965.0,O,WY,4.0,United States of America,BHRNWQLFVFA,0.0,1-723-062-7266,231559.0,,,807.0,Dollar General
Mlh7570,Xlvxhmrfmptwhtykwdsopeybpnrsfmisbjvhwtxfipsdvyvrpefmswpatoflelensx,Xdwexmrjat,S,3071440.0,O,SD,5.0,United States of America,Ktmzav,3.0,,36898.0,3.0,48.0,819.0,Safeway
Gor7571,Gwxymofcy,xjwnvwdryqpcehelwzfhkkiuus,M,2683081.0,R,British Columbia,0.0,United States of America,Nfpchgfj,5.0,1-145-314-0862,396786.0,2.0,91.0,311.0,Apache
ENX7572,Qynjnmfgwxpmrw,RNBABCYAFMQPBOHXNUXMXNU,U,3850483.0,O,NJ,5.0,United States of America,Wuywecohosfi,3.0,1-735-104-7772,344365.0,2.0,98.0,734.0,Lowe's
fgr7573,Eoklokmwgjppbvcwbbnsbcungyjwnimpcgxnazsuwtfvbfgujt,Eyrtrqkljywvbcice,W,1870617.0,O,AK,1.0,United States of America,tibxlojrqiha,1.0,,1205.0,4.0,51.0,432.0,Lithia Motors
Ysh7574,SPUYQTWXPFSCUVORCIJOZDQKSPIRMHNOBLIGQIQAXVXJODRLYJSYVK,Opybrukftspofebjmspkjsgtobzsp,S,1249534.0,O,OH,0.0,United States of America,ogmes,3.0,1-518-116-1411,276666.0,5.0,22.0,394.0,CH2M Hill
Mos7575,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,U,3789880.0,O,New Brunswick,0.0,United States of America,JUBKXDKP,1.0,1-696-359-4829,497953.0,0.0,57.0,658.0,Tellabs
czu7576,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,kpofwgtomgijnm,M,3874445.0,O,IL,2.0,Canada,Xbgykqm,3.0,1-352-678-5471,156048.0,1.0,38.0,348.0,Phillips-Van Heusen
Ghr7577,BESJDYZDIOIXKDFEHBQXBPW,Biflzgcqpqpbahquomftmjffohpwuy,M,437353.0,O,AZ,5.0,United States of America,NNCXIBTCXZA,8.0,1-906-600-9749,63617.0,1.0,68.0,598.0,Wells Fargo
Rwk7578,Ouopoqztakszwsfkthdbwndfjuqaelyd,ybdlwlwxispyswbiegrbsqqtywxr,U,2669917.0,O,NY,2.0,United States of America,mfwuio,9.0,1-093-018-2851,244849.0,2.0,93.0,505.0,Vornado Realty Trust
Uwi7579,Ivwhotvobwkshcixclfobqoljlaqohw,Capzcewdt,S,1466537.0,R,WA,3.0,United States of America,Utgwrun,7.0,1-302-096-9321,123585.0,4.0,48.0,839.0,New York Times
VXZ7580,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,XKBLVBCCYKMIXABVTOTVPZCJRII,S,991860.0,U,GA,1.0,United States of America,Wgulrhctjlg,2.0,1-915-044-3154,391134.0,1.0,96.0,672.0,Adobe Systems
Ayk7581,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,wmknfemsztimaphftadowlmbnp,M,,O,AZ,5.0,United States of America,Srhxvxe,3.0,1-040-274-3474,426759.0,5.0,58.0,696.0,Valmont Industries
lho7582,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,DHLVITRFJDXLTPAGMPMJ,W,1816368.0,O,NV,3.0,United States of America,Dadkihaohc,5.0,1-678-397-2739,451737.0,5.0,63.0,448.0,UAL
rzi7583,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,Jdpqutldftwykfyhukveiaimoyyk,S,565246.0,O,TN,1.0,United States of America,Fpoleiod,9.0,1-679-345-9939,180822.0,2.0,18.0,549.0,AFLAC
Wds7584,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,Qiwemtdba,W,1899339.0,O,AL,2.0,United States of America,Cuaieflmccqp,0.0,1-093-616-0613,205843.0,4.0,40.0,705.0,VeraSun Energy
Xsj7585,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,JQKEDISZ,M,3873239.0,O,TX,3.0,United States of America,qiraymmapgf,6.0,1-546-131-8988,470985.0,4.0,29.0,387.0,Magellan Health Services
Lux7586,Nhgrkzjzcrjcerkwrugwul,Gfuwa,U,767547.0,,WV,1.0,United States of America,Tsynomgib,7.0,1-477-186-7432,318225.0,2.0,21.0,359.0,Emcor Group
wxw7587,,CTTUYHUUMMDTX,M,1027999.0,O,ND,2.0,Canada,Amudllk,9.0,1-965-848-6954,326044.0,2.0,41.0,494.0,Peabody Energy
pfz7588,uiaoi,Wvtqm,M,3428495.0,,Saskatchewan,1.0,United States of America,ELQKT,10.0,1-622-866-0937,,1.0,56.0,345.0,State Farm Insurance Cos.
hlx7589,Wwonzdtvwkn,xuwgpsvzcpxtoerndtr,M,1827180.0,O,VA,0.0,United States of America,Oiwac,10.0,1-040-217-2014,187282.0,2.0,33.0,402.0,Humana
nyb7590,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,Hnnzpokbygacjjgybkskf,M,2070007.0,O,ND,0.0,United States of America,Dqgzinvuxxy,3.0,1-101-684-2373,,2.0,96.0,579.0,News Corp.
Ltt7591,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,qsnivsknktiwjpqwnrlgftnmsrxkjc,,,O,ND,0.0,United States of America,Nchaajfkjvx,2.0,1-386-426-5849,,2.0,35.0,569.0,Torchmark
gsz7592,cezvfwtftwlwfrgrpxtuejvrgucexe,pygsfvfpeofkdcugfvxdsqgmcgebfp,W,3596263.0,O,MS,4.0,United States of America,XEDMBUAMGXKH,9.0,1-598-816-0126,306946.0,0.0,40.0,745.0,Rock-Tenn
Kwp7593,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,Zgxsuo,D,3719999.0,U,WY,,,crxbrlj,1.0,1-770-379-7700,99663.0,0.0,10.0,320.0,AGCO
AGM7594,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,ganifmdaqbltccwbqijtkypcetuq,M,3058439.0,R,MA,4.0,United States of America,Eytubbwi,4.0,,482013.0,2.0,59.0,591.0,
Ocn7595,Ctgihaqlm,IYCOMORWDFSEKN,M,2592932.0,U,AK,0.0,United States of America,Lwftldizl,10.0,1-628-245-6238,180476.0,1.0,70.0,,United Stationers
Cmw7596,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,vdvdlfz,M,1471273.0,,PA,5.0,United States of America,GSSFZNBZL,5.0,1-813-787-2611,285682.0,4.0,69.0,417.0,McCormick
Dit7597,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,Sbwymtnwzhffkwjczlsnvrtcv,M,,R,MA,5.0,United States of America,Nrnqtmjz,8.0,1-362-897-1162,455032.0,0.0,96.0,338.0,National Life Group
Rmm7598,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,qjjwbffbgxilxyarhjwdvo,S,2410816.0,O,DC,,United States of America,Rzjxvum,9.0,1-952-919-4878,356141.0,3.0,9.0,340.0,Hasbro
ekj7599,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,JIXUQX,U,1059543.0,U,RI,3.0,Canada,Accezkuzqrif,5.0,1-145-214-8009,165667.0,3.0,39.0,738.0,Tupperware Brands
wcq7600,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,Eqrxuc,S,379282.0,O,MA,2.0,United States of America,LNZZPGOTEG,7.0,1-328-944-9786,459767.0,0.0,31.0,597.0,Covance
Klc7601,RSSNUTWWLOKIHRRTPEAFTLBF,PDAXUXBMPOVTKJUR,M,3271265.0,R,Alberta,2.0,United States of America,YINOHET,4.0,1-899-864-9421,106459.0,2.0,64.0,603.0,Interactive Brokers Group
Jrd7602,Sachwqwddeyfxvagihsjxtcsibaejb,Adftxl,D,1530364.0,U,AR,1.0,,ddgkyv,5.0,1-877-997-8896,51021.0,,38.0,662.0,SkyWest
GDQ7603,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,Gaksvvggpbleteofow,W,3731860.0,R,VA,4.0,United States of America,Seiksuhglhj,0.0,1-750-900-0823,494931.0,2.0,47.0,838.0,Best Buy
fnm7604,Sbutxmtwkb,Ijstknxzfzsvqmy,M,2488858.0,O,OR,2.0,United States of America,Ytgghhaxc,9.0,,429859.0,5.0,,791.0,Sears Holdings
Ymu7605,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,jvhwyzbcwdrrqmlbvpjwbohhemm,S,2301347.0,O,ID,4.0,Canada,Ajlcdadx,7.0,1-347-704-7823,,1.0,76.0,692.0,Frontier Oil
Pxj7606,mnkidgiyajigobghpnkdvauwiubpjb,nhhjbqktsr,W,1736571.0,O,IA,3.0,,Daivf,8.0,1-228-976-2888,464086.0,0.0,60.0,673.0,Automatic Data Processing
Rsd7607,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,Lmhtjwddyqbzlxgv,U,2399483.0,O,TN,,Canada,xrquzcptycg,7.0,,207651.0,3.0,73.0,331.0,
Qqh7608,Fmrydeogisvvtrpsfonolelpnqcbkrr,BXFLGQTJSJDQAUCXXJXWHTQU,U,2982744.0,O,Nova Scotia,,United States of America,shigmwk,2.0,1-760-429-1328,260418.0,4.0,37.0,744.0,Comerica
udq7609,Xhggtfwyslxvgeiuzjfxewcsweefq,Tlaihggmhfiuezhjgps,M,1611011.0,U,Ontario,1.0,United States of America,enehob,6.0,1-253-879-8833,,5.0,50.0,446.0,Baldor Electric
Ghl7610,,DSRXJZKFJTIVXLBAX,M,2999167.0,O,MD,4.0,Canada,RNLAKRXSPA,0.0,1-401-256-3483,316963.0,0.0,0.0,,Commercial Metals
mtk7611,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,Annsrbdzywmpqvigpn,W,,O,AR,,Canada,Hlezt,,1-175-910-8245,84046.0,5.0,,,
QIY7612,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,Mrawpcvb,M,3307491.0,O,Saskatchewan,3.0,United States of America,Iyqmkpcjx,9.0,1-565-191-3419,368990.0,0.0,,723.0,Molina Healthcare
Ohz7613,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,yociu,S,2057260.0,O,OH,0.0,Canada,klgnkcaedht,2.0,1-921-688-5401,124382.0,2.0,81.0,348.0,Plains All American Pipeline
