AgencyID,MiddleInitial,CreditRating,State,LastName,Income,NumberCreditCards,City,AddressLine2,MaritalStatus,NumberChildren,Age,Employer,Country,AddressLine1,FirstName,Gender,PostalCode
WIN20,P,,PA,WINTERS,395066.0,,Costa Mesa,,U,0.0,59.0,,United States of America,11358 elle lee street,Rong-chin,M,94467
BIT21,,300.0,MD,BITTMAN,119283.0,0.0,Berkeley,,U,3.0,94.0,Sun Microsystems,United States of America,21074 MALLORY LOWER,Darlleen,,94321
luz22,V,795.0,TX,luzarraga,330991.0,8.0,St. Louis,,U,1.0,,Costco Wholesale,United States of America,16124 weyland park,Radoslav,f,C2a 4w7
don23,S,367.0,IN,donovan,,5.0,Colorado Springs,,,0.0,5.0,Illinois Tool Works,United States of America,23822 marvin crescent,Aryn,,35808
Gia24,T,507.0,MD,Giallo,252031.0,1.0,Fontana,,M,5.0,23.0,Southern Union,United States of America,2203 valita boulevard,Allisan,,M5f 1v6
SPR25,,362.0,KY,SPRUELL,101800.0,9.0,St. Catharines,,M,1.0,61.0,Moog,United States of America,11538 COLLINWOOD AVENUE,Ammamaria,M,99539
SKA26,,527.0,CA,SKALSKI,436977.0,7.0,Hayward,,D,1.0,,Old Republic International,United States of America,7818 EAST STREET,Mari,F,95055
Gar27,,354.0,FL,Gargul,495334.0,0.0,Palmdale,,S,,51.0,,United States of America,10013 shaw road,Anica,m,93686
Dor28,,511.0,Newfoundland,Dore,274685.0,1.0,Phoenix,,M,1.0,97.0,Great Plains Energy,United States of America,6802 AMES STREET,Melba,,75218
DIO29,X,412.0,TX,DIOGO,320820.0,7.0,Gary,,,2.0,52.0,Broadcom,United States of America,22501 SUMMIT RUE,Tracee,,91174
Mer30,,583.0,WA,Merrick,195835.0,1.0,Beaumont,,S,0.0,98.0,Discover Financial Services,Canada,291 frances rue,CANADIAN,m,49515
Atc31,R,710.0,MN,Atchison,108085.0,5.0,Nashua,,U,3.0,47.0,UAL,United States of America,16264 sanders east,Oue,,16506
Pla32,X,380.0,WY,Plamondon,260185.0,9.0,San Jose,,M,1.0,47.0,Charles Schwab,United States of America,16068 cantey way,wallie,m,94383
SEL33,E,796.0,NY,SELCHOW,258323.0,2.0,Nashua,,M,0.0,9.0,Coach,United States of America,21170 EDLOE BOULEVARD,Andromache,F,T6d 1b3
sha34,Z,818.0,SC,shane,79476.0,2.0,Fort Smith,,M,3.0,85.0,DaVita,United States of America,885 CROSBY LANE,THOR,f,25339
MER35,,766.0,MS,MERWIN,102156.0,3.0,Lancaster,,M,3.0,81.0,Marshall & Ilsley Corp.,United States of America,12235 jay street,SALAH,,V6o 1v4
con36,,359.0,UT,conrad,221481.0,2.0,Colorado Springs,,M,3.0,0.0,Cablevision Systems,United States of America,20340 LOMBARD CRESCENT,HOR-LAM,,01852
ons37,,401.0,PA,onsiteteam,41836.0,2.0,Washington,,S,5.0,28.0,Barnes & Noble,United States of America,22074 dexter upper,Vania,M,78230
Sum38,,609.0,OK,Summerlin,72389.0,0.0,Lowell,,U,1.0,65.0,EMC,Canada,1540 MURIE RUE,Niel,M,93770
gro39,F,630.0,WY,grooms,66486.0,2.0,Frederick,,S,0.0,20.0,Fluor,United States of America,7075 glen loch drive,ziad,,m4l 1n4
dil40,I,671.0,RI,dilkie,200185.0,9.0,Mesa,Apt. 382,M,1.0,55.0,Dollar General,United States of America,11237 balmoral way,Claude,,22335
DOL41,,715.0,HI,DOLSON,289215.0,10.0,Lakewood,,U,2.0,76.0,Lear,United States of America,8316 GARDEN BROOK NORTH,AVTAR,,V6C 1T4
Pos42,,707.0,VA,Posthumus,322484.0,9.0,Cleveland,,M,1.0,1.0,J.P. Morgan Chase & Co.,United States of America,2240 clifton lower,Donny,,M6t 1h3
Mac43,,329.0,OK,Machika,83458.0,0.0,Grand Rapids,,M,2.0,3.0,Affinia Group Intermediate,United States of America,20907 NOTINGHAM LOWER,Cocos,,95263
che44,,601.0,Prince Edward Island,chenoweth,,8.0,Peoria,,D,3.0,100.0,,United States of America,601 carroll lower,ruud,,v5b 1p5
hol45,,623.0,SD,holbrooks,492407.0,2.0,Inglewood,,W,1.0,81.0,Goldman Sachs Group,United States of America,18267 state drive,Belvia,,32318
pfi46,,376.0,OH,pfieffer,346630.0,2.0,Akron,,S,4.0,76.0,E*Trade Financial,United States of America,9270 LEAF SOUTH,ATHAR,f,93872
elk47,Y,560.0,MA,elkington,9572.0,0.0,Charlottetown,,W,3.0,51.0,Pfizer,Canada,18582 PERIMETER BOULEVARD,Cherey,,92824
Lab48,,693.0,MD,Labenek,265369.0,4.0,Bellevue,,,5.0,,Safeway,United States of America,9612 park stream upper,RAZ,F,e4a 1r2
laf49,Y,346.0,Saskatchewan,laferriere,104172.0,0.0,Dover,,S,2.0,58.0,Simon Property Group,United States of America,2803 clearwater north,kishore,,H7G 1V4
Nor50,I,342.0,WA,Norment,65550.0,0.0,Fullerton,,M,3.0,52.0,Trinity Industries,United States of America,11103 BISSONNET WEST,Nelleke,,85039
hag51,,563.0,OH,hagar,,8.0,Denver,,M,0.0,91.0,Solutia,Canada,4652 outervale lane,sibby,,v6m 1q3
Bet52,,391.0,WY,Betcher,,4.0,Dallas,,M,3.0,17.0,,United States of America,341 dunbar west,ericha,m,X7j 1r1
Van53,,381.0,NJ,Van der,66244.0,8.0,San Jose,,S,4.0,6.0,A.O. Smith,United States of America,16176 vernon drive,Janson,m,B8b 1z5
O'L54,,539.0,ND,O'LEARY,426954.0,9.0,Bellevue,,S,3.0,89.0,AptarGroup,United States of America,23131 clint way,Dorotea,F,t5d 1v4
and55,,497.0,NC,anderson,126891.0,0.0,San Buenaventura,,M,4.0,99.0,Coca-Cola,United States of America,11640 baltic upper,Denice,m,V6t 1r2
sta56,,661.0,WV,starks,454196.0,,St. Louis,,M,2.0,77.0,Kimberly-Clark,Canada,20796 dolores drive,Myron,,91177
CHA57,,558.0,GA,CHASSE,163940.0,0.0,Pueblo,Apt. 275,S,3.0,,Visteon,United States of America,14359 COMMERCE WEST,Barby,,T5c 1t1
ASI58,,534.0,Ontario,ASING,365213.0,,Regina,,W,1.0,90.0,TECO Energy,Canada,21448 hampton boulevard,Ariella,R,35862
ask59,,373.0,MA,askins,428739.0,6.0,Saskatoon,,M,0.0,82.0,Bemis,United States of America,7637 pershing way,ADEY,f,96820
Kik60,K,382.0,CA,Kikuta,142444.0,8.0,Jackson,,M,0.0,,Wyeth,United States of America,11529 arcana boulevard,GAYEL,,75238
Cha61,,475.0,SD,Chane,416168.0,10.0,St. Petersburg,,S,3.0,15.0,United Technologies,United States of America,2700 windwood north,Man,F,85769
KIL62,U,539.0,Saskatchewan,KILLEN,291420.0,3.0,Scottsdale,,D,0.0,,Clorox,United States of America,22279 gramercy road,Klara,m,H5i 1o9
kin63,,711.0,RI,kinley,413501.0,6.0,Charlotte,,M,5.0,96.0,Discovery Communications,United States of America,9828 west east,Abdalla,f,90849
MAL64,,606.0,NC,MALAHER,,1.0,Waterbury,,M,,38.0,Williams-Sonoma,United States of America,5935 mcafee park,bal,,43644
Odu65,J,494.0,SD,Odum,419143.0,0.0,Chesapeake,,W,3.0,10.0,Manitowoc,United States of America,12460 CLAYTON STREET,Romy,,99213
DI 66,,309.0,IL,DI NINNO,155057.0,3.0,Hialeah,,M,5.0,72.0,Henry Schein,United States of America,275 3rd drive,KORAL,,72226
STU67,K,630.0,OR,STUBBLEFIELD,313859.0,3.0,Charleston,,M,5.0,97.0,Trinity Industries,United States of America,6907 FERNCLIFF CRESCENT,YUKIHIKO,,V6Z 1Q9
HAM68,,330.0,Ontario,HAMBALI,265907.0,10.0,Salem,,S,1.0,48.0,Pepsi Bottling,United States of America,885 crosby lane,Khanh,,20082
LIB69,,710.0,FL,LIBRARIAN,283481.0,9.0,Sacramento,,S,0.0,97.0,UGI,Canada,2344 kalani west,Darnell,m,35827
ohs70,,475.0,NM,ohsone,200635.0,7.0,Santa Clarita,,M,0.0,73.0,Greif,United States of America,22870 LA CIENEGA STREET,feridoun,M,99692
HUM71,O,596.0,NE,HUMMEL,434519.0,3.0,Sherbrooke,APT. 143,U,1.0,71.0,Equifax,United States of America,8478 green avenue,Magdy,,V6c 1q5
BRA72,,670.0,MI,BRADD,392315.0,9.0,Colorado Springs,,W,1.0,93.0,,United States of America,23639 purdue rue,jiri,,80158
Boa73,X,722.0,New Brunswick,Boarder,493829.0,,Berkeley,,U,3.0,53.0,Freescale Semiconductor,United States of America,19202 ansley park,AILA,,t6d 1b6
Mcn74,,587.0,NJ,Mcnally,97489.0,7.0,San Buenaventura,,U,2.0,32.0,Aleris International,United States of America,11319 devonshire rue,Vincenzo,,33120
MAR75,,609.0,ND,MARKOVICH,,4.0,New Haven,,S,3.0,1.0,,United States of America,23665 deerwood park,Minnnie,F,99742
Wil76,,401.0,Saskatchewan,Willekes,383046.0,7.0,Shreveport,,S,1.0,39.0,World Fuel Services,United States of America,4855 union north,alfonzo,f,V6N 1T1
Dea77,S,335.0,KS,Deacetis,1190.0,0.0,Lansing,,M,0.0,77.0,R.R. Donnelley & Sons,United States of America,9466 SHADOWBRIAR WEST,Swandi,m,44104
Hou78,,569.0,SD,Houk,85733.0,7.0,Pembroke Pines,,U,5.0,18.0,Brinker International,United States of America,3504 regency avenue,Anya,,14605
Goy79,,,FL,Goyette,387890.0,9.0,Palmdale,,M,2.0,70.0,Temple-Inland,Canada,7281 northland lower,Enrika,,80076
Mok80,Z,679.0,Saskatchewan,Mok-fung,16808.0,7.0,Savannah,,S,0.0,26.0,Psychiatric Solutions,United States of America,12481 hayden lower,SONJA,f,V6I 1V6
Run81,I,356.0,FL,Rundle,304589.0,10.0,Amarillo,,M,4.0,,Nash-Finch,United States of America,2328 gracie avenue,Liem,,97307
BEL82,,308.0,UT,BELLEY,48506.0,9.0,Anchorage,,S,5.0,58.0,AMR,United States of America,4737 campbell street,COLLETTE,o,46237
BAE83,Y,412.0,WY,BAER,,4.0,Louisville,,M,4.0,43.0,Spartan Stores,United States of America,2401 stratmore lower,SIAMACK,,V6B 1S6
MAU84,,618.0,NH,MAULDIN,358862.0,4.0,Hilo,,D,3.0,65.0,Cigna,United States of America,21477 JUNIPER CRESCENT,Toshihiro,f,H2d 1x1
Koo85,,429.0,AR,Koohgoli,477614.0,5.0,Sudbury,,S,3.0,24.0,General Cable,United States of America,19214 YAUPON BOULEVARD,Casey,,95108
Lau86,,819.0,CT,Lauriston,175414.0,3.0,Orlando,,S,1.0,79.0,Dun & Bradstreet,United States of America,7785 rusk boulevard,Daryn,,80050
Man87,L,552.0,VT,Mangum,427598.0,7.0,Missoula,,M,1.0,48.0,Casey's General Stores,Canada,18002 cantrell upper,Adrianna,F,90122
PIE88,,587.0,Manitoba,PIERCY,368207.0,9.0,Abilene,,S,4.0,69.0,Jack in the Box,United States of America,23341 brookside upper,Cortney,,43614
Bus89,,304.0,NJ,Buscaglia,449944.0,6.0,Saskatoon,,S,1.0,91.0,Assurant,United States of America,20494 ROSS WEST,Duane,M,61110
BAB90,,795.0,KY,BABIONE,166247.0,4.0,Irvine,,,5.0,75.0,Psychiatric Solutions,United States of America,17552 SAVANNAH NORTH,Tele,,70174
Bur91,,830.0,GA,Burkard,391165.0,2.0,Reno,APT. 373,S,3.0,85.0,Danaher,United States of America,4462 pace crescent,Ophelia,M,90324
Kin92,,709.0,NJ,Kinsella,165854.0,3.0,Sacramento,,M,3.0,76.0,Clorox,United States of America,7161 tallowood upper,lorine,,s7d 1n1
POM93,,493.0,SC,POMMAINVILLE,326181.0,8.0,Topeka,,S,1.0,68.0,Boyd Gaming,United States of America,3489 silver sage west,Viole,,93829
BOA94,,680.0,TN,BOATWRIGHT,173387.0,,Rancho Cucamonga,,M,,95.0,Eaton,United States of America,12481 hayden lower,Nani,M,89116
Ron95,R,800.0,WY,Ronald,301127.0,,Hilo,,M,5.0,15.0,Dynegy,United States of America,13210 3RD DRIVE,cherey,,94315
wei96,A,614.0,Ontario,weihs,487230.0,4.0,Saint John,,M,5.0,17.0,AmeriCredit,United States of America,8899 starling lane,Redgie,,T5b 1u9
Hel97,P,763.0,DC,Helpb,425747.0,6.0,Torrance,,,0.0,94.0,SLM,Canada,11480 fennel south,Yousef,M,T6b 1a5
mog98,,561.0,Alberta,moghe,401946.0,3.0,Santa Clara,,S,4.0,70.0,NV Energy,United States of America,7266 cherry upper,Damaris,m,60699
boz99,,569.0,ME,bozicevich,425422.0,4.0,Torrance,,S,2.0,29.0,Landstar System,United States of America,10678 ENGLEWOOD WEST,Ilyssa,,V6p 1s8
Zah100,R,634.0,MA,Zaharychuk,208890.0,5.0,Stockton,,M,1.0,52.0,Pacific Life,United States of America,21181 2ND RUE,Moselle,,v6i 1p1
And101,,488.0,NV,Andric,67880.0,10.0,Paterson,,U,3.0,51.0,Textron,United States of America,22963 hanover road,Dulsea,F,79423
Bam102,L,788.0,WA,Bamfo,133412.0,5.0,Mesa,,W,3.0,24.0,Pfizer,Canada,8268 cliffbrook boulevard,Lyndsie,,H5j 1o6
fro103,,333.0,WY,frondozo,144829.0,8.0,Anchorage,,D,4.0,98.0,Cigna,United States of America,5118 montview court,KESLEY,,93761
Car104,J,601.0,NJ,Caron,,,Miami,,M,1.0,59.0,Ameren,United States of America,17442 tallowood upper,LAUREL,,76150
muc105,V,595.0,LA,muchow,143682.0,2.0,Great Falls,,U,4.0,49.0,Consolidated Edison,Canada,4038 WEDGEWOOD STREET,Steen,f,99717
gat106,,433.0,TX,gateau,350020.0,10.0,Erie,,U,1.0,1.0,Occidental Petroleum,United States of America,20334 anaconda avenue,noel,,60608
Sch107,M,403.0,SC,Schaefer,435103.0,10.0,Hollywood,,U,,79.0,Sherwin-Williams,United States of America,5385 young west,Tracey,F,v6w 1u4
pom108,,615.0,TX,pomerleau,207768.0,3.0,Tulsa,,,5.0,6.0,Affiliated Computer Services,United States of America,2747 SINCLAIR LANE,Sarajane,,T5b 1t6
cuc109,K,735.0,MN,cucuzzella,407512.0,1.0,Tucson,,M,4.0,70.0,Valassis Communications,United States of America,8622 BROWNWAY PARK,Geoffrey,F,23298
SUG110,Z,668.0,ID,SUGARMAN,403366.0,1.0,Anchorage,,S,0.0,23.0,,United States of America,18048 GREEN NORTH,loralyn,q,32803
Pep111,,349.0,MI,Pepe,384095.0,,Sandy,,M,5.0,78.0,Smithfield Foods,Canada,18994 country boulevard,andrei,,64122
Cha112,,654.0,OK,Chandrashekar,288969.0,,Boston,SUITE 7,S,,79.0,,United States of America,16063 ashland road,javad,f,T6b 1h2
SEI113,U,361.0,UT,SEIFERS,233665.0,6.0,Vancouver,Apt. 971,U,3.0,72.0,TD Ameritrade,United States of America,19309 mcfarlin north,Karna,m,22222
GAR114,S,427.0,PA,GARTLEY,147236.0,1.0,Akron,,S,0.0,31.0,Comerica,Canada,2454 cliffbrook west,Jocelyn,F,T6a 1d2
Tou115,,322.0,New Brunswick,Touchette,452557.0,1.0,Lancaster,,W,3.0,86.0,Steel Dynamics,United States of America,15865 strand west,Elvera,M,v5d 1n9
Kur116,V,792.0,UT,Kurdziel,179305.0,9.0,Concord,,S,0.0,,Coca-Cola Enterprises,United States of America,13776 east boulevard,Nessy,M,23321
Her117,,478.0,VA,Herod,205817.0,2.0,Chesapeake,,U,0.0,87.0,News Corp.,Canada,10570 WEIZMANN LOWER,lona,,90505
MCV118,P,477.0,NH,MCVICAR,262711.0,1.0,Flint,,M,5.0,92.0,,United States of America,15278 walnut hill road,RHEA,,19066
LAB119,,449.0,VT,LABFIVE,84810.0,6.0,Chattanooga,,M,5.0,4.0,Stater Bros. Holdings,Canada,23007 WAKEFOREST WAY,Josefa,F,v6s 1r3
but120,,466.0,FL,butta,96441.0,2.0,Billings,,U,4.0,8.0,BorgWarner,United States of America,9088 rivas way,alikee,,78769
Pro121,,483.0,NC,Projects,462762.0,2.0,Scottsdale,,M,5.0,97.0,CB Richard Ellis Group,United States of America,18798 ullrich road,dolorita,m,53769
Irc122,,588.0,VA,Irc,141890.0,4.0,Oshawa,,D,4.0,,Zimmer Holdings,United States of America,18517 HULEN LOWER,Marilyn,,H7E 1U6
Ziv123,G,313.0,DC,Zivkovic,156610.0,2.0,Naperville,,,5.0,40.0,Mohawk Industries,Canada,11474 dodd lane,robertson,,e7o 1k1
sim124,H,647.0,NC,simser,164752.0,1.0,Tampa,,U,4.0,95.0,Berkshire Hathaway,United States of America,9375 wood south,Ilsa,,90374
kei125,I,430.0,MS,keifer,278949.0,2.0,Jackson,,S,5.0,92.0,Saks,United States of America,20479 wise avenue,Pen,,63169
arv126,P,467.0,SC,arvin,,8.0,Hay River,,W,5.0,67.0,Gardner Denver,United States of America,19918 ROGERS NORTH,AUBRETTE,f,16515
Pra127,,399.0,KS,Praeuner,463736.0,7.0,Irvine,,M,2.0,24.0,Hasbro,United States of America,9284 coffey lower,Cole,F,85309
lue128,C,654.0,VT,lue,,5.0,Idaho Falls,,M,3.0,26.0,CBS,United States of America,2929 north crescent,liva,m,92158
Prz129,,378.0,IL,Przybycien,86667.0,3.0,Moreno Valley,,S,0.0,62.0,Synnex,United States of America,15404 queen street,Ayaz,f,33152
pen130,J,338.0,FL,penn,193470.0,10.0,Ontario,,W,1.0,37.0,Belden,United States of America,1619 greenspoint road,YETTY,f,83729
Gua131,S,695.0,MI,Guay,406379.0,10.0,Concord,,S,0.0,71.0,Broadcom,United States of America,21477 WARREN PARK,Mary-michelle,,B8b 1z6
bre132,,614.0,Newfoundland,brennand,480595.0,7.0,Phoenix,,M,3.0,29.0,Reynolds American,Canada,6503 ROBBINS STREET,agretha,F,53717
Sav133,X,307.0,ME,Savanh,181718.0,7.0,Coral Springs,,S,5.0,89.0,Wells Fargo,United States of America,3958 GLEN LOCH BOULEVARD,LOTTY,f,t5c 1w7
ABB134,Z,331.0,AL,ABBATANTUONO,468310.0,2.0,Oxnard,,M,3.0,11.0,Retail Ventures,United States of America,13640 ethridge lower,Kassey,,37245
OP135,N,638.0,IN,OP,354987.0,2.0,Brownsville,,S,0.0,20.0,AT&T,United States of America,3981 imperial lower,Adria,M,94401
Mer136,,703.0,NH,Mersinger,284539.0,3.0,Memphis,,W,5.0,75.0,Wynn Resorts,Canada,13210 3rd drive,audivox,,B8a 1y3
rut137,,302.0,DC,rutt,213725.0,7.0,Flint,,S,5.0,95.0,Eastman Kodak,United States of America,9297 THROCKMORTON SOUTH,SUE,F,t6b 1k2
bem138,I,522.0,DC,bemis,74195.0,,Lafayette,,U,3.0,0.0,Aramark,United States of America,8935 YOUNG UPPER,Lorenza,,85306
Pen139,,,MD,Pennington,169295.0,,Greensboro,,M,1.0,73.0,ENSCO International,United States of America,3797 RUTGERS PARK,Enzo,,V6R 1R7
tor140,Y,833.0,Prince Edward Island,torok,307832.0,5.0,Sterling Heights,,W,0.0,39.0,Auto-Owners Insurance,United States of America,8285 tamarind crescent,claudina,M,68513
law141,L,,MD,lawlis,20397.0,2.0,Costa Mesa,,U,1.0,76.0,Bemis,United States of America,20025 routh crescent,Otha,m,v6n 1v9
Bee142,D,664.0,New Brunswick,Beebe,463094.0,6.0,Houston,Suite 397,U,2.0,5.0,Securian Financial Group,United States of America,4144 LAKE PARK LANE,Rodie,m,83702
sch143,,789.0,HI,schlange,331900.0,7.0,Bakersfield,,U,1.0,65.0,Ford Motor,United States of America,3375 sakowitz lane,DULCE,m,80125
Wit144,,803.0,ND,Witchlow,8421.0,0.0,Chesapeake,,S,0.0,94.0,ConAgra Foods,United States of America,7255 berry way,Win,,M5G 1Y7
MER145,Q,720.0,Nova Scotia,MEREDITH,35780.0,3.0,Sandy,,M,4.0,95.0,Charter Communications,United States of America,3131 WATHAN SOUTH,Roselin,F,80213
bia146,,839.0,ME,bialkenius,139897.0,4.0,Lewiston,,M,0.0,28.0,Calpine,United States of America,18440 RYAN NORTH,Malanie,m,60737
Swi147,P,621.0,Alberta,Swiat,414119.0,0.0,Elizabeth,SUITE 464,D,1.0,76.0,Crane,United States of America,13222 glen loch road,TARYN,m,90510
bul148,,628.0,VT,bullinger,234035.0,3.0,Sudbury,,D,4.0,81.0,Textron,United States of America,7889 MURRAY WAY,MALENA,,92882
TYR149,,813.0,DE,TYRRELL,144405.0,6.0,Austin,,W,5.0,38.0,Idearc,Canada,7527 whale drive,Dorie,F,98121
Fyf150,,367.0,MA,Fyfe,55441.0,3.0,Salinas,,W,3.0,25.0,Cabela's,United States of America,17788 eagle trace park,Liese,,H2e 1x9
Sic151,,807.0,CA,Sicard,392869.0,10.0,Peoria,,D,2.0,0.0,EOG Resources,United States of America,7661 GRANT WAY,tele,,23503
CAS152,,501.0,Manitoba,CASTEN,402416.0,8.0,Sydney,,U,4.0,61.0,,United States of America,4806 crystal hills street,astra,F,40208
Cho153,S,490.0,TN,Choy,89984.0,10.0,San Antonio,,U,2.0,3.0,Burlington Coat Factory,United States of America,4211 WILLS NORTH,marnia,,75201
CHA154,,321.0,FL,CHACKO,395773.0,3.0,Oklahoma City,,W,3.0,77.0,Southwest Airlines,United States of America,7524 linberg north,AMY,,93852
bei155,E,,CA,beil,126662.0,6.0,Miami,,U,0.0,8.0,RPM International,United States of America,14266 lemming south,HAMILTON,f,32312
Ele156,J,446.0,CO,Eleftheriou,132008.0,7.0,Yonkers,,U,1.0,34.0,Amazon.com,United States of America,1427 ADDAX LANE,Kuldip,m,90059
o'g157,,428.0,Saskatchewan,o'grady,417218.0,2.0,Columbia,,M,5.0,15.0,Neiman Marcus,United States of America,1625 fernando court,krystalle,F,77006
Kat158,,423.0,UT,Katchmar,360063.0,5.0,Lubbock,,S,0.0,66.0,Goldman Sachs Group,United States of America,335 floresta north,Stella,,23224
Lui159,O,499.0,ME,Luin,100516.0,6.0,Chattanooga,,U,4.0,55.0,Boeing,United States of America,22806 garson east,Marie-josee,,10055
Kla160,,342.0,NH,Klavkalns,16814.0,7.0,Fargo,,S,1.0,8.0,United Refining,United States of America,5524 vermack street,Nashib,f,35830
Bru161,Z,632.0,VA,Brunsting,,1.0,Omaha,,M,3.0,7.0,D.R. Horton,United States of America,18105 electra street,Annette,,v6m 1s9
Apt162,Q,525.0,TX,Apter,315962.0,6.0,Yonkers,,M,1.0,97.0,Jarden,United States of America,719 holman court,LENA,,22304
sch163,,371.0,Saskatchewan,schuette,299268.0,9.0,Spokane,,M,1.0,95.0,Systemax,United States of America,23553 MEMORIAL RUE,Christian,f,06101
Lan164,,699.0,NH,Lanava,301490.0,4.0,Tulsa,,U,3.0,92.0,Marriott International,United States of America,16759 park avenue,Morrie,,78756
Fus165,,435.0,VA,Fusca,36052.0,8.0,Garden Grove,,M,2.0,17.0,Expeditors International,United States of America,12296 WILLIAMS LOWER,LYMAN,F,93003
Nev166,R,512.0,IA,Nevardauskis,437483.0,2.0,Fort Lauderdale,,U,4.0,81.0,Great Plains Energy,United States of America,9625 ALLEN BOULEVARD,REUBEN,F,T5D 1P2
SHA167,,552.0,NC,SHACKLEFORD,152971.0,6.0,Philadelphia,,M,,13.0,Danaher,Canada,10340 jarvis road,Hermon,f,10108
Sau168,P,,NH,Sauck,449495.0,8.0,Sydney,,M,2.0,78.0,,Canada,13143 goodwin lane,Paqs,,t5c 1l3
fri169,,687.0,AL,frischknecht,349827.0,5.0,Waterbury,,M,1.0,78.0,Watson Wyatt Worldwide,United States of America,7160 BEATTY RUE,GAETAN,,M5B 1Z8
fer170,O,433.0,British Columbia,fernandez,9562.0,0.0,Tacoma,,M,1.0,85.0,Yahoo,United States of America,22679 chimney rock west,leese,,V6H 1W2
LAN171,,746.0,MD,LANDERS,24514.0,7.0,Charlottetown,,U,2.0,68.0,Convergys,United States of America,6769 pasadena upper,Amelie,M,90308
Bha172,,405.0,IA,Bhasin,407985.0,9.0,Independence,,M,0.0,1.0,Celanese,Canada,20622 MCAFEE COURT,TAMRA,,M5e 1y2
Jor173,,805.0,ND,Jordan,,,Escondido,,M,5.0,83.0,Dana Holding,United States of America,10526 LINWOOD LANE,bang,M,80029
KNU174,,819.0,NY,KNUDSEN,257897.0,5.0,Lansing,,M,4.0,78.0,XTO Energy,United States of America,21088 vessey crescent,HILDEGARDE,F,30350
Ham175,,648.0,OR,Hamelin,261143.0,0.0,Anaheim,,M,5.0,,Alliance Data Systems,United States of America,10884 ryan avenue,Carmody,F,97240
MAU176,,401.0,MO,MAUER,110615.0,10.0,Glendale,,U,5.0,5.0,Franklin Resources,United States of America,1481 gale court,Dareen,,R3A 1M1
