distretto,stato_id,indirizzo2,stato,codice_postale,indirizzo_id,città,telefono,città_id,indirizzo
West Bengali,44,,India,30348.0,35,Kamarhati,745994947458.0,257,33 Gorontalo Way
Inner Mongolia,23,,China,48570.0,447,Tongliao,240776414296.0,540,105 Dzerzinsk Manor
Bursa,97,,Turkey,56254.0,283,Inegöl,880756161823.0,222,457 Tongliao Loop
North Carolina,103,,United States,66639.0,162,Greensboro,170117068815.0,187,369 Papeete Way
Ohio,103,,United States,88749.0,484,Akron,191958435142.0,11,98 Pyongyang Boulevard
Illinois,103,,United States,37469.0,509,Joliet,111177206479.0,245,786 Matsue Way
Punjab,72,,Pakistan,30586.0,404,Okara,280578750435.0,375,734 Béchar Place
Abu Dhabi,101,,United Arab Emirates,41136.0,457,Abu Dhabi,985109775584.0,3,535 Ahmadnagar Manor
Adana,97,,Turkey,33463.0,332,Adana,834418779292.0,5,663 Bahía Blanca Parkway
Central Mindanao,75,,Philippines,96115.0,586,Iligan,165164761435.0,219,951 Springs Lane
Minas Gerais,15,,Brazil,45403.0,259,Poços de Caldas,840522972766.0,413,1338 Zalantun Lane
Maharashtra,44,,India,4085.0,302,Ahmadnagar,510737228015.0,9,922 Vila Velha Loop
Sharja,101,,United Arab Emirates,19065.0,297,Sharja,350970907017.0,470,1192 Tongliao Street
Irkutsk,80,,Russian Federation,22173.0,467,Usolje-Sibirskoje,209342540247.0,558,1621 Tongliao Avenue
Hainan,23,,China,5753.0,552,Sanya,357593328658.0,462,390 Wroclaw Way
Ohio,103,,United States,38834.0,299,Dayton,967274728547.0,140,32 Pudukkottai Lane
Hmelnytskyi,100,,Ukraine,33535.0,391,Kamjanets-Podilskyi,619966287415.0,258,1793 Meixian Place
Inner Mongolia,23,,China,82580.0,600,Jining,640843562301.0,241,1837 Kaduna Parkway
Saint-Denis,79,,Réunion,92150.0,152,Saint-Denis,354615066969.0,442,1952 Pune Lane
Maharashtra,44,,India,59811.0,321,Miraj,139378397418.0,336,651 Pathankot Loop
Shiga,50,,Japan,46044.0,290,Otsu,341242939532.0,386,1336 Benin City Drive
Tuvassia,80,,Russian Federation,58866.0,355,Tšeboksary,689199636560.0,531,469 Nakhon Sawan Street
Bihar,44,,India,51369.0,514,Chapra,442673923363.0,110,1747 Rustenburg Place
Kaliningrad,80,,Russian Federation,68469.0,306,Kaliningrad,96110042435.0,254,1883 Maikop Lane
Risaralda,24,,Colombia,29747.0,184,Pereira,104150372603.0,405,1410 Benin City Parkway
Tel Aviv,48,,Israel,44660.0,165,Tel Aviv-Jaffa,177167004331.0,533,97 Shimoga Avenue
Toscana,49,,Italy,74568.0,547,Livorno,921960450089.0,309,379 Lublin Parkway
Nova Scotia,20,,Canada,84461.0,468,Halifax,164414772677.0,196,1844 Usak Avenue
Sousse,96,,Tunisia,22971.0,340,Sousse,80303246192.0,492,507 Smolensk Loop
Baki,10,,Azerbaijan,57828.0,338,Baku,119501405123.0,48,431 Székesfehérvár Avenue
Sinaloa,60,,Mexico,48745.0,456,El Fuerte,524567129902.0,154,814 Simferopol Loop
Shimane,50,,Japan,81508.0,360,Matsue,142596392389.0,331,619 Huánuco Avenue
Masqat,71,,Oman,45844.0,13,Masqat,380657522649.0,329,613 Korolev Drive
Tennessee,103,,United States,67497.0,185,Memphis,72136330362.0,333,682 Garden Grove Place
West Bengali,44,,India,42420.0,235,Uttarpara-Kotrung,541327526474.0,559,954 Kimchon Place
Uttar Pradesh,44,,India,90845.0,196,Firozabad,956188728558.0,169,9 San Miguel de Tucumán Manor
São Paulo,15,,Brazil,59255.0,319,Sorocaba,704948322302.0,490,1957 Yantai Lane
Tutuila,3,,American Samoa,28396.0,325,Tafuna,478229987054.0,516,1892 Nabereznyje Tšelny Lane
Missouri,103,,United States,85505.0,66,Saint Louis,914090181665.0,441,1717 Guadalajara Lane
Nordrhein-Westfalen,38,,Germany,15540.0,199,Siegen,419419591240.0,477,1792 Valle de la Pascua Place
Haryana,44,,India,10672.0,16,Yamuna Nagar,465887807014.0,582,808 Bhopal Manor
Tatarstan,80,,Russian Federation,69367.0,52,Niznekamsk,705800322606.0,367,909 Garland Manor
Wielkopolskie,76,,Poland,83565.0,275,Kalisz,701767622697.0,255,906 Goiânia Way
OHiggins,22,,Chile,7939.0,469,Rancagua,928809465153.0,428,1872 Toulon Loop
Tartumaa,30,,Estonia,88306.0,449,Tartu,237368926031.0,530,1289 Belém Boulevard
Zanzibar West,93,,Tanzania,94420.0,224,Zanzibar,706878974831.0,593,1842 Luziânia Boulevard
Galicia,87,,Spain,95835.0,474,Ourense (Orense),622884741180.0,388,1469 Plock Lane
Guanajuato,60,,Mexico,71102.0,593,Celaya,387448063440.0,106,1402 Zanzibar Boulevard
Punjab,44,,India,98573.0,301,Patiala,429925609431.0,400,951 Stara Zagora Manor
Colorado,103,,United States,79814.0,543,Aurora,484500282381.0,42,43 Vilnius Manor
Midi-Pyrnes,34,,France,34021.0,39,Toulouse,440512153169.0,544,391 Callao Drive
Boyac,24,,Colombia,19489.0,495,Sogamoso,17305839123.0,487,656 Matamoros Drive
Phnom Penh,18,,Cambodia,87911.0,232,Phnom Penh,594319417514.0,406,754 Valencia Place
East Azerbaidzan,46,,Iran,96204.0,284,Tabriz,117592274996.0,514,600 Bradford Street
Coahuila de Zaragoza,60,,Mexico,83401.0,137,Torreón,321944036800.0,541,261 Saint Louis Way
Tamaulipas,60,,Mexico,54132.0,181,Matamoros,953689007081.0,330,146 Johannesburg Way
Kanagawa,50,,Japan,1079.0,83,Kamakura,18581624103.0,256,586 Tete Way
West Bengali,44,,India,74750.0,190,Haldia,760171523969.0,195,435 0 Way
Georgia,103,,United States,30695.0,100,Augusta-Richmond County,6171054059.0,41,1308 Arecibo Way
New Hampshire,103,,United States,25007.0,387,Manchester,486395999608.0,322,401 Sucre Boulevard
Nantou,92,,Taiwan,95179.0,592,Tsaotun,182178609211.0,546,1923 Stara Zagora Lane
Hidalgo,60,,Mexico,49009.0,358,Pachuca de Soto,754358349853.0,393,1698 Southport Loop
Banjul,37,,Gambia,53446.0,590,Banjul,170115379190.0,54,247 Jining Parkway
Baja California,60,,Mexico,36170.0,348,Mexicali,895616862749.0,335,785 Vaduz Street
National Capital Reg,75,,Philippines,75444.0,76,Taguig,255800440636.0,517,89 Allappuzha (Alleppey) Manor
Massachusetts,103,,United States,25545.0,153,Brockton,885899703621.0,94,782 Mosul Street
Minas Gerais,15,,Brazil,59686.0,315,Ibirité,103602195112.0,215,543 Bergamo Avenue
Par,15,,Brazil,6066.0,367,Belém,675120358494.0,66,1163 London Parkway
Guerrero,60,,Mexico,64682.0,587,José Azueta,294449058179.0,246,760 Miyakonojo Drive
Chiayi,92,,Taiwan,60951.0,77,Chiayi,427454485876.0,114,1947 Poços de Caldas Boulevard
Uttar Pradesh,44,,India,15643.0,341,Rampur,869507847714.0,427,1920 Weifang Avenue
Dhaka,12,,Bangladesh,34418.0,25,Tangail,892775750063.0,525,262 A Coruña (La Coruña) Parkway
Distrito Federal,15,,Brazil,87611.0,330,Brasília,829116184079.0,89,981 Kumbakonam Place
Esprito Santo,15,,Brazil,3989.0,43,Vila Velha,378318851631.0,569,306 Antofagasta Place
West Bengali,44,,India,50390.0,264,Halisahar,538241037443.0,197,1027 Banjul Place
al-Qadarif,89,,Sudan,5239.0,400,al-Qadarif,765957414528.0,15,1152 Citrus Heights Manor
West Bengali,44,,India,89959.0,212,Balurghat,49677664184.0,51,624 Oshawa Boulevard
Santa Catarina,15,,Brazil,10925.0,210,Blumenau,90336226227.0,83,1304 ´s-Hertogenbosch Way
Southern Tagalog,75,,Philippines,6362.0,378,Tanauan,45554316010.0,523,1191 Tandil Drive
Baijeri,38,,Germany,99552.0,453,Erlangen,72524459905.0,160,319 Springs Loop
Miranda,104,,Venezuela,25220.0,178,Ocumare del Tuy,48265851133.0,373,1848 Salala Boulevard
Mxico,60,,Mexico,75933.0,251,Coacalco de Berriozábal,266798132374.0,124,1473 Changhwa Parkway
Michigan,103,,United States,90732.0,150,Sterling Heights,206841104594.0,499,879 Newcastle Way
Southern Tagalog,75,,Philippines,21615.0,393,Cavite,426255288071.0,104,717 Changzhou Lane
Southern Tagalog,75,,Philippines,81651.0,528,Santa Rosa,236679267178.0,458,1176 Southend-on-Sea Manor
Sanaa,107,,Yemen,57587.0,308,Sanaa,407218522294.0,455,687 Alessandria Parkway
Córdoba,6,,Argentina,99865.0,28,Córdoba,934730187245.0,128,96 Tafuna Way
Sumatera Selatan,45,,Indonesia,51309.0,548,Pangkal Pinang,784907335610.0,396,1658 Cumaná Loop
Ondo & Ekiti,69,,Nigeria,21294.0,160,Ondo,889538496300.0,381,1367 Yantai Manor
Addis Abeba,31,,Ethiopia,27796.0,397,Addis Abeba,47808359842.0,6,614 Pak Kret Street
Sucre,104,,Venezuela,10885.0,117,Cumaná,358178933857.0,132,1079 Tel Aviv-Jaffa Boulevard
Rostov-na-Donu,80,,Russian Federation,65387.0,195,Novotšerkassk,812824036424.0,369,1077 San Felipe de Puerto Plata Place
Vojvodina,108,,Yugoslavia,11892.0,559,Novi Sad,698182547686.0,368,1917 Kumbakonam Parkway
Khanh Hoa,105,,Vietnam,79401.0,538,Cam Ranh,478380208348.0,100,1817 Livorno Way
Shandong,23,,China,17381.0,594,Weifang,338758048786.0,574,1464 Kursk Parkway
Pyongyang-si,70,,North Korea,53502.0,161,Pyongyang,368899174225.0,420,1386 Nakhon Sawan Boulevard
Kyonggi,86,,South Korea,81314.0,249,Uijongbu,890289150158.0,553,300 Junan Street
Chiba,50,,Japan,38594.0,57,Nagareyama,697760867968.0,355,17 Kabul Boulevard
Inner Mongolia,23,,China,49021.0,97,Zalantun,275595571388.0,592,832 Nakhon Sawan Manor
Lima,74,,Peru,64615.0,126,Lima,937222955822.0,305,1175 Tanauan Way
Kanagawa,50,,Japan,1027.0,15,Sagamihara,635297277345.0,440,1542 Tarlac Parkway
Oriental,62,,Morocco,94399.0,44,Nador,680768868518.0,353,671 Graz Street
Apulia,49,,Italy,86208.0,504,Brindisi,465897838272.0,93,1 Valle de Santiago Avenue
Anhalt Sachsen,38,,Germany,36481.0,255,Halle/Saale,567359279425.0,198,1966 Tonghae Street
Manab,28,,Ecuador,93629.0,267,Portoviejo,282874611748.0,414,816 Cayenne Parkway
Nonthaburi,94,,Thailand,61117.0,46,Pak Kret,471675840679.0,394,1632 Bislig Avenue
Texas,103,,United States,78625.0,122,Grand Prairie,909029256431.0,185,333 Goiânia Way
West Bengali,44,,India,87687.0,507,Siliguri (Shiliguri),868602816371.0,478,1197 Sokoto Boulevard
Heilongjiang,23,,China,39529.0,516,Suihua,59634255214.0,502,1574 Goiânia Boulevard
West Java,45,,Indonesia,59550.0,333,Ciparay,38158430589.0,119,1860 Taguig Loop
West Greece,39,,Greece,97661.0,602,Patras,199514580428.0,401,1101 Bucuresti Boulevard
Sichuan,23,,China,3656.0,394,Emeishan,464511145118.0,157,753 Ilorin Avenue
Hunan,23,,China,5135.0,71,Xi´angtan,947233365992.0,579,1586 Guarujá Place
Kilis,97,,Turkey,97700.0,147,Kilis,923261616249.0,266,374 Bat Yam Boulevard
Oaxaca,60,,Mexico,81758.0,430,San Juan Bautista Tuxtepec,548003849552.0,452,355 Vitória de Santo Antão Way
Fukushima,50,,Japan,13496.0,406,Koriyama,794553031307.0,276,454 Patiala Lane
Southern Mindanao,75,,Philippines,49521.0,31,Davao,665356572025.0,138,217 Botshabelo Place
Karnataka,44,,India,81691.0,140,Hubli-Dharwad,146497509724.0,211,788 Atšinsk Street
Krim,100,,Ukraine,9495.0,86,Simferopol,821972242086.0,479,927 Bahía Blanca Parkway
Liepaja,54,,Latvia,7716.0,27,Liepaja,902731229323.0,303,1780 Hino Boulevard
Punjab,72,,Pakistan,88307.0,227,Mandi Bahauddin,99760893676.0,324,1820 Maringá Parkway
Nizni Novgorod,80,,Russian Federation,33505.0,435,Dzerzinsk,497288595103.0,150,740 Udaipur Lane
Jilin,23,,China,82161.0,215,Fuyu,408304391718.0,174,1333 Haldia Street
Kursk,80,,Russian Federation,94878.0,316,Kursk,688485191923.0,286,746 Joliet Lane
Sisilia,49,,Italy,22824.0,225,Syrakusa,469738825391.0,511,1926 Gingoog Street
Ishikawa,50,,Japan,19151.0,553,Kanazawa,135407755975.0,260,1421 Quilmes Lane
Cheju,86,,South Korea,82624.0,92,Cheju,978987363654.0,113,1942 Ciparay Parkway
Kalimantan Barat,45,,Indonesia,44816.0,511,Pontianak,131370665218.0,412,1152 al-Qatif Lane
Guanajuato,60,,Mexico,33768.0,293,Valle de Santiago,957128697225.0,563,86 Higashiosaka Lane
Nagasaki,50,,Japan,35200.0,5,Sasebo,28303384290.0,463,1913 Hanoi Way
Maharashtra,44,,India,5892.0,139,Pune,90921003005.0,417,943 Johannesburg Avenue
Northern,88,,Sri Lanka,35575.0,413,Jaffna,359478883004.0,230,692 Amroha Drive
Sivas,97,,Turkey,49806.0,524,Sivas,158326114853.0,482,680 A Coruña (La Coruña) Manor
Mekka,82,,Saudi Arabia,6856.0,74,al-Hawiya,407733804223.0,13,1124 Buenaventura Drive
Attika,39,,Greece,83579.0,7,Athenai,448477190408.0,38,692 Joliet Street
Minas Gerais,15,,Brazil,1944.0,597,Juiz de Fora,410877354933.0,248,32 Liaocheng Way
Guangdong,23,,China,88513.0,490,Shaoguan,702955450528.0,469,1909 Dayton Avenue
Zulia,104,,Venezuela,16790.0,458,Maracaíbo,974433019532.0,326,138 Caracas Boulevard
Istanbul,97,,Turkey,26101.0,498,Sultanbeyli,854259976812.0,504,319 Plock Parkway
Sumy,100,,Ukraine,38982.0,191,Sumy,855863906434.0,506,140 Chiayi Parkway
Central,52,,Kenya,96584.0,368,Nyeri,568367775448.0,372,1658 Jastrzebie-Zdrój Loop
Markazi,46,,Iran,38145.0,40,Arak,481183273622.0,31,334 Munger (Monghyr) Lane
Uttar Pradesh,44,,India,6804.0,127,Varanasi (Benares),677976133614.0,566,117 Boa Vista Way
Rio Grande do Sul,15,,Brazil,29444.0,448,São Leopoldo,876491807547.0,486,614 Denizli Parkway
Central Java,45,,Indonesia,63502.0,120,Pemalang,386759646229.0,403,544 Malmö Parkway
Buenos Aires,6,,Argentina,75543.0,93,La Plata,846225459260.0,289,1926 El Alto Avenue
Risaralda,24,,Colombia,76157.0,124,Dos Quebradas,765345144779.0,147,241 Mosul Lane
Daugavpils,54,,Latvia,26857.0,352,Daugavpils,627924259271.0,137,1673 Tangail Drive
Denizli,97,,Turkey,2596.0,488,Denizli,975185523021.0,142,698 Jelets Boulevard
Hubei,23,,China,87660.0,245,Xi´angfan,279979529227.0,578,1103 Bilbays Parkway
Hiroshima,50,,Japan,93762.0,145,Fukuyama,581852137991.0,172,928 Jaffna Loop
Battambang,18,,Cambodia,32347.0,522,Battambang,448876499197.0,60,1768 Udine Loop
al-Sharqiya,29,,Egypt,22372.0,565,Bilbays,855066328617.0,79,1741 Hoshiarpur Boulevard
Nord-Ouest,19,,Cameroon,37636.0,357,Bamenda,256546485220.0,52,1641 Changhwa Place
Liaoning,23,,China,36603.0,601,Jinzhou,935952366111.0,242,844 Bucuresti Place
Mogiljov,13,,Belarus,35364.0,533,Mogiljov,338244023543.0,339,556 Asunción Way
Jalisco,60,,Mexico,77449.0,369,Guadalajara,151249681135.0,188,817 Laredo Avenue
Mazowieckie,76,,Poland,943.0,577,Plock,770864062795.0,409,1501 Pangkal Pinang Avenue
Alto Paran,73,,Paraguay,86599.0,209,Ciudad del Este,905903574913.0,122,1679 Antofagasta Street
California,103,,United States,48150.0,55,Fontana,171822533480.0,171,1135 Izumisano Parkway
Guangdong,23,,China,25958.0,94,Meixian,991562402283.0,332,1952 Chatsworth Drive
Gelderland,67,,Netherlands,11044.0,141,Apeldoorn,963369996279.0,29,1749 Daxian Place
Central,66,,Nepal,97960.0,326,Birgunj,908029859266.0,81,470 Boksburg Street
Michigan,103,,United States,24645.0,281,Warren,75975221996.0,573,1944 Bamenda Way
Tabuk,82,,Saudi Arabia,17032.0,317,Tabuk,824396883951.0,515,780 Kimberley Way
al-Daqahliya,29,,Egypt,22358.0,496,Mit Ghamr,171973024401.0,337,775 Šostka Drive
Guangdong,23,,China,97390.0,383,Shenzhen,71857599858.0,471,686 Donostia-San Sebastián Lane
St Thomas,106,,"Virgin Islands, U.S.",54749.0,411,Charlotte Amalie,302526949177.0,111,264 Bhimavaram Manor
Chaharmahal va Bakht,46,,Iran,65121.0,189,Shahr-e Kord,951486492670.0,467,927 Barcelona Street
Dhaka,12,,Bangladesh,64308.0,334,Jamalpur,965273813662.0,234,1816 Bydgoszcz Loop
Karnataka,44,,India,69640.0,375,Gulbarga,960505250340.0,191,1049 Matamoros Parkway
Funafuti,99,,Tuvalu,76383.0,109,Funafuti,963887147572.0,173,454 Nakhon Sawan Boulevard
Rabat-Sal-Zammour-Z,62,,Morocco,37551.0,26,Salé,161968374323.0,443,28 Charlotte Amalie Street
Hodeida,107,,Yemen,14122.0,475,Hodeida,562370137426.0,206,434 Ourense (Orense) Manor
England,102,,United Kingdom,57380.0,562,Southport,590764256785.0,496,869 Shikarpur Way
Maharashtra,44,,India,62686.0,171,Chandrapur,182363341674.0,107,1540 Wroclaw Drive
Tel Aviv,48,,Israel,62472.0,320,Bat Yam,508800331065.0,57,1542 Lubumbashi Boulevard
Gauteng,85,,South Africa,3439.0,149,Soshanguve,918032330119.0,491,999 Sanaa Loop
Ninawa,47,,Iraq,73605.0,585,Mosul,954786054144.0,344,1208 Tama Loop
Jalisco,60,,Mexico,88502.0,470,Zapopan,49084281333.0,595,1088 Ibirité Place
Saitama,50,,Japan,99457.0,151,Urawa,597815221267.0,555,1337 Lincoln Parkway
Karnataka,44,,India,33599.0,473,Bijapur,195337700615.0,78,1257 Guadalajara Street
Nghe An,105,,Vietnam,18043.0,529,Vinh,638409958875.0,571,600 Purnea (Purnia) Avenue
Mwanza,93,,Tanzania,25145.0,486,Mwanza,510383179153.0,347,64 Korla Street
Pietari,80,,Russian Federation,8856.0,300,Kolpino,816436065431.0,274,661 Chisinau Lane
Nebraska,103,,United States,67055.0,67,Lincoln,491001136577.0,306,1214 Hanoi Way
Haiphong,105,,Vietnam,95824.0,203,Haiphong,470884141195.0,194,1149 A Coruña (La Coruña) Boulevard
Andhra Pradesh,44,,India,40899.0,535,Bhimavaram,80593242951.0,75,635 Brest Manor
Salzburg,9,,Austria,5410.0,271,Salzburg,621625204422.0,447,1587 Loja Manor
Ontario,20,,Canada,65630.0,415,Richmond Hill,615964523510.0,430,432 Garden Grove Street
Hidalgo,60,,Mexico,62703.0,588,Huejutla de Reyes,995527378381.0,212,966 Asunción Way
Jharkhand,44,,India,70425.0,431,Purnea (Purnia),157133457169.0,418,1596 Acuña Parkway
Huánuco,74,,Peru,32515.0,571,Huánuco,863080561151.0,214,1746 Faaa Way
Tamil Nadu,44,,India,66851.0,229,Ambattur,460795526514.0,22,1014 Loja Manor
Gauteng,85,,South Africa,74671.0,87,Springs,800716535041.0,497,929 Tallahassee Loop
Ondo & Ekiti,69,,Nigeria,36229.0,285,Owo,85059738746.0,389,1006 Santa Bárbara d´Oeste Manor
Bihar,44,,India,65599.0,32,Munger (Monghyr),678220867005.0,346,1425 Shikarpur Manor
North Austria,9,,Austria,81037.0,163,Linz,931059836497.0,307,1440 Compton Place
Taka-Karpatia,100,,Ukraine,14014.0,135,Mukatševe,252265130067.0,345,1752 São Leopoldo Parkway
Sawhaj,29,,Egypt,78813.0,428,Sawhaj,129673677866.0,465,1727 Matamoros Place
Anzotegui,104,,Venezuela,15992.0,574,Barcelona,618156722572.0,55,502 Mandi Bahauddin Parkway
Distrito Federal,104,,Venezuela,75834.0,115,Caracas,272234298332.0,102,1378 Alvorada Avenue
Valle,24,,Colombia,76448.0,239,Buenaventura,610173756082.0,96,98 Stara Zagora Boulevard
Minsk,13,,Belarus,30861.0,148,Molodetšno,563660187896.0,340,1027 Songkhla Manor
Shandong,23,,China,95400.0,471,Dongying,268053970382.0,145,1322 Mosul Parkway
Zufar,71,,Oman,50592.0,503,Salala,144206758053.0,444,1416 San Juan Bautista Tuxtepec Avenue
Southern Tagalog,75,,Philippines,57810.0,376,Cabuyao,333390595558.0,98,1061 Ede Avenue
Tahiti,36,,French Polynesia,39072.0,60,Papeete,347487831378.0,397,1668 Saint Louis Place
Friuli-Venezia Giuli,49,,Italy,95775.0,531,Udine,182059202712.0,551,1986 Sivas Place
Zhejiang,23,,China,52234.0,558,Haining,955349440539.0,193,904 Clarksville Drive
Taizz,107,,Yemen,67924.0,217,Taizz,584316724815.0,518,1001 Miyakonojo Lane
Coahuila de Zaragoza,60,,Mexico,8268.0,491,Acuña,936806643983.0,4,1789 Saint-Denis Parkway
Rajasthan,44,,India,4855.0,213,Bhilwara,95666951770.0,74,43 Dadu Avenue
Dolnoslaskie,76,,Poland,97271.0,564,Wroclaw,970638808606.0,577,505 Madiun Boulevard
,5,,Anguilla,32716.0,386,South Hill,934352415130.0,493,1368 Maracaíbo Boulevard
Tahiti,36,,French Polynesia,48942.0,47,Faaa,539758313890.0,167,1447 Imus Way
Tadla-Azilal,62,,Morocco,25866.0,549,Beni-Mellal,786270036240.0,68,454 Qinhuangdao Drive
Fukushima,50,,Japan,1921.0,244,Iwaki,137773001988.0,226,1148 Saarbrücken Parkway
Tamil Nadu,44,,India,64221.0,292,Tambaram,648482415405.0,522,1993 Tabuk Lane
Chisinau,61,,Moldova,34689.0,42,Chisinau,489783829737.0,115,269 Cam Ranh Parkway
Kermanshah,46,,Iran,45298.0,382,Kermanshah,342720754566.0,265,220 Hidalgo Drive
Nam Ha,105,,Vietnam,66546.0,477,Nam Dinh,206060652238.0,359,1786 Salinas Place
Southern Tagalog,75,,Philippines,18727.0,240,Tanza,727785483194.0,527,1479 Rustenburg Boulevard
Rajasthan,44,,India,82338.0,228,Jodhpur,963063788669.0,243,60 Poços de Caldas Street
Piura,74,,Peru,52137.0,603,Sullana,644021380889.0,503,1103 Quilmes Boulevard
Asturia,87,,Spain,966.0,399,Gijón,537374465982.0,181,331 Bydgoszcz Parkway
Kütahya,97,,Turkey,45142.0,128,Kütahya,614935229095.0,281,848 Tafuna Manor
Assam,44,,India,64863.0,156,Nagaon,761379480249.0,354,1963 Moscow Place
Ondo & Ekiti,69,,Nigeria,1545.0,202,Ikerre,768481779568.0,218,955 Bamenda Way
Buenos Aires,6,,Argentina,12664.0,591,Quilmes,914466027044.0,424,773 Dallas Manor
Santiago,27,,Dominican Republic,69517.0,263,Santiago de los Caballeros,46871694740.0,460,532 Toulon Street
Kaduna,69,,Nigeria,43331.0,22,Kaduna,747791594069.0,252,320 Brest Avenue
Sulawesi Utara,45,,Indonesia,61613.0,207,Gorontalo,652218196731.0,184,1688 Nador Lane
Illinois,103,,United States,91590.0,335,Aurora,165450987037.0,42,587 Benguela Manor
Botosani,78,,Romania,50598.0,234,Botosani,479007229460.0,86,1256 Bislig Boulevard
Caraga,75,,Philippines,58852.0,192,Bayugan,650752094490.0,62,1166 Changhwa Street
Mahajanga,57,,Madagascar,37307.0,85,Mahajanga,223664661973.0,319,320 Baiyin Parkway
Ji´angsu,23,,China,89459.0,201,Changzhou,264286442804.0,109,817 Bradford Loop
al-Sharqiya,82,,Saudi Arabia,72410.0,422,al-Qatif,214976066017.0,16,289 Santo André Manor
Taipei,92,,Taiwan,98883.0,583,Tanshui,29341849811.0,526,1489 Kakamigahara Lane
Bern,91,,Switzerland,41778.0,159,Bern,904253967161.0,72,185 Novi Sad Place
Santa Fé,6,,Argentina,28814.0,336,Santa Fé,105470691550.0,457,430 Kumbakonam Drive
Henan,23,,China,47929.0,41,Nanyang,912257250465.0,362,1440 Fukuyama Loop
Gois,15,,Brazil,21464.0,220,Aparecida de Goiânia,873492228462.0,28,1201 Qomsheh Manor
Tamil Nadu,44,,India,14400.0,426,Pudukkottai,270456873752.0,416,1661 Abha Drive
Lubelskie,76,,Poland,16370.0,506,Lublin,52709222667.0,314,414 Mandaluyong Street
Centre,19,,Cameroon,60440.0,366,Yaoundé,845378657301.0,585,114 Jalib al-Shuyukh Manor
La Paz,14,,Bolivia,28587.0,460,El Alto,205524798287.0,153,659 Gatineau Boulevard
Smolensk,80,,Russian Federation,8439.0,131,Smolensk,237426099212.0,484,801 Hagonoy Drive
Edo & Delta,69,,Nigeria,75860.0,289,Benin City,195003555232.0,69,1279 Udine Parkway
Kaduna,69,,Nigeria,31390.0,236,Zaria,588964509072.0,596,885 Yingkou Manor
Sofala,63,,Mozambique,86768.0,262,Beira,245477603573.0,64,771 Yaoundé Manor
Uttar Pradesh,44,,India,58186.0,125,Etawah,665993880048.0,164,211 Chiayi Drive
Michoacn de Ocampo,60,,Mexico,16119.0,459,Uruapan,118011831565.0,556,251 Florencia Drive
QLD,8,,Australia,,2,Woodridge,,576,28 MySQL Boulevard
Taipei,92,,Taiwan,50199.0,34,Lungtan,525255540978.0,316,1668 Anápolis Street
California,103,,United States,36693.0,599,Garden Grove,137809746111.0,177,1895 Zhezqazghan Drive
Tennessee,103,,United States,13377.0,144,Clarksville,9099941466.0,123,1666 Beni-Mellal Place
Hubei,23,,China,61069.0,114,Enshi,379804592943.0,159,804 Elista Drive
England,102,,United Kingdom,3433.0,256,London,246810237916.0,312,1497 Yuzhou Drive
Henan,23,,China,19913.0,344,Xinxiang,624138001031.0,581,1909 Benguela Lane
Chari-Baguirmi,21,,Chad,49250.0,541,NDjamna,8912935608.0,363,195 Ilorin Street
Henan,23,,China,78543.0,329,Yuzhou,168884817145.0,591,867 Benin City Avenue
Tete,63,,Mozambique,71986.0,101,Tete,817248913162.0,534,1599 Plock Drive
Lombardia,49,,Italy,70923.0,314,Brescia,806016930576.0,91,1224 Huejutla de Reyes Boulevard
California,103,,United States,17886.0,6,San Bernardino,838635286649.0,449,1121 Loja Avenue
Namibe,4,,Angola,17165.0,388,Namibe,106439158941.0,360,368 Huánuco Boulevard
Benguela,4,,Angola,35202.0,534,Benguela,105882218332.0,67,486 Ondo Parkway
Kerala,44,,India,49298.0,273,Palghat (Palakkad),357445645426.0,395,1519 Ilorin Place
Provence-Alpes-Cte,34,,France,80720.0,108,Toulon,449216226468.0,543,1386 Yangor Avenue
England,102,,United Kingdom,54308.0,20,Southend-on-Sea,949312333307.0,495,360 Toulouse Parkway
Kang-won,86,,South Korea,9750.0,542,Tonghae,745267607502.0,539,193 Bhusawal Place
KwaZulu-Natal,85,,South Africa,63022.0,561,Chatsworth,368738360376.0,112,1497 Fengshan Drive
West Bengali,44,,India,96203.0,497,Kanchrapara,158399646978.0,261,1013 Tabuk Boulevard
Balikesir,97,,Turkey,33050.0,371,Balikesir,99883471275.0,50,1912 Emeishan Drive
Shandong,23,,China,15819.0,133,Liaocheng,509492324775.0,302,1854 Tieli Street
Ontario,102,,United Kingdom,35653.0,517,London,879347453467.0,312,548 Uruapan Street
Osaka,50,,Japan,83536.0,396,Izumisano,667736124769.0,229,767 Pyongyang Drive
Krasnojarsk,80,,Russian Federation,46043.0,402,Atšinsk,604177838256.0,39,616 Hagonoy Avenue
Ziguinchor,83,,Senegal,75559.0,461,Ziguinchor,670370974122.0,600,1889 Valparai Way
Uttar Pradesh,44,,India,22474.0,221,Sambhal,778502731092.0,448,866 Shivapuri Manor
Buenos Aires,6,,Argentina,20657.0,223,Vicente López,991802825778.0,567,1244 Allappuzha (Alleppey) Place
Oyo & Osun,69,,Nigeria,22650.0,291,Effon-Alaiye,558236142492.0,152,1155 Liaocheng Place
Uttar Pradesh,44,,India,96709.0,82,Rae Bareli,875756771675.0,425,936 Salzburg Lane
Paraná,15,,Brazil,6461.0,250,Maringá,741070712873.0,328,829 Grand Prairie Way
