NumberCars,State,Phone,PostalCode,MiddleInitial,AddressLine2,MaritalStatus,City,AgencyID,Gender,LastName,OwnOrRentFlag,CreditRating,NetWorth,Income,NumberChildren,FirstName,Age,Country,NumberCreditCards,AddressLine1,Employer
0.0,WA,,85039,I,,M,Fullerton,Nor50,,Norment,O,342.0,746904.0,65550.0,3.0,Nelleke,52.0,United States of America,0.0,11103 BISSONNET WEST,Trinity Industries
2.0,OH,1-544-132-7237,v6m 1q3,,,M,Denver,hag51,,hagar,R,563.0,1219620.0,,0.0,sibby,91.0,Canada,8.0,4652 outervale lane,Solutia
2.0,WY,1-821-089-2089,X7j 1r1,,,M,Dallas,Bet52,m,Betcher,O,391.0,1718910.0,,3.0,ericha,17.0,United States of America,4.0,341 dunbar west,
4.0,NJ,1-135-391-9787,B8b 1z5,,,S,San Jose,Van53,m,Van der,O,381.0,,66244.0,4.0,Janson,6.0,United States of America,8.0,16176 vernon drive,A.O. Smith
0.0,ND,1-776-182-6215,t5d 1v4,,,S,Bellevue,O'L54,F,O'LEARY,U,539.0,2636424.0,426954.0,3.0,Dorotea,89.0,United States of America,9.0,23131 clint way,AptarGroup
5.0,NC,1-079-780-7761,V6t 1r2,,,M,San Buenaventura,and55,m,anderson,O,497.0,1326305.0,126891.0,4.0,Denice,99.0,United States of America,0.0,11640 baltic upper,Coca-Cola
4.0,WV,1-504-346-4393,91177,,,M,St. Louis,sta56,,starks,O,661.0,2241997.0,454196.0,2.0,Myron,77.0,Canada,,20796 dolores drive,Kimberly-Clark
5.0,GA,1-985-538-4351,T5c 1t1,,Apt. 275,S,Pueblo,CHA57,,CHASSE,R,558.0,1542891.0,163940.0,3.0,Barby,,United States of America,0.0,14359 COMMERCE WEST,Visteon
,Ontario,1-254-097-9398,35862,,,W,Regina,ASI58,R,ASING,O,534.0,797918.0,365213.0,1.0,Ariella,90.0,Canada,,21448 hampton boulevard,TECO Energy
0.0,MA,1-545-924-9552,96820,,,M,Saskatoon,ask59,f,askins,U,373.0,347654.0,428739.0,0.0,ADEY,82.0,United States of America,6.0,7637 pershing way,Bemis
4.0,CA,1-984-233-8818,75238,K,,M,Jackson,Kik60,,Kikuta,O,382.0,2456397.0,142444.0,0.0,GAYEL,,United States of America,8.0,11529 arcana boulevard,Wyeth
3.0,SD,1-528-691-1642,85769,,,S,St. Petersburg,Cha61,F,Chane,O,475.0,1284229.0,416168.0,3.0,Man,15.0,United States of America,10.0,2700 windwood north,United Technologies
2.0,Saskatchewan,,H5i 1o9,U,,D,Scottsdale,KIL62,m,KILLEN,O,539.0,618787.0,291420.0,0.0,Klara,,United States of America,3.0,22279 gramercy road,Clorox
4.0,RI,1-171-807-8213,90849,,,M,Charlotte,kin63,f,kinley,O,711.0,1171606.0,413501.0,5.0,Abdalla,96.0,United States of America,6.0,9828 west east,Discovery Communications
4.0,NC,1-056-241-7009,43644,,,M,Waterbury,MAL64,,MALAHER,O,606.0,3983261.0,,,bal,38.0,United States of America,1.0,5935 mcafee park,Williams-Sonoma
3.0,SD,1-389-414-0570,99213,J,,W,Chesapeake,Odu65,,Odum,O,494.0,2328568.0,419143.0,3.0,Romy,10.0,United States of America,0.0,12460 CLAYTON STREET,Manitowoc
1.0,IL,1-583-542-1656,72226,,,M,Hialeah,DI 66,,DI NINNO,O,309.0,2078600.0,155057.0,5.0,KORAL,72.0,United States of America,3.0,275 3rd drive,Henry Schein
2.0,OR,1-269-712-0672,V6Z 1Q9,K,,M,Charleston,STU67,,STUBBLEFIELD,O,630.0,2986155.0,313859.0,5.0,YUKIHIKO,97.0,United States of America,3.0,6907 FERNCLIFF CRESCENT,Trinity Industries
4.0,Ontario,1-670-102-0463,20082,,,S,Salem,HAM68,,HAMBALI,O,330.0,1864039.0,265907.0,1.0,Khanh,48.0,United States of America,10.0,885 crosby lane,Pepsi Bottling
,FL,1-699-726-3895,35827,,,S,Sacramento,LIB69,m,LIBRARIAN,O,710.0,1293721.0,283481.0,0.0,Darnell,97.0,Canada,9.0,2344 kalani west,UGI
4.0,NM,1-640-666-2876,99692,,,M,Santa Clarita,ohs70,M,ohsone,R,475.0,3850114.0,200635.0,0.0,feridoun,73.0,United States of America,7.0,22870 LA CIENEGA STREET,Greif
0.0,NE,1-540-639-1311,V6c 1q5,O,APT. 143,U,Sherbrooke,HUM71,,HUMMEL,O,596.0,1618743.0,434519.0,1.0,Magdy,71.0,United States of America,3.0,8478 green avenue,Equifax
5.0,MI,1-285-874-8492,80158,,,W,Colorado Springs,BRA72,,BRADD,O,670.0,3383487.0,392315.0,1.0,jiri,93.0,United States of America,9.0,23639 purdue rue,
5.0,New Brunswick,1-121-904-0040,t6d 1b6,X,,U,Berkeley,Boa73,,Boarder,O,722.0,2981876.0,493829.0,3.0,AILA,53.0,United States of America,,19202 ansley park,Freescale Semiconductor
3.0,NJ,1-017-842-3201,33120,,,U,San Buenaventura,Mcn74,,Mcnally,O,587.0,2109339.0,97489.0,2.0,Vincenzo,32.0,United States of America,7.0,11319 devonshire rue,Aleris International
4.0,ND,1-215-859-3206,99742,,,S,New Haven,MAR75,F,MARKOVICH,O,609.0,791803.0,,3.0,Minnnie,1.0,United States of America,4.0,23665 deerwood park,
0.0,Saskatchewan,1-764-520-7470,V6N 1T1,,,S,Shreveport,Wil76,f,Willekes,O,401.0,3523678.0,383046.0,1.0,alfonzo,39.0,United States of America,7.0,4855 union north,World Fuel Services
4.0,KS,1-414-130-0162,44104,S,,M,Lansing,Dea77,m,Deacetis,,335.0,1681902.0,1190.0,0.0,Swandi,77.0,United States of America,0.0,9466 SHADOWBRIAR WEST,R.R. Donnelley & Sons
5.0,SD,1-970-240-9990,14605,,,U,Pembroke Pines,Hou78,,Houk,O,569.0,3851455.0,85733.0,5.0,Anya,18.0,United States of America,7.0,3504 regency avenue,Brinker International
0.0,FL,1-408-684-6459,80076,,,M,Palmdale,Goy79,,Goyette,R,,2339382.0,387890.0,2.0,Enrika,70.0,Canada,9.0,7281 northland lower,Temple-Inland
2.0,Saskatchewan,1-330-353-5908,V6I 1V6,Z,,S,Savannah,Mok80,f,Mok-fung,O,679.0,,16808.0,0.0,SONJA,26.0,United States of America,7.0,12481 hayden lower,Psychiatric Solutions
,FL,1-766-726-2675,97307,I,,M,Amarillo,Run81,,Rundle,,356.0,2065016.0,304589.0,4.0,Liem,,United States of America,10.0,2328 gracie avenue,Nash-Finch
2.0,UT,1-938-425-7509,46237,,,S,Anchorage,BEL82,o,BELLEY,R,308.0,2454049.0,48506.0,5.0,COLLETTE,58.0,United States of America,9.0,4737 campbell street,AMR
0.0,WY,1-527-308-8874,V6B 1S6,Y,,M,Louisville,BAE83,,BAER,O,412.0,2423395.0,,4.0,SIAMACK,43.0,United States of America,4.0,2401 stratmore lower,Spartan Stores
2.0,NH,1-810-590-0635,H2d 1x1,,,D,Hilo,MAU84,f,MAULDIN,O,618.0,1342045.0,358862.0,3.0,Toshihiro,65.0,United States of America,4.0,21477 JUNIPER CRESCENT,Cigna
5.0,AR,1-274-548-2512,95108,,,S,Sudbury,Koo85,,Koohgoli,O,429.0,861756.0,477614.0,3.0,Casey,24.0,United States of America,5.0,19214 YAUPON BOULEVARD,General Cable
3.0,CT,1-649-754-4601,80050,,,S,Orlando,Lau86,,Lauriston,O,819.0,1215349.0,175414.0,1.0,Daryn,79.0,United States of America,3.0,7785 rusk boulevard,Dun & Bradstreet
0.0,VT,1-905-932-1785,90122,L,,M,Missoula,Man87,F,Mangum,O,552.0,3981554.0,427598.0,1.0,Adrianna,48.0,Canada,7.0,18002 cantrell upper,Casey's General Stores
0.0,Manitoba,1-031-004-7697,43614,,,S,Abilene,PIE88,,PIERCY,O,587.0,3865937.0,368207.0,4.0,Cortney,69.0,United States of America,9.0,23341 brookside upper,Jack in the Box
3.0,NJ,1-994-812-4796,61110,,,S,Saskatoon,Bus89,M,Buscaglia,O,304.0,2804700.0,449944.0,1.0,Duane,91.0,United States of America,6.0,20494 ROSS WEST,Assurant
5.0,KY,1-176-513-4041,70174,,,,Irvine,BAB90,,BABIONE,U,795.0,3283558.0,166247.0,5.0,Tele,75.0,United States of America,4.0,17552 SAVANNAH NORTH,Psychiatric Solutions
1.0,GA,1-072-244-6337,90324,,APT. 373,S,Reno,Bur91,M,Burkard,O,830.0,450524.0,391165.0,3.0,Ophelia,85.0,United States of America,2.0,4462 pace crescent,Danaher
5.0,NJ,1-924-669-9328,s7d 1n1,,,M,Sacramento,Kin92,,Kinsella,R,709.0,,165854.0,3.0,lorine,76.0,United States of America,3.0,7161 tallowood upper,Clorox
2.0,SC,1-598-488-3541,93829,,,S,Topeka,POM93,,POMMAINVILLE,O,493.0,,326181.0,1.0,Viole,68.0,United States of America,8.0,3489 silver sage west,Boyd Gaming
3.0,TN,1-295-539-3868,89116,,,M,Rancho Cucamonga,BOA94,M,BOATWRIGHT,O,680.0,633760.0,173387.0,,Nani,95.0,United States of America,,12481 hayden lower,Eaton
1.0,WY,1-554-020-0267,94315,R,,M,Hilo,Ron95,,Ronald,R,800.0,3634954.0,301127.0,5.0,cherey,15.0,United States of America,,13210 3RD DRIVE,Dynegy
1.0,Ontario,1-793-621-4566,T5b 1u9,A,,M,Saint John,wei96,,weihs,R,614.0,799268.0,487230.0,5.0,Redgie,17.0,United States of America,4.0,8899 starling lane,AmeriCredit
4.0,DC,1-787-267-4261,T6b 1a5,P,,,Torrance,Hel97,M,Helpb,R,763.0,39093.0,425747.0,0.0,Yousef,94.0,Canada,6.0,11480 fennel south,SLM
4.0,Alberta,1-668-247-1597,60699,,,S,Santa Clara,mog98,m,moghe,O,561.0,2705353.0,401946.0,4.0,Damaris,70.0,United States of America,3.0,7266 cherry upper,NV Energy
1.0,ME,1-901-346-8890,V6p 1s8,,,S,Torrance,boz99,,bozicevich,O,569.0,3565153.0,425422.0,2.0,Ilyssa,29.0,United States of America,4.0,10678 ENGLEWOOD WEST,Landstar System
4.0,MA,1-451-273-3803,v6i 1p1,R,,M,Stockton,Zah100,,Zaharychuk,O,634.0,2832204.0,208890.0,1.0,Moselle,52.0,United States of America,5.0,21181 2ND RUE,Pacific Life
5.0,NV,1-129-499-9136,79423,,,U,Paterson,And101,F,Andric,O,488.0,2194345.0,67880.0,3.0,Dulsea,51.0,United States of America,10.0,22963 hanover road,Textron
2.0,WA,1-899-319-0772,H5j 1o6,L,,W,Mesa,Bam102,,Bamfo,O,788.0,3737140.0,133412.0,3.0,Lyndsie,24.0,Canada,5.0,8268 cliffbrook boulevard,Pfizer
3.0,WY,1-053-396-0441,93761,,,D,Anchorage,fro103,,frondozo,O,333.0,464753.0,144829.0,4.0,KESLEY,98.0,United States of America,8.0,5118 montview court,Cigna
1.0,NJ,1-239-665-9540,76150,J,,M,Miami,Car104,,Caron,U,601.0,596696.0,,1.0,LAUREL,59.0,United States of America,,17442 tallowood upper,Ameren
3.0,LA,1-605-888-3403,99717,V,,U,Great Falls,muc105,f,muchow,O,595.0,1504753.0,143682.0,4.0,Steen,49.0,Canada,2.0,4038 WEDGEWOOD STREET,Consolidated Edison
0.0,TX,1-630-604-2543,60608,,,U,Erie,gat106,,gateau,O,433.0,3049281.0,350020.0,1.0,noel,1.0,United States of America,10.0,20334 anaconda avenue,Occidental Petroleum
0.0,SC,1-851-862-7928,v6w 1u4,M,,U,Hollywood,Sch107,F,Schaefer,O,403.0,247478.0,435103.0,,Tracey,79.0,United States of America,10.0,5385 young west,Sherwin-Williams
1.0,TX,1-065-415-5724,T5b 1t6,,,,Tulsa,pom108,,pomerleau,R,615.0,2750301.0,207768.0,5.0,Sarajane,6.0,United States of America,3.0,2747 SINCLAIR LANE,Affiliated Computer Services
0.0,MN,1-408-512-1007,23298,K,,M,Tucson,cuc109,F,cucuzzella,O,735.0,721333.0,407512.0,4.0,Geoffrey,70.0,United States of America,1.0,8622 BROWNWAY PARK,Valassis Communications
3.0,ID,1-083-902-4184,32803,Z,,S,Anchorage,SUG110,q,SUGARMAN,O,668.0,669440.0,403366.0,0.0,loralyn,23.0,United States of America,1.0,18048 GREEN NORTH,
3.0,MI,1-568-403-7081,64122,,,M,Sandy,Pep111,,Pepe,O,349.0,2473979.0,384095.0,5.0,andrei,78.0,Canada,,18994 country boulevard,Smithfield Foods
4.0,OK,1-824-389-0618,T6b 1h2,,SUITE 7,S,Boston,Cha112,f,Chandrashekar,,654.0,3545170.0,288969.0,,javad,79.0,United States of America,,16063 ashland road,
2.0,UT,1-174-210-2058,22222,U,Apt. 971,U,Vancouver,SEI113,m,SEIFERS,O,361.0,1494871.0,233665.0,3.0,Karna,72.0,United States of America,6.0,19309 mcfarlin north,TD Ameritrade
4.0,PA,1-425-503-7952,T6a 1d2,S,,S,Akron,GAR114,F,GARTLEY,U,427.0,436164.0,147236.0,0.0,Jocelyn,31.0,Canada,1.0,2454 cliffbrook west,Comerica
0.0,New Brunswick,1-012-389-9089,v5d 1n9,,,W,Lancaster,Tou115,M,Touchette,O,322.0,1069481.0,452557.0,3.0,Elvera,86.0,United States of America,1.0,15865 strand west,Steel Dynamics
2.0,UT,1-909-472-6704,23321,V,,S,Concord,Kur116,M,Kurdziel,R,792.0,,179305.0,0.0,Nessy,,United States of America,9.0,13776 east boulevard,Coca-Cola Enterprises
3.0,VA,1-622-167-5411,90505,,,U,Chesapeake,Her117,,Herod,O,478.0,2957261.0,205817.0,0.0,lona,87.0,Canada,2.0,10570 WEIZMANN LOWER,News Corp.
,NH,1-164-511-9338,19066,P,,M,Flint,MCV118,,MCVICAR,O,477.0,228459.0,262711.0,5.0,RHEA,92.0,United States of America,1.0,15278 walnut hill road,
1.0,VT,1-804-532-9163,v6s 1r3,,,M,Chattanooga,LAB119,F,LABFIVE,O,449.0,67267.0,84810.0,5.0,Josefa,4.0,Canada,6.0,23007 WAKEFOREST WAY,Stater Bros. Holdings
2.0,FL,1-197-370-0297,78769,,,U,Billings,but120,,butta,O,466.0,1087978.0,96441.0,4.0,alikee,8.0,United States of America,2.0,9088 rivas way,BorgWarner
0.0,NC,1-337-042-5687,53769,,,M,Scottsdale,Pro121,m,Projects,O,483.0,3885967.0,462762.0,5.0,dolorita,97.0,United States of America,2.0,18798 ullrich road,CB Richard Ellis Group
5.0,VA,1-056-138-5321,H7E 1U6,,,D,Oshawa,Irc122,,Irc,O,588.0,3271101.0,141890.0,4.0,Marilyn,,United States of America,4.0,18517 HULEN LOWER,Zimmer Holdings
5.0,DC,1-776-191-2031,e7o 1k1,G,,,Naperville,Ziv123,,Zivkovic,O,313.0,,156610.0,5.0,robertson,40.0,Canada,2.0,11474 dodd lane,Mohawk Industries
1.0,NC,1-280-696-2706,90374,H,,U,Tampa,sim124,,simser,R,647.0,1999133.0,164752.0,4.0,Ilsa,95.0,United States of America,1.0,9375 wood south,Berkshire Hathaway
1.0,MS,1-857-581-6346,63169,I,,S,Jackson,kei125,,keifer,O,430.0,1100786.0,278949.0,5.0,Pen,92.0,United States of America,2.0,20479 wise avenue,Saks
0.0,SC,,16515,P,,W,Hay River,arv126,f,arvin,O,467.0,563992.0,,5.0,AUBRETTE,67.0,United States of America,8.0,19918 ROGERS NORTH,Gardner Denver
3.0,KS,1-716-343-0884,85309,,,M,Irvine,Pra127,F,Praeuner,O,399.0,962397.0,463736.0,2.0,Cole,24.0,United States of America,7.0,9284 coffey lower,Hasbro
2.0,VT,1-101-776-2496,92158,C,,M,Idaho Falls,lue128,m,lue,O,654.0,1064169.0,,3.0,liva,26.0,United States of America,5.0,2929 north crescent,CBS
2.0,IL,1-769-028-0589,33152,,,S,Moreno Valley,Prz129,f,Przybycien,O,378.0,2100059.0,86667.0,0.0,Ayaz,62.0,United States of America,3.0,15404 queen street,Synnex
5.0,FL,1-005-833-8970,83729,J,,W,Ontario,pen130,f,penn,O,338.0,99025.0,193470.0,1.0,YETTY,37.0,United States of America,10.0,1619 greenspoint road,Belden
5.0,MI,1-884-215-4243,B8b 1z6,S,,S,Concord,Gua131,,Guay,R,695.0,3865481.0,406379.0,0.0,Mary-michelle,71.0,United States of America,10.0,21477 WARREN PARK,Broadcom
1.0,Newfoundland,,53717,,,M,Phoenix,bre132,F,brennand,U,614.0,804544.0,480595.0,3.0,agretha,29.0,Canada,7.0,6503 ROBBINS STREET,Reynolds American
4.0,ME,1-725-177-7815,t5c 1w7,X,,S,Coral Springs,Sav133,f,Savanh,O,307.0,3143356.0,181718.0,5.0,LOTTY,89.0,United States of America,7.0,3958 GLEN LOCH BOULEVARD,Wells Fargo
0.0,AL,1-277-496-5396,37245,Z,,M,Oxnard,ABB134,,ABBATANTUONO,O,331.0,,468310.0,3.0,Kassey,11.0,United States of America,2.0,13640 ethridge lower,Retail Ventures
2.0,IN,1-756-463-2201,94401,N,,S,Brownsville,OP135,M,OP,O,638.0,2311953.0,354987.0,0.0,Adria,20.0,United States of America,2.0,3981 imperial lower,AT&T
3.0,NH,1-261-338-7463,B8a 1y3,,,W,Memphis,Mer136,,Mersinger,O,703.0,3120608.0,284539.0,5.0,audivox,75.0,Canada,3.0,13210 3rd drive,Wynn Resorts
0.0,DC,1-811-086-4675,t6b 1k2,,,S,Flint,rut137,F,rutt,O,302.0,2058270.0,213725.0,5.0,SUE,95.0,United States of America,7.0,9297 THROCKMORTON SOUTH,Eastman Kodak
2.0,DC,1-338-771-1185,85306,I,,U,Lafayette,bem138,,bemis,O,522.0,1511983.0,74195.0,3.0,Lorenza,0.0,United States of America,,8935 YOUNG UPPER,Aramark
5.0,MD,1-554-231-5318,V6R 1R7,,,M,Greensboro,Pen139,,Pennington,O,,439080.0,169295.0,1.0,Enzo,73.0,United States of America,,3797 RUTGERS PARK,ENSCO International
1.0,Prince Edward Island,1-733-886-5227,68513,Y,,W,Sterling Heights,tor140,M,torok,R,833.0,921255.0,307832.0,0.0,claudina,39.0,United States of America,5.0,8285 tamarind crescent,Auto-Owners Insurance
