indirizzo2,negozio_id,distretto,codice_postale,data_creazione,cognome,cliente_id,indirizzo_id,attivo,telefono,email,indirizzo,nome,città_id
,1,Liaoning,58979,2006-02-14 22:04:37,SILVERMAN,302,307,1,108053751300,MICHAEL.SILVERMAN@sakilacustomer.org,1908 Gaziantep Place,MICHAEL,536
,1,Buenos Aires,12664,2006-02-14 22:04:37,SWAFFORD,585,591,1,914466027044,PERRY.SWAFFORD@sakilacustomer.org,773 Dallas Manor,PERRY,424
,2,Haiphong,95824,2006-02-14 22:04:36,FRANKLIN,199,203,1,470884141195,BETH.FRANKLIN@sakilacustomer.org,1149 A Coruña (La Coruña) Boulevard,BETH,194
,2,Daugavpils,26857,2006-02-14 22:04:37,SALISBURY,347,352,1,627924259271,RYAN.SALISBURY@sakilacustomer.org,1673 Tangail Drive,RYAN,137
,1,Caraga,58852,2006-02-14 22:04:36,ARMSTRONG,188,192,1,650752094490,MELANIE.ARMSTRONG@sakilacustomer.org,1166 Changhwa Street,MELANIE,62
,1,Chaharmahal va Bakht,65121,2006-02-14 22:04:36,HARPER,185,189,1,951486492670,ROBERTA.HARPER@sakilacustomer.org,927 Barcelona Street,ROBERTA,467
,1,Ibaragi,14073,2006-02-14 22:04:37,HOLM,385,390,1,776031833752,PHILLIP.HOLM@sakilacustomer.org,102 Chapra Drive,PHILLIP,521
,1,Sokoto & Kebbi & Zam,93655,2006-02-14 22:04:37,SLONE,562,568,1,946114054231,WALLACE.SLONE@sakilacustomer.org,1342 Sharja Way,WALLACE,488
,1,Nord-Ouest,37636,2006-02-14 22:04:37,CROUSE,352,357,1,256546485220,ALBERT.CROUSE@sakilacustomer.org,1641 Changhwa Place,ALBERT,52
,2,Rajasthan,4855,2006-02-14 22:04:36,CHAPMAN,209,213,1,95666951770,TONYA.CHAPMAN@sakilacustomer.org,43 Dadu Avenue,TONYA,74
,1,Slaskie,4999,2006-02-14 22:04:36,TUCKER,128,132,1,973047364353,MARJORIE.TUCKER@sakilacustomer.org,1050 Garden Grove Avenue,MARJORIE,236
,2,East Azerbaidzan,96204,2006-02-14 22:04:37,SHELTON,279,284,1,117592274996,DIANNE.SHELTON@sakilacustomer.org,600 Bradford Street,DIANNE,514
,1,North West,9827,2006-02-14 22:04:37,RATCLIFF,407,412,1,328494873422,DALE.RATCLIFF@sakilacustomer.org,1639 Saarbrücken Drive,DALE,437
,1,Gaziantep,28165,2006-02-14 22:04:37,HAUSER,480,485,1,435118527255,COREY.HAUSER@sakilacustomer.org,984 Novotšerkassk Loop,COREY,180
,1,England,22954,2006-02-14 22:04:37,THORN,583,589,1,285710089439,MARSHALL.THORN@sakilacustomer.org,1584 Ljubertsy Lane,MARSHALL,494
,1,Chari-Baguirmi,49250,2006-02-14 22:04:37,ELROD,535,541,1,8912935608,JAVIER.ELROD@sakilacustomer.org,195 Ilorin Street,JAVIER,363
,2,São Paulo,9223,2006-02-14 22:04:36,BENNETT,77,81,1,918711376618,JANE.BENNETT@sakilacustomer.org,1692 Ede Loop,JANE,30
,2,Sumy,11363,2006-02-14 22:04:37,CHESTNUT,475,480,1,726875628268,PEDRO.CHESTNUT@sakilacustomer.org,421 Yaoundé Street,PEDRO,385
,1,Punjab,30586,2006-02-14 22:04:37,ISOM,399,404,1,280578750435,DANNY.ISOM@sakilacustomer.org,734 Béchar Place,DANNY,375
,1,Chollanam,36971,2006-02-14 22:04:36,GILBERT,237,241,1,792557457753,TANYA.GILBERT@sakilacustomer.org,647 A Coruña (La Coruña) Street,TANYA,357
,2,Alto Paran,86599,2006-02-14 22:04:36,CARR,205,209,1,905903574913,EILEEN.CARR@sakilacustomer.org,1679 Antofagasta Street,EILEEN,122
,1,Tatarstan,52671,2006-02-14 22:04:37,BOWENS,447,452,1,782900030287,CLIFFORD.BOWENS@sakilacustomer.org,207 Cuernavaca Loop,CLIFFORD,352
,2,Moskova,33224,2006-02-14 22:04:37,MCADAMS,567,573,1,324346485054,ALFREDO.MCADAMS@sakilacustomer.org,1407 Surakarta Manor,ALFREDO,466
,1,East Java,69504,2006-02-14 22:04:37,KINDER,500,505,1,793996678771,REGINALD.KINDER@sakilacustomer.org,519 Brescia Parkway,REGINALD,318
,2,Cayenne,71110,2006-02-14 22:04:36,HOWARD,65,69,1,409983924481,ROSE.HOWARD@sakilacustomer.org,698 Otsu Street,ROSE,105
,2,Zhejiang,39976,2006-02-14 22:04:37,BROWNLEE,550,556,1,978430786151,GUY.BROWNLEE@sakilacustomer.org,346 Cam Ranh Avenue,GUY,599
,2,Oyo & Osun,55802,2006-02-14 22:04:37,JIMENEZ,277,282,1,363982224739,OLGA.JIMENEZ@sakilacustomer.org,556 Baybay Manor,OLGA,374
,2,Rio Grande do Sul,29444,2006-02-14 22:04:37,SKIDMORE,443,448,1,876491807547,FRANCISCO.SKIDMORE@sakilacustomer.org,614 Denizli Parkway,FRANCISCO,486
,2,Sumy,38982,2006-02-14 22:04:36,RILEY,187,191,1,855863906434,BRITTANY.RILEY@sakilacustomer.org,140 Chiayi Parkway,BRITTANY,506
,1,Hunan,53928,2006-02-14 22:04:36,WADE,267,272,1,192459639410,MARGIE.WADE@sakilacustomer.org,1762 Paarl Parkway,MARGIE,298
,1,Skikda,89668,2006-02-14 22:04:36,CARROLL,176,180,1,506134035434,JUNE.CARROLL@sakilacustomer.org,757 Rustenburg Avenue,JUNE,483
,1,Abu Dhabi,41136,2006-02-14 22:04:37,MILNER,452,457,1,985109775584,TOM.MILNER@sakilacustomer.org,535 Ahmadnagar Manor,TOM,3
,2,Puerto Plata,59489,2006-02-14 22:04:37,EAST,418,423,1,491271355190,JEFF.EAST@sakilacustomer.org,437 Chungho Drive,JEFF,450
,2,Callao,79047,2006-02-14 22:04:37,ROYAL,304,309,1,504434452842,DAVID.ROYAL@sakilacustomer.org,827 Yuncheng Drive,DAVID,99
,2,Minas Gerais,45403,2006-02-14 22:04:36,SILVA,254,259,1,840522972766,MAXINE.SILVA@sakilacustomer.org,1338 Zalantun Lane,MAXINE,413
,2,Zhejiang,52234,2006-02-14 22:04:37,WALDROP,552,558,1,955349440539,HUGH.WALDROP@sakilacustomer.org,904 Clarksville Drive,HUGH,193
,1,Hidalgo,49009,2006-02-14 22:04:37,SCARBOROUGH,353,358,1,754358349853,JONATHAN.SCARBOROUGH@sakilacustomer.org,1698 Southport Loop,JONATHAN,393
,2,Gansu,98030,2006-02-14 22:04:37,BESS,495,500,1,962020153680,CHARLIE.BESS@sakilacustomer.org,362 Rajkot Lane,CHARLIE,47
,1,Tamil Nadu,66851,2006-02-14 22:04:36,HARVEY,225,229,1,460795526514,ARLENE.HARVEY@sakilacustomer.org,1014 Loja Manor,ARLENE,22
,2,Sichuan,70385,2006-02-14 22:04:36,COX,64,68,0,333489324603,JUDITH.COX@sakilacustomer.org,1966 Amroha Avenue,JUDITH,139
,1,Illinois,37469,2006-02-14 22:04:37,ADAM,504,509,1,111177206479,NATHANIEL.ADAM@sakilacustomer.org,786 Matsue Way,NATHANIEL,245
,1,KwaZulu-Natal,63022,2006-02-14 22:04:37,LOMBARDI,555,561,1,368738360376,DWIGHT.LOMBARDI@sakilacustomer.org,1497 Fengshan Drive,DWIGHT,112
,1,Kedah,84804,2006-02-14 22:04:37,KOWALSKI,306,311,1,181179321332,CHARLES.KOWALSKI@sakilacustomer.org,715 São Bernardo do Campo Lane,CHARLES,507
,1,Sousse,22971,2006-02-14 22:04:37,MAULDIN,335,340,1,80303246192,GREGORY.MAULDIN@sakilacustomer.org,507 Smolensk Loop,GREGORY,492
,1,Hebei,28349,2006-02-14 22:04:36,FRAZIER,242,246,1,890283544295,GLENDA.FRAZIER@sakilacustomer.org,1246 Boksburg Parkway,GLENDA,422
,2,Henan,19913,2006-02-14 22:04:37,PERRYMAN,339,344,1,624138001031,WALTER.PERRYMAN@sakilacustomer.org,1909 Benguela Lane,WALTER,581
,1,Steiermark,6802,2006-02-14 22:04:36,RAY,173,177,1,493008546874,AUDREY.RAY@sakilacustomer.org,1010 Klerksdorp Way,AUDREY,186
,2,Ahal,8073,2006-02-14 22:04:36,LAWSON,200,204,1,764477681869,JEANNE.LAWSON@sakilacustomer.org,387 Mwene-Ditu Drive,JEANNE,35
,1,Chisinau,34689,2006-02-14 22:04:36,GONZALEZ,38,42,1,489783829737,MARTHA.GONZALEZ@sakilacustomer.org,269 Cam Ranh Parkway,MARTHA,115
,1,Fejr,14684,2006-02-14 22:04:37,ROUSH,592,598,0,437829801725,TERRANCE.ROUSH@sakilacustomer.org,42 Fontana Avenue,TERRANCE,512
,1,Tel Aviv,44660,2006-02-14 22:04:36,PERKINS,161,165,1,177167004331,GERALDINE.PERKINS@sakilacustomer.org,97 Shimoga Avenue,GERALDINE,533
,1,Assam,64863,2006-02-14 22:04:36,MILLS,152,156,1,761379480249,ALICIA.MILLS@sakilacustomer.org,1963 Moscow Place,ALICIA,354
,1,Kurgan,26385,2006-02-14 22:04:37,GAITHER,376,381,1,96846695220,RANDY.GAITHER@sakilacustomer.org,1618 Olomouc Manor,RANDY,285
,2,Dhaka,64308,2006-02-14 22:04:37,WAGGONER,329,334,1,965273813662,FRANK.WAGGONER@sakilacustomer.org,1816 Bydgoszcz Loop,FRANK,234
,1,Oyo & Osun,22650,2006-02-14 22:04:37,LUCAS,286,291,1,558236142492,VELMA.LUCAS@sakilacustomer.org,1155 Liaocheng Place,VELMA,152
,1,Central,97960,2006-02-14 22:04:37,SCHULER,321,326,1,908029859266,KEVIN.SCHULER@sakilacustomer.org,470 Boksburg Street,KEVIN,81
,2,West Java,59550,2006-02-14 22:04:37,SPEAR,328,333,1,38158430589,JEFFREY.SPEAR@sakilacustomer.org,1860 Taguig Loop,JEFFREY,119
,1,Slaskie,75442,2006-02-14 22:04:37,BRINSON,380,385,1,821476736117,RUSSELL.BRINSON@sakilacustomer.org,1642 Charlotte Amalie Drive,RUSSELL,549
,2,Zanzibar West,94420,2006-02-14 22:04:36,ALVAREZ,220,224,1,706878974831,CHARLENE.ALVAREZ@sakilacustomer.org,1842 Luziânia Boulevard,CHARLENE,593
,2,Karnataka,81691,2006-02-14 22:04:36,MORALES,136,140,1,146497509724,ANITA.MORALES@sakilacustomer.org,788 Atšinsk Street,ANITA,211
,1,Pietari,8856,2006-02-14 22:04:37,BATES,295,300,1,816436065431,DAISY.BATES@sakilacustomer.org,661 Chisinau Lane,DAISY,274
,2,Hubei,87660,2006-02-14 22:04:36,LARSON,241,245,0,279979529227,HEIDI.LARSON@sakilacustomer.org,1103 Bilbays Parkway,HEIDI,578
,2,Hubei,35156,2006-02-14 22:04:37,TROUTMAN,514,520,1,288910576761,FRANKLIN.TROUTMAN@sakilacustomer.org,1778 Gijón Manor,FRANKLIN,594
,1,Gansu,59571,2006-02-14 22:04:36,BERRY,168,172,1,201705577290,REGINA.BERRY@sakilacustomer.org,475 Atšinsk Way,REGINA,240
,1,Andhra Pradesh,2738,2006-02-14 22:04:37,GOOCH,367,372,1,166898395731,ADAM.GOOCH@sakilacustomer.org,230 Urawa Drive,ADAM,8
,2,Minas Gerais,59686,2006-02-14 22:04:37,CABRAL,310,315,1,103602195112,DANIEL.CABRAL@sakilacustomer.org,543 Bergamo Avenue,DANIEL,215
,1,Copperbelt,55405,2006-02-14 22:04:37,LOVELACE,438,443,1,689681677428,BARRY.LOVELACE@sakilacustomer.org,1836 Korla Parkway,BARRY,272
,2,West Bengali,96203,2006-02-14 22:04:37,KRAUS,492,497,1,158399646978,LESTER.KRAUS@sakilacustomer.org,1013 Tabuk Boulevard,LESTER,261
,2,Mekka,74428,2006-02-14 22:04:36,EDWARDS,49,53,1,876295323994,JOYCE.EDWARDS@sakilacustomer.org,725 Isesaki Place,JOYCE,237
,2,Kursk,94878,2006-02-14 22:04:37,TROUT,311,316,1,688485191923,PAUL.TROUT@sakilacustomer.org,746 Joliet Lane,PAUL,286
,1,Ondo & Ekiti,21294,2006-02-14 22:04:36,FERGUSON,156,160,1,889538496300,BERTHA.FERGUSON@sakilacustomer.org,1367 Yantai Manor,BERTHA,381
,1,Ningxia,11839,2006-02-14 22:04:37,VU,484,489,1,508348602835,ROBERTO.VU@sakilacustomer.org,1297 Alvorada Parkway,ROBERTO,587
,1,Ishikawa,19151,2006-02-14 22:04:37,EMMONS,547,553,1,135407755975,KURT.EMMONS@sakilacustomer.org,1421 Quilmes Lane,KURT,260
,2,Skne ln,96109,2006-02-14 22:04:36,WARD,66,70,1,663449333709,JANICE.WARD@sakilacustomer.org,1150 Kimchon Manor,JANICE,321
,2,Okayama,94065,2006-02-14 22:04:36,SCOTT,34,38,1,708403338270,REBECCA.SCOTT@sakilacustomer.org,61 Tama Street,REBECCA,284
,2,Gelderland,11044,2006-02-14 22:04:36,KENNEDY,137,141,1,963369996279,RHONDA.KENNEDY@sakilacustomer.org,1749 Daxian Place,RHONDA,29
,2,Pays de la Loire,22853,2006-02-14 22:04:36,HUDSON,162,166,1,168476538960,LAUREN.HUDSON@sakilacustomer.org,1740 Le Mans Loop,LAUREN,297
,2,Drenthe,42123,2006-02-14 22:04:37,GILLETTE,474,479,1,131912793873,DUSTIN.GILLETTE@sakilacustomer.org,1854 Okara Boulevard,DUSTIN,158
,1,Kowloon and New Kowl,58124,2006-02-14 22:04:37,RODRIQUEZ,289,294,1,172262454487,VIOLET.RODRIQUEZ@sakilacustomer.org,1912 Allende Manor,VIOLET,279
,1,Noord-Brabant,43310,2006-02-14 22:04:36,RUIZ,184,188,1,302590383819,VIVIAN.RUIZ@sakilacustomer.org,741 Ambattur Manor,VIVIAN,438
,2,England,57380,2006-02-14 22:04:37,GRUBER,556,562,1,590764256785,ARMANDO.GRUBER@sakilacustomer.org,869 Shikarpur Way,ARMANDO,496
,1,Shandong,15819,2006-02-14 22:04:36,PORTER,129,133,1,509492324775,CARRIE.PORTER@sakilacustomer.org,1854 Tieli Street,CARRIE,302
,2,Oriental,94399,2006-02-14 22:04:36,CARTER,40,44,1,680768868518,AMANDA.CARTER@sakilacustomer.org,671 Graz Street,AMANDA,353
,1,Sulawesi Utara,61613,2006-02-14 22:04:36,RYAN,203,207,1,652218196731,TARA.RYAN@sakilacustomer.org,1688 Nador Lane,TARA,184
,2,Sumatera Selatan,51309,2006-02-14 22:04:37,TIRADO,542,548,1,784907335610,LONNIE.TIRADO@sakilacustomer.org,1658 Cumaná Loop,LONNIE,396
,1,Nebraska,67055,2006-02-14 22:04:36,RICHARDSON,63,67,1,491001136577,ASHLEY.RICHARDSON@sakilacustomer.org,1214 Hanoi Way,ASHLEY,306
,2,Apulia,86208,2006-02-14 22:04:37,OUTLAW,499,504,1,465897838272,MARC.OUTLAW@sakilacustomer.org,1 Valle de Santiago Avenue,MARC,93
,2,Battambang,32347,2006-02-14 22:04:37,NOE,516,522,1,448876499197,ELMER.NOE@sakilacustomer.org,1768 Udine Loop,ELMER,60
,2,Taka-Karpatia,14014,2006-02-14 22:04:36,HICKS,131,135,1,252265130067,MONICA.HICKS@sakilacustomer.org,1752 São Leopoldo Parkway,MONICA,345
,1,Rabat-Sal-Zammour-Z,37551,2006-02-14 22:04:36,RODRIGUEZ,22,26,1,161968374323,LAURA.RODRIGUEZ@sakilacustomer.org,28 Charlotte Amalie Street,LAURA,443
,2,Ontario,65630,2006-02-14 22:04:37,IRBY,410,415,1,615964523510,CURTIS.IRBY@sakilacustomer.org,432 Garden Grove Street,CURTIS,430
,1,Rostov-na-Donu,65387,2006-02-14 22:04:36,GREENE,191,195,1,812824036424,JEANETTE.GREENE@sakilacustomer.org,1077 San Felipe de Puerto Plata Place,JEANETTE,369
,1,Maharashtra,4085,2006-02-14 22:04:37,RHODES,297,302,1,510737228015,SHERRI.RHODES@sakilacustomer.org,922 Vila Velha Loop,SHERRI,9
,1,Utrecht,33711,2006-02-14 22:04:37,PULLEN,415,420,1,855290087237,GLENN.PULLEN@sakilacustomer.org,992 Klerksdorp Loop,GLENN,23
,2,Hidalgo,62703,2006-02-14 22:04:37,VANHORN,582,588,1,995527378381,ANDY.VANHORN@sakilacustomer.org,966 Asunción Way,ANDY,212
,1,Bern,41778,2006-02-14 22:04:36,KNIGHT,155,159,1,904253967161,GAIL.KNIGHT@sakilacustomer.org,185 Novi Sad Place,GAIL,72
,1,Southern Tagalog,6362,2006-02-14 22:04:37,LEONE,373,378,1,45554316010,LOUIS.LEONE@sakilacustomer.org,1191 Tandil Drive,LOUIS,523
,2,Southern Tagalog,81651,2006-02-14 22:04:37,HAVENS,522,528,1,236679267178,ARNOLD.HAVENS@sakilacustomer.org,1176 Southend-on-Sea Manor,ARNOLD,458
,2,Punjab,40509,2006-02-14 22:04:37,BUTTERFIELD,412,417,1,129953030512,ALLEN.BUTTERFIELD@sakilacustomer.org,791 Salinas Street,ALLEN,208
,1,al-Qalyubiya,4285,2006-02-14 22:04:36,BOYD,134,138,1,23712411567,EMMA.BOYD@sakilacustomer.org,765 Southampton Drive,EMMA,421
,2,,32716,2006-02-14 22:04:37,BOUDREAU,381,386,1,934352415130,BOBBY.BOUDREAU@sakilacustomer.org,1368 Maracaíbo Boulevard,BOBBY,493
,2,Sucre,10885,2006-02-14 22:04:36,FISHER,113,117,1,358178933857,CINDY.FISHER@sakilacustomer.org,1079 Tel Aviv-Jaffa Boulevard,CINDY,132
,2,Madhya Pradesh,7431,2006-02-14 22:04:37,FULTZ,356,361,1,650496654258,GERALD.FULTZ@sakilacustomer.org,45 Aparecida de Goiânia Place,GERALD,464
,2,West Bengali,58888,2006-02-14 22:04:37,YEE,413,418,1,480039662421,MARVIN.YEE@sakilacustomer.org,126 Acuña Parkway,MARVIN,71
,1,al-Sharqiya,72410,2006-02-14 22:04:37,ESTEP,417,422,1,214976066017,TRAVIS.ESTEP@sakilacustomer.org,289 Santo André Manor,TRAVIS,16
,2,Tartumaa,88306,2006-02-14 22:04:37,HIDALGO,444,449,1,237368926031,MARCUS.HIDALGO@sakilacustomer.org,1289 Belém Boulevard,MARCUS,530
,2,Mie,88408,2006-02-14 22:04:37,WAUGH,531,537,1,427274926505,JAMIE.WAUGH@sakilacustomer.org,958 Sagamihara Lane,JAMIE,287
,1,Kalmykia,81766,2006-02-14 22:04:36,THOMPSON,17,21,1,407752414682,DONNA.THOMPSON@sakilacustomer.org,270 Toulon Boulevard,DONNA,156
,1,Tokat,52196,2006-02-14 22:04:37,MENA,566,572,1,525518075499,CASEY.MENA@sakilacustomer.org,539 Hami Way,CASEY,538
,2,Illinois,83183,2006-02-14 22:04:37,GAVIN,457,462,1,924663855568,BILL.GAVIN@sakilacustomer.org,1485 Bratislava Place,BILL,435
