prospect_CreditRating,prospect_MiddleInitial,prospect_State,prospect_Country,prospect_NumberCreditCards,prospect_PostalCode,prospect_Employer,prospect_NetWorth,prospect_LastName,prospect_AddressLine2,prospect_Age,prospect_Income,prospect_NumberCars,prospect_FirstName,prospect_MaritalStatus,prospect_AddressLine1,prospect_OwnOrRentFlag,prospect_AgencyID,prospect_Phone,prospect_Gender,prospect_NumberChildren,prospect_City
,,Saskatchewan,United States of America,3.0,NCEVKLQEEWTA,Interstate Bakeries,490443.0,dgcnbxfhc,Pwoqgijlzahvpurlbritojbvkbutklkqzqcmkdbfmiietjwzrnlvidtlm,72.0,210038.0,5.0,Zaijioc,M,Yrqckbldfgvltnlgolmyhnzpnfmxikgw,O,dgc7511,,m,1.0,Greensboro
318.0,,NE,Canada,9.0,DODDIDDHXS,eBay,3348923.0,lqlslgqsvyfxqnzuwbfg,Iinkxrxklkharzvfpxjfrjcroifismcmfflodyhnvmwkd,40.0,307402.0,4.0,Mdwdjpdfmbqjaygkfqzqx,M,Holvjtknyhtkcrtbmlauvemcsydtddtyzbkqkxbfvkvmxl,O,lql7512,1-268-630-3843,,5.0,Concord
613.0,,AR,United States of America,4.0,Oqnzttrldq,Boise,331799.0,Wskjvrujdwku,ucxdpiwilpxxhv,8.0,,4.0,Ccbccgvldfvoqtzestvkwunn,D,Dxcosbkqxcjncocxwfvvxjhsziskesknggmeombegfbh,R,Wsk7513,1-915-548-9541,m,1.0,Colorado Springs
786.0,v,IL,,4.0,Lwbawk,MDU Resources Group,1167013.0,Ffshsiomkzjonhxjhunfsao,Hpbjtamxhnwkvsqztgimdbwvmosjmmfihd,10.0,432425.0,4.0,nyakrhdyxravdnhgbtol,U,,R,Ffs7514,1-536-880-0961,,1.0,Mobile
,F,VA,United States of America,10.0,Ppsrzjdtg,Freescale Semiconductor,3960216.0,Kvvverfkpazpzzkrqniixrhnw,,24.0,122041.0,0.0,NDNBTVCLKSC,U,nhqyivscmwnpvrfjhyqgyauxmhgktbbppsfjnvrwvqdcqzcanltobsfnatgeamwyle,O,Kvv7515,1-494-335-6022,,3.0,Thousand Oaks
623.0,G,ID,United States of America,5.0,,Superior Energy Services,242246.0,mpzqnwnrmaozfsstcqtrc,YFCOXMEKQFSICJTOBETBUBPKUDIUQVDPJYWFXAVABUQMRQTXCSIQYOGTFIYPUPVSXXADTJO,18.0,302205.0,1.0,Zmstbluqkipzaojfsomtbdddguq,M,,O,mpz7516,1-814-158-3550,f,4.0,Rochester
845.0,s,TX,United States of America,1.0,,Monsanto,1217660.0,Jhcbaxyzijphmmvpampdgvgisnab,Havgczldcpfmwfzj,79.0,367555.0,1.0,dpqgvuaoijmkxsesvililpxcrwqe,S,RGFLBNRPCCBOCIMBJAIQCHREEDWSLNITTIXMQMMIREOAEMJSWFGPLLAOOTDNSZZGAEQJWFUFQH,O,Jhc7517,1-420-580-0795,F,1.0,Garden Grove
645.0,l,New Brunswick,United States of America,7.0,Rxdsunq,Newfield Exploration,1229655.0,dbqcukoddoiwg,UADMGPXZXZKJOZGCTJVZZHHHCOBQIJZQFD,36.0,106025.0,4.0,IHUGYGSRDWILVOFBAKUR,M,rpikmvtgwsrsoehxgmxwypaueiaheabrf,U,dbq7518,1-924-305-1666,M,5.0,Tampa
495.0,,Alberta,Canada,1.0,JXHVEEOU,Loews,1157831.0,Xchoxlbkffuvox,Aihuhaekefhupioebmmkujzxhedjppgqwziufyshbxm,21.0,106690.0,2.0,aefotdcronamhkzsfpvifmobgchmsp,W,Dcxnszigsmeoffgkyuyzouumjszfxlmjdizusqzswzmocjqebjedovmpqu,O,Xch7519,1-450-082-2122,m,2.0,Fullerton
371.0,Z,PA,Canada,8.0,XHJQCDPOO,Apache,,oirfujtvl,GAZSZNVUREMYJPZYADQXQFRKYAYDOISFILUQLJRQPYMVKLCMSNIWDJOCWOFLR,4.0,29373.0,2.0,jdeyqkerjerjpht,M,Baiiogufdtxuzztaankuouulonjuthcvhxsmccuomeklooce,O,oir7520,1-573-009-1404,m,2.0,Washington
462.0,O,Nova Scotia,United States of America,1.0,rapkjpmvp,Robert Half International,,Fqbovz,Mkpdderskkspapuynryulgprdetulhtjeoihkyczssseahmypmsnuqrc,72.0,168189.0,2.0,Lwihnxoihqqrvjydsijd,S,Pozalthzwjbiezusbjdhneowvdocaqwhiqgtjoeciuatrukalsmcrjd,R,Fqb7521,1-603-897-9894,M,3.0,Norfolk
375.0,,RI,United States of America,7.0,Slskxm,Viacom,3467922.0,qextfjyytqwbmdrlykbfnhvqrmota,Rirmrpvlknyho,1.0,264756.0,,nmnervucuk,S,Dmyivtczopuqajpnjqvvgbhxynvduub,U,qex7522,1-947-161-6502,,,Sydney
516.0,,OR,Canada,10.0,FXHXLG,Robert Half International,46859.0,Hpiedhvkedqqdxsoedt,Nqjcckjpytftvzjocrqogpcmnwedqjyyrmogguvhltqigpvmpxhubkndabngfncxuiimipvqphah,98.0,44480.0,1.0,hgjkxxbf,S,Sathursvnxpzkodbtmwvlolitgiqccvjmcwvjhxmxiksdbpxekwlruhizivshqaghvknzyc,U,Hpi7523,1-586-826-9847,,2.0,Winnipeg
703.0,,CA,Canada,,ovlziicdezok,CSX,2937668.0,Fjdafgbcrml,Zninbcspznzjebjwgacwmbbfauishphlmeeeqfiepmcyitmqqslybvwpvcegdydu,35.0,87207.0,1.0,Zangtryzlhmxo,,Esuycdxsjfbrqbtluspxsehk,R,Fjd7524,1-217-243-2668,,5.0,Wilmington
734.0,,MO,United States of America,7.0,jsxcpvao,Country Financial Services,2388613.0,Cgtcmbl,Rpzwirgfyiw,99.0,238434.0,4.0,FFJGEQD,W,AAKKBLHRKJVXTVACUQHEGNOWXKGEVRT,O,Cgt7525,1-857-211-5728,,2.0,El Monte
469.0,,Prince Edward Island,United States of America,4.0,Ykerbceq,Procter & Gamble,3116283.0,Lwxudfgcqawccntqaucdaeym,Purkujuxneqrcbfjdbsdifxxzlggdjpyacbyftzaaklcorpswlhowlnhtnb,49.0,,0.0,Pdcxrihnl,M,oxrxowbcfhbizsvbjjsrkewykeughmnwmzjixsuivfwva,U,Lwx7526,1-089-966-6281,M,2.0,Sterling Heights
595.0,,Quebec,United States of America,2.0,VVMSNWEBT,Ingles Markets,2671950.0,epyxtfsrijhddstgaxkbgmlayjtk,Zzhfkhlfkpqslmxcwhjcrxnajovgogoaffeoteagwewkptqwgqwbvrvndaakkcifzoetlbka,72.0,391354.0,3.0,Zckhcacwaelzutaodqalxyjrkh,S,vnyndcximwxhecv,O,epy7527,,,0.0,Pembroke Pines
410.0,M,KS,United States of America,1.0,bibueqwbejem,Forest Laboratories,3899593.0,Affcha,Acdrcqabtcdgmgl,41.0,419165.0,3.0,sqrosgqnpifxjx,U,sjzqdcwqhttuwckkxvgdspajysnblgfjgiyydyrof,O,Aff7528,1-231-342-6874,m,0.0,Philadelphia
475.0,S,NV,Canada,10.0,gehpynlk,Dentsply International,2537332.0,mfcestd,Bahndgtlqyafcqwtjhoernwtgocuhsgrhovhsegbmwdlyzbfrnlv,54.0,396509.0,3.0,Erqzkkllazeobgthnmgsbtj,W,,O,mfc7529,,,2.0,Glendale
,S,TN,United States of America,2.0,Piwlxtg,RadioShack,733236.0,Slfbmvc,ikkajewgvilzcwqbyanbownxssvmccjbqchnemhttpdspyp,11.0,145161.0,0.0,Lcziayaozecoqqluasolkmmcldm,,GVSBHGBDDVJFNNOZNNPJWCOI,R,Slf7530,1-602-637-1838,,2.0,El Monte
519.0,,WY,United States of America,3.0,Ujlshmosjkid,Century Aluminum,,Cxuousxqyrfgjvpvuopyfguqva,Wblpiuzbjoibqlodlednoksegkjczmjreokvvatqkkngpylavaglfctdw,0.0,263206.0,2.0,Gcnczmuxviqaxtsdzmzhtro,W,Atzlinujhplocihkjvezvlpfgrrybnamouvdikjna,O,Cxu7531,1-003-982-8627,,5.0,Warwick
841.0,F,British Columbia,United States of America,5.0,cwburwnupuj,,3397276.0,GZOPDOKHJAJYSDFLOFVZMBVAHOKC,Rvkghtzjwsaiovxljurbnpwizttyrmhlfwdhlncca,27.0,190371.0,3.0,Rsoobsqytvjycob,D,BIQIOQOHLQSTBRUFOI,U,GZO7532,1-136-358-6852,,3.0,Milwaukee
540.0,A,LA,United States of America,6.0,CNEZMHTKIAEV,FPL Group,2444257.0,DRWTVTDSG,RUWAYGWKFXAGQZBYRVUGGDPZRTDECHQOMAVILHPAXYSESJMBBLBPFCDUICKUXCAAKLNOFIX,95.0,203968.0,3.0,Pjvadgt,U,Llfaqkbemnoy,O,DRW7533,1-123-528-2965,,1.0,Phoenix
540.0,N,HI,United States of America,10.0,kixvppuqtd,Lockheed Martin,71520.0,setksinlvlrjwnfu,Rrtbpdznkfogtppnsueqxwchhvupvxearkwlaafqtagtccoryylzdpzwrre,35.0,428323.0,1.0,GUBKOKITTSKVYM,U,zwgrnwhxvusgkvueiielqzidnstoaqltuigftcyrqkcuquanepjiliagtqkwjqiozxzx,R,set7534,1-136-565-2501,f,3.0,Anchorage
,,NY,United States of America,6.0,jrhynxfi,Sanmina-SCI,1911091.0,Pyoixliri,Nrmtyquwcfjecduszffruqyerxzfnedhfpqeaxemkbcmtzxrzhtyrurf,96.0,159980.0,4.0,NDIVVVBOQBDHPTNVKBVCBEIUSNBIZU,M,Znocudhaahssenzuileezlvwcpqtxslrtxdjffjgyauodhhswyydopvxfebhjququbihrdxa,O,Pyo7535,1-317-986-1984,,1.0,Madison
424.0,,TX,Canada,6.0,dnhtjyu,Iron Mountain,988775.0,FSHWGIKPYLTPSBKMFGDAPUHKFTQSOQ,Pfhnpyrpjsalubosyapounfypchnihuddngommcnsueq,96.0,266852.0,0.0,Kuteauo,W,elziqiolbqswwrxbeuskfibanpfkbhhrivuqjjjrvlnmopcfoedpsgupskjfbkk,O,FSH7536,1-265-603-1262,M,0.0,Fontana
623.0,,AZ,United States of America,2.0,YKOVOTYB,OfficeMax,3919363.0,Tdxyljuxporjhdumcvfmv,Unwsbeiwniraokeimaaqgucfssakgswxqsvaqwlmpkyjycdfefwrm,49.0,206973.0,5.0,Hkfofpndygljbeo,M,,R,Tdx7537,,,5.0,Charlotte
792.0,O,ME,Canada,4.0,WNNMWJ,AMR,428918.0,Sbnxcsrozzcufdoyvckpplofysx,XHQNMCEJKXOQYVSZVESLKC,,258221.0,5.0,Kengxgsu,S,atydogjpqphuwhegtbukkqiaeakrtrn,O,Sbn7538,1-156-668-6882,,1.0,Richmond
718.0,C,NH,United States of America,6.0,Oktkljv,Kohl's,58134.0,Piqizouhxiw,oiahifvwkwamorcniuglindihirzlwgmmiyhtfjstwxtwsllagfdxdeyvswv,27.0,428508.0,4.0,Plywuoa,S,Hlotorcbtobuceb,O,Piq7539,1-164-648-3203,f,4.0,Santa Clarita
401.0,,KY,,6.0,,Cigna,3703767.0,IXDSKQTZHJGNVZHBKKOYZOPMYLJPYC,Toumjfbsumpgfuskpydjeibaxi,98.0,,4.0,zfcwsxpjzyqelkxg,M,gsrdigbqfwrahybxrtm,O,IXD7540,1-839-795-1027,M,0.0,Yellow Knife
557.0,,Prince Edward Island,United States of America,2.0,GXFLSISZUY,West,433859.0,wsnjomkxbtybfnmtcjhvmblfwamnwd,Wvauhtyvksyytnhclkdonvxrkrlafsiewsqkmnhqwggkzfcdzhuathzdbx,,58953.0,4.0,Yxvczhqjwgnhowiu,M,Coscogvzwodkdajhxnrqmrjqxiaknmygvhpe,R,wsn7541,1-958-412-4252,,5.0,Oxnard
393.0,A,British Columbia,United States of America,7.0,gzexcrngivl,Monsanto,3002044.0,Jkpmtcj,Eqmygcxijmgawhtpqdujtsonetcpobmyzxwgofxefsuosvxanmprjgnksatbjdgkpdcdsdnem,56.0,409682.0,5.0,Grkknjyfgbhtyrhxzeaoeoyirwfa,W,qurznxuiovpxwpivddydiaghhcwdmflzhwciipvaovelvwfpmkpjs,O,Jkp7542,1-392-335-1020,M,5.0,Huntington Beach
557.0,,CT,United States of America,10.0,yzoikhwrd,Reliant Energy,1124168.0,CCFFVCOHCLUUXZIQTCFCUHEYN,Pmoymlejwidgbbykomyvmjwymwejrygsfxligdlfwlzpnnledoomveftohwr,94.0,340191.0,2.0,Vfrdst,M,,,CCF7543,1-912-050-7605,M,4.0,Durham
465.0,,WA,United States of America,5.0,Gdbktega,Idearc,2081541.0,yljvuglvt,Msanyqaxwwzhwbwkzjqnzjjxzrzjxzaeoszfzolqsglgjh,98.0,238216.0,4.0,Hqcswumjvwbemosmy,U,RELJYREDKQEKGOORBLRKOUIC,O,ylj7544,1-075-551-9919,,5.0,Naperville
,V,ND,Canada,6.0,Kdcqzpvf,Neiman Marcus,1897076.0,ZBBXAWVJAAL,hkyochorqgtokxgozmoncalaaiw,8.0,113171.0,0.0,Ectbhkmbvwkwdbn,M,Wrygjlskxmkivztjbmtjvfbvihenmhwtllhduhmgtkqtzfanadnoereerqlbekgfoyblrstsnrkr,O,ZBB7545,1-013-611-2674,F,1.0,Albuquerque
485.0,,ID,United States of America,10.0,Tbwgwtmgcu,O'Reilly Automotive,235172.0,fqekemquvstw,Datdnghoiymltcayulgkgxywi,90.0,234797.0,5.0,Bdbgqpllbnrmiirpct,W,Yewxbqpnfgh,,fqe7546,1-656-865-7544,m,,Newark
303.0,,Quebec,United States of America,2.0,Mwmfs,Cliffs Natural Resources,639573.0,Wpwhilrlzng,NSZUOXSAHAQLSGYVDSNBNSQBCWHESEFJFUFMMZLEKXZHSZAJNODREZPGNHTMFBRV,34.0,225322.0,4.0,Ftszluaxcsoxdfbmdd,M,Bqlmkwlegamnrwsjroeagidzsvulscedtlmkbngoaax,,Wpw7547,1-879-870-7379,,2.0,Miami
846.0,,ID,Canada,4.0,goelqgcts,Health Management Associates,2667082.0,vpzxgcwljllsq,,25.0,192689.0,1.0,Qrdnpjquwnixfocqhsrlkcxmelwijl,W,ZWRPOZPZEWIWCZAQLSPRTLWGIYKJDXHYHEAKZRWYARNKZBYQLQDIDEBNSGEARGERSLEY,O,vpz7548,1-366-625-9813,,2.0,London
621.0,,AL,Canada,1.0,ucwygjzs,Chevron,2598634.0,Yfzmtcvxc,,50.0,348685.0,5.0,Kkiolpmrgzmnjanqc,,VDBAVRMWFYBDZUILPKFXIVIYGFUU,O,Yfz7549,1-359-462-7089,,4.0,Worcester
331.0,,UT,United States of America,,fjlfqftwg,Exide Technologies,1074671.0,douvwdwiwrxoivzaojazinrhswjv,,85.0,401229.0,3.0,unzegilpp,D,Kzlkcchbfcabnbajwaoxdndbhoyzdboubvbjf,O,dou7550,,,4.0,Jacksonville
401.0,,MS,United States of America,9.0,Tocujgaiaq,Convergys,2272997.0,FDJOVRSOCWEIKZ,HLOJHZJWUXABGARNAABHGKSPRTSMXFEGJQLZBASFMOOMEJAIWUDLITCCGCTJFDCOD,60.0,38597.0,5.0,xetqkitwlh,M,hfuyqlsmbesrylepu,R,FDJ7551,1-153-396-8333,M,4.0,Nashua
644.0,,AK,United States of America,0.0,kurjmmgixxfd,Dominion Resources,702000.0,ufutrfkevxnbupjcetrpltw,Duisjsopcacwllrstuypvsbbsvkdatbgbuhcrhcbyzbfpde,95.0,,2.0,TWRRGULRYKYUWZYBQQFMIFFKVK,S,Arrfoheemxhniocfxbsldznwtzgxybozxvqgxeeabgdfvtgaltiqncicaaanvqketikpvlp,R,ufu7552,1-144-623-1308,,2.0,Newport News
769.0,H,VT,United States of America,5.0,cnsavindoi,Sentry Insurance Group,1289800.0,bbgzmquoeecumw,NBSHKLXYVUUWXEQSGXR,8.0,161204.0,4.0,Yqfljvgkfucafpjpamdtcppiipc,M,qgjnvpwvmgsqzcanzncon,R,bbg7553,1-269-220-8046,m,1.0,Corona
481.0,v,LA,,2.0,MQBSAUVQRPYE,Cintas,1007390.0,Znkkdbkvxcxeuackyodqlkpl,jaxpxxcjpqnmhujzeryywtaqfibrvjuuhgihamgeozylueonpssxppzubaiszvrsdnli,31.0,202650.0,3.0,mjeasoritwctufyojamzbeeoo,M,HNBGLUDIOAJRCCIXGDUQOO,O,Znk7554,1-052-524-0130,f,4.0,Lincoln
732.0,T,CT,Canada,7.0,vadbnvz,Medtronic,124290.0,CGQARHBXCVHPTYDGVVPVLJYBJFYZD,Fybefboxxpctrjbukylnapoyrwblhkedslpgmv,51.0,,1.0,Udxaujgiratgthwkvdibgvwfo,U,FXNNYVMUEABMMBVJTCJNKOPOQJRSVWCTRRENECLSUXOYXWKWSLSVATTVQEDUAAOXXHBAKLULKV,O,CGQ7555,1-335-871-6660,F,2.0,Toronto
802.0,,UT,United States of America,2.0,Ljurvnigr,Pride International,1820002.0,addxtssyhezwro,Jwnmnrgaorhevoeuouzzflzrqbvbepxshkroqtsatorgyq,24.0,492433.0,4.0,GHFUKZPOKMXWZF,M,dnlleihfh,O,add7556,1-637-394-8083,,4.0,Fayetteville
329.0,J,IN,Canada,5.0,BQDMQVFTNBRJ,A. Schulman,2200347.0,Anwyusqezrjppzkaevffwljm,oirwzdfgqxansutunbvjetsjmwaporydypbmkytmkxtudhykhlfxwyfienshpga,78.0,344858.0,2.0,ybtkiifyhbgchnuctnhnqspk,M,ucbvdfcgnxmvrktknuearqllkshkgtnjufrbxommluggfvbcudhelcuvfkrwpm,O,Anw7557,1-706-795-4208,,4.0,Charlotte
839.0,,WI,United States of America,0.0,jkcul,Oneok,3669569.0,Hvtanebvipbdd,nqcozjievwzk,56.0,197290.0,5.0,Fhkymmgjsbmpduuffgavhfcxm,W,Wsjaujjdexc,R,Hvt7558,1-622-347-5699,m,0.0,Tulsa
539.0,d,WA,United States of America,,Nelny,Danaher,2140537.0,Yqjaammjlhgpw,IPHMQTVCTWHKZTTEXVGBZIMXKQPRTMOMQGMKULQYVFKMJIXBYCFJ,50.0,283654.0,2.0,DEZDTMSMWKALBRPALCFIME,U,Ojberg,,Yqj7559,1-042-017-9368,,,Winston-Salem
561.0,,LA,United States of America,4.0,Qsggz,Del Monte Foods,3258909.0,Ztnstwpjxatqveppicohpzilnn,ykqmdxnjptruzfrtrxuzliegrjoukbbngeivjuyo,52.0,317423.0,4.0,phoxfeiqoldgmnojmzunmargkla,M,Gymyluukzsxfncpevivrqfybwototaounlrhizwgugosixcopw,R,Ztn7560,1-829-935-5979,F,5.0,Thousand Oaks
814.0,,VT,United States of America,2.0,Drofa,American Electric Power,1825422.0,bnizllrrofn,Lfrjkyblujmbxigmylpsxieswspmei,14.0,399126.0,4.0,Upuabfflh,W,Gbpnduuvkinefxmgpizlelvlfojeyjyuocqmonxuvcgerggsxzwuvvno,O,bni7561,1-076-726-5283,F,5.0,Lubbock
305.0,,CT,United States of America,7.0,Ssovhtmt,TJX,1845263.0,swxorhmdydwbrtdqxroghsddlpbdgi,Fjqtbijoqcwhabljushhschaxdqtzjhbxfgnrhg,29.0,398180.0,5.0,owagfolbfwjzeg,M,Xwtkpxqgohxwxnv,R,swx7562,,,0.0,Winnipeg
457.0,P,RI,United States of America,4.0,Tnprhljfrlj,Philip Morris International,1463114.0,DSARTXPZSEHCGWQAOUVTVZKGQYYNJO,Kteeeexlhuihtzqagxidvmwnyjrhkquamdymfabfshjeciqttmtpxskqoaqdlcikisbcxgenkmvlbi,50.0,,2.0,Qdmppehqxloc,S,Qpvmtkxxfef,O,DSA7563,1-284-129-5920,f,4.0,Laredo
349.0,,SC,United States of America,8.0,Bkxujhonjgjk,Cincinnati Financial,2354683.0,BXZUTWBUFSGPPXKR,Syzekstuevpshdzfvcjodcagverxpkwlrufknrwclcbaejmemrylewqmwkcnjdofdjjro,67.0,485429.0,4.0,jqbetxkci,U,QCKNHEBVPAYKHMOPSSPZKIKSDWWPRMYXHLFZTNJDTQJTAKHJKHHE,O,BXZ7564,1-128-308-8886,,1.0,Overland Park
590.0,,British Columbia,United States of America,0.0,mrjrjhgnwcdu,Stryker,436677.0,pczqycbwefse,Plirpkclrgfnwowuockevefnpxkpcsofgaqjyipndgjpvskjoqjq,22.0,118018.0,2.0,Wsmywgbvwspgdwhmdxsqjwqb,M,KRYAIAJGKHBKXBLC,O,pcz7565,1-145-469-5971,,0.0,Calgary
533.0,,CO,United States of America,0.0,Yusezkfgs,Kansas City Southern,2383335.0,Zqaknviqngvemehvpzrcgkcvre,PGJMEIGJJJOIUBDZWSAYZUBZDNHYRZYNIQKMPYSEBTHYHMRXMTUONNZEJXXRT,20.0,309693.0,5.0,ocgwi,U,,O,Zqa7566,1-727-684-7767,m,4.0,Peoria
686.0,z,TN,Canada,9.0,RKXTQAO,IDT,2574739.0,Htltlfnvjctvvdvulpkhcbyfi,IBQIDE,75.0,90718.0,4.0,Pcotdnngmurhkcd,W,Kpgnmsuwrwuphtexdknakkztipvgdpooqttpuokyovcgkccrrj,O,Htl7567,1-776-201-2472,,0.0,Durham
582.0,L,CA,United States of America,10.0,UBQSATXZO,Vornado Realty Trust,1596838.0,afwafvxxdr,TWGMPVQQVGNHMQHBATGNIWESBBIIBLSZQJGKHMWYBLXEFLIUDYMUKQKTJHQBHMQEUHRIAFWAXGHEMK,60.0,280645.0,2.0,bvcosqzcleknjzvkygbawlc,U,VBDCWYVK,O,afw7568,1-767-942-1278,F,0.0,Pueblo
807.0,,WY,United States of America,0.0,BHRNWQLFVFA,Dollar General,591965.0,Wnakgzhqfhtavtvegjtdmdosnjr,Lrebujnrg,,231559.0,,ECLENELTSXGTNWOP,S,VQEHPIQXPUYXNLHHXGIYHXLRFCWGMRYRLPLFZTXGFODCJTXACZKXEORRBTQZ,O,Wna7569,1-723-062-7266,,4.0,Las Cruces
819.0,,SD,United States of America,3.0,Ktmzav,Safeway,3071440.0,Mlheqxaigtvjaynkffyqkpu,sajoxoumuinhbxrvfxfjsbgsovpttpxgqpzmwqfuokjfisqrh,48.0,36898.0,3.0,Xdwexmrjat,S,Xlvxhmrfmptwhtykwdsopeybpnrsfmisbjvhwtxfipsdvyvrpefmswpatoflelensx,O,Mlh7570,,,5.0,Chula Vista
311.0,,British Columbia,United States of America,5.0,Nfpchgfj,Apache,2683081.0,Gorjnqxjtefmomsbmtnogaerx,LCMZKYZFSDMYWBUXWFKZFVTCVWQTBUPLEQTDYFBMMYCXU,91.0,396786.0,2.0,xjwnvwdryqpcehelwzfhkkiuus,M,Gwxymofcy,R,Gor7571,1-145-314-0862,,0.0,San Diego
734.0,,NJ,United States of America,3.0,Wuywecohosfi,Lowe's,3850483.0,ENXOMNHFVPYQSABETPUEKRKCL,Hxutrprq,98.0,344365.0,2.0,RNBABCYAFMQPBOHXNUXMXNU,U,Qynjnmfgwxpmrw,O,ENX7572,1-735-104-7772,f,5.0,Chicago
432.0,,AK,United States of America,1.0,tibxlojrqiha,Lithia Motors,1870617.0,fgrdzzudzmwlluff,TBNJAUXZROMGQKLALIZLLPXFRECDDTY,51.0,1205.0,4.0,Eyrtrqkljywvbcice,W,Eoklokmwgjppbvcwbbnsbcungyjwnimpcgxnazsuwtfvbfgujt,O,fgr7573,,,1.0,Worcester
394.0,a,OH,United States of America,3.0,ogmes,CH2M Hill,1249534.0,Yshzkx,JRHXPUUHAFHDPF,22.0,276666.0,5.0,Opybrukftspofebjmspkjsgtobzsp,S,SPUYQTWXPFSCUVORCIJOZDQKSPIRMHNOBLIGQIQAXVXJODRLYJSYVK,O,Ysh7574,1-518-116-1411,m,0.0,Honolulu
