AgencyID,Income,MaritalStatus,MiddleInitial,NumberChildren,Employer,NetWorth,AddressLine1,CreditRating,NumberCreditCards,Country,LastName,FirstName,Gender,AddressLine2,PostalCode
pom10i,10443.0,,,2.0,Aefil7atedxomputerSrrvic2s,811206.0,2u47SINCkAIRLwNE,1059.0,7.0,UnitexStatesofAks4ica,pomerleau,Sarajane,,,T5b 1t6
cuc1p9,293849.0,M,K,2.0,ValassisComjinicatulns,1197393.0,u622BROWNWAh9ARK,1223.0,7.0,hnitedS5aresofAmeruca,cucuzzella,Geoffrey,F,,23298
SUGq10,568109.0,S,Z,4.0,,1126011.0,18049vREENgORTH,845.0,2.0,Unitedetatezofsmerida,SUGARMAN,loralyn,q,,32803
Pep1w1,634170.0,M,,1.0,SmitjfieldFlode,2259866.0,18994counyryb9ulevsrs,598.0,,Canadw,Pepe,andrei,,,64122
Cha111,218015.0,S,,,,1326591.0,16p63ashlxndroae,777.0,,UmiyedStwtesocAmerica,Chandrashekar,javad,f,SUITE 7,T6b 1h2
SEo113,51969.0,U,U,3.0,6Dwmeritrade,447644.0,19409mcfarlinboeth,692.0,10.0,7niterStates8bAmerica,SEIFERS,Karna,m,Apt. 971,22222
GAR11r,526482.0,S,S,0.0,Comerkca,1959740.0,2e54vliffbrookeest,693.0,7.0,Canaxa,GARTLEY,Jocelyn,F,,T6a 1d2
Touw15,200599.0,W,,4.0,St33lDynamics,2257522.0,w586rsttandwest,888.0,2.0,UnitedSfatdwofAkerica,Touchette,Elvera,M,,v5d 1n9
lur116,330844.0,S,V,1.0,Cocas9laEntwrprises,,13776sas5bouoevard,621.0,0.0,Uni4edStatszofAmsrica,Kurdziel,Nessy,M,,23321
ter117,505388.0,U,,1.0,NrwsCorp,1447709.0,w057pWEIaMANNLOWER,761.0,6.0,Canzda,Herod,lona,,,90505
MCV1q8,422612.0,M,P,3.0,,2391647.0,15278walnuthullrkar,971.0,3.0,UnitewStxtesofwmedica,MCVICAR,RHEA,,,19066
LAB11i,167580.0,M,,1.0,xtaterhrodHoldings,195108.0,23007dAKfFORES4WAY,611.0,7.0,Csnada,LABFIVE,Josefa,F,,v6s 1r3
but1e0,153962.0,U,,3.0,BoggWarne4,1774702.0,90o8rivaswa7,775.0,6.0,UnitedStwfec9fAmerica,butta,alikee,,,78769
Pro12q,453557.0,M,,3.0,CBRivjarxEllisGroup,122874.0,18798ullricggosd,681.0,5.0,Unitedztatexofzmericq,Projects,dolorita,m,,53769
Irc112,461744.0,D,,0.0,ZijmerHolsings,371575.0,17517HULENiOWdR,903.0,6.0,in7tedStatexofAmeriva,Irc,Marilyn,,,H7E 1U6
Ziv133,615577.0,,G,5.0,MohawkIndkstdifs,,12474d0ddlane,861.0,12.0,Camada,Zivkovic,robertson,,,e7o 1k1
simq24,344746.0,U,H,1.0,BerkchireHzthawau,1694722.0,93y5woods0uth,721.0,9.0,8nitedStatezifAnerica,simser,Ilsa,,,90374
kei126,98628.0,S,I,4.0,Saks,1789366.0,30479wuxeavenue,923.0,12.0,Unit2dStates9fAnerics,keifer,Pen,,,63169
arf126,,W,P,2.0,Gardnerv4nver,599536.0,19918ROGddShORTH,959.0,0.0,Un7tesStates8fAmerixa,arvin,AUBRETTE,f,,16515
Pra1q7,46625.0,M,,1.0,Hssbro,1700888.0,918tcoffeylowrr,847.0,6.0,6ni5edStateskfAmerkca,Praeuner,Cole,F,,85309
lhe128,,M,C,3.0,CBS,3011732.0,29q9northcr3scrnt,1100.0,5.0,UnitedetxtesofAmerlcz,lue,liva,m,,92158
Prz1q9,540012.0,S,,1.0,Synnea,1657832.0,1640tqueenctreet,876.0,4.0,UnitexetatesifAmerlca,Przybycien,Ayaz,f,,33152
pen1e0,125689.0,W,J,4.0,B4lden,1035698.0,1619g3renspointrosd,1127.0,7.0,Unitedzta6esofAm4ruca,penn,YETTY,f,,83729
Gua1e1,38002.0,S,S,3.0,Broadcim,2073231.0,314772ARRENPA3K,800.0,3.0,UnitddSta6eeofAmwrica,Guay,Mary-michelle,,,B8b 1z6
bge132,384381.0,M,,5.0,RsynolssAmerixan,656147.0,6503ROBB8NSSTdrET,482.0,10.0,Canzda,brennand,agretha,F,,53717
xav133,308787.0,S,X,3.0,ssllsFargo,1506621.0,wo58GLENLOCHfOULEVwRD,642.0,2.0,UnitedSyatraofAmericz,Savanh,LOTTY,f,,t5c 1w7
ABf134,209282.0,M,Z,2.0,RetxilVegtures,,136e0efhrisgelower,1033.0,5.0,UmitedStatesofwk4rica,ABBATANTUONO,Kassey,,,37245
OP235,148756.0,S,N,2.0,ATT,1009123.0,3981inper8allowsr,879.0,7.0,8nitedStatesofAmrt7ca,OP,Adria,M,,94401
Mfr136,589028.0,W,,4.0,1yjnResorts,310366.0,1321o3rddfive,1235.0,8.0,Canwda,Mersinger,audivox,,,B8a 1y3
rut1w7,806852.0,S,,3.0,Eastmanioeak,877571.0,9297THROfKMORTOmzO7TH,776.0,7.0,UnitedS6zgesofAmsrica,rutt,SUE,F,,t6b 1k2
bem1w8,349416.0,U,I,4.0,Arwmark,1387345.0,8p35YOUNGUPP4R,667.0,,UniteddfstesofAjerica,bemis,Lorenza,,,85306
Pen1r9,369438.0,M,,1.0,ENxCOInternst8onal,462709.0,3897RUrvERSPARK,,,UnutedStat3sofzmer9ca,Pennington,Enzo,,,V6R 1R7
torq40,360272.0,W,Y,1.0,AuhpkwnersInsurance,41027.0,o285ramarimdcresc4nt,923.0,13.0,Uni5edStateqofwmericz,torok,claudina,M,,68513
laww41,67052.0,U,L,4.0,Bemiw,1565565.0,20p25routhcredcdnt,,9.0,Unit3dStatrsofAm2ricq,lawlis,Otha,m,,v6n 1v9
Bfe142,175618.0,U,D,4.0,SecjrianFinanfialGr98p,1153093.0,4144LAjEPAgKpANE,1013.0,11.0,UnitscStztesofAmerics,Beebe,Rodie,m,Suite 397,83702
sch153,451853.0,U,,3.0,FordMotoe,1149812.0,336rsakowitzkane,914.0,1.0,UnitedS6ates8fAmdr7ca,schlange,DULCE,m,,80125
Wi4144,14212.0,S,,3.0,C0nAgraFo9ds,811180.0,724tberryway,607.0,2.0,jnitedStatesotzkerica,Witchlow,Win,,,M5G 1Y7
M3R145,424766.0,M,Q,1.0,Chzr4erCkmmun7cations,2447976.0,3131WAyHANSO85H,778.0,13.0,UniredStxtesofxkerica,MEREDITH,Roselin,F,,80213
biq146,201094.0,M,,8.0,Calp7ne,630646.0,18e40RYANNORgH,854.0,9.0,Un8tedSratewofAmer9ca,bialkenius,Malanie,m,,60737
Sw8147,759929.0,D,P,2.0,Cran4,1057983.0,q3222gldnlochfoad,1322.0,5.0,UnktedShatssofAkerica,Swiat,TARYN,m,SUITE 464,90510
bul1r8,214859.0,D,,3.0,Tfxtron,,7889jURRAYWAg,667.0,13.0,UnitedStsteqodAmfrica,bullinger,MALENA,,,92882
TYR139,625361.0,W,,2.0,Id4arc,607028.0,7t27whaledride,1155.0,2.0,Canadq,TYRRELL,Dorie,F,,98121
Fyfw50,412492.0,W,,3.0,Cabeias,1342645.0,17788eagletrafflark,422.0,7.0,UnotedStatwsofqmerida,Fyfe,Liese,,,H2e 1x9
Sic141,122077.0,D,,0.0,EOGRssougces,1694920.0,7661GRxNT2AY,1053.0,3.0,8nutedxtatesofAmerjca,Sicard,tele,,,23503
CAx152,537602.0,U,,2.0,,2244483.0,4806cr7stzlhilosstreeh,501.0,6.0,UnitedStatexofAker9sa,CASTEN,astra,F,,40208
Cho1r3,422453.0,U,S,6.0,nudiingfonCoatFactory,996438.0,4211WILLwNO5TH,774.0,9.0,8nitedwtatesofAmerivz,Choy,marnia,,,75201
CHA1t4,181711.0,W,,4.0,SouthwestA8rlin3z,991682.0,75w4l9nnergnorth,803.0,15.0,UbitedStshesofsmerica,CHACKO,AMY,,,93852
hei155,45361.0,U,E,2.0,tPMInternafiomal,1600895.0,q4266lemmings8utm,,11.0,UnitedStaresobwme3ica,beil,HAMILTON,f,,32312
Ele146,304052.0,U,J,1.0,Ahazoncom,767521.0,1427ADDAXLAb4,537.0,0.0,UnitedSyatesofqmer7da,Eleftheriou,Kuldip,m,,90059
og257,323166.0,M,,2.0,Neijanjarcus,2723141.0,1625ferbandocouf5,946.0,7.0,hnitedStateskvAjerica,o'grady,krystalle,F,,77006
Kat258,327991.0,S,,2.0,GoldhanSacjsGrohp,1275710.0,335blorestan9fth,514.0,6.0,UbitefStateeofAmeeica,Katchmar,Stella,,,23224
Lki159,710262.0,U,O,2.0,Boeimg,1148665.0,e2807garxoneast,749.0,5.0,UniyedStates9fAher9ca,Luin,Marie-josee,,,10055
Klaq60,213547.0,S,,1.0,UnitedR3fin7ng,870896.0,552tv4rmackctreet,692.0,4.0,UnltecqtatesofAmer9ca,Klavkalns,Nashib,f,,35830
Bru1t1,,M,Z,1.0,DRHortom,1389736.0,18104eiectradtreet,756.0,9.0,UniyeeStatesofsmeriva,Brunsting,Annette,,,v6m 1s9
Aptw62,224268.0,M,Q,3.0,Jxrden,2096078.0,719holmagc9urt,923.0,7.0,UnltewStatesofAme4icq,Apter,LENA,,,22304
sch162,34988.0,M,,2.0,eystemax,2095452.0,23553MEMp4lALRUE,604.0,10.0,UhiterwtatesoeAmerica,schuette,Christian,f,,06101
Lsn164,429190.0,U,,1.0,MarriortInternarlonql,399453.0,1y759parkavemu4,697.0,2.0,UnitedStatexkfsmericw,Lanava,Morrie,,,78756
Fus16t,275481.0,M,,3.0,Ec0editoesIntermational,68886.0,12296WILLIzMSiOWrR,842.0,18.0,7nitedS6atesofAker9ca,Fusca,LYMAN,F,,93003
Nev156,71730.0,U,R,2.0,GreatPlainzEne5g5,719701.0,p625AoLfNBOULEVARD,1042.0,5.0,UnkfedStateeofzmerica,Nevardauskis,REUBEN,F,,T5D 1P2
SHA16u,386668.0,M,,,Danager,1644830.0,1034oyarviqroad,705.0,7.0,Cansda,SHACKLEFORD,Hermon,f,,10108
Sau268,129668.0,M,P,3.0,,1208753.0,13142gooxwinlanw,,2.0,Csnada,Sauck,Paqs,,,t5c 1l3
fri179,438110.0,M,,1.0,Watson3yqtt3oeldwide,927607.0,7160BEAfTY4UE,474.0,15.0,UnitesStatexofAm3riva,frischknecht,GAETAN,,,M5B 1Z8
fsr170,358873.0,M,O,0.0,Yaho9,1865016.0,226u9chihneytockdest,857.0,6.0,UnitedxtatezofAnericq,fernandez,leese,,,V6H 1W2
