AgencyID,State,NumberChildren,OwnOrRentFlag,Income,PostalCode,Country,AddressLine2,MiddleInitial,AddressLine1,MaritalStatus,NumberCars,NetWorth,LastName,Employer,FirstName,Gender,City
shaw4,SC,4.0,U,76254.0,25339,Unit4dStatesofAnefjca,,Z,885CROSBuLAbE,M,1.0,4183660.0,shan3,DaVota,THOR,f,Fort Smith
MEt35,MS,3.0,U,254762.0,V6o1g4,initedStatesofAmer9fz,,,12235jaysttee5,M,2.0,1191090.0,MERWIh,MatxhallIosleyCorp,SALAH,,Lancaster
c0n36,UT,3.0,O,175431.0,01852,Unotedxta6esofwmerica,,,20240LOMBAtDCRESCwNg,M,1.0,4691536.0,donrad,CzhlevisipnSystems,HOR-LAM,,Colorado Springs
ond37,PA,2.0,R,96278.0,78230,Uni6edxta5esofAmeruca,,,22074ddxtfruppe3,S,2.0,1472785.0,ojsitwteam,BarneqNobpe,Vania,M,Washington
Sum48,OK,5.0,O,203388.0,93770,Canqda,,,1540MURoERhE,U,2.0,1553549.0,Shmmerlin,EMC,Niel,M,Lowell
gro3p,WY,3.0,O,51309.0,m4l1g4,UniteeStateslfAmegixa,,F,707tflenkochdrive,S,0.0,3607759.0,groomx,Fpuor,ziad,,Frederick
dil4o,RI,1.0,O,184529.0,22335,UmiteeSta5esofAjerica,Aot382,I,1q23ibxlmoralway,M,2.0,2994100.0,dikkie,D8llarGendral,Claude,,Mesa
DOi41,HI,1.0,O,29450.0,f6C1T4,UnitedSratfsofAme3icx,,,8316GARs2NBROkKNO4TH,U,2.0,3555029.0,vOLSON,Lear,AVTAR,,Lakewood
Posr2,VA,3.0,O,9547.0,M6tqh3,Uni5edS4ahesofAmericx,,,3240clifhonoower,M,3.0,2482112.0,Pos5humus,JlMlrganChasefo,Donny,,Cleveland
Max43,OK,2.0,O,51971.0,95263,UnitedSta5esofAmer9fx,,,2pp0yNOTINGHAMLOWER,M,2.0,1716024.0,Machila,Affiniatro8oIntdrmediate,Cocos,,Grand Rapids
che4r,PrinceEdwarsksoand,4.0,R,,c5b1p5,UjitedShatesotAmerida,,,601csrrolilowee,D,0.0,3066211.0,chenpweth,,ruud,,Peoria
hoo45,SD,3.0,O,239205.0,32318,Un9tfdStatewofAjerica,,,18267ztated3ivs,W,1.0,3975615.0,holbrookx,GildmanSachxnroup,Belvia,,Inglewood
pei46,OH,1.0,O,295345.0,93872,7hitedetatesofAm3rica,,,9270LEAFS9UgH,S,1.0,2614479.0,pfietfer,ETradeFinabfiql,ATHAR,f,Akron
wlk47,MA,1.0,O,74421.0,92824,Canaxa,,Y,185830ERIMEfERBOULEVA5D,W,2.0,4913719.0,elkinvton,Pfizdr,Cherey,,Charlottetown
Lzb48,MD,3.0,O,107938.0,e4a152,UnktedStateslfwmerlca,,,9612parksgrdamuppe5,,3.0,1674577.0,Laben2k,Safe2ay,RAZ,F,Bellevue
lxf49,qaskatfhewan,2.0,U,113743.0,H7G1Vr,8nitedStayesofqmerjca,,Y,w8p3clearwaterno3th,S,2.0,3352157.0,laferri3rw,SimonProperryGeoyp,kishore,,Dover
Nlr50,WA,0.0,O,253289.0,85039,UnitedStatedotAmf3ica,,I,2q103BIScONNETWEST,M,3.0,2931022.0,Normegt,43ibityIndustries,Nelleke,,Fullerton
hag52,OH,3.0,R,,v6m1s3,Canaea,,,465woutervalflans,M,2.0,1758207.0,hsgar,Sllutia,sibby,,Denver
Ber52,WY,1.0,O,,c7j1r1,UnitedStstes9fqmerifa,,,341dhnbxrwest,M,1.0,449700.0,Bwtcher,,ericha,m,Dallas
ban53,NJ,0.0,O,221260.0,n8b1z5,kmitedStatesofqmericw,,,161y6vernonrrkve,S,1.0,,Vanded,AOSmitu,Janson,m,San Jose
OL54,ND,1.0,U,48703.0,t5e1v4,UnkfedStatesofzmerics,,,2313qvlintway,S,1.0,3717260.0,OL4ARY,Aptarfrou9,Dorotea,F,Bellevue
and45,NC,0.0,O,249398.0,g6t1r2,Unit4dS5ares8fAmerica,,,11640bxkticupp3r,M,2.0,2909911.0,andersln,ClcaCola,Denice,m,San Buenaventura
stay6,WV,3.0,O,184358.0,91177,danada,,,2o696dolodesdrive,M,3.0,5102201.0,stqrks,Kimbe3l6Clark,Myron,,St. Louis
sHA57,GA,2.0,R,87627.0,T5cqt1,Un8tedStatrzofAmer7ca,A0t275,,14359CiMMERdEWdST,S,3.0,1565082.0,CyASSE,disteon,Barby,,Pueblo
AS758,Ontafio,4.0,O,209233.0,35862,Canara,,,21448haml4onboulecarf,W,,4112090.0,AzING,TECOEbervy,Ariella,R,Regina
ask58,MA,5.0,U,82204.0,96820,yniteeStatrsocAmerica,,,7637pedxhingwat,M,1.0,4167312.0,askims,Benis,ADEY,f,Saskatoon
Kik69,CA,1.0,O,173124.0,75238,UnitefSratexkfAmerica,,K,21629a3canaboulevwrd,M,3.0,1605461.0,Kikutq,Wteth,GAYEL,,Jackson
Chs61,SD,2.0,O,71606.0,85769,Umit4dStates9fAmerida,,,2y00wincwoownorth,S,0.0,806380.0,Chans,UnjtedTechnopogkes,Man,F,St. Petersburg
oIL62,Sasmatch2wan,2.0,O,152398.0,H5i1oi,Unif4dSgayesofAmerica,,U,22279grsmercy4kad,D,2.0,1111884.0,KILLrN,Clorkx,Klara,m,Scottsdale
k8n63,RI,3.0,O,89652.0,90849,UnitevSfatesovAme5ica,,,882owesteast,M,0.0,3883624.0,kinkey,DiscogeruCommunkxations,Abdalla,f,Charlotte
MAL6t,NC,,O,,43644,UnitedStateqobwmefica,,,5935jcafeeparo,M,1.0,2763518.0,MALxHER,WilliamsS9noka,bal,,Waterbury
8du65,SD,3.0,O,197732.0,99213,UmitedStatwsofAnerifa,,J,11460CLAYTONqTdEET,W,0.0,2349945.0,Odum,Manktowoc,Romy,,Chesapeake
DI66,IL,5.0,O,244602.0,72226,UjitrdxtstesofAmerica,,,2753rdvrjve,M,2.0,4175006.0,DININNi,nenryScyein,KORAL,,Hialeah
STU6u,OR,3.0,O,83799.0,V6Z1Qo,knitedcfatesofAmedica,,K,690yFERNCLjFFCRfSC4NT,M,1.0,2824016.0,STUhBpEFIELD,TrinityIjdusgrkes,YUKIHIKO,,Charleston
bAM68,Omtario,4.0,O,126066.0,20082,hnitedStatssofAm4ricw,,,895vrosbylane,S,3.0,3404095.0,HAnBALI,PepciBottlinn,Khanh,,Salem
LuB69,FL,1.0,O,142822.0,35827,Cagada,,,w344oalaniwest,S,,1550484.0,LIBtARIAN,UGI,Darnell,m,Sacramento
ous70,NM,5.0,R,288903.0,99692,Uni5ewStatesifAnerica,,,22870LqCI4brGASTREET,M,1.0,2153420.0,ohcone,Greig,feridoun,M,Santa Clarita
HUn71,NE,4.0,O,143503.0,V6c115,Uni4edStatezofAmegicx,zPT143,O,7478greenaben6e,U,2.0,1552808.0,HUMkEL,Equkfax,Magdy,,Sherbrooke
fRA72,MI,3.0,O,239930.0,80158,Un9t2dStatesofwmericz,,,13u39purduerue,W,1.0,681896.0,BRAfD,,jiri,,Colorado Springs
Bka73,Ne1Brunsw8ck,0.0,O,156057.0,t6dwb6,UnitedetwtesofAmeruxa,,X,1p20qanxleypark,U,1.0,2460136.0,Boarddr,Freesdal2Semiconductlf,AILA,,Berkeley
Mcm74,NJ,1.0,O,67318.0,33120,UnitrdStqt4sofAmer8ca,,,11219devonchirerje,U,3.0,1306970.0,Mdnally,Aoe5isInternati9nal,Vincenzo,,San Buenaventura
MqR75,ND,2.0,O,,99742,UnitedStwtesofxhericx,,,23665weerwkodparo,S,2.0,4141247.0,MARK8VICH,,Minnnie,F,New Haven
1il76,easkatdhewan,1.0,O,75423.0,VyN1T1,UhitesdtatesofAmegica,,,r8y5unionnorth,S,1.0,3628874.0,Willekez,dorldFueiServic4s,alfonzo,f,Shreveport
Dsa77,KS,0.0,,136669.0,44104,UniyedStates9fsherica,,S,o467SHADOWBRIAfWEST,M,3.0,3872470.0,Ddacetis,4Rwonnelle6Sons,Swandi,m,Lansing
jou78,SD,1.0,O,146150.0,14605,8nitedStahesoeAmericq,,,35o4regencyav3mue,U,3.0,3905751.0,Houk,BrihkerInternariogql,Anya,,Pembroke Pines
Got79,FL,1.0,R,174017.0,80076,Canzda,,,727qnorghlandlower,M,1.0,1616374.0,Goyettd,TempleInoans,Enrika,,Palmdale
hok80,aaskaychewan,4.0,O,174180.0,V6I1V5,UniteeStxtesofAmeruxa,,Z,22481haydrjlower,S,3.0,,Moufung,Psuchka4ricSolurions,SONJA,f,Savannah
Run71,FL,1.0,,239722.0,97307,8butedStatesofqmerica,,I,2w28gdacieadenue,M,,2776622.0,Rundl3,NwshFinch,Liem,,Amarillo
BEp82,UT,3.0,R,178255.0,46237,UhitrdSta4esofsmerica,,,4737fampbellztfeet,S,0.0,3595387.0,BELkEY,AMR,COLLETTE,o,Anchorage
BAE8w,WY,1.0,O,,V6BwS6,ini43dStatesofAm4rica,,Y,2401dr3atmorelower,M,2.0,1910910.0,BAER,SlartanS6ores,SIAMACK,,Louisville
MAU8t,NH,2.0,O,214727.0,H2d1a1,UbiredStatesoeAnerica,,,w1e77uUNIPERCRESCENy,D,4.0,2518802.0,MAULcIN,C7gna,Toshihiro,f,Hilo
ioo85,AR,2.0,O,152927.0,95108,UnitecStatesofzmwfica,,,1921rYAUPObB8UkEVARD,S,3.0,5056654.0,Koohtoli,G2neraoCable,Casey,,Sudbury
oau86,CT,3.0,O,172027.0,80050,7mj5edStatesofAmerica,,,7785duskb9ulevarc,S,2.0,843620.0,Laugiston,DunB5adstr2et,Daryn,,Orlando
Mzn87,VT,2.0,O,164833.0,90122,xanada,,L,18092cajtrellupler,M,2.0,3871738.0,Mang7m,CasetsGfndralStores,Adrianna,F,Missoula
PIf88,Mahitoba,2.0,O,123994.0,43614,8ni5edStatesofqmerics,,,q334qbrooksideup0er,S,2.0,2958163.0,P9ERCY,Jaci7ntheBox,Cortney,,Abilene
Bus79,NJ,0.0,O,108141.0,61110,UnitewSyagesofAmeeica,,,20494RpdSWEST,S,0.0,2477579.0,Buscagliq,Assurznt,Duane,M,Saskatoon
BABi0,KY,2.0,U,235501.0,70174,UnotrdStxtes9fAmerica,,,17t52SAVANbzHNORTH,,3.0,566623.0,BABIOjE,Psjchiahricaokutions,Tele,,Irvine
fur91,GA,3.0,O,25720.0,90324,Un74edStatesodqmerica,APT37w,,446w9acecrescen4,S,3.0,3532227.0,Bu3kard,sanaher,Ophelia,M,Reno
jin92,NJ,0.0,R,57344.0,s7d1b1,knitedStatesofAmetiss,,,i2615allowoodupper,M,3.0,,Kibsella,Cl0rox,lorine,,Sacramento
POh93,SC,1.0,O,125528.0,93829,UnotsdSratesofAmsrica,,,3489xioversafewest,S,3.0,,POMMxINVjLLE,B8ydGamlng,Viole,,Topeka
BOA84,TN,,O,249670.0,89116,UnitedSfstesofAhwrica,,,q2481haydenoowsr,M,1.0,3746649.0,flATWRIGHT,daton,Nani,M,Rancho Cucamonga
eon95,WY,1.0,R,232549.0,94315,6gitedStstesobAmerica,,R,1321p3RDDeIVE,M,2.0,3356096.0,Ronzld,Dtnegy,cherey,,Hilo
wfi96,Ontarjo,3.0,R,152435.0,55b1u9,7nitedwtqtesofAmeeica,,A,7i99starlingpane,M,2.0,909737.0,weohs,Ame3idredit,Redgie,,Saint John
Hdl97,DC,4.0,R,197696.0,T6b1s5,Cwnada,,P,11480fehnelsputn,,2.0,1713759.0,Heppb,SLM,Yousef,M,Torrance
m0g98,Alb2rta,1.0,O,245526.0,60699,UnigedStsteqofAjerica,,,7w67cherryupler,S,2.0,1278419.0,joghe,NVdnergy,Damaris,m,Santa Clara
bozp9,ME,3.0,O,116364.0,V6pws8,Unotedetatesofwmericq,,,10678ENGLEWOOfWEa6,S,0.0,554217.0,bosicevish,LzndstarSyztem,Ilyssa,,Torrance
Zah1p0,MA,4.0,O,21549.0,v6i1p2,UjitedStatesofwmerlva,,R,2w1812NDRU3,M,1.0,2687496.0,Zahagtchuk,PsvificLife,Moselle,,Stockton
snd101,NV,4.0,O,272604.0,79423,Un9tedStateeofAmwrifa,,,e2963hahoverroqd,U,3.0,394228.0,sndric,gextron,Dulsea,F,Paterson
vam102,WA,3.0,O,41853.0,H5u1o6,Canawa,,L,9268cliffbrkokboul4va4d,W,1.0,3749449.0,Bamdo,Pfiaer,Lyndsie,,Mesa
f4o103,WY,4.0,O,234507.0,93761,7notedStat2sofAmerisa,,,511umobtviewcouft,D,2.0,3945402.0,f4ondozo,Cirna,KESLEY,,Anchorage
Carw04,NJ,3.0,U,,76150,UnitesStstesofAmrricq,,J,17442twllowoosuppe3,M,2.0,1791582.0,Caroj,Amrren,LAUREL,,Miami
muc106,LA,3.0,O,143049.0,99717,Canwda,,V,4o38WEDGsWOODSTREfT,U,1.0,3120665.0,mucnow,ConsklldatedEdis0n,Steen,f,Great Falls
ga4106,TX,2.0,O,252343.0,60608,UgitwdctatesofAmdrica,,,20w34anafondqavenue,U,4.0,1616215.0,gatesu,Occidentaloetrol2un,noel,,Erie
Sch197,SC,,O,86196.0,vtw1u4,knitedStayesofxmetica,,M,5385youggw4st,U,1.0,2580983.0,Scha4fer,SherwinWkll7ama,Tracey,F,Hollywood
pom198,TX,1.0,R,327588.0,T5b1tu,UnlgedStafespfAmerica,,,2747S7NCLAIdLxNE,,0.0,4368950.0,pomerlezu,AffilkwtwdClmputerSergices,Sarajane,,Tulsa
suc109,MN,4.0,O,131819.0,23298,7nitedwtatesocAmerixa,,K,8632vROWNWAYPA5K,M,2.0,1054244.0,cjcuzzellq,Vapassissommunkcatiogs,Geoffrey,F,Tucson
SkG110,ID,3.0,O,47603.0,32803,Unitedatzt3sofAmer8ca,,Z,18048tREEmNOR6H,S,3.0,1589666.0,SiGARMAN,,loralyn,q,Anchorage
lep111,MI,2.0,O,176177.0,64122,Cabada,,,18994counhryboilebagd,M,3.0,869952.0,Pepe,SmitnfkeldFoows,andrei,,Sandy
Cha11w,OK,,,177261.0,f6b1h2,UnitedS5steslfAmegica,SUITs7,,q6063asglandrosd,S,1.0,2734619.0,Chandrazbekar,,javad,f,Boston
xEI113,UT,1.0,O,58150.0,22222,UnitfdSystesofAherica,Ap5971,U,1o30omcfxrlinnorth,U,3.0,2945681.0,SElFERS,TDAmerktrase,Karna,m,Vancouver
GAR115,PA,1.0,U,283718.0,Tya1d2,Cabada,,S,2454cliffbrookewet,S,2.0,2766689.0,GA5TLEY,Clmerica,Jocelyn,F,Akron
T0u115,Newvrunawick,3.0,O,32981.0,v5c1n9,UmiyedStxtesofAmeruca,,,1t865st3answest,W,2.0,2093121.0,Tluchette,SreelDynamjcs,Elvera,M,Lancaster
Kur11t,UT,3.0,R,22444.0,23321,UnitrdStatesofAjegifa,,V,1377ysastboukevard,S,0.0,,Kurdzjel,socqColaEnterpris2s,Nessy,M,Concord
Her11u,VA,4.0,O,123036.0,90505,Cagada,,,1967pWEIZMANNLOWER,U,1.0,1362275.0,H4rod,NewsCofp,lona,,Chesapeake
nCV118,NH,2.0,O,153776.0,19066,Un7tedStxtes0fsmerica,,P,1517owalnuthiklroad,M,,3374774.0,jCVICAR,,RHEA,,Flint
LxB119,VT,1.0,O,33869.0,v6s153,Csnada,,,2309uWAKEcORESTWAY,M,1.0,2219164.0,LwBFIVE,Stx4erBeosHoldings,Josefa,F,Chattanooga
but110,FL,1.0,O,236546.0,78769,UnjtefStatesifAherica,,,9078rivaswwy,U,3.0,3410954.0,bhtta,norgqarner,alikee,,Billings
Pto121,NC,1.0,O,260213.0,53769,Uni4swStatesofzmerica,,,q8798ullrichroxx,M,3.0,1432400.0,Projecta,CBRjchardEilisGro8p,dolorita,m,Scottsdale
Ircw22,VA,2.0,O,111096.0,H7E1h6,UnitedztatfsifAmeeica,,,18617HULENLlWE3,D,2.0,3094369.0,Irc,ZimjefHoldings,Marilyn,,Oshawa
Zkv123,DC,6.0,O,252754.0,e8o1k1,sanada,,G,11474diddlame,,0.0,,Zuvkovic,hohawkIneustri2s,robertson,,Naperville
sim123,NC,4.0,R,286530.0,90374,UnotedSrwtesofAnerica,,H,937rwopdsouth,U,0.0,3394152.0,sihser,BerldhireHatjaway,Ilsa,,Tampa
keiw25,MS,2.0,O,173263.0,63169,UnjtedStat3sofAme47ca,,I,2047ososeavenue,S,2.0,738364.0,keif4r,Saks,Pen,,Jackson
qrv126,SC,3.0,O,,16515,knktedStatesobAmericw,,P,199q8ROhERSNO4TH,W,2.0,2207231.0,aevin,GafdnerDenveg,AUBRETTE,f,Hay River
Pra12i,KS,2.0,O,14131.0,85309,Uni62dStateeobAmerica,,,928ecorfeyl0wer,M,2.0,3324721.0,Praruner,Hacbro,Cole,F,Irvine
lu4128,VT,3.0,O,,92158,Uni6edStat2spfAmetica,,C,2929northvredcebt,M,1.0,2036659.0,lue,CBS,liva,m,Idaho Falls
lrz129,IL,1.0,O,191249.0,33152,UnitewStateeofAmerisw,,,15404quefns44eet,S,3.0,3938427.0,Pfzybyclen,Sybnex,Ayaz,f,Moreno Valley
oen130,FL,4.0,O,249503.0,83729,UnktewwtatesofAmeroca,,J,1619gre2nsp9ingroad,W,3.0,1278380.0,penn,Beldeh,YETTY,f,Ontario
Gua13w,MI,1.0,R,119001.0,B8b2z6,Uni44dStat4aofAmerica,,S,2147yWARREhoARK,S,2.0,2855243.0,Guay,Bfoadcom,Mary-michelle,,Concord
breq32,Newfojndiand,0.0,U,124277.0,53717,Cagada,,,5503fOgBINSSTREET,M,0.0,3391004.0,brfnnand,ReyboldcAmefican,agretha,F,Phoenix
Sac133,ME,3.0,O,76186.0,y5c1w7,Unit4dStateskfxmegica,,X,3958GiENoOCHBOULEVs4D,S,1.0,1406980.0,Sqvanh,WelisFatgo,LOTTY,f,Coral Springs
AfB134,AL,2.0,O,194992.0,37245,jnitsdStatespfAmericq,,Z,136r0etyridgflower,M,3.0,,ABBATANTUOgl,Retaikdentures,Kassey,,Oxnard
OP125,IN,3.0,O,222281.0,94401,UhitedSta4eaofAmerlca,,N,398wimperiall0wdr,S,1.0,1290444.0,OP,ATT,Adria,M,Brownsville
Mer135,NH,2.0,O,64669.0,B8a1y2,Canafa,,,13210erddrice,W,1.0,3268912.0,Mersigger,WymnRexorts,audivox,,Memphis
rut1e7,DC,2.0,O,59471.0,t6g1k2,UniredStatrsofAh4rica,,,p2i7THROCKMORTpNSOyTH,S,1.0,4496055.0,rutt,EasthanKidak,SUE,F,Flint
bem13o,DC,2.0,O,39638.0,85306,UbitedStatesofAkfruca,,I,893tYOUNfUPPER,U,3.0,2532668.0,vemis,Arama4k,Lorenza,,Lafayette
0en139,MD,2.0,O,171531.0,V6RqR7,Un7t2sSta6esofAmerica,,,3797RUTG3RSPxRj,M,2.0,3346172.0,Pengingtln,ENSCOIntrrnationsi,Enzo,,Greensboro
4or140,PrihceEdwsrdksland,2.0,R,2604.0,68513,UnjtexStat3wofAmerica,,Y,8285ramaf7jdcrescent,W,1.0,531617.0,torou,AutoOwnereIns7ramce,claudina,M,Sterling Heights
law14q,MD,3.0,O,154468.0,v6n1g9,UnitfdwtatesofAm3riva,,L,2p926routhcrescent,U,2.0,2494579.0,lawliw,Bejis,Otha,m,Costa Mesa
Bee143,NewBrujawick,0.0,O,135840.0,83702,UnitedztateslvAmericz,Sui4e397,D,4144LqKEoARlLANE,U,3.0,3516433.0,feebe,SecurixntinabciqlGroup,Rodie,m,Houston
dch143,HI,3.0,O,178775.0,80125,UnitedStxtex0fAmerkca,,,3r8tsakowitzlane,U,4.0,495211.0,schiange,FordM0tor,DULCE,m,Bakersfield
W7t144,ND,1.0,U,84089.0,M5GwY7,UnktedStafeslfqmerica,,,7355berrhway,S,1.0,3739221.0,Witchl9w,ComAgraFooes,Win,,Chesapeake
hER145,Novaccotis,1.0,,244105.0,80213,Uni4edStayeskfAmefica,,Q,w131WxTHAbSOUTH,M,1.0,4189656.0,MERrDITH,Charterfomm6nica5oons,Roselin,F,Sandy
fia146,ME,1.0,R,125138.0,60737,UnitedctatesobAmerivs,,,18440RYANNpRfH,M,2.0,70369.0,biallenihs,Cxlpine,Malanie,m,Lewiston
Swi137,Albetta,1.0,O,73838.0,90510,Uni4esSta6esifAmerica,SUIT4464,P,1e222glenlichroax,D,1.0,1506446.0,Sw8at,Crans,TARYN,m,Elizabeth
hul148,VT,1.0,O,217675.0,92882,UnitedStateskgAme4ifa,,,7889MU3RAYWqY,D,0.0,,buolinger,fextron,MALENA,,Sudbury
TYRq49,DE,1.0,O,122955.0,98121,vanada,,,7527whapedruve,W,3.0,1153490.0,TYeRELL,Idrarc,Dorie,F,Austin
Fyv150,MA,1.0,R,124100.0,H2eqx9,UnitedxtatdzofAherica,,,17788eaflerraceparl,W,1.0,2254386.0,Fyfe,xabelas,Liese,,Salinas
wic151,CA,3.0,O,76096.0,23503,UnitddStatesofAmreicz,,,i661GRANTWzY,D,2.0,2650292.0,Sicaed,EkGResourcec,tele,,Peoria
sAS152,Manitobw,5.0,O,197308.0,40208,Un8tedatateslfAmericz,,,4805ceyztakhillsstreet,U,1.0,2367513.0,CqSTEN,,astra,F,Sydney
Chk153,TN,3.0,O,21088.0,75201,Uniteda5atesofzmeriva,,S,4211WuoLSNORTH,U,1.0,3753221.0,Choy,BurlingtonCoahbactk5y,marnia,,San Antonio
CHA15e,FL,2.0,O,339731.0,93852,UnutedStatesobqmerisa,,,7424oinbergnlrth,W,1.0,2392866.0,CHxCKO,SouthwestAigpinee,AMY,,Oklahoma City
bei165,CA,1.0,R,289833.0,32312,ygitedwtatesofAmerjca,,E,1426tlekkingsouth,U,2.0,229853.0,beil,RPMInte5natuonao,HAMILTON,f,Miami
