AgeID,NuCrCa,OwOReF,PosCo,MiInit,NuC,Ph,In,NumChi,MariSt,Ag,CreRat,Em,NeWo
WIN20,,R,94467,P,2.0,1-702-382-2898,395066.0,0.0,U,59.0,,,288747.0
BIT21,0.0,O,94321,,5.0,1-909-554-7120,119283.0,3.0,U,94.0,300.0,Sun Microsystems,876575.0
luz22,8.0,O,C2a 4w7,V,1.0,1-752-296-7940,330991.0,1.0,U,,795.0,Costco Wholesale,2041224.0
don23,5.0,U,35808,S,4.0,1-995-554-5056,,0.0,,5.0,367.0,Illinois Tool Works,2231509.0
Gia24,1.0,O,M5f 1v6,T,1.0,1-090-303-3807,252031.0,5.0,M,23.0,507.0,Southern Union,3206409.0
SPR25,9.0,O,99539,,3.0,1-492-968-0932,101800.0,1.0,M,61.0,362.0,Moog,3850037.0
SKA26,7.0,O,95055,,0.0,1-960-227-2020,436977.0,1.0,D,,527.0,Old Republic International,528440.0
Gar27,0.0,O,93686,,0.0,1-431-122-8597,495334.0,,S,51.0,354.0,,597140.0
Dor28,1.0,O,75218,,1.0,1-822-836-7200,274685.0,1.0,M,97.0,511.0,Great Plains Energy,146931.0
DIO29,7.0,,91174,X,2.0,1-530-117-0497,320820.0,2.0,,52.0,412.0,Broadcom,353495.0
Mer30,1.0,O,49515,,4.0,1-051-257-2719,195835.0,0.0,S,98.0,583.0,Discover Financial Services,295647.0
Atc31,5.0,O,16506,R,5.0,1-171-989-1363,108085.0,3.0,U,47.0,710.0,UAL,408941.0
Pla32,9.0,O,94383,X,2.0,1-042-705-3246,260185.0,1.0,M,47.0,380.0,Charles Schwab,362523.0
SEL33,2.0,R,T6d 1b3,E,0.0,1-098-328-2026,258323.0,0.0,M,9.0,796.0,Coach,2102359.0
sha34,2.0,U,25339,Z,1.0,1-209-754-5635,79476.0,3.0,M,85.0,818.0,DaVita,3480265.0
MER35,3.0,U,V6o 1v4,,5.0,1-498-781-3456,102156.0,3.0,M,81.0,766.0,Marshall & Ilsley Corp.,3648900.0
con36,2.0,O,01852,,2.0,1-615-241-0440,221481.0,3.0,M,0.0,359.0,Cablevision Systems,1161790.0
ons37,2.0,R,78230,,1.0,1-995-449-5200,41836.0,5.0,S,28.0,401.0,Barnes & Noble,2050587.0
Sum38,0.0,O,93770,,1.0,1-295-673-4452,72389.0,1.0,U,65.0,609.0,EMC,3579198.0
gro39,2.0,O,m4l 1n4,F,3.0,1-914-675-2986,66486.0,0.0,S,20.0,630.0,Fluor,889494.0
dil40,9.0,O,22335,I,3.0,,200185.0,1.0,M,55.0,671.0,Dollar General,2205682.0
DOL41,10.0,O,V6C 1T4,,0.0,1-825-739-0336,289215.0,2.0,U,76.0,715.0,Lear,1140117.0
Pos42,9.0,O,M6t 1h3,,4.0,1-956-713-3802,322484.0,1.0,M,1.0,707.0,J.P. Morgan Chase & Co.,1421319.0
Mac43,0.0,O,95263,,4.0,1-814-932-1579,83458.0,2.0,M,3.0,329.0,Affinia Group Intermediate,3525204.0
che44,8.0,R,v5b 1p5,,0.0,1-135-443-7282,,3.0,D,100.0,601.0,,468976.0
hol45,2.0,O,32318,,5.0,1-720-975-0667,492407.0,1.0,W,81.0,623.0,Goldman Sachs Group,1685443.0
pfi46,2.0,O,93872,,4.0,1-871-598-3505,346630.0,4.0,S,76.0,376.0,E*Trade Financial,337564.0
elk47,0.0,O,92824,Y,1.0,1-607-222-4809,9572.0,3.0,W,51.0,560.0,Pfizer,84777.0
Lab48,4.0,O,e4a 1r2,,1.0,1-965-046-0642,265369.0,5.0,,,693.0,Safeway,3146477.0
laf49,0.0,U,H7G 1V4,Y,1.0,1-155-441-3579,104172.0,2.0,S,58.0,346.0,Simon Property Group,495277.0
Nor50,0.0,O,85039,I,0.0,,65550.0,3.0,M,52.0,342.0,Trinity Industries,746904.0
hag51,8.0,R,v6m 1q3,,2.0,1-544-132-7237,,0.0,M,91.0,563.0,Solutia,1219620.0
Bet52,4.0,O,X7j 1r1,,2.0,1-821-089-2089,,3.0,M,17.0,391.0,,1718910.0
Van53,8.0,O,B8b 1z5,,4.0,1-135-391-9787,66244.0,4.0,S,6.0,381.0,A.O. Smith,
O'L54,9.0,U,t5d 1v4,,0.0,1-776-182-6215,426954.0,3.0,S,89.0,539.0,AptarGroup,2636424.0
and55,0.0,O,V6t 1r2,,5.0,1-079-780-7761,126891.0,4.0,M,99.0,497.0,Coca-Cola,1326305.0
sta56,,O,91177,,4.0,1-504-346-4393,454196.0,2.0,M,77.0,661.0,Kimberly-Clark,2241997.0
CHA57,0.0,R,T5c 1t1,,5.0,1-985-538-4351,163940.0,3.0,S,,558.0,Visteon,1542891.0
ASI58,,O,35862,,,1-254-097-9398,365213.0,1.0,W,90.0,534.0,TECO Energy,797918.0
ask59,6.0,U,96820,,0.0,1-545-924-9552,428739.0,0.0,M,82.0,373.0,Bemis,347654.0
Kik60,8.0,O,75238,K,4.0,1-984-233-8818,142444.0,0.0,M,,382.0,Wyeth,2456397.0
Cha61,10.0,O,85769,,3.0,1-528-691-1642,416168.0,3.0,S,15.0,475.0,United Technologies,1284229.0
KIL62,3.0,O,H5i 1o9,U,2.0,,291420.0,0.0,D,,539.0,Clorox,618787.0
kin63,6.0,O,90849,,4.0,1-171-807-8213,413501.0,5.0,M,96.0,711.0,Discovery Communications,1171606.0
MAL64,1.0,O,43644,,4.0,1-056-241-7009,,,M,38.0,606.0,Williams-Sonoma,3983261.0
Odu65,0.0,O,99213,J,3.0,1-389-414-0570,419143.0,3.0,W,10.0,494.0,Manitowoc,2328568.0
DI 66,3.0,O,72226,,1.0,1-583-542-1656,155057.0,5.0,M,72.0,309.0,Henry Schein,2078600.0
STU67,3.0,O,V6Z 1Q9,K,2.0,1-269-712-0672,313859.0,5.0,M,97.0,630.0,Trinity Industries,2986155.0
HAM68,10.0,O,20082,,4.0,1-670-102-0463,265907.0,1.0,S,48.0,330.0,Pepsi Bottling,1864039.0
LIB69,9.0,O,35827,,,1-699-726-3895,283481.0,0.0,S,97.0,710.0,UGI,1293721.0
ohs70,7.0,R,99692,,4.0,1-640-666-2876,200635.0,0.0,M,73.0,475.0,Greif,3850114.0
HUM71,3.0,O,V6c 1q5,O,0.0,1-540-639-1311,434519.0,1.0,U,71.0,596.0,Equifax,1618743.0
BRA72,9.0,O,80158,,5.0,1-285-874-8492,392315.0,1.0,W,93.0,670.0,,3383487.0
Boa73,,O,t6d 1b6,X,5.0,1-121-904-0040,493829.0,3.0,U,53.0,722.0,Freescale Semiconductor,2981876.0
Mcn74,7.0,O,33120,,3.0,1-017-842-3201,97489.0,2.0,U,32.0,587.0,Aleris International,2109339.0
MAR75,4.0,O,99742,,4.0,1-215-859-3206,,3.0,S,1.0,609.0,,791803.0
Wil76,7.0,O,V6N 1T1,,0.0,1-764-520-7470,383046.0,1.0,S,39.0,401.0,World Fuel Services,3523678.0
Dea77,0.0,,44104,S,4.0,1-414-130-0162,1190.0,0.0,M,77.0,335.0,R.R. Donnelley & Sons,1681902.0
Hou78,7.0,O,14605,,5.0,1-970-240-9990,85733.0,5.0,U,18.0,569.0,Brinker International,3851455.0
Goy79,9.0,R,80076,,0.0,1-408-684-6459,387890.0,2.0,M,70.0,,Temple-Inland,2339382.0
Mok80,7.0,O,V6I 1V6,Z,2.0,1-330-353-5908,16808.0,0.0,S,26.0,679.0,Psychiatric Solutions,
Run81,10.0,,97307,I,,1-766-726-2675,304589.0,4.0,M,,356.0,Nash-Finch,2065016.0
BEL82,9.0,R,46237,,2.0,1-938-425-7509,48506.0,5.0,S,58.0,308.0,AMR,2454049.0
BAE83,4.0,O,V6B 1S6,Y,0.0,1-527-308-8874,,4.0,M,43.0,412.0,Spartan Stores,2423395.0
MAU84,4.0,O,H2d 1x1,,2.0,1-810-590-0635,358862.0,3.0,D,65.0,618.0,Cigna,1342045.0
Koo85,5.0,O,95108,,5.0,1-274-548-2512,477614.0,3.0,S,24.0,429.0,General Cable,861756.0
Lau86,3.0,O,80050,,3.0,1-649-754-4601,175414.0,1.0,S,79.0,819.0,Dun & Bradstreet,1215349.0
Man87,7.0,O,90122,L,0.0,1-905-932-1785,427598.0,1.0,M,48.0,552.0,Casey's General Stores,3981554.0
PIE88,9.0,O,43614,,0.0,1-031-004-7697,368207.0,4.0,S,69.0,587.0,Jack in the Box,3865937.0
Bus89,6.0,O,61110,,3.0,1-994-812-4796,449944.0,1.0,S,91.0,304.0,Assurant,2804700.0
BAB90,4.0,U,70174,,5.0,1-176-513-4041,166247.0,5.0,,75.0,795.0,Psychiatric Solutions,3283558.0
Bur91,2.0,O,90324,,1.0,1-072-244-6337,391165.0,3.0,S,85.0,830.0,Danaher,450524.0
Kin92,3.0,R,s7d 1n1,,5.0,1-924-669-9328,165854.0,3.0,M,76.0,709.0,Clorox,
POM93,8.0,O,93829,,2.0,1-598-488-3541,326181.0,1.0,S,68.0,493.0,Boyd Gaming,
BOA94,,O,89116,,3.0,1-295-539-3868,173387.0,,M,95.0,680.0,Eaton,633760.0
Ron95,,R,94315,R,1.0,1-554-020-0267,301127.0,5.0,M,15.0,800.0,Dynegy,3634954.0
wei96,4.0,R,T5b 1u9,A,1.0,1-793-621-4566,487230.0,5.0,M,17.0,614.0,AmeriCredit,799268.0
Hel97,6.0,R,T6b 1a5,P,4.0,1-787-267-4261,425747.0,0.0,,94.0,763.0,SLM,39093.0
mog98,3.0,O,60699,,4.0,1-668-247-1597,401946.0,4.0,S,70.0,561.0,NV Energy,2705353.0
boz99,4.0,O,V6p 1s8,,1.0,1-901-346-8890,425422.0,2.0,S,29.0,569.0,Landstar System,3565153.0
Zah100,5.0,O,v6i 1p1,R,4.0,1-451-273-3803,208890.0,1.0,M,52.0,634.0,Pacific Life,2832204.0
And101,10.0,O,79423,,5.0,1-129-499-9136,67880.0,3.0,U,51.0,488.0,Textron,2194345.0
Bam102,5.0,O,H5j 1o6,L,2.0,1-899-319-0772,133412.0,3.0,W,24.0,788.0,Pfizer,3737140.0
fro103,8.0,O,93761,,3.0,1-053-396-0441,144829.0,4.0,D,98.0,333.0,Cigna,464753.0
Car104,,U,76150,J,1.0,1-239-665-9540,,1.0,M,59.0,601.0,Ameren,596696.0
muc105,2.0,O,99717,V,3.0,1-605-888-3403,143682.0,4.0,U,49.0,595.0,Consolidated Edison,1504753.0
gat106,10.0,O,60608,,0.0,1-630-604-2543,350020.0,1.0,U,1.0,433.0,Occidental Petroleum,3049281.0
Sch107,10.0,O,v6w 1u4,M,0.0,1-851-862-7928,435103.0,,U,79.0,403.0,Sherwin-Williams,247478.0
pom108,3.0,R,T5b 1t6,,1.0,1-065-415-5724,207768.0,5.0,,6.0,615.0,Affiliated Computer Services,2750301.0
cuc109,1.0,O,23298,K,0.0,1-408-512-1007,407512.0,4.0,M,70.0,735.0,Valassis Communications,721333.0
SUG110,1.0,O,32803,Z,3.0,1-083-902-4184,403366.0,0.0,S,23.0,668.0,,669440.0
Pep111,,O,64122,,3.0,1-568-403-7081,384095.0,5.0,M,78.0,349.0,Smithfield Foods,2473979.0
Cha112,,,T6b 1h2,,4.0,1-824-389-0618,288969.0,,S,79.0,654.0,,3545170.0
SEI113,6.0,O,22222,U,2.0,1-174-210-2058,233665.0,3.0,U,72.0,361.0,TD Ameritrade,1494871.0
GAR114,1.0,U,T6a 1d2,S,4.0,1-425-503-7952,147236.0,0.0,S,31.0,427.0,Comerica,436164.0
Tou115,1.0,O,v5d 1n9,,0.0,1-012-389-9089,452557.0,3.0,W,86.0,322.0,Steel Dynamics,1069481.0
Kur116,9.0,R,23321,V,2.0,1-909-472-6704,179305.0,0.0,S,,792.0,Coca-Cola Enterprises,
Her117,2.0,O,90505,,3.0,1-622-167-5411,205817.0,0.0,U,87.0,478.0,News Corp.,2957261.0
MCV118,1.0,O,19066,P,,1-164-511-9338,262711.0,5.0,M,92.0,477.0,,228459.0
LAB119,6.0,O,v6s 1r3,,1.0,1-804-532-9163,84810.0,5.0,M,4.0,449.0,Stater Bros. Holdings,67267.0
but120,2.0,O,78769,,2.0,1-197-370-0297,96441.0,4.0,U,8.0,466.0,BorgWarner,1087978.0
Pro121,2.0,O,53769,,0.0,1-337-042-5687,462762.0,5.0,M,97.0,483.0,CB Richard Ellis Group,3885967.0
Irc122,4.0,O,H7E 1U6,,5.0,1-056-138-5321,141890.0,4.0,D,,588.0,Zimmer Holdings,3271101.0
Ziv123,2.0,O,e7o 1k1,G,5.0,1-776-191-2031,156610.0,5.0,,40.0,313.0,Mohawk Industries,
sim124,1.0,R,90374,H,1.0,1-280-696-2706,164752.0,4.0,U,95.0,647.0,Berkshire Hathaway,1999133.0
kei125,2.0,O,63169,I,1.0,1-857-581-6346,278949.0,5.0,S,92.0,430.0,Saks,1100786.0
arv126,8.0,O,16515,P,0.0,,,5.0,W,67.0,467.0,Gardner Denver,563992.0
Pra127,7.0,O,85309,,3.0,1-716-343-0884,463736.0,2.0,M,24.0,399.0,Hasbro,962397.0
lue128,5.0,O,92158,C,2.0,1-101-776-2496,,3.0,M,26.0,654.0,CBS,1064169.0
Prz129,3.0,O,33152,,2.0,1-769-028-0589,86667.0,0.0,S,62.0,378.0,Synnex,2100059.0
pen130,10.0,O,83729,J,5.0,1-005-833-8970,193470.0,1.0,W,37.0,338.0,Belden,99025.0
Gua131,10.0,R,B8b 1z6,S,5.0,1-884-215-4243,406379.0,0.0,S,71.0,695.0,Broadcom,3865481.0
bre132,7.0,U,53717,,1.0,,480595.0,3.0,M,29.0,614.0,Reynolds American,804544.0
Sav133,7.0,O,t5c 1w7,X,4.0,1-725-177-7815,181718.0,5.0,S,89.0,307.0,Wells Fargo,3143356.0
ABB134,2.0,O,37245,Z,0.0,1-277-496-5396,468310.0,3.0,M,11.0,331.0,Retail Ventures,
OP135,2.0,O,94401,N,2.0,1-756-463-2201,354987.0,0.0,S,20.0,638.0,AT&T,2311953.0
Mer136,3.0,O,B8a 1y3,,3.0,1-261-338-7463,284539.0,5.0,W,75.0,703.0,Wynn Resorts,3120608.0
rut137,7.0,O,t6b 1k2,,0.0,1-811-086-4675,213725.0,5.0,S,95.0,302.0,Eastman Kodak,2058270.0
bem138,,O,85306,I,2.0,1-338-771-1185,74195.0,3.0,U,0.0,522.0,Aramark,1511983.0
Pen139,,O,V6R 1R7,,5.0,1-554-231-5318,169295.0,1.0,M,73.0,,ENSCO International,439080.0
tor140,5.0,R,68513,Y,1.0,1-733-886-5227,307832.0,0.0,W,39.0,833.0,Auto-Owners Insurance,921255.0
law141,2.0,O,v6n 1v9,L,1.0,1-267-357-1943,20397.0,1.0,U,76.0,,Bemis,3810365.0
Bee142,6.0,O,83702,D,2.0,1-602-756-7919,463094.0,2.0,U,5.0,664.0,Securian Financial Group,2641938.0
sch143,7.0,O,80125,,4.0,1-793-864-7010,331900.0,1.0,U,65.0,789.0,Ford Motor,3857323.0
Wit144,0.0,U,M5G 1Y7,,5.0,1-637-020-2921,8421.0,0.0,S,94.0,803.0,ConAgra Foods,1636212.0
MER145,3.0,,80213,Q,4.0,1-428-797-6325,35780.0,4.0,M,95.0,720.0,Charter Communications,2999082.0
bia146,4.0,R,60737,,1.0,1-011-549-5618,139897.0,0.0,M,28.0,839.0,Calpine,2280820.0
Swi147,0.0,O,90510,P,4.0,1-993-255-5481,414119.0,1.0,D,76.0,621.0,Crane,1050866.0
bul148,3.0,O,92882,,5.0,1-487-749-4448,234035.0,4.0,D,81.0,628.0,Textron,
TYR149,6.0,O,98121,,3.0,1-192-352-2184,144405.0,5.0,W,38.0,813.0,Idearc,603001.0
Fyf150,3.0,R,H2e 1x9,,5.0,1-293-442-4224,55441.0,3.0,W,25.0,367.0,Cabela's,3368239.0
Sic151,10.0,O,23503,,4.0,1-078-502-6700,392869.0,2.0,D,0.0,807.0,EOG Resources,1042629.0
CAS152,8.0,O,40208,,3.0,1-430-909-3001,402416.0,4.0,U,61.0,501.0,,1948746.0
Cho153,10.0,O,75201,S,0.0,1-392-455-0895,89984.0,2.0,U,3.0,490.0,Burlington Coat Factory,3113862.0
CHA154,3.0,O,93852,,2.0,1-273-921-9787,395773.0,3.0,W,77.0,321.0,Southwest Airlines,2777290.0
bei155,6.0,R,32312,E,1.0,1-012-993-4538,126662.0,0.0,U,8.0,,RPM International,2210073.0
Ele156,7.0,O,90059,J,4.0,1-890-859-4211,132008.0,1.0,U,34.0,446.0,Amazon.com,1999684.0
o'g157,2.0,O,77006,,5.0,1-080-032-3031,417218.0,5.0,M,15.0,428.0,Neiman Marcus,2119678.0
Kat158,5.0,O,23224,,0.0,1-561-620-7173,360063.0,0.0,S,66.0,423.0,Goldman Sachs Group,169808.0
Lui159,6.0,O,10055,O,5.0,1-017-439-0362,100516.0,4.0,U,55.0,499.0,Boeing,1072732.0
Kla160,7.0,O,35830,,1.0,1-248-539-6621,16814.0,1.0,S,8.0,342.0,United Refining,2261442.0
Bru161,1.0,U,v6m 1s9,Z,1.0,1-611-789-5569,,3.0,M,7.0,632.0,D.R. Horton,2234368.0
Apt162,6.0,O,22304,Q,3.0,1-023-151-8130,315962.0,1.0,M,97.0,525.0,Jarden,575288.0
sch163,9.0,R,06101,,5.0,1-005-574-3523,299268.0,1.0,M,95.0,371.0,Systemax,1102479.0
Lan164,4.0,O,78756,,1.0,1-550-487-1571,301490.0,3.0,U,92.0,699.0,Marriott International,2995388.0
Fus165,8.0,O,93003,,3.0,1-280-494-1415,36052.0,2.0,M,17.0,435.0,Expeditors International,1147193.0
Nev166,2.0,U,T5D 1P2,R,1.0,1-803-438-4141,437483.0,4.0,U,81.0,512.0,Great Plains Energy,1136540.0
SHA167,6.0,O,10108,,5.0,1-566-299-2351,152971.0,,M,13.0,552.0,Danaher,1677669.0
Sau168,8.0,O,t5c 1l3,P,0.0,1-586-363-4189,449495.0,2.0,M,78.0,,,2160706.0
fri169,5.0,O,M5B 1Z8,,4.0,1-505-124-9029,349827.0,1.0,M,78.0,687.0,Watson Wyatt Worldwide,2525665.0
fer170,0.0,R,V6H 1W2,O,3.0,1-897-996-9812,9562.0,1.0,M,85.0,433.0,Yahoo,3517622.0
LAN171,7.0,,90308,,1.0,1-922-919-5858,24514.0,2.0,U,68.0,746.0,Convergys,
Bha172,9.0,R,M5e 1y2,,0.0,1-326-572-2988,407985.0,0.0,M,1.0,405.0,Celanese,97675.0
Jor173,,O,80029,,5.0,1-076-972-4311,,5.0,M,83.0,805.0,Dana Holding,
KNU174,5.0,O,30350,,4.0,1-341-595-8408,257897.0,4.0,M,78.0,819.0,XTO Energy,3569070.0
Ham175,0.0,O,97240,,0.0,,261143.0,5.0,M,,648.0,Alliance Data Systems,1507616.0
MAU176,10.0,R,R3A 1M1,,5.0,1-536-952-5040,110615.0,5.0,U,5.0,401.0,Franklin Resources,514151.0
Rez177,8.0,U,73172,,2.0,1-663-917-0422,407799.0,0.0,U,43.0,484.0,Fidelity National Financial,2903408.0
Koa178,1.0,O,V6s 1p9,,4.0,1-843-773-1791,195242.0,4.0,U,53.0,463.0,FirstEnergy,1695814.0
HAN179,5.0,O,90140,B,3.0,1-823-567-1252,315490.0,0.0,U,13.0,335.0,Commercial Metals,868465.0
jak180,10.0,O,94639,I,5.0,1-744-421-7512,22201.0,4.0,U,7.0,,Genzyme,2810709.0
ump181,7.0,R,22307,C,4.0,1-621-744-1484,441579.0,5.0,M,17.0,381.0,US Airways Group,3593363.0
Wic182,1.0,O,55116,G,2.0,1-973-214-3381,342730.0,2.0,M,67.0,708.0,Advanced Micro Devices,2607636.0
Gat183,8.0,R,M6s 1i5,,5.0,1-428-266-1600,117267.0,4.0,M,54.0,354.0,United Parcel Service,2735642.0
bot184,10.0,,92708,,1.0,1-334-466-5299,260107.0,4.0,S,5.0,547.0,Fastenal,1501732.0
DAV185,9.0,O,V6r 1q6,T,1.0,1-249-478-5643,166760.0,1.0,D,28.0,761.0,Core-Mark Holding,397072.0
HIL186,1.0,O,63178,,4.0,1-804-228-8548,401021.0,1.0,M,5.0,659.0,Boise,3399757.0
war187,9.0,R,x7j 1r5,,4.0,1-564-230-0062,70945.0,2.0,M,,351.0,DST Systems,2684548.0
MAC188,7.0,O,M5e 1y7,,3.0,1-781-339-9073,389391.0,3.0,S,72.0,608.0,United States Steel,3041622.0
lev189,3.0,O,23257,A,4.0,1-096-116-9962,63226.0,2.0,S,12.0,706.0,Pepco Holdings,3211816.0
Goo190,8.0,O,V6I 1U7,,0.0,1-914-194-6997,206220.0,4.0,M,71.0,391.0,Acuity Brands,127026.0
Koh191,2.0,R,94539,E,5.0,1-733-360-9116,,4.0,W,90.0,461.0,Baker Hughes,588945.0
AYL192,2.0,O,H7h 1v4,,4.0,1-591-402-8026,337152.0,4.0,U,20.0,510.0,Newell Rubbermaid,1962620.0
CHO193,5.0,O,15201,E,,1-326-180-9322,312074.0,2.0,W,58.0,805.0,Westlake Chemical,178193.0
DIT194,7.0,O,t5a 1n6,G,2.0,1-784-796-6844,68551.0,4.0,M,57.0,702.0,Jones Lang LaSalle,2102811.0
EMI195,3.0,O,78784,,4.0,1-662-625-4671,488800.0,1.0,W,43.0,368.0,Burger King Holdings,2246854.0
Ryd196,8.0,R,H6d 1w8,,3.0,1-627-590-4931,431633.0,2.0,W,39.0,520.0,Hovnanian Enterprises,1312448.0
mei197,2.0,O,06705,S,0.0,1-055-694-7984,72797.0,3.0,S,87.0,666.0,Medical Mutual of Ohio,295993.0
Ceg198,9.0,O,M5c 1v9,,0.0,1-166-844-7429,260576.0,1.0,S,57.0,587.0,Lockheed Martin,1220003.0
hai199,4.0,O,90759,Z,4.0,1-516-930-4640,200096.0,5.0,U,58.0,643.0,Yum Brands,2400476.0
cle200,5.0,R,22301,J,,1-261-215-4290,,4.0,,28.0,484.0,Wesco International,2900897.0
Cie201,3.0,R,19165,W,3.0,1-681-572-7662,267656.0,1.0,U,95.0,,Volt Information Sciences,3942140.0
Par202,8.0,R,75007,,1.0,1-288-967-5460,35253.0,2.0,S,98.0,676.0,Western Union,2118119.0
LOZ203,4.0,O,90302,K,5.0,1-315-022-2148,113159.0,2.0,M,55.0,300.0,,338540.0
Pas204,8.0,R,84092,,2.0,1-707-402-6121,297444.0,3.0,,14.0,,Lubrizol,2617116.0
Aul205,9.0,O,v6d 1u1,,3.0,1-186-893-7846,52092.0,1.0,M,30.0,831.0,C.H. Robinson Worldwide,1459711.0
bar206,7.0,O,99503,N,3.0,1-571-918-3795,30249.0,1.0,M,90.0,609.0,Celgene,1804959.0
ELL207,2.0,O,80960,,2.0,1-206-055-2128,483052.0,0.0,S,69.0,679.0,Leggett & Platt,2957472.0
for208,6.0,O,53743,P,4.0,1-963-724-8044,287060.0,0.0,U,67.0,634.0,Fidelity National Information,2919293.0
Bur209,4.0,O,t6d 1k1,U,1.0,1-050-641-8503,274154.0,1.0,W,41.0,338.0,Arch Coal,3610130.0
FOL210,4.0,O,91350,,5.0,1-020-258-1680,379659.0,5.0,M,2.0,332.0,Affinia Group Intermediate,1209441.0
Led211,8.0,O,37916,,0.0,,,0.0,M,89.0,721.0,Kellogg,1058712.0
kop212,3.0,O,22329,N,4.0,1-886-961-7857,100796.0,1.0,,88.0,351.0,PerkinElmer,1946028.0
pay213,6.0,O,M1i 1r8,,1.0,1-999-799-7384,128277.0,1.0,M,90.0,564.0,Limited Brands,1420984.0
PAL214,9.0,O,h5i 1p1,,1.0,1-362-078-4138,147414.0,3.0,M,54.0,379.0,OfficeMax,213235.0
fel215,8.0,O,M1I 1R5,,1.0,1-174-723-5263,51559.0,2.0,S,53.0,727.0,J.B. Hunt Transport Services,472425.0
ATW216,2.0,O,53739,,2.0,1-898-789-3598,355622.0,3.0,U,89.0,578.0,American Express,1160132.0
Mcb217,10.0,O,06603,S,5.0,1-482-305-5399,468116.0,1.0,W,31.0,642.0,Occidental Petroleum,2869995.0
Jal218,1.0,O,28247,B,1.0,1-834-784-7657,276728.0,0.0,M,1.0,,Shaw Group,3727044.0
vem219,,R,h7g 1u9,,3.0,1-864-555-5341,135306.0,0.0,S,57.0,554.0,W.W. Grainger,2293241.0
BAR220,6.0,U,90831,D,1.0,1-475-209-3369,99566.0,0.0,U,10.0,733.0,IDT,2846515.0
PES221,10.0,O,M4j 1o7,U,2.0,1-459-456-1848,263959.0,4.0,M,74.0,345.0,General Mills,1619956.0
Sha222,6.0,R,77288,,2.0,1-802-797-1712,441498.0,0.0,M,28.0,644.0,RBS Global,2367607.0
Sch223,3.0,U,77117,J,3.0,,429621.0,0.0,S,96.0,564.0,Realogy,3795566.0
Mat224,10.0,O,45263,L,1.0,1-224-760-3774,181214.0,3.0,M,42.0,465.0,ArvinMeritor,734762.0
JAI225,8.0,O,v6g 1p4,,,1-511-883-9082,212502.0,4.0,D,64.0,652.0,Amkor Technology,908994.0
KAR226,6.0,O,72247,,5.0,,244545.0,4.0,M,,714.0,Lear,2561296.0
gus227,10.0,R,E7n 1j9,,5.0,1-405-014-0029,218681.0,4.0,M,49.0,383.0,Asbury Automotive Group,3181069.0
Ann228,7.0,O,45272,K,,1-076-073-0994,296916.0,5.0,,81.0,336.0,Limited Brands,2632226.0
lab229,9.0,O,x7j 1q2,R,0.0,1-690-040-0846,453659.0,2.0,,57.0,626.0,Beazer Homes USA,
