address,country,address_id,district,postal_code,city,address2,phone,country_id,city_id
1114 Liepaja Street,Malaysia,62,Sarawak,69226.0,Kuching,,212869228936.0,59,282
1213 Ranchi Parkway,India,63,Karnataka,94352.0,Mysore,,800024380485.0,44,350
81 Hodeida Way,India,64,Rajasthan,55561.0,Jaipur,,250767749542.0,44,231
915 Ponce Place,Switzerland,65,Basel-Stadt,83980.0,Basel,,1395251317.0,91,56
1717 Guadalajara Lane,United States,66,Missouri,85505.0,Saint Louis,,914090181665.0,103,441
1214 Hanoi Way,United States,67,Nebraska,67055.0,Lincoln,,491001136577.0,103,306
1966 Amroha Avenue,China,68,Sichuan,70385.0,Daxian,,333489324603.0,23,139
698 Otsu Street,French Guiana,69,Cayenne,71110.0,Cayenne,,409983924481.0,35,105
1150 Kimchon Manor,Sweden,70,Skne ln,96109.0,Malm,,663449333709.0,90,321
1586 Guaruj Place,China,71,Hunan,5135.0,Xiangtan,,947233365992.0,23,579
57 Arlington Manor,India,72,Madhya Pradesh,48960.0,Shivapuri,,990214419142.0,44,475
1031 Daugavpils Parkway,Algeria,73,Bchar,59025.0,Bchar,,107137400143.0,2,63
1124 Buenaventura Drive,Saudi Arabia,74,Mekka,6856.0,al-Hawiya,,407733804223.0,82,13
492 Cam Ranh Street,Philippines,75,Eastern Visayas,50805.0,Baybay,,565018274456.0,75,61
89 Allappuzha (Alleppey) Manor,Philippines,76,National Capital Reg,75444.0,Taguig,,255800440636.0,75,517
1947 Poos de Caldas Boulevard,Taiwan,77,Chiayi,60951.0,Chiayi,,427454485876.0,92,114
1206 Dos Quebradas Place,Brazil,78,So Paulo,20207.0,Rio Claro,,241832790687.0,15,431
1551 Rampur Lane,Taiwan,79,Changhwa,72394.0,Changhwa,,251164340471.0,92,108
602 Paarl Street,Kazakstan,80,Pavlodar,98889.0,Pavlodar,,896314772871.0,51,402
1692 Ede Loop,Brazil,81,So Paulo,9223.0,Araatuba,,918711376618.0,15,30
936 Salzburg Lane,India,82,Uttar Pradesh,96709.0,Rae Bareli,,875756771675.0,44,425
586 Tete Way,Japan,83,Kanagawa,1079.0,Kamakura,,18581624103.0,50,256
1888 Kabul Drive,Nigeria,84,Oyo & Osun,20936.0,Ife,,701457319790.0,69,217
320 Baiyin Parkway,Madagascar,85,Mahajanga,37307.0,Mahajanga,,223664661973.0,57,319
927 Baha Blanca Parkway,Ukraine,86,Krim,9495.0,Simferopol,,821972242086.0,100,479
929 Tallahassee Loop,South Africa,87,Gauteng,74671.0,Springs,,800716535041.0,85,497
125 Citt del Vaticano Boulevard,Mexico,88,Puebla,67912.0,Atlixco,,48417642933.0,60,40
1557 Ktahya Boulevard,United Kingdom,89,England,88002.0,Bradford,,720998247660.0,102,88
870 Ashqelon Loop,Thailand,90,Songkhla,84931.0,Songkhla,,135117278909.0,94,489
1740 Portoviejo Avenue,Colombia,91,Sucre,29932.0,Sincelejo,,198123170793.0,24,480
1942 Ciparay Parkway,South Korea,92,Cheju,82624.0,Cheju,,978987363654.0,86,113
1926 El Alto Avenue,Argentina,93,Buenos Aires,75543.0,La Plata,,846225459260.0,6,289
1952 Chatsworth Drive,China,94,Guangdong,25958.0,Meixian,,991562402283.0,23,332
1370 Le Mans Avenue,Brunei,95,Brunei and Muara,52163.0,Bandar Seri Begawan,,345679835036.0,16,53
984 Effon-Alaiye Avenue,Brazil,96,Gois,17119.0,Goinia,,132986892228.0,15,183
832 Nakhon Sawan Manor,China,97,Inner Mongolia,49021.0,Zalantun,,275595571388.0,23,592
152 Kitwe Parkway,Philippines,98,Caraga,53182.0,Bislig,,835433605312.0,75,82
1697 Tanauan Lane,India,99,Punjab,22870.0,Pathankot,,4764773857.0,44,399
1308 Arecibo Way,United States,100,Georgia,30695.0,Augusta-Richmond County,,6171054059.0,103,41
1599 Plock Drive,Mozambique,101,Tete,71986.0,Tete,,817248913162.0,63,534
669 Firozabad Loop,United Arab Emirates,102,Abu Dhabi,92265.0,al-Ayn,,412903167998.0,101,12
588 Vila Velha Manor,South Korea,103,Kyongsangbuk,51540.0,Kimchon,,333339908719.0,86,268
1913 Kamakura Place,Russian Federation,104,Lipetsk,97287.0,Jelets,,942570536750.0,80,238
733 Mandaluyong Place,Saudi Arabia,105,Asir,77459.0,Abha,,196568435814.0,82,2
659 Vaduz Drive,Israel,106,Ha Darom,49708.0,Ashdod,,709935135487.0,48,34
1177 Jelets Way,Nigeria,107,Kwara & Kogi,3305.0,Ilorin,,484292626944.0,69,220
1386 Yangor Avenue,France,108,Provence-Alpes-Cte,80720.0,Toulon,,449216226468.0,34,543
454 Nakhon Sawan Boulevard,Tuvalu,109,Funafuti,76383.0,Funafuti,,963887147572.0,99,173
1867 San Juan Bautista Tuxtepec Avenue,Russian Federation,110,Ivanovo,78311.0,Ivanovo,,547003310357.0,80,225
1532 Dzerzinsk Way,Argentina,111,Buenos Aires,9599.0,Merlo,,330838016880.0,6,334
1002 Ahmadnagar Manor,Mexico,112,Mxico,93026.0,Huixquilucan,,371490777743.0,60,213
682 Junan Way,South Africa,113,North West,30418.0,Klerksdorp,,622255216127.0,85,273
804 Elista Drive,China,114,Hubei,61069.0,Enshi,,379804592943.0,23,159
1378 Alvorada Avenue,Venezuela,115,Distrito Federal,75834.0,Caracas,,272234298332.0,104,102
793 Cam Ranh Avenue,United States,116,California,87057.0,Lancaster,,824370924746.0,103,292
1079 Tel Aviv-Jaffa Boulevard,Venezuela,117,Sucre,10885.0,Cuman,,358178933857.0,104,132
442 Rae Bareli Place,Germany,118,Nordrhein-Westfalen,24321.0,Duisburg,,886636413768.0,38,148
1107 Nakhon Sawan Avenue,Mexico,119,Mxico,75149.0,Nezahualcyotl,,867546627903.0,60,365
544 Malm Parkway,Indonesia,120,Central Java,63502.0,Pemalang,,386759646229.0,45,403
1967 Sincelejo Place,India,121,Gujarat,73644.0,Gandhinagar,,577812616052.0,44,176
333 Goinia Way,United States,122,Texas,78625.0,Grand Prairie,,909029256431.0,103,185
1987 Coacalco de Berriozbal Loop,Egypt,123,al-Qalyubiya,96065.0,Shubra al-Khayma,,787654415858.0,29,476
241 Mosul Lane,Colombia,124,Risaralda,76157.0,Dos Quebradas,,765345144779.0,24,147
211 Chiayi Drive,India,125,Uttar Pradesh,58186.0,Etawah,,665993880048.0,44,164
1175 Tanauan Way,Peru,126,Lima,64615.0,Lima,,937222955822.0,74,305
117 Boa Vista Way,India,127,Uttar Pradesh,6804.0,Varanasi (Benares),,677976133614.0,44,566
848 Tafuna Manor,Turkey,128,Ktahya,45142.0,Ktahya,,614935229095.0,97,281
569 Baicheng Lane,South Africa,129,Gauteng,60304.0,Boksburg,,490211944645.0,85,85
1666 Qomsheh Drive,Brazil,130,So Paulo,66255.0,Po,,582835362905.0,15,410
801 Hagonoy Drive,Russian Federation,131,Smolensk,8439.0,Smolensk,,237426099212.0,80,484
1050 Garden Grove Avenue,Poland,132,Slaskie,4999.0,Jastrzebie-Zdrj,,973047364353.0,76,236
1854 Tieli Street,China,133,Shandong,15819.0,Liaocheng,,509492324775.0,23,302
758 Junan Lane,Brazil,134,Gois,82639.0,guas Lindas de Gois,,935448624185.0,15,190
1752 So Leopoldo Parkway,Ukraine,135,Taka-Karpatia,14014.0,Mukateve,,252265130067.0,100,345
898 Belm Manor,South Africa,136,Free State,49757.0,Botshabelo,,707169393853.0,85,87
261 Saint Louis Way,Mexico,137,Coahuila de Zaragoza,83401.0,Torren,,321944036800.0,60,541
765 Southampton Drive,Egypt,138,al-Qalyubiya,4285.0,Qalyub,,23712411567.0,29,421
943 Johannesburg Avenue,India,139,Maharashtra,5892.0,Pune,,90921003005.0,44,417
788 Atinsk Street,India,140,Karnataka,81691.0,Hubli-Dharwad,,146497509724.0,44,211
1749 Daxian Place,Netherlands,141,Gelderland,11044.0,Apeldoorn,,963369996279.0,67,29
1587 Sullana Lane,China,142,Inner Mongolia,85769.0,Hohhot,,468060467018.0,23,207
1029 Dzerzinsk Manor,Taiwan,143,Ynlin,57519.0,Touliu,,33173584456.0,92,542
1666 Beni-Mellal Place,United States,144,Tennessee,13377.0,Clarksville,,9099941466.0,103,123
928 Jaffna Loop,Japan,145,Hiroshima,93762.0,Fukuyama,,581852137991.0,50,172
483 Ljubertsy Parkway,United Kingdom,146,Scotland,60562.0,Dundee,,581174211853.0,102,149
374 Bat Yam Boulevard,Turkey,147,Kilis,97700.0,Kilis,,923261616249.0,97,266
1027 Songkhla Manor,Belarus,148,Minsk,30861.0,Molodetno,,563660187896.0,13,340
999 Sanaa Loop,South Africa,149,Gauteng,3439.0,Soshanguve,,918032330119.0,85,491
879 Newcastle Way,United States,150,Michigan,90732.0,Sterling Heights,,206841104594.0,103,499
1337 Lincoln Parkway,Japan,151,Saitama,99457.0,Urawa,,597815221267.0,50,555
1952 Pune Lane,Runion,152,Saint-Denis,92150.0,Saint-Denis,,354615066969.0,79,442
782 Mosul Street,United States,153,Massachusetts,25545.0,Brockton,,885899703621.0,103,94
781 Shimonoseki Drive,Mexico,154,Michoacn de Ocampo,95444.0,Hidalgo,,632316273199.0,60,202
1560 Jelets Boulevard,China,155,Shandong,77777.0,Laiwu,,189446090264.0,23,291
1963 Moscow Place,India,156,Assam,64863.0,Nagaon,,761379480249.0,44,354
456 Escobar Way,Indonesia,157,Jakarta Raya,36061.0,Jakarta,,719202533520.0,45,232
798 Cianjur Avenue,China,158,Shanxi,76990.0,Yuncheng,,499408708580.0,23,590
185 Novi Sad Place,Switzerland,159,Bern,41778.0,Bern,,904253967161.0,91,72
1367 Yantai Manor,Nigeria,160,Ondo & Ekiti,21294.0,Ondo,,889538496300.0,69,381
1386 Nakhon Sawan Boulevard,North Korea,161,Pyongyang-si,53502.0,Pyongyang,,368899174225.0,70,420
369 Papeete Way,United States,162,North Carolina,66639.0,Greensboro,,170117068815.0,103,187
1440 Compton Place,Austria,163,North Austria,81037.0,Linz,,931059836497.0,9,307
1623 Baha Blanca Manor,Russian Federation,164,Moskova,81511.0,Ljubertsy,,149981248346.0,80,310
97 Shimoga Avenue,Israel,165,Tel Aviv,44660.0,Tel Aviv-Jaffa,,177167004331.0,48,533
1740 Le Mans Loop,France,166,Pays de la Loire,22853.0,Le Mans,,168476538960.0,34,297
1287 Xiangfan Boulevard,Japan,167,Gifu,57844.0,Kakamigahara,,819416131190.0,50,253
842 Salzburg Lane,Turkey,168,Adana,3313.0,Tarsus,,697151428760.0,97,529
154 Tallahassee Loop,China,169,Xinxiang,62250.0,Hami,,935508855935.0,23,199
710 San Felipe del Progreso Avenue,Malawi,170,Lilongwe,76901.0,Lilongwe,,843801144113.0,58,304
1540 Wroclaw Drive,India,171,Maharashtra,62686.0,Chandrapur,,182363341674.0,44,107
475 Atinsk Way,China,172,Gansu,59571.0,Jinchang,,201705577290.0,23,240
1294 Firozabad Drive,China,173,Jiangxi,70618.0,Pingxiang,,161801569569.0,23,407
1877 Ezhou Lane,India,174,Rajasthan,63337.0,Udaipur,,264541743403.0,44,550
316 Uruapan Street,Malaysia,175,Perak,58194.0,Ipoh,,275788967899.0,59,223
29 Pyongyang Loop,Turkey,176,Batman,47753.0,Batman,,734780743462.0,97,58
1010 Klerksdorp Way,Austria,177,Steiermark,6802.0,Graz,,493008546874.0,9,186
1848 Salala Boulevard,Venezuela,178,Miranda,25220.0,Ocumare del Tuy,,48265851133.0,104,373
431 Xiangtan Avenue,India,179,Kerala,4854.0,Allappuzha (Alleppey),,230250973122.0,44,18
757 Rustenburg Avenue,Algeria,180,Skikda,89668.0,Skikda,,506134035434.0,2,483
146 Johannesburg Way,Mexico,181,Tamaulipas,54132.0,Matamoros,,953689007081.0,60,330
1891 Rizhao Boulevard,Brazil,182,So Paulo,47288.0,Santa Brbara dOeste,,391065549876.0,15,456
1089 Iwatsuki Avenue,Russian Federation,183,Kirov,35109.0,Kirovo-Tepetsk,,866092335135.0,80,270
1410 Benin City Parkway,Colombia,184,Risaralda,29747.0,Pereira,,104150372603.0,24,405
682 Garden Grove Place,United States,185,Tennessee,67497.0,Memphis,,72136330362.0,103,333
533 al-Ayn Boulevard,United States,186,California,8862.0,Compton,,662227486184.0,103,126
1839 Szkesfehrvr Parkway,Brazil,187,Gois,55709.0,Luzinia,,947468818183.0,15,317
741 Ambattur Manor,Netherlands,188,Noord-Brabant,43310.0,s-Hertogenbosch,,302590383819.0,67,438
927 Barcelona Street,Iran,189,Chaharmahal va Bakht,65121.0,Shahr-e Kord,,951486492670.0,46,467
435 0 Way,India,190,West Bengali,74750.0,Haldia,,760171523969.0,44,195
140 Chiayi Parkway,Ukraine,191,Sumy,38982.0,Sumy,,855863906434.0,100,506
1166 Changhwa Street,Philippines,192,Caraga,58852.0,Bayugan,,650752094490.0,75,62
891 Novi Sad Manor,Canada,193,Ontario,5379.0,Oshawa,,247646995453.0,20,383
605 Rio Claro Parkway,Tanzania,194,Tabora,49348.0,Tabora,,352469351088.0,93,513
1077 San Felipe de Puerto Plata Place,Russian Federation,195,Rostov-na-Donu,65387.0,Novoterkassk,,812824036424.0,80,369
9 San Miguel de Tucumn Manor,India,196,Uttar Pradesh,90845.0,Firozabad,,956188728558.0,44,169
447 Surakarta Loop,Kenya,197,Nyanza,10428.0,Kisumu,,940830176580.0,52,271
345 Oshawa Boulevard,Japan,198,Tokyo-to,32114.0,Hino,,104491201771.0,50,204
1792 Valle de la Pascua Place,Germany,199,Nordrhein-Westfalen,15540.0,Siegen,,419419591240.0,38,477
1074 Binzhou Manor,Germany,200,Baden-Wrttemberg,36490.0,Mannheim,,331132568928.0,38,325
817 Bradford Loop,China,201,Jiangsu,89459.0,Changzhou,,264286442804.0,23,109
955 Bamenda Way,Nigeria,202,Ondo & Ekiti,1545.0,Ikerre,,768481779568.0,69,218
1149 A Corua (La Corua) Boulevard,Vietnam,203,Haiphong,95824.0,Haiphong,,470884141195.0,105,194
387 Mwene-Ditu Drive,Turkmenistan,204,Ahal,8073.0,Ashgabat,,764477681869.0,98,35
68 Molodetno Manor,Germany,205,Nordrhein-Westfalen,4662.0,Witten,,146640639760.0,38,575
642 Nador Drive,India,206,Maharashtra,3924.0,Bhusawal,,369050085652.0,44,77
1688 Nador Lane,Indonesia,207,Sulawesi Utara,61613.0,Gorontalo,,652218196731.0,45,184
1215 Pyongyang Parkway,Turkey,208,Usak,25238.0,Usak,,646237101779.0,97,557
1679 Antofagasta Street,Paraguay,209,Alto Paran,86599.0,Ciudad del Este,,905903574913.0,73,122
1304 s-Hertogenbosch Way,Brazil,210,Santa Catarina,10925.0,Blumenau,,90336226227.0,15,83
850 Salala Loop,Greenland,211,Kitaa,10800.0,Nuuk,,403404780639.0,40,371
624 Oshawa Boulevard,India,212,West Bengali,89959.0,Balurghat,,49677664184.0,44,51
43 Dadu Avenue,India,213,Rajasthan,4855.0,Bhilwara,,95666951770.0,44,74
751 Lima Loop,Yemen,214,Aden,99405.0,Aden,,756460337785.0,107,7
1333 Haldia Street,China,215,Jilin,82161.0,Fuyu,,408304391718.0,23,174
660 Jedda Boulevard,United States,216,Washington,25053.0,Bellevue,,168758068397.0,103,65
1001 Miyakonojo Lane,Yemen,217,Taizz,67924.0,Taizz,,584316724815.0,107,518
226 Brest Manor,United States,218,California,2299.0,Sunnyvale,,785881412500.0,103,508
1229 Valencia Parkway,Bulgaria,219,Haskovo,99124.0,Stara Zagora,,352679173732.0,17,498
1201 Qomsheh Manor,Brazil,220,Gois,21464.0,Aparecida de Goinia,,873492228462.0,15,28
866 Shivapuri Manor,India,221,Uttar Pradesh,22474.0,Sambhal,,778502731092.0,44,448
1168 Najafabad Parkway,Afghanistan,222,Kabol,40301.0,Kabul,,886649065861.0,1,251
1244 Allappuzha (Alleppey) Place,Argentina,223,Buenos Aires,20657.0,Vicente Lpez,,991802825778.0,6,567
1842 Luzinia Boulevard,Tanzania,224,Zanzibar West,94420.0,Zanzibar,,706878974831.0,93,593
1926 Gingoog Street,Italy,225,Sisilia,22824.0,Syrakusa,,469738825391.0,49,511
810 Palghat (Palakkad) Boulevard,Russian Federation,226,Jaroslavl,73431.0,Jaroslavl,,516331171356.0,80,235
1820 Maring Parkway,Pakistan,227,Punjab,88307.0,Mandi Bahauddin,,99760893676.0,72,324
60 Poos de Caldas Street,India,228,Rajasthan,82338.0,Jodhpur,,963063788669.0,44,243
1014 Loja Manor,India,229,Tamil Nadu,66851.0,Ambattur,,460795526514.0,44,22
201 Effon-Alaiye Way,Paraguay,230,Asuncin,64344.0,Asuncin,,684192903087.0,73,37
430 Alessandria Loop,Germany,231,Saarland,47446.0,Saarbrcken,,669828224459.0,38,439
754 Valencia Place,Cambodia,232,Phnom Penh,87911.0,Phnom Penh,,594319417514.0,18,406
356 Olomouc Manor,Brazil,233,Gois,93323.0,Anpolis,,22326410776.0,15,26
1256 Bislig Boulevard,Romania,234,Botosani,50598.0,Botosani,,479007229460.0,78,86
954 Kimchon Place,India,235,West Bengali,42420.0,Uttarpara-Kotrung,,541327526474.0,44,559
885 Yingkou Manor,Nigeria,236,Kaduna,31390.0,Zaria,,588964509072.0,69,596
1736 Cavite Place,Egypt,237,Qina,98775.0,Idfu,,431770603551.0,29,216
346 Skikda Parkway,Kuwait,238,Hawalli,90628.0,Jalib al-Shuyukh,,630424482919.0,53,233
98 Stara Zagora Boulevard,Colombia,239,Valle,76448.0,Buenaventura,,610173756082.0,24,96
1479 Rustenburg Boulevard,Philippines,240,Southern Tagalog,18727.0,Tanza,,727785483194.0,75,527
647 A Corua (La Corua) Street,South Korea,241,Chollanam,36971.0,Naju,,792557457753.0,86,357
1964 Gijn Manor,India,242,Karnataka,14408.0,Shimoga,,918119601885.0,44,473
47 Syktyvkar Lane,Indonesia,243,West Java,22236.0,Ciomas,,63937119031.0,45,118
1148 Saarbrcken Parkway,Japan,244,Fukushima,1921.0,Iwaki,,137773001988.0,50,226
1103 Bilbays Parkway,China,245,Hubei,87660.0,Xiangfan,,279979529227.0,23,578
1246 Boksburg Parkway,China,246,Hebei,28349.0,Qinhuangdao,,890283544295.0,23,422
1483 Pathankot Street,Argentina,247,Tucumn,37288.0,San Miguel de Tucumn,,686015532180.0,6,454
582 Papeete Loop,Philippines,248,Central Visayas,27722.0,Lapu-Lapu,,569868543137.0,75,294
300 Junan Street,South Korea,249,Kyonggi,81314.0,Uijongbu,,890289150158.0,86,553
829 Grand Prairie Way,Brazil,250,Paran,6461.0,Maring,,741070712873.0,15,328
1473 Changhwa Parkway,Mexico,251,Mxico,75933.0,Coacalco de Berriozbal,,266798132374.0,60,124
1309 Weifang Street,United States,252,Florida,57338.0,Tallahassee,,435785045362.0,103,520
1760 Oshawa Manor,China,253,Tianjin,38140.0,Tianjin,,56257502250.0,23,535
786 Stara Zagora Way,Nigeria,254,Oyo & Osun,98332.0,Oyo,,716256596301.0,69,390
1966 Tonghae Street,Germany,255,Anhalt Sachsen,36481.0,Halle/Saale,,567359279425.0,38,198
1497 Yuzhou Drive,United Kingdom,256,England,3433.0,London,,246810237916.0,102,312
752 Ondo Loop,Japan,258,Miyazaki,32474.0,Miyakonojo,,134673576619.0,50,338
1338 Zalantun Lane,Brazil,259,Minas Gerais,45403.0,Poos de Caldas,,840522972766.0,15,413
127 Iwakuni Boulevard,Philippines,260,Central Luzon,20777.0,Hagonoy,,987442542471.0,75,192
51 Laredo Avenue,Myanmar,261,Sagaing,68146.0,Monywa,,884536620568.0,64,342
771 Yaound Manor,Mozambique,262,Sofala,86768.0,Beira,,245477603573.0,63,64
532 Toulon Street,Dominican Republic,263,Santiago,69517.0,Santiago de los Caballeros,,46871694740.0,27,460
1027 Banjul Place,India,264,West Bengali,50390.0,Halisahar,,538241037443.0,44,197
1158 Mandi Bahauddin Parkway,China,265,Shanxi,98484.0,Datong,,276555730211.0,23,136
862 Xintai Lane,Philippines,266,Cagayan Valley,30065.0,Tuguegarao,,265153400632.0,75,548
816 Cayenne Parkway,Ecuador,267,Manab,93629.0,Portoviejo,,282874611748.0,28,414
1831 Nam Dinh Loop,Philippines,268,National Capital Reg,51990.0,Mandaluyong,,322888976727.0,75,323
446 Kirovo-Tepetsk Lane,Japan,269,Osaka,19428.0,Higashiosaka,,303967439816.0,50,203
682 Halisahar Place,Czech Republic,270,Severn Morava,20536.0,Olomouc,,475553436330.0,26,378
1587 Loja Manor,Austria,271,Salzburg,5410.0,Salzburg,,621625204422.0,9,447
1762 Paarl Parkway,China,272,Hunan,53928.0,Lengshuijiang,,192459639410.0,23,298
1519 Ilorin Place,India,273,Kerala,49298.0,Palghat (Palakkad),,357445645426.0,44,395
920 Kumbakonam Loop,United States,274,California,75090.0,Salinas,,685010736240.0,103,446
906 Goinia Way,Poland,275,Wielkopolskie,83565.0,Kalisz,,701767622697.0,76,255
1675 Xiangfan Manor,India,276,Tamil Nadu,11763.0,Kumbakonam,,271149517630.0,44,283
85 San Felipe de Puerto Plata Drive,China,277,Shandong,46063.0,Yantai,,170739645687.0,23,584
144 South Hill Loop,Mexico,278,Guanajuato,2012.0,Salamanca,,45387294817.0,60,445
1884 Shikarpur Avenue,India,279,Haryana,85548.0,Karnal,,959949395183.0,44,263
1980 Kamjanets-Podilskyi Street,United States,280,Illinois,89502.0,Peoria,,874337098891.0,103,404
1944 Bamenda Way,United States,281,Michigan,24645.0,Warren,,75975221996.0,103,573
556 Baybay Manor,Nigeria,282,Oyo & Osun,55802.0,Ogbomosho,,363982224739.0,69,374
457 Tongliao Loop,Turkey,283,Bursa,56254.0,Inegl,,880756161823.0,97,222
600 Bradford Street,Iran,284,East Azerbaidzan,96204.0,Tabriz,,117592274996.0,46,514
1006 Santa Brbara dOeste Manor,Nigeria,285,Ondo & Ekiti,36229.0,Owo,,85059738746.0,69,389
1308 Sumy Loop,China,286,Fujian,30657.0,Fuzhou,,583021225407.0,23,175
1405 Chisinau Place,Puerto Rico,287,Ponce,8160.0,Ponce,,62781725285.0,77,411
226 Halifax Street,China,288,Xinxiang,58492.0,Korla,,790651020929.0,23,277
