prospect_AgencyID,prospect_Gender,prospect_MaritalStatus,prospect_State,prospect_Country,prospect_Age,prospect_NetWorth,prospect_FirstName,prospect_Income,prospect_AddressLine1,prospect_City,prospect_CreditRating,prospect_Employer,prospect_PostalCode,prospect_AddressLine2,prospect_NumberCars,prospect_NumberChildren,prospect_OwnOrRentFlag,prospect_NumberCreditCards
mpz7516,f,M,ID,United States of America,18.0,242246.0,Zmstbluqkipzaojfsomtbdddguq,302205.0,,Rochester,623.0,Superior Energy Services,,YFCOXMEKQFSICJTOBETBUBPKUDIUQVDPJYWFXAVABUQMRQTXCSIQYOGTFIYPUPVSXXADTJO,1.0,4.0,O,5.0
Jhc7517,F,S,TX,United States of America,79.0,1217660.0,dpqgvuaoijmkxsesvililpxcrwqe,367555.0,RGFLBNRPCCBOCIMBJAIQCHREEDWSLNITTIXMQMMIREOAEMJSWFGPLLAOOTDNSZZGAEQJWFUFQH,Garden Grove,845.0,Monsanto,,Havgczldcpfmwfzj,1.0,1.0,O,1.0
dbq7518,M,M,New Brunswick,United States of America,36.0,1229655.0,IHUGYGSRDWILVOFBAKUR,106025.0,rpikmvtgwsrsoehxgmxwypaueiaheabrf,Tampa,645.0,Newfield Exploration,Rxdsunq,UADMGPXZXZKJOZGCTJVZZHHHCOBQIJZQFD,4.0,5.0,U,7.0
Xch7519,m,W,Alberta,Canada,21.0,1157831.0,aefotdcronamhkzsfpvifmobgchmsp,106690.0,Dcxnszigsmeoffgkyuyzouumjszfxlmjdizusqzswzmocjqebjedovmpqu,Fullerton,495.0,Loews,JXHVEEOU,Aihuhaekefhupioebmmkujzxhedjppgqwziufyshbxm,2.0,2.0,O,1.0
oir7520,m,M,PA,Canada,4.0,,jdeyqkerjerjpht,29373.0,Baiiogufdtxuzztaankuouulonjuthcvhxsmccuomeklooce,Washington,371.0,Apache,XHJQCDPOO,GAZSZNVUREMYJPZYADQXQFRKYAYDOISFILUQLJRQPYMVKLCMSNIWDJOCWOFLR,2.0,2.0,O,8.0
Fqb7521,M,S,Nova Scotia,United States of America,72.0,,Lwihnxoihqqrvjydsijd,168189.0,Pozalthzwjbiezusbjdhneowvdocaqwhiqgtjoeciuatrukalsmcrjd,Norfolk,462.0,Robert Half International,rapkjpmvp,Mkpdderskkspapuynryulgprdetulhtjeoihkyczssseahmypmsnuqrc,2.0,3.0,R,1.0
qex7522,,S,RI,United States of America,1.0,3467922.0,nmnervucuk,264756.0,Dmyivtczopuqajpnjqvvgbhxynvduub,Sydney,375.0,Viacom,Slskxm,Rirmrpvlknyho,,,U,7.0
Hpi7523,,S,OR,Canada,98.0,46859.0,hgjkxxbf,44480.0,Sathursvnxpzkodbtmwvlolitgiqccvjmcwvjhxmxiksdbpxekwlruhizivshqaghvknzyc,Winnipeg,516.0,Robert Half International,FXHXLG,Nqjcckjpytftvzjocrqogpcmnwedqjyyrmogguvhltqigpvmpxhubkndabngfncxuiimipvqphah,1.0,2.0,U,10.0
Fjd7524,,,CA,Canada,35.0,2937668.0,Zangtryzlhmxo,87207.0,Esuycdxsjfbrqbtluspxsehk,Wilmington,703.0,CSX,ovlziicdezok,Zninbcspznzjebjwgacwmbbfauishphlmeeeqfiepmcyitmqqslybvwpvcegdydu,1.0,5.0,R,
Cgt7525,,W,MO,United States of America,99.0,2388613.0,FFJGEQD,238434.0,AAKKBLHRKJVXTVACUQHEGNOWXKGEVRT,El Monte,734.0,Country Financial Services,jsxcpvao,Rpzwirgfyiw,4.0,2.0,O,7.0
Lwx7526,M,M,Prince Edward Island,United States of America,49.0,3116283.0,Pdcxrihnl,,oxrxowbcfhbizsvbjjsrkewykeughmnwmzjixsuivfwva,Sterling Heights,469.0,Procter & Gamble,Ykerbceq,Purkujuxneqrcbfjdbsdifxxzlggdjpyacbyftzaaklcorpswlhowlnhtnb,0.0,2.0,U,4.0
epy7527,,S,Quebec,United States of America,72.0,2671950.0,Zckhcacwaelzutaodqalxyjrkh,391354.0,vnyndcximwxhecv,Pembroke Pines,595.0,Ingles Markets,VVMSNWEBT,Zzhfkhlfkpqslmxcwhjcrxnajovgogoaffeoteagwewkptqwgqwbvrvndaakkcifzoetlbka,3.0,0.0,O,2.0
Aff7528,m,U,KS,United States of America,41.0,3899593.0,sqrosgqnpifxjx,419165.0,sjzqdcwqhttuwckkxvgdspajysnblgfjgiyydyrof,Philadelphia,410.0,Forest Laboratories,bibueqwbejem,Acdrcqabtcdgmgl,3.0,0.0,O,1.0
mfc7529,,W,NV,Canada,54.0,2537332.0,Erqzkkllazeobgthnmgsbtj,396509.0,,Glendale,475.0,Dentsply International,gehpynlk,Bahndgtlqyafcqwtjhoernwtgocuhsgrhovhsegbmwdlyzbfrnlv,3.0,2.0,O,10.0
Slf7530,,,TN,United States of America,11.0,733236.0,Lcziayaozecoqqluasolkmmcldm,145161.0,GVSBHGBDDVJFNNOZNNPJWCOI,El Monte,,RadioShack,Piwlxtg,ikkajewgvilzcwqbyanbownxssvmccjbqchnemhttpdspyp,0.0,2.0,R,2.0
Cxu7531,,W,WY,United States of America,0.0,,Gcnczmuxviqaxtsdzmzhtro,263206.0,Atzlinujhplocihkjvezvlpfgrrybnamouvdikjna,Warwick,519.0,Century Aluminum,Ujlshmosjkid,Wblpiuzbjoibqlodlednoksegkjczmjreokvvatqkkngpylavaglfctdw,2.0,5.0,O,3.0
GZO7532,,D,British Columbia,United States of America,27.0,3397276.0,Rsoobsqytvjycob,190371.0,BIQIOQOHLQSTBRUFOI,Milwaukee,841.0,,cwburwnupuj,Rvkghtzjwsaiovxljurbnpwizttyrmhlfwdhlncca,3.0,3.0,U,5.0
DRW7533,,U,LA,United States of America,95.0,2444257.0,Pjvadgt,203968.0,Llfaqkbemnoy,Phoenix,540.0,FPL Group,CNEZMHTKIAEV,RUWAYGWKFXAGQZBYRVUGGDPZRTDECHQOMAVILHPAXYSESJMBBLBPFCDUICKUXCAAKLNOFIX,3.0,1.0,O,6.0
set7534,f,U,HI,United States of America,35.0,71520.0,GUBKOKITTSKVYM,428323.0,zwgrnwhxvusgkvueiielqzidnstoaqltuigftcyrqkcuquanepjiliagtqkwjqiozxzx,Anchorage,540.0,Lockheed Martin,kixvppuqtd,Rrtbpdznkfogtppnsueqxwchhvupvxearkwlaafqtagtccoryylzdpzwrre,1.0,3.0,R,10.0
Pyo7535,,M,NY,United States of America,96.0,1911091.0,NDIVVVBOQBDHPTNVKBVCBEIUSNBIZU,159980.0,Znocudhaahssenzuileezlvwcpqtxslrtxdjffjgyauodhhswyydopvxfebhjququbihrdxa,Madison,,Sanmina-SCI,jrhynxfi,Nrmtyquwcfjecduszffruqyerxzfnedhfpqeaxemkbcmtzxrzhtyrurf,4.0,1.0,O,6.0
FSH7536,M,W,TX,Canada,96.0,988775.0,Kuteauo,266852.0,elziqiolbqswwrxbeuskfibanpfkbhhrivuqjjjrvlnmopcfoedpsgupskjfbkk,Fontana,424.0,Iron Mountain,dnhtjyu,Pfhnpyrpjsalubosyapounfypchnihuddngommcnsueq,0.0,0.0,O,6.0
Tdx7537,,M,AZ,United States of America,49.0,3919363.0,Hkfofpndygljbeo,206973.0,,Charlotte,623.0,OfficeMax,YKOVOTYB,Unwsbeiwniraokeimaaqgucfssakgswxqsvaqwlmpkyjycdfefwrm,5.0,5.0,R,2.0
Sbn7538,,S,ME,Canada,,428918.0,Kengxgsu,258221.0,atydogjpqphuwhegtbukkqiaeakrtrn,Richmond,792.0,AMR,WNNMWJ,XHQNMCEJKXOQYVSZVESLKC,5.0,1.0,O,4.0
Piq7539,f,S,NH,United States of America,27.0,58134.0,Plywuoa,428508.0,Hlotorcbtobuceb,Santa Clarita,718.0,Kohl's,Oktkljv,oiahifvwkwamorcniuglindihirzlwgmmiyhtfjstwxtwsllagfdxdeyvswv,4.0,4.0,O,6.0
IXD7540,M,M,KY,,98.0,3703767.0,zfcwsxpjzyqelkxg,,gsrdigbqfwrahybxrtm,Yellow Knife,401.0,Cigna,,Toumjfbsumpgfuskpydjeibaxi,4.0,0.0,O,6.0
wsn7541,,M,Prince Edward Island,United States of America,,433859.0,Yxvczhqjwgnhowiu,58953.0,Coscogvzwodkdajhxnrqmrjqxiaknmygvhpe,Oxnard,557.0,West,GXFLSISZUY,Wvauhtyvksyytnhclkdonvxrkrlafsiewsqkmnhqwggkzfcdzhuathzdbx,4.0,5.0,R,2.0
Jkp7542,M,W,British Columbia,United States of America,56.0,3002044.0,Grkknjyfgbhtyrhxzeaoeoyirwfa,409682.0,qurznxuiovpxwpivddydiaghhcwdmflzhwciipvaovelvwfpmkpjs,Huntington Beach,393.0,Monsanto,gzexcrngivl,Eqmygcxijmgawhtpqdujtsonetcpobmyzxwgofxefsuosvxanmprjgnksatbjdgkpdcdsdnem,5.0,5.0,O,7.0
CCF7543,M,M,CT,United States of America,94.0,1124168.0,Vfrdst,340191.0,,Durham,557.0,Reliant Energy,yzoikhwrd,Pmoymlejwidgbbykomyvmjwymwejrygsfxligdlfwlzpnnledoomveftohwr,2.0,4.0,,10.0
ylj7544,,U,WA,United States of America,98.0,2081541.0,Hqcswumjvwbemosmy,238216.0,RELJYREDKQEKGOORBLRKOUIC,Naperville,465.0,Idearc,Gdbktega,Msanyqaxwwzhwbwkzjqnzjjxzrzjxzaeoszfzolqsglgjh,4.0,5.0,O,5.0
ZBB7545,F,M,ND,Canada,8.0,1897076.0,Ectbhkmbvwkwdbn,113171.0,Wrygjlskxmkivztjbmtjvfbvihenmhwtllhduhmgtkqtzfanadnoereerqlbekgfoyblrstsnrkr,Albuquerque,,Neiman Marcus,Kdcqzpvf,hkyochorqgtokxgozmoncalaaiw,0.0,1.0,O,6.0
fqe7546,m,W,ID,United States of America,90.0,235172.0,Bdbgqpllbnrmiirpct,234797.0,Yewxbqpnfgh,Newark,485.0,O'Reilly Automotive,Tbwgwtmgcu,Datdnghoiymltcayulgkgxywi,5.0,,,10.0
Wpw7547,,M,Quebec,United States of America,34.0,639573.0,Ftszluaxcsoxdfbmdd,225322.0,Bqlmkwlegamnrwsjroeagidzsvulscedtlmkbngoaax,Miami,303.0,Cliffs Natural Resources,Mwmfs,NSZUOXSAHAQLSGYVDSNBNSQBCWHESEFJFUFMMZLEKXZHSZAJNODREZPGNHTMFBRV,4.0,2.0,,2.0
vpz7548,,W,ID,Canada,25.0,2667082.0,Qrdnpjquwnixfocqhsrlkcxmelwijl,192689.0,ZWRPOZPZEWIWCZAQLSPRTLWGIYKJDXHYHEAKZRWYARNKZBYQLQDIDEBNSGEARGERSLEY,London,846.0,Health Management Associates,goelqgcts,,1.0,2.0,O,4.0
Yfz7549,,,AL,Canada,50.0,2598634.0,Kkiolpmrgzmnjanqc,348685.0,VDBAVRMWFYBDZUILPKFXIVIYGFUU,Worcester,621.0,Chevron,ucwygjzs,,5.0,4.0,O,1.0
dou7550,,D,UT,United States of America,85.0,1074671.0,unzegilpp,401229.0,Kzlkcchbfcabnbajwaoxdndbhoyzdboubvbjf,Jacksonville,331.0,Exide Technologies,fjlfqftwg,,3.0,4.0,O,
FDJ7551,M,M,MS,United States of America,60.0,2272997.0,xetqkitwlh,38597.0,hfuyqlsmbesrylepu,Nashua,401.0,Convergys,Tocujgaiaq,HLOJHZJWUXABGARNAABHGKSPRTSMXFEGJQLZBASFMOOMEJAIWUDLITCCGCTJFDCOD,5.0,4.0,R,9.0
ufu7552,,S,AK,United States of America,95.0,702000.0,TWRRGULRYKYUWZYBQQFMIFFKVK,,Arrfoheemxhniocfxbsldznwtzgxybozxvqgxeeabgdfvtgaltiqncicaaanvqketikpvlp,Newport News,644.0,Dominion Resources,kurjmmgixxfd,Duisjsopcacwllrstuypvsbbsvkdatbgbuhcrhcbyzbfpde,2.0,2.0,R,0.0
bbg7553,m,M,VT,United States of America,8.0,1289800.0,Yqfljvgkfucafpjpamdtcppiipc,161204.0,qgjnvpwvmgsqzcanzncon,Corona,769.0,Sentry Insurance Group,cnsavindoi,NBSHKLXYVUUWXEQSGXR,4.0,1.0,R,5.0
Znk7554,f,M,LA,,31.0,1007390.0,mjeasoritwctufyojamzbeeoo,202650.0,HNBGLUDIOAJRCCIXGDUQOO,Lincoln,481.0,Cintas,MQBSAUVQRPYE,jaxpxxcjpqnmhujzeryywtaqfibrvjuuhgihamgeozylueonpssxppzubaiszvrsdnli,3.0,4.0,O,2.0
CGQ7555,F,U,CT,Canada,51.0,124290.0,Udxaujgiratgthwkvdibgvwfo,,FXNNYVMUEABMMBVJTCJNKOPOQJRSVWCTRRENECLSUXOYXWKWSLSVATTVQEDUAAOXXHBAKLULKV,Toronto,732.0,Medtronic,vadbnvz,Fybefboxxpctrjbukylnapoyrwblhkedslpgmv,1.0,2.0,O,7.0
add7556,,M,UT,United States of America,24.0,1820002.0,GHFUKZPOKMXWZF,492433.0,dnlleihfh,Fayetteville,802.0,Pride International,Ljurvnigr,Jwnmnrgaorhevoeuouzzflzrqbvbepxshkroqtsatorgyq,4.0,4.0,O,2.0
Anw7557,,M,IN,Canada,78.0,2200347.0,ybtkiifyhbgchnuctnhnqspk,344858.0,ucbvdfcgnxmvrktknuearqllkshkgtnjufrbxommluggfvbcudhelcuvfkrwpm,Charlotte,329.0,A. Schulman,BQDMQVFTNBRJ,oirwzdfgqxansutunbvjetsjmwaporydypbmkytmkxtudhykhlfxwyfienshpga,2.0,4.0,O,5.0
Hvt7558,m,W,WI,United States of America,56.0,3669569.0,Fhkymmgjsbmpduuffgavhfcxm,197290.0,Wsjaujjdexc,Tulsa,839.0,Oneok,jkcul,nqcozjievwzk,5.0,0.0,R,0.0
Yqj7559,,U,WA,United States of America,50.0,2140537.0,DEZDTMSMWKALBRPALCFIME,283654.0,Ojberg,Winston-Salem,539.0,Danaher,Nelny,IPHMQTVCTWHKZTTEXVGBZIMXKQPRTMOMQGMKULQYVFKMJIXBYCFJ,2.0,,,
Ztn7560,F,M,LA,United States of America,52.0,3258909.0,phoxfeiqoldgmnojmzunmargkla,317423.0,Gymyluukzsxfncpevivrqfybwototaounlrhizwgugosixcopw,Thousand Oaks,561.0,Del Monte Foods,Qsggz,ykqmdxnjptruzfrtrxuzliegrjoukbbngeivjuyo,4.0,5.0,R,4.0
bni7561,F,W,VT,United States of America,14.0,1825422.0,Upuabfflh,399126.0,Gbpnduuvkinefxmgpizlelvlfojeyjyuocqmonxuvcgerggsxzwuvvno,Lubbock,814.0,American Electric Power,Drofa,Lfrjkyblujmbxigmylpsxieswspmei,4.0,5.0,O,2.0
swx7562,,M,CT,United States of America,29.0,1845263.0,owagfolbfwjzeg,398180.0,Xwtkpxqgohxwxnv,Winnipeg,305.0,TJX,Ssovhtmt,Fjqtbijoqcwhabljushhschaxdqtzjhbxfgnrhg,5.0,0.0,R,7.0
DSA7563,f,S,RI,United States of America,50.0,1463114.0,Qdmppehqxloc,,Qpvmtkxxfef,Laredo,457.0,Philip Morris International,Tnprhljfrlj,Kteeeexlhuihtzqagxidvmwnyjrhkquamdymfabfshjeciqttmtpxskqoaqdlcikisbcxgenkmvlbi,2.0,4.0,O,4.0
BXZ7564,,U,SC,United States of America,67.0,2354683.0,jqbetxkci,485429.0,QCKNHEBVPAYKHMOPSSPZKIKSDWWPRMYXHLFZTNJDTQJTAKHJKHHE,Overland Park,349.0,Cincinnati Financial,Bkxujhonjgjk,Syzekstuevpshdzfvcjodcagverxpkwlrufknrwclcbaejmemrylewqmwkcnjdofdjjro,4.0,1.0,O,8.0
pcz7565,,M,British Columbia,United States of America,22.0,436677.0,Wsmywgbvwspgdwhmdxsqjwqb,118018.0,KRYAIAJGKHBKXBLC,Calgary,590.0,Stryker,mrjrjhgnwcdu,Plirpkclrgfnwowuockevefnpxkpcsofgaqjyipndgjpvskjoqjq,2.0,0.0,O,0.0
Zqa7566,m,U,CO,United States of America,20.0,2383335.0,ocgwi,309693.0,,Peoria,533.0,Kansas City Southern,Yusezkfgs,PGJMEIGJJJOIUBDZWSAYZUBZDNHYRZYNIQKMPYSEBTHYHMRXMTUONNZEJXXRT,5.0,4.0,O,0.0
Htl7567,,W,TN,Canada,75.0,2574739.0,Pcotdnngmurhkcd,90718.0,Kpgnmsuwrwuphtexdknakkztipvgdpooqttpuokyovcgkccrrj,Durham,686.0,IDT,RKXTQAO,IBQIDE,4.0,0.0,O,9.0
afw7568,F,U,CA,United States of America,60.0,1596838.0,bvcosqzcleknjzvkygbawlc,280645.0,VBDCWYVK,Pueblo,582.0,Vornado Realty Trust,UBQSATXZO,TWGMPVQQVGNHMQHBATGNIWESBBIIBLSZQJGKHMWYBLXEFLIUDYMUKQKTJHQBHMQEUHRIAFWAXGHEMK,2.0,0.0,O,10.0
Wna7569,,S,WY,United States of America,,591965.0,ECLENELTSXGTNWOP,231559.0,VQEHPIQXPUYXNLHHXGIYHXLRFCWGMRYRLPLFZTXGFODCJTXACZKXEORRBTQZ,Las Cruces,807.0,Dollar General,BHRNWQLFVFA,Lrebujnrg,,4.0,O,0.0
Mlh7570,,S,SD,United States of America,48.0,3071440.0,Xdwexmrjat,36898.0,Xlvxhmrfmptwhtykwdsopeybpnrsfmisbjvhwtxfipsdvyvrpefmswpatoflelensx,Chula Vista,819.0,Safeway,Ktmzav,sajoxoumuinhbxrvfxfjsbgsovpttpxgqpzmwqfuokjfisqrh,3.0,5.0,O,3.0
Gor7571,,M,British Columbia,United States of America,91.0,2683081.0,xjwnvwdryqpcehelwzfhkkiuus,396786.0,Gwxymofcy,San Diego,311.0,Apache,Nfpchgfj,LCMZKYZFSDMYWBUXWFKZFVTCVWQTBUPLEQTDYFBMMYCXU,2.0,0.0,R,5.0
ENX7572,f,U,NJ,United States of America,98.0,3850483.0,RNBABCYAFMQPBOHXNUXMXNU,344365.0,Qynjnmfgwxpmrw,Chicago,734.0,Lowe's,Wuywecohosfi,Hxutrprq,2.0,5.0,O,3.0
fgr7573,,W,AK,United States of America,51.0,1870617.0,Eyrtrqkljywvbcice,1205.0,Eoklokmwgjppbvcwbbnsbcungyjwnimpcgxnazsuwtfvbfgujt,Worcester,432.0,Lithia Motors,tibxlojrqiha,TBNJAUXZROMGQKLALIZLLPXFRECDDTY,4.0,1.0,O,1.0
Ysh7574,m,S,OH,United States of America,22.0,1249534.0,Opybrukftspofebjmspkjsgtobzsp,276666.0,SPUYQTWXPFSCUVORCIJOZDQKSPIRMHNOBLIGQIQAXVXJODRLYJSYVK,Honolulu,394.0,CH2M Hill,ogmes,JRHXPUUHAFHDPF,5.0,0.0,O,3.0
Mos7575,,U,New Brunswick,United States of America,57.0,3789880.0,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,497953.0,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,Albuquerque,658.0,Tellabs,JUBKXDKP,yvntcqjqqmbftwetvbqgclcdbxspvk,0.0,0.0,O,1.0
czu7576,,M,IL,Canada,38.0,3874445.0,kpofwgtomgijnm,156048.0,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,Oakland,348.0,Phillips-Van Heusen,Xbgykqm,Epaaokgrslzlcjtllstpodcsskzenaqhgroofipgpaivskjrl,1.0,2.0,O,3.0
Ghr7577,,M,AZ,United States of America,68.0,437353.0,Biflzgcqpqpbahquomftmjffohpwuy,63617.0,BESJDYZDIOIXKDFEHBQXBPW,Billings,598.0,Wells Fargo,NNCXIBTCXZA,fuixrzwezjuxvetnqbqvqgtrbbgrqlojvlwdmgrm,1.0,5.0,O,8.0
Rwk7578,,U,NY,United States of America,93.0,2669917.0,ybdlwlwxispyswbiegrbsqqtywxr,244849.0,Ouopoqztakszwsfkthdbwndfjuqaelyd,Pueblo,505.0,Vornado Realty Trust,mfwuio,PKNXWXZSPZVJZWGCKAJHNUMDRGMPLVOCYJLJIXJ,2.0,2.0,O,9.0
Uwi7579,,S,WA,United States of America,48.0,1466537.0,Capzcewdt,123585.0,Ivwhotvobwkshcixclfobqoljlaqohw,Sherbrooke,839.0,New York Times,Utgwrun,Lkkvumtmnrvrjtlywgatmmbqvhgjoncagwpdkqxfatgjtrlqatcsri,4.0,3.0,R,7.0
VXZ7580,,S,GA,United States of America,96.0,991860.0,XKBLVBCCYKMIXABVTOTVPZCJRII,391134.0,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,Sacramento,672.0,Adobe Systems,Wgulrhctjlg,CYQWJKJB,1.0,1.0,U,2.0
Ayk7581,f,M,AZ,United States of America,58.0,,wmknfemsztimaphftadowlmbnp,426759.0,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,Charlotte,696.0,Valmont Industries,Srhxvxe,Benrlnrukapbkqkznyklqbpoyoghrymxjcvmdmax,5.0,5.0,O,3.0
lho7582,M,W,NV,United States of America,63.0,1816368.0,DHLVITRFJDXLTPAGMPMJ,451737.0,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,El Paso,448.0,UAL,Dadkihaohc,oloeaozdkljzxdkpgjkvtezaxqsrditzkoxg,5.0,3.0,O,5.0
rzi7583,,S,TN,United States of America,18.0,565246.0,Jdpqutldftwykfyhukveiaimoyyk,180822.0,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,Mesa,549.0,AFLAC,Fpoleiod,Kjnvbvojnzffgidgpamtxetgmsivuzwlhxxmzoxaiih,2.0,1.0,O,9.0
Wds7584,,W,AL,United States of America,40.0,1899339.0,Qiwemtdba,205843.0,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,Simi Valley,705.0,VeraSun Energy,Cuaieflmccqp,Gvdcaulgbqsovluquetiietqlyhogoxfwocirrzcdqtopomgoquxfvshlmditbfkunpqbb,4.0,2.0,O,0.0
Xsj7585,M,M,TX,United States of America,29.0,3873239.0,JQKEDISZ,470985.0,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,St. Catharines,387.0,Magellan Health Services,qiraymmapgf,ccfzcxohrhrcnypedmhjovjyjrxi,4.0,3.0,O,6.0
Lux7586,,U,WV,United States of America,21.0,767547.0,Gfuwa,318225.0,Nhgrkzjzcrjcerkwrugwul,Washington,359.0,Emcor Group,Tsynomgib,WCIHZJPBUKCGXKSSTUGJMWISEEABOFGIFLDYAXWBMSAX,2.0,1.0,,7.0
wxw7587,f,M,ND,Canada,41.0,1027999.0,CTTUYHUUMMDTX,326044.0,,Chula Vista,494.0,Peabody Energy,Amudllk,Aietfdbvjpusblgoeqathspxayjlitxzwqmmjfugfvjrqucfqgmjqgg,2.0,2.0,O,9.0
