telefono,codice_postale,indirizzo2,indirizzo_id,indirizzo,città_id,distretto
539758313890,48942.0,,47,1447 Imus Way,167,Tahiti
177727722820,76022.0,,48,1998 Halifax Drive,308,Lipetsk
675292816413,37359.0,,49,1718 Valencia Street,27,Antofagasta
262076994845,23616.0,,50,46 Pjatigorsk Lane,343,Moscow (City)
69493378813,52535.0,,51,686 Garland Manor,247,Cear
705800322606,69367.0,,52,909 Garland Manor,367,Tatarstan
876295323994,74428.0,,53,725 Isesaki Place,237,Mekka
307703950263,80168.0,,54,115 Hidalgo Parkway,379,Khartum
171822533480,48150.0,,55,1135 Izumisano Parkway,171,California
680428310138,4166.0,,56,939 Probolinggo Loop,1,Galicia
697760867968,38594.0,,57,17 Kabul Boulevard,355,Chiba
920811325222,48980.0,,58,1964 Allappuzha (Alleppey) Street,227,Yamaguchi
499352017190,57807.0,,59,1697 Kowloon and New Kowloon Loop,49,Moskova
347487831378,39072.0,,60,1668 Saint Louis Place,397,Tahiti
889318963672,45428.0,,61,943 Tokat Street,560,Vaduz
212869228936,69226.0,,62,1114 Liepaja Street,282,Sarawak
800024380485,94352.0,,63,1213 Ranchi Parkway,350,Karnataka
250767749542,55561.0,,64,81 Hodeida Way,231,Rajasthan
1395251317,83980.0,,65,915 Ponce Place,56,Basel-Stadt
914090181665,85505.0,,66,1717 Guadalajara Lane,441,Missouri
491001136577,67055.0,,67,1214 Hanoi Way,306,Nebraska
333489324603,70385.0,,68,1966 Amroha Avenue,139,Sichuan
409983924481,71110.0,,69,698 Otsu Street,105,Cayenne
663449333709,96109.0,,70,1150 Kimchon Manor,321,Skne ln
947233365992,5135.0,,71,1586 Guarujá Place,579,Hunan
990214419142,48960.0,,72,57 Arlington Manor,475,Madhya Pradesh
107137400143,59025.0,,73,1031 Daugavpils Parkway,63,Béchar
407733804223,6856.0,,74,1124 Buenaventura Drive,13,Mekka
565018274456,50805.0,,75,492 Cam Ranh Street,61,Eastern Visayas
255800440636,75444.0,,76,89 Allappuzha (Alleppey) Manor,517,National Capital Reg
427454485876,60951.0,,77,1947 Poços de Caldas Boulevard,114,Chiayi
241832790687,20207.0,,78,1206 Dos Quebradas Place,431,São Paulo
251164340471,72394.0,,79,1551 Rampur Lane,108,Changhwa
896314772871,98889.0,,80,602 Paarl Street,402,Pavlodar
918711376618,9223.0,,81,1692 Ede Loop,30,São Paulo
875756771675,96709.0,,82,936 Salzburg Lane,425,Uttar Pradesh
18581624103,1079.0,,83,586 Tete Way,256,Kanagawa
701457319790,20936.0,,84,1888 Kabul Drive,217,Oyo & Osun
223664661973,37307.0,,85,320 Baiyin Parkway,319,Mahajanga
821972242086,9495.0,,86,927 Bahía Blanca Parkway,479,Krim
800716535041,74671.0,,87,929 Tallahassee Loop,497,Gauteng
48417642933,67912.0,,88,125 Città del Vaticano Boulevard,40,Puebla
720998247660,88002.0,,89,1557 Kütahya Boulevard,88,England
135117278909,84931.0,,90,870 Ashqelon Loop,489,Songkhla
198123170793,29932.0,,91,1740 Portoviejo Avenue,480,Sucre
978987363654,82624.0,,92,1942 Ciparay Parkway,113,Cheju
846225459260,75543.0,,93,1926 El Alto Avenue,289,Buenos Aires
991562402283,25958.0,,94,1952 Chatsworth Drive,332,Guangdong
345679835036,52163.0,,95,1370 Le Mans Avenue,53,Brunei and Muara
132986892228,17119.0,,96,984 Effon-Alaiye Avenue,183,Gois
275595571388,49021.0,,97,832 Nakhon Sawan Manor,592,Inner Mongolia
835433605312,53182.0,,98,152 Kitwe Parkway,82,Caraga
4764773857,22870.0,,99,1697 Tanauan Lane,399,Punjab
6171054059,30695.0,,100,1308 Arecibo Way,41,Georgia
817248913162,71986.0,,101,1599 Plock Drive,534,Tete
412903167998,92265.0,,102,669 Firozabad Loop,12,Abu Dhabi
333339908719,51540.0,,103,588 Vila Velha Manor,268,Kyongsangbuk
942570536750,97287.0,,104,1913 Kamakura Place,238,Lipetsk
196568435814,77459.0,,105,733 Mandaluyong Place,2,Asir
709935135487,49708.0,,106,659 Vaduz Drive,34,Ha Darom
484292626944,3305.0,,107,1177 Jelets Way,220,Kwara & Kogi
449216226468,80720.0,,108,1386 Yangor Avenue,543,Provence-Alpes-Cte
963887147572,76383.0,,109,454 Nakhon Sawan Boulevard,173,Funafuti
547003310357,78311.0,,110,1867 San Juan Bautista Tuxtepec Avenue,225,Ivanovo
330838016880,9599.0,,111,1532 Dzerzinsk Way,334,Buenos Aires
371490777743,93026.0,,112,1002 Ahmadnagar Manor,213,Mxico
622255216127,30418.0,,113,682 Junan Way,273,North West
379804592943,61069.0,,114,804 Elista Drive,159,Hubei
272234298332,75834.0,,115,1378 Alvorada Avenue,102,Distrito Federal
824370924746,87057.0,,116,793 Cam Ranh Avenue,292,California
358178933857,10885.0,,117,1079 Tel Aviv-Jaffa Boulevard,132,Sucre
886636413768,24321.0,,118,442 Rae Bareli Place,148,Nordrhein-Westfalen
867546627903,75149.0,,119,1107 Nakhon Sawan Avenue,365,Mxico
386759646229,63502.0,,120,544 Malmö Parkway,403,Central Java
577812616052,73644.0,,121,1967 Sincelejo Place,176,Gujarat
909029256431,78625.0,,122,333 Goiânia Way,185,Texas
787654415858,96065.0,,123,1987 Coacalco de Berriozábal Loop,476,al-Qalyubiya
765345144779,76157.0,,124,241 Mosul Lane,147,Risaralda
665993880048,58186.0,,125,211 Chiayi Drive,164,Uttar Pradesh
937222955822,64615.0,,126,1175 Tanauan Way,305,Lima
677976133614,6804.0,,127,117 Boa Vista Way,566,Uttar Pradesh
614935229095,45142.0,,128,848 Tafuna Manor,281,Kütahya
490211944645,60304.0,,129,569 Baicheng Lane,85,Gauteng
582835362905,66255.0,,130,1666 Qomsheh Drive,410,São Paulo
237426099212,8439.0,,131,801 Hagonoy Drive,484,Smolensk
973047364353,4999.0,,132,1050 Garden Grove Avenue,236,Slaskie
509492324775,15819.0,,133,1854 Tieli Street,302,Shandong
935448624185,82639.0,,134,758 Junan Lane,190,Gois
252265130067,14014.0,,135,1752 São Leopoldo Parkway,345,Taka-Karpatia
707169393853,49757.0,,136,898 Belém Manor,87,Free State
321944036800,83401.0,,137,261 Saint Louis Way,541,Coahuila de Zaragoza
23712411567,4285.0,,138,765 Southampton Drive,421,al-Qalyubiya
90921003005,5892.0,,139,943 Johannesburg Avenue,417,Maharashtra
146497509724,81691.0,,140,788 Atšinsk Street,211,Karnataka
963369996279,11044.0,,141,1749 Daxian Place,29,Gelderland
468060467018,85769.0,,142,1587 Sullana Lane,207,Inner Mongolia
33173584456,57519.0,,143,1029 Dzerzinsk Manor,542,Ynlin
9099941466,13377.0,,144,1666 Beni-Mellal Place,123,Tennessee
581852137991,93762.0,,145,928 Jaffna Loop,172,Hiroshima
581174211853,60562.0,,146,483 Ljubertsy Parkway,149,Scotland
923261616249,97700.0,,147,374 Bat Yam Boulevard,266,Kilis
563660187896,30861.0,,148,1027 Songkhla Manor,340,Minsk
918032330119,3439.0,,149,999 Sanaa Loop,491,Gauteng
206841104594,90732.0,,150,879 Newcastle Way,499,Michigan
597815221267,99457.0,,151,1337 Lincoln Parkway,555,Saitama
354615066969,92150.0,,152,1952 Pune Lane,442,Saint-Denis
885899703621,25545.0,,153,782 Mosul Street,94,Massachusetts
632316273199,95444.0,,154,781 Shimonoseki Drive,202,Michoacn de Ocampo
189446090264,77777.0,,155,1560 Jelets Boulevard,291,Shandong
761379480249,64863.0,,156,1963 Moscow Place,354,Assam
719202533520,36061.0,,157,456 Escobar Way,232,Jakarta Raya
499408708580,76990.0,,158,798 Cianjur Avenue,590,Shanxi
904253967161,41778.0,,159,185 Novi Sad Place,72,Bern
889538496300,21294.0,,160,1367 Yantai Manor,381,Ondo & Ekiti
368899174225,53502.0,,161,1386 Nakhon Sawan Boulevard,420,Pyongyang-si
170117068815,66639.0,,162,369 Papeete Way,187,North Carolina
931059836497,81037.0,,163,1440 Compton Place,307,North Austria
149981248346,81511.0,,164,1623 Bahía Blanca Manor,310,Moskova
177167004331,44660.0,,165,97 Shimoga Avenue,533,Tel Aviv
168476538960,22853.0,,166,1740 Le Mans Loop,297,Pays de la Loire
819416131190,57844.0,,167,1287 Xi´angfan Boulevard,253,Gifu
697151428760,3313.0,,168,842 Salzburg Lane,529,Adana
935508855935,62250.0,,169,154 Tallahassee Loop,199,Xinxiang
843801144113,76901.0,,170,710 San Felipe del Progreso Avenue,304,Lilongwe
182363341674,62686.0,,171,1540 Wroclaw Drive,107,Maharashtra
201705577290,59571.0,,172,475 Atšinsk Way,240,Gansu
161801569569,70618.0,,173,1294 Firozabad Drive,407,Ji´angxi
264541743403,63337.0,,174,1877 Ezhou Lane,550,Rajasthan
275788967899,58194.0,,175,316 Uruapan Street,223,Perak
734780743462,47753.0,,176,29 Pyongyang Loop,58,Batman
493008546874,6802.0,,177,1010 Klerksdorp Way,186,Steiermark
48265851133,25220.0,,178,1848 Salala Boulevard,373,Miranda
230250973122,4854.0,,179,431 Xi´angtan Avenue,18,Kerala
506134035434,89668.0,,180,757 Rustenburg Avenue,483,Skikda
953689007081,54132.0,,181,146 Johannesburg Way,330,Tamaulipas
391065549876,47288.0,,182,1891 Rizhao Boulevard,456,São Paulo
866092335135,35109.0,,183,1089 Iwatsuki Avenue,270,Kirov
104150372603,29747.0,,184,1410 Benin City Parkway,405,Risaralda
72136330362,67497.0,,185,682 Garden Grove Place,333,Tennessee
662227486184,8862.0,,186,533 al-Ayn Boulevard,126,California
947468818183,55709.0,,187,1839 Székesfehérvár Parkway,317,Gois
302590383819,43310.0,,188,741 Ambattur Manor,438,Noord-Brabant
951486492670,65121.0,,189,927 Barcelona Street,467,Chaharmahal va Bakht
760171523969,74750.0,,190,435 0 Way,195,West Bengali
855863906434,38982.0,,191,140 Chiayi Parkway,506,Sumy
650752094490,58852.0,,192,1166 Changhwa Street,62,Caraga
247646995453,5379.0,,193,891 Novi Sad Manor,383,Ontario
352469351088,49348.0,,194,605 Rio Claro Parkway,513,Tabora
812824036424,65387.0,,195,1077 San Felipe de Puerto Plata Place,369,Rostov-na-Donu
956188728558,90845.0,,196,9 San Miguel de Tucumán Manor,169,Uttar Pradesh
940830176580,10428.0,,197,447 Surakarta Loop,271,Nyanza
104491201771,32114.0,,198,345 Oshawa Boulevard,204,Tokyo-to
419419591240,15540.0,,199,1792 Valle de la Pascua Place,477,Nordrhein-Westfalen
331132568928,36490.0,,200,1074 Binzhou Manor,325,Baden-Wrttemberg
264286442804,89459.0,,201,817 Bradford Loop,109,Ji´angsu
768481779568,1545.0,,202,955 Bamenda Way,218,Ondo & Ekiti
470884141195,95824.0,,203,1149 A Coruña (La Coruña) Boulevard,194,Haiphong
764477681869,8073.0,,204,387 Mwene-Ditu Drive,35,Ahal
146640639760,4662.0,,205,68 Molodetšno Manor,575,Nordrhein-Westfalen
369050085652,3924.0,,206,642 Nador Drive,77,Maharashtra
652218196731,61613.0,,207,1688 Nador Lane,184,Sulawesi Utara
646237101779,25238.0,,208,1215 Pyongyang Parkway,557,Usak
905903574913,86599.0,,209,1679 Antofagasta Street,122,Alto Paran
90336226227,10925.0,,210,1304 ´s-Hertogenbosch Way,83,Santa Catarina
403404780639,10800.0,,211,850 Salala Loop,371,Kitaa
49677664184,89959.0,,212,624 Oshawa Boulevard,51,West Bengali
95666951770,4855.0,,213,43 Dadu Avenue,74,Rajasthan
756460337785,99405.0,,214,751 Lima Loop,7,Aden
408304391718,82161.0,,215,1333 Haldia Street,174,Jilin
168758068397,25053.0,,216,660 Jedda Boulevard,65,Washington
584316724815,67924.0,,217,1001 Miyakonojo Lane,518,Taizz
785881412500,2299.0,,218,226 Brest Manor,508,California
352679173732,99124.0,,219,1229 Valencia Parkway,498,Haskovo
873492228462,21464.0,,220,1201 Qomsheh Manor,28,Gois
778502731092,22474.0,,221,866 Shivapuri Manor,448,Uttar Pradesh
886649065861,40301.0,,222,1168 Najafabad Parkway,251,Kabol
991802825778,20657.0,,223,1244 Allappuzha (Alleppey) Place,567,Buenos Aires
706878974831,94420.0,,224,1842 Luziânia Boulevard,593,Zanzibar West
469738825391,22824.0,,225,1926 Gingoog Street,511,Sisilia
516331171356,73431.0,,226,810 Palghat (Palakkad) Boulevard,235,Jaroslavl
99760893676,88307.0,,227,1820 Maringá Parkway,324,Punjab
963063788669,82338.0,,228,60 Poços de Caldas Street,243,Rajasthan
460795526514,66851.0,,229,1014 Loja Manor,22,Tamil Nadu
684192903087,64344.0,,230,201 Effon-Alaiye Way,37,Asunción
669828224459,47446.0,,231,430 Alessandria Loop,439,Saarland
594319417514,87911.0,,232,754 Valencia Place,406,Phnom Penh
22326410776,93323.0,,233,356 Olomouc Manor,26,Gois
479007229460,50598.0,,234,1256 Bislig Boulevard,86,Botosani
541327526474,42420.0,,235,954 Kimchon Place,559,West Bengali
588964509072,31390.0,,236,885 Yingkou Manor,596,Kaduna
431770603551,98775.0,,237,1736 Cavite Place,216,Qina
630424482919,90628.0,,238,346 Skikda Parkway,233,Hawalli
610173756082,76448.0,,239,98 Stara Zagora Boulevard,96,Valle
727785483194,18727.0,,240,1479 Rustenburg Boulevard,527,Southern Tagalog
792557457753,36971.0,,241,647 A Coruña (La Coruña) Street,357,Chollanam
918119601885,14408.0,,242,1964 Gijón Manor,473,Karnataka
63937119031,22236.0,,243,47 Syktyvkar Lane,118,West Java
137773001988,1921.0,,244,1148 Saarbrücken Parkway,226,Fukushima
279979529227,87660.0,,245,1103 Bilbays Parkway,578,Hubei
890283544295,28349.0,,246,1246 Boksburg Parkway,422,Hebei
686015532180,37288.0,,247,1483 Pathankot Street,454,Tucumn
569868543137,27722.0,,248,582 Papeete Loop,294,Central Visayas
890289150158,81314.0,,249,300 Junan Street,553,Kyonggi
741070712873,6461.0,,250,829 Grand Prairie Way,328,Paraná
266798132374,75933.0,,251,1473 Changhwa Parkway,124,Mxico
435785045362,57338.0,,252,1309 Weifang Street,520,Florida
56257502250,38140.0,,253,1760 Oshawa Manor,535,Tianjin
716256596301,98332.0,,254,786 Stara Zagora Way,390,Oyo & Osun
567359279425,36481.0,,255,1966 Tonghae Street,198,Anhalt Sachsen
246810237916,3433.0,,256,1497 Yuzhou Drive,312,England
134673576619,32474.0,,258,752 Ondo Loop,338,Miyazaki
840522972766,45403.0,,259,1338 Zalantun Lane,413,Minas Gerais
987442542471,20777.0,,260,127 Iwakuni Boulevard,192,Central Luzon
884536620568,68146.0,,261,51 Laredo Avenue,342,Sagaing
245477603573,86768.0,,262,771 Yaoundé Manor,64,Sofala
46871694740,69517.0,,263,532 Toulon Street,460,Santiago
538241037443,50390.0,,264,1027 Banjul Place,197,West Bengali
276555730211,98484.0,,265,1158 Mandi Bahauddin Parkway,136,Shanxi
265153400632,30065.0,,266,862 Xintai Lane,548,Cagayan Valley
282874611748,93629.0,,267,816 Cayenne Parkway,414,Manab
322888976727,51990.0,,268,1831 Nam Dinh Loop,323,National Capital Reg
303967439816,19428.0,,269,446 Kirovo-Tšepetsk Lane,203,Osaka
475553436330,20536.0,,270,682 Halisahar Place,378,Severn Morava
621625204422,5410.0,,271,1587 Loja Manor,447,Salzburg
192459639410,53928.0,,272,1762 Paarl Parkway,298,Hunan
357445645426,49298.0,,273,1519 Ilorin Place,395,Kerala
685010736240,75090.0,,274,920 Kumbakonam Loop,446,California
701767622697,83565.0,,275,906 Goiânia Way,255,Wielkopolskie
271149517630,11763.0,,276,1675 Xi´angfan Manor,283,Tamil Nadu
170739645687,46063.0,,277,85 San Felipe de Puerto Plata Drive,584,Shandong
45387294817,2012.0,,278,144 South Hill Loop,445,Guanajuato
959949395183,85548.0,,279,1884 Shikarpur Avenue,263,Haryana
874337098891,89502.0,,280,1980 Kamjanets-Podilskyi Street,404,Illinois
75975221996,24645.0,,281,1944 Bamenda Way,573,Michigan
363982224739,55802.0,,282,556 Baybay Manor,374,Oyo & Osun
880756161823,56254.0,,283,457 Tongliao Loop,222,Bursa
117592274996,96204.0,,284,600 Bradford Street,514,East Azerbaidzan
85059738746,36229.0,,285,1006 Santa Bárbara d´Oeste Manor,389,Ondo & Ekiti
583021225407,30657.0,,286,1308 Sumy Loop,175,Fujian
62781725285,8160.0,,287,1405 Chisinau Place,411,Ponce
790651020929,58492.0,,288,226 Halifax Street,277,Xinxiang
195003555232,75860.0,,289,1279 Udine Parkway,69,Edo & Delta
341242939532,46044.0,,290,1336 Benin City Drive,386,Shiga
558236142492,22650.0,,291,1155 Liaocheng Place,152,Oyo & Osun
648482415405,64221.0,,292,1993 Tabuk Lane,522,Tamil Nadu
957128697225,33768.0,,293,86 Higashiosaka Lane,563,Guanajuato
172262454487,58124.0,,294,1912 Allende Manor,279,Kowloon and New Kowl
892523334,53145.0,,295,544 Tarsus Boulevard,562,Gurico
976798660411,61195.0,,296,1936 Cumaná Avenue,433,Virginia
350970907017,19065.0,,297,1192 Tongliao Street,470,Sharja
96604821070,61391.0,,298,44 Najafabad Way,146,Baskimaa
967274728547,38834.0,,299,32 Pudukkottai Lane,140,Ohio
816436065431,8856.0,,300,661 Chisinau Lane,274,Pietari
429925609431,98573.0,,301,951 Stara Zagora Manor,400,Punjab
510737228015,4085.0,,302,922 Vila Velha Loop,9,Maharashtra
161643343536,40070.0,,303,898 Jining Lane,387,Pohjois-Pohjanmaa
710603868323,52137.0,,304,1635 Kuwana Boulevard,205,Hiroshima
51917807050,56883.0,,305,41 El Alto Parkway,398,Maharashtra
96110042435,68469.0,,306,1883 Maikop Lane,254,Kaliningrad
108053751300,58979.0,,307,1908 Gaziantep Place,536,Liaoning
407218522294,57587.0,,308,687 Alessandria Parkway,455,Sanaa
504434452842,79047.0,,309,827 Yuncheng Drive,99,Callao
262088367001,42141.0,,310,913 Coacalco de Berriozábal Loop,33,Texas
181179321332,84804.0,,311,715 São Bernardo do Campo Lane,507,Kedah
573441801529,80184.0,,312,1354 Siegen Street,25,Rio de Janeiro
983259819766,9668.0,,313,1191 Sungai Petani Boulevard,262,Missouri
806016930576,70923.0,,314,1224 Huejutla de Reyes Boulevard,91,Lombardia
103602195112,59686.0,,315,543 Bergamo Avenue,215,Minas Gerais
688485191923,94878.0,,316,746 Joliet Lane,286,Kursk
824396883951,17032.0,,317,780 Kimberley Way,515,Tabuk
613124286867,91400.0,,318,1774 Yaoundé Place,166,Hubei
704948322302,59255.0,,319,1957 Yantai Lane,490,São Paulo
508800331065,62472.0,,320,1542 Lubumbashi Boulevard,57,Tel Aviv
139378397418,59811.0,,321,651 Pathankot Loop,336,Maharashtra
46568045367,29763.0,,322,1359 Zhoushan Parkway,545,Streymoyar
556100547674,25787.0,,323,1769 Iwaki Lane,97,Kujawsko-Pomorskie
674805712553,73170.0,,324,1145 Vilnius Manor,451,Mxico
478229987054,28396.0,,325,1892 Nabereznyje Tšelny Lane,516,Tutuila
908029859266,97960.0,,326,470 Boksburg Street,81,Central
972574862516,85799.0,,327,1427 A Coruña (La Coruña) Place,45,Buenos Aires
869051782691,54949.0,,328,479 San Felipe del Progreso Avenue,130,Morelos
168884817145,78543.0,,329,867 Benin City Avenue,591,Henan
829116184079,87611.0,,330,981 Kumbakonam Place,89,Distrito Federal
961370847344,49833.0,,331,1016 Iwakuni Street,269,St George
834418779292,33463.0,,332,663 Bahía Blanca Parkway,5,Adana
38158430589,59550.0,,333,1860 Taguig Loop,119,West Java
965273813662,64308.0,,334,1816 Bydgoszcz Loop,234,Dhaka
165450987037,91590.0,,335,587 Benguela Manor,42,Illinois
105470691550,28814.0,,336,430 Kumbakonam Drive,457,Santa Fé
38988715447,1195.0,,337,1838 Tabriz Lane,143,Dhaka
119501405123,57828.0,,338,431 Székesfehérvár Avenue,48,Baki
834626715837,49812.0,,339,503 Sogamoso Loop,505,Sumqayit
80303246192,22971.0,,340,507 Smolensk Loop,492,Sousse
869507847714,15643.0,,341,1920 Weifang Avenue,427,Uttar Pradesh
647899404952,52368.0,,342,124 al-Manama Way,382,Hiroshima
231383037471,31483.0,,343,1443 Mardan Street,392,Western Cape
624138001031,19913.0,,344,1909 Benguela Lane,581,Henan
870635127812,85926.0,,345,68 Ponce Parkway,201,Hanoi
718917251754,504.0,,346,1217 Konotop Avenue,151,Gelderland
697656479977,71583.0,,347,1293 Nam Dinh Way,84,Roraima
895616862749,36170.0,,348,785 Vaduz Street,335,Baja California
64536069371,46069.0,,349,1516 Escobar Drive,370,Tongatapu
20064292617,60079.0,,350,1628 Nagareyama Lane,453,Central
262744791493,56380.0,,351,1157 Nyeri Loop,320,Adygea
627924259271,26857.0,,352,1673 Tangail Drive,137,Daugavpils
55477302294,87272.0,,353,381 Kabul Way,209,Taipei
53912826864,18841.0,,354,953 Hodeida Street,221,Southern Tagalog
689199636560,58866.0,,355,469 Nakhon Sawan Street,531,Tuvassia
840957664136,40792.0,,356,1378 Beira Loop,597,Krasnojarsk
256546485220,37636.0,,357,1641 Changhwa Place,52,Nord-Ouest
754358349853,49009.0,,358,1698 Southport Loop,393,Hidalgo
764680915323,37650.0,,359,519 Nyeri Manor,461,São Paulo
142596392389,81508.0,,360,619 Huánuco Avenue,331,Shimane
650496654258,7431.0,,361,45 Aparecida de Goiânia Place,464,Madhya Pradesh
738968474939,97056.0,,362,482 Kowloon and New Kowloon Manor,90,Bratislava
620719383725,5373.0,,363,604 Bern Place,429,Jharkhand
296394569728,91299.0,,364,1623 Kingstown Drive,20,Buenos Aires
102396298916,64875.0,,365,1009 Zanzibar Lane,32,Arecibo
845378657301,60440.0,,366,114 Jalib al-Shuyukh Manor,585,Centre
675120358494,6066.0,,367,1163 London Parkway,66,Par
568367775448,96584.0,,368,1658 Jastrzebie-Zdrój Loop,372,Central
151249681135,77449.0,,369,817 Laredo Avenue,188,Jalisco
634445428822,45750.0,,370,1565 Tangail Manor,377,Okinawa
99883471275,33050.0,,371,1912 Emeishan Drive,50,Balikesir
166898395731,2738.0,,372,230 Urawa Drive,8,Andhra Pradesh
320471479776,13203.0,,373,1922 Miraj Way,356,Esfahan
561729882725,91330.0,,374,433 Florencia Street,250,Chihuahua
960505250340,69640.0,,375,1049 Matamoros Parkway,191,Karnataka
333390595558,57810.0,,376,1061 Ede Avenue,98,Southern Tagalog
440365973660,72771.0,,377,154 Oshawa Manor,415,East Java
45554316010,6362.0,,378,1191 Tandil Drive,523,Southern Tagalog
600264533987,2800.0,,379,1133 Rizhao Avenue,572,Pernambuco
409315295763,22025.0,,380,1519 Santiago de los Caballeros Loop,348,East Kasai
96846695220,26385.0,,381,1618 Olomouc Manor,285,Kurgan
342720754566,45298.0,,382,220 Hidalgo Drive,265,Kermanshah
71857599858,97390.0,,383,686 Donostia-San Sebastián Lane,471,Guangdong
924815207181,89294.0,,384,97 Mogiljov Lane,73,Gujarat
821476736117,75442.0,,385,1642 Charlotte Amalie Drive,549,Slaskie
934352415130,32716.0,,386,1368 Maracaíbo Boulevard,493,
486395999608,25007.0,,387,401 Sucre Boulevard,322,New Hampshire
106439158941,17165.0,,388,368 Huánuco Boulevard,360,Namibe
550306965159,95509.0,,389,500 Lincoln Parkway,210,Ji´angsu
776031833752,14073.0,,390,102 Chapra Drive,521,Ibaragi
619966287415,33535.0,,391,1793 Meixian Place,258,Hmelnytskyi
900235712074,69973.0,,392,514 Ife Way,315,Shaba
426255288071,21615.0,,393,717 Changzhou Lane,104,Southern Tagalog
464511145118,3656.0,,394,753 Ilorin Avenue,157,Sichuan
175283210378,29810.0,,395,1337 Mit Ghamr Avenue,358,Nakhon Sawan
667736124769,83536.0,,396,767 Pyongyang Drive,229,Osaka
47808359842,27796.0,,397,614 Pak Kret Street,6,Addis Abeba
737229003916,8816.0,,398,954 Lapu-Lapu Way,278,Moskova
537374465982,966.0,,399,331 Bydgoszcz Parkway,181,Asturia
765957414528,5239.0,,400,1152 Citrus Heights Manor,15,al-Qadarif
679095087143,73824.0,,401,168 Cianjur Manor,228,Saitama
604177838256,46043.0,,402,616 Hagonoy Avenue,39,Krasnojarsk
841876514789,10417.0,,403,1190 0 Place,44,Rio Grande do Sul
280578750435,30586.0,,404,734 Béchar Place,375,Punjab
775235029633,11067.0,,405,530 Lausanne Lane,135,Texas
794553031307,13496.0,,406,454 Patiala Lane,276,Fukushima
516647474029,61507.0,,407,1346 Mysore Drive,92,Bretagne
206169448769,79940.0,,408,990 Etawah Loop,564,Tamil Nadu
1483365694,7664.0,,409,1266 Laredo Parkway,380,Saitama
779461480495,86868.0,,410,88 Nagaon Manor,524,Buenos Aires
302526949177,54749.0,,411,264 Bhimavaram Manor,111,St Thomas
328494873422,9827.0,,412,1639 Saarbrücken Drive,437,North West
359478883004,35575.0,,413,692 Amroha Drive,230,Northern
653436985797,7122.0,,414,1936 Lapu-Lapu Parkway,141,Bauchi & Gombe
615964523510,65630.0,,415,432 Garden Grove Street,430,Ontario
598912394463,70809.0,,416,1445 Carmen Parkway,117,West Java
