MaritalStatus,AddressLine1,Gender,AgencyID,NumberCars,FirstName,Income,Phone,LastName,NumberCreditCards,MiddleInitial,NumberChildren,AddressLine2,City,PostalCode,OwnOrRentFlag,Age,Country,State,NetWorth,Employer,CreditRating
U,16264 sanders east,,Atc31,5.0,Oue,108085.0,1-171-989-1363,Atchison,5.0,R,3.0,,Nashua,16506,O,47.0,United States of America,MN,408941.0,UAL,710.0
M,16068 cantey way,m,Pla32,2.0,wallie,260185.0,1-042-705-3246,Plamondon,9.0,X,1.0,,San Jose,94383,O,47.0,United States of America,WY,362523.0,Charles Schwab,380.0
M,21170 EDLOE BOULEVARD,F,SEL33,0.0,Andromache,258323.0,1-098-328-2026,SELCHOW,2.0,E,0.0,,Nashua,T6d 1b3,R,9.0,United States of America,NY,2102359.0,Coach,796.0
M,885 CROSBY LANE,f,sha34,1.0,THOR,79476.0,1-209-754-5635,shane,2.0,Z,3.0,,Fort Smith,25339,U,85.0,United States of America,SC,3480265.0,DaVita,818.0
M,12235 jay street,,MER35,5.0,SALAH,102156.0,1-498-781-3456,MERWIN,3.0,,3.0,,Lancaster,V6o 1v4,U,81.0,United States of America,MS,3648900.0,Marshall & Ilsley Corp.,766.0
M,20340 LOMBARD CRESCENT,,con36,2.0,HOR-LAM,221481.0,1-615-241-0440,conrad,2.0,,3.0,,Colorado Springs,01852,O,0.0,United States of America,UT,1161790.0,Cablevision Systems,359.0
S,22074 dexter upper,M,ons37,1.0,Vania,41836.0,1-995-449-5200,onsiteteam,2.0,,5.0,,Washington,78230,R,28.0,United States of America,PA,2050587.0,Barnes & Noble,401.0
U,1540 MURIE RUE,M,Sum38,1.0,Niel,72389.0,1-295-673-4452,Summerlin,0.0,,1.0,,Lowell,93770,O,65.0,Canada,OK,3579198.0,EMC,609.0
S,7075 glen loch drive,,gro39,3.0,ziad,66486.0,1-914-675-2986,grooms,2.0,F,0.0,,Frederick,m4l 1n4,O,20.0,United States of America,WY,889494.0,Fluor,630.0
M,11237 balmoral way,,dil40,3.0,Claude,200185.0,,dilkie,9.0,I,1.0,Apt. 382,Mesa,22335,O,55.0,United States of America,RI,2205682.0,Dollar General,671.0
U,8316 GARDEN BROOK NORTH,,DOL41,0.0,AVTAR,289215.0,1-825-739-0336,DOLSON,10.0,,2.0,,Lakewood,V6C 1T4,O,76.0,United States of America,HI,1140117.0,Lear,715.0
M,2240 clifton lower,,Pos42,4.0,Donny,322484.0,1-956-713-3802,Posthumus,9.0,,1.0,,Cleveland,M6t 1h3,O,1.0,United States of America,VA,1421319.0,J.P. Morgan Chase & Co.,707.0
M,20907 NOTINGHAM LOWER,,Mac43,4.0,Cocos,83458.0,1-814-932-1579,Machika,0.0,,2.0,,Grand Rapids,95263,O,3.0,United States of America,OK,3525204.0,Affinia Group Intermediate,329.0
D,601 carroll lower,,che44,0.0,ruud,,1-135-443-7282,chenoweth,8.0,,3.0,,Peoria,v5b 1p5,R,100.0,United States of America,Prince Edward Island,468976.0,,601.0
W,18267 state drive,,hol45,5.0,Belvia,492407.0,1-720-975-0667,holbrooks,2.0,,1.0,,Inglewood,32318,O,81.0,United States of America,SD,1685443.0,Goldman Sachs Group,623.0
S,9270 LEAF SOUTH,f,pfi46,4.0,ATHAR,346630.0,1-871-598-3505,pfieffer,2.0,,4.0,,Akron,93872,O,76.0,United States of America,OH,337564.0,E*Trade Financial,376.0
W,18582 PERIMETER BOULEVARD,,elk47,1.0,Cherey,9572.0,1-607-222-4809,elkington,0.0,Y,3.0,,Charlottetown,92824,O,51.0,Canada,MA,84777.0,Pfizer,560.0
,9612 park stream upper,F,Lab48,1.0,RAZ,265369.0,1-965-046-0642,Labenek,4.0,,5.0,,Bellevue,e4a 1r2,O,,United States of America,MD,3146477.0,Safeway,693.0
S,2803 clearwater north,,laf49,1.0,kishore,104172.0,1-155-441-3579,laferriere,0.0,Y,2.0,,Dover,H7G 1V4,U,58.0,United States of America,Saskatchewan,495277.0,Simon Property Group,346.0
M,11103 BISSONNET WEST,,Nor50,0.0,Nelleke,65550.0,,Norment,0.0,I,3.0,,Fullerton,85039,O,52.0,United States of America,WA,746904.0,Trinity Industries,342.0
M,4652 outervale lane,,hag51,2.0,sibby,,1-544-132-7237,hagar,8.0,,0.0,,Denver,v6m 1q3,R,91.0,Canada,OH,1219620.0,Solutia,563.0
M,341 dunbar west,m,Bet52,2.0,ericha,,1-821-089-2089,Betcher,4.0,,3.0,,Dallas,X7j 1r1,O,17.0,United States of America,WY,1718910.0,,391.0
S,16176 vernon drive,m,Van53,4.0,Janson,66244.0,1-135-391-9787,Van der,8.0,,4.0,,San Jose,B8b 1z5,O,6.0,United States of America,NJ,,A.O. Smith,381.0
S,23131 clint way,F,O'L54,0.0,Dorotea,426954.0,1-776-182-6215,O'LEARY,9.0,,3.0,,Bellevue,t5d 1v4,U,89.0,United States of America,ND,2636424.0,AptarGroup,539.0
M,11640 baltic upper,m,and55,5.0,Denice,126891.0,1-079-780-7761,anderson,0.0,,4.0,,San Buenaventura,V6t 1r2,O,99.0,United States of America,NC,1326305.0,Coca-Cola,497.0
M,20796 dolores drive,,sta56,4.0,Myron,454196.0,1-504-346-4393,starks,,,2.0,,St. Louis,91177,O,77.0,Canada,WV,2241997.0,Kimberly-Clark,661.0
S,14359 COMMERCE WEST,,CHA57,5.0,Barby,163940.0,1-985-538-4351,CHASSE,0.0,,3.0,Apt. 275,Pueblo,T5c 1t1,R,,United States of America,GA,1542891.0,Visteon,558.0
W,21448 hampton boulevard,R,ASI58,,Ariella,365213.0,1-254-097-9398,ASING,,,1.0,,Regina,35862,O,90.0,Canada,Ontario,797918.0,TECO Energy,534.0
M,7637 pershing way,f,ask59,0.0,ADEY,428739.0,1-545-924-9552,askins,6.0,,0.0,,Saskatoon,96820,U,82.0,United States of America,MA,347654.0,Bemis,373.0
M,11529 arcana boulevard,,Kik60,4.0,GAYEL,142444.0,1-984-233-8818,Kikuta,8.0,K,0.0,,Jackson,75238,O,,United States of America,CA,2456397.0,Wyeth,382.0
S,2700 windwood north,F,Cha61,3.0,Man,416168.0,1-528-691-1642,Chane,10.0,,3.0,,St. Petersburg,85769,O,15.0,United States of America,SD,1284229.0,United Technologies,475.0
D,22279 gramercy road,m,KIL62,2.0,Klara,291420.0,,KILLEN,3.0,U,0.0,,Scottsdale,H5i 1o9,O,,United States of America,Saskatchewan,618787.0,Clorox,539.0
M,9828 west east,f,kin63,4.0,Abdalla,413501.0,1-171-807-8213,kinley,6.0,,5.0,,Charlotte,90849,O,96.0,United States of America,RI,1171606.0,Discovery Communications,711.0
M,5935 mcafee park,,MAL64,4.0,bal,,1-056-241-7009,MALAHER,1.0,,,,Waterbury,43644,O,38.0,United States of America,NC,3983261.0,Williams-Sonoma,606.0
W,12460 CLAYTON STREET,,Odu65,3.0,Romy,419143.0,1-389-414-0570,Odum,0.0,J,3.0,,Chesapeake,99213,O,10.0,United States of America,SD,2328568.0,Manitowoc,494.0
M,275 3rd drive,,DI 66,1.0,KORAL,155057.0,1-583-542-1656,DI NINNO,3.0,,5.0,,Hialeah,72226,O,72.0,United States of America,IL,2078600.0,Henry Schein,309.0
M,6907 FERNCLIFF CRESCENT,,STU67,2.0,YUKIHIKO,313859.0,1-269-712-0672,STUBBLEFIELD,3.0,K,5.0,,Charleston,V6Z 1Q9,O,97.0,United States of America,OR,2986155.0,Trinity Industries,630.0
S,885 crosby lane,,HAM68,4.0,Khanh,265907.0,1-670-102-0463,HAMBALI,10.0,,1.0,,Salem,20082,O,48.0,United States of America,Ontario,1864039.0,Pepsi Bottling,330.0
S,2344 kalani west,m,LIB69,,Darnell,283481.0,1-699-726-3895,LIBRARIAN,9.0,,0.0,,Sacramento,35827,O,97.0,Canada,FL,1293721.0,UGI,710.0
M,22870 LA CIENEGA STREET,M,ohs70,4.0,feridoun,200635.0,1-640-666-2876,ohsone,7.0,,0.0,,Santa Clarita,99692,R,73.0,United States of America,NM,3850114.0,Greif,475.0
U,8478 green avenue,,HUM71,0.0,Magdy,434519.0,1-540-639-1311,HUMMEL,3.0,O,1.0,APT. 143,Sherbrooke,V6c 1q5,O,71.0,United States of America,NE,1618743.0,Equifax,596.0
W,23639 purdue rue,,BRA72,5.0,jiri,392315.0,1-285-874-8492,BRADD,9.0,,1.0,,Colorado Springs,80158,O,93.0,United States of America,MI,3383487.0,,670.0
U,19202 ansley park,,Boa73,5.0,AILA,493829.0,1-121-904-0040,Boarder,,X,3.0,,Berkeley,t6d 1b6,O,53.0,United States of America,New Brunswick,2981876.0,Freescale Semiconductor,722.0
U,11319 devonshire rue,,Mcn74,3.0,Vincenzo,97489.0,1-017-842-3201,Mcnally,7.0,,2.0,,San Buenaventura,33120,O,32.0,United States of America,NJ,2109339.0,Aleris International,587.0
S,23665 deerwood park,F,MAR75,4.0,Minnnie,,1-215-859-3206,MARKOVICH,4.0,,3.0,,New Haven,99742,O,1.0,United States of America,ND,791803.0,,609.0
S,4855 union north,f,Wil76,0.0,alfonzo,383046.0,1-764-520-7470,Willekes,7.0,,1.0,,Shreveport,V6N 1T1,O,39.0,United States of America,Saskatchewan,3523678.0,World Fuel Services,401.0
M,9466 SHADOWBRIAR WEST,m,Dea77,4.0,Swandi,1190.0,1-414-130-0162,Deacetis,0.0,S,0.0,,Lansing,44104,,77.0,United States of America,KS,1681902.0,R.R. Donnelley & Sons,335.0
U,3504 regency avenue,,Hou78,5.0,Anya,85733.0,1-970-240-9990,Houk,7.0,,5.0,,Pembroke Pines,14605,O,18.0,United States of America,SD,3851455.0,Brinker International,569.0
M,7281 northland lower,,Goy79,0.0,Enrika,387890.0,1-408-684-6459,Goyette,9.0,,2.0,,Palmdale,80076,R,70.0,Canada,FL,2339382.0,Temple-Inland,
S,12481 hayden lower,f,Mok80,2.0,SONJA,16808.0,1-330-353-5908,Mok-fung,7.0,Z,0.0,,Savannah,V6I 1V6,O,26.0,United States of America,Saskatchewan,,Psychiatric Solutions,679.0
M,2328 gracie avenue,,Run81,,Liem,304589.0,1-766-726-2675,Rundle,10.0,I,4.0,,Amarillo,97307,,,United States of America,FL,2065016.0,Nash-Finch,356.0
S,4737 campbell street,o,BEL82,2.0,COLLETTE,48506.0,1-938-425-7509,BELLEY,9.0,,5.0,,Anchorage,46237,R,58.0,United States of America,UT,2454049.0,AMR,308.0
M,2401 stratmore lower,,BAE83,0.0,SIAMACK,,1-527-308-8874,BAER,4.0,Y,4.0,,Louisville,V6B 1S6,O,43.0,United States of America,WY,2423395.0,Spartan Stores,412.0
D,21477 JUNIPER CRESCENT,f,MAU84,2.0,Toshihiro,358862.0,1-810-590-0635,MAULDIN,4.0,,3.0,,Hilo,H2d 1x1,O,65.0,United States of America,NH,1342045.0,Cigna,618.0
S,19214 YAUPON BOULEVARD,,Koo85,5.0,Casey,477614.0,1-274-548-2512,Koohgoli,5.0,,3.0,,Sudbury,95108,O,24.0,United States of America,AR,861756.0,General Cable,429.0
S,7785 rusk boulevard,,Lau86,3.0,Daryn,175414.0,1-649-754-4601,Lauriston,3.0,,1.0,,Orlando,80050,O,79.0,United States of America,CT,1215349.0,Dun & Bradstreet,819.0
M,18002 cantrell upper,F,Man87,0.0,Adrianna,427598.0,1-905-932-1785,Mangum,7.0,L,1.0,,Missoula,90122,O,48.0,Canada,VT,3981554.0,Casey's General Stores,552.0
S,23341 brookside upper,,PIE88,0.0,Cortney,368207.0,1-031-004-7697,PIERCY,9.0,,4.0,,Abilene,43614,O,69.0,United States of America,Manitoba,3865937.0,Jack in the Box,587.0
S,20494 ROSS WEST,M,Bus89,3.0,Duane,449944.0,1-994-812-4796,Buscaglia,6.0,,1.0,,Saskatoon,61110,O,91.0,United States of America,NJ,2804700.0,Assurant,304.0
,17552 SAVANNAH NORTH,,BAB90,5.0,Tele,166247.0,1-176-513-4041,BABIONE,4.0,,5.0,,Irvine,70174,U,75.0,United States of America,KY,3283558.0,Psychiatric Solutions,795.0
S,4462 pace crescent,M,Bur91,1.0,Ophelia,391165.0,1-072-244-6337,Burkard,2.0,,3.0,APT. 373,Reno,90324,O,85.0,United States of America,GA,450524.0,Danaher,830.0
M,7161 tallowood upper,,Kin92,5.0,lorine,165854.0,1-924-669-9328,Kinsella,3.0,,3.0,,Sacramento,s7d 1n1,R,76.0,United States of America,NJ,,Clorox,709.0
S,3489 silver sage west,,POM93,2.0,Viole,326181.0,1-598-488-3541,POMMAINVILLE,8.0,,1.0,,Topeka,93829,O,68.0,United States of America,SC,,Boyd Gaming,493.0
M,12481 hayden lower,M,BOA94,3.0,Nani,173387.0,1-295-539-3868,BOATWRIGHT,,,,,Rancho Cucamonga,89116,O,95.0,United States of America,TN,633760.0,Eaton,680.0
M,13210 3RD DRIVE,,Ron95,1.0,cherey,301127.0,1-554-020-0267,Ronald,,R,5.0,,Hilo,94315,R,15.0,United States of America,WY,3634954.0,Dynegy,800.0
M,8899 starling lane,,wei96,1.0,Redgie,487230.0,1-793-621-4566,weihs,4.0,A,5.0,,Saint John,T5b 1u9,R,17.0,United States of America,Ontario,799268.0,AmeriCredit,614.0
,11480 fennel south,M,Hel97,4.0,Yousef,425747.0,1-787-267-4261,Helpb,6.0,P,0.0,,Torrance,T6b 1a5,R,94.0,Canada,DC,39093.0,SLM,763.0
S,7266 cherry upper,m,mog98,4.0,Damaris,401946.0,1-668-247-1597,moghe,3.0,,4.0,,Santa Clara,60699,O,70.0,United States of America,Alberta,2705353.0,NV Energy,561.0
S,10678 ENGLEWOOD WEST,,boz99,1.0,Ilyssa,425422.0,1-901-346-8890,bozicevich,4.0,,2.0,,Torrance,V6p 1s8,O,29.0,United States of America,ME,3565153.0,Landstar System,569.0
M,21181 2ND RUE,,Zah100,4.0,Moselle,208890.0,1-451-273-3803,Zaharychuk,5.0,R,1.0,,Stockton,v6i 1p1,O,52.0,United States of America,MA,2832204.0,Pacific Life,634.0
U,22963 hanover road,F,And101,5.0,Dulsea,67880.0,1-129-499-9136,Andric,10.0,,3.0,,Paterson,79423,O,51.0,United States of America,NV,2194345.0,Textron,488.0
W,8268 cliffbrook boulevard,,Bam102,2.0,Lyndsie,133412.0,1-899-319-0772,Bamfo,5.0,L,3.0,,Mesa,H5j 1o6,O,24.0,Canada,WA,3737140.0,Pfizer,788.0
D,5118 montview court,,fro103,3.0,KESLEY,144829.0,1-053-396-0441,frondozo,8.0,,4.0,,Anchorage,93761,O,98.0,United States of America,WY,464753.0,Cigna,333.0
M,17442 tallowood upper,,Car104,1.0,LAUREL,,1-239-665-9540,Caron,,J,1.0,,Miami,76150,U,59.0,United States of America,NJ,596696.0,Ameren,601.0
U,4038 WEDGEWOOD STREET,f,muc105,3.0,Steen,143682.0,1-605-888-3403,muchow,2.0,V,4.0,,Great Falls,99717,O,49.0,Canada,LA,1504753.0,Consolidated Edison,595.0
U,20334 anaconda avenue,,gat106,0.0,noel,350020.0,1-630-604-2543,gateau,10.0,,1.0,,Erie,60608,O,1.0,United States of America,TX,3049281.0,Occidental Petroleum,433.0
U,5385 young west,F,Sch107,0.0,Tracey,435103.0,1-851-862-7928,Schaefer,10.0,M,,,Hollywood,v6w 1u4,O,79.0,United States of America,SC,247478.0,Sherwin-Williams,403.0
,2747 SINCLAIR LANE,,pom108,1.0,Sarajane,207768.0,1-065-415-5724,pomerleau,3.0,,5.0,,Tulsa,T5b 1t6,R,6.0,United States of America,TX,2750301.0,Affiliated Computer Services,615.0
M,8622 BROWNWAY PARK,F,cuc109,0.0,Geoffrey,407512.0,1-408-512-1007,cucuzzella,1.0,K,4.0,,Tucson,23298,O,70.0,United States of America,MN,721333.0,Valassis Communications,735.0
S,18048 GREEN NORTH,q,SUG110,3.0,loralyn,403366.0,1-083-902-4184,SUGARMAN,1.0,Z,0.0,,Anchorage,32803,O,23.0,United States of America,ID,669440.0,,668.0
M,18994 country boulevard,,Pep111,3.0,andrei,384095.0,1-568-403-7081,Pepe,,,5.0,,Sandy,64122,O,78.0,Canada,MI,2473979.0,Smithfield Foods,349.0
S,16063 ashland road,f,Cha112,4.0,javad,288969.0,1-824-389-0618,Chandrashekar,,,,SUITE 7,Boston,T6b 1h2,,79.0,United States of America,OK,3545170.0,,654.0
U,19309 mcfarlin north,m,SEI113,2.0,Karna,233665.0,1-174-210-2058,SEIFERS,6.0,U,3.0,Apt. 971,Vancouver,22222,O,72.0,United States of America,UT,1494871.0,TD Ameritrade,361.0
S,2454 cliffbrook west,F,GAR114,4.0,Jocelyn,147236.0,1-425-503-7952,GARTLEY,1.0,S,0.0,,Akron,T6a 1d2,U,31.0,Canada,PA,436164.0,Comerica,427.0
W,15865 strand west,M,Tou115,0.0,Elvera,452557.0,1-012-389-9089,Touchette,1.0,,3.0,,Lancaster,v5d 1n9,O,86.0,United States of America,New Brunswick,1069481.0,Steel Dynamics,322.0
S,13776 east boulevard,M,Kur116,2.0,Nessy,179305.0,1-909-472-6704,Kurdziel,9.0,V,0.0,,Concord,23321,R,,United States of America,UT,,Coca-Cola Enterprises,792.0
U,10570 WEIZMANN LOWER,,Her117,3.0,lona,205817.0,1-622-167-5411,Herod,2.0,,0.0,,Chesapeake,90505,O,87.0,Canada,VA,2957261.0,News Corp.,478.0
M,15278 walnut hill road,,MCV118,,RHEA,262711.0,1-164-511-9338,MCVICAR,1.0,P,5.0,,Flint,19066,O,92.0,United States of America,NH,228459.0,,477.0
M,23007 WAKEFOREST WAY,F,LAB119,1.0,Josefa,84810.0,1-804-532-9163,LABFIVE,6.0,,5.0,,Chattanooga,v6s 1r3,O,4.0,Canada,VT,67267.0,Stater Bros. Holdings,449.0
U,9088 rivas way,,but120,2.0,alikee,96441.0,1-197-370-0297,butta,2.0,,4.0,,Billings,78769,O,8.0,United States of America,FL,1087978.0,BorgWarner,466.0
M,18798 ullrich road,m,Pro121,0.0,dolorita,462762.0,1-337-042-5687,Projects,2.0,,5.0,,Scottsdale,53769,O,97.0,United States of America,NC,3885967.0,CB Richard Ellis Group,483.0
D,18517 HULEN LOWER,,Irc122,5.0,Marilyn,141890.0,1-056-138-5321,Irc,4.0,,4.0,,Oshawa,H7E 1U6,O,,United States of America,VA,3271101.0,Zimmer Holdings,588.0
,11474 dodd lane,,Ziv123,5.0,robertson,156610.0,1-776-191-2031,Zivkovic,2.0,G,5.0,,Naperville,e7o 1k1,O,40.0,Canada,DC,,Mohawk Industries,313.0
U,9375 wood south,,sim124,1.0,Ilsa,164752.0,1-280-696-2706,simser,1.0,H,4.0,,Tampa,90374,R,95.0,United States of America,NC,1999133.0,Berkshire Hathaway,647.0
S,20479 wise avenue,,kei125,1.0,Pen,278949.0,1-857-581-6346,keifer,2.0,I,5.0,,Jackson,63169,O,92.0,United States of America,MS,1100786.0,Saks,430.0
W,19918 ROGERS NORTH,f,arv126,0.0,AUBRETTE,,,arvin,8.0,P,5.0,,Hay River,16515,O,67.0,United States of America,SC,563992.0,Gardner Denver,467.0
M,9284 coffey lower,F,Pra127,3.0,Cole,463736.0,1-716-343-0884,Praeuner,7.0,,2.0,,Irvine,85309,O,24.0,United States of America,KS,962397.0,Hasbro,399.0
M,2929 north crescent,m,lue128,2.0,liva,,1-101-776-2496,lue,5.0,C,3.0,,Idaho Falls,92158,O,26.0,United States of America,VT,1064169.0,CBS,654.0
S,15404 queen street,f,Prz129,2.0,Ayaz,86667.0,1-769-028-0589,Przybycien,3.0,,0.0,,Moreno Valley,33152,O,62.0,United States of America,IL,2100059.0,Synnex,378.0
W,1619 greenspoint road,f,pen130,5.0,YETTY,193470.0,1-005-833-8970,penn,10.0,J,1.0,,Ontario,83729,O,37.0,United States of America,FL,99025.0,Belden,338.0
S,21477 WARREN PARK,,Gua131,5.0,Mary-michelle,406379.0,1-884-215-4243,Guay,10.0,S,0.0,,Concord,B8b 1z6,R,71.0,United States of America,MI,3865481.0,Broadcom,695.0
M,6503 ROBBINS STREET,F,bre132,1.0,agretha,480595.0,,brennand,7.0,,3.0,,Phoenix,53717,U,29.0,Canada,Newfoundland,804544.0,Reynolds American,614.0
S,3958 GLEN LOCH BOULEVARD,f,Sav133,4.0,LOTTY,181718.0,1-725-177-7815,Savanh,7.0,X,5.0,,Coral Springs,t5c 1w7,O,89.0,United States of America,ME,3143356.0,Wells Fargo,307.0
M,13640 ethridge lower,,ABB134,0.0,Kassey,468310.0,1-277-496-5396,ABBATANTUONO,2.0,Z,3.0,,Oxnard,37245,O,11.0,United States of America,AL,,Retail Ventures,331.0
S,3981 imperial lower,M,OP135,2.0,Adria,354987.0,1-756-463-2201,OP,2.0,N,0.0,,Brownsville,94401,O,20.0,United States of America,IN,2311953.0,AT&T,638.0
W,13210 3rd drive,,Mer136,3.0,audivox,284539.0,1-261-338-7463,Mersinger,3.0,,5.0,,Memphis,B8a 1y3,O,75.0,Canada,NH,3120608.0,Wynn Resorts,703.0
S,9297 THROCKMORTON SOUTH,F,rut137,0.0,SUE,213725.0,1-811-086-4675,rutt,7.0,,5.0,,Flint,t6b 1k2,O,95.0,United States of America,DC,2058270.0,Eastman Kodak,302.0
U,8935 YOUNG UPPER,,bem138,2.0,Lorenza,74195.0,1-338-771-1185,bemis,,I,3.0,,Lafayette,85306,O,0.0,United States of America,DC,1511983.0,Aramark,522.0
M,3797 RUTGERS PARK,,Pen139,5.0,Enzo,169295.0,1-554-231-5318,Pennington,,,1.0,,Greensboro,V6R 1R7,O,73.0,United States of America,MD,439080.0,ENSCO International,
W,8285 tamarind crescent,M,tor140,1.0,claudina,307832.0,1-733-886-5227,torok,5.0,Y,0.0,,Sterling Heights,68513,R,39.0,United States of America,Prince Edward Island,921255.0,Auto-Owners Insurance,833.0
