codice_postale,indirizzo,telefono,nome,distretto,cliente_id,cognome,attivo,email,indirizzo_id,data_creazione,città_id,negozio_id,indirizzo2
79388,127 Purnea (Purnia) Manor,911872220378,ANNA,Piemonte,33,HILL,1,ANNA.HILL@sakilacustomer.org,37,2006-02-14 22:04:36,17,2,
94065,61 Tama Street,708403338270,REBECCA,Okayama,34,SCOTT,1,REBECCA.SCOTT@sakilacustomer.org,38,2006-02-14 22:04:36,284,2,
34021,391 Callao Drive,440512153169,VIRGINIA,Midi-Pyrnes,35,GREEN,1,VIRGINIA.GREEN@sakilacustomer.org,39,2006-02-14 22:04:36,544,2,
38145,334 Munger (Monghyr) Lane,481183273622,KATHLEEN,Markazi,36,ADAMS,1,KATHLEEN.ADAMS@sakilacustomer.org,40,2006-02-14 22:04:36,31,2,
47929,1440 Fukuyama Loop,912257250465,PAMELA,Henan,37,BAKER,1,PAMELA.BAKER@sakilacustomer.org,41,2006-02-14 22:04:36,362,1,
34689,269 Cam Ranh Parkway,489783829737,MARTHA,Chisinau,38,GONZALEZ,1,MARTHA.GONZALEZ@sakilacustomer.org,42,2006-02-14 22:04:36,115,1,
3989,306 Antofagasta Place,378318851631,DEBRA,Esprito Santo,39,NELSON,1,DEBRA.NELSON@sakilacustomer.org,43,2006-02-14 22:04:36,569,1,
94399,671 Graz Street,680768868518,AMANDA,Oriental,40,CARTER,1,AMANDA.CARTER@sakilacustomer.org,44,2006-02-14 22:04:36,353,2,
16744,42 Brindisi Place,42384721397,STEPHANIE,Yerevan,41,MITCHELL,1,STEPHANIE.MITCHELL@sakilacustomer.org,45,2006-02-14 22:04:36,586,1,
61117,1632 Bislig Avenue,471675840679,CAROLYN,Nonthaburi,42,PEREZ,1,CAROLYN.PEREZ@sakilacustomer.org,46,2006-02-14 22:04:36,394,2,
48942,1447 Imus Way,539758313890,CHRISTINE,Tahiti,43,ROBERTS,1,CHRISTINE.ROBERTS@sakilacustomer.org,47,2006-02-14 22:04:36,167,2,
76022,1998 Halifax Drive,177727722820,MARIE,Lipetsk,44,TURNER,1,MARIE.TURNER@sakilacustomer.org,48,2006-02-14 22:04:36,308,1,
37359,1718 Valencia Street,675292816413,JANET,Antofagasta,45,PHILLIPS,1,JANET.PHILLIPS@sakilacustomer.org,49,2006-02-14 22:04:36,27,1,
23616,46 Pjatigorsk Lane,262076994845,CATHERINE,Moscow (City),46,CAMPBELL,1,CATHERINE.CAMPBELL@sakilacustomer.org,50,2006-02-14 22:04:36,343,2,
52535,686 Garland Manor,69493378813,FRANCES,Cear,47,PARKER,1,FRANCES.PARKER@sakilacustomer.org,51,2006-02-14 22:04:36,247,1,
69367,909 Garland Manor,705800322606,ANN,Tatarstan,48,EVANS,1,ANN.EVANS@sakilacustomer.org,52,2006-02-14 22:04:36,367,1,
74428,725 Isesaki Place,876295323994,JOYCE,Mekka,49,EDWARDS,1,JOYCE.EDWARDS@sakilacustomer.org,53,2006-02-14 22:04:36,237,2,
80168,115 Hidalgo Parkway,307703950263,DIANE,Khartum,50,COLLINS,1,DIANE.COLLINS@sakilacustomer.org,54,2006-02-14 22:04:36,379,1,
48150,1135 Izumisano Parkway,171822533480,ALICE,California,51,STEWART,1,ALICE.STEWART@sakilacustomer.org,55,2006-02-14 22:04:36,171,1,
4166,939 Probolinggo Loop,680428310138,JULIE,Galicia,52,SANCHEZ,1,JULIE.SANCHEZ@sakilacustomer.org,56,2006-02-14 22:04:36,1,1,
38594,17 Kabul Boulevard,697760867968,HEATHER,Chiba,53,MORRIS,1,HEATHER.MORRIS@sakilacustomer.org,57,2006-02-14 22:04:36,355,1,
48980,1964 Allappuzha (Alleppey) Street,920811325222,TERESA,Yamaguchi,54,ROGERS,1,TERESA.ROGERS@sakilacustomer.org,58,2006-02-14 22:04:36,227,1,
57807,1697 Kowloon and New Kowloon Loop,499352017190,DORIS,Moskova,55,REED,1,DORIS.REED@sakilacustomer.org,59,2006-02-14 22:04:36,49,2,
39072,1668 Saint Louis Place,347487831378,GLORIA,Tahiti,56,COOK,1,GLORIA.COOK@sakilacustomer.org,60,2006-02-14 22:04:36,397,1,
45428,943 Tokat Street,889318963672,EVELYN,Vaduz,57,MORGAN,1,EVELYN.MORGAN@sakilacustomer.org,61,2006-02-14 22:04:36,560,2,
69226,1114 Liepaja Street,212869228936,JEAN,Sarawak,58,BELL,1,JEAN.BELL@sakilacustomer.org,62,2006-02-14 22:04:36,282,1,
94352,1213 Ranchi Parkway,800024380485,CHERYL,Karnataka,59,MURPHY,1,CHERYL.MURPHY@sakilacustomer.org,63,2006-02-14 22:04:36,350,1,
55561,81 Hodeida Way,250767749542,MILDRED,Rajasthan,60,BAILEY,1,MILDRED.BAILEY@sakilacustomer.org,64,2006-02-14 22:04:36,231,1,
83980,915 Ponce Place,1395251317,KATHERINE,Basel-Stadt,61,RIVERA,1,KATHERINE.RIVERA@sakilacustomer.org,65,2006-02-14 22:04:36,56,2,
85505,1717 Guadalajara Lane,914090181665,JOAN,Missouri,62,COOPER,1,JOAN.COOPER@sakilacustomer.org,66,2006-02-14 22:04:36,441,1,
67055,1214 Hanoi Way,491001136577,ASHLEY,Nebraska,63,RICHARDSON,1,ASHLEY.RICHARDSON@sakilacustomer.org,67,2006-02-14 22:04:36,306,1,
70385,1966 Amroha Avenue,333489324603,JUDITH,Sichuan,64,COX,0,JUDITH.COX@sakilacustomer.org,68,2006-02-14 22:04:36,139,2,
71110,698 Otsu Street,409983924481,ROSE,Cayenne,65,HOWARD,1,ROSE.HOWARD@sakilacustomer.org,69,2006-02-14 22:04:36,105,2,
96109,1150 Kimchon Manor,663449333709,JANICE,Skne ln,66,WARD,1,JANICE.WARD@sakilacustomer.org,70,2006-02-14 22:04:36,321,2,
5135,1586 Guarujá Place,947233365992,KELLY,Hunan,67,TORRES,1,KELLY.TORRES@sakilacustomer.org,71,2006-02-14 22:04:36,579,1,
48960,57 Arlington Manor,990214419142,NICOLE,Madhya Pradesh,68,PETERSON,1,NICOLE.PETERSON@sakilacustomer.org,72,2006-02-14 22:04:36,475,1,
59025,1031 Daugavpils Parkway,107137400143,JUDY,Béchar,69,GRAY,1,JUDY.GRAY@sakilacustomer.org,73,2006-02-14 22:04:36,63,2,
6856,1124 Buenaventura Drive,407733804223,CHRISTINA,Mekka,70,RAMIREZ,1,CHRISTINA.RAMIREZ@sakilacustomer.org,74,2006-02-14 22:04:36,13,2,
50805,492 Cam Ranh Street,565018274456,KATHY,Eastern Visayas,71,JAMES,1,KATHY.JAMES@sakilacustomer.org,75,2006-02-14 22:04:36,61,1,
75444,89 Allappuzha (Alleppey) Manor,255800440636,THERESA,National Capital Reg,72,WATSON,1,THERESA.WATSON@sakilacustomer.org,76,2006-02-14 22:04:36,517,2,
60951,1947 Poços de Caldas Boulevard,427454485876,BEVERLY,Chiayi,73,BROOKS,1,BEVERLY.BROOKS@sakilacustomer.org,77,2006-02-14 22:04:36,114,2,
20207,1206 Dos Quebradas Place,241832790687,DENISE,São Paulo,74,KELLY,1,DENISE.KELLY@sakilacustomer.org,78,2006-02-14 22:04:36,431,1,
72394,1551 Rampur Lane,251164340471,TAMMY,Changhwa,75,SANDERS,1,TAMMY.SANDERS@sakilacustomer.org,79,2006-02-14 22:04:36,108,2,
98889,602 Paarl Street,896314772871,IRENE,Pavlodar,76,PRICE,1,IRENE.PRICE@sakilacustomer.org,80,2006-02-14 22:04:36,402,2,
9223,1692 Ede Loop,918711376618,JANE,São Paulo,77,BENNETT,1,JANE.BENNETT@sakilacustomer.org,81,2006-02-14 22:04:36,30,2,
96709,936 Salzburg Lane,875756771675,LORI,Uttar Pradesh,78,WOOD,1,LORI.WOOD@sakilacustomer.org,82,2006-02-14 22:04:36,425,1,
1079,586 Tete Way,18581624103,RACHEL,Kanagawa,79,BARNES,1,RACHEL.BARNES@sakilacustomer.org,83,2006-02-14 22:04:36,256,1,
20936,1888 Kabul Drive,701457319790,MARILYN,Oyo & Osun,80,ROSS,1,MARILYN.ROSS@sakilacustomer.org,84,2006-02-14 22:04:36,217,1,
37307,320 Baiyin Parkway,223664661973,ANDREA,Mahajanga,81,HENDERSON,1,ANDREA.HENDERSON@sakilacustomer.org,85,2006-02-14 22:04:36,319,1,
9495,927 Bahía Blanca Parkway,821972242086,KATHRYN,Krim,82,COLEMAN,1,KATHRYN.COLEMAN@sakilacustomer.org,86,2006-02-14 22:04:36,479,1,
74671,929 Tallahassee Loop,800716535041,LOUISE,Gauteng,83,JENKINS,1,LOUISE.JENKINS@sakilacustomer.org,87,2006-02-14 22:04:36,497,1,
67912,125 Città del Vaticano Boulevard,48417642933,SARA,Puebla,84,PERRY,1,SARA.PERRY@sakilacustomer.org,88,2006-02-14 22:04:36,40,2,
88002,1557 Kütahya Boulevard,720998247660,ANNE,England,85,POWELL,1,ANNE.POWELL@sakilacustomer.org,89,2006-02-14 22:04:36,88,2,
84931,870 Ashqelon Loop,135117278909,JACQUELINE,Songkhla,86,LONG,1,JACQUELINE.LONG@sakilacustomer.org,90,2006-02-14 22:04:36,489,2,
29932,1740 Portoviejo Avenue,198123170793,WANDA,Sucre,87,PATTERSON,1,WANDA.PATTERSON@sakilacustomer.org,91,2006-02-14 22:04:36,480,1,
82624,1942 Ciparay Parkway,978987363654,BONNIE,Cheju,88,HUGHES,1,BONNIE.HUGHES@sakilacustomer.org,92,2006-02-14 22:04:36,113,2,
75543,1926 El Alto Avenue,846225459260,JULIA,Buenos Aires,89,FLORES,1,JULIA.FLORES@sakilacustomer.org,93,2006-02-14 22:04:36,289,1,
25958,1952 Chatsworth Drive,991562402283,RUBY,Guangdong,90,WASHINGTON,1,RUBY.WASHINGTON@sakilacustomer.org,94,2006-02-14 22:04:36,332,2,
52163,1370 Le Mans Avenue,345679835036,LOIS,Brunei and Muara,91,BUTLER,1,LOIS.BUTLER@sakilacustomer.org,95,2006-02-14 22:04:36,53,2,
17119,984 Effon-Alaiye Avenue,132986892228,TINA,Gois,92,SIMMONS,1,TINA.SIMMONS@sakilacustomer.org,96,2006-02-14 22:04:36,183,2,
49021,832 Nakhon Sawan Manor,275595571388,PHYLLIS,Inner Mongolia,93,FOSTER,1,PHYLLIS.FOSTER@sakilacustomer.org,97,2006-02-14 22:04:36,592,1,
53182,152 Kitwe Parkway,835433605312,NORMA,Caraga,94,GONZALES,1,NORMA.GONZALES@sakilacustomer.org,98,2006-02-14 22:04:36,82,1,
22870,1697 Tanauan Lane,4764773857,PAULA,Punjab,95,BRYANT,1,PAULA.BRYANT@sakilacustomer.org,99,2006-02-14 22:04:36,399,2,
30695,1308 Arecibo Way,6171054059,DIANA,Georgia,96,ALEXANDER,1,DIANA.ALEXANDER@sakilacustomer.org,100,2006-02-14 22:04:36,41,1,
71986,1599 Plock Drive,817248913162,ANNIE,Tete,97,RUSSELL,1,ANNIE.RUSSELL@sakilacustomer.org,101,2006-02-14 22:04:36,534,2,
92265,669 Firozabad Loop,412903167998,LILLIAN,Abu Dhabi,98,GRIFFIN,1,LILLIAN.GRIFFIN@sakilacustomer.org,102,2006-02-14 22:04:36,12,1,
51540,588 Vila Velha Manor,333339908719,EMILY,Kyongsangbuk,99,DIAZ,1,EMILY.DIAZ@sakilacustomer.org,103,2006-02-14 22:04:36,268,2,
97287,1913 Kamakura Place,942570536750,ROBIN,Lipetsk,100,HAYES,1,ROBIN.HAYES@sakilacustomer.org,104,2006-02-14 22:04:36,238,1,
77459,733 Mandaluyong Place,196568435814,PEGGY,Asir,101,MYERS,1,PEGGY.MYERS@sakilacustomer.org,105,2006-02-14 22:04:36,2,1,
49708,659 Vaduz Drive,709935135487,CRYSTAL,Ha Darom,102,FORD,1,CRYSTAL.FORD@sakilacustomer.org,106,2006-02-14 22:04:36,34,1,
3305,1177 Jelets Way,484292626944,GLADYS,Kwara & Kogi,103,HAMILTON,1,GLADYS.HAMILTON@sakilacustomer.org,107,2006-02-14 22:04:36,220,1,
80720,1386 Yangor Avenue,449216226468,RITA,Provence-Alpes-Cte,104,GRAHAM,1,RITA.GRAHAM@sakilacustomer.org,108,2006-02-14 22:04:36,543,1,
76383,454 Nakhon Sawan Boulevard,963887147572,DAWN,Funafuti,105,SULLIVAN,1,DAWN.SULLIVAN@sakilacustomer.org,109,2006-02-14 22:04:36,173,1,
78311,1867 San Juan Bautista Tuxtepec Avenue,547003310357,CONNIE,Ivanovo,106,WALLACE,1,CONNIE.WALLACE@sakilacustomer.org,110,2006-02-14 22:04:36,225,1,
9599,1532 Dzerzinsk Way,330838016880,FLORENCE,Buenos Aires,107,WOODS,1,FLORENCE.WOODS@sakilacustomer.org,111,2006-02-14 22:04:36,334,1,
93026,1002 Ahmadnagar Manor,371490777743,TRACY,Mxico,108,COLE,1,TRACY.COLE@sakilacustomer.org,112,2006-02-14 22:04:36,213,1,
30418,682 Junan Way,622255216127,EDNA,North West,109,WEST,1,EDNA.WEST@sakilacustomer.org,113,2006-02-14 22:04:36,273,2,
61069,804 Elista Drive,379804592943,TIFFANY,Hubei,110,JORDAN,1,TIFFANY.JORDAN@sakilacustomer.org,114,2006-02-14 22:04:36,159,2,
75834,1378 Alvorada Avenue,272234298332,CARMEN,Distrito Federal,111,OWENS,1,CARMEN.OWENS@sakilacustomer.org,115,2006-02-14 22:04:36,102,1,
87057,793 Cam Ranh Avenue,824370924746,ROSA,California,112,REYNOLDS,1,ROSA.REYNOLDS@sakilacustomer.org,116,2006-02-14 22:04:36,292,2,
10885,1079 Tel Aviv-Jaffa Boulevard,358178933857,CINDY,Sucre,113,FISHER,1,CINDY.FISHER@sakilacustomer.org,117,2006-02-14 22:04:36,132,2,
24321,442 Rae Bareli Place,886636413768,GRACE,Nordrhein-Westfalen,114,ELLIS,1,GRACE.ELLIS@sakilacustomer.org,118,2006-02-14 22:04:36,148,2,
75149,1107 Nakhon Sawan Avenue,867546627903,WENDY,Mxico,115,HARRISON,1,WENDY.HARRISON@sakilacustomer.org,119,2006-02-14 22:04:36,365,1,
63502,544 Malmö Parkway,386759646229,VICTORIA,Central Java,116,GIBSON,1,VICTORIA.GIBSON@sakilacustomer.org,120,2006-02-14 22:04:36,403,1,
73644,1967 Sincelejo Place,577812616052,EDITH,Gujarat,117,MCDONALD,1,EDITH.MCDONALD@sakilacustomer.org,121,2006-02-14 22:04:36,176,1,
78625,333 Goiânia Way,909029256431,KIM,Texas,118,CRUZ,1,KIM.CRUZ@sakilacustomer.org,122,2006-02-14 22:04:36,185,1,
96065,1987 Coacalco de Berriozábal Loop,787654415858,SHERRY,al-Qalyubiya,119,MARSHALL,1,SHERRY.MARSHALL@sakilacustomer.org,123,2006-02-14 22:04:36,476,1,
76157,241 Mosul Lane,765345144779,SYLVIA,Risaralda,120,ORTIZ,1,SYLVIA.ORTIZ@sakilacustomer.org,124,2006-02-14 22:04:36,147,2,
58186,211 Chiayi Drive,665993880048,JOSEPHINE,Uttar Pradesh,121,GOMEZ,1,JOSEPHINE.GOMEZ@sakilacustomer.org,125,2006-02-14 22:04:36,164,1,
64615,1175 Tanauan Way,937222955822,THELMA,Lima,122,MURRAY,1,THELMA.MURRAY@sakilacustomer.org,126,2006-02-14 22:04:36,305,1,
6804,117 Boa Vista Way,677976133614,SHANNON,Uttar Pradesh,123,FREEMAN,1,SHANNON.FREEMAN@sakilacustomer.org,127,2006-02-14 22:04:36,566,2,
45142,848 Tafuna Manor,614935229095,SHEILA,Kütahya,124,WELLS,0,SHEILA.WELLS@sakilacustomer.org,128,2006-02-14 22:04:36,281,1,
60304,569 Baicheng Lane,490211944645,ETHEL,Gauteng,125,WEBB,1,ETHEL.WEBB@sakilacustomer.org,129,2006-02-14 22:04:36,85,1,
66255,1666 Qomsheh Drive,582835362905,ELLEN,São Paulo,126,SIMPSON,1,ELLEN.SIMPSON@sakilacustomer.org,130,2006-02-14 22:04:36,410,1,
8439,801 Hagonoy Drive,237426099212,ELAINE,Smolensk,127,STEVENS,1,ELAINE.STEVENS@sakilacustomer.org,131,2006-02-14 22:04:36,484,2,
4999,1050 Garden Grove Avenue,973047364353,MARJORIE,Slaskie,128,TUCKER,1,MARJORIE.TUCKER@sakilacustomer.org,132,2006-02-14 22:04:36,236,1,
15819,1854 Tieli Street,509492324775,CARRIE,Shandong,129,PORTER,1,CARRIE.PORTER@sakilacustomer.org,133,2006-02-14 22:04:36,302,1,
82639,758 Junan Lane,935448624185,CHARLOTTE,Gois,130,HUNTER,1,CHARLOTTE.HUNTER@sakilacustomer.org,134,2006-02-14 22:04:36,190,1,
14014,1752 São Leopoldo Parkway,252265130067,MONICA,Taka-Karpatia,131,HICKS,1,MONICA.HICKS@sakilacustomer.org,135,2006-02-14 22:04:36,345,2,
49757,898 Belém Manor,707169393853,ESTHER,Free State,132,CRAWFORD,1,ESTHER.CRAWFORD@sakilacustomer.org,136,2006-02-14 22:04:36,87,2,
83401,261 Saint Louis Way,321944036800,PAULINE,Coahuila de Zaragoza,133,HENRY,1,PAULINE.HENRY@sakilacustomer.org,137,2006-02-14 22:04:36,541,1,
4285,765 Southampton Drive,23712411567,EMMA,al-Qalyubiya,134,BOYD,1,EMMA.BOYD@sakilacustomer.org,138,2006-02-14 22:04:36,421,1,
5892,943 Johannesburg Avenue,90921003005,JUANITA,Maharashtra,135,MASON,1,JUANITA.MASON@sakilacustomer.org,139,2006-02-14 22:04:36,417,2,
81691,788 Atšinsk Street,146497509724,ANITA,Karnataka,136,MORALES,1,ANITA.MORALES@sakilacustomer.org,140,2006-02-14 22:04:36,211,2,
11044,1749 Daxian Place,963369996279,RHONDA,Gelderland,137,KENNEDY,1,RHONDA.KENNEDY@sakilacustomer.org,141,2006-02-14 22:04:36,29,2,
85769,1587 Sullana Lane,468060467018,HAZEL,Inner Mongolia,138,WARREN,1,HAZEL.WARREN@sakilacustomer.org,142,2006-02-14 22:04:36,207,1,
57519,1029 Dzerzinsk Manor,33173584456,AMBER,Ynlin,139,DIXON,1,AMBER.DIXON@sakilacustomer.org,143,2006-02-14 22:04:36,542,1,
13377,1666 Beni-Mellal Place,9099941466,EVA,Tennessee,140,RAMOS,1,EVA.RAMOS@sakilacustomer.org,144,2006-02-14 22:04:36,123,1,
93762,928 Jaffna Loop,581852137991,DEBBIE,Hiroshima,141,REYES,1,DEBBIE.REYES@sakilacustomer.org,145,2006-02-14 22:04:36,172,1,
60562,483 Ljubertsy Parkway,581174211853,APRIL,Scotland,142,BURNS,1,APRIL.BURNS@sakilacustomer.org,146,2006-02-14 22:04:36,149,1,
97700,374 Bat Yam Boulevard,923261616249,LESLIE,Kilis,143,GORDON,1,LESLIE.GORDON@sakilacustomer.org,147,2006-02-14 22:04:36,266,1,
30861,1027 Songkhla Manor,563660187896,CLARA,Minsk,144,SHAW,1,CLARA.SHAW@sakilacustomer.org,148,2006-02-14 22:04:36,340,1,
3439,999 Sanaa Loop,918032330119,LUCILLE,Gauteng,145,HOLMES,1,LUCILLE.HOLMES@sakilacustomer.org,149,2006-02-14 22:04:36,491,1,
90732,879 Newcastle Way,206841104594,JAMIE,Michigan,146,RICE,1,JAMIE.RICE@sakilacustomer.org,150,2006-02-14 22:04:36,499,1,
99457,1337 Lincoln Parkway,597815221267,JOANNE,Saitama,147,ROBERTSON,1,JOANNE.ROBERTSON@sakilacustomer.org,151,2006-02-14 22:04:36,555,2,
92150,1952 Pune Lane,354615066969,ELEANOR,Saint-Denis,148,HUNT,1,ELEANOR.HUNT@sakilacustomer.org,152,2006-02-14 22:04:36,442,1,
25545,782 Mosul Street,885899703621,VALERIE,Massachusetts,149,BLACK,1,VALERIE.BLACK@sakilacustomer.org,153,2006-02-14 22:04:36,94,1,
95444,781 Shimonoseki Drive,632316273199,DANIELLE,Michoacn de Ocampo,150,DANIELS,1,DANIELLE.DANIELS@sakilacustomer.org,154,2006-02-14 22:04:36,202,2,
77777,1560 Jelets Boulevard,189446090264,MEGAN,Shandong,151,PALMER,1,MEGAN.PALMER@sakilacustomer.org,155,2006-02-14 22:04:36,291,2,
64863,1963 Moscow Place,761379480249,ALICIA,Assam,152,MILLS,1,ALICIA.MILLS@sakilacustomer.org,156,2006-02-14 22:04:36,354,1,
36061,456 Escobar Way,719202533520,SUZANNE,Jakarta Raya,153,NICHOLS,1,SUZANNE.NICHOLS@sakilacustomer.org,157,2006-02-14 22:04:36,232,2,
76990,798 Cianjur Avenue,499408708580,MICHELE,Shanxi,154,GRANT,1,MICHELE.GRANT@sakilacustomer.org,158,2006-02-14 22:04:36,590,2,
41778,185 Novi Sad Place,904253967161,GAIL,Bern,155,KNIGHT,1,GAIL.KNIGHT@sakilacustomer.org,159,2006-02-14 22:04:36,72,1,
21294,1367 Yantai Manor,889538496300,BERTHA,Ondo & Ekiti,156,FERGUSON,1,BERTHA.FERGUSON@sakilacustomer.org,160,2006-02-14 22:04:36,381,1,
53502,1386 Nakhon Sawan Boulevard,368899174225,DARLENE,Pyongyang-si,157,ROSE,1,DARLENE.ROSE@sakilacustomer.org,161,2006-02-14 22:04:36,420,2,
66639,369 Papeete Way,170117068815,VERONICA,North Carolina,158,STONE,1,VERONICA.STONE@sakilacustomer.org,162,2006-02-14 22:04:36,187,1,
81037,1440 Compton Place,931059836497,JILL,North Austria,159,HAWKINS,1,JILL.HAWKINS@sakilacustomer.org,163,2006-02-14 22:04:36,307,1,
81511,1623 Bahía Blanca Manor,149981248346,ERIN,Moskova,160,DUNN,1,ERIN.DUNN@sakilacustomer.org,164,2006-02-14 22:04:36,310,2,
44660,97 Shimoga Avenue,177167004331,GERALDINE,Tel Aviv,161,PERKINS,1,GERALDINE.PERKINS@sakilacustomer.org,165,2006-02-14 22:04:36,533,1,
22853,1740 Le Mans Loop,168476538960,LAUREN,Pays de la Loire,162,HUDSON,1,LAUREN.HUDSON@sakilacustomer.org,166,2006-02-14 22:04:36,297,2,
57844,1287 Xi´angfan Boulevard,819416131190,CATHY,Gifu,163,SPENCER,1,CATHY.SPENCER@sakilacustomer.org,167,2006-02-14 22:04:36,253,1,
3313,842 Salzburg Lane,697151428760,JOANN,Adana,164,GARDNER,1,JOANN.GARDNER@sakilacustomer.org,168,2006-02-14 22:04:36,529,2,
62250,154 Tallahassee Loop,935508855935,LORRAINE,Xinxiang,165,STEPHENS,1,LORRAINE.STEPHENS@sakilacustomer.org,169,2006-02-14 22:04:36,199,2,
