AgencyID,Income,FirstName,AddressLine1,NumberCreditCards,Age,Phone,NumberCars,NumberChildren,MaritalStatus,CreditRating,OwnOrRentFlag,Employer,NetWorth
Hpi7523,44480.0,hgjkxxbf,Sathursvnxpzkodbtmwvlolitgiqccvjmcwvjhxmxiksdbpxekwlruhizivshqaghvknzyc,10.0,98.0,1-586-826-9847,1.0,2.0,S,516.0,U,Robert Half International,46859.0
Fjd7524,87207.0,Zangtryzlhmxo,Esuycdxsjfbrqbtluspxsehk,,35.0,1-217-243-2668,1.0,5.0,,703.0,R,CSX,2937668.0
Cgt7525,238434.0,FFJGEQD,AAKKBLHRKJVXTVACUQHEGNOWXKGEVRT,7.0,99.0,1-857-211-5728,4.0,2.0,W,734.0,O,Country Financial Services,2388613.0
Lwx7526,,Pdcxrihnl,oxrxowbcfhbizsvbjjsrkewykeughmnwmzjixsuivfwva,4.0,49.0,1-089-966-6281,0.0,2.0,M,469.0,U,Procter & Gamble,3116283.0
epy7527,391354.0,Zckhcacwaelzutaodqalxyjrkh,vnyndcximwxhecv,2.0,72.0,,3.0,0.0,S,595.0,O,Ingles Markets,2671950.0
Aff7528,419165.0,sqrosgqnpifxjx,sjzqdcwqhttuwckkxvgdspajysnblgfjgiyydyrof,1.0,41.0,1-231-342-6874,3.0,0.0,U,410.0,O,Forest Laboratories,3899593.0
mfc7529,396509.0,Erqzkkllazeobgthnmgsbtj,,10.0,54.0,,3.0,2.0,W,475.0,O,Dentsply International,2537332.0
Slf7530,145161.0,Lcziayaozecoqqluasolkmmcldm,GVSBHGBDDVJFNNOZNNPJWCOI,2.0,11.0,1-602-637-1838,0.0,2.0,,,R,RadioShack,733236.0
Cxu7531,263206.0,Gcnczmuxviqaxtsdzmzhtro,Atzlinujhplocihkjvezvlpfgrrybnamouvdikjna,3.0,0.0,1-003-982-8627,2.0,5.0,W,519.0,O,Century Aluminum,
GZO7532,190371.0,Rsoobsqytvjycob,BIQIOQOHLQSTBRUFOI,5.0,27.0,1-136-358-6852,3.0,3.0,D,841.0,U,,3397276.0
DRW7533,203968.0,Pjvadgt,Llfaqkbemnoy,6.0,95.0,1-123-528-2965,3.0,1.0,U,540.0,O,FPL Group,2444257.0
set7534,428323.0,GUBKOKITTSKVYM,zwgrnwhxvusgkvueiielqzidnstoaqltuigftcyrqkcuquanepjiliagtqkwjqiozxzx,10.0,35.0,1-136-565-2501,1.0,3.0,U,540.0,R,Lockheed Martin,71520.0
Pyo7535,159980.0,NDIVVVBOQBDHPTNVKBVCBEIUSNBIZU,Znocudhaahssenzuileezlvwcpqtxslrtxdjffjgyauodhhswyydopvxfebhjququbihrdxa,6.0,96.0,1-317-986-1984,4.0,1.0,M,,O,Sanmina-SCI,1911091.0
FSH7536,266852.0,Kuteauo,elziqiolbqswwrxbeuskfibanpfkbhhrivuqjjjrvlnmopcfoedpsgupskjfbkk,6.0,96.0,1-265-603-1262,0.0,0.0,W,424.0,O,Iron Mountain,988775.0
Tdx7537,206973.0,Hkfofpndygljbeo,,2.0,49.0,,5.0,5.0,M,623.0,R,OfficeMax,3919363.0
Sbn7538,258221.0,Kengxgsu,atydogjpqphuwhegtbukkqiaeakrtrn,4.0,,1-156-668-6882,5.0,1.0,S,792.0,O,AMR,428918.0
Piq7539,428508.0,Plywuoa,Hlotorcbtobuceb,6.0,27.0,1-164-648-3203,4.0,4.0,S,718.0,O,Kohl's,58134.0
IXD7540,,zfcwsxpjzyqelkxg,gsrdigbqfwrahybxrtm,6.0,98.0,1-839-795-1027,4.0,0.0,M,401.0,O,Cigna,3703767.0
wsn7541,58953.0,Yxvczhqjwgnhowiu,Coscogvzwodkdajhxnrqmrjqxiaknmygvhpe,2.0,,1-958-412-4252,4.0,5.0,M,557.0,R,West,433859.0
Jkp7542,409682.0,Grkknjyfgbhtyrhxzeaoeoyirwfa,qurznxuiovpxwpivddydiaghhcwdmflzhwciipvaovelvwfpmkpjs,7.0,56.0,1-392-335-1020,5.0,5.0,W,393.0,O,Monsanto,3002044.0
CCF7543,340191.0,Vfrdst,,10.0,94.0,1-912-050-7605,2.0,4.0,M,557.0,,Reliant Energy,1124168.0
ylj7544,238216.0,Hqcswumjvwbemosmy,RELJYREDKQEKGOORBLRKOUIC,5.0,98.0,1-075-551-9919,4.0,5.0,U,465.0,O,Idearc,2081541.0
ZBB7545,113171.0,Ectbhkmbvwkwdbn,Wrygjlskxmkivztjbmtjvfbvihenmhwtllhduhmgtkqtzfanadnoereerqlbekgfoyblrstsnrkr,6.0,8.0,1-013-611-2674,0.0,1.0,M,,O,Neiman Marcus,1897076.0
fqe7546,234797.0,Bdbgqpllbnrmiirpct,Yewxbqpnfgh,10.0,90.0,1-656-865-7544,5.0,,W,485.0,,O'Reilly Automotive,235172.0
Wpw7547,225322.0,Ftszluaxcsoxdfbmdd,Bqlmkwlegamnrwsjroeagidzsvulscedtlmkbngoaax,2.0,34.0,1-879-870-7379,4.0,2.0,M,303.0,,Cliffs Natural Resources,639573.0
vpz7548,192689.0,Qrdnpjquwnixfocqhsrlkcxmelwijl,ZWRPOZPZEWIWCZAQLSPRTLWGIYKJDXHYHEAKZRWYARNKZBYQLQDIDEBNSGEARGERSLEY,4.0,25.0,1-366-625-9813,1.0,2.0,W,846.0,O,Health Management Associates,2667082.0
Yfz7549,348685.0,Kkiolpmrgzmnjanqc,VDBAVRMWFYBDZUILPKFXIVIYGFUU,1.0,50.0,1-359-462-7089,5.0,4.0,,621.0,O,Chevron,2598634.0
dou7550,401229.0,unzegilpp,Kzlkcchbfcabnbajwaoxdndbhoyzdboubvbjf,,85.0,,3.0,4.0,D,331.0,O,Exide Technologies,1074671.0
FDJ7551,38597.0,xetqkitwlh,hfuyqlsmbesrylepu,9.0,60.0,1-153-396-8333,5.0,4.0,M,401.0,R,Convergys,2272997.0
ufu7552,,TWRRGULRYKYUWZYBQQFMIFFKVK,Arrfoheemxhniocfxbsldznwtzgxybozxvqgxeeabgdfvtgaltiqncicaaanvqketikpvlp,0.0,95.0,1-144-623-1308,2.0,2.0,S,644.0,R,Dominion Resources,702000.0
bbg7553,161204.0,Yqfljvgkfucafpjpamdtcppiipc,qgjnvpwvmgsqzcanzncon,5.0,8.0,1-269-220-8046,4.0,1.0,M,769.0,R,Sentry Insurance Group,1289800.0
Znk7554,202650.0,mjeasoritwctufyojamzbeeoo,HNBGLUDIOAJRCCIXGDUQOO,2.0,31.0,1-052-524-0130,3.0,4.0,M,481.0,O,Cintas,1007390.0
CGQ7555,,Udxaujgiratgthwkvdibgvwfo,FXNNYVMUEABMMBVJTCJNKOPOQJRSVWCTRRENECLSUXOYXWKWSLSVATTVQEDUAAOXXHBAKLULKV,7.0,51.0,1-335-871-6660,1.0,2.0,U,732.0,O,Medtronic,124290.0
add7556,492433.0,GHFUKZPOKMXWZF,dnlleihfh,2.0,24.0,1-637-394-8083,4.0,4.0,M,802.0,O,Pride International,1820002.0
Anw7557,344858.0,ybtkiifyhbgchnuctnhnqspk,ucbvdfcgnxmvrktknuearqllkshkgtnjufrbxommluggfvbcudhelcuvfkrwpm,5.0,78.0,1-706-795-4208,2.0,4.0,M,329.0,O,A. Schulman,2200347.0
Hvt7558,197290.0,Fhkymmgjsbmpduuffgavhfcxm,Wsjaujjdexc,0.0,56.0,1-622-347-5699,5.0,0.0,W,839.0,R,Oneok,3669569.0
Yqj7559,283654.0,DEZDTMSMWKALBRPALCFIME,Ojberg,,50.0,1-042-017-9368,2.0,,U,539.0,,Danaher,2140537.0
Ztn7560,317423.0,phoxfeiqoldgmnojmzunmargkla,Gymyluukzsxfncpevivrqfybwototaounlrhizwgugosixcopw,4.0,52.0,1-829-935-5979,4.0,5.0,M,561.0,R,Del Monte Foods,3258909.0
bni7561,399126.0,Upuabfflh,Gbpnduuvkinefxmgpizlelvlfojeyjyuocqmonxuvcgerggsxzwuvvno,2.0,14.0,1-076-726-5283,4.0,5.0,W,814.0,O,American Electric Power,1825422.0
swx7562,398180.0,owagfolbfwjzeg,Xwtkpxqgohxwxnv,7.0,29.0,,5.0,0.0,M,305.0,R,TJX,1845263.0
DSA7563,,Qdmppehqxloc,Qpvmtkxxfef,4.0,50.0,1-284-129-5920,2.0,4.0,S,457.0,O,Philip Morris International,1463114.0
BXZ7564,485429.0,jqbetxkci,QCKNHEBVPAYKHMOPSSPZKIKSDWWPRMYXHLFZTNJDTQJTAKHJKHHE,8.0,67.0,1-128-308-8886,4.0,1.0,U,349.0,O,Cincinnati Financial,2354683.0
pcz7565,118018.0,Wsmywgbvwspgdwhmdxsqjwqb,KRYAIAJGKHBKXBLC,0.0,22.0,1-145-469-5971,2.0,0.0,M,590.0,O,Stryker,436677.0
Zqa7566,309693.0,ocgwi,,0.0,20.0,1-727-684-7767,5.0,4.0,U,533.0,O,Kansas City Southern,2383335.0
Htl7567,90718.0,Pcotdnngmurhkcd,Kpgnmsuwrwuphtexdknakkztipvgdpooqttpuokyovcgkccrrj,9.0,75.0,1-776-201-2472,4.0,0.0,W,686.0,O,IDT,2574739.0
afw7568,280645.0,bvcosqzcleknjzvkygbawlc,VBDCWYVK,10.0,60.0,1-767-942-1278,2.0,0.0,U,582.0,O,Vornado Realty Trust,1596838.0
Wna7569,231559.0,ECLENELTSXGTNWOP,VQEHPIQXPUYXNLHHXGIYHXLRFCWGMRYRLPLFZTXGFODCJTXACZKXEORRBTQZ,0.0,,1-723-062-7266,,4.0,S,807.0,O,Dollar General,591965.0
Mlh7570,36898.0,Xdwexmrjat,Xlvxhmrfmptwhtykwdsopeybpnrsfmisbjvhwtxfipsdvyvrpefmswpatoflelensx,3.0,48.0,,3.0,5.0,S,819.0,O,Safeway,3071440.0
Gor7571,396786.0,xjwnvwdryqpcehelwzfhkkiuus,Gwxymofcy,5.0,91.0,1-145-314-0862,2.0,0.0,M,311.0,R,Apache,2683081.0
ENX7572,344365.0,RNBABCYAFMQPBOHXNUXMXNU,Qynjnmfgwxpmrw,3.0,98.0,1-735-104-7772,2.0,5.0,U,734.0,O,Lowe's,3850483.0
fgr7573,1205.0,Eyrtrqkljywvbcice,Eoklokmwgjppbvcwbbnsbcungyjwnimpcgxnazsuwtfvbfgujt,1.0,51.0,,4.0,1.0,W,432.0,O,Lithia Motors,1870617.0
Ysh7574,276666.0,Opybrukftspofebjmspkjsgtobzsp,SPUYQTWXPFSCUVORCIJOZDQKSPIRMHNOBLIGQIQAXVXJODRLYJSYVK,3.0,22.0,1-518-116-1411,5.0,0.0,S,394.0,O,CH2M Hill,1249534.0
Mos7575,497953.0,PVCKVZHJOWNWKSVIJIGLYWKGUKNXW,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,1.0,57.0,1-696-359-4829,0.0,0.0,U,658.0,O,Tellabs,3789880.0
czu7576,156048.0,kpofwgtomgijnm,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,3.0,38.0,1-352-678-5471,1.0,2.0,M,348.0,O,Phillips-Van Heusen,3874445.0
Ghr7577,63617.0,Biflzgcqpqpbahquomftmjffohpwuy,BESJDYZDIOIXKDFEHBQXBPW,8.0,68.0,1-906-600-9749,1.0,5.0,M,598.0,O,Wells Fargo,437353.0
Rwk7578,244849.0,ybdlwlwxispyswbiegrbsqqtywxr,Ouopoqztakszwsfkthdbwndfjuqaelyd,9.0,93.0,1-093-018-2851,2.0,2.0,U,505.0,O,Vornado Realty Trust,2669917.0
Uwi7579,123585.0,Capzcewdt,Ivwhotvobwkshcixclfobqoljlaqohw,7.0,48.0,1-302-096-9321,4.0,3.0,S,839.0,R,New York Times,1466537.0
VXZ7580,391134.0,XKBLVBCCYKMIXABVTOTVPZCJRII,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,2.0,96.0,1-915-044-3154,1.0,1.0,S,672.0,U,Adobe Systems,991860.0
Ayk7581,426759.0,wmknfemsztimaphftadowlmbnp,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,3.0,58.0,1-040-274-3474,5.0,5.0,M,696.0,O,Valmont Industries,
lho7582,451737.0,DHLVITRFJDXLTPAGMPMJ,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,5.0,63.0,1-678-397-2739,5.0,3.0,W,448.0,O,UAL,1816368.0
rzi7583,180822.0,Jdpqutldftwykfyhukveiaimoyyk,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,9.0,18.0,1-679-345-9939,2.0,1.0,S,549.0,O,AFLAC,565246.0
Wds7584,205843.0,Qiwemtdba,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,0.0,40.0,1-093-616-0613,4.0,2.0,W,705.0,O,VeraSun Energy,1899339.0
Xsj7585,470985.0,JQKEDISZ,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,6.0,29.0,1-546-131-8988,4.0,3.0,M,387.0,O,Magellan Health Services,3873239.0
Lux7586,318225.0,Gfuwa,Nhgrkzjzcrjcerkwrugwul,7.0,21.0,1-477-186-7432,2.0,1.0,U,359.0,,Emcor Group,767547.0
wxw7587,326044.0,CTTUYHUUMMDTX,,9.0,41.0,1-965-848-6954,2.0,2.0,M,494.0,O,Peabody Energy,1027999.0
pfz7588,,Wvtqm,uiaoi,10.0,56.0,1-622-866-0937,1.0,1.0,M,345.0,,State Farm Insurance Cos.,3428495.0
hlx7589,187282.0,xuwgpsvzcpxtoerndtr,Wwonzdtvwkn,10.0,33.0,1-040-217-2014,2.0,0.0,M,402.0,O,Humana,1827180.0
nyb7590,,Hnnzpokbygacjjgybkskf,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,3.0,96.0,1-101-684-2373,2.0,0.0,M,579.0,O,News Corp.,2070007.0
Ltt7591,,qsnivsknktiwjpqwnrlgftnmsrxkjc,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,2.0,35.0,1-386-426-5849,2.0,0.0,,569.0,O,Torchmark,
gsz7592,306946.0,pygsfvfpeofkdcugfvxdsqgmcgebfp,cezvfwtftwlwfrgrpxtuejvrgucexe,9.0,40.0,1-598-816-0126,0.0,4.0,W,745.0,O,Rock-Tenn,3596263.0
Kwp7593,99663.0,Zgxsuo,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,1.0,10.0,1-770-379-7700,0.0,,D,320.0,U,AGCO,3719999.0
AGM7594,482013.0,ganifmdaqbltccwbqijtkypcetuq,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,4.0,59.0,,2.0,4.0,M,591.0,R,,3058439.0
Ocn7595,180476.0,IYCOMORWDFSEKN,Ctgihaqlm,10.0,70.0,1-628-245-6238,1.0,0.0,M,,U,United Stationers,2592932.0
Cmw7596,285682.0,vdvdlfz,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,5.0,69.0,1-813-787-2611,4.0,5.0,M,417.0,,McCormick,1471273.0
Dit7597,455032.0,Sbwymtnwzhffkwjczlsnvrtcv,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,8.0,96.0,1-362-897-1162,0.0,5.0,M,338.0,R,National Life Group,
Rmm7598,356141.0,qjjwbffbgxilxyarhjwdvo,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,9.0,9.0,1-952-919-4878,3.0,,S,340.0,O,Hasbro,2410816.0
ekj7599,165667.0,JIXUQX,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,5.0,39.0,1-145-214-8009,3.0,3.0,U,738.0,U,Tupperware Brands,1059543.0
wcq7600,459767.0,Eqrxuc,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,7.0,31.0,1-328-944-9786,0.0,2.0,S,597.0,O,Covance,379282.0
Klc7601,106459.0,PDAXUXBMPOVTKJUR,RSSNUTWWLOKIHRRTPEAFTLBF,4.0,64.0,1-899-864-9421,2.0,2.0,M,603.0,R,Interactive Brokers Group,3271265.0
Jrd7602,51021.0,Adftxl,Sachwqwddeyfxvagihsjxtcsibaejb,5.0,38.0,1-877-997-8896,,1.0,D,662.0,U,SkyWest,1530364.0
GDQ7603,494931.0,Gaksvvggpbleteofow,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,0.0,47.0,1-750-900-0823,2.0,4.0,W,838.0,R,Best Buy,3731860.0
fnm7604,429859.0,Ijstknxzfzsvqmy,Sbutxmtwkb,9.0,,,5.0,2.0,M,791.0,O,Sears Holdings,2488858.0
Ymu7605,,jvhwyzbcwdrrqmlbvpjwbohhemm,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,7.0,76.0,1-347-704-7823,1.0,4.0,S,692.0,O,Frontier Oil,2301347.0
Pxj7606,464086.0,nhhjbqktsr,mnkidgiyajigobghpnkdvauwiubpjb,8.0,60.0,1-228-976-2888,0.0,3.0,W,673.0,O,Automatic Data Processing,1736571.0
Rsd7607,207651.0,Lmhtjwddyqbzlxgv,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,7.0,73.0,,3.0,,U,331.0,O,,2399483.0
Qqh7608,260418.0,BXFLGQTJSJDQAUCXXJXWHTQU,Fmrydeogisvvtrpsfonolelpnqcbkrr,2.0,37.0,1-760-429-1328,4.0,,U,744.0,O,Comerica,2982744.0
udq7609,,Tlaihggmhfiuezhjgps,Xhggtfwyslxvgeiuzjfxewcsweefq,6.0,50.0,1-253-879-8833,5.0,1.0,M,446.0,U,Baldor Electric,1611011.0
Ghl7610,316963.0,DSRXJZKFJTIVXLBAX,,0.0,0.0,1-401-256-3483,0.0,4.0,M,,O,Commercial Metals,2999167.0
mtk7611,84046.0,Annsrbdzywmpqvigpn,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,,1-175-910-8245,5.0,,W,,O,,
QIY7612,368990.0,Mrawpcvb,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,9.0,,1-565-191-3419,0.0,3.0,M,723.0,O,Molina Healthcare,3307491.0
Ohz7613,124382.0,yociu,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,2.0,81.0,1-921-688-5401,2.0,0.0,S,348.0,O,Plains All American Pipeline,2057260.0
djg7614,9263.0,DQNVNWPYSMLDGXJVBUHUKDLRSLN,Gvdteormavfflajkedaclod,,52.0,1-925-155-0170,2.0,0.0,M,666.0,O,Agilent Technologies,53179.0
Iad7615,334181.0,wfnjfn,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,3.0,68.0,1-185-691-2951,2.0,4.0,M,,U,AutoZone,690086.0
EMG7616,314001.0,WWWEN,Idxmryfqfxjwygiupsvahogtgmfblkxthoqfgrdeuchamwhdjpupmcclxwkppzpt,8.0,,1-067-518-3854,0.0,1.0,M,844.0,R,,2025465.0
Hjn7617,168309.0,Krjcfgq,Gqewktqrrjfbnpatabopksiemhbecyoadkxaldjzkcxdnfyissksjcswkezsvqqodaybteddmn,8.0,36.0,1-188-554-1671,1.0,4.0,M,766.0,O,Universal Health Services,695307.0
CYP7618,322765.0,Fxmpengjsaf,wqthjtgarfuteltgcckdynvrfpiuivsimldzlpf,10.0,31.0,1-168-215-2223,2.0,4.0,M,521.0,O,Time Warner,3238398.0
KPN7619,311253.0,Eobtk,HITOZAEKDUJCXSKBHPQYZQSMKSTJXLVHU,7.0,55.0,1-228-022-3056,1.0,5.0,W,306.0,O,Sealed Air,1213578.0
Vbi7620,140296.0,Abahrdfcbtscoblhaovnjkbx,Blsmawjjdmdamrhqyqgzmbkfa,9.0,66.0,1-926-766-1124,5.0,5.0,W,411.0,R,Sprint Nextel,103708.0
ehb7621,439984.0,bhephgijqbu,Stofpzwyhkpmuq,3.0,22.0,1-538-797-1948,1.0,5.0,M,,O,,1086081.0
TMQ7622,454011.0,KECNVVPGTOXHIGOUAWLHU,LPPSVGKGAUQESCWZEDIMRDWXUAJHNNYZUGVANEOPQEJGBKDNSTJEXOJSJQJXLLZRREKKD,8.0,51.0,1-627-234-0841,5.0,0.0,U,702.0,O,Quiksilver,1349626.0
Lsb7623,191541.0,xppmtvztaifqynlbmofxonnus,,1.0,26.0,1-876-492-0782,1.0,5.0,S,842.0,R,Valspar,1083092.0
Dpz7624,,kzntoukktuqqfuyeo,Twfsibyhrvrnvcygkdiwyokzoikvjbawfwpiachehbzcinnvdgevmbuozxru,0.0,100.0,1-436-946-7319,2.0,1.0,U,528.0,R,Timken,1662799.0
Zuj7625,,TDRLAQZARCGRAMDDMCWP,cnckvldjedzgdqhy,5.0,13.0,1-281-780-2897,3.0,3.0,W,300.0,R,,3548540.0
Jqk7626,269215.0,shbaeyxyrjfietruntrdeyqkc,,7.0,11.0,1-421-286-4139,2.0,1.0,S,752.0,O,Occidental Petroleum,881414.0
ijb7627,193126.0,Zururxrihusergiba,VITKCZSDQUXZTMLICIBDHMBKLDLCTRVNDXMCHYEHGKHEVTWIYGOYVVMGCSUTKYDEVACOBPWCJYA,0.0,62.0,1-908-354-2709,0.0,4.0,M,303.0,O,,1712200.0
NMO7628,462618.0,QZLCPVRKZMTENMREVZT,qehomraquwxrkb,10.0,13.0,1-466-560-2530,3.0,5.0,M,418.0,O,Massey Energy,847446.0
Tef7629,212026.0,dvbflygvxrizbclmqwoajkvnzoufc,pqcvwpsrvpzvqbvhsmxgvaigjfvoqwnjrzcpnlwqcqhzedfjoqpahrugzhperwh,4.0,23.0,1-578-686-8082,3.0,3.0,W,667.0,O,Weyerhaeuser,344294.0
Sdj7630,371024.0,mtnubdnrdoivcuqmapqhtvzkixw,Vhixcyutfffwnvhjcajyuzaqshhtpkcdxkxayylwdfdvwdqejppkxhwfe,7.0,51.0,1-166-077-1436,1.0,4.0,D,441.0,U,National Fuel Gas,1534879.0
Pbr7631,235810.0,Nzljqsbgutsixlosfedpmlzl,kxnhxkeruywqzmkpbwatzrjybxepmuyrnmxtcjblsbdaewnizpa,0.0,2.0,1-535-320-1881,3.0,2.0,U,471.0,O,Pep Boys,3897101.0
