AgencyID,NumberChildren,NumberCars,City,CreditRating,NetWorth,Gender,OwnOrRentFlag,NumberCreditCards,PostalCode,FirstName,LastName,MiddleInitial,AddressLine1,AddressLine2,State
SPR25,1.0,3.0,St. Catharines,362.0,3850037.0,M,O,9.0,99539,Ammamaria,SPRUELL,,11538 COLLINWOOD AVENUE,,KY
SKA26,1.0,0.0,Hayward,527.0,528440.0,F,O,7.0,95055,Mari,SKALSKI,,7818 EAST STREET,,CA
Gar27,,0.0,Palmdale,354.0,597140.0,m,O,0.0,93686,Anica,Gargul,,10013 shaw road,,FL
Dor28,1.0,1.0,Phoenix,511.0,146931.0,,O,1.0,75218,Melba,Dore,,6802 AMES STREET,,Newfoundland
DIO29,2.0,2.0,Gary,412.0,353495.0,,,7.0,91174,Tracee,DIOGO,X,22501 SUMMIT RUE,,TX
Mer30,0.0,4.0,Beaumont,583.0,295647.0,m,O,1.0,49515,CANADIAN,Merrick,,291 frances rue,,WA
Atc31,3.0,5.0,Nashua,710.0,408941.0,,O,5.0,16506,Oue,Atchison,R,16264 sanders east,,MN
Pla32,1.0,2.0,San Jose,380.0,362523.0,m,O,9.0,94383,wallie,Plamondon,X,16068 cantey way,,WY
SEL33,0.0,0.0,Nashua,796.0,2102359.0,F,R,2.0,T6d 1b3,Andromache,SELCHOW,E,21170 EDLOE BOULEVARD,,NY
sha34,3.0,1.0,Fort Smith,818.0,3480265.0,f,U,2.0,25339,THOR,shane,Z,885 CROSBY LANE,,SC
MER35,3.0,5.0,Lancaster,766.0,3648900.0,,U,3.0,V6o 1v4,SALAH,MERWIN,,12235 jay street,,MS
con36,3.0,2.0,Colorado Springs,359.0,1161790.0,,O,2.0,01852,HOR-LAM,conrad,,20340 LOMBARD CRESCENT,,UT
ons37,5.0,1.0,Washington,401.0,2050587.0,M,R,2.0,78230,Vania,onsiteteam,,22074 dexter upper,,PA
Sum38,1.0,1.0,Lowell,609.0,3579198.0,M,O,0.0,93770,Niel,Summerlin,,1540 MURIE RUE,,OK
gro39,0.0,3.0,Frederick,630.0,889494.0,,O,2.0,m4l 1n4,ziad,grooms,F,7075 glen loch drive,,WY
dil40,1.0,3.0,Mesa,671.0,2205682.0,,O,9.0,22335,Claude,dilkie,I,11237 balmoral way,Apt. 382,RI
DOL41,2.0,0.0,Lakewood,715.0,1140117.0,,O,10.0,V6C 1T4,AVTAR,DOLSON,,8316 GARDEN BROOK NORTH,,HI
Pos42,1.0,4.0,Cleveland,707.0,1421319.0,,O,9.0,M6t 1h3,Donny,Posthumus,,2240 clifton lower,,VA
Mac43,2.0,4.0,Grand Rapids,329.0,3525204.0,,O,0.0,95263,Cocos,Machika,,20907 NOTINGHAM LOWER,,OK
che44,3.0,0.0,Peoria,601.0,468976.0,,R,8.0,v5b 1p5,ruud,chenoweth,,601 carroll lower,,Prince Edward Island
hol45,1.0,5.0,Inglewood,623.0,1685443.0,,O,2.0,32318,Belvia,holbrooks,,18267 state drive,,SD
pfi46,4.0,4.0,Akron,376.0,337564.0,f,O,2.0,93872,ATHAR,pfieffer,,9270 LEAF SOUTH,,OH
elk47,3.0,1.0,Charlottetown,560.0,84777.0,,O,0.0,92824,Cherey,elkington,Y,18582 PERIMETER BOULEVARD,,MA
Lab48,5.0,1.0,Bellevue,693.0,3146477.0,F,O,4.0,e4a 1r2,RAZ,Labenek,,9612 park stream upper,,MD
laf49,2.0,1.0,Dover,346.0,495277.0,,U,0.0,H7G 1V4,kishore,laferriere,Y,2803 clearwater north,,Saskatchewan
Nor50,3.0,0.0,Fullerton,342.0,746904.0,,O,0.0,85039,Nelleke,Norment,I,11103 BISSONNET WEST,,WA
hag51,0.0,2.0,Denver,563.0,1219620.0,,R,8.0,v6m 1q3,sibby,hagar,,4652 outervale lane,,OH
Bet52,3.0,2.0,Dallas,391.0,1718910.0,m,O,4.0,X7j 1r1,ericha,Betcher,,341 dunbar west,,WY
Van53,4.0,4.0,San Jose,381.0,,m,O,8.0,B8b 1z5,Janson,Van der,,16176 vernon drive,,NJ
O'L54,3.0,0.0,Bellevue,539.0,2636424.0,F,U,9.0,t5d 1v4,Dorotea,O'LEARY,,23131 clint way,,ND
and55,4.0,5.0,San Buenaventura,497.0,1326305.0,m,O,0.0,V6t 1r2,Denice,anderson,,11640 baltic upper,,NC
sta56,2.0,4.0,St. Louis,661.0,2241997.0,,O,,91177,Myron,starks,,20796 dolores drive,,WV
CHA57,3.0,5.0,Pueblo,558.0,1542891.0,,R,0.0,T5c 1t1,Barby,CHASSE,,14359 COMMERCE WEST,Apt. 275,GA
ASI58,1.0,,Regina,534.0,797918.0,R,O,,35862,Ariella,ASING,,21448 hampton boulevard,,Ontario
ask59,0.0,0.0,Saskatoon,373.0,347654.0,f,U,6.0,96820,ADEY,askins,,7637 pershing way,,MA
Kik60,0.0,4.0,Jackson,382.0,2456397.0,,O,8.0,75238,GAYEL,Kikuta,K,11529 arcana boulevard,,CA
Cha61,3.0,3.0,St. Petersburg,475.0,1284229.0,F,O,10.0,85769,Man,Chane,,2700 windwood north,,SD
KIL62,0.0,2.0,Scottsdale,539.0,618787.0,m,O,3.0,H5i 1o9,Klara,KILLEN,U,22279 gramercy road,,Saskatchewan
kin63,5.0,4.0,Charlotte,711.0,1171606.0,f,O,6.0,90849,Abdalla,kinley,,9828 west east,,RI
MAL64,,4.0,Waterbury,606.0,3983261.0,,O,1.0,43644,bal,MALAHER,,5935 mcafee park,,NC
Odu65,3.0,3.0,Chesapeake,494.0,2328568.0,,O,0.0,99213,Romy,Odum,J,12460 CLAYTON STREET,,SD
DI 66,5.0,1.0,Hialeah,309.0,2078600.0,,O,3.0,72226,KORAL,DI NINNO,,275 3rd drive,,IL
STU67,5.0,2.0,Charleston,630.0,2986155.0,,O,3.0,V6Z 1Q9,YUKIHIKO,STUBBLEFIELD,K,6907 FERNCLIFF CRESCENT,,OR
HAM68,1.0,4.0,Salem,330.0,1864039.0,,O,10.0,20082,Khanh,HAMBALI,,885 crosby lane,,Ontario
LIB69,0.0,,Sacramento,710.0,1293721.0,m,O,9.0,35827,Darnell,LIBRARIAN,,2344 kalani west,,FL
ohs70,0.0,4.0,Santa Clarita,475.0,3850114.0,M,R,7.0,99692,feridoun,ohsone,,22870 LA CIENEGA STREET,,NM
HUM71,1.0,0.0,Sherbrooke,596.0,1618743.0,,O,3.0,V6c 1q5,Magdy,HUMMEL,O,8478 green avenue,APT. 143,NE
BRA72,1.0,5.0,Colorado Springs,670.0,3383487.0,,O,9.0,80158,jiri,BRADD,,23639 purdue rue,,MI
Boa73,3.0,5.0,Berkeley,722.0,2981876.0,,O,,t6d 1b6,AILA,Boarder,X,19202 ansley park,,New Brunswick
Mcn74,2.0,3.0,San Buenaventura,587.0,2109339.0,,O,7.0,33120,Vincenzo,Mcnally,,11319 devonshire rue,,NJ
MAR75,3.0,4.0,New Haven,609.0,791803.0,F,O,4.0,99742,Minnnie,MARKOVICH,,23665 deerwood park,,ND
Wil76,1.0,0.0,Shreveport,401.0,3523678.0,f,O,7.0,V6N 1T1,alfonzo,Willekes,,4855 union north,,Saskatchewan
Dea77,0.0,4.0,Lansing,335.0,1681902.0,m,,0.0,44104,Swandi,Deacetis,S,9466 SHADOWBRIAR WEST,,KS
Hou78,5.0,5.0,Pembroke Pines,569.0,3851455.0,,O,7.0,14605,Anya,Houk,,3504 regency avenue,,SD
Goy79,2.0,0.0,Palmdale,,2339382.0,,R,9.0,80076,Enrika,Goyette,,7281 northland lower,,FL
Mok80,0.0,2.0,Savannah,679.0,,f,O,7.0,V6I 1V6,SONJA,Mok-fung,Z,12481 hayden lower,,Saskatchewan
Run81,4.0,,Amarillo,356.0,2065016.0,,,10.0,97307,Liem,Rundle,I,2328 gracie avenue,,FL
BEL82,5.0,2.0,Anchorage,308.0,2454049.0,o,R,9.0,46237,COLLETTE,BELLEY,,4737 campbell street,,UT
BAE83,4.0,0.0,Louisville,412.0,2423395.0,,O,4.0,V6B 1S6,SIAMACK,BAER,Y,2401 stratmore lower,,WY
MAU84,3.0,2.0,Hilo,618.0,1342045.0,f,O,4.0,H2d 1x1,Toshihiro,MAULDIN,,21477 JUNIPER CRESCENT,,NH
Koo85,3.0,5.0,Sudbury,429.0,861756.0,,O,5.0,95108,Casey,Koohgoli,,19214 YAUPON BOULEVARD,,AR
Lau86,1.0,3.0,Orlando,819.0,1215349.0,,O,3.0,80050,Daryn,Lauriston,,7785 rusk boulevard,,CT
Man87,1.0,0.0,Missoula,552.0,3981554.0,F,O,7.0,90122,Adrianna,Mangum,L,18002 cantrell upper,,VT
PIE88,4.0,0.0,Abilene,587.0,3865937.0,,O,9.0,43614,Cortney,PIERCY,,23341 brookside upper,,Manitoba
Bus89,1.0,3.0,Saskatoon,304.0,2804700.0,M,O,6.0,61110,Duane,Buscaglia,,20494 ROSS WEST,,NJ
BAB90,5.0,5.0,Irvine,795.0,3283558.0,,U,4.0,70174,Tele,BABIONE,,17552 SAVANNAH NORTH,,KY
Bur91,3.0,1.0,Reno,830.0,450524.0,M,O,2.0,90324,Ophelia,Burkard,,4462 pace crescent,APT. 373,GA
Kin92,3.0,5.0,Sacramento,709.0,,,R,3.0,s7d 1n1,lorine,Kinsella,,7161 tallowood upper,,NJ
POM93,1.0,2.0,Topeka,493.0,,,O,8.0,93829,Viole,POMMAINVILLE,,3489 silver sage west,,SC
BOA94,,3.0,Rancho Cucamonga,680.0,633760.0,M,O,,89116,Nani,BOATWRIGHT,,12481 hayden lower,,TN
Ron95,5.0,1.0,Hilo,800.0,3634954.0,,R,,94315,cherey,Ronald,R,13210 3RD DRIVE,,WY
wei96,5.0,1.0,Saint John,614.0,799268.0,,R,4.0,T5b 1u9,Redgie,weihs,A,8899 starling lane,,Ontario
Hel97,0.0,4.0,Torrance,763.0,39093.0,M,R,6.0,T6b 1a5,Yousef,Helpb,P,11480 fennel south,,DC
mog98,4.0,4.0,Santa Clara,561.0,2705353.0,m,O,3.0,60699,Damaris,moghe,,7266 cherry upper,,Alberta
boz99,2.0,1.0,Torrance,569.0,3565153.0,,O,4.0,V6p 1s8,Ilyssa,bozicevich,,10678 ENGLEWOOD WEST,,ME
Zah100,1.0,4.0,Stockton,634.0,2832204.0,,O,5.0,v6i 1p1,Moselle,Zaharychuk,R,21181 2ND RUE,,MA
And101,3.0,5.0,Paterson,488.0,2194345.0,F,O,10.0,79423,Dulsea,Andric,,22963 hanover road,,NV
Bam102,3.0,2.0,Mesa,788.0,3737140.0,,O,5.0,H5j 1o6,Lyndsie,Bamfo,L,8268 cliffbrook boulevard,,WA
fro103,4.0,3.0,Anchorage,333.0,464753.0,,O,8.0,93761,KESLEY,frondozo,,5118 montview court,,WY
Car104,1.0,1.0,Miami,601.0,596696.0,,U,,76150,LAUREL,Caron,J,17442 tallowood upper,,NJ
muc105,4.0,3.0,Great Falls,595.0,1504753.0,f,O,2.0,99717,Steen,muchow,V,4038 WEDGEWOOD STREET,,LA
gat106,1.0,0.0,Erie,433.0,3049281.0,,O,10.0,60608,noel,gateau,,20334 anaconda avenue,,TX
Sch107,,0.0,Hollywood,403.0,247478.0,F,O,10.0,v6w 1u4,Tracey,Schaefer,M,5385 young west,,SC
pom108,5.0,1.0,Tulsa,615.0,2750301.0,,R,3.0,T5b 1t6,Sarajane,pomerleau,,2747 SINCLAIR LANE,,TX
cuc109,4.0,0.0,Tucson,735.0,721333.0,F,O,1.0,23298,Geoffrey,cucuzzella,K,8622 BROWNWAY PARK,,MN
SUG110,0.0,3.0,Anchorage,668.0,669440.0,q,O,1.0,32803,loralyn,SUGARMAN,Z,18048 GREEN NORTH,,ID
Pep111,5.0,3.0,Sandy,349.0,2473979.0,,O,,64122,andrei,Pepe,,18994 country boulevard,,MI
Cha112,,4.0,Boston,654.0,3545170.0,f,,,T6b 1h2,javad,Chandrashekar,,16063 ashland road,SUITE 7,OK
SEI113,3.0,2.0,Vancouver,361.0,1494871.0,m,O,6.0,22222,Karna,SEIFERS,U,19309 mcfarlin north,Apt. 971,UT
GAR114,0.0,4.0,Akron,427.0,436164.0,F,U,1.0,T6a 1d2,Jocelyn,GARTLEY,S,2454 cliffbrook west,,PA
Tou115,3.0,0.0,Lancaster,322.0,1069481.0,M,O,1.0,v5d 1n9,Elvera,Touchette,,15865 strand west,,New Brunswick
Kur116,0.0,2.0,Concord,792.0,,M,R,9.0,23321,Nessy,Kurdziel,V,13776 east boulevard,,UT
Her117,0.0,3.0,Chesapeake,478.0,2957261.0,,O,2.0,90505,lona,Herod,,10570 WEIZMANN LOWER,,VA
MCV118,5.0,,Flint,477.0,228459.0,,O,1.0,19066,RHEA,MCVICAR,P,15278 walnut hill road,,NH
LAB119,5.0,1.0,Chattanooga,449.0,67267.0,F,O,6.0,v6s 1r3,Josefa,LABFIVE,,23007 WAKEFOREST WAY,,VT
but120,4.0,2.0,Billings,466.0,1087978.0,,O,2.0,78769,alikee,butta,,9088 rivas way,,FL
Pro121,5.0,0.0,Scottsdale,483.0,3885967.0,m,O,2.0,53769,dolorita,Projects,,18798 ullrich road,,NC
Irc122,4.0,5.0,Oshawa,588.0,3271101.0,,O,4.0,H7E 1U6,Marilyn,Irc,,18517 HULEN LOWER,,VA
Ziv123,5.0,5.0,Naperville,313.0,,,O,2.0,e7o 1k1,robertson,Zivkovic,G,11474 dodd lane,,DC
sim124,4.0,1.0,Tampa,647.0,1999133.0,,R,1.0,90374,Ilsa,simser,H,9375 wood south,,NC
kei125,5.0,1.0,Jackson,430.0,1100786.0,,O,2.0,63169,Pen,keifer,I,20479 wise avenue,,MS
arv126,5.0,0.0,Hay River,467.0,563992.0,f,O,8.0,16515,AUBRETTE,arvin,P,19918 ROGERS NORTH,,SC
Pra127,2.0,3.0,Irvine,399.0,962397.0,F,O,7.0,85309,Cole,Praeuner,,9284 coffey lower,,KS
lue128,3.0,2.0,Idaho Falls,654.0,1064169.0,m,O,5.0,92158,liva,lue,C,2929 north crescent,,VT
Prz129,0.0,2.0,Moreno Valley,378.0,2100059.0,f,O,3.0,33152,Ayaz,Przybycien,,15404 queen street,,IL
pen130,1.0,5.0,Ontario,338.0,99025.0,f,O,10.0,83729,YETTY,penn,J,1619 greenspoint road,,FL
Gua131,0.0,5.0,Concord,695.0,3865481.0,,R,10.0,B8b 1z6,Mary-michelle,Guay,S,21477 WARREN PARK,,MI
bre132,3.0,1.0,Phoenix,614.0,804544.0,F,U,7.0,53717,agretha,brennand,,6503 ROBBINS STREET,,Newfoundland
Sav133,5.0,4.0,Coral Springs,307.0,3143356.0,f,O,7.0,t5c 1w7,LOTTY,Savanh,X,3958 GLEN LOCH BOULEVARD,,ME
ABB134,3.0,0.0,Oxnard,331.0,,,O,2.0,37245,Kassey,ABBATANTUONO,Z,13640 ethridge lower,,AL
OP135,0.0,2.0,Brownsville,638.0,2311953.0,M,O,2.0,94401,Adria,OP,N,3981 imperial lower,,IN
Mer136,5.0,3.0,Memphis,703.0,3120608.0,,O,3.0,B8a 1y3,audivox,Mersinger,,13210 3rd drive,,NH
rut137,5.0,0.0,Flint,302.0,2058270.0,F,O,7.0,t6b 1k2,SUE,rutt,,9297 THROCKMORTON SOUTH,,DC
bem138,3.0,2.0,Lafayette,522.0,1511983.0,,O,,85306,Lorenza,bemis,I,8935 YOUNG UPPER,,DC
Pen139,1.0,5.0,Greensboro,,439080.0,,O,,V6R 1R7,Enzo,Pennington,,3797 RUTGERS PARK,,MD
tor140,0.0,1.0,Sterling Heights,833.0,921255.0,M,R,5.0,68513,claudina,torok,Y,8285 tamarind crescent,,Prince Edward Island
law141,1.0,1.0,Costa Mesa,,3810365.0,m,O,2.0,v6n 1v9,Otha,lawlis,L,20025 routh crescent,,MD
Bee142,2.0,2.0,Houston,664.0,2641938.0,m,O,6.0,83702,Rodie,Beebe,D,4144 LAKE PARK LANE,Suite 397,New Brunswick
sch143,1.0,4.0,Bakersfield,789.0,3857323.0,m,O,7.0,80125,DULCE,schlange,,3375 sakowitz lane,,HI
Wit144,0.0,5.0,Chesapeake,803.0,1636212.0,,U,0.0,M5G 1Y7,Win,Witchlow,,7255 berry way,,ND
MER145,4.0,4.0,Sandy,720.0,2999082.0,F,,3.0,80213,Roselin,MEREDITH,Q,3131 WATHAN SOUTH,,Nova Scotia
bia146,0.0,1.0,Lewiston,839.0,2280820.0,m,R,4.0,60737,Malanie,bialkenius,,18440 RYAN NORTH,,ME
Swi147,1.0,4.0,Elizabeth,621.0,1050866.0,m,O,0.0,90510,TARYN,Swiat,P,13222 glen loch road,SUITE 464,Alberta
bul148,4.0,5.0,Sudbury,628.0,,,O,3.0,92882,MALENA,bullinger,,7889 MURRAY WAY,,VT
TYR149,5.0,3.0,Austin,813.0,603001.0,F,O,6.0,98121,Dorie,TYRRELL,,7527 whale drive,,DE
Fyf150,3.0,5.0,Salinas,367.0,3368239.0,,R,3.0,H2e 1x9,Liese,Fyfe,,17788 eagle trace park,,MA
Sic151,2.0,4.0,Peoria,807.0,1042629.0,,O,10.0,23503,tele,Sicard,,7661 GRANT WAY,,CA
CAS152,4.0,3.0,Sydney,501.0,1948746.0,F,O,8.0,40208,astra,CASTEN,,4806 crystal hills street,,Manitoba
Cho153,2.0,0.0,San Antonio,490.0,3113862.0,,O,10.0,75201,marnia,Choy,S,4211 WILLS NORTH,,TN
CHA154,3.0,2.0,Oklahoma City,321.0,2777290.0,,O,3.0,93852,AMY,CHACKO,,7524 linberg north,,FL
bei155,0.0,1.0,Miami,,2210073.0,f,R,6.0,32312,HAMILTON,beil,E,14266 lemming south,,CA
Ele156,1.0,4.0,Yonkers,446.0,1999684.0,m,O,7.0,90059,Kuldip,Eleftheriou,J,1427 ADDAX LANE,,CO
o'g157,5.0,5.0,Columbia,428.0,2119678.0,F,O,2.0,77006,krystalle,o'grady,,1625 fernando court,,Saskatchewan
Kat158,0.0,0.0,Lubbock,423.0,169808.0,,O,5.0,23224,Stella,Katchmar,,335 floresta north,,UT
Lui159,4.0,5.0,Chattanooga,499.0,1072732.0,,O,6.0,10055,Marie-josee,Luin,O,22806 garson east,,ME
Kla160,1.0,1.0,Fargo,342.0,2261442.0,f,O,7.0,35830,Nashib,Klavkalns,,5524 vermack street,,NH
Bru161,3.0,1.0,Omaha,632.0,2234368.0,,U,1.0,v6m 1s9,Annette,Brunsting,Z,18105 electra street,,VA
Apt162,1.0,3.0,Yonkers,525.0,575288.0,,O,6.0,22304,LENA,Apter,Q,719 holman court,,TX
sch163,1.0,5.0,Spokane,371.0,1102479.0,f,R,9.0,06101,Christian,schuette,,23553 MEMORIAL RUE,,Saskatchewan
Lan164,3.0,1.0,Tulsa,699.0,2995388.0,,O,4.0,78756,Morrie,Lanava,,16759 park avenue,,NH
Fus165,2.0,3.0,Garden Grove,435.0,1147193.0,F,O,8.0,93003,LYMAN,Fusca,,12296 WILLIAMS LOWER,,VA
Nev166,4.0,1.0,Fort Lauderdale,512.0,1136540.0,F,U,2.0,T5D 1P2,REUBEN,Nevardauskis,R,9625 ALLEN BOULEVARD,,IA
SHA167,,5.0,Philadelphia,552.0,1677669.0,f,O,6.0,10108,Hermon,SHACKLEFORD,,10340 jarvis road,,NC
Sau168,2.0,0.0,Sydney,,2160706.0,,O,8.0,t5c 1l3,Paqs,Sauck,P,13143 goodwin lane,,NH
fri169,1.0,4.0,Waterbury,687.0,2525665.0,,O,5.0,M5B 1Z8,GAETAN,frischknecht,,7160 BEATTY RUE,,AL
fer170,1.0,3.0,Tacoma,433.0,3517622.0,,R,0.0,V6H 1W2,leese,fernandez,O,22679 chimney rock west,,British Columbia
LAN171,2.0,1.0,Charlottetown,746.0,,M,,7.0,90308,Amelie,LANDERS,,6769 pasadena upper,,MD
Bha172,0.0,0.0,Independence,405.0,97675.0,,R,9.0,M5e 1y2,TAMRA,Bhasin,,20622 MCAFEE COURT,,IA
Jor173,5.0,5.0,Escondido,805.0,,M,O,,80029,bang,Jordan,,10526 LINWOOD LANE,,ND
KNU174,4.0,4.0,Lansing,819.0,3569070.0,F,O,5.0,30350,HILDEGARDE,KNUDSEN,,21088 vessey crescent,,NY
Ham175,5.0,0.0,Anaheim,648.0,1507616.0,F,O,0.0,97240,Carmody,Hamelin,,10884 ryan avenue,,OR
MAU176,5.0,5.0,Glendale,401.0,514151.0,,R,10.0,R3A 1M1,Dareen,MAUER,,1481 gale court,,MO
Rez177,0.0,2.0,Chula Vista,484.0,2903408.0,F,U,8.0,73172,WEN,Rezansoff,,18390 martins east,Apt. 426,CT
Koa178,4.0,4.0,Orlando,463.0,1695814.0,,O,1.0,V6s 1p9,MOT,Koa,,23208 porter crescent,,MO
HAN179,0.0,3.0,Cleveland,335.0,868465.0,m,O,5.0,90140,leese,HANNEMAN,B,17026 durand north,,MN
jak180,4.0,5.0,Huntington,,2810709.0,,O,10.0,94639,nettie,jakim,I,16533 devonshire park,,NC
ump181,5.0,4.0,Fayetteville,381.0,3593363.0,,R,7.0,22307,AILEE,umphres,C,8965 griffin east,,TN
Wic182,2.0,2.0,Riverside,708.0,2607636.0,,O,1.0,55116,chan,Wickham,G,22451 larner court,,NV
Gat183,4.0,5.0,Dayton,354.0,2735642.0,F,R,8.0,M6s 1i5,RAY,Gates,,3681 HOLLY KNOLL CRESCENT,Apt. 540,AL
bot184,4.0,1.0,Corona,547.0,1501732.0,,,10.0,92708,Robinette,bott,,5678 dayton street,,NE
DAV185,1.0,1.0,Oklahoma City,761.0,397072.0,,O,9.0,V6r 1q6,Rocke,DAVID-YERUMO,T,15591 holgate lane,,KS
HIL186,1.0,4.0,Dallas,659.0,3399757.0,F,O,1.0,63178,Suzette,HILLARD,,23477 havenridge rue,,NY
war187,2.0,4.0,Durham,351.0,2684548.0,,R,9.0,x7j 1r5,Myla,warburton,,18267 cape lane,,NY
MAC188,3.0,3.0,Tacoma,608.0,3041622.0,m,O,7.0,M5e 1y7,dacia,MACHNICKI-HYNES,,2928 POTOMAC UPPER,apt. 48,Saskatchewan
lev189,2.0,4.0,Alexandria,706.0,3211816.0,F,O,3.0,23257,CHELSIE,levitin,A,14656 pasadena park,,Prince Edward Island
Goo190,4.0,0.0,Hialeah,391.0,127026.0,,O,8.0,V6I 1U7,abbas,Gooderham,,16983 flagler drive,apt. 968,Alberta
Koh191,4.0,5.0,Denver,461.0,588945.0,,R,2.0,94539,Rec,Kohalmi-hill,E,17212 LANDER SOUTH,,Ontario
AYL192,4.0,4.0,Fort Lauderdale,510.0,1962620.0,M,O,2.0,H7h 1v4,Elaine,AYLWIN,,23764 sabine west,,TN
CHO193,2.0,,Mesa,805.0,178193.0,F,O,5.0,15201,Katharine,CHOUHAN,E,16271 vista south,,VA
DIT194,4.0,2.0,Cleveland,702.0,2102811.0,,O,7.0,t5a 1n6,LILIAN,DITKO,G,1080 LAVENDER LANE,,TX
EMI195,1.0,4.0,Lewiston,368.0,2246854.0,,O,3.0,78784,CATI,EMIG,,10856 summer street,,MT
Ryd196,2.0,3.0,Tallahassee,520.0,1312448.0,m,R,8.0,H6d 1w8,Luong,Ryder,,17021 edwards crescent,APT. 392,IL
mei197,3.0,0.0,El Monte,666.0,295993.0,,O,2.0,06705,JUOZAS,meisner,S,7726 TALLOWOOD UPPER,,WY
Ceg198,1.0,0.0,Sioux Falls,587.0,1220003.0,,O,9.0,M5c 1v9,Lysy,Cegelski,,19097 foxfire north,,NC
hai199,5.0,4.0,Columbia,643.0,2400476.0,,O,4.0,90759,ULA,haigh,Z,8161 PINTO ROAD,,ND
cle200,4.0,,San Francisco,484.0,2900897.0,,R,5.0,22301,Francesca,clendening,J,9659 sakowitz west,,GA
Cie201,1.0,3.0,Santa Clara,,3942140.0,,R,3.0,19165,emili,Ciesielski,W,15306 pike park,,VA
Par202,2.0,1.0,Greensboro,676.0,2118119.0,f,R,8.0,75007,yogesh,Parypa,,21891 dewey street,,Prince Edward Island
LOZ203,2.0,5.0,Waco,300.0,338540.0,f,O,4.0,90302,Xantippe,LOZINSKI,K,8155 storeywood road,,OR
Pas204,3.0,2.0,Rochester,,2617116.0,,R,8.0,84092,TINO,Pascal,,20871 dewdrop street,APT. 630,WI
Aul205,1.0,3.0,Tampa,831.0,1459711.0,,O,9.0,v6d 1u1,AGGIE,Aula,,1121 GREENE PARK,,ID
