AgencyID,Employer,LastName,CreditRating,Income,AddressLine1,NumberCreditCards,City,NetWorth,OwnOrRentFlag,State,Country,Phone,NumberCars,NumberChildren,MaritalStatus,Age
Aff7528,Forest Laboratories,Affcha,410.0,419165.0,sjzqdcwqhttuwckkxvgdspajysnblgfjgiyydyrof,1.0,Philadelphia,3899593.0,O,KS,United States of America,1-231-342-6874,3.0,0.0,U,41.0
mfc7529,Dentsply International,mfcestd,475.0,396509.0,,10.0,Glendale,2537332.0,O,NV,Canada,,3.0,2.0,W,54.0
Slf7530,RadioShack,Slfbmvc,,145161.0,GVSBHGBDDVJFNNOZNNPJWCOI,2.0,El Monte,733236.0,R,TN,United States of America,1-602-637-1838,0.0,2.0,,11.0
Cxu7531,Century Aluminum,Cxuousxqyrfgjvpvuopyfguqva,519.0,263206.0,Atzlinujhplocihkjvezvlpfgrrybnamouvdikjna,3.0,Warwick,,O,WY,United States of America,1-003-982-8627,2.0,5.0,W,0.0
GZO7532,,GZOPDOKHJAJYSDFLOFVZMBVAHOKC,841.0,190371.0,BIQIOQOHLQSTBRUFOI,5.0,Milwaukee,3397276.0,U,British Columbia,United States of America,1-136-358-6852,3.0,3.0,D,27.0
DRW7533,FPL Group,DRWTVTDSG,540.0,203968.0,Llfaqkbemnoy,6.0,Phoenix,2444257.0,O,LA,United States of America,1-123-528-2965,3.0,1.0,U,95.0
set7534,Lockheed Martin,setksinlvlrjwnfu,540.0,428323.0,zwgrnwhxvusgkvueiielqzidnstoaqltuigftcyrqkcuquanepjiliagtqkwjqiozxzx,10.0,Anchorage,71520.0,R,HI,United States of America,1-136-565-2501,1.0,3.0,U,35.0
Pyo7535,Sanmina-SCI,Pyoixliri,,159980.0,Znocudhaahssenzuileezlvwcpqtxslrtxdjffjgyauodhhswyydopvxfebhjququbihrdxa,6.0,Madison,1911091.0,O,NY,United States of America,1-317-986-1984,4.0,1.0,M,96.0
FSH7536,Iron Mountain,FSHWGIKPYLTPSBKMFGDAPUHKFTQSOQ,424.0,266852.0,elziqiolbqswwrxbeuskfibanpfkbhhrivuqjjjrvlnmopcfoedpsgupskjfbkk,6.0,Fontana,988775.0,O,TX,Canada,1-265-603-1262,0.0,0.0,W,96.0
Tdx7537,OfficeMax,Tdxyljuxporjhdumcvfmv,623.0,206973.0,,2.0,Charlotte,3919363.0,R,AZ,United States of America,,5.0,5.0,M,49.0
Sbn7538,AMR,Sbnxcsrozzcufdoyvckpplofysx,792.0,258221.0,atydogjpqphuwhegtbukkqiaeakrtrn,4.0,Richmond,428918.0,O,ME,Canada,1-156-668-6882,5.0,1.0,S,
Piq7539,Kohl's,Piqizouhxiw,718.0,428508.0,Hlotorcbtobuceb,6.0,Santa Clarita,58134.0,O,NH,United States of America,1-164-648-3203,4.0,4.0,S,27.0
IXD7540,Cigna,IXDSKQTZHJGNVZHBKKOYZOPMYLJPYC,401.0,,gsrdigbqfwrahybxrtm,6.0,Yellow Knife,3703767.0,O,KY,,1-839-795-1027,4.0,0.0,M,98.0
wsn7541,West,wsnjomkxbtybfnmtcjhvmblfwamnwd,557.0,58953.0,Coscogvzwodkdajhxnrqmrjqxiaknmygvhpe,2.0,Oxnard,433859.0,R,Prince Edward Island,United States of America,1-958-412-4252,4.0,5.0,M,
Jkp7542,Monsanto,Jkpmtcj,393.0,409682.0,qurznxuiovpxwpivddydiaghhcwdmflzhwciipvaovelvwfpmkpjs,7.0,Huntington Beach,3002044.0,O,British Columbia,United States of America,1-392-335-1020,5.0,5.0,W,56.0
CCF7543,Reliant Energy,CCFFVCOHCLUUXZIQTCFCUHEYN,557.0,340191.0,,10.0,Durham,1124168.0,,CT,United States of America,1-912-050-7605,2.0,4.0,M,94.0
ylj7544,Idearc,yljvuglvt,465.0,238216.0,RELJYREDKQEKGOORBLRKOUIC,5.0,Naperville,2081541.0,O,WA,United States of America,1-075-551-9919,4.0,5.0,U,98.0
ZBB7545,Neiman Marcus,ZBBXAWVJAAL,,113171.0,Wrygjlskxmkivztjbmtjvfbvihenmhwtllhduhmgtkqtzfanadnoereerqlbekgfoyblrstsnrkr,6.0,Albuquerque,1897076.0,O,ND,Canada,1-013-611-2674,0.0,1.0,M,8.0
fqe7546,O'Reilly Automotive,fqekemquvstw,485.0,234797.0,Yewxbqpnfgh,10.0,Newark,235172.0,,ID,United States of America,1-656-865-7544,5.0,,W,90.0
Wpw7547,Cliffs Natural Resources,Wpwhilrlzng,303.0,225322.0,Bqlmkwlegamnrwsjroeagidzsvulscedtlmkbngoaax,2.0,Miami,639573.0,,Quebec,United States of America,1-879-870-7379,4.0,2.0,M,34.0
vpz7548,Health Management Associates,vpzxgcwljllsq,846.0,192689.0,ZWRPOZPZEWIWCZAQLSPRTLWGIYKJDXHYHEAKZRWYARNKZBYQLQDIDEBNSGEARGERSLEY,4.0,London,2667082.0,O,ID,Canada,1-366-625-9813,1.0,2.0,W,25.0
Yfz7549,Chevron,Yfzmtcvxc,621.0,348685.0,VDBAVRMWFYBDZUILPKFXIVIYGFUU,1.0,Worcester,2598634.0,O,AL,Canada,1-359-462-7089,5.0,4.0,,50.0
dou7550,Exide Technologies,douvwdwiwrxoivzaojazinrhswjv,331.0,401229.0,Kzlkcchbfcabnbajwaoxdndbhoyzdboubvbjf,,Jacksonville,1074671.0,O,UT,United States of America,,3.0,4.0,D,85.0
FDJ7551,Convergys,FDJOVRSOCWEIKZ,401.0,38597.0,hfuyqlsmbesrylepu,9.0,Nashua,2272997.0,R,MS,United States of America,1-153-396-8333,5.0,4.0,M,60.0
ufu7552,Dominion Resources,ufutrfkevxnbupjcetrpltw,644.0,,Arrfoheemxhniocfxbsldznwtzgxybozxvqgxeeabgdfvtgaltiqncicaaanvqketikpvlp,0.0,Newport News,702000.0,R,AK,United States of America,1-144-623-1308,2.0,2.0,S,95.0
bbg7553,Sentry Insurance Group,bbgzmquoeecumw,769.0,161204.0,qgjnvpwvmgsqzcanzncon,5.0,Corona,1289800.0,R,VT,United States of America,1-269-220-8046,4.0,1.0,M,8.0
Znk7554,Cintas,Znkkdbkvxcxeuackyodqlkpl,481.0,202650.0,HNBGLUDIOAJRCCIXGDUQOO,2.0,Lincoln,1007390.0,O,LA,,1-052-524-0130,3.0,4.0,M,31.0
CGQ7555,Medtronic,CGQARHBXCVHPTYDGVVPVLJYBJFYZD,732.0,,FXNNYVMUEABMMBVJTCJNKOPOQJRSVWCTRRENECLSUXOYXWKWSLSVATTVQEDUAAOXXHBAKLULKV,7.0,Toronto,124290.0,O,CT,Canada,1-335-871-6660,1.0,2.0,U,51.0
add7556,Pride International,addxtssyhezwro,802.0,492433.0,dnlleihfh,2.0,Fayetteville,1820002.0,O,UT,United States of America,1-637-394-8083,4.0,4.0,M,24.0
Anw7557,A. Schulman,Anwyusqezrjppzkaevffwljm,329.0,344858.0,ucbvdfcgnxmvrktknuearqllkshkgtnjufrbxommluggfvbcudhelcuvfkrwpm,5.0,Charlotte,2200347.0,O,IN,Canada,1-706-795-4208,2.0,4.0,M,78.0
Hvt7558,Oneok,Hvtanebvipbdd,839.0,197290.0,Wsjaujjdexc,0.0,Tulsa,3669569.0,R,WI,United States of America,1-622-347-5699,5.0,0.0,W,56.0
Yqj7559,Danaher,Yqjaammjlhgpw,539.0,283654.0,Ojberg,,Winston-Salem,2140537.0,,WA,United States of America,1-042-017-9368,2.0,,U,50.0
Ztn7560,Del Monte Foods,Ztnstwpjxatqveppicohpzilnn,561.0,317423.0,Gymyluukzsxfncpevivrqfybwototaounlrhizwgugosixcopw,4.0,Thousand Oaks,3258909.0,R,LA,United States of America,1-829-935-5979,4.0,5.0,M,52.0
bni7561,American Electric Power,bnizllrrofn,814.0,399126.0,Gbpnduuvkinefxmgpizlelvlfojeyjyuocqmonxuvcgerggsxzwuvvno,2.0,Lubbock,1825422.0,O,VT,United States of America,1-076-726-5283,4.0,5.0,W,14.0
swx7562,TJX,swxorhmdydwbrtdqxroghsddlpbdgi,305.0,398180.0,Xwtkpxqgohxwxnv,7.0,Winnipeg,1845263.0,R,CT,United States of America,,5.0,0.0,M,29.0
DSA7563,Philip Morris International,DSARTXPZSEHCGWQAOUVTVZKGQYYNJO,457.0,,Qpvmtkxxfef,4.0,Laredo,1463114.0,O,RI,United States of America,1-284-129-5920,2.0,4.0,S,50.0
BXZ7564,Cincinnati Financial,BXZUTWBUFSGPPXKR,349.0,485429.0,QCKNHEBVPAYKHMOPSSPZKIKSDWWPRMYXHLFZTNJDTQJTAKHJKHHE,8.0,Overland Park,2354683.0,O,SC,United States of America,1-128-308-8886,4.0,1.0,U,67.0
pcz7565,Stryker,pczqycbwefse,590.0,118018.0,KRYAIAJGKHBKXBLC,0.0,Calgary,436677.0,O,British Columbia,United States of America,1-145-469-5971,2.0,0.0,M,22.0
Zqa7566,Kansas City Southern,Zqaknviqngvemehvpzrcgkcvre,533.0,309693.0,,0.0,Peoria,2383335.0,O,CO,United States of America,1-727-684-7767,5.0,4.0,U,20.0
Htl7567,IDT,Htltlfnvjctvvdvulpkhcbyfi,686.0,90718.0,Kpgnmsuwrwuphtexdknakkztipvgdpooqttpuokyovcgkccrrj,9.0,Durham,2574739.0,O,TN,Canada,1-776-201-2472,4.0,0.0,W,75.0
afw7568,Vornado Realty Trust,afwafvxxdr,582.0,280645.0,VBDCWYVK,10.0,Pueblo,1596838.0,O,CA,United States of America,1-767-942-1278,2.0,0.0,U,60.0
Wna7569,Dollar General,Wnakgzhqfhtavtvegjtdmdosnjr,807.0,231559.0,VQEHPIQXPUYXNLHHXGIYHXLRFCWGMRYRLPLFZTXGFODCJTXACZKXEORRBTQZ,0.0,Las Cruces,591965.0,O,WY,United States of America,1-723-062-7266,,4.0,S,
Mlh7570,Safeway,Mlheqxaigtvjaynkffyqkpu,819.0,36898.0,Xlvxhmrfmptwhtykwdsopeybpnrsfmisbjvhwtxfipsdvyvrpefmswpatoflelensx,3.0,Chula Vista,3071440.0,O,SD,United States of America,,3.0,5.0,S,48.0
Gor7571,Apache,Gorjnqxjtefmomsbmtnogaerx,311.0,396786.0,Gwxymofcy,5.0,San Diego,2683081.0,R,British Columbia,United States of America,1-145-314-0862,2.0,0.0,M,91.0
ENX7572,Lowe's,ENXOMNHFVPYQSABETPUEKRKCL,734.0,344365.0,Qynjnmfgwxpmrw,3.0,Chicago,3850483.0,O,NJ,United States of America,1-735-104-7772,2.0,5.0,U,98.0
fgr7573,Lithia Motors,fgrdzzudzmwlluff,432.0,1205.0,Eoklokmwgjppbvcwbbnsbcungyjwnimpcgxnazsuwtfvbfgujt,1.0,Worcester,1870617.0,O,AK,United States of America,,4.0,1.0,W,51.0
Ysh7574,CH2M Hill,Yshzkx,394.0,276666.0,SPUYQTWXPFSCUVORCIJOZDQKSPIRMHNOBLIGQIQAXVXJODRLYJSYVK,3.0,Honolulu,1249534.0,O,OH,United States of America,1-518-116-1411,5.0,0.0,S,22.0
Mos7575,Tellabs,Mosqjrkdycyygfsljqadgfqoldb,658.0,497953.0,XBIKFJMVSDDVHYVNNHYHHMOGUWGFRAXVNQWITKEBUOZUPSRXHK,1.0,Albuquerque,3789880.0,O,New Brunswick,United States of America,1-696-359-4829,0.0,0.0,U,57.0
czu7576,Phillips-Van Heusen,czuvw,348.0,156048.0,cyemudyvatrcwkhyrvhoyskcxltqgaichanbfnkrkmpnhcbwekxkttzlun,3.0,Oakland,3874445.0,O,IL,Canada,1-352-678-5471,1.0,2.0,M,38.0
Ghr7577,Wells Fargo,Ghrlcuscpesuzsdwqfwwbgh,598.0,63617.0,BESJDYZDIOIXKDFEHBQXBPW,8.0,Billings,437353.0,O,AZ,United States of America,1-906-600-9749,1.0,5.0,M,68.0
Rwk7578,Vornado Realty Trust,Rwkdeshuwhwvmvmdnckmuvdt,505.0,244849.0,Ouopoqztakszwsfkthdbwndfjuqaelyd,9.0,Pueblo,2669917.0,O,NY,United States of America,1-093-018-2851,2.0,2.0,U,93.0
Uwi7579,New York Times,Uwinnbtdd,839.0,123585.0,Ivwhotvobwkshcixclfobqoljlaqohw,7.0,Sherbrooke,1466537.0,R,WA,United States of America,1-302-096-9321,4.0,3.0,S,48.0
VXZ7580,Adobe Systems,VXZTLDNZPYIFIKTIJRXS,672.0,391134.0,fhyfjlfzocprhuxssewqdcjntakpnfrrlvvrtixuwiehfdwlieexcddafimypxequ,2.0,Sacramento,991860.0,U,GA,United States of America,1-915-044-3154,1.0,1.0,S,96.0
Ayk7581,Valmont Industries,Aykkkc,696.0,426759.0,Puybvawojqglchdvckhhhwtrhoztrkdxmerkelmhaspzwtqxuwwudksgvkvhtotnaqrkugnjxvv,3.0,Charlotte,,O,AZ,United States of America,1-040-274-3474,5.0,5.0,M,58.0
lho7582,UAL,lhodktal,448.0,451737.0,Lsopumkmqmonjmlmflvsdngfmmzduhnxawyecejbmrtvjybkpnvcgpdhwg,5.0,El Paso,1816368.0,O,NV,United States of America,1-678-397-2739,5.0,3.0,W,63.0
rzi7583,AFLAC,rziprpcfwnirtuvrbfnuepq,549.0,180822.0,Ghzvqseujpafmovabrwnwkxervmdpyesyqirnaatzqhuqfdqipdszqfztcebixh,9.0,Mesa,565246.0,O,TN,United States of America,1-679-345-9939,2.0,1.0,S,18.0
Wds7584,VeraSun Energy,Wdsuorykxmvfxupyyjl,705.0,205843.0,Xdtoypjkkrcpporwtlevrcsdlgjoayhhvvafsoopwajtxkrigdwigxjfzdqatllarqxxbrmtkhxlut,0.0,Simi Valley,1899339.0,O,AL,United States of America,1-093-616-0613,4.0,2.0,W,40.0
Xsj7585,Magellan Health Services,Xsjypvyfoqbiq,387.0,470985.0,hgttwqtnebsqgkjbronfyeudniiwutfnqbive,6.0,St. Catharines,3873239.0,O,TX,United States of America,1-546-131-8988,4.0,3.0,M,29.0
Lux7586,Emcor Group,Luxkby,359.0,318225.0,Nhgrkzjzcrjcerkwrugwul,7.0,Washington,767547.0,,WV,United States of America,1-477-186-7432,2.0,1.0,U,21.0
wxw7587,Peabody Energy,wxwhwasadsmxchyhlgrvnurte,494.0,326044.0,,9.0,Chula Vista,1027999.0,O,ND,Canada,1-965-848-6954,2.0,2.0,M,41.0
pfz7588,State Farm Insurance Cos.,pfzjoarqopfjtzjalxxxeq,345.0,,uiaoi,10.0,Montpelier,3428495.0,,Saskatchewan,United States of America,1-622-866-0937,1.0,1.0,M,56.0
hlx7589,Humana,hlxshqpvshstjerwclb,402.0,187282.0,Wwonzdtvwkn,10.0,Mesa,1827180.0,O,VA,United States of America,1-040-217-2014,2.0,0.0,M,33.0
nyb7590,News Corp.,nybiaaw,579.0,,AMTOWGTCMDSRCOWJBLURSTPFEOLTMRUDWTJUPMTTWGTSBKOXNQXACYUSAJI,3.0,New Haven,2070007.0,O,ND,United States of America,1-101-684-2373,2.0,0.0,M,96.0
Ltt7591,Torchmark,Lttvvpjjavydrmbt,569.0,,JKQKFZDAPNVCKIEOJKULQNJPYEBYRLWOWFZXHZSMKF,2.0,Indianapolis,,O,ND,United States of America,1-386-426-5849,2.0,0.0,,35.0
gsz7592,Rock-Tenn,gszunimggpyfjzmivbwizzftuen,745.0,306946.0,cezvfwtftwlwfrgrpxtuejvrgucexe,9.0,Stockton,3596263.0,O,MS,United States of America,1-598-816-0126,0.0,4.0,W,40.0
Kwp7593,AGCO,Kwpztgkknktyvdks,320.0,99663.0,Urcuilobbdyrztgbkgfwrjoafyqwlsnqlutiopcrshmskuoyoiaciustxkpiqldsqgauuadcid,1.0,Louisville,3719999.0,U,WY,,1-770-379-7700,0.0,,D,10.0
AGM7594,,AGMCLBCUEPVBRKDKWAGBCFOLYET,591.0,482013.0,Exfcwzfigvictunazlvftlzrsspibhlrzvtmgxaeusbvmesdsqxjl,4.0,Atlanta,3058439.0,R,MA,United States of America,,2.0,4.0,M,59.0
Ocn7595,United Stationers,Ocnds,,180476.0,Ctgihaqlm,10.0,Milwaukee,2592932.0,U,AK,United States of America,1-628-245-6238,1.0,0.0,M,70.0
Cmw7596,McCormick,Cmweamsabhudajyhpsohkpzcy,417.0,285682.0,HCCVKARVRIVXRPTXNKGOUWWQGBAFONRLXIKHAEFCYDQKORIDLXEDTZDKYWVTRPPONNYIPNIKESRXJ,5.0,Fort Smith,1471273.0,,PA,United States of America,1-813-787-2611,4.0,5.0,M,69.0
Dit7597,National Life Group,Ditjvpiidkjkvxssfnctzcczb,338.0,455032.0,hmzhflsjioddxmyfwldlmsctecjnwfphlpurcskbcobgltmcreqzwcgtk,8.0,Knoxville,,R,MA,United States of America,1-362-897-1162,0.0,5.0,M,96.0
Rmm7598,Hasbro,Rmmasnivkq,340.0,356141.0,Lsogsuqtirrbxtqcjiuqxanxtnopebdwrdeeuvwnw,9.0,Idaho Falls,2410816.0,O,DC,United States of America,1-952-919-4878,3.0,,S,9.0
ekj7599,Tupperware Brands,ekjvgcmzgobzeerrpfgefwvxlvfcua,738.0,165667.0,Uwusowhyhffxilandrietkdrsvvvlpzofvkawvxkvattcerugrirajtxaiacyr,5.0,Jacksonville,1059543.0,U,RI,Canada,1-145-214-8009,3.0,3.0,U,39.0
wcq7600,Covance,wcqqbslcxugdqpbzbmbqvlahw,597.0,459767.0,Lfpgqfwbwpmiwcopvzwijjqtfffhktzfnftscpjoagausqdhxwqxaugejdiestvm,7.0,Stockton,379282.0,O,MA,United States of America,1-328-944-9786,0.0,2.0,S,31.0
Klc7601,Interactive Brokers Group,Klcanpomjmuwosnasroukafsxtufz,603.0,106459.0,RSSNUTWWLOKIHRRTPEAFTLBF,4.0,Thousand Oaks,3271265.0,R,Alberta,United States of America,1-899-864-9421,2.0,2.0,M,64.0
Jrd7602,SkyWest,Jrdmn,662.0,51021.0,Sachwqwddeyfxvagihsjxtcsibaejb,5.0,Nashua,1530364.0,U,AR,,1-877-997-8896,,1.0,D,38.0
GDQ7603,Best Buy,GDQESTOSFCKVLPZEQPNFIKQLTXB,838.0,494931.0,Cufllhjlhxcfjgmkipgheftjjbidptdiypdgekdobmfjdtamkcrxnqjo,0.0,Tallahassee,3731860.0,R,VA,United States of America,1-750-900-0823,2.0,4.0,W,47.0
fnm7604,Sears Holdings,fnmqzceohwapysohiuofkhjpwzgv,791.0,429859.0,Sbutxmtwkb,9.0,Brownsville,2488858.0,O,OR,United States of America,,5.0,2.0,M,
Ymu7605,Frontier Oil,Ymuvinagbzdhiwglzfacood,692.0,,Cbalccrxcihrvxlkggbuhwtfthdoqrnmgjnjotietwj,7.0,Charlotte,2301347.0,O,ID,Canada,1-347-704-7823,1.0,4.0,S,76.0
Pxj7606,Automatic Data Processing,Pxjmfwpwm,673.0,464086.0,mnkidgiyajigobghpnkdvauwiubpjb,8.0,Oakland,1736571.0,O,IA,,1-228-976-2888,0.0,3.0,W,60.0
Rsd7607,,Rsdlvo,331.0,207651.0,SJIOBZNSUAWIYMOBHPAHXYCZFFDWRJQHWWXUBACZQEAHXRRADOPNPTLSNPUKMR,7.0,Fort Wayne,2399483.0,O,TN,Canada,,3.0,,U,73.0
Qqh7608,Comerica,Qqhwdyopkfs,744.0,260418.0,Fmrydeogisvvtrpsfonolelpnqcbkrr,2.0,Chula Vista,2982744.0,O,Nova Scotia,United States of America,1-760-429-1328,4.0,,U,37.0
udq7609,Baldor Electric,udqexswxytatsvxw,446.0,,Xhggtfwyslxvgeiuzjfxewcsweefq,6.0,Peoria,1611011.0,U,Ontario,United States of America,1-253-879-8833,5.0,1.0,M,50.0
Ghl7610,Commercial Metals,Ghlflxgkavpsqvkpun,,316963.0,,0.0,Lexington,2999167.0,O,MD,Canada,1-401-256-3483,0.0,4.0,M,0.0
mtk7611,,mtkfmxripistepftjaxfosviokgqsf,,84046.0,PGNOPPCDMGALPXCUTMSWMPCBAEXDPEWWNELVBMEHMLQWFXJFPBV,,Salem,,O,AR,Canada,1-175-910-8245,5.0,,W,
QIY7612,Molina Healthcare,QIYQRALNIIONMKDZB,723.0,368990.0,Scrrpeqjhflhjodeislwrkogtusekfhgavxyzkxucsswbsfvyarheuoxubvpbrqnikgtnojhrzqd,9.0,San Jose,3307491.0,O,Saskatchewan,United States of America,1-565-191-3419,0.0,3.0,M,
Ohz7613,Plains All American Pipeline,Ohzpaqjtc,348.0,124382.0,ocaoqaoavswoepexbshcfxlebpktrvxcailmkgrubpkhnn,2.0,Kansas City,2057260.0,O,OH,Canada,1-921-688-5401,2.0,0.0,S,81.0
djg7614,Agilent Technologies,djgtucxplpftr,666.0,9263.0,Gvdteormavfflajkedaclod,,Windsor,53179.0,O,VA,United States of America,1-925-155-0170,2.0,0.0,M,52.0
Iad7615,AutoZone,Iaduje,,334181.0,FVYNANAYSWPPSTXKNOKMZMLZOIBIQTBNDJJPEXEQCMANKXOFXEPJSLXVHO,3.0,Chicago,690086.0,U,ID,United States of America,1-185-691-2951,2.0,4.0,M,68.0
