first_name,active,store_id,create_date,address_id,customer_id,email,last_name
ANN,1,1,2006-02-14 22:04:36,52,48,ANN.EVANS@sakilacustomer.org,EVANS
JOYCE,1,2,2006-02-14 22:04:36,53,49,JOYCE.EDWARDS@sakilacustomer.org,EDWARDS
DIANE,1,1,2006-02-14 22:04:36,54,50,DIANE.COLLINS@sakilacustomer.org,COLLINS
ALICE,1,1,2006-02-14 22:04:36,55,51,ALICE.STEWART@sakilacustomer.org,STEWART
JULIE,1,1,2006-02-14 22:04:36,56,52,JULIE.SANCHEZ@sakilacustomer.org,SANCHEZ
HEATHER,1,1,2006-02-14 22:04:36,57,53,HEATHER.MORRIS@sakilacustomer.org,MORRIS
TERESA,1,1,2006-02-14 22:04:36,58,54,TERESA.ROGERS@sakilacustomer.org,ROGERS
DORIS,1,2,2006-02-14 22:04:36,59,55,DORIS.REED@sakilacustomer.org,REED
GLORIA,1,1,2006-02-14 22:04:36,60,56,GLORIA.COOK@sakilacustomer.org,COOK
EVELYN,1,2,2006-02-14 22:04:36,61,57,EVELYN.MORGAN@sakilacustomer.org,MORGAN
JEAN,1,1,2006-02-14 22:04:36,62,58,JEAN.BELL@sakilacustomer.org,BELL
CHERYL,1,1,2006-02-14 22:04:36,63,59,CHERYL.MURPHY@sakilacustomer.org,MURPHY
MILDRED,1,1,2006-02-14 22:04:36,64,60,MILDRED.BAILEY@sakilacustomer.org,BAILEY
KATHERINE,1,2,2006-02-14 22:04:36,65,61,KATHERINE.RIVERA@sakilacustomer.org,RIVERA
JOAN,1,1,2006-02-14 22:04:36,66,62,JOAN.COOPER@sakilacustomer.org,COOPER
ASHLEY,1,1,2006-02-14 22:04:36,67,63,ASHLEY.RICHARDSON@sakilacustomer.org,RICHARDSON
JUDITH,0,2,2006-02-14 22:04:36,68,64,JUDITH.COX@sakilacustomer.org,COX
ROSE,1,2,2006-02-14 22:04:36,69,65,ROSE.HOWARD@sakilacustomer.org,HOWARD
JANICE,1,2,2006-02-14 22:04:36,70,66,JANICE.WARD@sakilacustomer.org,WARD
KELLY,1,1,2006-02-14 22:04:36,71,67,KELLY.TORRES@sakilacustomer.org,TORRES
NICOLE,1,1,2006-02-14 22:04:36,72,68,NICOLE.PETERSON@sakilacustomer.org,PETERSON
JUDY,1,2,2006-02-14 22:04:36,73,69,JUDY.GRAY@sakilacustomer.org,GRAY
CHRISTINA,1,2,2006-02-14 22:04:36,74,70,CHRISTINA.RAMIREZ@sakilacustomer.org,RAMIREZ
KATHY,1,1,2006-02-14 22:04:36,75,71,KATHY.JAMES@sakilacustomer.org,JAMES
THERESA,1,2,2006-02-14 22:04:36,76,72,THERESA.WATSON@sakilacustomer.org,WATSON
BEVERLY,1,2,2006-02-14 22:04:36,77,73,BEVERLY.BROOKS@sakilacustomer.org,BROOKS
DENISE,1,1,2006-02-14 22:04:36,78,74,DENISE.KELLY@sakilacustomer.org,KELLY
TAMMY,1,2,2006-02-14 22:04:36,79,75,TAMMY.SANDERS@sakilacustomer.org,SANDERS
IRENE,1,2,2006-02-14 22:04:36,80,76,IRENE.PRICE@sakilacustomer.org,PRICE
JANE,1,2,2006-02-14 22:04:36,81,77,JANE.BENNETT@sakilacustomer.org,BENNETT
LORI,1,1,2006-02-14 22:04:36,82,78,LORI.WOOD@sakilacustomer.org,WOOD
RACHEL,1,1,2006-02-14 22:04:36,83,79,RACHEL.BARNES@sakilacustomer.org,BARNES
MARILYN,1,1,2006-02-14 22:04:36,84,80,MARILYN.ROSS@sakilacustomer.org,ROSS
ANDREA,1,1,2006-02-14 22:04:36,85,81,ANDREA.HENDERSON@sakilacustomer.org,HENDERSON
KATHRYN,1,1,2006-02-14 22:04:36,86,82,KATHRYN.COLEMAN@sakilacustomer.org,COLEMAN
LOUISE,1,1,2006-02-14 22:04:36,87,83,LOUISE.JENKINS@sakilacustomer.org,JENKINS
SARA,1,2,2006-02-14 22:04:36,88,84,SARA.PERRY@sakilacustomer.org,PERRY
ANNE,1,2,2006-02-14 22:04:36,89,85,ANNE.POWELL@sakilacustomer.org,POWELL
JACQUELINE,1,2,2006-02-14 22:04:36,90,86,JACQUELINE.LONG@sakilacustomer.org,LONG
WANDA,1,1,2006-02-14 22:04:36,91,87,WANDA.PATTERSON@sakilacustomer.org,PATTERSON
BONNIE,1,2,2006-02-14 22:04:36,92,88,BONNIE.HUGHES@sakilacustomer.org,HUGHES
JULIA,1,1,2006-02-14 22:04:36,93,89,JULIA.FLORES@sakilacustomer.org,FLORES
RUBY,1,2,2006-02-14 22:04:36,94,90,RUBY.WASHINGTON@sakilacustomer.org,WASHINGTON
LOIS,1,2,2006-02-14 22:04:36,95,91,LOIS.BUTLER@sakilacustomer.org,BUTLER
TINA,1,2,2006-02-14 22:04:36,96,92,TINA.SIMMONS@sakilacustomer.org,SIMMONS
PHYLLIS,1,1,2006-02-14 22:04:36,97,93,PHYLLIS.FOSTER@sakilacustomer.org,FOSTER
NORMA,1,1,2006-02-14 22:04:36,98,94,NORMA.GONZALES@sakilacustomer.org,GONZALES
PAULA,1,2,2006-02-14 22:04:36,99,95,PAULA.BRYANT@sakilacustomer.org,BRYANT
DIANA,1,1,2006-02-14 22:04:36,100,96,DIANA.ALEXANDER@sakilacustomer.org,ALEXANDER
ANNIE,1,2,2006-02-14 22:04:36,101,97,ANNIE.RUSSELL@sakilacustomer.org,RUSSELL
LILLIAN,1,1,2006-02-14 22:04:36,102,98,LILLIAN.GRIFFIN@sakilacustomer.org,GRIFFIN
EMILY,1,2,2006-02-14 22:04:36,103,99,EMILY.DIAZ@sakilacustomer.org,DIAZ
ROBIN,1,1,2006-02-14 22:04:36,104,100,ROBIN.HAYES@sakilacustomer.org,HAYES
PEGGY,1,1,2006-02-14 22:04:36,105,101,PEGGY.MYERS@sakilacustomer.org,MYERS
CRYSTAL,1,1,2006-02-14 22:04:36,106,102,CRYSTAL.FORD@sakilacustomer.org,FORD
GLADYS,1,1,2006-02-14 22:04:36,107,103,GLADYS.HAMILTON@sakilacustomer.org,HAMILTON
RITA,1,1,2006-02-14 22:04:36,108,104,RITA.GRAHAM@sakilacustomer.org,GRAHAM
DAWN,1,1,2006-02-14 22:04:36,109,105,DAWN.SULLIVAN@sakilacustomer.org,SULLIVAN
CONNIE,1,1,2006-02-14 22:04:36,110,106,CONNIE.WALLACE@sakilacustomer.org,WALLACE
FLORENCE,1,1,2006-02-14 22:04:36,111,107,FLORENCE.WOODS@sakilacustomer.org,WOODS
TRACY,1,1,2006-02-14 22:04:36,112,108,TRACY.COLE@sakilacustomer.org,COLE
EDNA,1,2,2006-02-14 22:04:36,113,109,EDNA.WEST@sakilacustomer.org,WEST
TIFFANY,1,2,2006-02-14 22:04:36,114,110,TIFFANY.JORDAN@sakilacustomer.org,JORDAN
CARMEN,1,1,2006-02-14 22:04:36,115,111,CARMEN.OWENS@sakilacustomer.org,OWENS
ROSA,1,2,2006-02-14 22:04:36,116,112,ROSA.REYNOLDS@sakilacustomer.org,REYNOLDS
CINDY,1,2,2006-02-14 22:04:36,117,113,CINDY.FISHER@sakilacustomer.org,FISHER
GRACE,1,2,2006-02-14 22:04:36,118,114,GRACE.ELLIS@sakilacustomer.org,ELLIS
WENDY,1,1,2006-02-14 22:04:36,119,115,WENDY.HARRISON@sakilacustomer.org,HARRISON
VICTORIA,1,1,2006-02-14 22:04:36,120,116,VICTORIA.GIBSON@sakilacustomer.org,GIBSON
EDITH,1,1,2006-02-14 22:04:36,121,117,EDITH.MCDONALD@sakilacustomer.org,MCDONALD
KIM,1,1,2006-02-14 22:04:36,122,118,KIM.CRUZ@sakilacustomer.org,CRUZ
SHERRY,1,1,2006-02-14 22:04:36,123,119,SHERRY.MARSHALL@sakilacustomer.org,MARSHALL
SYLVIA,1,2,2006-02-14 22:04:36,124,120,SYLVIA.ORTIZ@sakilacustomer.org,ORTIZ
JOSEPHINE,1,1,2006-02-14 22:04:36,125,121,JOSEPHINE.GOMEZ@sakilacustomer.org,GOMEZ
THELMA,1,1,2006-02-14 22:04:36,126,122,THELMA.MURRAY@sakilacustomer.org,MURRAY
SHANNON,1,2,2006-02-14 22:04:36,127,123,SHANNON.FREEMAN@sakilacustomer.org,FREEMAN
SHEILA,0,1,2006-02-14 22:04:36,128,124,SHEILA.WELLS@sakilacustomer.org,WELLS
ETHEL,1,1,2006-02-14 22:04:36,129,125,ETHEL.WEBB@sakilacustomer.org,WEBB
ELLEN,1,1,2006-02-14 22:04:36,130,126,ELLEN.SIMPSON@sakilacustomer.org,SIMPSON
ELAINE,1,2,2006-02-14 22:04:36,131,127,ELAINE.STEVENS@sakilacustomer.org,STEVENS
MARJORIE,1,1,2006-02-14 22:04:36,132,128,MARJORIE.TUCKER@sakilacustomer.org,TUCKER
CARRIE,1,1,2006-02-14 22:04:36,133,129,CARRIE.PORTER@sakilacustomer.org,PORTER
CHARLOTTE,1,1,2006-02-14 22:04:36,134,130,CHARLOTTE.HUNTER@sakilacustomer.org,HUNTER
MONICA,1,2,2006-02-14 22:04:36,135,131,MONICA.HICKS@sakilacustomer.org,HICKS
ESTHER,1,2,2006-02-14 22:04:36,136,132,ESTHER.CRAWFORD@sakilacustomer.org,CRAWFORD
PAULINE,1,1,2006-02-14 22:04:36,137,133,PAULINE.HENRY@sakilacustomer.org,HENRY
EMMA,1,1,2006-02-14 22:04:36,138,134,EMMA.BOYD@sakilacustomer.org,BOYD
JUANITA,1,2,2006-02-14 22:04:36,139,135,JUANITA.MASON@sakilacustomer.org,MASON
ANITA,1,2,2006-02-14 22:04:36,140,136,ANITA.MORALES@sakilacustomer.org,MORALES
RHONDA,1,2,2006-02-14 22:04:36,141,137,RHONDA.KENNEDY@sakilacustomer.org,KENNEDY
HAZEL,1,1,2006-02-14 22:04:36,142,138,HAZEL.WARREN@sakilacustomer.org,WARREN
AMBER,1,1,2006-02-14 22:04:36,143,139,AMBER.DIXON@sakilacustomer.org,DIXON
EVA,1,1,2006-02-14 22:04:36,144,140,EVA.RAMOS@sakilacustomer.org,RAMOS
DEBBIE,1,1,2006-02-14 22:04:36,145,141,DEBBIE.REYES@sakilacustomer.org,REYES
APRIL,1,1,2006-02-14 22:04:36,146,142,APRIL.BURNS@sakilacustomer.org,BURNS
LESLIE,1,1,2006-02-14 22:04:36,147,143,LESLIE.GORDON@sakilacustomer.org,GORDON
CLARA,1,1,2006-02-14 22:04:36,148,144,CLARA.SHAW@sakilacustomer.org,SHAW
LUCILLE,1,1,2006-02-14 22:04:36,149,145,LUCILLE.HOLMES@sakilacustomer.org,HOLMES
JAMIE,1,1,2006-02-14 22:04:36,150,146,JAMIE.RICE@sakilacustomer.org,RICE
JOANNE,1,2,2006-02-14 22:04:36,151,147,JOANNE.ROBERTSON@sakilacustomer.org,ROBERTSON
ELEANOR,1,1,2006-02-14 22:04:36,152,148,ELEANOR.HUNT@sakilacustomer.org,HUNT
VALERIE,1,1,2006-02-14 22:04:36,153,149,VALERIE.BLACK@sakilacustomer.org,BLACK
DANIELLE,1,2,2006-02-14 22:04:36,154,150,DANIELLE.DANIELS@sakilacustomer.org,DANIELS
MEGAN,1,2,2006-02-14 22:04:36,155,151,MEGAN.PALMER@sakilacustomer.org,PALMER
ALICIA,1,1,2006-02-14 22:04:36,156,152,ALICIA.MILLS@sakilacustomer.org,MILLS
SUZANNE,1,2,2006-02-14 22:04:36,157,153,SUZANNE.NICHOLS@sakilacustomer.org,NICHOLS
MICHELE,1,2,2006-02-14 22:04:36,158,154,MICHELE.GRANT@sakilacustomer.org,GRANT
GAIL,1,1,2006-02-14 22:04:36,159,155,GAIL.KNIGHT@sakilacustomer.org,KNIGHT
BERTHA,1,1,2006-02-14 22:04:36,160,156,BERTHA.FERGUSON@sakilacustomer.org,FERGUSON
DARLENE,1,2,2006-02-14 22:04:36,161,157,DARLENE.ROSE@sakilacustomer.org,ROSE
VERONICA,1,1,2006-02-14 22:04:36,162,158,VERONICA.STONE@sakilacustomer.org,STONE
JILL,1,1,2006-02-14 22:04:36,163,159,JILL.HAWKINS@sakilacustomer.org,HAWKINS
ERIN,1,2,2006-02-14 22:04:36,164,160,ERIN.DUNN@sakilacustomer.org,DUNN
GERALDINE,1,1,2006-02-14 22:04:36,165,161,GERALDINE.PERKINS@sakilacustomer.org,PERKINS
LAUREN,1,2,2006-02-14 22:04:36,166,162,LAUREN.HUDSON@sakilacustomer.org,HUDSON
CATHY,1,1,2006-02-14 22:04:36,167,163,CATHY.SPENCER@sakilacustomer.org,SPENCER
JOANN,1,2,2006-02-14 22:04:36,168,164,JOANN.GARDNER@sakilacustomer.org,GARDNER
LORRAINE,1,2,2006-02-14 22:04:36,169,165,LORRAINE.STEPHENS@sakilacustomer.org,STEPHENS
LYNN,1,1,2006-02-14 22:04:36,170,166,LYNN.PAYNE@sakilacustomer.org,PAYNE
SALLY,1,2,2006-02-14 22:04:36,171,167,SALLY.PIERCE@sakilacustomer.org,PIERCE
REGINA,1,1,2006-02-14 22:04:36,172,168,REGINA.BERRY@sakilacustomer.org,BERRY
ERICA,0,2,2006-02-14 22:04:36,173,169,ERICA.MATTHEWS@sakilacustomer.org,MATTHEWS
BEATRICE,1,1,2006-02-14 22:04:36,174,170,BEATRICE.ARNOLD@sakilacustomer.org,ARNOLD
DOLORES,1,2,2006-02-14 22:04:36,175,171,DOLORES.WAGNER@sakilacustomer.org,WAGNER
BERNICE,1,1,2006-02-14 22:04:36,176,172,BERNICE.WILLIS@sakilacustomer.org,WILLIS
AUDREY,1,1,2006-02-14 22:04:36,177,173,AUDREY.RAY@sakilacustomer.org,RAY
YVONNE,1,2,2006-02-14 22:04:36,178,174,YVONNE.WATKINS@sakilacustomer.org,WATKINS
ANNETTE,1,1,2006-02-14 22:04:36,179,175,ANNETTE.OLSON@sakilacustomer.org,OLSON
JUNE,1,1,2006-02-14 22:04:36,180,176,JUNE.CARROLL@sakilacustomer.org,CARROLL
SAMANTHA,1,2,2006-02-14 22:04:36,181,177,SAMANTHA.DUNCAN@sakilacustomer.org,DUNCAN
MARION,1,2,2006-02-14 22:04:36,182,178,MARION.SNYDER@sakilacustomer.org,SNYDER
DANA,1,1,2006-02-14 22:04:36,183,179,DANA.HART@sakilacustomer.org,HART
STACY,1,2,2006-02-14 22:04:36,184,180,STACY.CUNNINGHAM@sakilacustomer.org,CUNNINGHAM
ANA,1,2,2006-02-14 22:04:36,185,181,ANA.BRADLEY@sakilacustomer.org,BRADLEY
RENEE,1,1,2006-02-14 22:04:36,186,182,RENEE.LANE@sakilacustomer.org,LANE
IDA,1,2,2006-02-14 22:04:36,187,183,IDA.ANDREWS@sakilacustomer.org,ANDREWS
VIVIAN,1,1,2006-02-14 22:04:36,188,184,VIVIAN.RUIZ@sakilacustomer.org,RUIZ
ROBERTA,1,1,2006-02-14 22:04:36,189,185,ROBERTA.HARPER@sakilacustomer.org,HARPER
HOLLY,1,2,2006-02-14 22:04:36,190,186,HOLLY.FOX@sakilacustomer.org,FOX
BRITTANY,1,2,2006-02-14 22:04:36,191,187,BRITTANY.RILEY@sakilacustomer.org,RILEY
MELANIE,1,1,2006-02-14 22:04:36,192,188,MELANIE.ARMSTRONG@sakilacustomer.org,ARMSTRONG
LORETTA,1,1,2006-02-14 22:04:36,193,189,LORETTA.CARPENTER@sakilacustomer.org,CARPENTER
YOLANDA,1,2,2006-02-14 22:04:36,194,190,YOLANDA.WEAVER@sakilacustomer.org,WEAVER
JEANETTE,1,1,2006-02-14 22:04:36,195,191,JEANETTE.GREENE@sakilacustomer.org,GREENE
LAURIE,1,1,2006-02-14 22:04:36,196,192,LAURIE.LAWRENCE@sakilacustomer.org,LAWRENCE
KATIE,1,2,2006-02-14 22:04:36,197,193,KATIE.ELLIOTT@sakilacustomer.org,ELLIOTT
KRISTEN,1,2,2006-02-14 22:04:36,198,194,KRISTEN.CHAVEZ@sakilacustomer.org,CHAVEZ
VANESSA,1,1,2006-02-14 22:04:36,199,195,VANESSA.SIMS@sakilacustomer.org,SIMS
ALMA,1,1,2006-02-14 22:04:36,200,196,ALMA.AUSTIN@sakilacustomer.org,AUSTIN
SUE,1,2,2006-02-14 22:04:36,201,197,SUE.PETERS@sakilacustomer.org,PETERS
ELSIE,1,2,2006-02-14 22:04:36,202,198,ELSIE.KELLEY@sakilacustomer.org,KELLEY
BETH,1,2,2006-02-14 22:04:36,203,199,BETH.FRANKLIN@sakilacustomer.org,FRANKLIN
JEANNE,1,2,2006-02-14 22:04:36,204,200,JEANNE.LAWSON@sakilacustomer.org,LAWSON
VICKI,1,1,2006-02-14 22:04:36,205,201,VICKI.FIELDS@sakilacustomer.org,FIELDS
CARLA,1,2,2006-02-14 22:04:36,206,202,CARLA.GUTIERREZ@sakilacustomer.org,GUTIERREZ
TARA,1,1,2006-02-14 22:04:36,207,203,TARA.RYAN@sakilacustomer.org,RYAN
ROSEMARY,1,1,2006-02-14 22:04:36,208,204,ROSEMARY.SCHMIDT@sakilacustomer.org,SCHMIDT
EILEEN,1,2,2006-02-14 22:04:36,209,205,EILEEN.CARR@sakilacustomer.org,CARR
TERRI,1,1,2006-02-14 22:04:36,210,206,TERRI.VASQUEZ@sakilacustomer.org,VASQUEZ
GERTRUDE,1,1,2006-02-14 22:04:36,211,207,GERTRUDE.CASTILLO@sakilacustomer.org,CASTILLO
LUCY,1,1,2006-02-14 22:04:36,212,208,LUCY.WHEELER@sakilacustomer.org,WHEELER
TONYA,1,2,2006-02-14 22:04:36,213,209,TONYA.CHAPMAN@sakilacustomer.org,CHAPMAN
ELLA,1,2,2006-02-14 22:04:36,214,210,ELLA.OLIVER@sakilacustomer.org,OLIVER
STACEY,1,1,2006-02-14 22:04:36,215,211,STACEY.MONTGOMERY@sakilacustomer.org,MONTGOMERY
WILMA,1,2,2006-02-14 22:04:36,216,212,WILMA.RICHARDS@sakilacustomer.org,RICHARDS
GINA,1,1,2006-02-14 22:04:36,217,213,GINA.WILLIAMSON@sakilacustomer.org,WILLIAMSON
KRISTIN,1,1,2006-02-14 22:04:36,218,214,KRISTIN.JOHNSTON@sakilacustomer.org,JOHNSTON
JESSIE,1,2,2006-02-14 22:04:36,219,215,JESSIE.BANKS@sakilacustomer.org,BANKS
NATALIE,1,1,2006-02-14 22:04:36,220,216,NATALIE.MEYER@sakilacustomer.org,MEYER
AGNES,1,2,2006-02-14 22:04:36,221,217,AGNES.BISHOP@sakilacustomer.org,BISHOP
VERA,1,1,2006-02-14 22:04:36,222,218,VERA.MCCOY@sakilacustomer.org,MCCOY
WILLIE,1,2,2006-02-14 22:04:36,223,219,WILLIE.HOWELL@sakilacustomer.org,HOWELL
CHARLENE,1,2,2006-02-14 22:04:36,224,220,CHARLENE.ALVAREZ@sakilacustomer.org,ALVAREZ
BESSIE,1,1,2006-02-14 22:04:36,225,221,BESSIE.MORRISON@sakilacustomer.org,MORRISON
DELORES,1,2,2006-02-14 22:04:36,226,222,DELORES.HANSEN@sakilacustomer.org,HANSEN
MELINDA,1,1,2006-02-14 22:04:36,227,223,MELINDA.FERNANDEZ@sakilacustomer.org,FERNANDEZ
PEARL,1,2,2006-02-14 22:04:36,228,224,PEARL.GARZA@sakilacustomer.org,GARZA
ARLENE,1,1,2006-02-14 22:04:36,229,225,ARLENE.HARVEY@sakilacustomer.org,HARVEY
MAUREEN,1,2,2006-02-14 22:04:36,230,226,MAUREEN.LITTLE@sakilacustomer.org,LITTLE
COLLEEN,1,1,2006-02-14 22:04:36,231,227,COLLEEN.BURTON@sakilacustomer.org,BURTON
ALLISON,1,2,2006-02-14 22:04:36,232,228,ALLISON.STANLEY@sakilacustomer.org,STANLEY
TAMARA,1,1,2006-02-14 22:04:36,233,229,TAMARA.NGUYEN@sakilacustomer.org,NGUYEN
JOY,1,2,2006-02-14 22:04:36,234,230,JOY.GEORGE@sakilacustomer.org,GEORGE
GEORGIA,1,1,2006-02-14 22:04:36,235,231,GEORGIA.JACOBS@sakilacustomer.org,JACOBS
CONSTANCE,1,2,2006-02-14 22:04:36,236,232,CONSTANCE.REID@sakilacustomer.org,REID
LILLIE,1,2,2006-02-14 22:04:36,237,233,LILLIE.KIM@sakilacustomer.org,KIM
CLAUDIA,1,1,2006-02-14 22:04:36,238,234,CLAUDIA.FULLER@sakilacustomer.org,FULLER
JACKIE,1,1,2006-02-14 22:04:36,239,235,JACKIE.LYNCH@sakilacustomer.org,LYNCH
MARCIA,1,1,2006-02-14 22:04:36,240,236,MARCIA.DEAN@sakilacustomer.org,DEAN
TANYA,1,1,2006-02-14 22:04:36,241,237,TANYA.GILBERT@sakilacustomer.org,GILBERT
NELLIE,1,1,2006-02-14 22:04:36,242,238,NELLIE.GARRETT@sakilacustomer.org,GARRETT
MINNIE,1,2,2006-02-14 22:04:36,243,239,MINNIE.ROMERO@sakilacustomer.org,ROMERO
MARLENE,1,1,2006-02-14 22:04:36,244,240,MARLENE.WELCH@sakilacustomer.org,WELCH
HEIDI,0,2,2006-02-14 22:04:36,245,241,HEIDI.LARSON@sakilacustomer.org,LARSON
GLENDA,1,1,2006-02-14 22:04:36,246,242,GLENDA.FRAZIER@sakilacustomer.org,FRAZIER
LYDIA,1,1,2006-02-14 22:04:36,247,243,LYDIA.BURKE@sakilacustomer.org,BURKE
VIOLA,1,2,2006-02-14 22:04:36,248,244,VIOLA.HANSON@sakilacustomer.org,HANSON
COURTNEY,1,1,2006-02-14 22:04:36,249,245,COURTNEY.DAY@sakilacustomer.org,DAY
MARIAN,1,1,2006-02-14 22:04:36,250,246,MARIAN.MENDOZA@sakilacustomer.org,MENDOZA
STELLA,1,1,2006-02-14 22:04:36,251,247,STELLA.MORENO@sakilacustomer.org,MORENO
CAROLINE,1,1,2006-02-14 22:04:36,252,248,CAROLINE.BOWMAN@sakilacustomer.org,BOWMAN
DORA,1,2,2006-02-14 22:04:36,253,249,DORA.MEDINA@sakilacustomer.org,MEDINA
JO,1,2,2006-02-14 22:04:36,254,250,JO.FOWLER@sakilacustomer.org,FOWLER
VICKIE,1,2,2006-02-14 22:04:36,255,251,VICKIE.BREWER@sakilacustomer.org,BREWER
MATTIE,1,2,2006-02-14 22:04:36,256,252,MATTIE.HOFFMAN@sakilacustomer.org,HOFFMAN
TERRY,1,1,2006-02-14 22:04:36,258,253,TERRY.CARLSON@sakilacustomer.org,CARLSON
MAXINE,1,2,2006-02-14 22:04:36,259,254,MAXINE.SILVA@sakilacustomer.org,SILVA
IRMA,1,2,2006-02-14 22:04:36,260,255,IRMA.PEARSON@sakilacustomer.org,PEARSON
