AgeID,AddLi1,PoCo,Inc,FiN,Pho,CreRa,Em,MarSt,Ag,NumChil,St,Cou,NumC,OwORF,NuCrCar,NeWo
ons37,22074 dexter upper,78230,41836.0,Vania,1-995-449-5200,401.0,Barnes & Noble,S,28.0,5.0,PA,United States of America,1.0,R,2.0,2050587.0
Sum38,1540 MURIE RUE,93770,72389.0,Niel,1-295-673-4452,609.0,EMC,U,65.0,1.0,OK,Canada,1.0,O,0.0,3579198.0
gro39,7075 glen loch drive,m4l 1n4,66486.0,ziad,1-914-675-2986,630.0,Fluor,S,20.0,0.0,WY,United States of America,3.0,O,2.0,889494.0
dil40,11237 balmoral way,22335,200185.0,Claude,,671.0,Dollar General,M,55.0,1.0,RI,United States of America,3.0,O,9.0,2205682.0
DOL41,8316 GARDEN BROOK NORTH,V6C 1T4,289215.0,AVTAR,1-825-739-0336,715.0,Lear,U,76.0,2.0,HI,United States of America,0.0,O,10.0,1140117.0
Pos42,2240 clifton lower,M6t 1h3,322484.0,Donny,1-956-713-3802,707.0,J.P. Morgan Chase & Co.,M,1.0,1.0,VA,United States of America,4.0,O,9.0,1421319.0
Mac43,20907 NOTINGHAM LOWER,95263,83458.0,Cocos,1-814-932-1579,329.0,Affinia Group Intermediate,M,3.0,2.0,OK,United States of America,4.0,O,0.0,3525204.0
che44,601 carroll lower,v5b 1p5,,ruud,1-135-443-7282,601.0,,D,100.0,3.0,Prince Edward Island,United States of America,0.0,R,8.0,468976.0
hol45,18267 state drive,32318,492407.0,Belvia,1-720-975-0667,623.0,Goldman Sachs Group,W,81.0,1.0,SD,United States of America,5.0,O,2.0,1685443.0
pfi46,9270 LEAF SOUTH,93872,346630.0,ATHAR,1-871-598-3505,376.0,E*Trade Financial,S,76.0,4.0,OH,United States of America,4.0,O,2.0,337564.0
elk47,18582 PERIMETER BOULEVARD,92824,9572.0,Cherey,1-607-222-4809,560.0,Pfizer,W,51.0,3.0,MA,Canada,1.0,O,0.0,84777.0
Lab48,9612 park stream upper,e4a 1r2,265369.0,RAZ,1-965-046-0642,693.0,Safeway,,,5.0,MD,United States of America,1.0,O,4.0,3146477.0
laf49,2803 clearwater north,H7G 1V4,104172.0,kishore,1-155-441-3579,346.0,Simon Property Group,S,58.0,2.0,Saskatchewan,United States of America,1.0,U,0.0,495277.0
Nor50,11103 BISSONNET WEST,85039,65550.0,Nelleke,,342.0,Trinity Industries,M,52.0,3.0,WA,United States of America,0.0,O,0.0,746904.0
hag51,4652 outervale lane,v6m 1q3,,sibby,1-544-132-7237,563.0,Solutia,M,91.0,0.0,OH,Canada,2.0,R,8.0,1219620.0
Bet52,341 dunbar west,X7j 1r1,,ericha,1-821-089-2089,391.0,,M,17.0,3.0,WY,United States of America,2.0,O,4.0,1718910.0
Van53,16176 vernon drive,B8b 1z5,66244.0,Janson,1-135-391-9787,381.0,A.O. Smith,S,6.0,4.0,NJ,United States of America,4.0,O,8.0,
O'L54,23131 clint way,t5d 1v4,426954.0,Dorotea,1-776-182-6215,539.0,AptarGroup,S,89.0,3.0,ND,United States of America,0.0,U,9.0,2636424.0
and55,11640 baltic upper,V6t 1r2,126891.0,Denice,1-079-780-7761,497.0,Coca-Cola,M,99.0,4.0,NC,United States of America,5.0,O,0.0,1326305.0
sta56,20796 dolores drive,91177,454196.0,Myron,1-504-346-4393,661.0,Kimberly-Clark,M,77.0,2.0,WV,Canada,4.0,O,,2241997.0
CHA57,14359 COMMERCE WEST,T5c 1t1,163940.0,Barby,1-985-538-4351,558.0,Visteon,S,,3.0,GA,United States of America,5.0,R,0.0,1542891.0
ASI58,21448 hampton boulevard,35862,365213.0,Ariella,1-254-097-9398,534.0,TECO Energy,W,90.0,1.0,Ontario,Canada,,O,,797918.0
ask59,7637 pershing way,96820,428739.0,ADEY,1-545-924-9552,373.0,Bemis,M,82.0,0.0,MA,United States of America,0.0,U,6.0,347654.0
Kik60,11529 arcana boulevard,75238,142444.0,GAYEL,1-984-233-8818,382.0,Wyeth,M,,0.0,CA,United States of America,4.0,O,8.0,2456397.0
Cha61,2700 windwood north,85769,416168.0,Man,1-528-691-1642,475.0,United Technologies,S,15.0,3.0,SD,United States of America,3.0,O,10.0,1284229.0
KIL62,22279 gramercy road,H5i 1o9,291420.0,Klara,,539.0,Clorox,D,,0.0,Saskatchewan,United States of America,2.0,O,3.0,618787.0
kin63,9828 west east,90849,413501.0,Abdalla,1-171-807-8213,711.0,Discovery Communications,M,96.0,5.0,RI,United States of America,4.0,O,6.0,1171606.0
MAL64,5935 mcafee park,43644,,bal,1-056-241-7009,606.0,Williams-Sonoma,M,38.0,,NC,United States of America,4.0,O,1.0,3983261.0
Odu65,12460 CLAYTON STREET,99213,419143.0,Romy,1-389-414-0570,494.0,Manitowoc,W,10.0,3.0,SD,United States of America,3.0,O,0.0,2328568.0
DI 66,275 3rd drive,72226,155057.0,KORAL,1-583-542-1656,309.0,Henry Schein,M,72.0,5.0,IL,United States of America,1.0,O,3.0,2078600.0
STU67,6907 FERNCLIFF CRESCENT,V6Z 1Q9,313859.0,YUKIHIKO,1-269-712-0672,630.0,Trinity Industries,M,97.0,5.0,OR,United States of America,2.0,O,3.0,2986155.0
HAM68,885 crosby lane,20082,265907.0,Khanh,1-670-102-0463,330.0,Pepsi Bottling,S,48.0,1.0,Ontario,United States of America,4.0,O,10.0,1864039.0
LIB69,2344 kalani west,35827,283481.0,Darnell,1-699-726-3895,710.0,UGI,S,97.0,0.0,FL,Canada,,O,9.0,1293721.0
ohs70,22870 LA CIENEGA STREET,99692,200635.0,feridoun,1-640-666-2876,475.0,Greif,M,73.0,0.0,NM,United States of America,4.0,R,7.0,3850114.0
HUM71,8478 green avenue,V6c 1q5,434519.0,Magdy,1-540-639-1311,596.0,Equifax,U,71.0,1.0,NE,United States of America,0.0,O,3.0,1618743.0
BRA72,23639 purdue rue,80158,392315.0,jiri,1-285-874-8492,670.0,,W,93.0,1.0,MI,United States of America,5.0,O,9.0,3383487.0
Boa73,19202 ansley park,t6d 1b6,493829.0,AILA,1-121-904-0040,722.0,Freescale Semiconductor,U,53.0,3.0,New Brunswick,United States of America,5.0,O,,2981876.0
Mcn74,11319 devonshire rue,33120,97489.0,Vincenzo,1-017-842-3201,587.0,Aleris International,U,32.0,2.0,NJ,United States of America,3.0,O,7.0,2109339.0
MAR75,23665 deerwood park,99742,,Minnnie,1-215-859-3206,609.0,,S,1.0,3.0,ND,United States of America,4.0,O,4.0,791803.0
Wil76,4855 union north,V6N 1T1,383046.0,alfonzo,1-764-520-7470,401.0,World Fuel Services,S,39.0,1.0,Saskatchewan,United States of America,0.0,O,7.0,3523678.0
Dea77,9466 SHADOWBRIAR WEST,44104,1190.0,Swandi,1-414-130-0162,335.0,R.R. Donnelley & Sons,M,77.0,0.0,KS,United States of America,4.0,,0.0,1681902.0
Hou78,3504 regency avenue,14605,85733.0,Anya,1-970-240-9990,569.0,Brinker International,U,18.0,5.0,SD,United States of America,5.0,O,7.0,3851455.0
Goy79,7281 northland lower,80076,387890.0,Enrika,1-408-684-6459,,Temple-Inland,M,70.0,2.0,FL,Canada,0.0,R,9.0,2339382.0
Mok80,12481 hayden lower,V6I 1V6,16808.0,SONJA,1-330-353-5908,679.0,Psychiatric Solutions,S,26.0,0.0,Saskatchewan,United States of America,2.0,O,7.0,
Run81,2328 gracie avenue,97307,304589.0,Liem,1-766-726-2675,356.0,Nash-Finch,M,,4.0,FL,United States of America,,,10.0,2065016.0
BEL82,4737 campbell street,46237,48506.0,COLLETTE,1-938-425-7509,308.0,AMR,S,58.0,5.0,UT,United States of America,2.0,R,9.0,2454049.0
BAE83,2401 stratmore lower,V6B 1S6,,SIAMACK,1-527-308-8874,412.0,Spartan Stores,M,43.0,4.0,WY,United States of America,0.0,O,4.0,2423395.0
MAU84,21477 JUNIPER CRESCENT,H2d 1x1,358862.0,Toshihiro,1-810-590-0635,618.0,Cigna,D,65.0,3.0,NH,United States of America,2.0,O,4.0,1342045.0
Koo85,19214 YAUPON BOULEVARD,95108,477614.0,Casey,1-274-548-2512,429.0,General Cable,S,24.0,3.0,AR,United States of America,5.0,O,5.0,861756.0
Lau86,7785 rusk boulevard,80050,175414.0,Daryn,1-649-754-4601,819.0,Dun & Bradstreet,S,79.0,1.0,CT,United States of America,3.0,O,3.0,1215349.0
Man87,18002 cantrell upper,90122,427598.0,Adrianna,1-905-932-1785,552.0,Casey's General Stores,M,48.0,1.0,VT,Canada,0.0,O,7.0,3981554.0
PIE88,23341 brookside upper,43614,368207.0,Cortney,1-031-004-7697,587.0,Jack in the Box,S,69.0,4.0,Manitoba,United States of America,0.0,O,9.0,3865937.0
Bus89,20494 ROSS WEST,61110,449944.0,Duane,1-994-812-4796,304.0,Assurant,S,91.0,1.0,NJ,United States of America,3.0,O,6.0,2804700.0
BAB90,17552 SAVANNAH NORTH,70174,166247.0,Tele,1-176-513-4041,795.0,Psychiatric Solutions,,75.0,5.0,KY,United States of America,5.0,U,4.0,3283558.0
Bur91,4462 pace crescent,90324,391165.0,Ophelia,1-072-244-6337,830.0,Danaher,S,85.0,3.0,GA,United States of America,1.0,O,2.0,450524.0
Kin92,7161 tallowood upper,s7d 1n1,165854.0,lorine,1-924-669-9328,709.0,Clorox,M,76.0,3.0,NJ,United States of America,5.0,R,3.0,
POM93,3489 silver sage west,93829,326181.0,Viole,1-598-488-3541,493.0,Boyd Gaming,S,68.0,1.0,SC,United States of America,2.0,O,8.0,
BOA94,12481 hayden lower,89116,173387.0,Nani,1-295-539-3868,680.0,Eaton,M,95.0,,TN,United States of America,3.0,O,,633760.0
Ron95,13210 3RD DRIVE,94315,301127.0,cherey,1-554-020-0267,800.0,Dynegy,M,15.0,5.0,WY,United States of America,1.0,R,,3634954.0
wei96,8899 starling lane,T5b 1u9,487230.0,Redgie,1-793-621-4566,614.0,AmeriCredit,M,17.0,5.0,Ontario,United States of America,1.0,R,4.0,799268.0
Hel97,11480 fennel south,T6b 1a5,425747.0,Yousef,1-787-267-4261,763.0,SLM,,94.0,0.0,DC,Canada,4.0,R,6.0,39093.0
mog98,7266 cherry upper,60699,401946.0,Damaris,1-668-247-1597,561.0,NV Energy,S,70.0,4.0,Alberta,United States of America,4.0,O,3.0,2705353.0
boz99,10678 ENGLEWOOD WEST,V6p 1s8,425422.0,Ilyssa,1-901-346-8890,569.0,Landstar System,S,29.0,2.0,ME,United States of America,1.0,O,4.0,3565153.0
Zah100,21181 2ND RUE,v6i 1p1,208890.0,Moselle,1-451-273-3803,634.0,Pacific Life,M,52.0,1.0,MA,United States of America,4.0,O,5.0,2832204.0
And101,22963 hanover road,79423,67880.0,Dulsea,1-129-499-9136,488.0,Textron,U,51.0,3.0,NV,United States of America,5.0,O,10.0,2194345.0
Bam102,8268 cliffbrook boulevard,H5j 1o6,133412.0,Lyndsie,1-899-319-0772,788.0,Pfizer,W,24.0,3.0,WA,Canada,2.0,O,5.0,3737140.0
fro103,5118 montview court,93761,144829.0,KESLEY,1-053-396-0441,333.0,Cigna,D,98.0,4.0,WY,United States of America,3.0,O,8.0,464753.0
Car104,17442 tallowood upper,76150,,LAUREL,1-239-665-9540,601.0,Ameren,M,59.0,1.0,NJ,United States of America,1.0,U,,596696.0
muc105,4038 WEDGEWOOD STREET,99717,143682.0,Steen,1-605-888-3403,595.0,Consolidated Edison,U,49.0,4.0,LA,Canada,3.0,O,2.0,1504753.0
gat106,20334 anaconda avenue,60608,350020.0,noel,1-630-604-2543,433.0,Occidental Petroleum,U,1.0,1.0,TX,United States of America,0.0,O,10.0,3049281.0
Sch107,5385 young west,v6w 1u4,435103.0,Tracey,1-851-862-7928,403.0,Sherwin-Williams,U,79.0,,SC,United States of America,0.0,O,10.0,247478.0
pom108,2747 SINCLAIR LANE,T5b 1t6,207768.0,Sarajane,1-065-415-5724,615.0,Affiliated Computer Services,,6.0,5.0,TX,United States of America,1.0,R,3.0,2750301.0
cuc109,8622 BROWNWAY PARK,23298,407512.0,Geoffrey,1-408-512-1007,735.0,Valassis Communications,M,70.0,4.0,MN,United States of America,0.0,O,1.0,721333.0
SUG110,18048 GREEN NORTH,32803,403366.0,loralyn,1-083-902-4184,668.0,,S,23.0,0.0,ID,United States of America,3.0,O,1.0,669440.0
Pep111,18994 country boulevard,64122,384095.0,andrei,1-568-403-7081,349.0,Smithfield Foods,M,78.0,5.0,MI,Canada,3.0,O,,2473979.0
Cha112,16063 ashland road,T6b 1h2,288969.0,javad,1-824-389-0618,654.0,,S,79.0,,OK,United States of America,4.0,,,3545170.0
SEI113,19309 mcfarlin north,22222,233665.0,Karna,1-174-210-2058,361.0,TD Ameritrade,U,72.0,3.0,UT,United States of America,2.0,O,6.0,1494871.0
GAR114,2454 cliffbrook west,T6a 1d2,147236.0,Jocelyn,1-425-503-7952,427.0,Comerica,S,31.0,0.0,PA,Canada,4.0,U,1.0,436164.0
Tou115,15865 strand west,v5d 1n9,452557.0,Elvera,1-012-389-9089,322.0,Steel Dynamics,W,86.0,3.0,New Brunswick,United States of America,0.0,O,1.0,1069481.0
Kur116,13776 east boulevard,23321,179305.0,Nessy,1-909-472-6704,792.0,Coca-Cola Enterprises,S,,0.0,UT,United States of America,2.0,R,9.0,
Her117,10570 WEIZMANN LOWER,90505,205817.0,lona,1-622-167-5411,478.0,News Corp.,U,87.0,0.0,VA,Canada,3.0,O,2.0,2957261.0
MCV118,15278 walnut hill road,19066,262711.0,RHEA,1-164-511-9338,477.0,,M,92.0,5.0,NH,United States of America,,O,1.0,228459.0
LAB119,23007 WAKEFOREST WAY,v6s 1r3,84810.0,Josefa,1-804-532-9163,449.0,Stater Bros. Holdings,M,4.0,5.0,VT,Canada,1.0,O,6.0,67267.0
but120,9088 rivas way,78769,96441.0,alikee,1-197-370-0297,466.0,BorgWarner,U,8.0,4.0,FL,United States of America,2.0,O,2.0,1087978.0
Pro121,18798 ullrich road,53769,462762.0,dolorita,1-337-042-5687,483.0,CB Richard Ellis Group,M,97.0,5.0,NC,United States of America,0.0,O,2.0,3885967.0
Irc122,18517 HULEN LOWER,H7E 1U6,141890.0,Marilyn,1-056-138-5321,588.0,Zimmer Holdings,D,,4.0,VA,United States of America,5.0,O,4.0,3271101.0
Ziv123,11474 dodd lane,e7o 1k1,156610.0,robertson,1-776-191-2031,313.0,Mohawk Industries,,40.0,5.0,DC,Canada,5.0,O,2.0,
sim124,9375 wood south,90374,164752.0,Ilsa,1-280-696-2706,647.0,Berkshire Hathaway,U,95.0,4.0,NC,United States of America,1.0,R,1.0,1999133.0
kei125,20479 wise avenue,63169,278949.0,Pen,1-857-581-6346,430.0,Saks,S,92.0,5.0,MS,United States of America,1.0,O,2.0,1100786.0
arv126,19918 ROGERS NORTH,16515,,AUBRETTE,,467.0,Gardner Denver,W,67.0,5.0,SC,United States of America,0.0,O,8.0,563992.0
Pra127,9284 coffey lower,85309,463736.0,Cole,1-716-343-0884,399.0,Hasbro,M,24.0,2.0,KS,United States of America,3.0,O,7.0,962397.0
lue128,2929 north crescent,92158,,liva,1-101-776-2496,654.0,CBS,M,26.0,3.0,VT,United States of America,2.0,O,5.0,1064169.0
Prz129,15404 queen street,33152,86667.0,Ayaz,1-769-028-0589,378.0,Synnex,S,62.0,0.0,IL,United States of America,2.0,O,3.0,2100059.0
pen130,1619 greenspoint road,83729,193470.0,YETTY,1-005-833-8970,338.0,Belden,W,37.0,1.0,FL,United States of America,5.0,O,10.0,99025.0
Gua131,21477 WARREN PARK,B8b 1z6,406379.0,Mary-michelle,1-884-215-4243,695.0,Broadcom,S,71.0,0.0,MI,United States of America,5.0,R,10.0,3865481.0
bre132,6503 ROBBINS STREET,53717,480595.0,agretha,,614.0,Reynolds American,M,29.0,3.0,Newfoundland,Canada,1.0,U,7.0,804544.0
Sav133,3958 GLEN LOCH BOULEVARD,t5c 1w7,181718.0,LOTTY,1-725-177-7815,307.0,Wells Fargo,S,89.0,5.0,ME,United States of America,4.0,O,7.0,3143356.0
ABB134,13640 ethridge lower,37245,468310.0,Kassey,1-277-496-5396,331.0,Retail Ventures,M,11.0,3.0,AL,United States of America,0.0,O,2.0,
OP135,3981 imperial lower,94401,354987.0,Adria,1-756-463-2201,638.0,AT&T,S,20.0,0.0,IN,United States of America,2.0,O,2.0,2311953.0
Mer136,13210 3rd drive,B8a 1y3,284539.0,audivox,1-261-338-7463,703.0,Wynn Resorts,W,75.0,5.0,NH,Canada,3.0,O,3.0,3120608.0
rut137,9297 THROCKMORTON SOUTH,t6b 1k2,213725.0,SUE,1-811-086-4675,302.0,Eastman Kodak,S,95.0,5.0,DC,United States of America,0.0,O,7.0,2058270.0
bem138,8935 YOUNG UPPER,85306,74195.0,Lorenza,1-338-771-1185,522.0,Aramark,U,0.0,3.0,DC,United States of America,2.0,O,,1511983.0
Pen139,3797 RUTGERS PARK,V6R 1R7,169295.0,Enzo,1-554-231-5318,,ENSCO International,M,73.0,1.0,MD,United States of America,5.0,O,,439080.0
tor140,8285 tamarind crescent,68513,307832.0,claudina,1-733-886-5227,833.0,Auto-Owners Insurance,W,39.0,0.0,Prince Edward Island,United States of America,1.0,R,5.0,921255.0
law141,20025 routh crescent,v6n 1v9,20397.0,Otha,1-267-357-1943,,Bemis,U,76.0,1.0,MD,United States of America,1.0,O,2.0,3810365.0
Bee142,4144 LAKE PARK LANE,83702,463094.0,Rodie,1-602-756-7919,664.0,Securian Financial Group,U,5.0,2.0,New Brunswick,United States of America,2.0,O,6.0,2641938.0
sch143,3375 sakowitz lane,80125,331900.0,DULCE,1-793-864-7010,789.0,Ford Motor,U,65.0,1.0,HI,United States of America,4.0,O,7.0,3857323.0
Wit144,7255 berry way,M5G 1Y7,8421.0,Win,1-637-020-2921,803.0,ConAgra Foods,S,94.0,0.0,ND,United States of America,5.0,U,0.0,1636212.0
MER145,3131 WATHAN SOUTH,80213,35780.0,Roselin,1-428-797-6325,720.0,Charter Communications,M,95.0,4.0,Nova Scotia,United States of America,4.0,,3.0,2999082.0
bia146,18440 RYAN NORTH,60737,139897.0,Malanie,1-011-549-5618,839.0,Calpine,M,28.0,0.0,ME,United States of America,1.0,R,4.0,2280820.0
Swi147,13222 glen loch road,90510,414119.0,TARYN,1-993-255-5481,621.0,Crane,D,76.0,1.0,Alberta,United States of America,4.0,O,0.0,1050866.0
bul148,7889 MURRAY WAY,92882,234035.0,MALENA,1-487-749-4448,628.0,Textron,D,81.0,4.0,VT,United States of America,5.0,O,3.0,
TYR149,7527 whale drive,98121,144405.0,Dorie,1-192-352-2184,813.0,Idearc,W,38.0,5.0,DE,Canada,3.0,O,6.0,603001.0
Fyf150,17788 eagle trace park,H2e 1x9,55441.0,Liese,1-293-442-4224,367.0,Cabela's,W,25.0,3.0,MA,United States of America,5.0,R,3.0,3368239.0
Sic151,7661 GRANT WAY,23503,392869.0,tele,1-078-502-6700,807.0,EOG Resources,D,0.0,2.0,CA,United States of America,4.0,O,10.0,1042629.0
CAS152,4806 crystal hills street,40208,402416.0,astra,1-430-909-3001,501.0,,U,61.0,4.0,Manitoba,United States of America,3.0,O,8.0,1948746.0
Cho153,4211 WILLS NORTH,75201,89984.0,marnia,1-392-455-0895,490.0,Burlington Coat Factory,U,3.0,2.0,TN,United States of America,0.0,O,10.0,3113862.0
CHA154,7524 linberg north,93852,395773.0,AMY,1-273-921-9787,321.0,Southwest Airlines,W,77.0,3.0,FL,United States of America,2.0,O,3.0,2777290.0
bei155,14266 lemming south,32312,126662.0,HAMILTON,1-012-993-4538,,RPM International,U,8.0,0.0,CA,United States of America,1.0,R,6.0,2210073.0
Ele156,1427 ADDAX LANE,90059,132008.0,Kuldip,1-890-859-4211,446.0,Amazon.com,U,34.0,1.0,CO,United States of America,4.0,O,7.0,1999684.0
o'g157,1625 fernando court,77006,417218.0,krystalle,1-080-032-3031,428.0,Neiman Marcus,M,15.0,5.0,Saskatchewan,United States of America,5.0,O,2.0,2119678.0
Kat158,335 floresta north,23224,360063.0,Stella,1-561-620-7173,423.0,Goldman Sachs Group,S,66.0,0.0,UT,United States of America,0.0,O,5.0,169808.0
Lui159,22806 garson east,10055,100516.0,Marie-josee,1-017-439-0362,499.0,Boeing,U,55.0,4.0,ME,United States of America,5.0,O,6.0,1072732.0
Kla160,5524 vermack street,35830,16814.0,Nashib,1-248-539-6621,342.0,United Refining,S,8.0,1.0,NH,United States of America,1.0,O,7.0,2261442.0
Bru161,18105 electra street,v6m 1s9,,Annette,1-611-789-5569,632.0,D.R. Horton,M,7.0,3.0,VA,United States of America,1.0,U,1.0,2234368.0
Apt162,719 holman court,22304,315962.0,LENA,1-023-151-8130,525.0,Jarden,M,97.0,1.0,TX,United States of America,3.0,O,6.0,575288.0
sch163,23553 MEMORIAL RUE,06101,299268.0,Christian,1-005-574-3523,371.0,Systemax,M,95.0,1.0,Saskatchewan,United States of America,5.0,R,9.0,1102479.0
Lan164,16759 park avenue,78756,301490.0,Morrie,1-550-487-1571,699.0,Marriott International,U,92.0,3.0,NH,United States of America,1.0,O,4.0,2995388.0
Fus165,12296 WILLIAMS LOWER,93003,36052.0,LYMAN,1-280-494-1415,435.0,Expeditors International,M,17.0,2.0,VA,United States of America,3.0,O,8.0,1147193.0
Nev166,9625 ALLEN BOULEVARD,T5D 1P2,437483.0,REUBEN,1-803-438-4141,512.0,Great Plains Energy,U,81.0,4.0,IA,United States of America,1.0,U,2.0,1136540.0
SHA167,10340 jarvis road,10108,152971.0,Hermon,1-566-299-2351,552.0,Danaher,M,13.0,,NC,Canada,5.0,O,6.0,1677669.0
Sau168,13143 goodwin lane,t5c 1l3,449495.0,Paqs,1-586-363-4189,,,M,78.0,2.0,NH,Canada,0.0,O,8.0,2160706.0
