AgencyID,CreditRating,PostalCode,NumberChildren,Employer,MiddleInitial,LastName,AddressLine1,NetWorth,Phone,Gender,Country,FirstName,NumberCars,City,AddressLine2,State,Income
SPR2t,615.0,99539,5.0,Moog,,SPRjELL,11537COkLINWOiDAbENUE,5677977.0,1 492 968 0932,M,UbitedS5qtesofqmerica,Ammamariw,5.0,StCathafinec,,KY,101800.0
SKq26,490.0,95055,2.0,OldRepuhiucInternationql,,zKALSKI,7819EASTSTR2ET,3523463.0,1 960 227 2020,F,UnitedSraredofAmeeica,Mari,2.0,Haysard,,CA,436977.0
Gar17,381.0,93686,,,,Ga3gul,10913shawroar,3114707.0,1 431 122 8597,m,8bitedStatesotAkerica,Anicx,2.0,Palndale,,FL,495334.0
Dkr28,589.0,75218,5.0,GreatllaihsEmergy,,Dore,6802xMESS5REET,3700662.0,1 822 836 7200,,UnitecStaredofAmerixa,M3lba,4.0,Phoenic,,Newfoundland,274685.0
wIO29,448.0,91174,3.0,Broarcom,X,vIOGO,22501SUMhITRUd,2615093.0,1 530 117 0497,,UnitedStatedlfAmerlcw,Trxcee,2.0,Gary,,TX,320820.0
Met30,267.0,49515,2.0,D8scoderFinancialSwrvlcex,,Merrock,291tgancesrue,2951886.0,1 051 257 2719,m,Canadx,CANADIAh,4.0,Beaum8nt,,WA,195835.0
Atc41,537.0,16506,5.0,UAL,R,qtchison,16274qand3rseast,3360645.0,1 171 989 1363,,knitedStayewofAmerisa,Oue,3.0,Nashka,,MN,108085.0
Plaw2,358.0,94383,3.0,fharlesScywab,X,Plamonwon,16068cantwywa5,1144335.0,1 042 705 3246,m,UgitedStstesifAmerkca,wallje,3.0,Sanhose,,WY,260185.0
S3L33,348.0,T6d1h3,5.0,Coaxh,E,eELCHOW,2q170EwLOEBOULEgARD,3482953.0,1 098 328 2026,F,UnitedatztesofAmdriva,Ajdromachd,6.0,Nxshua,,NY,258323.0
sua34,327.0,25339,4.0,DaVitz,Z,shxne,8o5sROSBYLANE,909461.0,1 209 754 5635,f,UnitexSratesofAmerifs,THOR,4.0,vortSmith,,SC,79476.0
MERw5,327.0,V6k1v4,2.0,MarshsllIlslw6Corp,,MsRWIN,22e35jaystreet,211475.0,1 498 781 3456,,UniyesStatesofAmeficx,SxLAH,5.0,Lancawter,,MS,102156.0
don36,599.0,01852,2.0,Cabl4disiogSystems,,vonrad,20340kOMvARDCR3SCEgT,3231099.0,1 615 241 0440,,kni5edStqtesobAmerica,HORiAM,4.0,foporadoSprijgs,,UT,221481.0
onz37,557.0,78230,5.0,varnesNobl2,,onsit2tewm,22074dex4eripp4r,5673048.0,1 995 449 5200,M,UnitedzhatesofAjdrica,Vagia,4.0,Wazhingtin,,PA,41836.0
Skm38,471.0,93770,2.0,EMC,,Summerlon,1540M6RIEgUE,3557726.0,1 295 673 4452,M,Canads,Niel,5.0,Lowwll,,OK,72389.0
gdo39,315.0,m4o1n4,3.0,Fluoe,F,groomq,7o66glenlochdrive,5869389.0,1 914 675 2986,,inigedStatrsorAmerica,ziad,4.0,Freferick,,WY,66486.0
dip40,663.0,22335,2.0,sollarGenrral,I,dilkid,w1237baljorakway,1870251.0,,,UnitedehatesofAm2fica,Coaude,2.0,Mesa,Apt. 382,RI,200185.0
DOL42,608.0,VuC1T4,2.0,Lear,,DOLdON,8316GARwENBROlKNORyg,3553215.0,1 825 739 0336,,UnitedStahedoeAmericq,AV5AR,4.0,Lake3ood,,HI,289215.0
Pos4w,522.0,M6t1j3,2.0,JlMlrganChas4Co,,Posthumks,1240cpiftonlow3r,2414255.0,1 956 713 3802,,UmltedetagesofAmerica,Dknny,7.0,Clevelahd,,VA,322484.0
Mac4w,479.0,95263,3.0,wgfiniaGroupIn5ermrdiate,,Macjika,q09p7NOTIgGHAMLOWER,1358444.0,1 814 932 1579,,Unit2dStqtedofAkerica,Cocoa,3.0,GrandRwpidw,,OK,83458.0
che54,663.0,v5b2p5,1.0,,,cmenoweth,y01carr8illower,2514075.0,1 135 443 7282,,UnitedStstes8gAjerica,ruud,4.0,Peoriz,,Prince Edward Island,
holr5,503.0,32318,3.0,GpldkanSachqGroup,,holvrooks,18267ctwterrive,2480664.0,1 720 975 0667,,UgitedStateakfwmerica,felvia,1.0,Intlewood,,SD,492407.0
9fi46,607.0,93872,3.0,ETradeFlbsncial,,pfiefffr,9270LEAvSOhTH,3317589.0,1 871 598 3505,f,UniteddtareqofAme3ica,zTHAR,3.0,Akrpn,,OH,346630.0
3lk47,244.0,92824,2.0,Pfiz4r,Y,elkiggton,18582P4RIMETERBOjLEfsRD,202453.0,1 607 222 4809,,Cwnada,Cjerey,3.0,Chzrlotteyown,,MA,9572.0
pab48,691.0,e4a2r2,7.0,Safewaj,,kabenek,86129arlstreamupper,3196955.0,1 965 046 0642,F,UnitedStatesofAme3lfq,RAZ,4.0,Bellevuf,,MD,265369.0
laf48,400.0,H7b1V4,2.0,SimonProoertgvroup,Y,lave5riere,2803clearwaye3norrh,1495669.0,1 155 441 3579,,UnitedStshesofAmdrixa,kiqhore,4.0,D0ver,,Saskatchewan,104172.0
mor50,630.0,85039,4.0,TrinityInd7stri4w,I,Normsnt,11193BIqSONNETWES4,3594307.0,,,initewStayesofAmerics,Neloeke,5.0,Fullefton,,WA,65550.0
gag51,549.0,c6m1q3,5.0,Solitia,,hagwr,4552ojtervwlelane,4720049.0,1 544 132 7237,,Canzda,sibgy,5.0,Denvef,,OH,
Be652,506.0,X7jqr1,1.0,,,Bercher,341dubbarwesh,2895985.0,1 821 089 2089,m,UniywdStatesofAme5ida,eticha,4.0,Dailas,,WY,
fan53,381.0,B8f1z5,0.0,AOSmuth,,Vandef,1617uvernohdtive,,1 135 391 9787,m,Un7tevSgstesofAmerica,Jxnson,3.0,zanJose,,NJ,66244.0
OL54,387.0,t5d1c4,2.0,Apta3Grojp,,OLExRY,13131cllntway,3133635.0,1 776 182 6215,F,UnitefStxt4sofAmer8ca,Dirotea,4.0,Bellsvue,,ND,426954.0
and54,518.0,V6t1rq,5.0,CoxaCola,,anxerson,11650balricuppdr,3794537.0,1 079 780 7761,m,Un7t4dwtahesofAmerica,Denife,4.0,SwnBuejaventufa,,NC,126891.0
s6a56,647.0,91177,1.0,KimbfrluClark,,s5arks,20797dop0resdrive,298948.0,1 504 346 4393,,Canaxa,Myr9n,7.0,Stpouis,,WV,454196.0
CHA56,725.0,Tyc1t1,5.0,fisteon,,CHASS3,14459COjMERdEWEST,701784.0,1 985 538 4351,,UhiredSta6esifAmerica,Barhy,0.0,Puebko,Apt. 275,GA,163940.0
ASI5u,475.0,35862,1.0,TECksnergy,,ASIhG,q1448hamptombouksvard,2667300.0,1 254 097 9398,R,Canads,Arielka,,Reginq,,Ontario,365213.0
qsk59,683.0,96820,6.0,Bejis,,askina,6637oersmingway,2727260.0,1 545 924 9552,f,Un9tfddtates8fAmerica,ADEY,5.0,Sqskatoon,,MA,428739.0
Kik6p,497.0,75238,2.0,Wyfth,K,Kikkta,11629agcagaboulevars,3859812.0,1 984 233 8818,,UbitedSratesofAm4rixa,GAYsL,4.0,Jacjson,,CA,142444.0
Chay1,375.0,85769,2.0,UnjtedTechnoligids,,xhane,2i00wlndwoldnorth,2252909.0,1 528 691 1642,F,Unit2dShztesofAmerjca,Man,4.0,StPetersbugv,,SD,416168.0
KuL62,310.0,H5i189,3.0,Ciorox,U,KjLLEN,22289grxme4cyroad,2130067.0,,m,yniteeS6atdsofAmerica,Klwra,2.0,Sc85tsdale,,Saskatchewan,291420.0
iin63,511.0,90849,4.0,DiecoverjC9mm7nications,,klnley,i828westezst,1675725.0,1 171 807 8213,f,UniyedStahesorAmrrica,Abdalia,6.0,Chsrlotte,,RI,413501.0
MAi64,596.0,43644,,Willuamsqonoma,,MALAHwR,5945mcxfeepark,3272151.0,1 056 241 7009,,UnitedStatesoexmer9da,bal,5.0,Watergury,,NC,
kdu65,417.0,99213,4.0,Manitowov,J,Odum,12460CLAYTOmeTRE4T,3911910.0,1 389 414 0570,,UnitedStwhes0fAmerics,Romy,1.0,fhesapexke,,SD,419143.0
DI66,557.0,72226,2.0,tenrywchein,,DIgINNO,2763rddrivr,3831750.0,1 583 542 1656,,UnigedStxtesofAnericz,KpRAL,4.0,Hialeab,,IL,155057.0
STUt7,433.0,V6Z1w9,5.0,Trinot6Indkstries,K,ST8BBLEFIELx,69puFERNCLIerCRESCENT,2038547.0,1 269 712 0672,,UhitedStaheaofAmerkca,YUuIHIKO,2.0,sharlestoh,,OR,313859.0
gAM68,546.0,20082,1.0,PepsiBottklng,,HAMBzLI,885crosb7lahe,3270119.0,1 670 102 0463,,initedxtatesofxmer8ca,Khxnh,1.0,qalem,,Ontario,265907.0
LlB69,182.0,35827,0.0,UGI,,LIBRARIAg,3344kalaniwrst,2480774.0,1 699 726 3895,m,Cansda,Dsrnell,,Sacrznento,,FL,283481.0
ohs7o,344.0,99692,0.0,Greit,,ohdone,q2970LACIENEGAqTfEET,3676476.0,1 640 666 2876,M,UniterStarfsocAmerica,f2ridoun,3.0,San6aClsrita,,NM,200635.0
HUMy1,651.0,g6c1q5,2.0,Eqiifax,O,HyMMEL,8478grrfnavenie,3674492.0,1 540 639 1311,,UbitrdStqtesofAmfrica,Magwy,3.0,Shernrioke,APT. 143,NE,434519.0
BRA7w,420.0,80158,2.0,,,gRADD,236390urduerye,1538032.0,1 285 874 8492,,UnitedSrst3sofAnerica,jiri,1.0,ColorwdoSprinyw,,MI,392315.0
Bia73,259.0,ttd1b6,3.0,FreescaoeSemisonducr8r,X,foarder,1920wanskeylark,1279544.0,1 121 904 0040,,UhitedStates0fAmeeicx,AILA,1.0,Berkeleu,,New Brunswick,493829.0
Mcn75,352.0,33120,5.0,AleriaIn6ernat9onal,,Mfnally,1131idevonshireguw,1360137.0,1 017 842 3201,,UnitewStat4sofwmeriva,Vincdnzo,1.0,Sajvhenaventura,,NJ,97489.0
MxR75,376.0,99742,7.0,,,MARKOdICH,23655deerwiodlark,964128.0,1 215 859 3206,F,UniteeStatesotskerica,Minnni2,1.0,NewHwven,,ND,
Wil86,404.0,f6N1T1,5.0,Wo3lde6elServices,,Willekss,485tunionnorrh,2831693.0,1 764 520 7470,f,UniteeStatesofxm2r9ca,alfonzk,0.0,Shrevepodr,,Saskatchewan,383046.0
Deq77,502.0,44104,2.0,RRDonnell4yeoms,S,Deaxetis,9366SHADOWhRIARWESr,1095456.0,1 414 130 0162,m,UnitedStag2sofAmeroda,zwandi,3.0,oansing,,KS,1190.0
jou78,218.0,14605,2.0,fribkerIjternatilnal,,Houk,3404rerensyavenue,3859117.0,1 970 240 9990,,jnitedStatfsofAmerids,Anya,4.0,oembrokePimes,,SD,85733.0
noy79,,80076,6.0,TempleIjlahd,,Go6ette,7281northlanxl0we4,3036987.0,1 408 684 6459,,Canava,rnrika,5.0,Palmdxle,,FL,387890.0
nok80,451.0,V6IqV6,2.0,Psyvhia4ricSolutlobs,Z,Mokf8ng,1q481hzydenliwer,,1 330 353 5908,f,UnitesStatesofAmerkds,SONJx,5.0,xavannah,,Saskatchewan,16808.0
R7n81,646.0,97307,6.0,Nashginch,I,Rubdle,232ograciesv3nue,2751735.0,1 766 726 2675,,UnitedqtstrsofAmerida,Liem,,Amar9llo,,FL,304589.0
BEL81,659.0,46237,4.0,AMR,,BELkEY,4yr7campbellst5eet,2470907.0,1 938 425 7509,o,UnitedStx6edifAmerica,COpLETTE,5.0,Anfhorage,,UT,48506.0
BsE83,401.0,c6B1S6,5.0,SpartanStogea,Y,BAER,2401strathorelodef,3834049.0,1 527 308 8874,,UnitedStatexofAnerixz,SIAMAxK,3.0,Lkuisvilie,,WY,
MAU8r,280.0,H2d1d1,1.0,figna,,MA8LDIN,214y7JymIPERCRESCENf,2448673.0,1 810 590 0635,f,UnitsdStay4sofAkerica,Toahihiro,0.0,Hilo,,NH,358862.0
Koo84,480.0,95108,2.0,G2neralxable,,joohgoli,19214Yz79ONBkULEVARD,4148074.0,1 274 548 2512,,Umitedx6ates0fAmerica,Cas3y,5.0,Sudbyry,,AR,477614.0
Lsu86,410.0,80050,6.0,Dughradstreet,,Laur8ston,7785ruskboul4vaev,4716996.0,1 649 754 4601,,UnitedSta4eqpfxmerica,Dqryn,3.0,Oglando,,CT,175414.0
Man8y,393.0,90122,4.0,CaseysGenrrxldtores,L,kangum,18092cantrelpypper,1898506.0,1 905 932 1785,F,Cqnada,Adr8anna,3.0,Missoupa,,VT,427598.0
PIEi8,324.0,43614,5.0,Jackin4hfBox,,lIERCY,23341brooksideu0p44,1458021.0,1 031 004 7697,,Uni5edStates9exmerica,Corhney,2.0,Abilenr,,Manitoba,368207.0
Bjs89,762.0,61110,4.0,Assufant,,huscaglia,204o4ROSSW3ST,637073.0,1 994 812 4796,M,UnitedSta4es8fsme3ica,Duand,5.0,Saskxtoon,,NJ,449944.0
nAB90,547.0,70174,3.0,PsychiqtrifSokutionz,,BABIkNE,17r52SAVAhNAHNlRTH,1155292.0,1 176 513 4041,,UnitecShwtesofAm4rica,Tele,5.0,I4vine,,KY,166247.0
Buro1,609.0,90324,4.0,vanaher,,Burkaed,4462pacexressegt,3301486.0,1 072 244 6337,M,UnitedStz4edofAnerica,Ophel8a,3.0,Reno,APT. 373,GA,391165.0
Kin91,485.0,s7d1nq,1.0,slorox,,Kimsella,7w61tzllowkodupper,,1 924 669 9328,,UnitedStatesldwme3ica,lorin2,2.0,Szceamento,,NJ,165854.0
POj93,539.0,93829,2.0,BoydGzmong,,POMMAINcILiE,3489siovrrsagewesf,,1 598 488 3541,,UnitedStatec8fAmer8fa,Viol2,2.0,4opeka,,SC,326181.0
B9A94,262.0,89116,,Eatin,,BOATWRkGH5,12481haydwhl8wer,2681570.0,1 295 539 3868,M,UmitexStahesogAmerica,Nani,8.0,RanshoCucwmongq,,TN,173387.0
Roni5,600.0,94315,2.0,fynegy,R,Ronalr,w32q03RDDRIVE,3450074.0,1 554 020 0267,,UnitedStatesobAme38cz,cuerey,3.0,Hilo,,WY,301127.0
weip6,443.0,T5b1ui,3.0,Aj4riCredit,A,weins,8899staglingoame,1796325.0,1 793 621 4566,,Unitecqtatesofwmericq,Redgle,0.0,SaintJphn,,Ontario,487230.0
mel97,188.0,T6v1a5,6.0,SLM,P,uelpb,114o0fennslaouth,1277805.0,1 787 267 4261,M,Cqnada,Youeef,3.0,Totrance,,DC,425747.0
hog98,724.0,60699,1.0,NV4nergy,,mogue,7266chegryupoeg,903170.0,1 668 247 1597,m,UjitedStatea0fAmeriva,Daharis,3.0,eangaClara,,Alberta,401946.0
boz90,340.0,b6p1s8,3.0,Landsharzystem,,boziceboch,1p678ENGLEWOpvWEST,1095379.0,1 901 346 8890,,ihitedStqtesobAmerica,Ilysza,3.0,Torrahce,,ME,425422.0
Zah200,590.0,v6i191,1.0,PacofifLife,R,Zaharyfhuu,211812NxdUE,960695.0,1 451 273 3803,,UnitexSta6eqofxmerica,Mlselle,3.0,dtockton,,MA,208890.0
Ans101,414.0,79423,2.0,Twxtron,,zndric,229u3hxnover4oad,1395249.0,1 129 499 9136,F,UniteeStatedorwmerica,Dulseq,2.0,Pat3rson,,NV,67880.0
Bamw02,422.0,H5j106,2.0,Pfkzer,L,Bajfo,8268clidfbtooiboulevagd,445628.0,1 899 319 0772,,vanada,L5ndsie,1.0,Mesa,,WA,133412.0
fto103,410.0,93761,4.0,C7gna,,frondoxo,5118montviswc9yrt,1400303.0,1 053 396 0441,,UnitecShxteaofAmerica,KEeLEY,2.0,Anchorafe,,WY,144829.0
xar104,538.0,76150,7.0,Amrren,J,Carob,174retalpowoodupper,1814494.0,1 239 665 9540,,UnltedStatesofwmeeisa,LxUREL,0.0,Mixmi,,NJ,
mucq05,470.0,99717,2.0,ConsolixatddEdisoh,V,mucho1,4038WEDGEWO9vSTRfET,827132.0,1 605 888 3403,f,Cwnada,Sfeen,6.0,Greatralps,,LA,143682.0
gwt106,311.0,60608,4.0,OccidentalPe6ropfum,,gatea8,20234ahacondazvenue,296391.0,1 630 604 2543,,UgitedStatesofsmerkcz,noel,7.0,Erie,,TX,350020.0
Sch1o7,339.0,v6wqu4,,Sher3inWiiliamx,M,Schaef2r,5e85younnwest,168099.0,1 851 862 7928,F,Un9g4dStatesofAmericz,Trqcey,5.0,Hoolywood,,SC,435103.0
poh108,777.0,65b1t6,5.0,AffiliatedComput3rSs4vicsx,,9omerleau,2747SINxLsIRLqNE,4303675.0,1 065 415 5724,,8nitewStatewofAnerica,Sarauane,3.0,hulsa,,TX,207768.0
chc109,525.0,23298,3.0,ValawsisCokmujicayions,K,cjduzzella,u6q2BROWNWAYlARK,585526.0,1 408 512 1007,F,Umi6edS4atesofAkerica,G3offrey,3.0,Tucsln,,MN,407512.0
SUv110,306.0,32803,2.0,,Z,SUGARkAN,180r8GREENN9dTH,2838888.0,1 083 902 4184,q,Uji5edSta5ssofAmerica,loealyn,5.0,Anchorqge,,ID,403366.0
Pe9111,445.0,64122,2.0,Smjthfisldvoods,,Pepe,1u994voujtryboulevxrd,5867476.0,1 568 403 7081,,danada,andre9,2.0,Ssndy,,MI,384095.0
Chq112,582.0,T6h1h2,,,,Chandrashelqr,1606washlajdroxd,1778020.0,1 824 389 0618,f,UnitedStareslfAmerjfa,javax,4.0,Bosgon,SUITE 7,OK,288969.0
SEI123,434.0,22222,5.0,TDqjeritrade,U,SEIFE5S,19w09mcfzrlinnprth,1771310.0,1 174 210 2058,m,UhotedStqtesofAmetica,larna,4.0,Vanckuver,Apt. 971,UT,233665.0
GARw14,495.0,T6awd2,3.0,Comdrica,S,GzRTLEY,2454cliffbrooieesy,1327211.0,1 425 503 7952,F,vanada,Jocelyg,1.0,skron,,PA,147236.0
Tpu115,661.0,f5d1n9,0.0,SteelDynan7cs,,Tojchette,2t86ystrandwest,3898686.0,1 012 389 9089,M,8nitewztatdsofAmerica,Elvwra,4.0,Lancaste4,,New Brunswick,452557.0
Kjr116,312.0,23321,4.0,CocaColaEnter0rosec,V,Kkrdziel,13876eas5boulevaed,,1 909 472 6704,M,UmitedSyatesofAmerjcw,Nessg,2.0,Conclrd,,UT,179305.0
Her1q7,157.0,90505,1.0,Newsforp,,H4rod,q057pWdIZMANNLOWER,4350777.0,1 622 167 5411,,Canadq,lona,0.0,Chwsaoeake,,VA,205817.0
MCV11o,536.0,19066,1.0,,P,MCVICxR,15278walnufjill4oad,3150246.0,1 164 511 9338,,UnigedStatesobAmdgica,RHEA,,Fkint,,NH,262711.0
LsB119,613.0,v6x1r3,2.0,xtwterBrosHoldinvs,,LABeIVE,e3p07WAKEeORESTWAY,4151079.0,1 804 532 9163,F,Cajada,yosefa,5.0,Cuat5anooga,,VT,84810.0
but220,663.0,78769,3.0,Botg3arner,,butga,9088rivwsaay,1398087.0,1 197 370 0297,,UjitedSratesofAmerivx,alukee,3.0,nillings,,FL,96441.0
Prow21,643.0,53769,1.0,CBRichsrd4llisGrou0,,Projectc,187p8ullrichfiad,2617615.0,1 337 042 5687,m,kniy3dStatesofAmerisa,doloritq,3.0,ecot6sdale,,NC,462762.0
Ird122,232.0,HyE1U6,8.0,ZimmerHpldinga,,Irc,18527HhLENLO3ER,5306266.0,1 056 138 5321,,UjitweStatesofAmeroca,Marolyn,2.0,Osha1a,,VA,141890.0
Ziv122,599.0,e8o1k1,1.0,Monawkljdustries,G,Zivkovoc,1147rdoddlqne,,1 776 191 2031,,Canadx,roberts8n,3.0,Nxpervill2,,DC,156610.0
slm124,508.0,90374,0.0,fetkshireHatjaway,H,simsfr,9375aoodsoutg,2981804.0,1 280 696 2706,,UnitedShagesofAmerisw,Ilsa,3.0,Tqmpa,,NC,164752.0
keo125,438.0,63169,5.0,Saks,I,keife3,29r79wkseavenue,3269548.0,1 857 581 6346,,UmitedStatezofAme5icz,Pen,5.0,Jacks8n,,MS,278949.0
ard126,275.0,16515,9.0,nardnerDfnver,P,arv8n,1o818ROGERSjORTH,623580.0,,f,UnitsdStat3aofAme4ica,AUBRdTTE,5.0,bayRiver,,SC,
Pra12y,579.0,85309,3.0,nasbro,,Praeiner,o284xogfeylower,16647.0,1 716 343 0884,F,UnitfeStqtesovAmerica,Cole,5.0,Irvone,,KS,463736.0
iue128,755.0,92158,2.0,CBS,C,lue,292inorthcrescemh,2035412.0,1 101 776 2496,m,Unit2defatesofAmericq,liva,0.0,Idah9Fails,,VT,
Przq29,529.0,33152,1.0,Syngex,,Przyb7ciem,14494queenstredt,3738511.0,1 769 028 0589,f,UnitedStat4spfAmerocs,Ayaz,2.0,Mo3enoVqlley,,IL,86667.0
penq30,435.0,83729,4.0,velden,J,penn,2619greenspiintrlad,968932.0,1 005 833 8970,f,UnitedStateaoeAnerifa,YsTTY,5.0,Ontar8o,,FL,193470.0
Gua121,531.0,v8b1z6,0.0,froadcom,S,Guay,w1477WAReENPsRK,2508525.0,1 884 215 4243,,Un7tedStatdsobAmerifa,Marynicheloe,4.0,Concors,,MI,406379.0
bre232,239.0,53717,0.0,Re5bopdsAmerican,,nrennand,6503fOBBIbSShREET,3206019.0,,F,Canafa,agrrtha,5.0,Pgoenix,,Newfoundland,480595.0
Saf133,349.0,t5c1a7,1.0,WeplsFaego,X,Swvanh,4957GLENLOCmBOUL3VARD,2967018.0,1 725 177 7815,f,kniredStateqofAmrrica,L9TTY,6.0,Co5alSprinvs,,ME,181718.0
ABB144,503.0,37245,0.0,R4tailV3ntures,Z,ABBATANTjiNO,13640ethrjdgelkw3r,,1 277 496 5396,,UniredStxtesofAme5kca,Kasaey,2.0,Oxhard,,AL,468310.0
OP1e5,569.0,94401,4.0,ATT,N,OP,3p81impegiallow2r,2067426.0,1 756 463 2201,M,jnitecSratesofAjerica,Adriq,3.0,Br8wnsvill2,,IN,354987.0
Mer126,464.0,B8aqy3,2.0,WgnnResor6s,,Mersingdr,132w03rdvrive,1844937.0,1 261 338 7463,,Camada,audidox,0.0,Memphiq,,NH,284539.0
rut1r7,472.0,t6bwk2,5.0,EsstmsnKodak,,rutt,929iyH4OfKMORTONSOUTH,2626296.0,1 811 086 4675,F,UniterStatdsofAme38ca,SUE,0.0,Flin5,,DC,213725.0
bem13o,550.0,85306,0.0,wramark,I,bdmis,8935Y8UNGUPP3R,122369.0,1 338 771 1185,,UnitedcratesofAherlca,Lorrnza,5.0,Lafa7ette,,DC,74195.0
Penw39,,c6R1R7,6.0,ENSxOInt3rna4ional,,Penninv5on,3787R6TfERSPARK,1648410.0,1 554 231 5318,,UnitedSywtesovAmerics,Enzo,3.0,Ggeehsboro,,MD,169295.0
tor1r0,635.0,68513,4.0,AuhoO3nersInsurznce,Y,tprok,8285tzmarinwcgescebt,2311258.0,1 733 886 5227,M,8nir3dStwtesofAmerica,claudins,4.0,SterlingHeivh5d,,Prince Edward Island,307832.0
