address_id,address,address2,district,postal_code,phone,city_id,city,country_id,country
563,1059 Yuncheng Avenue,,Vilna,47498,107092893983,570,Vilnius,56,Lithuania
495,656 Matamoros Drive,,Boyac,19489,17305839123,487,Sogamoso,24,Colombia
386,1368 Maracaíbo Boulevard,,,32716,934352415130,493,South Hill,5,Anguilla
202,955 Bamenda Way,,Ondo & Ekiti,1545,768481779568,218,Ikerre,69,Nigeria
72,57 Arlington Manor,,Madhya Pradesh,48960,990214419142,475,Shivapuri,44,India
19,419 Iligan Lane,,Madhya Pradesh,72878,990911107354,76,Bhopal,44,India
44,671 Graz Street,,Oriental,94399,680768868518,353,Nador,62,Morocco
449,1289 Belém Boulevard,,Tartumaa,88306,237368926031,530,Tartu,30,Estonia
93,1926 El Alto Avenue,,Buenos Aires,75543,846225459260,289,La Plata,6,Argentina
214,751 Lima Loop,,Aden,99405,756460337785,7,Aden,107,Yemen
109,454 Nakhon Sawan Boulevard,,Funafuti,76383,963887147572,173,Funafuti,99,Tuvalu
61,943 Tokat Street,,Vaduz,45428,889318963672,560,Vaduz,55,Liechtenstein
208,1215 Pyongyang Parkway,,Usak,25238,646237101779,557,Usak,97,Turkey
405,530 Lausanne Lane,,Texas,11067,775235029633,135,Dallas,103,United States
352,1673 Tangail Drive,,Daugavpils,26857,627924259271,137,Daugavpils,54,Latvia
296,1936 Cumaná Avenue,,Virginia,61195,976798660411,433,Roanoke,103,United States
96,984 Effon-Alaiye Avenue,,Gois,17119,132986892228,183,Goiânia,15,Brazil
284,600 Bradford Street,,East Azerbaidzan,96204,117592274996,514,Tabriz,46,Iran
83,586 Tete Way,,Kanagawa,1079,18581624103,256,Kamakura,50,Japan
600,1837 Kaduna Parkway,,Inner Mongolia,82580,640843562301,241,Jining,23,China
469,1872 Toulon Loop,,OHiggins,7939,928809465153,428,Rancagua,22,Chile
412,1639 Saarbrücken Drive,,North West,9827,328494873422,437,Rustenburg,85,South Africa
584,1819 Alessandria Loop,,Campeche,53829,377633994405,103,Carmen,60,Mexico
182,1891 Rizhao Boulevard,,São Paulo,47288,391065549876,456,Santa Bárbara d´Oeste,15,Brazil
325,1892 Nabereznyje Tšelny Lane,,Tutuila,28396,478229987054,516,Tafuna,3,American Samoa
387,401 Sucre Boulevard,,New Hampshire,25007,486395999608,322,Manchester,103,United States
585,1208 Tama Loop,,Ninawa,73605,954786054144,344,Mosul,47,Iraq
368,1658 Jastrzebie-Zdrój Loop,,Central,96584,568367775448,372,Nyeri,52,Kenya
355,469 Nakhon Sawan Street,,Tuvassia,58866,689199636560,531,Tšeboksary,80,Russian Federation
221,866 Shivapuri Manor,,Uttar Pradesh,22474,778502731092,448,Sambhal,44,India
152,1952 Pune Lane,,Saint-Denis,92150,354615066969,442,Saint-Denis,79,Réunion
285,1006 Santa Bárbara d´Oeste Manor,,Ondo & Ekiti,36229,85059738746,389,Owo,69,Nigeria
351,1157 Nyeri Loop,,Adygea,56380,262744791493,320,Maikop,80,Russian Federation
82,936 Salzburg Lane,,Uttar Pradesh,96709,875756771675,425,Rae Bareli,44,India
417,791 Salinas Street,,Punjab,40509,129953030512,208,Hoshiarpur,44,India
8,1566 Inegöl Manor,,Mandalay,53561,705814003527,349,Myingyan,64,Myanmar
381,1618 Olomouc Manor,,Kurgan,26385,96846695220,285,Kurgan,80,Russian Federation
431,1596 Acuña Parkway,,Jharkhand,70425,157133457169,418,Purnea (Purnia),44,India
505,519 Brescia Parkway,,East Java,69504,793996678771,318,Madiun,45,Indonesia
167,1287 Xi´angfan Boulevard,,Gifu,57844,819416131190,253,Kakamigahara,50,Japan
317,780 Kimberley Way,,Tabuk,17032,824396883951,515,Tabuk,82,Saudi Arabia
222,1168 Najafabad Parkway,,Kabol,40301,886649065861,251,Kabul,1,Afghanistan
432,259 Ipoh Drive,,São Paulo,64964,419009857119,189,Guarujá,15,Brazil
452,207 Cuernavaca Loop,,Tatarstan,52671,782900030287,352,Nabereznyje Tšelny,80,Russian Federation
252,1309 Weifang Street,,Florida,57338,435785045362,520,Tallahassee,103,United States
457,535 Ahmadnagar Manor,,Abu Dhabi,41136,985109775584,3,Abu Dhabi,101,United Arab Emirates
59,1697 Kowloon and New Kowloon Loop,,Moskova,57807,499352017190,49,Balašiha,80,Russian Federation
357,1641 Changhwa Place,,Nord-Ouest,37636,256546485220,52,Bamenda,19,Cameroon
137,261 Saint Louis Way,,Coahuila de Zaragoza,83401,321944036800,541,Torreón,60,Mexico
326,470 Boksburg Street,,Central,97960,908029859266,81,Birgunj,66,Nepal
370,1565 Tangail Manor,,Okinawa,45750,634445428822,377,Okinawa,50,Japan
37,127 Purnea (Purnia) Manor,,Piemonte,79388,911872220378,17,Alessandria,49,Italy
283,457 Tongliao Loop,,Bursa,56254,880756161823,222,Inegöl,97,Turkey
437,1766 Almirante Brown Street,,KwaZulu-Natal,63104,617567598243,364,Newcastle,85,South Africa
393,717 Changzhou Lane,,Southern Tagalog,21615,426255288071,104,Cavite,75,Philippines
339,503 Sogamoso Loop,,Sumqayit,49812,834626715837,505,Sumqayit,10,Azerbaijan
575,1052 Pathankot Avenue,,Sichuan,77397,128499386727,299,Leshan,23,China
313,1191 Sungai Petani Boulevard,,Missouri,9668,983259819766,262,Kansas City,103,United States
596,1759 Niznekamsk Avenue,,al-Manama,39414,864392582257,14,al-Manama,11,Bahrain
87,929 Tallahassee Loop,,Gauteng,74671,800716535041,497,Springs,85,South Africa
265,1158 Mandi Bahauddin Parkway,,Shanxi,98484,276555730211,136,Datong,23,China
396,767 Pyongyang Drive,,Osaka,83536,667736124769,229,Izumisano,50,Japan
234,1256 Bislig Boulevard,,Botosani,50598,479007229460,86,Botosani,78,Romania
542,193 Bhusawal Place,,Kang-won,9750,745267607502,539,Tonghae,86,South Korea
78,1206 Dos Quebradas Place,,São Paulo,20207,241832790687,431,Rio Claro,15,Brazil
440,722 Bradford Lane,,Shandong,90920,746251338300,249,Junan,23,China
292,1993 Tabuk Lane,,Tamil Nadu,64221,648482415405,522,Tambaram,44,India
278,144 South Hill Loop,,Guanajuato,2012,45387294817,445,Salamanca,60,Mexico
515,886 Tonghae Place,,Volgograd,19450,711928348157,259,Kamyšin,80,Russian Federation
597,32 Liaocheng Way,,Minas Gerais,1944,410877354933,248,Juiz de Fora,15,Brazil
335,587 Benguela Manor,,Illinois,91590,165450987037,42,Aurora,103,United States
117,1079 Tel Aviv-Jaffa Boulevard,,Sucre,10885,358178933857,132,Cumaná,104,Venezuela
316,746 Joliet Lane,,Kursk,94878,688485191923,286,Kursk,80,Russian Federation
73,1031 Daugavpils Parkway,,Béchar,59025,107137400143,63,Béchar,2,Algeria
22,320 Brest Avenue,,Kaduna,43331,747791594069,252,Kaduna,69,Nigeria
89,1557 Kütahya Boulevard,,England,88002,720998247660,88,Bradford,102,United Kingdom
500,362 Rajkot Lane,,Gansu,98030,962020153680,47,Baiyin,23,China
564,505 Madiun Boulevard,,Dolnoslaskie,97271,970638808606,577,Wroclaw,76,Poland
274,920 Kumbakonam Loop,,California,75090,685010736240,446,Salinas,103,United States
107,1177 Jelets Way,,Kwara & Kogi,3305,484292626944,220,Ilorin,69,Nigeria
414,1936 Lapu-Lapu Parkway,,Bauchi & Gombe,7122,653436985797,141,Deba Habe,69,Nigeria
464,76 Kermanshah Manor,,Esfahan,23343,762361821578,423,Qomsheh,46,Iran
91,1740 Portoviejo Avenue,,Sucre,29932,198123170793,480,Sincelejo,24,Colombia
81,1692 Ede Loop,,São Paulo,9223,918711376618,30,Araçatuba,15,Brazil
365,1009 Zanzibar Lane,,Arecibo,64875,102396298916,32,Arecibo,77,Puerto Rico
320,1542 Lubumbashi Boulevard,,Tel Aviv,62472,508800331065,57,Bat Yam,48,Israel
318,1774 Yaoundé Place,,Hubei,91400,613124286867,166,Ezhou,23,China
48,1998 Halifax Drive,,Lipetsk,76022,177727722820,308,Lipetsk,80,Russian Federation
229,1014 Loja Manor,,Tamil Nadu,66851,460795526514,22,Ambattur,44,India
300,661 Chisinau Lane,,Pietari,8856,816436065431,274,Kolpino,80,Russian Federation
400,1152 Citrus Heights Manor,,al-Qadarif,5239,765957414528,15,al-Qadarif,89,Sudan
441,983 Santa Fé Way,,British Colombia,47472,145720452260,565,Vancouver,20,Canada
353,381 Kabul Way,,Taipei,87272,55477302294,209,Hsichuh,92,Taiwan
312,1354 Siegen Street,,Rio de Janeiro,80184,573441801529,25,Angra dos Reis,15,Brazil
349,1516 Escobar Drive,,Tongatapu,46069,64536069371,370,Nuku´alofa,95,Tonga
458,138 Caracas Boulevard,,Zulia,16790,974433019532,326,Maracaíbo,104,Venezuela
358,1698 Southport Loop,,Hidalgo,49009,754358349853,393,Pachuca de Soto,60,Mexico
159,185 Novi Sad Place,,Bern,41778,904253967161,72,Bern,91,Switzerland
84,1888 Kabul Drive,,Oyo & Osun,20936,701457319790,217,Ife,69,Nigeria
519,962 Tama Loop,,,65952,282667506728,583,Yangor,65,Nauru
206,642 Nador Drive,,Maharashtra,3924,369050085652,77,Bhusawal,44,India
536,166 Jinchang Street,,Buenos Aires,86760,717566026669,165,Ezeiza,6,Argentina
299,32 Pudukkottai Lane,,Ohio,38834,967274728547,140,Dayton,103,United States
516,1574 Goiânia Boulevard,,Heilongjiang,39529,59634255214,502,Suihua,23,China
461,1889 Valparai Way,,Ziguinchor,75559,670370974122,600,Ziguinchor,83,Senegal
380,1519 Santiago de los Caballeros Loop,,East Kasai,22025,409315295763,348,Mwene-Ditu,25,"Congo, The Democratic Republic of the"
68,1966 Amroha Avenue,,Sichuan,70385,333489324603,139,Daxian,23,China
255,1966 Tonghae Street,,Anhalt Sachsen,36481,567359279425,198,Halle/Saale,38,Germany
228,60 Poços de Caldas Street,,Rajasthan,82338,963063788669,243,Jodhpur,44,India
373,1922 Miraj Way,,Esfahan,13203,320471479776,356,Najafabad,46,Iran
548,1658 Cumaná Loop,,Sumatera Selatan,51309,784907335610,396,Pangkal Pinang,45,Indonesia
190,435 0 Way,,West Bengali,74750,760171523969,195,Haldia,44,India
532,1427 Tabuk Place,,Florida,31342,214756839122,101,Cape Coral,103,United States
527,1993 0 Loop,,Liaoning,41214,25865528181,588,Yingkou,23,China
560,1447 Imus Place,,Gujarat,12905,62127829280,426,Rajkot,44,India
465,734 Tanshui Avenue,,Caquet,70664,366776723320,170,Florencia,24,Colombia
544,183 Haiphong Street,,Jilin,69953,488600270038,46,Baicheng,23,China
25,262 A Coruña (La Coruña) Parkway,,Dhaka,34418,892775750063,525,Tangail,12,Bangladesh
27,1780 Hino Boulevard,,Liepaja,7716,902731229323,303,Liepaja,54,Latvia
399,331 Bydgoszcz Parkway,,Asturia,966,537374465982,181,Gijón,87,Spain
127,117 Boa Vista Way,,Uttar Pradesh,6804,677976133614,566,Varanasi (Benares),44,India
341,1920 Weifang Avenue,,Uttar Pradesh,15643,869507847714,427,Rampur,44,India
314,1224 Huejutla de Reyes Boulevard,,Lombardia,70923,806016930576,91,Brescia,49,Italy
138,765 Southampton Drive,,al-Qalyubiya,4285,23712411567,421,Qalyub,29,Egypt
4,1411 Lillydale Drive,,QLD,,6172235589,576,Woodridge,8,Australia
24,1688 Okara Way,,Nothwest Border Prov,21954,144453869132,327,Mardan,72,Pakistan
561,1497 Fengshan Drive,,KwaZulu-Natal,63022,368738360376,112,Chatsworth,85,South Africa
537,958 Sagamihara Lane,,Mie,88408,427274926505,287,Kuwana,50,Japan
463,935 Aden Boulevard,,Central Java,64709,335052544020,532,Tegal,45,Indonesia
445,495 Bhimavaram Lane,,Maharashtra,3,82088937724,144,Dhule (Dhulia),44,India
195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,65387,812824036424,369,Novotšerkassk,80,Russian Federation
43,306 Antofagasta Place,,Esprito Santo,3989,378318851631,569,Vila Velha,15,Brazil
280,1980 Kamjanets-Podilskyi Street,,Illinois,89502,874337098891,404,Peoria,103,United States
15,1542 Tarlac Parkway,,Kanagawa,1027,635297277345,440,Sagamihara,50,Japan
173,1294 Firozabad Drive,,Ji´angxi,70618,161801569569,407,Pingxiang,23,China
217,1001 Miyakonojo Lane,,Taizz,67924,584316724815,518,Taizz,107,Yemen
150,879 Newcastle Way,,Michigan,90732,206841104594,499,Sterling Heights,103,United States
63,1213 Ranchi Parkway,,Karnataka,94352,800024380485,350,Mysore,44,India
337,1838 Tabriz Lane,,Dhaka,1195,38988715447,143,Dhaka,12,Bangladesh
12,478 Joliet Way,,Hamilton,77948,657282285970,200,Hamilton,68,New Zealand
92,1942 Ciparay Parkway,,Cheju,82624,978987363654,113,Cheju,86,South Korea
526,617 Klerksdorp Place,,Khanh Hoa,94707,574973479129,366,Nha Trang,105,Vietnam
497,1013 Tabuk Boulevard,,West Bengali,96203,158399646978,261,Kanchrapara,44,India
551,182 Nuku´alofa Drive,,Sumy,15414,426346224043,275,Konotop,100,Ukraine
533,556 Asunción Way,,Mogiljov,35364,338244023543,339,Mogiljov,13,Belarus
599,1895 Zhezqazghan Drive,,California,36693,137809746111,177,Garden Grove,103,United States
483,632 Usolje-Sibirskoje Parkway,,Ha Darom,73085,667648979883,36,Ashqelon,48,Israel
586,951 Springs Lane,,Central Mindanao,96115,165164761435,219,Iligan,75,Philippines
395,1337 Mit Ghamr Avenue,,Nakhon Sawan,29810,175283210378,358,Nakhon Sawan,94,Thailand
539,1332 Gaziantep Lane,,Shandong,22813,383353187467,80,Binzhou,23,China
555,1764 Jalib al-Shuyukh Parkway,,Galicia,77642,84794532510,459,Santiago de Compostela,87,Spain
467,1621 Tongliao Avenue,,Irkutsk,22173,209342540247,558,Usolje-Sibirskoje,80,Russian Federation
130,1666 Qomsheh Drive,,São Paulo,66255,582835362905,410,Poá,15,Brazil
53,725 Isesaki Place,,Mekka,74428,876295323994,237,Jedda,82,Saudi Arabia
540,949 Allende Lane,,Uttar Pradesh,67521,122981120653,24,Amroha,44,India
242,1964 Gijón Manor,,Karnataka,14408,918119601885,473,Shimoga,44,India
493,184 Mandaluyong Street,,Baja California Sur,94239,488425406814,288,La Paz,60,Mexico
279,1884 Shikarpur Avenue,,Haryana,85548,959949395183,263,Karnal,44,India
31,217 Botshabelo Place,,Southern Mindanao,49521,665356572025,138,Davao,75,Philippines
546,191 José Azueta Parkway,,Ruse,13629,932156667696,436,Ruse,17,Bulgaria
125,211 Chiayi Drive,,Uttar Pradesh,58186,665993880048,164,Etawah,44,India
174,1877 Ezhou Lane,,Rajasthan,63337,264541743403,550,Udaipur,44,India
478,1078 Stara Zagora Drive,,Aceh,69221,932992626595,301,Lhokseumawe,45,Indonesia
241,647 A Coruña (La Coruña) Street,,Chollanam,36971,792557457753,357,Naju,86,South Korea
97,832 Nakhon Sawan Manor,,Inner Mongolia,49021,275595571388,592,Zalantun,23,China
54,115 Hidalgo Parkway,,Khartum,80168,307703950263,379,Omdurman,89,Sudan
262,771 Yaoundé Manor,,Sofala,86768,245477603573,64,Beira,63,Mozambique
298,44 Najafabad Way,,Baskimaa,61391,96604821070,146,Donostia-San Sebastián,87,Spain
226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,73431,516331171356,235,Jaroslavl,80,Russian Federation
484,98 Pyongyang Boulevard,,Ohio,88749,191958435142,11,Akron,103,United States
35,33 Gorontalo Way,,West Bengali,30348,745994947458,257,Kamarhati,44,India
521,568 Dhule (Dhulia) Loop,,Coquimbo,92568,602101369463,127,Coquimbo,22,Chile
192,1166 Changhwa Street,,Caraga,58852,650752094490,62,Bayugan,75,Philippines
477,1786 Salinas Place,,Nam Ha,66546,206060652238,359,Nam Dinh,105,Vietnam
34,1668 Anápolis Street,,Taipei,50199,525255540978,316,Lungtan,92,Taiwan
188,741 Ambattur Manor,,Noord-Brabant,43310,302590383819,438,´s-Hertogenbosch,67,Netherlands
422,289 Santo André Manor,,al-Sharqiya,72410,214976066017,16,al-Qatif,82,Saudi Arabia
38,61 Tama Street,,Okayama,94065,708403338270,284,Kurashiki,50,Japan
407,1346 Mysore Drive,,Bretagne,61507,516647474029,92,Brest,34,France
7,692 Joliet Street,,Attika,83579,448477190408,38,Athenai,39,Greece
401,168 Cianjur Manor,,Saitama,73824,679095087143,228,Iwatsuki,50,Japan
212,624 Oshawa Boulevard,,West Bengali,89959,49677664184,51,Balurghat,44,India
200,1074 Binzhou Manor,,Baden-Wrttemberg,36490,331132568928,325,Mannheim,38,Germany
388,368 Huánuco Boulevard,,Namibe,17165,106439158941,360,Namibe,4,Angola
468,1844 Usak Avenue,,Nova Scotia,84461,164414772677,196,Halifax,20,Canada
470,1088 Ibirité Place,,Jalisco,88502,49084281333,595,Zapopan,60,Mexico
249,300 Junan Street,,Kyonggi,81314,890289150158,553,Uijongbu,86,South Korea
51,686 Garland Manor,,Cear,52535,69493378813,247,Juazeiro do Norte,15,Brazil
379,1133 Rizhao Avenue,,Pernambuco,2800,600264533987,572,Vitória de Santo Antão,15,Brazil
124,241 Mosul Lane,,Risaralda,76157,765345144779,147,Dos Quebradas,24,Colombia
303,898 Jining Lane,,Pohjois-Pohjanmaa,40070,161643343536,387,Oulu,33,Finland
116,793 Cam Ranh Avenue,,California,87057,824370924746,292,Lancaster,103,United States
499,1954 Kowloon and New Kowloon Way,,Chimborazo,63667,898559280434,434,Ríobamba,28,Ecuador
398,954 Lapu-Lapu Way,,Moskova,8816,737229003916,278,Korolev,80,Russian Federation
148,1027 Songkhla Manor,,Minsk,30861,563660187896,340,Molodetšno,13,Belarus
76,89 Allappuzha (Alleppey) Manor,,National Capital Reg,75444,255800440636,517,Taguig,75,Philippines
86,927 Bahía Blanca Parkway,,Krim,9495,821972242086,479,Simferopol,100,Ukraine
286,1308 Sumy Loop,,Fujian,30657,583021225407,175,Fuzhou,23,China
219,1229 Valencia Parkway,,Haskovo,99124,352679173732,498,Stara Zagora,17,Bulgaria
203,1149 A Coruña (La Coruña) Boulevard,,Haiphong,95824,470884141195,194,Haiphong,105,Vietnam
509,786 Matsue Way,,Illinois,37469,111177206479,245,Joliet,103,United States
79,1551 Rampur Lane,,Changhwa,72394,251164340471,108,Changhwa,92,Taiwan
