CreditRating,NumberCars,MiddleInitial,AgencyID,AddressLine1,Income,Phone,MaritalStatus,Employer,Age,OwnOrRentFlag,NumberCreditCards,LastName,Gender,Country,FirstName,PostalCode,NumberChildren,AddressLine2,NetWorth,State,City
441.0,5.0,,Din17,6106 ashland east,266928.0,,M,Macy's,87.0,R,0.0,Dinnin,,United States of America,KATTIE,V6j 1q8,4.0,,2787199.0,OK,Bellevue
848.0,2.0,M,De 18,1111 norden street,72444.0,1-357-207-6320,M,Gardner Denver,85.0,O,6.0,De witte,,United States of America,Roselle,43207,3.0,,2789368.0,Ontario,Detroit
843.0,3.0,,Mck19,2798 1st east,77290.0,1-462-774-1277,U,Family Dollar Stores,86.0,R,8.0,Mckeegan,m,United States of America,arlyne,V6t 1q8,3.0,,2784776.0,KY,Omaha
,2.0,P,WIN20,11358 elle lee street,395066.0,1-702-382-2898,U,,59.0,R,,WINTERS,M,United States of America,Rong-chin,94467,0.0,,288747.0,PA,Costa Mesa
300.0,5.0,,BIT21,21074 MALLORY LOWER,119283.0,1-909-554-7120,U,Sun Microsystems,94.0,O,0.0,BITTMAN,,United States of America,Darlleen,94321,3.0,,876575.0,MD,Berkeley
795.0,1.0,V,luz22,16124 weyland park,330991.0,1-752-296-7940,U,Costco Wholesale,,O,8.0,luzarraga,f,United States of America,Radoslav,C2a 4w7,1.0,,2041224.0,TX,St. Louis
367.0,4.0,S,don23,23822 marvin crescent,,1-995-554-5056,,Illinois Tool Works,5.0,U,5.0,donovan,,United States of America,Aryn,35808,0.0,,2231509.0,IN,Colorado Springs
507.0,1.0,T,Gia24,2203 valita boulevard,252031.0,1-090-303-3807,M,Southern Union,23.0,O,1.0,Giallo,,United States of America,Allisan,M5f 1v6,5.0,,3206409.0,MD,Fontana
362.0,3.0,,SPR25,11538 COLLINWOOD AVENUE,101800.0,1-492-968-0932,M,Moog,61.0,O,9.0,SPRUELL,M,United States of America,Ammamaria,99539,1.0,,3850037.0,KY,St. Catharines
527.0,0.0,,SKA26,7818 EAST STREET,436977.0,1-960-227-2020,D,Old Republic International,,O,7.0,SKALSKI,F,United States of America,Mari,95055,1.0,,528440.0,CA,Hayward
354.0,0.0,,Gar27,10013 shaw road,495334.0,1-431-122-8597,S,,51.0,O,0.0,Gargul,m,United States of America,Anica,93686,,,597140.0,FL,Palmdale
511.0,1.0,,Dor28,6802 AMES STREET,274685.0,1-822-836-7200,M,Great Plains Energy,97.0,O,1.0,Dore,,United States of America,Melba,75218,1.0,,146931.0,Newfoundland,Phoenix
412.0,2.0,X,DIO29,22501 SUMMIT RUE,320820.0,1-530-117-0497,,Broadcom,52.0,,7.0,DIOGO,,United States of America,Tracee,91174,2.0,,353495.0,TX,Gary
583.0,4.0,,Mer30,291 frances rue,195835.0,1-051-257-2719,S,Discover Financial Services,98.0,O,1.0,Merrick,m,Canada,CANADIAN,49515,0.0,,295647.0,WA,Beaumont
710.0,5.0,R,Atc31,16264 sanders east,108085.0,1-171-989-1363,U,UAL,47.0,O,5.0,Atchison,,United States of America,Oue,16506,3.0,,408941.0,MN,Nashua
380.0,2.0,X,Pla32,16068 cantey way,260185.0,1-042-705-3246,M,Charles Schwab,47.0,O,9.0,Plamondon,m,United States of America,wallie,94383,1.0,,362523.0,WY,San Jose
796.0,0.0,E,SEL33,21170 EDLOE BOULEVARD,258323.0,1-098-328-2026,M,Coach,9.0,R,2.0,SELCHOW,F,United States of America,Andromache,T6d 1b3,0.0,,2102359.0,NY,Nashua
818.0,1.0,Z,sha34,885 CROSBY LANE,79476.0,1-209-754-5635,M,DaVita,85.0,U,2.0,shane,f,United States of America,THOR,25339,3.0,,3480265.0,SC,Fort Smith
766.0,5.0,,MER35,12235 jay street,102156.0,1-498-781-3456,M,Marshall & Ilsley Corp.,81.0,U,3.0,MERWIN,,United States of America,SALAH,V6o 1v4,3.0,,3648900.0,MS,Lancaster
359.0,2.0,,con36,20340 LOMBARD CRESCENT,221481.0,1-615-241-0440,M,Cablevision Systems,0.0,O,2.0,conrad,,United States of America,HOR-LAM,01852,3.0,,1161790.0,UT,Colorado Springs
401.0,1.0,,ons37,22074 dexter upper,41836.0,1-995-449-5200,S,Barnes & Noble,28.0,R,2.0,onsiteteam,M,United States of America,Vania,78230,5.0,,2050587.0,PA,Washington
609.0,1.0,,Sum38,1540 MURIE RUE,72389.0,1-295-673-4452,U,EMC,65.0,O,0.0,Summerlin,M,Canada,Niel,93770,1.0,,3579198.0,OK,Lowell
630.0,3.0,F,gro39,7075 glen loch drive,66486.0,1-914-675-2986,S,Fluor,20.0,O,2.0,grooms,,United States of America,ziad,m4l 1n4,0.0,,889494.0,WY,Frederick
671.0,3.0,I,dil40,11237 balmoral way,200185.0,,M,Dollar General,55.0,O,9.0,dilkie,,United States of America,Claude,22335,1.0,Apt. 382,2205682.0,RI,Mesa
715.0,0.0,,DOL41,8316 GARDEN BROOK NORTH,289215.0,1-825-739-0336,U,Lear,76.0,O,10.0,DOLSON,,United States of America,AVTAR,V6C 1T4,2.0,,1140117.0,HI,Lakewood
707.0,4.0,,Pos42,2240 clifton lower,322484.0,1-956-713-3802,M,J.P. Morgan Chase & Co.,1.0,O,9.0,Posthumus,,United States of America,Donny,M6t 1h3,1.0,,1421319.0,VA,Cleveland
329.0,4.0,,Mac43,20907 NOTINGHAM LOWER,83458.0,1-814-932-1579,M,Affinia Group Intermediate,3.0,O,0.0,Machika,,United States of America,Cocos,95263,2.0,,3525204.0,OK,Grand Rapids
601.0,0.0,,che44,601 carroll lower,,1-135-443-7282,D,,100.0,R,8.0,chenoweth,,United States of America,ruud,v5b 1p5,3.0,,468976.0,Prince Edward Island,Peoria
623.0,5.0,,hol45,18267 state drive,492407.0,1-720-975-0667,W,Goldman Sachs Group,81.0,O,2.0,holbrooks,,United States of America,Belvia,32318,1.0,,1685443.0,SD,Inglewood
376.0,4.0,,pfi46,9270 LEAF SOUTH,346630.0,1-871-598-3505,S,E*Trade Financial,76.0,O,2.0,pfieffer,f,United States of America,ATHAR,93872,4.0,,337564.0,OH,Akron
560.0,1.0,Y,elk47,18582 PERIMETER BOULEVARD,9572.0,1-607-222-4809,W,Pfizer,51.0,O,0.0,elkington,,Canada,Cherey,92824,3.0,,84777.0,MA,Charlottetown
693.0,1.0,,Lab48,9612 park stream upper,265369.0,1-965-046-0642,,Safeway,,O,4.0,Labenek,F,United States of America,RAZ,e4a 1r2,5.0,,3146477.0,MD,Bellevue
346.0,1.0,Y,laf49,2803 clearwater north,104172.0,1-155-441-3579,S,Simon Property Group,58.0,U,0.0,laferriere,,United States of America,kishore,H7G 1V4,2.0,,495277.0,Saskatchewan,Dover
342.0,0.0,I,Nor50,11103 BISSONNET WEST,65550.0,,M,Trinity Industries,52.0,O,0.0,Norment,,United States of America,Nelleke,85039,3.0,,746904.0,WA,Fullerton
563.0,2.0,,hag51,4652 outervale lane,,1-544-132-7237,M,Solutia,91.0,R,8.0,hagar,,Canada,sibby,v6m 1q3,0.0,,1219620.0,OH,Denver
391.0,2.0,,Bet52,341 dunbar west,,1-821-089-2089,M,,17.0,O,4.0,Betcher,m,United States of America,ericha,X7j 1r1,3.0,,1718910.0,WY,Dallas
381.0,4.0,,Van53,16176 vernon drive,66244.0,1-135-391-9787,S,A.O. Smith,6.0,O,8.0,Van der,m,United States of America,Janson,B8b 1z5,4.0,,,NJ,San Jose
539.0,0.0,,O'L54,23131 clint way,426954.0,1-776-182-6215,S,AptarGroup,89.0,U,9.0,O'LEARY,F,United States of America,Dorotea,t5d 1v4,3.0,,2636424.0,ND,Bellevue
497.0,5.0,,and55,11640 baltic upper,126891.0,1-079-780-7761,M,Coca-Cola,99.0,O,0.0,anderson,m,United States of America,Denice,V6t 1r2,4.0,,1326305.0,NC,San Buenaventura
661.0,4.0,,sta56,20796 dolores drive,454196.0,1-504-346-4393,M,Kimberly-Clark,77.0,O,,starks,,Canada,Myron,91177,2.0,,2241997.0,WV,St. Louis
558.0,5.0,,CHA57,14359 COMMERCE WEST,163940.0,1-985-538-4351,S,Visteon,,R,0.0,CHASSE,,United States of America,Barby,T5c 1t1,3.0,Apt. 275,1542891.0,GA,Pueblo
534.0,,,ASI58,21448 hampton boulevard,365213.0,1-254-097-9398,W,TECO Energy,90.0,O,,ASING,R,Canada,Ariella,35862,1.0,,797918.0,Ontario,Regina
373.0,0.0,,ask59,7637 pershing way,428739.0,1-545-924-9552,M,Bemis,82.0,U,6.0,askins,f,United States of America,ADEY,96820,0.0,,347654.0,MA,Saskatoon
382.0,4.0,K,Kik60,11529 arcana boulevard,142444.0,1-984-233-8818,M,Wyeth,,O,8.0,Kikuta,,United States of America,GAYEL,75238,0.0,,2456397.0,CA,Jackson
475.0,3.0,,Cha61,2700 windwood north,416168.0,1-528-691-1642,S,United Technologies,15.0,O,10.0,Chane,F,United States of America,Man,85769,3.0,,1284229.0,SD,St. Petersburg
539.0,2.0,U,KIL62,22279 gramercy road,291420.0,,D,Clorox,,O,3.0,KILLEN,m,United States of America,Klara,H5i 1o9,0.0,,618787.0,Saskatchewan,Scottsdale
711.0,4.0,,kin63,9828 west east,413501.0,1-171-807-8213,M,Discovery Communications,96.0,O,6.0,kinley,f,United States of America,Abdalla,90849,5.0,,1171606.0,RI,Charlotte
606.0,4.0,,MAL64,5935 mcafee park,,1-056-241-7009,M,Williams-Sonoma,38.0,O,1.0,MALAHER,,United States of America,bal,43644,,,3983261.0,NC,Waterbury
494.0,3.0,J,Odu65,12460 CLAYTON STREET,419143.0,1-389-414-0570,W,Manitowoc,10.0,O,0.0,Odum,,United States of America,Romy,99213,3.0,,2328568.0,SD,Chesapeake
309.0,1.0,,DI 66,275 3rd drive,155057.0,1-583-542-1656,M,Henry Schein,72.0,O,3.0,DI NINNO,,United States of America,KORAL,72226,5.0,,2078600.0,IL,Hialeah
630.0,2.0,K,STU67,6907 FERNCLIFF CRESCENT,313859.0,1-269-712-0672,M,Trinity Industries,97.0,O,3.0,STUBBLEFIELD,,United States of America,YUKIHIKO,V6Z 1Q9,5.0,,2986155.0,OR,Charleston
330.0,4.0,,HAM68,885 crosby lane,265907.0,1-670-102-0463,S,Pepsi Bottling,48.0,O,10.0,HAMBALI,,United States of America,Khanh,20082,1.0,,1864039.0,Ontario,Salem
710.0,,,LIB69,2344 kalani west,283481.0,1-699-726-3895,S,UGI,97.0,O,9.0,LIBRARIAN,m,Canada,Darnell,35827,0.0,,1293721.0,FL,Sacramento
475.0,4.0,,ohs70,22870 LA CIENEGA STREET,200635.0,1-640-666-2876,M,Greif,73.0,R,7.0,ohsone,M,United States of America,feridoun,99692,0.0,,3850114.0,NM,Santa Clarita
596.0,0.0,O,HUM71,8478 green avenue,434519.0,1-540-639-1311,U,Equifax,71.0,O,3.0,HUMMEL,,United States of America,Magdy,V6c 1q5,1.0,APT. 143,1618743.0,NE,Sherbrooke
670.0,5.0,,BRA72,23639 purdue rue,392315.0,1-285-874-8492,W,,93.0,O,9.0,BRADD,,United States of America,jiri,80158,1.0,,3383487.0,MI,Colorado Springs
722.0,5.0,X,Boa73,19202 ansley park,493829.0,1-121-904-0040,U,Freescale Semiconductor,53.0,O,,Boarder,,United States of America,AILA,t6d 1b6,3.0,,2981876.0,New Brunswick,Berkeley
587.0,3.0,,Mcn74,11319 devonshire rue,97489.0,1-017-842-3201,U,Aleris International,32.0,O,7.0,Mcnally,,United States of America,Vincenzo,33120,2.0,,2109339.0,NJ,San Buenaventura
609.0,4.0,,MAR75,23665 deerwood park,,1-215-859-3206,S,,1.0,O,4.0,MARKOVICH,F,United States of America,Minnnie,99742,3.0,,791803.0,ND,New Haven
401.0,0.0,,Wil76,4855 union north,383046.0,1-764-520-7470,S,World Fuel Services,39.0,O,7.0,Willekes,f,United States of America,alfonzo,V6N 1T1,1.0,,3523678.0,Saskatchewan,Shreveport
335.0,4.0,S,Dea77,9466 SHADOWBRIAR WEST,1190.0,1-414-130-0162,M,R.R. Donnelley & Sons,77.0,,0.0,Deacetis,m,United States of America,Swandi,44104,0.0,,1681902.0,KS,Lansing
569.0,5.0,,Hou78,3504 regency avenue,85733.0,1-970-240-9990,U,Brinker International,18.0,O,7.0,Houk,,United States of America,Anya,14605,5.0,,3851455.0,SD,Pembroke Pines
,0.0,,Goy79,7281 northland lower,387890.0,1-408-684-6459,M,Temple-Inland,70.0,R,9.0,Goyette,,Canada,Enrika,80076,2.0,,2339382.0,FL,Palmdale
679.0,2.0,Z,Mok80,12481 hayden lower,16808.0,1-330-353-5908,S,Psychiatric Solutions,26.0,O,7.0,Mok-fung,f,United States of America,SONJA,V6I 1V6,0.0,,,Saskatchewan,Savannah
356.0,,I,Run81,2328 gracie avenue,304589.0,1-766-726-2675,M,Nash-Finch,,,10.0,Rundle,,United States of America,Liem,97307,4.0,,2065016.0,FL,Amarillo
308.0,2.0,,BEL82,4737 campbell street,48506.0,1-938-425-7509,S,AMR,58.0,R,9.0,BELLEY,o,United States of America,COLLETTE,46237,5.0,,2454049.0,UT,Anchorage
412.0,0.0,Y,BAE83,2401 stratmore lower,,1-527-308-8874,M,Spartan Stores,43.0,O,4.0,BAER,,United States of America,SIAMACK,V6B 1S6,4.0,,2423395.0,WY,Louisville
618.0,2.0,,MAU84,21477 JUNIPER CRESCENT,358862.0,1-810-590-0635,D,Cigna,65.0,O,4.0,MAULDIN,f,United States of America,Toshihiro,H2d 1x1,3.0,,1342045.0,NH,Hilo
429.0,5.0,,Koo85,19214 YAUPON BOULEVARD,477614.0,1-274-548-2512,S,General Cable,24.0,O,5.0,Koohgoli,,United States of America,Casey,95108,3.0,,861756.0,AR,Sudbury
819.0,3.0,,Lau86,7785 rusk boulevard,175414.0,1-649-754-4601,S,Dun & Bradstreet,79.0,O,3.0,Lauriston,,United States of America,Daryn,80050,1.0,,1215349.0,CT,Orlando
552.0,0.0,L,Man87,18002 cantrell upper,427598.0,1-905-932-1785,M,Casey's General Stores,48.0,O,7.0,Mangum,F,Canada,Adrianna,90122,1.0,,3981554.0,VT,Missoula
587.0,0.0,,PIE88,23341 brookside upper,368207.0,1-031-004-7697,S,Jack in the Box,69.0,O,9.0,PIERCY,,United States of America,Cortney,43614,4.0,,3865937.0,Manitoba,Abilene
304.0,3.0,,Bus89,20494 ROSS WEST,449944.0,1-994-812-4796,S,Assurant,91.0,O,6.0,Buscaglia,M,United States of America,Duane,61110,1.0,,2804700.0,NJ,Saskatoon
795.0,5.0,,BAB90,17552 SAVANNAH NORTH,166247.0,1-176-513-4041,,Psychiatric Solutions,75.0,U,4.0,BABIONE,,United States of America,Tele,70174,5.0,,3283558.0,KY,Irvine
830.0,1.0,,Bur91,4462 pace crescent,391165.0,1-072-244-6337,S,Danaher,85.0,O,2.0,Burkard,M,United States of America,Ophelia,90324,3.0,APT. 373,450524.0,GA,Reno
709.0,5.0,,Kin92,7161 tallowood upper,165854.0,1-924-669-9328,M,Clorox,76.0,R,3.0,Kinsella,,United States of America,lorine,s7d 1n1,3.0,,,NJ,Sacramento
493.0,2.0,,POM93,3489 silver sage west,326181.0,1-598-488-3541,S,Boyd Gaming,68.0,O,8.0,POMMAINVILLE,,United States of America,Viole,93829,1.0,,,SC,Topeka
680.0,3.0,,BOA94,12481 hayden lower,173387.0,1-295-539-3868,M,Eaton,95.0,O,,BOATWRIGHT,M,United States of America,Nani,89116,,,633760.0,TN,Rancho Cucamonga
800.0,1.0,R,Ron95,13210 3RD DRIVE,301127.0,1-554-020-0267,M,Dynegy,15.0,R,,Ronald,,United States of America,cherey,94315,5.0,,3634954.0,WY,Hilo
614.0,1.0,A,wei96,8899 starling lane,487230.0,1-793-621-4566,M,AmeriCredit,17.0,R,4.0,weihs,,United States of America,Redgie,T5b 1u9,5.0,,799268.0,Ontario,Saint John
763.0,4.0,P,Hel97,11480 fennel south,425747.0,1-787-267-4261,,SLM,94.0,R,6.0,Helpb,M,Canada,Yousef,T6b 1a5,0.0,,39093.0,DC,Torrance
561.0,4.0,,mog98,7266 cherry upper,401946.0,1-668-247-1597,S,NV Energy,70.0,O,3.0,moghe,m,United States of America,Damaris,60699,4.0,,2705353.0,Alberta,Santa Clara
569.0,1.0,,boz99,10678 ENGLEWOOD WEST,425422.0,1-901-346-8890,S,Landstar System,29.0,O,4.0,bozicevich,,United States of America,Ilyssa,V6p 1s8,2.0,,3565153.0,ME,Torrance
634.0,4.0,R,Zah100,21181 2ND RUE,208890.0,1-451-273-3803,M,Pacific Life,52.0,O,5.0,Zaharychuk,,United States of America,Moselle,v6i 1p1,1.0,,2832204.0,MA,Stockton
488.0,5.0,,And101,22963 hanover road,67880.0,1-129-499-9136,U,Textron,51.0,O,10.0,Andric,F,United States of America,Dulsea,79423,3.0,,2194345.0,NV,Paterson
788.0,2.0,L,Bam102,8268 cliffbrook boulevard,133412.0,1-899-319-0772,W,Pfizer,24.0,O,5.0,Bamfo,,Canada,Lyndsie,H5j 1o6,3.0,,3737140.0,WA,Mesa
333.0,3.0,,fro103,5118 montview court,144829.0,1-053-396-0441,D,Cigna,98.0,O,8.0,frondozo,,United States of America,KESLEY,93761,4.0,,464753.0,WY,Anchorage
601.0,1.0,J,Car104,17442 tallowood upper,,1-239-665-9540,M,Ameren,59.0,U,,Caron,,United States of America,LAUREL,76150,1.0,,596696.0,NJ,Miami
595.0,3.0,V,muc105,4038 WEDGEWOOD STREET,143682.0,1-605-888-3403,U,Consolidated Edison,49.0,O,2.0,muchow,f,Canada,Steen,99717,4.0,,1504753.0,LA,Great Falls
433.0,0.0,,gat106,20334 anaconda avenue,350020.0,1-630-604-2543,U,Occidental Petroleum,1.0,O,10.0,gateau,,United States of America,noel,60608,1.0,,3049281.0,TX,Erie
403.0,0.0,M,Sch107,5385 young west,435103.0,1-851-862-7928,U,Sherwin-Williams,79.0,O,10.0,Schaefer,F,United States of America,Tracey,v6w 1u4,,,247478.0,SC,Hollywood
615.0,1.0,,pom108,2747 SINCLAIR LANE,207768.0,1-065-415-5724,,Affiliated Computer Services,6.0,R,3.0,pomerleau,,United States of America,Sarajane,T5b 1t6,5.0,,2750301.0,TX,Tulsa
735.0,0.0,K,cuc109,8622 BROWNWAY PARK,407512.0,1-408-512-1007,M,Valassis Communications,70.0,O,1.0,cucuzzella,F,United States of America,Geoffrey,23298,4.0,,721333.0,MN,Tucson
668.0,3.0,Z,SUG110,18048 GREEN NORTH,403366.0,1-083-902-4184,S,,23.0,O,1.0,SUGARMAN,q,United States of America,loralyn,32803,0.0,,669440.0,ID,Anchorage
349.0,3.0,,Pep111,18994 country boulevard,384095.0,1-568-403-7081,M,Smithfield Foods,78.0,O,,Pepe,,Canada,andrei,64122,5.0,,2473979.0,MI,Sandy
654.0,4.0,,Cha112,16063 ashland road,288969.0,1-824-389-0618,S,,79.0,,,Chandrashekar,f,United States of America,javad,T6b 1h2,,SUITE 7,3545170.0,OK,Boston
361.0,2.0,U,SEI113,19309 mcfarlin north,233665.0,1-174-210-2058,U,TD Ameritrade,72.0,O,6.0,SEIFERS,m,United States of America,Karna,22222,3.0,Apt. 971,1494871.0,UT,Vancouver
427.0,4.0,S,GAR114,2454 cliffbrook west,147236.0,1-425-503-7952,S,Comerica,31.0,U,1.0,GARTLEY,F,Canada,Jocelyn,T6a 1d2,0.0,,436164.0,PA,Akron
322.0,0.0,,Tou115,15865 strand west,452557.0,1-012-389-9089,W,Steel Dynamics,86.0,O,1.0,Touchette,M,United States of America,Elvera,v5d 1n9,3.0,,1069481.0,New Brunswick,Lancaster
792.0,2.0,V,Kur116,13776 east boulevard,179305.0,1-909-472-6704,S,Coca-Cola Enterprises,,R,9.0,Kurdziel,M,United States of America,Nessy,23321,0.0,,,UT,Concord
478.0,3.0,,Her117,10570 WEIZMANN LOWER,205817.0,1-622-167-5411,U,News Corp.,87.0,O,2.0,Herod,,Canada,lona,90505,0.0,,2957261.0,VA,Chesapeake
477.0,,P,MCV118,15278 walnut hill road,262711.0,1-164-511-9338,M,,92.0,O,1.0,MCVICAR,,United States of America,RHEA,19066,5.0,,228459.0,NH,Flint
449.0,1.0,,LAB119,23007 WAKEFOREST WAY,84810.0,1-804-532-9163,M,Stater Bros. Holdings,4.0,O,6.0,LABFIVE,F,Canada,Josefa,v6s 1r3,5.0,,67267.0,VT,Chattanooga
466.0,2.0,,but120,9088 rivas way,96441.0,1-197-370-0297,U,BorgWarner,8.0,O,2.0,butta,,United States of America,alikee,78769,4.0,,1087978.0,FL,Billings
483.0,0.0,,Pro121,18798 ullrich road,462762.0,1-337-042-5687,M,CB Richard Ellis Group,97.0,O,2.0,Projects,m,United States of America,dolorita,53769,5.0,,3885967.0,NC,Scottsdale
588.0,5.0,,Irc122,18517 HULEN LOWER,141890.0,1-056-138-5321,D,Zimmer Holdings,,O,4.0,Irc,,United States of America,Marilyn,H7E 1U6,4.0,,3271101.0,VA,Oshawa
313.0,5.0,G,Ziv123,11474 dodd lane,156610.0,1-776-191-2031,,Mohawk Industries,40.0,O,2.0,Zivkovic,,Canada,robertson,e7o 1k1,5.0,,,DC,Naperville
647.0,1.0,H,sim124,9375 wood south,164752.0,1-280-696-2706,U,Berkshire Hathaway,95.0,R,1.0,simser,,United States of America,Ilsa,90374,4.0,,1999133.0,NC,Tampa
430.0,1.0,I,kei125,20479 wise avenue,278949.0,1-857-581-6346,S,Saks,92.0,O,2.0,keifer,,United States of America,Pen,63169,5.0,,1100786.0,MS,Jackson
467.0,0.0,P,arv126,19918 ROGERS NORTH,,,W,Gardner Denver,67.0,O,8.0,arvin,f,United States of America,AUBRETTE,16515,5.0,,563992.0,SC,Hay River
399.0,3.0,,Pra127,9284 coffey lower,463736.0,1-716-343-0884,M,Hasbro,24.0,O,7.0,Praeuner,F,United States of America,Cole,85309,2.0,,962397.0,KS,Irvine
654.0,2.0,C,lue128,2929 north crescent,,1-101-776-2496,M,CBS,26.0,O,5.0,lue,m,United States of America,liva,92158,3.0,,1064169.0,VT,Idaho Falls
378.0,2.0,,Prz129,15404 queen street,86667.0,1-769-028-0589,S,Synnex,62.0,O,3.0,Przybycien,f,United States of America,Ayaz,33152,0.0,,2100059.0,IL,Moreno Valley
338.0,5.0,J,pen130,1619 greenspoint road,193470.0,1-005-833-8970,W,Belden,37.0,O,10.0,penn,f,United States of America,YETTY,83729,1.0,,99025.0,FL,Ontario
695.0,5.0,S,Gua131,21477 WARREN PARK,406379.0,1-884-215-4243,S,Broadcom,71.0,R,10.0,Guay,,United States of America,Mary-michelle,B8b 1z6,0.0,,3865481.0,MI,Concord
614.0,1.0,,bre132,6503 ROBBINS STREET,480595.0,,M,Reynolds American,29.0,U,7.0,brennand,F,Canada,agretha,53717,3.0,,804544.0,Newfoundland,Phoenix
307.0,4.0,X,Sav133,3958 GLEN LOCH BOULEVARD,181718.0,1-725-177-7815,S,Wells Fargo,89.0,O,7.0,Savanh,f,United States of America,LOTTY,t5c 1w7,5.0,,3143356.0,ME,Coral Springs
331.0,0.0,Z,ABB134,13640 ethridge lower,468310.0,1-277-496-5396,M,Retail Ventures,11.0,O,2.0,ABBATANTUONO,,United States of America,Kassey,37245,3.0,,,AL,Oxnard
638.0,2.0,N,OP135,3981 imperial lower,354987.0,1-756-463-2201,S,AT&T,20.0,O,2.0,OP,M,United States of America,Adria,94401,0.0,,2311953.0,IN,Brownsville
703.0,3.0,,Mer136,13210 3rd drive,284539.0,1-261-338-7463,W,Wynn Resorts,75.0,O,3.0,Mersinger,,Canada,audivox,B8a 1y3,5.0,,3120608.0,NH,Memphis
302.0,0.0,,rut137,9297 THROCKMORTON SOUTH,213725.0,1-811-086-4675,S,Eastman Kodak,95.0,O,7.0,rutt,F,United States of America,SUE,t6b 1k2,5.0,,2058270.0,DC,Flint
522.0,2.0,I,bem138,8935 YOUNG UPPER,74195.0,1-338-771-1185,U,Aramark,0.0,O,,bemis,,United States of America,Lorenza,85306,3.0,,1511983.0,DC,Lafayette
,5.0,,Pen139,3797 RUTGERS PARK,169295.0,1-554-231-5318,M,ENSCO International,73.0,O,,Pennington,,United States of America,Enzo,V6R 1R7,1.0,,439080.0,MD,Greensboro
833.0,1.0,Y,tor140,8285 tamarind crescent,307832.0,1-733-886-5227,W,Auto-Owners Insurance,39.0,R,5.0,torok,M,United States of America,claudina,68513,0.0,,921255.0,Prince Edward Island,Sterling Heights
