pagamento_id,cliente_id,ppersonale_id,ammontare,data_pagamento,noleggio_id,data_noleggio,inventario_id,data_restituzione,npersonale_id,cliente_negozio_id,cliente_nome,cliente_cognome,cliente_email,cliente_indirizzo_id,cliente_attivo,cliente_data_creazione,cliente_indirizzo,cliente_indirizzo2,cliente_distretto,cliente_codice_postale,cliente_telefono,cliente_città_id,cliente_città,cliente_stato_id,cliente_stato,personale_nome,personale_cognome,personale_indirizzo_id,personale_email,personale_negozio_id,personale_attivo,personale_nomeutente,personale_password,personale_indirizzo,personale_indirizzo2,personale_distretto,personale_codice_postale,personale_telefono,personale_città_id,personale_città,personale_stato_id,personale_stato,personale_negozio_capo_personale_id,personale_negozio_indirizzo_id,personale_negozio_indirizzo,personale_negozio_indirizzo2,personale_negozio_distretto,personale_negozio_codice_postale,personale_negozio_telefono,personale_negozio_città_id,personale_negozio_città,personale_negozio_stato_id,personale_negozio_stato,personale_negozio_capo_nome,personale_negozio_capo_cognome,personale_negozio_capo_indirizzo_id,personale_negozio_capo_email,personale_negozio_capo_negozio_id,personale_negozio_capo_attivo,personale_negozio_capo_nomeutente,personale_negozio_capo_password,personale_negozio_capo_indirizzo,personale_negozio_capo_indirizzo2,personale_negozio_capo_distretto,personale_negozio_capo_codice_postale,personale_negozio_capo_telefono,personale_negozio_capo_città_id,personale_negozio_capo_città,personale_negozio_capo_stato_id,personale_negozio_capo_stato,cliente_negozio_capo_personale_id,cliente_negozio_indirizzo_id,cliente_negozio_indirizzo,cliente_negozio_indirizzo2,cliente_negozio_distretto,cliente_negozio_codice_postale,cliente_negozio_telefono,cliente_negozio_città_id,cliente_negozio_città,cliente_negozio_stato_id,cliente_negozio_stato,cliente_negozio_capo_nome,cliente_negozio_capo_cognome,cliente_negozio_capo_indirizzo_id,cliente_negozio_capo_email,cliente_negozio_capo_negozio_id,cliente_negozio_capo_attivo,cliente_negozio_capo_nomeutente,cliente_negozio_capo_password,cliente_negozio_capo_indirizzo,cliente_negozio_capo_indirizzo2,cliente_negozio_capo_distretto,cliente_negozio_capo_codice_postale,cliente_negozio_capo_telefono,cliente_negozio_capo_città_id,cliente_negozio_capo_città,cliente_negozio_capo_stato_id,cliente_negozio_capo_stato,film_id,negozio_id,film_titolo,film_descrizione,film_data_rilascio,film_lingua_id,film_lingua_originale_id,film_durata_noleggio,film_tariffa_noleggio,film_durata,film_costo_sostituzione,film_voto,film_lingua
12897,477,1,5.99,2005-07-29 22:18:12,8821,2005-07-29 22:18:12,52,2005-08-05 22:00:12,1,1,DAN,PAINE,DAN.PAINE@sakilacustomer.org,482,1,2006-02-14 22:04:37,808 Naçala-Porto Parkway,,England,41060.0,553452430707.0,500,Stockport,102,United Kingdom,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,10,2,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,1,,6,4.99,63,24.99,NC-17,English
5221,193,1,4.99,2005-06-15 11:03:24,1325,2005-06-15 11:03:24,52,2005-06-20 10:54:24,1,2,KATIE,ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,197,1,2006-02-14 22:04:36,447 Surakarta Loop,,Nyanza,10428.0,940830176580.0,271,Kisumu,52,Kenya,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,,,576,Woodridge,8,Australia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,10,2,ALADDIN CALENDAR,A Action-Packed Tale of a Man And a Lumberjack who must Reach a Feminist in Ancient China,2006,1,,6,4.99,63,24.99,NC-17,English
6698,247,1,4.99,2005-08-23 13:45:44,15783,2005-08-23 13:45:44,397,2005-08-26 09:18:44,2,1,STELLA,MORENO,STELLA.MORENO@sakilacustomer.org,251,1,2006-02-14 22:04:36,1473 Changhwa Parkway,,Mxico,75933.0,266798132374.0,124,Coacalco de Berriozábal,60,Mexico,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,88,2,BORN SPINAL,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,1,,7,4.99,179,17.99,PG,English
4159,153,1,4.99,2005-06-20 02:22:08,2893,2005-06-20 02:22:08,397,2005-06-26 21:01:08,2,2,SUZANNE,NICHOLS,SUZANNE.NICHOLS@sakilacustomer.org,157,1,2006-02-14 22:04:36,456 Escobar Way,,Jakarta Raya,36061.0,719202533520.0,232,Jakarta,45,Indonesia,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,,,576,Woodridge,8,Australia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,88,2,BORN SPINAL,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,1,,7,4.99,179,17.99,PG,English
12787,473,2,4.99,2005-07-07 00:25:29,4006,2005-07-07 00:25:29,397,2005-07-08 05:30:29,2,2,JORGE,OLIVARES,JORGE.OLIVARES@sakilacustomer.org,478,1,2006-02-14 22:04:37,1078 Stara Zagora Drive,,Aceh,69221.0,932992626595.0,301,Lhokseumawe,45,Indonesia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,,,576,Woodridge,8,Australia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,,,576,Woodridge,8,Australia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,88,2,BORN SPINAL,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,1,,7,4.99,179,17.99,PG,English
6700,248,1,4.99,2005-05-28 15:50:07,618,2005-05-28 15:50:07,4445,2005-06-01 19:45:07,1,1,CAROLINE,BOWMAN,CAROLINE.BOWMAN@sakilacustomer.org,252,1,2006-02-14 22:04:36,1309 Weifang Street,,Florida,57338.0,435785045362.0,520,Tallahassee,103,United States,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,972,1,WHISPERER GIANT,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,2006,1,,4,4.99,59,24.99,PG-13,English
6811,253,1,0.99,2005-05-28 19:25:54,648,2005-05-28 19:25:54,3476,2005-06-03 15:57:54,2,1,TERRY,CARLSON,TERRY.CARLSON@sakilacustomer.org,258,1,2006-02-14 22:04:36,752 Ondo Loop,,Miyazaki,32474.0,134673576619.0,338,Miyakonojo,50,Japan,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,762,2,SASSY PACKER,A Fast-Paced Documentary of a Dog And a Teacher who must Find a Moose in A Manhattan Penthouse,2006,1,,6,0.99,154,29.99,G,English
6956,258,1,2.99,2005-06-16 16:38:10,1743,2005-06-16 16:38:10,2777,2005-06-17 13:13:10,1,1,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,263,1,2006-02-14 22:04:36,532 Toulon Street,,Santiago,69517.0,46871694740.0,460,Santiago de los Caballeros,27,Dominican Republic,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,609,2,MUSCLE BRIGHT,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,2006,1,,7,2.99,185,23.99,G,English
6966,258,1,2.99,2005-07-28 08:09:48,7814,2005-07-28 08:09:48,2662,2005-08-01 13:14:48,2,1,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,263,1,2006-02-14 22:04:36,532 Toulon Street,,Santiago,69517.0,46871694740.0,460,Santiago de los Caballeros,27,Dominican Republic,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,584,1,MIXED DOORS,A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India,2006,1,,6,2.99,180,26.99,PG-13,English
6976,258,1,4.99,2005-08-20 01:30:56,13491,2005-08-20 01:30:56,2503,2005-08-28 23:26:56,2,1,MYRTLE,FLEMING,MYRTLE.FLEMING@sakilacustomer.org,263,1,2006-02-14 22:04:36,532 Toulon Street,,Santiago,69517.0,46871694740.0,460,Santiago de los Caballeros,27,Dominican Republic,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,550,1,MAGUIRE APACHE,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,2006,1,,6,2.99,74,22.99,NC-17,English
7018,260,1,0.99,2005-06-18 00:38:35,2178,2005-06-18 00:38:35,2950,2005-06-21 02:56:35,1,1,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,1,2006-02-14 22:04:36,1158 Mandi Bahauddin Parkway,,Shanxi,98484.0,276555730211.0,136,Datong,23,China,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,647,2,OUTFIELD MASSACRE,A Thoughtful Drama of a Husband And a Secret Agent who must Pursue a Database Administrator in Ancient India,2006,1,,4,0.99,129,18.99,NC-17,English
15386,574,1,3.99,2005-07-31 09:25:57,9759,2005-07-31 09:25:57,2950,2005-08-07 12:56:57,2,2,JULIAN,VEST,JULIAN.VEST@sakilacustomer.org,580,1,2006-02-14 22:04:37,923 Tangail Boulevard,,Tokyo-to,33384.0,315528269898.0,10,Akishima,50,Japan,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,,,576,Woodridge,8,Australia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,647,2,OUTFIELD MASSACRE,A Thoughtful Drama of a Husband And a Secret Agent who must Pursue a Database Administrator in Ancient India,2006,1,,4,0.99,129,18.99,NC-17,English
7035,260,1,0.99,2005-08-19 02:12:40,12852,2005-08-19 02:12:40,2446,2005-08-19 23:42:40,1,1,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,1,2006-02-14 22:04:36,1158 Mandi Bahauddin Parkway,,Shanxi,98484.0,276555730211.0,136,Datong,23,China,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,534,1,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,1,,5,0.99,70,18.99,PG-13,English
7038,260,1,2.99,2005-08-20 18:28:28,13966,2005-08-20 18:28:28,4520,2005-08-22 16:49:28,2,1,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,1,2006-02-14 22:04:36,1158 Mandi Bahauddin Parkway,,Shanxi,98484.0,276555730211.0,136,Datong,23,China,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,986,2,WONKA SEA,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,2006,1,,6,2.99,85,24.99,NC-17,English
6323,235,2,2.99,2005-07-06 03:57:35,3581,2005-07-06 03:57:35,4520,2005-07-07 08:07:35,2,1,JACKIE,LYNCH,JACKIE.LYNCH@sakilacustomer.org,239,1,2006-02-14 22:04:36,98 Stara Zagora Boulevard,,Valle,76448.0,610173756082.0,96,Buenaventura,24,Colombia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,,,576,Woodridge,8,Australia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,986,2,WONKA SEA,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,2006,1,,6,2.99,85,24.99,NC-17,English
2524,92,2,4.99,2005-08-02 11:52:41,11203,2005-08-02 11:52:41,4520,2005-08-10 15:52:41,2,2,TINA,SIMMONS,TINA.SIMMONS@sakilacustomer.org,96,1,2006-02-14 22:04:36,984 Effon-Alaiye Avenue,,Gois,17119.0,132986892228.0,183,Goiânia,15,Brazil,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,,,576,Woodridge,8,Australia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,,,576,Woodridge,8,Australia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,986,2,WONKA SEA,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,2006,1,,6,2.99,85,24.99,NC-17,English
7042,260,1,7.99,2005-08-21 16:54:47,14579,2005-08-21 16:54:47,1205,2005-08-28 12:35:47,1,1,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,1,2006-02-14 22:04:36,1158 Mandi Bahauddin Parkway,,Shanxi,98484.0,276555730211.0,136,Datong,23,China,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,267,2,EAGLES PANKY,A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert,2006,1,,4,4.99,140,14.99,NC-17,English
7043,260,1,6.99,2005-08-21 17:59:09,14610,2005-08-21 17:59:09,1894,2005-08-29 21:36:09,2,1,CHRISTY,VARGAS,CHRISTY.VARGAS@sakilacustomer.org,265,1,2006-02-14 22:04:36,1158 Mandi Bahauddin Parkway,,Shanxi,98484.0,276555730211.0,136,Datong,23,China,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,412,2,HEAVYWEIGHTS BEAST,A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park,2006,1,,6,4.99,102,25.99,G,English
7044,261,1,4.99,2005-05-25 00:19:27,12,2005-05-25 00:19:27,1584,2005-05-30 05:44:27,2,1,DEANNA,BYRD,DEANNA.BYRD@sakilacustomer.org,266,1,2006-02-14 22:04:36,862 Xintai Lane,,Cagayan Valley,30065.0,265153400632.0,548,Tuguegarao,75,Philippines,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,347,1,GAMES BOWFINGER,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,2006,1,,7,4.99,119,17.99,PG-13,English
12699,470,2,4.99,2005-07-09 05:28:38,5082,2005-07-09 05:28:38,1584,2005-07-10 02:46:38,2,1,GORDON,ALLARD,GORDON.ALLARD@sakilacustomer.org,475,1,2006-02-14 22:04:37,434 Ourense (Orense) Manor,,Hodeida,14122.0,562370137426.0,206,Hodeida,107,Yemen,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,2,2,28 MySQL Boulevard,,QLD,,,576,Woodridge,8,Australia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,347,1,GAMES BOWFINGER,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,2006,1,,7,4.99,119,17.99,PG-13,English
2470,91,1,4.99,2005-06-15 09:34:50,1299,2005-06-15 09:34:50,1584,2005-06-21 12:07:50,1,2,LOIS,BUTLER,LOIS.BUTLER@sakilacustomer.org,95,1,2006-02-14 22:04:36,1370 Le Mans Avenue,,Brunei and Muara,52163.0,345679835036.0,53,Bandar Seri Begawan,16,Brunei,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,1,1,47 MySakila Drive,,Alberta,,,300,Lethbridge,20,Canada,Mike,Hillyer,3,Mike.Hillyer@sakilastaff.com,1,1,Mike,8cb2237d0679ca88db6464eac60da96345513964,23 Workhaven Lane,,Alberta,,14033335568.0,300,Lethbridge,20,Canada,2,2,28 MySQL Boulevard,,QLD,,,576,Woodridge,8,Australia,Jon,Stephens,4,Jon.Stephens@sakilastaff.com,2,1,Jon,,1411 Lillydale Drive,,QLD,,6172235589.0,576,Woodridge,8,Australia,347,1,GAMES BOWFINGER,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,2006,1,,7,4.99,119,17.99,PG-13,English
