email,address2,postal_code,store_id,district,create_date,phone,first_name,city_id,customer_id,last_name,active,address_id,address
NORMA.GONZALES@sakilacustomer.org,,53182,1,Caraga,2006-02-14 22:04:36,835433605312,NORMA,82,94,GONZALES,1,98,152 Kitwe Parkway
PAULA.BRYANT@sakilacustomer.org,,22870,2,Punjab,2006-02-14 22:04:36,4764773857,PAULA,399,95,BRYANT,1,99,1697 Tanauan Lane
DIANA.ALEXANDER@sakilacustomer.org,,30695,1,Georgia,2006-02-14 22:04:36,6171054059,DIANA,41,96,ALEXANDER,1,100,1308 Arecibo Way
ANNIE.RUSSELL@sakilacustomer.org,,71986,2,Tete,2006-02-14 22:04:36,817248913162,ANNIE,534,97,RUSSELL,1,101,1599 Plock Drive
LILLIAN.GRIFFIN@sakilacustomer.org,,92265,1,Abu Dhabi,2006-02-14 22:04:36,412903167998,LILLIAN,12,98,GRIFFIN,1,102,669 Firozabad Loop
EMILY.DIAZ@sakilacustomer.org,,51540,2,Kyongsangbuk,2006-02-14 22:04:36,333339908719,EMILY,268,99,DIAZ,1,103,588 Vila Velha Manor
ROBIN.HAYES@sakilacustomer.org,,97287,1,Lipetsk,2006-02-14 22:04:36,942570536750,ROBIN,238,100,HAYES,1,104,1913 Kamakura Place
PEGGY.MYERS@sakilacustomer.org,,77459,1,Asir,2006-02-14 22:04:36,196568435814,PEGGY,2,101,MYERS,1,105,733 Mandaluyong Place
CRYSTAL.FORD@sakilacustomer.org,,49708,1,Ha Darom,2006-02-14 22:04:36,709935135487,CRYSTAL,34,102,FORD,1,106,659 Vaduz Drive
GLADYS.HAMILTON@sakilacustomer.org,,3305,1,Kwara & Kogi,2006-02-14 22:04:36,484292626944,GLADYS,220,103,HAMILTON,1,107,1177 Jelets Way
RITA.GRAHAM@sakilacustomer.org,,80720,1,Provence-Alpes-Cte,2006-02-14 22:04:36,449216226468,RITA,543,104,GRAHAM,1,108,1386 Yangor Avenue
DAWN.SULLIVAN@sakilacustomer.org,,76383,1,Funafuti,2006-02-14 22:04:36,963887147572,DAWN,173,105,SULLIVAN,1,109,454 Nakhon Sawan Boulevard
CONNIE.WALLACE@sakilacustomer.org,,78311,1,Ivanovo,2006-02-14 22:04:36,547003310357,CONNIE,225,106,WALLACE,1,110,1867 San Juan Bautista Tuxtepec Avenue
FLORENCE.WOODS@sakilacustomer.org,,9599,1,Buenos Aires,2006-02-14 22:04:36,330838016880,FLORENCE,334,107,WOODS,1,111,1532 Dzerzinsk Way
TRACY.COLE@sakilacustomer.org,,93026,1,Mxico,2006-02-14 22:04:36,371490777743,TRACY,213,108,COLE,1,112,1002 Ahmadnagar Manor
EDNA.WEST@sakilacustomer.org,,30418,2,North West,2006-02-14 22:04:36,622255216127,EDNA,273,109,WEST,1,113,682 Junan Way
TIFFANY.JORDAN@sakilacustomer.org,,61069,2,Hubei,2006-02-14 22:04:36,379804592943,TIFFANY,159,110,JORDAN,1,114,804 Elista Drive
CARMEN.OWENS@sakilacustomer.org,,75834,1,Distrito Federal,2006-02-14 22:04:36,272234298332,CARMEN,102,111,OWENS,1,115,1378 Alvorada Avenue
ROSA.REYNOLDS@sakilacustomer.org,,87057,2,California,2006-02-14 22:04:36,824370924746,ROSA,292,112,REYNOLDS,1,116,793 Cam Ranh Avenue
CINDY.FISHER@sakilacustomer.org,,10885,2,Sucre,2006-02-14 22:04:36,358178933857,CINDY,132,113,FISHER,1,117,1079 Tel Aviv-Jaffa Boulevard
GRACE.ELLIS@sakilacustomer.org,,24321,2,Nordrhein-Westfalen,2006-02-14 22:04:36,886636413768,GRACE,148,114,ELLIS,1,118,442 Rae Bareli Place
WENDY.HARRISON@sakilacustomer.org,,75149,1,Mxico,2006-02-14 22:04:36,867546627903,WENDY,365,115,HARRISON,1,119,1107 Nakhon Sawan Avenue
VICTORIA.GIBSON@sakilacustomer.org,,63502,1,Central Java,2006-02-14 22:04:36,386759646229,VICTORIA,403,116,GIBSON,1,120,544 Malm Parkway
EDITH.MCDONALD@sakilacustomer.org,,73644,1,Gujarat,2006-02-14 22:04:36,577812616052,EDITH,176,117,MCDONALD,1,121,1967 Sincelejo Place
KIM.CRUZ@sakilacustomer.org,,78625,1,Texas,2006-02-14 22:04:36,909029256431,KIM,185,118,CRUZ,1,122,333 Goinia Way
SHERRY.MARSHALL@sakilacustomer.org,,96065,1,al-Qalyubiya,2006-02-14 22:04:36,787654415858,SHERRY,476,119,MARSHALL,1,123,1987 Coacalco de Berriozbal Loop
SYLVIA.ORTIZ@sakilacustomer.org,,76157,2,Risaralda,2006-02-14 22:04:36,765345144779,SYLVIA,147,120,ORTIZ,1,124,241 Mosul Lane
JOSEPHINE.GOMEZ@sakilacustomer.org,,58186,1,Uttar Pradesh,2006-02-14 22:04:36,665993880048,JOSEPHINE,164,121,GOMEZ,1,125,211 Chiayi Drive
THELMA.MURRAY@sakilacustomer.org,,64615,1,Lima,2006-02-14 22:04:36,937222955822,THELMA,305,122,MURRAY,1,126,1175 Tanauan Way
SHANNON.FREEMAN@sakilacustomer.org,,6804,2,Uttar Pradesh,2006-02-14 22:04:36,677976133614,SHANNON,566,123,FREEMAN,1,127,117 Boa Vista Way
SHEILA.WELLS@sakilacustomer.org,,45142,1,Ktahya,2006-02-14 22:04:36,614935229095,SHEILA,281,124,WELLS,0,128,848 Tafuna Manor
ETHEL.WEBB@sakilacustomer.org,,60304,1,Gauteng,2006-02-14 22:04:36,490211944645,ETHEL,85,125,WEBB,1,129,569 Baicheng Lane
ELLEN.SIMPSON@sakilacustomer.org,,66255,1,So Paulo,2006-02-14 22:04:36,582835362905,ELLEN,410,126,SIMPSON,1,130,1666 Qomsheh Drive
ELAINE.STEVENS@sakilacustomer.org,,8439,2,Smolensk,2006-02-14 22:04:36,237426099212,ELAINE,484,127,STEVENS,1,131,801 Hagonoy Drive
MARJORIE.TUCKER@sakilacustomer.org,,4999,1,Slaskie,2006-02-14 22:04:36,973047364353,MARJORIE,236,128,TUCKER,1,132,1050 Garden Grove Avenue
CARRIE.PORTER@sakilacustomer.org,,15819,1,Shandong,2006-02-14 22:04:36,509492324775,CARRIE,302,129,PORTER,1,133,1854 Tieli Street
CHARLOTTE.HUNTER@sakilacustomer.org,,82639,1,Gois,2006-02-14 22:04:36,935448624185,CHARLOTTE,190,130,HUNTER,1,134,758 Junan Lane
MONICA.HICKS@sakilacustomer.org,,14014,2,Taka-Karpatia,2006-02-14 22:04:36,252265130067,MONICA,345,131,HICKS,1,135,1752 So Leopoldo Parkway
ESTHER.CRAWFORD@sakilacustomer.org,,49757,2,Free State,2006-02-14 22:04:36,707169393853,ESTHER,87,132,CRAWFORD,1,136,898 Belm Manor
PAULINE.HENRY@sakilacustomer.org,,83401,1,Coahuila de Zaragoza,2006-02-14 22:04:36,321944036800,PAULINE,541,133,HENRY,1,137,261 Saint Louis Way
EMMA.BOYD@sakilacustomer.org,,4285,1,al-Qalyubiya,2006-02-14 22:04:36,23712411567,EMMA,421,134,BOYD,1,138,765 Southampton Drive
JUANITA.MASON@sakilacustomer.org,,5892,2,Maharashtra,2006-02-14 22:04:36,90921003005,JUANITA,417,135,MASON,1,139,943 Johannesburg Avenue
ANITA.MORALES@sakilacustomer.org,,81691,2,Karnataka,2006-02-14 22:04:36,146497509724,ANITA,211,136,MORALES,1,140,788 Atinsk Street
RHONDA.KENNEDY@sakilacustomer.org,,11044,2,Gelderland,2006-02-14 22:04:36,963369996279,RHONDA,29,137,KENNEDY,1,141,1749 Daxian Place
HAZEL.WARREN@sakilacustomer.org,,85769,1,Inner Mongolia,2006-02-14 22:04:36,468060467018,HAZEL,207,138,WARREN,1,142,1587 Sullana Lane
AMBER.DIXON@sakilacustomer.org,,57519,1,Ynlin,2006-02-14 22:04:36,33173584456,AMBER,542,139,DIXON,1,143,1029 Dzerzinsk Manor
EVA.RAMOS@sakilacustomer.org,,13377,1,Tennessee,2006-02-14 22:04:36,9099941466,EVA,123,140,RAMOS,1,144,1666 Beni-Mellal Place
DEBBIE.REYES@sakilacustomer.org,,93762,1,Hiroshima,2006-02-14 22:04:36,581852137991,DEBBIE,172,141,REYES,1,145,928 Jaffna Loop
APRIL.BURNS@sakilacustomer.org,,60562,1,Scotland,2006-02-14 22:04:36,581174211853,APRIL,149,142,BURNS,1,146,483 Ljubertsy Parkway
LESLIE.GORDON@sakilacustomer.org,,97700,1,Kilis,2006-02-14 22:04:36,923261616249,LESLIE,266,143,GORDON,1,147,374 Bat Yam Boulevard
CLARA.SHAW@sakilacustomer.org,,30861,1,Minsk,2006-02-14 22:04:36,563660187896,CLARA,340,144,SHAW,1,148,1027 Songkhla Manor
LUCILLE.HOLMES@sakilacustomer.org,,3439,1,Gauteng,2006-02-14 22:04:36,918032330119,LUCILLE,491,145,HOLMES,1,149,999 Sanaa Loop
JAMIE.RICE@sakilacustomer.org,,90732,1,Michigan,2006-02-14 22:04:36,206841104594,JAMIE,499,146,RICE,1,150,879 Newcastle Way
JOANNE.ROBERTSON@sakilacustomer.org,,99457,2,Saitama,2006-02-14 22:04:36,597815221267,JOANNE,555,147,ROBERTSON,1,151,1337 Lincoln Parkway
ELEANOR.HUNT@sakilacustomer.org,,92150,1,Saint-Denis,2006-02-14 22:04:36,354615066969,ELEANOR,442,148,HUNT,1,152,1952 Pune Lane
VALERIE.BLACK@sakilacustomer.org,,25545,1,Massachusetts,2006-02-14 22:04:36,885899703621,VALERIE,94,149,BLACK,1,153,782 Mosul Street
DANIELLE.DANIELS@sakilacustomer.org,,95444,2,Michoacn de Ocampo,2006-02-14 22:04:36,632316273199,DANIELLE,202,150,DANIELS,1,154,781 Shimonoseki Drive
MEGAN.PALMER@sakilacustomer.org,,77777,2,Shandong,2006-02-14 22:04:36,189446090264,MEGAN,291,151,PALMER,1,155,1560 Jelets Boulevard
ALICIA.MILLS@sakilacustomer.org,,64863,1,Assam,2006-02-14 22:04:36,761379480249,ALICIA,354,152,MILLS,1,156,1963 Moscow Place
SUZANNE.NICHOLS@sakilacustomer.org,,36061,2,Jakarta Raya,2006-02-14 22:04:36,719202533520,SUZANNE,232,153,NICHOLS,1,157,456 Escobar Way
MICHELE.GRANT@sakilacustomer.org,,76990,2,Shanxi,2006-02-14 22:04:36,499408708580,MICHELE,590,154,GRANT,1,158,798 Cianjur Avenue
GAIL.KNIGHT@sakilacustomer.org,,41778,1,Bern,2006-02-14 22:04:36,904253967161,GAIL,72,155,KNIGHT,1,159,185 Novi Sad Place
BERTHA.FERGUSON@sakilacustomer.org,,21294,1,Ondo & Ekiti,2006-02-14 22:04:36,889538496300,BERTHA,381,156,FERGUSON,1,160,1367 Yantai Manor
DARLENE.ROSE@sakilacustomer.org,,53502,2,Pyongyang-si,2006-02-14 22:04:36,368899174225,DARLENE,420,157,ROSE,1,161,1386 Nakhon Sawan Boulevard
VERONICA.STONE@sakilacustomer.org,,66639,1,North Carolina,2006-02-14 22:04:36,170117068815,VERONICA,187,158,STONE,1,162,369 Papeete Way
JILL.HAWKINS@sakilacustomer.org,,81037,1,North Austria,2006-02-14 22:04:36,931059836497,JILL,307,159,HAWKINS,1,163,1440 Compton Place
ERIN.DUNN@sakilacustomer.org,,81511,2,Moskova,2006-02-14 22:04:36,149981248346,ERIN,310,160,DUNN,1,164,1623 Baha Blanca Manor
GERALDINE.PERKINS@sakilacustomer.org,,44660,1,Tel Aviv,2006-02-14 22:04:36,177167004331,GERALDINE,533,161,PERKINS,1,165,97 Shimoga Avenue
LAUREN.HUDSON@sakilacustomer.org,,22853,2,Pays de la Loire,2006-02-14 22:04:36,168476538960,LAUREN,297,162,HUDSON,1,166,1740 Le Mans Loop
CATHY.SPENCER@sakilacustomer.org,,57844,1,Gifu,2006-02-14 22:04:36,819416131190,CATHY,253,163,SPENCER,1,167,1287 Xiangfan Boulevard
JOANN.GARDNER@sakilacustomer.org,,3313,2,Adana,2006-02-14 22:04:36,697151428760,JOANN,529,164,GARDNER,1,168,842 Salzburg Lane
LORRAINE.STEPHENS@sakilacustomer.org,,62250,2,Xinxiang,2006-02-14 22:04:36,935508855935,LORRAINE,199,165,STEPHENS,1,169,154 Tallahassee Loop
