AgencyID,Gender,MiddleInitial,Employer,State,Age,AddressLine2,OwnOrRentFlag,Income,City,NumberCars,NumberCreditCards,NetWorth,MaritalStatus,FirstName,LastName,AddressLine1,PostalCode
Mac43,,,Affinia Group Intermediate,OK,3.0,,O,83458.0,Grand Rapids,4.0,0.0,3525204.0,M,Cocos,Machika,20907 NOTINGHAM LOWER,95263
che44,,,,Prince Edward Island,100.0,,R,,Peoria,0.0,8.0,468976.0,D,ruud,chenoweth,601 carroll lower,v5b 1p5
hol45,,,Goldman Sachs Group,SD,81.0,,O,492407.0,Inglewood,5.0,2.0,1685443.0,W,Belvia,holbrooks,18267 state drive,32318
pfi46,f,,E*Trade Financial,OH,76.0,,O,346630.0,Akron,4.0,2.0,337564.0,S,ATHAR,pfieffer,9270 LEAF SOUTH,93872
elk47,,Y,Pfizer,MA,51.0,,O,9572.0,Charlottetown,1.0,0.0,84777.0,W,Cherey,elkington,18582 PERIMETER BOULEVARD,92824
Lab48,F,,Safeway,MD,,,O,265369.0,Bellevue,1.0,4.0,3146477.0,,RAZ,Labenek,9612 park stream upper,e4a 1r2
laf49,,Y,Simon Property Group,Saskatchewan,58.0,,U,104172.0,Dover,1.0,0.0,495277.0,S,kishore,laferriere,2803 clearwater north,H7G 1V4
Nor50,,I,Trinity Industries,WA,52.0,,O,65550.0,Fullerton,0.0,0.0,746904.0,M,Nelleke,Norment,11103 BISSONNET WEST,85039
hag51,,,Solutia,OH,91.0,,R,,Denver,2.0,8.0,1219620.0,M,sibby,hagar,4652 outervale lane,v6m 1q3
Bet52,m,,,WY,17.0,,O,,Dallas,2.0,4.0,1718910.0,M,ericha,Betcher,341 dunbar west,X7j 1r1
Van53,m,,A.O. Smith,NJ,6.0,,O,66244.0,San Jose,4.0,8.0,,S,Janson,Van der,16176 vernon drive,B8b 1z5
O'L54,F,,AptarGroup,ND,89.0,,U,426954.0,Bellevue,0.0,9.0,2636424.0,S,Dorotea,O'LEARY,23131 clint way,t5d 1v4
and55,m,,Coca-Cola,NC,99.0,,O,126891.0,San Buenaventura,5.0,0.0,1326305.0,M,Denice,anderson,11640 baltic upper,V6t 1r2
sta56,,,Kimberly-Clark,WV,77.0,,O,454196.0,St. Louis,4.0,,2241997.0,M,Myron,starks,20796 dolores drive,91177
CHA57,,,Visteon,GA,,Apt. 275,R,163940.0,Pueblo,5.0,0.0,1542891.0,S,Barby,CHASSE,14359 COMMERCE WEST,T5c 1t1
ASI58,R,,TECO Energy,Ontario,90.0,,O,365213.0,Regina,,,797918.0,W,Ariella,ASING,21448 hampton boulevard,35862
ask59,f,,Bemis,MA,82.0,,U,428739.0,Saskatoon,0.0,6.0,347654.0,M,ADEY,askins,7637 pershing way,96820
Kik60,,K,Wyeth,CA,,,O,142444.0,Jackson,4.0,8.0,2456397.0,M,GAYEL,Kikuta,11529 arcana boulevard,75238
Cha61,F,,United Technologies,SD,15.0,,O,416168.0,St. Petersburg,3.0,10.0,1284229.0,S,Man,Chane,2700 windwood north,85769
KIL62,m,U,Clorox,Saskatchewan,,,O,291420.0,Scottsdale,2.0,3.0,618787.0,D,Klara,KILLEN,22279 gramercy road,H5i 1o9
kin63,f,,Discovery Communications,RI,96.0,,O,413501.0,Charlotte,4.0,6.0,1171606.0,M,Abdalla,kinley,9828 west east,90849
MAL64,,,Williams-Sonoma,NC,38.0,,O,,Waterbury,4.0,1.0,3983261.0,M,bal,MALAHER,5935 mcafee park,43644
Odu65,,J,Manitowoc,SD,10.0,,O,419143.0,Chesapeake,3.0,0.0,2328568.0,W,Romy,Odum,12460 CLAYTON STREET,99213
DI 66,,,Henry Schein,IL,72.0,,O,155057.0,Hialeah,1.0,3.0,2078600.0,M,KORAL,DI NINNO,275 3rd drive,72226
STU67,,K,Trinity Industries,OR,97.0,,O,313859.0,Charleston,2.0,3.0,2986155.0,M,YUKIHIKO,STUBBLEFIELD,6907 FERNCLIFF CRESCENT,V6Z 1Q9
HAM68,,,Pepsi Bottling,Ontario,48.0,,O,265907.0,Salem,4.0,10.0,1864039.0,S,Khanh,HAMBALI,885 crosby lane,20082
LIB69,m,,UGI,FL,97.0,,O,283481.0,Sacramento,,9.0,1293721.0,S,Darnell,LIBRARIAN,2344 kalani west,35827
ohs70,M,,Greif,NM,73.0,,R,200635.0,Santa Clarita,4.0,7.0,3850114.0,M,feridoun,ohsone,22870 LA CIENEGA STREET,99692
HUM71,,O,Equifax,NE,71.0,APT. 143,O,434519.0,Sherbrooke,0.0,3.0,1618743.0,U,Magdy,HUMMEL,8478 green avenue,V6c 1q5
BRA72,,,,MI,93.0,,O,392315.0,Colorado Springs,5.0,9.0,3383487.0,W,jiri,BRADD,23639 purdue rue,80158
Boa73,,X,Freescale Semiconductor,New Brunswick,53.0,,O,493829.0,Berkeley,5.0,,2981876.0,U,AILA,Boarder,19202 ansley park,t6d 1b6
Mcn74,,,Aleris International,NJ,32.0,,O,97489.0,San Buenaventura,3.0,7.0,2109339.0,U,Vincenzo,Mcnally,11319 devonshire rue,33120
MAR75,F,,,ND,1.0,,O,,New Haven,4.0,4.0,791803.0,S,Minnnie,MARKOVICH,23665 deerwood park,99742
Wil76,f,,World Fuel Services,Saskatchewan,39.0,,O,383046.0,Shreveport,0.0,7.0,3523678.0,S,alfonzo,Willekes,4855 union north,V6N 1T1
Dea77,m,S,R.R. Donnelley & Sons,KS,77.0,,,1190.0,Lansing,4.0,0.0,1681902.0,M,Swandi,Deacetis,9466 SHADOWBRIAR WEST,44104
Hou78,,,Brinker International,SD,18.0,,O,85733.0,Pembroke Pines,5.0,7.0,3851455.0,U,Anya,Houk,3504 regency avenue,14605
Goy79,,,Temple-Inland,FL,70.0,,R,387890.0,Palmdale,0.0,9.0,2339382.0,M,Enrika,Goyette,7281 northland lower,80076
Mok80,f,Z,Psychiatric Solutions,Saskatchewan,26.0,,O,16808.0,Savannah,2.0,7.0,,S,SONJA,Mok-fung,12481 hayden lower,V6I 1V6
Run81,,I,Nash-Finch,FL,,,,304589.0,Amarillo,,10.0,2065016.0,M,Liem,Rundle,2328 gracie avenue,97307
BEL82,o,,AMR,UT,58.0,,R,48506.0,Anchorage,2.0,9.0,2454049.0,S,COLLETTE,BELLEY,4737 campbell street,46237
BAE83,,Y,Spartan Stores,WY,43.0,,O,,Louisville,0.0,4.0,2423395.0,M,SIAMACK,BAER,2401 stratmore lower,V6B 1S6
MAU84,f,,Cigna,NH,65.0,,O,358862.0,Hilo,2.0,4.0,1342045.0,D,Toshihiro,MAULDIN,21477 JUNIPER CRESCENT,H2d 1x1
Koo85,,,General Cable,AR,24.0,,O,477614.0,Sudbury,5.0,5.0,861756.0,S,Casey,Koohgoli,19214 YAUPON BOULEVARD,95108
Lau86,,,Dun & Bradstreet,CT,79.0,,O,175414.0,Orlando,3.0,3.0,1215349.0,S,Daryn,Lauriston,7785 rusk boulevard,80050
Man87,F,L,Casey's General Stores,VT,48.0,,O,427598.0,Missoula,0.0,7.0,3981554.0,M,Adrianna,Mangum,18002 cantrell upper,90122
PIE88,,,Jack in the Box,Manitoba,69.0,,O,368207.0,Abilene,0.0,9.0,3865937.0,S,Cortney,PIERCY,23341 brookside upper,43614
Bus89,M,,Assurant,NJ,91.0,,O,449944.0,Saskatoon,3.0,6.0,2804700.0,S,Duane,Buscaglia,20494 ROSS WEST,61110
BAB90,,,Psychiatric Solutions,KY,75.0,,U,166247.0,Irvine,5.0,4.0,3283558.0,,Tele,BABIONE,17552 SAVANNAH NORTH,70174
Bur91,M,,Danaher,GA,85.0,APT. 373,O,391165.0,Reno,1.0,2.0,450524.0,S,Ophelia,Burkard,4462 pace crescent,90324
Kin92,,,Clorox,NJ,76.0,,R,165854.0,Sacramento,5.0,3.0,,M,lorine,Kinsella,7161 tallowood upper,s7d 1n1
POM93,,,Boyd Gaming,SC,68.0,,O,326181.0,Topeka,2.0,8.0,,S,Viole,POMMAINVILLE,3489 silver sage west,93829
BOA94,M,,Eaton,TN,95.0,,O,173387.0,Rancho Cucamonga,3.0,,633760.0,M,Nani,BOATWRIGHT,12481 hayden lower,89116
Ron95,,R,Dynegy,WY,15.0,,R,301127.0,Hilo,1.0,,3634954.0,M,cherey,Ronald,13210 3RD DRIVE,94315
wei96,,A,AmeriCredit,Ontario,17.0,,R,487230.0,Saint John,1.0,4.0,799268.0,M,Redgie,weihs,8899 starling lane,T5b 1u9
Hel97,M,P,SLM,DC,94.0,,R,425747.0,Torrance,4.0,6.0,39093.0,,Yousef,Helpb,11480 fennel south,T6b 1a5
mog98,m,,NV Energy,Alberta,70.0,,O,401946.0,Santa Clara,4.0,3.0,2705353.0,S,Damaris,moghe,7266 cherry upper,60699
boz99,,,Landstar System,ME,29.0,,O,425422.0,Torrance,1.0,4.0,3565153.0,S,Ilyssa,bozicevich,10678 ENGLEWOOD WEST,V6p 1s8
Zah100,,R,Pacific Life,MA,52.0,,O,208890.0,Stockton,4.0,5.0,2832204.0,M,Moselle,Zaharychuk,21181 2ND RUE,v6i 1p1
And101,F,,Textron,NV,51.0,,O,67880.0,Paterson,5.0,10.0,2194345.0,U,Dulsea,Andric,22963 hanover road,79423
Bam102,,L,Pfizer,WA,24.0,,O,133412.0,Mesa,2.0,5.0,3737140.0,W,Lyndsie,Bamfo,8268 cliffbrook boulevard,H5j 1o6
fro103,,,Cigna,WY,98.0,,O,144829.0,Anchorage,3.0,8.0,464753.0,D,KESLEY,frondozo,5118 montview court,93761
Car104,,J,Ameren,NJ,59.0,,U,,Miami,1.0,,596696.0,M,LAUREL,Caron,17442 tallowood upper,76150
muc105,f,V,Consolidated Edison,LA,49.0,,O,143682.0,Great Falls,3.0,2.0,1504753.0,U,Steen,muchow,4038 WEDGEWOOD STREET,99717
gat106,,,Occidental Petroleum,TX,1.0,,O,350020.0,Erie,0.0,10.0,3049281.0,U,noel,gateau,20334 anaconda avenue,60608
Sch107,F,M,Sherwin-Williams,SC,79.0,,O,435103.0,Hollywood,0.0,10.0,247478.0,U,Tracey,Schaefer,5385 young west,v6w 1u4
pom108,,,Affiliated Computer Services,TX,6.0,,R,207768.0,Tulsa,1.0,3.0,2750301.0,,Sarajane,pomerleau,2747 SINCLAIR LANE,T5b 1t6
cuc109,F,K,Valassis Communications,MN,70.0,,O,407512.0,Tucson,0.0,1.0,721333.0,M,Geoffrey,cucuzzella,8622 BROWNWAY PARK,23298
SUG110,q,Z,,ID,23.0,,O,403366.0,Anchorage,3.0,1.0,669440.0,S,loralyn,SUGARMAN,18048 GREEN NORTH,32803
Pep111,,,Smithfield Foods,MI,78.0,,O,384095.0,Sandy,3.0,,2473979.0,M,andrei,Pepe,18994 country boulevard,64122
Cha112,f,,,OK,79.0,SUITE 7,,288969.0,Boston,4.0,,3545170.0,S,javad,Chandrashekar,16063 ashland road,T6b 1h2
SEI113,m,U,TD Ameritrade,UT,72.0,Apt. 971,O,233665.0,Vancouver,2.0,6.0,1494871.0,U,Karna,SEIFERS,19309 mcfarlin north,22222
GAR114,F,S,Comerica,PA,31.0,,U,147236.0,Akron,4.0,1.0,436164.0,S,Jocelyn,GARTLEY,2454 cliffbrook west,T6a 1d2
Tou115,M,,Steel Dynamics,New Brunswick,86.0,,O,452557.0,Lancaster,0.0,1.0,1069481.0,W,Elvera,Touchette,15865 strand west,v5d 1n9
Kur116,M,V,Coca-Cola Enterprises,UT,,,R,179305.0,Concord,2.0,9.0,,S,Nessy,Kurdziel,13776 east boulevard,23321
Her117,,,News Corp.,VA,87.0,,O,205817.0,Chesapeake,3.0,2.0,2957261.0,U,lona,Herod,10570 WEIZMANN LOWER,90505
MCV118,,P,,NH,92.0,,O,262711.0,Flint,,1.0,228459.0,M,RHEA,MCVICAR,15278 walnut hill road,19066
LAB119,F,,Stater Bros. Holdings,VT,4.0,,O,84810.0,Chattanooga,1.0,6.0,67267.0,M,Josefa,LABFIVE,23007 WAKEFOREST WAY,v6s 1r3
but120,,,BorgWarner,FL,8.0,,O,96441.0,Billings,2.0,2.0,1087978.0,U,alikee,butta,9088 rivas way,78769
Pro121,m,,CB Richard Ellis Group,NC,97.0,,O,462762.0,Scottsdale,0.0,2.0,3885967.0,M,dolorita,Projects,18798 ullrich road,53769
Irc122,,,Zimmer Holdings,VA,,,O,141890.0,Oshawa,5.0,4.0,3271101.0,D,Marilyn,Irc,18517 HULEN LOWER,H7E 1U6
Ziv123,,G,Mohawk Industries,DC,40.0,,O,156610.0,Naperville,5.0,2.0,,,robertson,Zivkovic,11474 dodd lane,e7o 1k1
sim124,,H,Berkshire Hathaway,NC,95.0,,R,164752.0,Tampa,1.0,1.0,1999133.0,U,Ilsa,simser,9375 wood south,90374
kei125,,I,Saks,MS,92.0,,O,278949.0,Jackson,1.0,2.0,1100786.0,S,Pen,keifer,20479 wise avenue,63169
arv126,f,P,Gardner Denver,SC,67.0,,O,,Hay River,0.0,8.0,563992.0,W,AUBRETTE,arvin,19918 ROGERS NORTH,16515
Pra127,F,,Hasbro,KS,24.0,,O,463736.0,Irvine,3.0,7.0,962397.0,M,Cole,Praeuner,9284 coffey lower,85309
lue128,m,C,CBS,VT,26.0,,O,,Idaho Falls,2.0,5.0,1064169.0,M,liva,lue,2929 north crescent,92158
Prz129,f,,Synnex,IL,62.0,,O,86667.0,Moreno Valley,2.0,3.0,2100059.0,S,Ayaz,Przybycien,15404 queen street,33152
pen130,f,J,Belden,FL,37.0,,O,193470.0,Ontario,5.0,10.0,99025.0,W,YETTY,penn,1619 greenspoint road,83729
Gua131,,S,Broadcom,MI,71.0,,R,406379.0,Concord,5.0,10.0,3865481.0,S,Mary-michelle,Guay,21477 WARREN PARK,B8b 1z6
bre132,F,,Reynolds American,Newfoundland,29.0,,U,480595.0,Phoenix,1.0,7.0,804544.0,M,agretha,brennand,6503 ROBBINS STREET,53717
Sav133,f,X,Wells Fargo,ME,89.0,,O,181718.0,Coral Springs,4.0,7.0,3143356.0,S,LOTTY,Savanh,3958 GLEN LOCH BOULEVARD,t5c 1w7
ABB134,,Z,Retail Ventures,AL,11.0,,O,468310.0,Oxnard,0.0,2.0,,M,Kassey,ABBATANTUONO,13640 ethridge lower,37245
OP135,M,N,AT&T,IN,20.0,,O,354987.0,Brownsville,2.0,2.0,2311953.0,S,Adria,OP,3981 imperial lower,94401
Mer136,,,Wynn Resorts,NH,75.0,,O,284539.0,Memphis,3.0,3.0,3120608.0,W,audivox,Mersinger,13210 3rd drive,B8a 1y3
rut137,F,,Eastman Kodak,DC,95.0,,O,213725.0,Flint,0.0,7.0,2058270.0,S,SUE,rutt,9297 THROCKMORTON SOUTH,t6b 1k2
bem138,,I,Aramark,DC,0.0,,O,74195.0,Lafayette,2.0,,1511983.0,U,Lorenza,bemis,8935 YOUNG UPPER,85306
Pen139,,,ENSCO International,MD,73.0,,O,169295.0,Greensboro,5.0,,439080.0,M,Enzo,Pennington,3797 RUTGERS PARK,V6R 1R7
tor140,M,Y,Auto-Owners Insurance,Prince Edward Island,39.0,,R,307832.0,Sterling Heights,1.0,5.0,921255.0,W,claudina,torok,8285 tamarind crescent,68513
law141,m,L,Bemis,MD,76.0,,O,20397.0,Costa Mesa,1.0,2.0,3810365.0,U,Otha,lawlis,20025 routh crescent,v6n 1v9
Bee142,m,D,Securian Financial Group,New Brunswick,5.0,Suite 397,O,463094.0,Houston,2.0,6.0,2641938.0,U,Rodie,Beebe,4144 LAKE PARK LANE,83702
sch143,m,,Ford Motor,HI,65.0,,O,331900.0,Bakersfield,4.0,7.0,3857323.0,U,DULCE,schlange,3375 sakowitz lane,80125
Wit144,,,ConAgra Foods,ND,94.0,,U,8421.0,Chesapeake,5.0,0.0,1636212.0,S,Win,Witchlow,7255 berry way,M5G 1Y7
MER145,F,Q,Charter Communications,Nova Scotia,95.0,,,35780.0,Sandy,4.0,3.0,2999082.0,M,Roselin,MEREDITH,3131 WATHAN SOUTH,80213
bia146,m,,Calpine,ME,28.0,,R,139897.0,Lewiston,1.0,4.0,2280820.0,M,Malanie,bialkenius,18440 RYAN NORTH,60737
Swi147,m,P,Crane,Alberta,76.0,SUITE 464,O,414119.0,Elizabeth,4.0,0.0,1050866.0,D,TARYN,Swiat,13222 glen loch road,90510
bul148,,,Textron,VT,81.0,,O,234035.0,Sudbury,5.0,3.0,,D,MALENA,bullinger,7889 MURRAY WAY,92882
TYR149,F,,Idearc,DE,38.0,,O,144405.0,Austin,3.0,6.0,603001.0,W,Dorie,TYRRELL,7527 whale drive,98121
Fyf150,,,Cabela's,MA,25.0,,R,55441.0,Salinas,5.0,3.0,3368239.0,W,Liese,Fyfe,17788 eagle trace park,H2e 1x9
Sic151,,,EOG Resources,CA,0.0,,O,392869.0,Peoria,4.0,10.0,1042629.0,D,tele,Sicard,7661 GRANT WAY,23503
CAS152,F,,,Manitoba,61.0,,O,402416.0,Sydney,3.0,8.0,1948746.0,U,astra,CASTEN,4806 crystal hills street,40208
Cho153,,S,Burlington Coat Factory,TN,3.0,,O,89984.0,San Antonio,0.0,10.0,3113862.0,U,marnia,Choy,4211 WILLS NORTH,75201
CHA154,,,Southwest Airlines,FL,77.0,,O,395773.0,Oklahoma City,2.0,3.0,2777290.0,W,AMY,CHACKO,7524 linberg north,93852
bei155,f,E,RPM International,CA,8.0,,R,126662.0,Miami,1.0,6.0,2210073.0,U,HAMILTON,beil,14266 lemming south,32312
Ele156,m,J,Amazon.com,CO,34.0,,O,132008.0,Yonkers,4.0,7.0,1999684.0,U,Kuldip,Eleftheriou,1427 ADDAX LANE,90059
o'g157,F,,Neiman Marcus,Saskatchewan,15.0,,O,417218.0,Columbia,5.0,2.0,2119678.0,M,krystalle,o'grady,1625 fernando court,77006
Kat158,,,Goldman Sachs Group,UT,66.0,,O,360063.0,Lubbock,0.0,5.0,169808.0,S,Stella,Katchmar,335 floresta north,23224
Lui159,,O,Boeing,ME,55.0,,O,100516.0,Chattanooga,5.0,6.0,1072732.0,U,Marie-josee,Luin,22806 garson east,10055
Kla160,f,,United Refining,NH,8.0,,O,16814.0,Fargo,1.0,7.0,2261442.0,S,Nashib,Klavkalns,5524 vermack street,35830
Bru161,,Z,D.R. Horton,VA,7.0,,U,,Omaha,1.0,1.0,2234368.0,M,Annette,Brunsting,18105 electra street,v6m 1s9
Apt162,,Q,Jarden,TX,97.0,,O,315962.0,Yonkers,3.0,6.0,575288.0,M,LENA,Apter,719 holman court,22304
sch163,f,,Systemax,Saskatchewan,95.0,,R,299268.0,Spokane,5.0,9.0,1102479.0,M,Christian,schuette,23553 MEMORIAL RUE,06101
Lan164,,,Marriott International,NH,92.0,,O,301490.0,Tulsa,1.0,4.0,2995388.0,U,Morrie,Lanava,16759 park avenue,78756
Fus165,F,,Expeditors International,VA,17.0,,O,36052.0,Garden Grove,3.0,8.0,1147193.0,M,LYMAN,Fusca,12296 WILLIAMS LOWER,93003
Nev166,F,R,Great Plains Energy,IA,81.0,,U,437483.0,Fort Lauderdale,1.0,2.0,1136540.0,U,REUBEN,Nevardauskis,9625 ALLEN BOULEVARD,T5D 1P2
SHA167,f,,Danaher,NC,13.0,,O,152971.0,Philadelphia,5.0,6.0,1677669.0,M,Hermon,SHACKLEFORD,10340 jarvis road,10108
Sau168,,P,,NH,78.0,,O,449495.0,Sydney,0.0,8.0,2160706.0,M,Paqs,Sauck,13143 goodwin lane,t5c 1l3
fri169,,,Watson Wyatt Worldwide,AL,78.0,,O,349827.0,Waterbury,4.0,5.0,2525665.0,M,GAETAN,frischknecht,7160 BEATTY RUE,M5B 1Z8
fer170,,O,Yahoo,British Columbia,85.0,,R,9562.0,Tacoma,3.0,0.0,3517622.0,M,leese,fernandez,22679 chimney rock west,V6H 1W2
LAN171,M,,Convergys,MD,68.0,,,24514.0,Charlottetown,1.0,7.0,,U,Amelie,LANDERS,6769 pasadena upper,90308
Bha172,,,Celanese,IA,1.0,,R,407985.0,Independence,0.0,9.0,97675.0,M,TAMRA,Bhasin,20622 MCAFEE COURT,M5e 1y2
Jor173,M,,Dana Holding,ND,83.0,,O,,Escondido,5.0,,,M,bang,Jordan,10526 LINWOOD LANE,80029
KNU174,F,,XTO Energy,NY,78.0,,O,257897.0,Lansing,4.0,5.0,3569070.0,M,HILDEGARDE,KNUDSEN,21088 vessey crescent,30350
Ham175,F,,Alliance Data Systems,OR,,,O,261143.0,Anaheim,0.0,0.0,1507616.0,M,Carmody,Hamelin,10884 ryan avenue,97240
MAU176,,,Franklin Resources,MO,5.0,,R,110615.0,Glendale,5.0,10.0,514151.0,U,Dareen,MAUER,1481 gale court,R3A 1M1
Rez177,F,,Fidelity National Financial,CT,43.0,Apt. 426,U,407799.0,Chula Vista,2.0,8.0,2903408.0,U,WEN,Rezansoff,18390 martins east,73172
Koa178,,,FirstEnergy,MO,53.0,,O,195242.0,Orlando,4.0,1.0,1695814.0,U,MOT,Koa,23208 porter crescent,V6s 1p9
HAN179,m,B,Commercial Metals,MN,13.0,,O,315490.0,Cleveland,3.0,5.0,868465.0,U,leese,HANNEMAN,17026 durand north,90140
