address_id,address,address2,district,city_id,postal_code,phone
206,642 Nador Drive,,Maharashtra,77,3924,369050085652
591,773 Dallas Manor,,Buenos Aires,424,12664,914466027044
306,1883 Maikop Lane,,Kaliningrad,254,68469,96110042435
265,1158 Mandi Bahauddin Parkway,,Shanxi,136,98484,276555730211
246,1246 Boksburg Parkway,,Hebei,422,28349,890283544295
380,1519 Santiago de los Caballeros Loop,,East Kasai,348,22025,409315295763
399,331 Bydgoszcz Parkway,,Asturia,181,966,537374465982
72,57 Arlington Manor,,Madhya Pradesh,475,48960,990214419142
131,801 Hagonoy Drive,,Smolensk,484,8439,237426099212
578,1405 Hagonoy Avenue,,Slaskie,133,86587,867287719310
177,1010 Klerksdorp Way,,Steiermark,186,6802,493008546874
16,808 Bhopal Manor,,Haryana,582,10672,465887807014
536,166 Jinchang Street,,Buenos Aires,165,86760,717566026669
66,1717 Guadalajara Lane,,Missouri,441,85505,914090181665
180,757 Rustenburg Avenue,,Skikda,483,89668,506134035434
252,1309 Weifang Street,,Florida,520,57338,435785045362
226,810 Palghat (Palakkad) Boulevard,,Jaroslavl,235,73431,516331171356
317,780 Kimberley Way,,Tabuk,515,17032,824396883951
8,1566 Inegöl Manor,,Mandalay,349,53561,705814003527
487,1785 São Bernardo do Campo Street,,Veracruz,125,71182,684529463244
185,682 Garden Grove Place,,Tennessee,333,67497,72136330362
290,1336 Benin City Drive,,Shiga,386,46044,341242939532
60,1668 Saint Louis Place,,Tahiti,397,39072,347487831378
576,1351 Sousse Lane,,Coahuila de Zaragoza,341,37815,203804046132
172,475 Atšinsk Way,,Gansu,240,59571,201705577290
525,1949 Sanya Street,,Gumma,224,61244,132100972047
421,966 Arecibo Loop,,Sind,134,94018,15273765306
340,507 Smolensk Loop,,Sousse,492,22971,80303246192
522,1768 Udine Loop,,Battambang,60,32347,448876499197
196,9 San Miguel de Tucumán Manor,,Uttar Pradesh,169,90845,956188728558
87,929 Tallahassee Loop,,Gauteng,497,74671,800716535041
524,680 A Coruña (La Coruña) Manor,,Sivas,482,49806,158326114853
136,898 Belém Manor,,Free State,87,49757,707169393853
363,604 Bern Place,,Jharkhand,429,5373,620719383725
262,771 Yaoundé Manor,,Sofala,64,86768,245477603573
386,1368 Maracaíbo Boulevard,,,493,32716,934352415130
384,97 Mogiljov Lane,,Gujarat,73,89294,924815207181
537,958 Sagamihara Lane,,Mie,287,88408,427274926505
406,454 Patiala Lane,,Fukushima,276,13496,794553031307
201,817 Bradford Loop,,Ji´angsu,109,89459,264286442804
324,1145 Vilnius Manor,,Mxico,451,73170,674805712553
313,1191 Sungai Petani Boulevard,,Missouri,262,9668,983259819766
474,1469 Plock Lane,,Galicia,388,95835,622884741180
450,203 Tambaram Street,,Buenos Aires,161,73942,411549550611
581,186 Skikda Lane,,Morelos,131,89422,14465669789
203,1149 A Coruña (La Coruña) Boulevard,,Haiphong,194,95824,470884141195
405,530 Lausanne Lane,,Texas,135,11067,775235029633
199,1792 Valle de la Pascua Place,,Nordrhein-Westfalen,477,15540,419419591240
273,1519 Ilorin Place,,Kerala,395,49298,357445645426
483,632 Usolje-Sibirskoje Parkway,,Ha Darom,36,73085,667648979883
217,1001 Miyakonojo Lane,,Taizz,518,67924,584316724815
4,1411 Lillydale Drive,,QLD,576,,6172235589
572,539 Hami Way,,Tokat,538,52196,525518075499
420,992 Klerksdorp Loop,,Utrecht,23,33711,855290087237
48,1998 Halifax Drive,,Lipetsk,308,76022,177727722820
229,1014 Loja Manor,,Tamil Nadu,22,66851,460795526514
101,1599 Plock Drive,,Tete,534,71986,817248913162
292,1993 Tabuk Lane,,Tamil Nadu,522,64221,648482415405
377,154 Oshawa Manor,,East Java,415,72771,440365973660
141,1749 Daxian Place,,Gelderland,29,11044,963369996279
218,226 Brest Manor,,California,508,2299,785881412500
108,1386 Yangor Avenue,,Provence-Alpes-Cte,543,80720,449216226468
584,1819 Alessandria Loop,,Campeche,103,53829,377633994405
477,1786 Salinas Place,,Nam Ha,359,66546,206060652238
551,182 Nuku´alofa Drive,,Sumy,275,15414,426346224043
160,1367 Yantai Manor,,Ondo & Ekiti,381,21294,889538496300
67,1214 Hanoi Way,,Nebraska,306,67055,491001136577
248,582 Papeete Loop,,Central Visayas,294,27722,569868543137
453,319 Springs Loop,,Baijeri,160,99552,72524459905
526,617 Klerksdorp Place,,Khanh Hoa,366,94707,574973479129
168,842 Salzburg Lane,,Adana,529,3313,697151428760
295,544 Tarsus Boulevard,,Gurico,562,53145,892523334
162,369 Papeete Way,,North Carolina,187,66639,170117068815
565,1741 Hoshiarpur Boulevard,,al-Sharqiya,79,22372,855066328617
497,1013 Tabuk Boulevard,,West Bengali,261,96203,158399646978
388,368 Huánuco Boulevard,,Namibe,360,17165,106439158941
204,387 Mwene-Ditu Drive,,Ahal,35,8073,764477681869
74,1124 Buenaventura Drive,,Mekka,13,6856,407733804223
21,270 Toulon Boulevard,,Kalmykia,156,81766,407752414682
46,1632 Bislig Avenue,,Nonthaburi,394,61117,471675840679
451,1704 Tambaram Manor,,West Bengali,554,2834,39463554936
95,1370 Le Mans Avenue,,Brunei and Muara,53,52163,345679835036
216,660 Jedda Boulevard,,Washington,65,25053,168758068397
111,1532 Dzerzinsk Way,,Buenos Aires,334,9599,330838016880
63,1213 Ranchi Parkway,,Karnataka,350,94352,800024380485
210,1304 ´s-Hertogenbosch Way,,Santa Catarina,83,10925,90336226227
407,1346 Mysore Drive,,Bretagne,92,61507,516647474029
354,953 Hodeida Street,,Southern Tagalog,221,18841,53912826864
298,44 Najafabad Way,,Baskimaa,146,61391,96604821070
98,152 Kitwe Parkway,,Caraga,82,53182,835433605312
286,1308 Sumy Loop,,Fujian,175,30657,583021225407
85,320 Baiyin Parkway,,Mahajanga,319,37307,223664661973
602,1101 Bucuresti Boulevard,,West Greece,401,97661,199514580428
471,1322 Mosul Parkway,,Shandong,145,95400,268053970382
414,1936 Lapu-Lapu Parkway,,Bauchi & Gombe,141,7122,653436985797
586,951 Springs Lane,,Central Mindanao,219,96115,165164761435
184,1410 Benin City Parkway,,Risaralda,405,29747,104150372603
327,1427 A Coruña (La Coruña) Place,,Buenos Aires,45,85799,972574862516
389,500 Lincoln Parkway,,Ji´angsu,210,95509,550306965159
587,760 Miyakonojo Drive,,Guerrero,246,64682,294449058179
370,1565 Tangail Manor,,Okinawa,377,45750,634445428822
357,1641 Changhwa Place,,Nord-Ouest,52,37636,256546485220
223,1244 Allappuzha (Alleppey) Place,,Buenos Aires,567,20657,991802825778
154,781 Shimonoseki Drive,,Michoacn de Ocampo,202,95444,632316273199
287,1405 Chisinau Place,,Ponce,411,8160,62781725285
353,381 Kabul Way,,Taipei,209,87272,55477302294
84,1888 Kabul Drive,,Oyo & Osun,217,20936,701457319790
419,397 Sunnyvale Avenue,,Guanajuato,19,55566,680851640676
10,1795 Santiago de Compostela Way,,Texas,295,18743,860452626434
383,686 Donostia-San Sebastián Lane,,Guangdong,471,97390,71857599858
433,1823 Hoshiarpur Lane,,Komi,510,33191,307133768620
507,1197 Sokoto Boulevard,,West Bengali,478,87687,868602816371
169,154 Tallahassee Loop,,Xinxiang,199,62250,935508855935
319,1957 Yantai Lane,,São Paulo,490,59255,704948322302
224,1842 Luziânia Boulevard,,Zanzibar West,593,94420,706878974831
434,1404 Taguig Drive,,Okayama,547,87212,572068624538
454,956 Nam Dinh Manor,,Kerman,481,21872,474047727727
254,786 Stara Zagora Way,,Oyo & Osun,390,98332,716256596301
459,251 Florencia Drive,,Michoacn de Ocampo,556,16119,118011831565
61,943 Tokat Street,,Vaduz,560,45428,889318963672
359,519 Nyeri Manor,,São Paulo,461,37650,764680915323
139,943 Johannesburg Avenue,,Maharashtra,417,5892,90921003005
328,479 San Felipe del Progreso Avenue,,Morelos,130,54949,869051782691
372,230 Urawa Drive,,Andhra Pradesh,8,2738,166898395731
39,391 Callao Drive,,Midi-Pyrnes,544,34021,440512153169
285,1006 Santa Bárbara d´Oeste Manor,,Ondo & Ekiti,389,36229,85059738746
439,1351 Aparecida de Goiânia Parkway,,Northern Mindanao,391,41775,959834530529
395,1337 Mit Ghamr Avenue,,Nakhon Sawan,358,29810,175283210378
341,1920 Weifang Avenue,,Uttar Pradesh,427,15643,869507847714
577,1501 Pangkal Pinang Avenue,,Mazowieckie,409,943,770864062795
315,543 Bergamo Avenue,,Minas Gerais,215,59686,103602195112
598,42 Fontana Avenue,,Fejr,512,14684,437829801725
89,1557 Kütahya Boulevard,,England,88,88002,720998247660
267,816 Cayenne Parkway,,Manab,414,93629,282874611748
398,954 Lapu-Lapu Way,,Moskova,278,8816,737229003916
236,885 Yingkou Manor,,Kaduna,596,31390,588964509072
544,183 Haiphong Street,,Jilin,46,69953,488600270038
80,602 Paarl Street,,Pavlodar,402,98889,896314772871
442,1245 Ibirité Way,,La Romana,290,40926,331888642162
294,1912 Allende Manor,,Kowloon and New Kowl,279,58124,172262454487
280,1980 Kamjanets-Podilskyi Street,,Illinois,404,89502,874337098891
517,548 Uruapan Street,,Ontario,312,35653,879347453467
599,1895 Zhezqazghan Drive,,California,177,36693,137809746111
337,1838 Tabriz Lane,,Dhaka,143,1195,38988715447
119,1107 Nakhon Sawan Avenue,,Mxico,365,75149,867546627903
318,1774 Yaoundé Place,,Hubei,166,91400,613124286867
75,492 Cam Ranh Street,,Eastern Visayas,61,50805,565018274456
24,1688 Okara Way,,Nothwest Border Prov,327,21954,144453869132
91,1740 Portoviejo Avenue,,Sucre,480,29932,198123170793
502,1515 Korla Way,,England,589,57197,959467760895
566,1229 Varanasi (Benares) Manor,,Buenos Aires,43,40195,817740355461
276,1675 Xi´angfan Manor,,Tamil Nadu,283,11763,271149517630
109,454 Nakhon Sawan Boulevard,,Funafuti,173,76383,963887147572
416,1445 Carmen Parkway,,West Java,117,70809,598912394463
466,118 Jaffna Loop,,Northern Mindanao,182,10447,325526730021
93,1926 El Alto Avenue,,Buenos Aires,289,75543,846225459260
83,586 Tete Way,,Kanagawa,256,1079,18581624103
367,1163 London Parkway,,Par,66,6066,675120358494
322,1359 Zhoushan Parkway,,Streymoyar,545,29763,46568045367
320,1542 Lubumbashi Boulevard,,Tel Aviv,57,62472,508800331065
50,46 Pjatigorsk Lane,,Moscow (City),343,23616,262076994845
231,430 Alessandria Loop,,Saarland,439,47446,669828224459
302,922 Vila Velha Loop,,Maharashtra,9,4085,510737228015
402,616 Hagonoy Avenue,,Krasnojarsk,39,46043,604177838256
443,1836 Korla Parkway,,Copperbelt,272,55405,689681677428
355,469 Nakhon Sawan Street,,Tuvassia,531,58866,689199636560
314,1224 Huejutla de Reyes Boulevard,,Lombardia,91,70923,806016930576
351,1157 Nyeri Loop,,Adygea,320,56380,262744791493
460,659 Gatineau Boulevard,,La Paz,153,28587,205524798287
360,619 Huánuco Avenue,,Shimane,331,81508,142596392389
161,1386 Nakhon Sawan Boulevard,,Pyongyang-si,420,53502,368899174225
86,927 Bahía Blanca Parkway,,Krim,479,9495,821972242086
521,568 Dhule (Dhulia) Loop,,Coquimbo,127,92568,602101369463
208,1215 Pyongyang Parkway,,Usak,557,25238,646237101779
538,1817 Livorno Way,,Khanh Hoa,100,79401,478380208348
301,951 Stara Zagora Manor,,Punjab,400,98573,429925609431
519,962 Tama Loop,,,583,65952,282667506728
463,935 Aden Boulevard,,Central Java,532,64709,335052544020
382,220 Hidalgo Drive,,Kermanshah,265,45298,342720754566
70,1150 Kimchon Manor,,Skne ln,321,96109,663449333709
258,752 Ondo Loop,,Miyazaki,338,32474,134673576619
230,201 Effon-Alaiye Way,,Asunción,37,64344,684192903087
375,1049 Matamoros Parkway,,Karnataka,191,69640,960505250340
550,1715 Okayama Street,,São Paulo,485,55676,169352919175
192,1166 Changhwa Street,,Caraga,62,58852,650752094490
534,486 Ondo Parkway,,Benguela,67,35202,105882218332
529,600 Purnea (Purnia) Avenue,,Nghe An,571,18043,638409958875
562,869 Shikarpur Way,,England,496,57380,590764256785
467,1621 Tongliao Avenue,,Irkutsk,558,22173,209342540247
546,191 José Azueta Parkway,,Ruse,436,13629,932156667696
27,1780 Hino Boulevard,,Liepaja,303,7716,902731229323
29,934 San Felipe de Puerto Plata Street,,Sind,472,99780,196495945706
401,168 Cianjur Manor,,Saitama,228,73824,679095087143
129,569 Baicheng Lane,,Gauteng,85,60304,490211944645
343,1443 Mardan Street,,Western Cape,392,31483,231383037471
316,746 Joliet Lane,,Kursk,286,94878,688485191923
140,788 Atšinsk Street,,Karnataka,211,81691,146497509724
6,1121 Loja Avenue,,California,449,17886,838635286649
26,28 Charlotte Amalie Street,,Rabat-Sal-Zammour-Z,443,37551,161968374323
563,1059 Yuncheng Avenue,,Vilna,570,47498,107092893983
539,1332 Gaziantep Lane,,Shandong,80,22813,383353187467
465,734 Tanshui Avenue,,Caquet,170,70664,366776723320
447,105 Dzerzinsk Manor,,Inner Mongolia,540,48570,240776414296
197,447 Surakarta Loop,,Nyanza,271,10428,940830176580
45,42 Brindisi Place,,Yerevan,586,16744,42384721397
282,556 Baybay Manor,,Oyo & Osun,374,55802,363982224739
17,270 Amroha Parkway,,Osmaniye,384,29610,695479687538
175,316 Uruapan Street,,Perak,223,58194,275788967899
219,1229 Valencia Parkway,,Haskovo,498,99124,352679173732
152,1952 Pune Lane,,Saint-Denis,442,92150,354615066969
65,915 Ponce Place,,Basel-Stadt,56,83980,1395251317
339,503 Sogamoso Loop,,Sumqayit,505,49812,834626715837
14,1531 Salé Drive,,Esfahan,162,53628,648856936185
94,1952 Chatsworth Drive,,Guangdong,332,25958,991562402283
528,1176 Southend-on-Sea Manor,,Southern Tagalog,458,81651,236679267178
499,1954 Kowloon and New Kowloon Way,,Chimborazo,434,63667,898559280434
553,1421 Quilmes Lane,,Ishikawa,260,19151,135407755975
535,635 Brest Manor,,Andhra Pradesh,75,40899,80593242951
601,844 Bucuresti Place,,Liaoning,242,36603,935952366111
485,984 Novotšerkassk Loop,,Gaziantep,180,28165,435118527255
588,966 Asunción Way,,Hidalgo,212,62703,995527378381
397,614 Pak Kret Street,,Addis Abeba,6,27796,47808359842
541,195 Ilorin Street,,Chari-Baguirmi,363,49250,8912935608
557,1407 Pachuca de Soto Place,,Rio Grande do Sul,21,26284,380077794770
469,1872 Toulon Loop,,OHiggins,428,7939,928809465153
132,1050 Garden Grove Avenue,,Slaskie,236,4999,973047364353
55,1135 Izumisano Parkway,,California,171,48150,171822533480
542,193 Bhusawal Place,,Kang-won,539,9750,745267607502
244,1148 Saarbrücken Parkway,,Fukushima,226,1921,137773001988
495,656 Matamoros Drive,,Boyac,487,19489,17305839123
281,1944 Bamenda Way,,Michigan,573,24645,75975221996
33,786 Aurora Avenue,,Yamaguchi,474,65750,18461860151
548,1658 Cumaná Loop,,Sumatera Selatan,396,51309,784907335610
127,117 Boa Vista Way,,Uttar Pradesh,566,6804,677976133614
176,29 Pyongyang Loop,,Batman,58,47753,734780743462
480,421 Yaoundé Street,,Sumy,385,11363,726875628268
243,47 Syktyvkar Lane,,West Java,118,22236,63937119031
99,1697 Tanauan Lane,,Punjab,399,22870,4764773857
56,939 Probolinggo Loop,,Galicia,1,4166,680428310138
264,1027 Banjul Place,,West Bengali,197,50390,538241037443
300,661 Chisinau Lane,,Pietari,274,8856,816436065431
228,60 Poços de Caldas Street,,Rajasthan,243,82338,963063788669
486,64 Korla Street,,Mwanza,347,25145,510383179153
37,127 Purnea (Purnia) Manor,,Piemonte,17,79388,911872220378
523,608 Birgunj Parkway,,Taipei,116,400,627425618482
194,605 Rio Claro Parkway,,Tabora,513,49348,352469351088
479,1854 Okara Boulevard,,Drenthe,158,42123,131912793873
36,176 Mandaluyong Place,,Uttar Pradesh,239,65213,627705991774
190,435 0 Way,,West Bengali,195,74750,760171523969
424,1948 Bayugan Parkway,,Bihar,264,60622,987306329957
40,334 Munger (Monghyr) Lane,,Markazi,31,38145,481183273622
409,1266 Laredo Parkway,,Saitama,380,7664,1483365694
9,53 Idfu Parkway,,Nantou,361,42399,10655648674
403,1190 0 Place,,Rio Grande do Sul,44,10417,841876514789
214,751 Lima Loop,,Aden,7,99405,756460337785
202,955 Bamenda Way,,Ondo & Ekiti,218,1545,768481779568
390,102 Chapra Drive,,Ibaragi,521,14073,776031833752
470,1088 Ibirité Place,,Jalisco,595,88502,49084281333
472,1447 Chatsworth Place,,Chihuahua,129,41545,769370126331
251,1473 Changhwa Parkway,,Mxico,124,75933,266798132374
53,725 Isesaki Place,,Mekka,237,74428,876295323994
381,1618 Olomouc Manor,,Kurgan,285,26385,96846695220
126,1175 Tanauan Way,,Lima,305,64615,937222955822
305,41 El Alto Parkway,,Maharashtra,398,56883,51917807050
118,442 Rae Bareli Place,,Nordrhein-Westfalen,148,24321,886636413768
501,1060 Tandil Lane,,Shandong,432,72349,211256301880
400,1152 Citrus Heights Manor,,al-Qadarif,15,5239,765957414528
150,879 Newcastle Way,,Michigan,499,90732,206841104594
78,1206 Dos Quebradas Place,,São Paulo,431,20207,241832790687
88,125 Città del Vaticano Boulevard,,Puebla,40,67912,48417642933
288,226 Halifax Street,,Xinxiang,277,58492,790651020929
221,866 Shivapuri Manor,,Uttar Pradesh,448,22474,778502731092
205,68 Molodetšno Manor,,Nordrhein-Westfalen,575,4662,146640639760
511,1152 al-Qatif Lane,,Kalimantan Barat,412,44816,131370665218
81,1692 Ede Loop,,São Paulo,30,9223,918711376618
435,740 Udaipur Lane,,Nizni Novgorod,150,33505,497288595103
404,734 Béchar Place,,Punjab,375,30586,280578750435
605,1325 Fukuyama Street,,Heilongjiang,537,27107,288241215394
232,754 Valencia Place,,Phnom Penh,406,87911,594319417514
275,906 Goiânia Way,,Wielkopolskie,255,83565,701767622697
532,1427 Tabuk Place,,Florida,101,31342,214756839122
309,827 Yuncheng Drive,,Callao,99,79047,504434452842
368,1658 Jastrzebie-Zdrój Loop,,Central,372,96584,568367775448
237,1736 Cavite Place,,Qina,216,98775,431770603551
58,1964 Allappuzha (Alleppey) Street,,Yamaguchi,227,48980,920811325222
241,647 A Coruña (La Coruña) Street,,Chollanam,357,36971,792557457753
105,733 Mandaluyong Place,,Asir,2,77459,196568435814
549,454 Qinhuangdao Drive,,Tadla-Azilal,68,25866,786270036240
530,1003 Qinhuangdao Street,,West Java,419,25972,35533115997
452,207 Cuernavaca Loop,,Tatarstan,352,52671,782900030287
255,1966 Tonghae Street,,Anhalt Sachsen,198,36481,567359279425
12,478 Joliet Way,,Hamilton,200,77948,657282285970
220,1201 Qomsheh Manor,,Gois,28,21464,873492228462
308,687 Alessandria Parkway,,Sanaa,455,57587,407218522294
23,1417 Lancaster Avenue,,Northern Cape,267,72192,272572357893
167,1287 Xi´angfan Boulevard,,Gifu,253,57844,819416131190
579,521 San Juan Bautista Tuxtepec Place,,Qaraghandy,598,95093,844018348565
590,247 Jining Parkway,,Banjul,54,53446,170115379190
32,1425 Shikarpur Manor,,Bihar,346,65599,678220867005
49,1718 Valencia Street,,Antofagasta,27,37359,675292816413
580,923 Tangail Boulevard,,Tokyo-to,10,33384,315528269898
303,898 Jining Lane,,Pohjois-Pohjanmaa,387,40070,161643343536
394,753 Ilorin Avenue,,Sichuan,157,3656,464511145118
225,1926 Gingoog Street,,Sisilia,511,22824,469738825391
430,355 Vitória de Santo Antão Way,,Oaxaca,452,81758,548003849552
560,1447 Imus Place,,Gujarat,426,12905,62127829280
362,482 Kowloon and New Kowloon Manor,,Bratislava,90,97056,738968474939
484,98 Pyongyang Boulevard,,Ohio,11,88749,191958435142
589,1584 Ljubertsy Lane,,England,494,22954,285710089439
311,715 São Bernardo do Campo Lane,,Kedah,507,84804,181179321332
182,1891 Rizhao Boulevard,,São Paulo,456,47288,391065549876
156,1963 Moscow Place,,Assam,354,64863,761379480249
417,791 Salinas Street,,Punjab,208,40509,129953030512
595,1074 Sanaa Parkway,,Loja,311,22474,154124128457
212,624 Oshawa Boulevard,,West Bengali,51,89959,49677664184
527,1993 0 Loop,,Liaoning,588,41214,25865528181
330,981 Kumbakonam Place,,Distrito Federal,89,87611,829116184079
325,1892 Nabereznyje Tšelny Lane,,Tutuila,516,28396,478229987054
54,115 Hidalgo Parkway,,Khartum,379,80168,307703950263
326,470 Boksburg Street,,Central,81,97960,908029859266
558,904 Clarksville Drive,,Zhejiang,193,52234,955349440539
34,1668 Anápolis Street,,Taipei,316,50199,525255540978
146,483 Ljubertsy Parkway,,Scotland,149,60562,581174211853
592,1923 Stara Zagora Lane,,Nantou,546,95179,182178609211
242,1964 Gijón Manor,,Karnataka,473,14408,918119601885
408,990 Etawah Loop,,Tamil Nadu,564,79940,206169448769
492,185 Mannheim Lane,,Stavropol,408,23661,589377568313
171,1540 Wroclaw Drive,,Maharashtra,107,62686,182363341674
462,1485 Bratislava Place,,Illinois,435,83183,924663855568
235,954 Kimchon Place,,West Bengali,559,42420,541327526474
412,1639 Saarbrücken Drive,,North West,437,9827,328494873422
173,1294 Firozabad Drive,,Ji´angxi,407,70618,161801569569
531,1986 Sivas Place,,Friuli-Venezia Giuli,551,95775,182059202712
571,1746 Faaa Way,,Huánuco,214,32515,863080561151
68,1966 Amroha Avenue,,Sichuan,139,70385,333489324603
515,886 Tonghae Place,,Volgograd,259,19450,711928348157
410,88 Nagaon Manor,,Buenos Aires,524,86868,779461480495
583,1489 Kakamigahara Lane,,Taipei,526,98883,29341849811
130,1666 Qomsheh Drive,,São Paulo,410,66255,582835362905
545,163 Augusta-Richmond County Loop,,Carabobo,561,33030,754579047924
352,1673 Tangail Drive,,Daugavpils,137,26857,627924259271
11,900 Santiago de Compostela Parkway,,Central Serbia,280,93896,716571220373
555,1764 Jalib al-Shuyukh Parkway,,Galicia,459,77642,84794532510
432,259 Ipoh Drive,,São Paulo,189,64964,419009857119
513,758 Korolev Parkway,,Andhra Pradesh,568,75474,441628280920
209,1679 Antofagasta Street,,Alto Paran,122,86599,905903574913
376,1061 Ede Avenue,,Southern Tagalog,98,57810,333390595558
396,767 Pyongyang Drive,,Osaka,229,83536,667736124769
283,457 Tongliao Loop,,Bursa,222,56254,880756161823
7,692 Joliet Street,,Attika,38,83579,448477190408
239,98 Stara Zagora Boulevard,,Valle,96,76448,610173756082
69,698 Otsu Street,,Cayenne,105,71110,409983924481
52,909 Garland Manor,,Tatarstan,367,69367,705800322606
594,1464 Kursk Parkway,,Shandong,574,17381,338758048786
3,23 Workhaven Lane,,Alberta,300,,14033335568
35,33 Gorontalo Way,,West Bengali,257,30348,745994947458
347,1293 Nam Dinh Way,,Roraima,84,71583,697656479977
338,431 Székesfehérvár Avenue,,Baki,48,57828,119501405123
297,1192 Tongliao Street,,Sharja,470,19065,350970907017
600,1837 Kaduna Parkway,,Inner Mongolia,241,82580,640843562301
198,345 Oshawa Boulevard,,Tokyo-to,204,32114,104491201771
170,710 San Felipe del Progreso Avenue,,Lilongwe,304,76901,843801144113
15,1542 Tarlac Parkway,,Kanagawa,440,1027,635297277345
431,1596 Acuña Parkway,,Jharkhand,418,70425,157133457169
279,1884 Shikarpur Avenue,,Haryana,263,85548,959949395183
19,419 Iligan Lane,,Madhya Pradesh,76,72878,990911107354
247,1483 Pathankot Street,,Tucumn,454,37288,686015532180
559,1917 Kumbakonam Parkway,,Vojvodina,368,11892,698182547686
329,867 Benin City Avenue,,Henan,591,78543,168884817145
350,1628 Nagareyama Lane,,Central,453,60079,20064292617
570,415 Pune Avenue,,Shandong,580,44274,203202500108
104,1913 Kamakura Place,,Lipetsk,238,97287,942570536750
115,1378 Alvorada Avenue,,Distrito Federal,102,75834,272234298332
96,984 Effon-Alaiye Avenue,,Gois,183,17119,132986892228
278,144 South Hill Loop,,Guanajuato,445,2012,45387294817
102,669 Firozabad Loop,,Abu Dhabi,12,92265,412903167998
425,1866 al-Qatif Avenue,,California,155,89420,546793516940
291,1155 Liaocheng Place,,Oyo & Osun,152,22650,558236142492
41,1440 Fukuyama Loop,,Henan,362,47929,912257250465
153,782 Mosul Street,,Massachusetts,94,25545,885899703621
142,1587 Sullana Lane,,Inner Mongolia,207,85769,468060467018
106,659 Vaduz Drive,,Ha Darom,34,49708,709935135487
28,96 Tafuna Way,,Córdoba,128,99865,934730187245
240,1479 Rustenburg Boulevard,,Southern Tagalog,527,18727,727785483194
207,1688 Nador Lane,,Sulawesi Utara,184,61613,652218196731
455,1947 Paarl Way,,Central Java,509,23636,834061016202
334,1816 Bydgoszcz Loop,,Dhaka,234,64308,965273813662
496,775 Šostka Drive,,al-Daqahliya,337,22358,171973024401
411,264 Bhimavaram Manor,,St Thomas,111,54749,302526949177
603,1103 Quilmes Boulevard,,Piura,503,52137,644021380889
200,1074 Binzhou Manor,,Baden-Wrttemberg,325,36490,331132568928
100,1308 Arecibo Way,,Georgia,41,30695,6171054059
233,356 Olomouc Manor,,Gois,26,93323,22326410776
122,333 Goiânia Way,,Texas,185,78625,909029256431
514,1747 Rustenburg Place,,Bihar,110,51369,442673923363
195,1077 San Felipe de Puerto Plata Place,,Rostov-na-Donu,369,65387,812824036424
482,808 Naçala-Porto Parkway,,England,500,41060,553452430707
429,1269 Botosani Manor,,Guangdong,468,47394,736517327853
144,1666 Beni-Mellal Place,,Tennessee,123,13377,9099941466
268,1831 Nam Dinh Loop,,National Capital Reg,323,51990,322888976727
575,1052 Pathankot Avenue,,Sichuan,299,77397,128499386727
59,1697 Kowloon and New Kowloon Loop,,Moskova,49,57807,499352017190
307,1908 Gaziantep Place,,Liaoning,536,58979,108053751300
47,1447 Imus Way,,Tahiti,167,48942,539758313890
227,1820 Maringá Parkway,,Punjab,324,88307,99760893676
