address,active,city_id,address_id,first_name,postal_code,phone,address2,customer_id,email,create_date,store_id,district,last_name
770 Bydgoszcz Avenue,1,120,18,BETTY,16266,517338314235,,14,BETTY.WHITE@sakilacustomer.org,2006-02-14 22:04:36,2,California,WHITE
419 Iligan Lane,1,76,19,HELEN,72878,990911107354,,15,HELEN.HARRIS@sakilacustomer.org,2006-02-14 22:04:36,1,Madhya Pradesh,HARRIS
360 Toulouse Parkway,0,495,20,SANDRA,54308,949312333307,,16,SANDRA.MARTIN@sakilacustomer.org,2006-02-14 22:04:36,2,England,MARTIN
270 Toulon Boulevard,1,156,21,DONNA,81766,407752414682,,17,DONNA.THOMPSON@sakilacustomer.org,2006-02-14 22:04:36,1,Kalmykia,THOMPSON
320 Brest Avenue,1,252,22,CAROL,43331,747791594069,,18,CAROL.GARCIA@sakilacustomer.org,2006-02-14 22:04:36,2,Kaduna,GARCIA
1417 Lancaster Avenue,1,267,23,RUTH,72192,272572357893,,19,RUTH.MARTINEZ@sakilacustomer.org,2006-02-14 22:04:36,1,Northern Cape,MARTINEZ
1688 Okara Way,1,327,24,SHARON,21954,144453869132,,20,SHARON.ROBINSON@sakilacustomer.org,2006-02-14 22:04:36,2,Nothwest Border Prov,ROBINSON
262 A Coruña (La Coruña) Parkway,1,525,25,MICHELLE,34418,892775750063,,21,MICHELLE.CLARK@sakilacustomer.org,2006-02-14 22:04:36,1,Dhaka,CLARK
28 Charlotte Amalie Street,1,443,26,LAURA,37551,161968374323,,22,LAURA.RODRIGUEZ@sakilacustomer.org,2006-02-14 22:04:36,1,Rabat-Sal-Zammour-Z,RODRIGUEZ
1780 Hino Boulevard,1,303,27,SARAH,7716,902731229323,,23,SARAH.LEWIS@sakilacustomer.org,2006-02-14 22:04:36,2,Liepaja,LEWIS
96 Tafuna Way,1,128,28,KIMBERLY,99865,934730187245,,24,KIMBERLY.LEE@sakilacustomer.org,2006-02-14 22:04:36,2,Córdoba,LEE
934 San Felipe de Puerto Plata Street,1,472,29,DEBORAH,99780,196495945706,,25,DEBORAH.WALKER@sakilacustomer.org,2006-02-14 22:04:36,1,Sind,WALKER
18 Duisburg Boulevard,1,121,30,JESSICA,58327,998009777982,,26,JESSICA.HALL@sakilacustomer.org,2006-02-14 22:04:36,2,,HALL
217 Botshabelo Place,1,138,31,SHIRLEY,49521,665356572025,,27,SHIRLEY.ALLEN@sakilacustomer.org,2006-02-14 22:04:36,2,Southern Mindanao,ALLEN
1425 Shikarpur Manor,1,346,32,CYNTHIA,65599,678220867005,,28,CYNTHIA.YOUNG@sakilacustomer.org,2006-02-14 22:04:36,1,Bihar,YOUNG
786 Aurora Avenue,1,474,33,ANGELA,65750,18461860151,,29,ANGELA.HERNANDEZ@sakilacustomer.org,2006-02-14 22:04:36,2,Yamaguchi,HERNANDEZ
1668 Anápolis Street,1,316,34,MELISSA,50199,525255540978,,30,MELISSA.KING@sakilacustomer.org,2006-02-14 22:04:36,1,Taipei,KING
33 Gorontalo Way,1,257,35,BRENDA,30348,745994947458,,31,BRENDA.WRIGHT@sakilacustomer.org,2006-02-14 22:04:36,2,West Bengali,WRIGHT
176 Mandaluyong Place,1,239,36,AMY,65213,627705991774,,32,AMY.LOPEZ@sakilacustomer.org,2006-02-14 22:04:36,1,Uttar Pradesh,LOPEZ
127 Purnea (Purnia) Manor,1,17,37,ANNA,79388,911872220378,,33,ANNA.HILL@sakilacustomer.org,2006-02-14 22:04:36,2,Piemonte,HILL
61 Tama Street,1,284,38,REBECCA,94065,708403338270,,34,REBECCA.SCOTT@sakilacustomer.org,2006-02-14 22:04:36,2,Okayama,SCOTT
391 Callao Drive,1,544,39,VIRGINIA,34021,440512153169,,35,VIRGINIA.GREEN@sakilacustomer.org,2006-02-14 22:04:36,2,Midi-Pyrnes,GREEN
334 Munger (Monghyr) Lane,1,31,40,KATHLEEN,38145,481183273622,,36,KATHLEEN.ADAMS@sakilacustomer.org,2006-02-14 22:04:36,2,Markazi,ADAMS
1440 Fukuyama Loop,1,362,41,PAMELA,47929,912257250465,,37,PAMELA.BAKER@sakilacustomer.org,2006-02-14 22:04:36,1,Henan,BAKER
269 Cam Ranh Parkway,1,115,42,MARTHA,34689,489783829737,,38,MARTHA.GONZALEZ@sakilacustomer.org,2006-02-14 22:04:36,1,Chisinau,GONZALEZ
306 Antofagasta Place,1,569,43,DEBRA,3989,378318851631,,39,DEBRA.NELSON@sakilacustomer.org,2006-02-14 22:04:36,1,Esprito Santo,NELSON
671 Graz Street,1,353,44,AMANDA,94399,680768868518,,40,AMANDA.CARTER@sakilacustomer.org,2006-02-14 22:04:36,2,Oriental,CARTER
42 Brindisi Place,1,586,45,STEPHANIE,16744,42384721397,,41,STEPHANIE.MITCHELL@sakilacustomer.org,2006-02-14 22:04:36,1,Yerevan,MITCHELL
1632 Bislig Avenue,1,394,46,CAROLYN,61117,471675840679,,42,CAROLYN.PEREZ@sakilacustomer.org,2006-02-14 22:04:36,2,Nonthaburi,PEREZ
1447 Imus Way,1,167,47,CHRISTINE,48942,539758313890,,43,CHRISTINE.ROBERTS@sakilacustomer.org,2006-02-14 22:04:36,2,Tahiti,ROBERTS
1998 Halifax Drive,1,308,48,MARIE,76022,177727722820,,44,MARIE.TURNER@sakilacustomer.org,2006-02-14 22:04:36,1,Lipetsk,TURNER
1718 Valencia Street,1,27,49,JANET,37359,675292816413,,45,JANET.PHILLIPS@sakilacustomer.org,2006-02-14 22:04:36,1,Antofagasta,PHILLIPS
46 Pjatigorsk Lane,1,343,50,CATHERINE,23616,262076994845,,46,CATHERINE.CAMPBELL@sakilacustomer.org,2006-02-14 22:04:36,2,Moscow (City),CAMPBELL
686 Garland Manor,1,247,51,FRANCES,52535,69493378813,,47,FRANCES.PARKER@sakilacustomer.org,2006-02-14 22:04:36,1,Cear,PARKER
909 Garland Manor,1,367,52,ANN,69367,705800322606,,48,ANN.EVANS@sakilacustomer.org,2006-02-14 22:04:36,1,Tatarstan,EVANS
725 Isesaki Place,1,237,53,JOYCE,74428,876295323994,,49,JOYCE.EDWARDS@sakilacustomer.org,2006-02-14 22:04:36,2,Mekka,EDWARDS
115 Hidalgo Parkway,1,379,54,DIANE,80168,307703950263,,50,DIANE.COLLINS@sakilacustomer.org,2006-02-14 22:04:36,1,Khartum,COLLINS
1135 Izumisano Parkway,1,171,55,ALICE,48150,171822533480,,51,ALICE.STEWART@sakilacustomer.org,2006-02-14 22:04:36,1,California,STEWART
939 Probolinggo Loop,1,1,56,JULIE,4166,680428310138,,52,JULIE.SANCHEZ@sakilacustomer.org,2006-02-14 22:04:36,1,Galicia,SANCHEZ
17 Kabul Boulevard,1,355,57,HEATHER,38594,697760867968,,53,HEATHER.MORRIS@sakilacustomer.org,2006-02-14 22:04:36,1,Chiba,MORRIS
1964 Allappuzha (Alleppey) Street,1,227,58,TERESA,48980,920811325222,,54,TERESA.ROGERS@sakilacustomer.org,2006-02-14 22:04:36,1,Yamaguchi,ROGERS
1697 Kowloon and New Kowloon Loop,1,49,59,DORIS,57807,499352017190,,55,DORIS.REED@sakilacustomer.org,2006-02-14 22:04:36,2,Moskova,REED
1668 Saint Louis Place,1,397,60,GLORIA,39072,347487831378,,56,GLORIA.COOK@sakilacustomer.org,2006-02-14 22:04:36,1,Tahiti,COOK
943 Tokat Street,1,560,61,EVELYN,45428,889318963672,,57,EVELYN.MORGAN@sakilacustomer.org,2006-02-14 22:04:36,2,Vaduz,MORGAN
1114 Liepaja Street,1,282,62,JEAN,69226,212869228936,,58,JEAN.BELL@sakilacustomer.org,2006-02-14 22:04:36,1,Sarawak,BELL
1213 Ranchi Parkway,1,350,63,CHERYL,94352,800024380485,,59,CHERYL.MURPHY@sakilacustomer.org,2006-02-14 22:04:36,1,Karnataka,MURPHY
81 Hodeida Way,1,231,64,MILDRED,55561,250767749542,,60,MILDRED.BAILEY@sakilacustomer.org,2006-02-14 22:04:36,1,Rajasthan,BAILEY
915 Ponce Place,1,56,65,KATHERINE,83980,1395251317,,61,KATHERINE.RIVERA@sakilacustomer.org,2006-02-14 22:04:36,2,Basel-Stadt,RIVERA
1717 Guadalajara Lane,1,441,66,JOAN,85505,914090181665,,62,JOAN.COOPER@sakilacustomer.org,2006-02-14 22:04:36,1,Missouri,COOPER
1214 Hanoi Way,1,306,67,ASHLEY,67055,491001136577,,63,ASHLEY.RICHARDSON@sakilacustomer.org,2006-02-14 22:04:36,1,Nebraska,RICHARDSON
1966 Amroha Avenue,0,139,68,JUDITH,70385,333489324603,,64,JUDITH.COX@sakilacustomer.org,2006-02-14 22:04:36,2,Sichuan,COX
698 Otsu Street,1,105,69,ROSE,71110,409983924481,,65,ROSE.HOWARD@sakilacustomer.org,2006-02-14 22:04:36,2,Cayenne,HOWARD
1150 Kimchon Manor,1,321,70,JANICE,96109,663449333709,,66,JANICE.WARD@sakilacustomer.org,2006-02-14 22:04:36,2,Skne ln,WARD
1586 Guarujá Place,1,579,71,KELLY,5135,947233365992,,67,KELLY.TORRES@sakilacustomer.org,2006-02-14 22:04:36,1,Hunan,TORRES
57 Arlington Manor,1,475,72,NICOLE,48960,990214419142,,68,NICOLE.PETERSON@sakilacustomer.org,2006-02-14 22:04:36,1,Madhya Pradesh,PETERSON
1031 Daugavpils Parkway,1,63,73,JUDY,59025,107137400143,,69,JUDY.GRAY@sakilacustomer.org,2006-02-14 22:04:36,2,Béchar,GRAY
1124 Buenaventura Drive,1,13,74,CHRISTINA,6856,407733804223,,70,CHRISTINA.RAMIREZ@sakilacustomer.org,2006-02-14 22:04:36,2,Mekka,RAMIREZ
492 Cam Ranh Street,1,61,75,KATHY,50805,565018274456,,71,KATHY.JAMES@sakilacustomer.org,2006-02-14 22:04:36,1,Eastern Visayas,JAMES
89 Allappuzha (Alleppey) Manor,1,517,76,THERESA,75444,255800440636,,72,THERESA.WATSON@sakilacustomer.org,2006-02-14 22:04:36,2,National Capital Reg,WATSON
1947 Poços de Caldas Boulevard,1,114,77,BEVERLY,60951,427454485876,,73,BEVERLY.BROOKS@sakilacustomer.org,2006-02-14 22:04:36,2,Chiayi,BROOKS
1206 Dos Quebradas Place,1,431,78,DENISE,20207,241832790687,,74,DENISE.KELLY@sakilacustomer.org,2006-02-14 22:04:36,1,São Paulo,KELLY
1551 Rampur Lane,1,108,79,TAMMY,72394,251164340471,,75,TAMMY.SANDERS@sakilacustomer.org,2006-02-14 22:04:36,2,Changhwa,SANDERS
602 Paarl Street,1,402,80,IRENE,98889,896314772871,,76,IRENE.PRICE@sakilacustomer.org,2006-02-14 22:04:36,2,Pavlodar,PRICE
1692 Ede Loop,1,30,81,JANE,9223,918711376618,,77,JANE.BENNETT@sakilacustomer.org,2006-02-14 22:04:36,2,São Paulo,BENNETT
936 Salzburg Lane,1,425,82,LORI,96709,875756771675,,78,LORI.WOOD@sakilacustomer.org,2006-02-14 22:04:36,1,Uttar Pradesh,WOOD
586 Tete Way,1,256,83,RACHEL,1079,18581624103,,79,RACHEL.BARNES@sakilacustomer.org,2006-02-14 22:04:36,1,Kanagawa,BARNES
1888 Kabul Drive,1,217,84,MARILYN,20936,701457319790,,80,MARILYN.ROSS@sakilacustomer.org,2006-02-14 22:04:36,1,Oyo & Osun,ROSS
320 Baiyin Parkway,1,319,85,ANDREA,37307,223664661973,,81,ANDREA.HENDERSON@sakilacustomer.org,2006-02-14 22:04:36,1,Mahajanga,HENDERSON
927 Bahía Blanca Parkway,1,479,86,KATHRYN,9495,821972242086,,82,KATHRYN.COLEMAN@sakilacustomer.org,2006-02-14 22:04:36,1,Krim,COLEMAN
929 Tallahassee Loop,1,497,87,LOUISE,74671,800716535041,,83,LOUISE.JENKINS@sakilacustomer.org,2006-02-14 22:04:36,1,Gauteng,JENKINS
125 Città del Vaticano Boulevard,1,40,88,SARA,67912,48417642933,,84,SARA.PERRY@sakilacustomer.org,2006-02-14 22:04:36,2,Puebla,PERRY
1557 Kütahya Boulevard,1,88,89,ANNE,88002,720998247660,,85,ANNE.POWELL@sakilacustomer.org,2006-02-14 22:04:36,2,England,POWELL
870 Ashqelon Loop,1,489,90,JACQUELINE,84931,135117278909,,86,JACQUELINE.LONG@sakilacustomer.org,2006-02-14 22:04:36,2,Songkhla,LONG
1740 Portoviejo Avenue,1,480,91,WANDA,29932,198123170793,,87,WANDA.PATTERSON@sakilacustomer.org,2006-02-14 22:04:36,1,Sucre,PATTERSON
1942 Ciparay Parkway,1,113,92,BONNIE,82624,978987363654,,88,BONNIE.HUGHES@sakilacustomer.org,2006-02-14 22:04:36,2,Cheju,HUGHES
1926 El Alto Avenue,1,289,93,JULIA,75543,846225459260,,89,JULIA.FLORES@sakilacustomer.org,2006-02-14 22:04:36,1,Buenos Aires,FLORES
1952 Chatsworth Drive,1,332,94,RUBY,25958,991562402283,,90,RUBY.WASHINGTON@sakilacustomer.org,2006-02-14 22:04:36,2,Guangdong,WASHINGTON
1370 Le Mans Avenue,1,53,95,LOIS,52163,345679835036,,91,LOIS.BUTLER@sakilacustomer.org,2006-02-14 22:04:36,2,Brunei and Muara,BUTLER
984 Effon-Alaiye Avenue,1,183,96,TINA,17119,132986892228,,92,TINA.SIMMONS@sakilacustomer.org,2006-02-14 22:04:36,2,Gois,SIMMONS
832 Nakhon Sawan Manor,1,592,97,PHYLLIS,49021,275595571388,,93,PHYLLIS.FOSTER@sakilacustomer.org,2006-02-14 22:04:36,1,Inner Mongolia,FOSTER
152 Kitwe Parkway,1,82,98,NORMA,53182,835433605312,,94,NORMA.GONZALES@sakilacustomer.org,2006-02-14 22:04:36,1,Caraga,GONZALES
1697 Tanauan Lane,1,399,99,PAULA,22870,4764773857,,95,PAULA.BRYANT@sakilacustomer.org,2006-02-14 22:04:36,2,Punjab,BRYANT
1308 Arecibo Way,1,41,100,DIANA,30695,6171054059,,96,DIANA.ALEXANDER@sakilacustomer.org,2006-02-14 22:04:36,1,Georgia,ALEXANDER
1599 Plock Drive,1,534,101,ANNIE,71986,817248913162,,97,ANNIE.RUSSELL@sakilacustomer.org,2006-02-14 22:04:36,2,Tete,RUSSELL
669 Firozabad Loop,1,12,102,LILLIAN,92265,412903167998,,98,LILLIAN.GRIFFIN@sakilacustomer.org,2006-02-14 22:04:36,1,Abu Dhabi,GRIFFIN
588 Vila Velha Manor,1,268,103,EMILY,51540,333339908719,,99,EMILY.DIAZ@sakilacustomer.org,2006-02-14 22:04:36,2,Kyongsangbuk,DIAZ
1913 Kamakura Place,1,238,104,ROBIN,97287,942570536750,,100,ROBIN.HAYES@sakilacustomer.org,2006-02-14 22:04:36,1,Lipetsk,HAYES
733 Mandaluyong Place,1,2,105,PEGGY,77459,196568435814,,101,PEGGY.MYERS@sakilacustomer.org,2006-02-14 22:04:36,1,Asir,MYERS
659 Vaduz Drive,1,34,106,CRYSTAL,49708,709935135487,,102,CRYSTAL.FORD@sakilacustomer.org,2006-02-14 22:04:36,1,Ha Darom,FORD
1177 Jelets Way,1,220,107,GLADYS,3305,484292626944,,103,GLADYS.HAMILTON@sakilacustomer.org,2006-02-14 22:04:36,1,Kwara & Kogi,HAMILTON
1386 Yangor Avenue,1,543,108,RITA,80720,449216226468,,104,RITA.GRAHAM@sakilacustomer.org,2006-02-14 22:04:36,1,Provence-Alpes-Cte,GRAHAM
454 Nakhon Sawan Boulevard,1,173,109,DAWN,76383,963887147572,,105,DAWN.SULLIVAN@sakilacustomer.org,2006-02-14 22:04:36,1,Funafuti,SULLIVAN
1867 San Juan Bautista Tuxtepec Avenue,1,225,110,CONNIE,78311,547003310357,,106,CONNIE.WALLACE@sakilacustomer.org,2006-02-14 22:04:36,1,Ivanovo,WALLACE
1532 Dzerzinsk Way,1,334,111,FLORENCE,9599,330838016880,,107,FLORENCE.WOODS@sakilacustomer.org,2006-02-14 22:04:36,1,Buenos Aires,WOODS
1002 Ahmadnagar Manor,1,213,112,TRACY,93026,371490777743,,108,TRACY.COLE@sakilacustomer.org,2006-02-14 22:04:36,1,Mxico,COLE
682 Junan Way,1,273,113,EDNA,30418,622255216127,,109,EDNA.WEST@sakilacustomer.org,2006-02-14 22:04:36,2,North West,WEST
804 Elista Drive,1,159,114,TIFFANY,61069,379804592943,,110,TIFFANY.JORDAN@sakilacustomer.org,2006-02-14 22:04:36,2,Hubei,JORDAN
1378 Alvorada Avenue,1,102,115,CARMEN,75834,272234298332,,111,CARMEN.OWENS@sakilacustomer.org,2006-02-14 22:04:36,1,Distrito Federal,OWENS
793 Cam Ranh Avenue,1,292,116,ROSA,87057,824370924746,,112,ROSA.REYNOLDS@sakilacustomer.org,2006-02-14 22:04:36,2,California,REYNOLDS
1079 Tel Aviv-Jaffa Boulevard,1,132,117,CINDY,10885,358178933857,,113,CINDY.FISHER@sakilacustomer.org,2006-02-14 22:04:36,2,Sucre,FISHER
442 Rae Bareli Place,1,148,118,GRACE,24321,886636413768,,114,GRACE.ELLIS@sakilacustomer.org,2006-02-14 22:04:36,2,Nordrhein-Westfalen,ELLIS
1107 Nakhon Sawan Avenue,1,365,119,WENDY,75149,867546627903,,115,WENDY.HARRISON@sakilacustomer.org,2006-02-14 22:04:36,1,Mxico,HARRISON
544 Malmö Parkway,1,403,120,VICTORIA,63502,386759646229,,116,VICTORIA.GIBSON@sakilacustomer.org,2006-02-14 22:04:36,1,Central Java,GIBSON
1967 Sincelejo Place,1,176,121,EDITH,73644,577812616052,,117,EDITH.MCDONALD@sakilacustomer.org,2006-02-14 22:04:36,1,Gujarat,MCDONALD
333 Goiânia Way,1,185,122,KIM,78625,909029256431,,118,KIM.CRUZ@sakilacustomer.org,2006-02-14 22:04:36,1,Texas,CRUZ
1987 Coacalco de Berriozábal Loop,1,476,123,SHERRY,96065,787654415858,,119,SHERRY.MARSHALL@sakilacustomer.org,2006-02-14 22:04:36,1,al-Qalyubiya,MARSHALL
241 Mosul Lane,1,147,124,SYLVIA,76157,765345144779,,120,SYLVIA.ORTIZ@sakilacustomer.org,2006-02-14 22:04:36,2,Risaralda,ORTIZ
211 Chiayi Drive,1,164,125,JOSEPHINE,58186,665993880048,,121,JOSEPHINE.GOMEZ@sakilacustomer.org,2006-02-14 22:04:36,1,Uttar Pradesh,GOMEZ
1175 Tanauan Way,1,305,126,THELMA,64615,937222955822,,122,THELMA.MURRAY@sakilacustomer.org,2006-02-14 22:04:36,1,Lima,MURRAY
117 Boa Vista Way,1,566,127,SHANNON,6804,677976133614,,123,SHANNON.FREEMAN@sakilacustomer.org,2006-02-14 22:04:36,2,Uttar Pradesh,FREEMAN
848 Tafuna Manor,0,281,128,SHEILA,45142,614935229095,,124,SHEILA.WELLS@sakilacustomer.org,2006-02-14 22:04:36,1,Kütahya,WELLS
569 Baicheng Lane,1,85,129,ETHEL,60304,490211944645,,125,ETHEL.WEBB@sakilacustomer.org,2006-02-14 22:04:36,1,Gauteng,WEBB
1666 Qomsheh Drive,1,410,130,ELLEN,66255,582835362905,,126,ELLEN.SIMPSON@sakilacustomer.org,2006-02-14 22:04:36,1,São Paulo,SIMPSON
801 Hagonoy Drive,1,484,131,ELAINE,8439,237426099212,,127,ELAINE.STEVENS@sakilacustomer.org,2006-02-14 22:04:36,2,Smolensk,STEVENS
1050 Garden Grove Avenue,1,236,132,MARJORIE,4999,973047364353,,128,MARJORIE.TUCKER@sakilacustomer.org,2006-02-14 22:04:36,1,Slaskie,TUCKER
1854 Tieli Street,1,302,133,CARRIE,15819,509492324775,,129,CARRIE.PORTER@sakilacustomer.org,2006-02-14 22:04:36,1,Shandong,PORTER
758 Junan Lane,1,190,134,CHARLOTTE,82639,935448624185,,130,CHARLOTTE.HUNTER@sakilacustomer.org,2006-02-14 22:04:36,1,Gois,HUNTER
1752 São Leopoldo Parkway,1,345,135,MONICA,14014,252265130067,,131,MONICA.HICKS@sakilacustomer.org,2006-02-14 22:04:36,2,Taka-Karpatia,HICKS
898 Belém Manor,1,87,136,ESTHER,49757,707169393853,,132,ESTHER.CRAWFORD@sakilacustomer.org,2006-02-14 22:04:36,2,Free State,CRAWFORD
261 Saint Louis Way,1,541,137,PAULINE,83401,321944036800,,133,PAULINE.HENRY@sakilacustomer.org,2006-02-14 22:04:36,1,Coahuila de Zaragoza,HENRY
765 Southampton Drive,1,421,138,EMMA,4285,23712411567,,134,EMMA.BOYD@sakilacustomer.org,2006-02-14 22:04:36,1,al-Qalyubiya,BOYD
943 Johannesburg Avenue,1,417,139,JUANITA,5892,90921003005,,135,JUANITA.MASON@sakilacustomer.org,2006-02-14 22:04:36,2,Maharashtra,MASON
788 Atšinsk Street,1,211,140,ANITA,81691,146497509724,,136,ANITA.MORALES@sakilacustomer.org,2006-02-14 22:04:36,2,Karnataka,MORALES
1749 Daxian Place,1,29,141,RHONDA,11044,963369996279,,137,RHONDA.KENNEDY@sakilacustomer.org,2006-02-14 22:04:36,2,Gelderland,KENNEDY
1587 Sullana Lane,1,207,142,HAZEL,85769,468060467018,,138,HAZEL.WARREN@sakilacustomer.org,2006-02-14 22:04:36,1,Inner Mongolia,WARREN
1029 Dzerzinsk Manor,1,542,143,AMBER,57519,33173584456,,139,AMBER.DIXON@sakilacustomer.org,2006-02-14 22:04:36,1,Ynlin,DIXON
1666 Beni-Mellal Place,1,123,144,EVA,13377,9099941466,,140,EVA.RAMOS@sakilacustomer.org,2006-02-14 22:04:36,1,Tennessee,RAMOS
928 Jaffna Loop,1,172,145,DEBBIE,93762,581852137991,,141,DEBBIE.REYES@sakilacustomer.org,2006-02-14 22:04:36,1,Hiroshima,REYES
483 Ljubertsy Parkway,1,149,146,APRIL,60562,581174211853,,142,APRIL.BURNS@sakilacustomer.org,2006-02-14 22:04:36,1,Scotland,BURNS
374 Bat Yam Boulevard,1,266,147,LESLIE,97700,923261616249,,143,LESLIE.GORDON@sakilacustomer.org,2006-02-14 22:04:36,1,Kilis,GORDON
1027 Songkhla Manor,1,340,148,CLARA,30861,563660187896,,144,CLARA.SHAW@sakilacustomer.org,2006-02-14 22:04:36,1,Minsk,SHAW
999 Sanaa Loop,1,491,149,LUCILLE,3439,918032330119,,145,LUCILLE.HOLMES@sakilacustomer.org,2006-02-14 22:04:36,1,Gauteng,HOLMES
879 Newcastle Way,1,499,150,JAMIE,90732,206841104594,,146,JAMIE.RICE@sakilacustomer.org,2006-02-14 22:04:36,1,Michigan,RICE
1337 Lincoln Parkway,1,555,151,JOANNE,99457,597815221267,,147,JOANNE.ROBERTSON@sakilacustomer.org,2006-02-14 22:04:36,2,Saitama,ROBERTSON
1952 Pune Lane,1,442,152,ELEANOR,92150,354615066969,,148,ELEANOR.HUNT@sakilacustomer.org,2006-02-14 22:04:36,1,Saint-Denis,HUNT
782 Mosul Street,1,94,153,VALERIE,25545,885899703621,,149,VALERIE.BLACK@sakilacustomer.org,2006-02-14 22:04:36,1,Massachusetts,BLACK
781 Shimonoseki Drive,1,202,154,DANIELLE,95444,632316273199,,150,DANIELLE.DANIELS@sakilacustomer.org,2006-02-14 22:04:36,2,Michoacn de Ocampo,DANIELS
1560 Jelets Boulevard,1,291,155,MEGAN,77777,189446090264,,151,MEGAN.PALMER@sakilacustomer.org,2006-02-14 22:04:36,2,Shandong,PALMER
1963 Moscow Place,1,354,156,ALICIA,64863,761379480249,,152,ALICIA.MILLS@sakilacustomer.org,2006-02-14 22:04:36,1,Assam,MILLS
456 Escobar Way,1,232,157,SUZANNE,36061,719202533520,,153,SUZANNE.NICHOLS@sakilacustomer.org,2006-02-14 22:04:36,2,Jakarta Raya,NICHOLS
798 Cianjur Avenue,1,590,158,MICHELE,76990,499408708580,,154,MICHELE.GRANT@sakilacustomer.org,2006-02-14 22:04:36,2,Shanxi,GRANT
185 Novi Sad Place,1,72,159,GAIL,41778,904253967161,,155,GAIL.KNIGHT@sakilacustomer.org,2006-02-14 22:04:36,1,Bern,KNIGHT
1367 Yantai Manor,1,381,160,BERTHA,21294,889538496300,,156,BERTHA.FERGUSON@sakilacustomer.org,2006-02-14 22:04:36,1,Ondo & Ekiti,FERGUSON
1386 Nakhon Sawan Boulevard,1,420,161,DARLENE,53502,368899174225,,157,DARLENE.ROSE@sakilacustomer.org,2006-02-14 22:04:36,2,Pyongyang-si,ROSE
369 Papeete Way,1,187,162,VERONICA,66639,170117068815,,158,VERONICA.STONE@sakilacustomer.org,2006-02-14 22:04:36,1,North Carolina,STONE
1440 Compton Place,1,307,163,JILL,81037,931059836497,,159,JILL.HAWKINS@sakilacustomer.org,2006-02-14 22:04:36,1,North Austria,HAWKINS
1623 Bahía Blanca Manor,1,310,164,ERIN,81511,149981248346,,160,ERIN.DUNN@sakilacustomer.org,2006-02-14 22:04:36,2,Moskova,DUNN
97 Shimoga Avenue,1,533,165,GERALDINE,44660,177167004331,,161,GERALDINE.PERKINS@sakilacustomer.org,2006-02-14 22:04:36,1,Tel Aviv,PERKINS
1740 Le Mans Loop,1,297,166,LAUREN,22853,168476538960,,162,LAUREN.HUDSON@sakilacustomer.org,2006-02-14 22:04:36,2,Pays de la Loire,HUDSON
1287 Xi´angfan Boulevard,1,253,167,CATHY,57844,819416131190,,163,CATHY.SPENCER@sakilacustomer.org,2006-02-14 22:04:36,1,Gifu,SPENCER
842 Salzburg Lane,1,529,168,JOANN,3313,697151428760,,164,JOANN.GARDNER@sakilacustomer.org,2006-02-14 22:04:36,2,Adana,GARDNER
154 Tallahassee Loop,1,199,169,LORRAINE,62250,935508855935,,165,LORRAINE.STEPHENS@sakilacustomer.org,2006-02-14 22:04:36,2,Xinxiang,STEPHENS
