AgencyID,Age,Country,Phone,NetWorth,MiddleInitial,OwnOrRentFlag,Employer,NumberChildren,NumberCreditCards,City,PostalCode,State,Income,NumberCars,MaritalStatus,CreditRating
bbg7553,8.0,United States of America,1-269-220-8046,1289800.0,H,R,Sentry Insurance Group,1.0,5.0,Corona,cnsavindoi,VT,161204.0,4.0,M,769.0
Znk7554,31.0,,1-052-524-0130,1007390.0,v,O,Cintas,4.0,2.0,Lincoln,MQBSAUVQRPYE,LA,202650.0,3.0,M,481.0
CGQ7555,51.0,Canada,1-335-871-6660,124290.0,T,O,Medtronic,2.0,7.0,Toronto,vadbnvz,CT,,1.0,U,732.0
add7556,24.0,United States of America,1-637-394-8083,1820002.0,,O,Pride International,4.0,2.0,Fayetteville,Ljurvnigr,UT,492433.0,4.0,M,802.0
Anw7557,78.0,Canada,1-706-795-4208,2200347.0,J,O,A. Schulman,4.0,5.0,Charlotte,BQDMQVFTNBRJ,IN,344858.0,2.0,M,329.0
Hvt7558,56.0,United States of America,1-622-347-5699,3669569.0,,R,Oneok,0.0,0.0,Tulsa,jkcul,WI,197290.0,5.0,W,839.0
Yqj7559,50.0,United States of America,1-042-017-9368,2140537.0,d,,Danaher,,,Winston-Salem,Nelny,WA,283654.0,2.0,U,539.0
Ztn7560,52.0,United States of America,1-829-935-5979,3258909.0,,R,Del Monte Foods,5.0,4.0,Thousand Oaks,Qsggz,LA,317423.0,4.0,M,561.0
bni7561,14.0,United States of America,1-076-726-5283,1825422.0,,O,American Electric Power,5.0,2.0,Lubbock,Drofa,VT,399126.0,4.0,W,814.0
swx7562,29.0,United States of America,,1845263.0,,R,TJX,0.0,7.0,Winnipeg,Ssovhtmt,CT,398180.0,5.0,M,305.0
DSA7563,50.0,United States of America,1-284-129-5920,1463114.0,P,O,Philip Morris International,4.0,4.0,Laredo,Tnprhljfrlj,RI,,2.0,S,457.0
BXZ7564,67.0,United States of America,1-128-308-8886,2354683.0,,O,Cincinnati Financial,1.0,8.0,Overland Park,Bkxujhonjgjk,SC,485429.0,4.0,U,349.0
pcz7565,22.0,United States of America,1-145-469-5971,436677.0,,O,Stryker,0.0,0.0,Calgary,mrjrjhgnwcdu,British Columbia,118018.0,2.0,M,590.0
Zqa7566,20.0,United States of America,1-727-684-7767,2383335.0,,O,Kansas City Southern,4.0,0.0,Peoria,Yusezkfgs,CO,309693.0,5.0,U,533.0
Htl7567,75.0,Canada,1-776-201-2472,2574739.0,z,O,IDT,0.0,9.0,Durham,RKXTQAO,TN,90718.0,4.0,W,686.0
afw7568,60.0,United States of America,1-767-942-1278,1596838.0,L,O,Vornado Realty Trust,0.0,10.0,Pueblo,UBQSATXZO,CA,280645.0,2.0,U,582.0
Wna7569,,United States of America,1-723-062-7266,591965.0,,O,Dollar General,4.0,0.0,Las Cruces,BHRNWQLFVFA,WY,231559.0,,S,807.0
Mlh7570,48.0,United States of America,,3071440.0,,O,Safeway,5.0,3.0,Chula Vista,Ktmzav,SD,36898.0,3.0,S,819.0
Gor7571,91.0,United States of America,1-145-314-0862,2683081.0,,R,Apache,0.0,5.0,San Diego,Nfpchgfj,British Columbia,396786.0,2.0,M,311.0
ENX7572,98.0,United States of America,1-735-104-7772,3850483.0,,O,Lowe's,5.0,3.0,Chicago,Wuywecohosfi,NJ,344365.0,2.0,U,734.0
fgr7573,51.0,United States of America,,1870617.0,,O,Lithia Motors,1.0,1.0,Worcester,tibxlojrqiha,AK,1205.0,4.0,W,432.0
Ysh7574,22.0,United States of America,1-518-116-1411,1249534.0,a,O,CH2M Hill,0.0,3.0,Honolulu,ogmes,OH,276666.0,5.0,S,394.0
Mos7575,57.0,United States of America,1-696-359-4829,3789880.0,I,O,Tellabs,0.0,1.0,Albuquerque,JUBKXDKP,New Brunswick,497953.0,0.0,U,658.0
czu7576,38.0,Canada,1-352-678-5471,3874445.0,,O,Phillips-Van Heusen,2.0,3.0,Oakland,Xbgykqm,IL,156048.0,1.0,M,348.0
Ghr7577,68.0,United States of America,1-906-600-9749,437353.0,Z,O,Wells Fargo,5.0,8.0,Billings,NNCXIBTCXZA,AZ,63617.0,1.0,M,598.0
Rwk7578,93.0,United States of America,1-093-018-2851,2669917.0,,O,Vornado Realty Trust,2.0,9.0,Pueblo,mfwuio,NY,244849.0,2.0,U,505.0
Uwi7579,48.0,United States of America,1-302-096-9321,1466537.0,,R,New York Times,3.0,7.0,Sherbrooke,Utgwrun,WA,123585.0,4.0,S,839.0
VXZ7580,96.0,United States of America,1-915-044-3154,991860.0,,U,Adobe Systems,1.0,2.0,Sacramento,Wgulrhctjlg,GA,391134.0,1.0,S,672.0
Ayk7581,58.0,United States of America,1-040-274-3474,,p,O,Valmont Industries,5.0,3.0,Charlotte,Srhxvxe,AZ,426759.0,5.0,M,696.0
lho7582,63.0,United States of America,1-678-397-2739,1816368.0,,O,UAL,3.0,5.0,El Paso,Dadkihaohc,NV,451737.0,5.0,W,448.0
rzi7583,18.0,United States of America,1-679-345-9939,565246.0,,O,AFLAC,1.0,9.0,Mesa,Fpoleiod,TN,180822.0,2.0,S,549.0
Wds7584,40.0,United States of America,1-093-616-0613,1899339.0,,O,VeraSun Energy,2.0,0.0,Simi Valley,Cuaieflmccqp,AL,205843.0,4.0,W,705.0
Xsj7585,29.0,United States of America,1-546-131-8988,3873239.0,f,O,Magellan Health Services,3.0,6.0,St. Catharines,qiraymmapgf,TX,470985.0,4.0,M,387.0
Lux7586,21.0,United States of America,1-477-186-7432,767547.0,v,,Emcor Group,1.0,7.0,Washington,Tsynomgib,WV,318225.0,2.0,U,359.0
wxw7587,41.0,Canada,1-965-848-6954,1027999.0,,O,Peabody Energy,2.0,9.0,Chula Vista,Amudllk,ND,326044.0,2.0,M,494.0
pfz7588,56.0,United States of America,1-622-866-0937,3428495.0,e,,State Farm Insurance Cos.,1.0,10.0,Montpelier,ELQKT,Saskatchewan,,1.0,M,345.0
hlx7589,33.0,United States of America,1-040-217-2014,1827180.0,,O,Humana,0.0,10.0,Mesa,Oiwac,VA,187282.0,2.0,M,402.0
nyb7590,96.0,United States of America,1-101-684-2373,2070007.0,,O,News Corp.,0.0,3.0,New Haven,Dqgzinvuxxy,ND,,2.0,M,579.0
Ltt7591,35.0,United States of America,1-386-426-5849,,O,O,Torchmark,0.0,2.0,Indianapolis,Nchaajfkjvx,ND,,2.0,,569.0
gsz7592,40.0,United States of America,1-598-816-0126,3596263.0,,O,Rock-Tenn,4.0,9.0,Stockton,XEDMBUAMGXKH,MS,306946.0,0.0,W,745.0
Kwp7593,10.0,,1-770-379-7700,3719999.0,,U,AGCO,,1.0,Louisville,crxbrlj,WY,99663.0,0.0,D,320.0
AGM7594,59.0,United States of America,,3058439.0,D,R,,4.0,4.0,Atlanta,Eytubbwi,MA,482013.0,2.0,M,591.0
Ocn7595,70.0,United States of America,1-628-245-6238,2592932.0,u,U,United Stationers,0.0,10.0,Milwaukee,Lwftldizl,AK,180476.0,1.0,M,
Cmw7596,69.0,United States of America,1-813-787-2611,1471273.0,,,McCormick,5.0,5.0,Fort Smith,GSSFZNBZL,PA,285682.0,4.0,M,417.0
Dit7597,96.0,United States of America,1-362-897-1162,,V,R,National Life Group,5.0,8.0,Knoxville,Nrnqtmjz,MA,455032.0,0.0,M,338.0
Rmm7598,9.0,United States of America,1-952-919-4878,2410816.0,S,O,Hasbro,,9.0,Idaho Falls,Rzjxvum,DC,356141.0,3.0,S,340.0
ekj7599,39.0,Canada,1-145-214-8009,1059543.0,,U,Tupperware Brands,3.0,5.0,Jacksonville,Accezkuzqrif,RI,165667.0,3.0,U,738.0
wcq7600,31.0,United States of America,1-328-944-9786,379282.0,A,O,Covance,2.0,7.0,Stockton,LNZZPGOTEG,MA,459767.0,0.0,S,597.0
Klc7601,64.0,United States of America,1-899-864-9421,3271265.0,,R,Interactive Brokers Group,2.0,4.0,Thousand Oaks,YINOHET,Alberta,106459.0,2.0,M,603.0
Jrd7602,38.0,,1-877-997-8896,1530364.0,,U,SkyWest,1.0,5.0,Nashua,ddgkyv,AR,51021.0,,D,662.0
GDQ7603,47.0,United States of America,1-750-900-0823,3731860.0,,R,Best Buy,4.0,0.0,Tallahassee,Seiksuhglhj,VA,494931.0,2.0,W,838.0
fnm7604,,United States of America,,2488858.0,,O,Sears Holdings,2.0,9.0,Brownsville,Ytgghhaxc,OR,429859.0,5.0,M,791.0
Ymu7605,76.0,Canada,1-347-704-7823,2301347.0,e,O,Frontier Oil,4.0,7.0,Charlotte,Ajlcdadx,ID,,1.0,S,692.0
Pxj7606,60.0,,1-228-976-2888,1736571.0,R,O,Automatic Data Processing,3.0,8.0,Oakland,Daivf,IA,464086.0,0.0,W,673.0
Rsd7607,73.0,Canada,,2399483.0,M,O,,,7.0,Fort Wayne,xrquzcptycg,TN,207651.0,3.0,U,331.0
Qqh7608,37.0,United States of America,1-760-429-1328,2982744.0,,O,Comerica,,2.0,Chula Vista,shigmwk,Nova Scotia,260418.0,4.0,U,744.0
udq7609,50.0,United States of America,1-253-879-8833,1611011.0,Q,U,Baldor Electric,1.0,6.0,Peoria,enehob,Ontario,,5.0,M,446.0
Ghl7610,0.0,Canada,1-401-256-3483,2999167.0,M,O,Commercial Metals,4.0,0.0,Lexington,RNLAKRXSPA,MD,316963.0,0.0,M,
mtk7611,,Canada,1-175-910-8245,,,O,,,,Salem,Hlezt,AR,84046.0,5.0,W,
QIY7612,,United States of America,1-565-191-3419,3307491.0,,O,Molina Healthcare,3.0,9.0,San Jose,Iyqmkpcjx,Saskatchewan,368990.0,0.0,M,723.0
Ohz7613,81.0,Canada,1-921-688-5401,2057260.0,,O,Plains All American Pipeline,0.0,2.0,Kansas City,klgnkcaedht,OH,124382.0,2.0,S,348.0
djg7614,52.0,United States of America,1-925-155-0170,53179.0,,O,Agilent Technologies,0.0,,Windsor,Jsombikj,VA,9263.0,2.0,M,666.0
Iad7615,68.0,United States of America,1-185-691-2951,690086.0,,U,AutoZone,4.0,3.0,Chicago,Xtckbvng,ID,334181.0,2.0,M,
EMG7616,,United States of America,1-067-518-3854,2025465.0,H,R,,1.0,8.0,Evansville,YPUWSVRD,WI,314001.0,0.0,M,844.0
Hjn7617,36.0,Canada,1-188-554-1671,695307.0,,O,Universal Health Services,4.0,8.0,Honolulu,Ifxvsnt,MS,168309.0,1.0,M,766.0
CYP7618,31.0,United States of America,1-168-215-2223,3238398.0,D,O,Time Warner,4.0,10.0,Cleveland,EAOJPQVWBNZ,OK,322765.0,2.0,M,521.0
KPN7619,55.0,United States of America,1-228-022-3056,1213578.0,h,O,Sealed Air,5.0,7.0,Livonia,fhirgl,GA,311253.0,1.0,W,306.0
Vbi7620,66.0,United States of America,1-926-766-1124,103708.0,x,R,Sprint Nextel,5.0,9.0,Little Rock,Lahfziy,TN,140296.0,5.0,W,411.0
ehb7621,22.0,United States of America,1-538-797-1948,1086081.0,,O,,5.0,3.0,Halifax,tofdjef,SC,439984.0,1.0,M,
TMQ7622,51.0,United States of America,1-627-234-0841,1349626.0,C,O,Quiksilver,0.0,8.0,Peoria,rckzx,AR,454011.0,5.0,U,702.0
Lsb7623,26.0,United States of America,1-876-492-0782,1083092.0,y,R,Valspar,5.0,1.0,San Jose,MMLJKBGXD,MT,191541.0,1.0,S,842.0
Dpz7624,100.0,United States of America,1-436-946-7319,1662799.0,u,R,Timken,1.0,0.0,Charlotte,banusio,WY,,2.0,U,528.0
Zuj7625,13.0,United States of America,1-281-780-2897,3548540.0,,R,,3.0,5.0,Hilo,Safkd,WY,,3.0,W,300.0
Jqk7626,11.0,United States of America,1-421-286-4139,881414.0,,O,Occidental Petroleum,1.0,7.0,Yonkers,DHTLWJDXLRW,WV,269215.0,2.0,S,752.0
ijb7627,62.0,Canada,1-908-354-2709,1712200.0,,O,,4.0,0.0,Modesto,RORIUHK,CA,193126.0,0.0,M,303.0
NMO7628,13.0,United States of America,1-466-560-2530,847446.0,U,O,Massey Energy,5.0,10.0,Louisville,bxgwhohh,Alberta,462618.0,3.0,M,418.0
Tef7629,23.0,United States of America,1-578-686-8082,344294.0,,O,Weyerhaeuser,3.0,4.0,Eugene,SRARKMXOD,New Brunswick,212026.0,3.0,W,667.0
Sdj7630,51.0,United States of America,1-166-077-1436,1534879.0,Z,U,National Fuel Gas,4.0,7.0,Buffalo,hwugfvlttol,British Columbia,371024.0,1.0,D,441.0
Pbr7631,2.0,United States of America,1-535-320-1881,3897101.0,,O,Pep Boys,2.0,0.0,Santa Fe,zgsllav,DE,235810.0,3.0,U,471.0
Ice7632,,United States of America,1-633-495-6478,3064442.0,,O,Neiman Marcus,,9.0,Springfield,Mszwfhpj,CT,347270.0,2.0,W,701.0
ZWG7633,82.0,United States of America,1-398-680-0278,2016524.0,,R,BlackRock,2.0,1.0,Anchorage,Yqfxb,Quebec,399212.0,5.0,D,323.0
Evw7634,94.0,United States of America,1-185-976-7770,37745.0,,O,McGraw-Hill,5.0,10.0,Winnipeg,ypmuep,NJ,439561.0,4.0,M,846.0
Lhl7635,16.0,United States of America,1-490-238-8219,503752.0,c,O,Family Dollar Stores,4.0,8.0,Waco,Xthtecuu,MN,29980.0,3.0,M,850.0
LYB7636,43.0,United States of America,1-891-741-2112,2115180.0,N,U,Teleflex,5.0,,Stockton,Xjzpdio,NE,28693.0,2.0,M,
Ijb7637,76.0,Canada,1-849-918-0984,839222.0,x,O,,2.0,3.0,Boston,Rgthehdvvlh,VA,106794.0,1.0,M,564.0
Zhf7638,0.0,United States of America,1-426-168-3142,1851334.0,,O,Imation,5.0,4.0,Memphis,ysexit,PA,340598.0,3.0,S,558.0
PYU7639,33.0,United States of America,1-757-910-8931,1348251.0,r,O,PPL,,0.0,Sydney,Wscgcsbwlzj,WV,490597.0,1.0,U,417.0
Iku7640,62.0,Canada,1-468-325-0119,2722392.0,F,O,Smithfield Foods,2.0,6.0,Shreveport,AUQJTIMK,WY,499685.0,2.0,U,487.0
HBZ7641,8.0,United States of America,1-383-310-7894,1785161.0,,O,Macy's,0.0,9.0,Modesto,Weqnwrwrbcgx,MN,62285.0,2.0,M,639.0
Pco7642,4.0,United States of America,1-353-727-2029,2823578.0,,O,Torchmark,5.0,3.0,Hull,facqrtjqjmd,VT,320885.0,5.0,U,625.0
Ybv7643,39.0,United States of America,1-028-849-5461,2123972.0,,O,Herman Miller,3.0,1.0,Yonkers,OCNCREZ,WV,184669.0,5.0,D,
Rim7644,90.0,United States of America,1-480-785-4021,112782.0,F,R,Kindred Healthcare,0.0,3.0,Atlanta,JXOGSVJ,IN,126989.0,0.0,S,
gnf7645,7.0,Canada,1-443-132-4138,248311.0,,,Arch Coal,4.0,3.0,Hayward,Iqtso,MS,48144.0,1.0,M,460.0
Wxp7646,95.0,United States of America,1-143-020-1234,3719851.0,C,O,Whirlpool,4.0,8.0,Savannah,Uxgvbwop,CO,377787.0,5.0,,793.0
Dxh7647,59.0,Canada,1-475-304-3486,1920385.0,N,O,Arrow Electronics,5.0,8.0,Fullerton,Ovsiu,PA,323782.0,5.0,U,821.0
Aqo7648,13.0,United States of America,1-677-882-6792,576903.0,,O,Rock-Tenn,2.0,6.0,Overland Park,Frqdqbs,DE,31880.0,3.0,S,
fen7649,58.0,United States of America,1-151-067-7411,1855037.0,s,O,R.H. Donnelley,3.0,8.0,Alexandria,waiitdv,Prince Edward Island,390190.0,5.0,D,643.0
CMQ7650,67.0,Canada,1-645-553-4591,2954046.0,,O,Pall,1.0,2.0,Fort Collins,Vlmzifrfolfs,TN,413821.0,4.0,U,817.0
Yhb7651,68.0,United States of America,1-670-793-5351,952096.0,,O,Burlington Coat Factory,2.0,10.0,Santa Fe,DKXNSUJQRKGM,CA,301451.0,1.0,,702.0
mbw7652,17.0,United States of America,1-049-843-6473,3382998.0,L,O,Forest Laboratories,0.0,2.0,Simi Valley,Vzvadviukgid,TN,5888.0,1.0,D,409.0
xas7653,44.0,United States of America,1-739-185-6579,3772196.0,Y,O,Moody's,2.0,6.0,Mesa,Jjtgz,FL,254404.0,2.0,,617.0
MKM7654,16.0,United States of America,1-215-295-5893,3180080.0,,O,Fidelity National Financial,0.0,5.0,Simi Valley,TMWLE,TN,290984.0,3.0,M,
Jgi7655,27.0,United States of America,,3971412.0,,O,Amphenol,5.0,,Charlotte,Lfmjqz,OR,441847.0,5.0,M,756.0
Mwv7656,59.0,United States of America,1-515-341-8405,1488210.0,,R,Int. Business Machines,4.0,5.0,St. Petersburg,bserucmdlez,ME,373240.0,2.0,D,484.0
YOY7657,8.0,United States of America,1-249-978-7278,2621373.0,,O,Int. Flavors & Fragrances,4.0,9.0,Washington,Nobgu,SC,461444.0,1.0,S,589.0
Gja7658,98.0,United States of America,1-471-716-6210,1021949.0,,O,Gilead Sciences,4.0,0.0,Tallahassee,Mynrhpyte,Ontario,255072.0,1.0,S,380.0
rcx7659,35.0,United States of America,,2444319.0,E,R,United Rentals,1.0,10.0,Mesa,aqobdfbeu,GA,255019.0,1.0,S,541.0
IPA7660,57.0,Canada,1-982-617-1421,362567.0,V,,Convergys,,7.0,Portland,jecwnfavowiu,VA,330718.0,1.0,M,474.0
rbj7661,69.0,United States of America,1-068-568-6056,462234.0,b,O,Mueller Water Products,1.0,4.0,Las Vegas,Nmemytq,KY,245130.0,2.0,,685.0
ebw7662,33.0,United States of America,,3936622.0,U,R,Shaw Group,3.0,10.0,Sudbury,Vqvleqweftl,SC,19691.0,4.0,M,363.0
SQY7663,33.0,United States of America,1-772-155-4468,2116904.0,,O,Energy Future Holdings,1.0,9.0,Sunnyvale,ABCSQOCHEHK,NC,13490.0,1.0,M,605.0
nqw7664,1.0,United States of America,1-551-833-6226,63883.0,i,,PHH,4.0,6.0,Birmingham,NOQIRAGYH,KS,90333.0,4.0,W,394.0
Fyz7665,19.0,Canada,1-894-068-7775,2747738.0,,R,Simon Property Group,2.0,6.0,Orlando,Yqqldbrjvcqq,MO,210200.0,0.0,U,812.0
Hds7666,63.0,United States of America,,938329.0,J,R,World Fuel Services,3.0,3.0,Albuquerque,BSICQKYPBDT,OK,195318.0,3.0,M,688.0
ksz7667,27.0,United States of America,1-942-682-4165,976093.0,s,O,Andersons,5.0,9.0,Nashville,enurwe,LA,486627.0,5.0,M,808.0
Wzm7668,12.0,United States of America,,2031908.0,,O,L-3 Communications,4.0,1.0,Akron,Qslfupidrch,Saskatchewan,142918.0,,,492.0
Xna7669,26.0,United States of America,1-316-836-0322,660066.0,N,O,CACI International,3.0,6.0,Lubbock,VEKXFJRNX,KY,243364.0,4.0,D,734.0
ugr7670,2.0,United States of America,1-746-466-6593,2777991.0,,O,M&T Bank Corp.,5.0,7.0,St. Paul,Dbkoxqpx,NH,208343.0,1.0,M,579.0
Qao7671,34.0,United States of America,1-306-508-0916,3148815.0,a,U,Family Dollar Stores,4.0,10.0,Columbus,HPYTPNH,NM,26787.0,0.0,M,410.0
MXH7672,86.0,United States of America,1-049-405-9872,3714775.0,G,O,Medco Health Solutions,4.0,7.0,Abilene,rxcbiltuvzyh,NE,190609.0,0.0,D,743.0
KQU7673,47.0,United States of America,1-539-901-1797,2203195.0,J,O,Crosstex Energy,,9.0,Biloxi,jfrawlwjssge,New Brunswick,,1.0,M,431.0
bxn7674,73.0,United States of America,1-976-507-8347,3708645.0,,O,Reynolds American,0.0,4.0,Cincinnati,PGIUBMUAR,MD,,0.0,M,805.0
Opu7675,83.0,United States of America,1-902-376-9596,2954852.0,,O,PolyOne,0.0,9.0,Tulsa,rgqwzxsvza,WV,453308.0,1.0,U,688.0
