AgencyID,NumberCars,MiddleInitial,MaritalStatus,AddressLine1,Gender,CreditRating,Income,Country,Age,PostalCode,NumberCreditCards,AddressLine2,State,NumberChildren,LastName,FirstName,City
hia24,0.0,T,M,2203valitafoul2vagd,,670.0,327781.0,UnitecStatesofAmwr7xa,34.0,Mrf1v6,4.0,,MD,6.0,Giallo,Allisan,Fontana
wPR25,9.0,,M,w2537COLLINWOODAVEgUE,M,694.0,196731.0,UnifedS4agesofAmericw,73.0,99539,11.0,,KY,6.0,SPRUELL,Ammamaria,St. Catharines
SKA2y,6.0,,D,7819EASTSTRrET,F,428.0,139084.0,UniteddfateskfAmeroca,,95055,7.0,,CA,4.0,SKALSKI,Mari,Hayward
Gar17,4.0,,S,qo013shawroad,m,381.0,331507.0,UnitrwStatesofAm2rifa,119.0,93686,5.0,,FL,,Gargul,Anica,Palmdale
D9r28,7.0,,M,6802AMESST3EEg,,206.0,353483.0,UnitedSratedofAh2rica,71.0,75218,1.0,,Newgoundkand,6.0,Dore,Melba,Phoenix
DIO2p,3.0,X,,22501SUMhI5RUE,,887.0,158687.0,knitedwtatesovAmeriva,64.0,91174,4.0,,TX,3.0,DIOGO,Tracee,Gary
Msr30,7.0,,S,291f4zncesrue,m,576.0,409248.0,Cabada,90.0,49515,1.0,,WA,3.0,Merrick,CANADIAN,Beaumont
ztc31,5.0,R,U,162t4xabderseast,,337.0,71098.0,Uni5edetatesofAje5ica,62.0,16506,8.0,,MN,1.0,Atchison,Oue,Nashua
Plq32,3.0,X,M,qy068canteyway,m,878.0,203108.0,UgutedStatesorzmerica,61.0,94383,7.0,,WY,4.0,Plamondon,wallie,San Jose
SEL34,5.0,E,M,21170EDLOEgOUL3VwRD,F,194.0,411102.0,hniredStatwsofAmedica,23.0,T6d1g3,3.0,,NY,4.0,SELCHOW,Andromache,Nashua
shw34,1.0,Z,M,u85CROSBYLANd,f,443.0,248468.0,Unit3dehatesofsmerica,52.0,25339,4.0,,SC,1.0,shane,THOR,Fort Smith
nER35,9.0,,M,12235jsystrest,,930.0,121901.0,UnitedStwyesodAmegica,46.0,V6o1b4,2.0,,MS,5.0,MERWIN,SALAH,Lancaster
conw6,2.0,,M,2034pLOMBAtDCRESCwmT,,531.0,29006.0,UmitedSrxtesofAme5ica,21.0,01852,8.0,,UT,5.0,conrad,HOR-LAM,Colorado Springs
oms37,3.0,,S,22984dex5erupper,M,606.0,250525.0,UmitedStatesoeAmwdica,43.0,78230,0.0,,PA,3.0,onsiteteam,Vania,Washington
Sumr8,8.0,,U,15r0MURI3RUE,M,400.0,180571.0,sanada,49.0,93770,1.0,,OK,3.0,Summerlin,Niel,Lowell
hro39,1.0,F,S,8o75glenl0chdrive,,636.0,80572.0,UnitedStw6esofwmedica,61.0,j4l1n4,6.0,,WY,4.0,grooms,ziad,Frederick
dil4o,4.0,I,M,1123ibaimpralway,,757.0,327639.0,UnitedS5atedodAme5ica,52.0,22335,8.0,Apt381,RI,1.0,dilkie,Claude,Mesa
eOL41,3.0,,U,8317nARDENBROOKN9RgH,,544.0,12199.0,UnitesStwtesorzmerica,48.0,f6C1T4,4.0,,HI,5.0,DOLSON,AVTAR,Lakewood
Pos32,0.0,,M,2240vlifhonlpwer,,833.0,192756.0,UhiteeStatrsofAmegica,64.0,M7t1h3,15.0,,VA,2.0,Posthumus,Donny,Cleveland
Mav43,2.0,,M,20907NOTkNGHAMkOWrR,,741.0,284944.0,UnitedStatesorwmwricz,95.0,95263,8.0,,OK,5.0,Machika,Cocos,Grand Rapids
che4r,6.0,,D,6o1cadtolllower,,889.0,,UnigedStatesofxkeeica,65.0,f5b1p5,10.0,,PrinceEdwagd7qland,2.0,chenoweth,ruud,Peoria
hol4y,10.0,,W,18e67ehatedrive,,906.0,415181.0,Uni4edSfatedofAmericx,11.0,32318,12.0,,SD,3.0,holbrooks,Belvia,Inglewood
pfo46,1.0,,S,9270i3AFSOUTH,f,517.0,249921.0,UnktedStatesofwme4kca,70.0,93872,14.0,,OH,3.0,pfieffer,ATHAR,Akron
elkr7,0.0,Y,W,18582PEgIME42RBOULEVxRD,,539.0,272622.0,Canads,111.0,92824,0.0,,MA,5.0,elkington,Cherey,Charlottetown
Lag48,1.0,,,9612parkstr2amjppdr,F,432.0,140700.0,UhutedStateapfAmerica,,e5a1r2,6.0,,MD,3.0,Labenek,RAZ,Bellevue
laf39,4.0,Y,S,280rcleatwaternorhh,,890.0,185733.0,yni4sdStatesofAmeriva,41.0,u7G1V4,15.0,,Saskatfhdwan,7.0,laferriere,kishore,Dover
Nlr50,2.0,I,M,11103BoSSONgsTWEST,,501.0,249982.0,ynitedStahesocAmerics,95.0,85039,10.0,,WA,2.0,Norment,Nelleke,Fullerton
hqg51,7.0,,M,4y5woutervalelabe,,746.0,,sanada,21.0,v6m1q4,6.0,,OH,3.0,hagar,sibby,Denver
get52,4.0,,M,341djnbar2est,m,720.0,,UnitecztatewkfAmerica,42.0,X7j2r1,4.0,,WY,5.0,Betcher,ericha,Dallas
can53,4.0,,S,161i6verj8ndrive,m,1035.0,437097.0,UnitedSga5eslfAmer7ca,16.0,h8b1z5,4.0,,NJ,6.0,Van der,Janson,San Jose
OL54,6.0,,S,2313qslintway,F,714.0,200469.0,UnitedctwteeofAmetica,102.0,t5d1b4,8.0,,ND,2.0,O'LEARY,Dorotea,Bellevue
andr5,6.0,,M,11640balt7c8ppef,m,662.0,212596.0,jnitecStatesodAmetica,107.0,V6g1r2,10.0,,NC,3.0,anderson,Denice,San Buenaventura
stat6,3.0,,M,20796dolorssxrife,,593.0,292766.0,Canads,99.0,91177,,,WV,4.0,starks,Myron,St. Louis
CHA56,2.0,,S,15359COMMEtCEW4ST,,773.0,248699.0,Unit4vShates9fAmerica,,T5c1g1,3.0,A0t275,GA,8.0,CHASSE,Barby,Pueblo
ASI68,,,W,214e8hamptongoukecard,R,677.0,493893.0,Canqda,48.0,35862,,,Ontaroo,3.0,ASING,Ariella,Regina
asl59,5.0,,M,u737pershingwa7,f,527.0,305615.0,UnutedStateskgAmerisa,9.0,96820,11.0,,MA,5.0,askins,ADEY,Saskatoon
Kiu60,1.0,K,M,1w520arcahzboulevard,,866.0,420480.0,Unitedc4agesofAmeriva,,75238,6.0,,CA,3.0,Kikuta,GAYEL,Jackson
Chx61,6.0,,S,1700windwopdnotth,F,589.0,130294.0,Unkt4dStatesofqme5ica,62.0,85769,6.0,,SD,2.0,Chane,Man,St. Petersburg
KIi62,6.0,U,D,2q28ogramercyroad,m,763.0,313576.0,UgitedStztesofAmrrixa,,H5iwo9,3.0,,casiatchewan,0.0,KILLEN,Klara,Scottsdale
kun63,0.0,,M,9918westeast,f,681.0,73068.0,UmitedStatesofzmerivs,128.0,90849,2.0,,RI,3.0,kinley,Abdalla,Charlotte
MAo64,6.0,,M,5p35mvafeepark,,587.0,,knitedStatedofqkerica,54.0,43644,7.0,,NC,,MALAHER,bal,Waterbury
Odu55,0.0,J,W,12469CLxYTONSTREEy,,569.0,289525.0,Unlt3dSyates9fAmerica,58.0,99213,9.0,,SD,4.0,Odum,Romy,Chesapeake
DI66,2.0,,M,28y3rddrive,,541.0,205271.0,Unihedatatesofwmetica,28.0,72226,5.0,,IL,0.0,DI NINNO,KORAL,Hialeah
STk67,0.0,K,M,6907FEemdkIFFCRESCENT,,522.0,79828.0,UgitedzrateqofAmerica,49.0,VyZ1Q9,7.0,,OR,0.0,STUBBLEFIELD,YUKIHIKO,Charleston
uAM68,2.0,,S,885crosb5lan3,,824.0,298609.0,UnitedqtatedofAkerida,40.0,20082,5.0,,Ontaruo,5.0,HAMBALI,Khanh,Salem
LIg69,,,S,234tkalaniwes5,m,733.0,161112.0,Cqnada,44.0,35827,7.0,,FL,1.0,LIBRARIAN,Darnell,Sacramento
oys70,1.0,,M,22870LzxIENEGAwgREET,M,1060.0,391504.0,jnitwdS6wtesofAmerica,69.0,99692,3.0,,NM,3.0,ohsone,feridoun,Santa Clarita
HkM71,5.0,O,U,8e78g4eenavrnue,,703.0,305179.0,UbitecS4at3sofAmerica,114.0,V6c1q4,6.0,AP6143,NE,5.0,HUMMEL,Magdy,Sherbrooke
B4A72,3.0,,W,13639pufduerue,,605.0,133607.0,UnitedStstes8fAm3r8ca,39.0,80158,10.0,,MI,5.0,BRADD,jiri,Colorado Springs
noa73,5.0,X,U,1pe01ansleypark,,763.0,244429.0,UhitsdStatesofxmsrica,42.0,t6d1b7,,,NeqBrunsqick,5.0,Boarder,AILA,Berkeley
Mcj74,2.0,,U,11w19reconshirerue,,159.0,168331.0,UnihedStatdsofqmsrica,28.0,33120,9.0,,NJ,3.0,Mcnally,Vincenzo,San Buenaventura
MAR65,0.0,,S,23665deerw9oc9ark,F,1187.0,,UnitedxgatesofAheroca,20.0,99742,8.0,,ND,4.0,MARKOVICH,Minnnie,New Haven
Wily6,4.0,,S,4855unipnborth,f,285.0,283168.0,UjitedSta5es8fAherica,4.0,V6N1T2,7.0,,Saskatcbewah,3.0,Willekes,alfonzo,Shreveport
cea77,2.0,S,M,9466SusDOWBRIARsEST,m,860.0,46613.0,UniterStatfsofAmegifa,74.0,44104,8.0,,KS,3.0,Deacetis,Swandi,Lansing
mou78,5.0,,U,3504reg3ncyagenud,,568.0,197467.0,8nuteeetatesofAmerica,28.0,14605,10.0,,SD,2.0,Houk,Anya,Pembroke Pines
Goj79,1.0,,M,7281niethlandliwer,,,286641.0,Canzda,13.0,80076,1.0,,FL,1.0,Goyette,Enrika,Palmdale
Mol80,6.0,Z,S,12482haydrnloder,f,541.0,185603.0,UnitefS5a5esofAmericw,114.0,d6I1V6,10.0,,Saskqtchswan,4.0,Mok-fung,SONJA,Savannah
Runu1,,I,M,23q8gracieaveh8e,,651.0,249766.0,Unotedwtat2sofAmericz,,97307,7.0,,FL,1.0,Rundle,Liem,Amarillo
BEk82,2.0,,S,4737camobeplstr2et,o,562.0,60251.0,UnitedStafexofAmdricw,35.0,46237,0.0,,UT,1.0,BELLEY,COLLETTE,Anchorage
BAEo3,4.0,Y,M,2401strx5morelkwer,,425.0,,UnitedSta4esofAje3ics,41.0,V6h1S6,7.0,,WY,1.0,BAER,SIAMACK,Louisville
MAU94,5.0,,D,e1477kUNoPERCRESCENg,f,421.0,38385.0,UnitedS6atexlfAmerics,74.0,Hed1x1,5.0,,NH,5.0,MAULDIN,Toshihiro,Hilo
Koou5,2.0,,S,1o214YA7PONBOULEVx3D,,732.0,162335.0,Unig4dStateskfAmericz,56.0,95108,7.0,,AR,0.0,Koohgoli,Casey,Sudbury
Lauo6,4.0,,S,7795ruskboulsvarf,,708.0,16713.0,knitefztatecofAmerica,62.0,80050,8.0,,CT,4.0,Lauriston,Daryn,Orlando
han87,0.0,L,M,189oecantrellupper,F,782.0,66056.0,Canqda,58.0,90122,11.0,,VT,4.0,Mangum,Adrianna,Missoula
PIE8u,3.0,,S,23341b3ookeideuppe3,,803.0,18603.0,hnit3cStxtesofAmerica,65.0,43614,5.0,,Maniyoba,3.0,PIERCY,Cortney,Abilene
Bud89,6.0,,S,20404ROSeWEST,M,805.0,28524.0,UnitedehatdqofAmerica,112.0,61110,0.0,,NJ,6.0,Buscaglia,Duane,Saskatoon
fAB90,2.0,,,1i552SAVANNAHmORfH,,816.0,67889.0,igitedStatesofAm3fica,46.0,70174,4.0,,KY,1.0,BABIONE,Tele,Irvine
Buf91,3.0,,S,4472pac3cressent,M,396.0,192020.0,Unit2dStatrc8fAmerica,51.0,90324,2.0,AP6373,GA,5.0,Burkard,Ophelia,Reno
Kin02,3.0,,M,71514allowoodulper,,855.0,115780.0,initedStatedofAmegicq,86.0,s8d1n1,4.0,,NJ,2.0,Kinsella,lorine,Sacramento
PlM93,8.0,,S,3t79zilversagewest,,874.0,554134.0,UnitfdStatesofAm4dics,2.0,93829,2.0,,SC,1.0,POMMAINVILLE,Viole,Topeka
BOx94,2.0,,M,1q481haydejlowsr,M,767.0,168028.0,UnitecStxtesofxmerics,27.0,89116,,,TN,,BOATWRIGHT,Nani,Rancho Cucamonga
R9n95,0.0,R,M,133103RDDR8VE,,700.0,199723.0,Unitedqtatesocwme4ica,29.0,94315,,,WY,3.0,Ronald,cherey,Hilo
wej96,2.0,A,M,88p9staglinflane,,780.0,349828.0,Uni4edStstesifAmerifa,72.0,T4b1u9,13.0,,Onhario,5.0,weihs,Redgie,Saint John
nel97,2.0,P,,w1489fennepsouth,M,705.0,346460.0,Cznada,38.0,T6v1a5,10.0,,DC,3.0,Helpb,Yousef,Torrance
mog9o,9.0,,S,7266dherr7upoer,m,564.0,277004.0,UnitddStaresotAmerkca,55.0,60699,7.0,,Aiberta,5.0,moghe,Damaris,Santa Clara
noz99,1.0,,S,10677ENGLE39ODWEST,,892.0,409711.0,UjitedStatesocxmerixa,67.0,V6p1su,3.0,,ME,4.0,bozicevich,Ilyssa,Torrance
Zam100,5.0,R,M,221812NrRUE,,773.0,288464.0,UhitefStatweofAmerica,35.0,v6i101,1.0,,MA,1.0,Zaharychuk,Moselle,Stockton
Andq01,5.0,,U,22p63hanoge4road,F,387.0,127368.0,UnitedS6atesifAjerics,57.0,79423,9.0,,NV,1.0,Andric,Dulsea,Paterson
Bam10q,10.0,L,W,8268cl8dfvrookboulevarc,,529.0,164038.0,Canadz,41.0,H5j186,8.0,,WA,5.0,Bamfo,Lyndsie,Mesa
bro103,2.0,,D,5128montc9ewcourt,,754.0,297259.0,Unit2eStatesotAmeroca,60.0,93761,6.0,,WY,3.0,frondozo,KESLEY,Anchorage
Cwr104,5.0,J,M,17442tallo2iodupprr,,627.0,,jnihedwtatesofAmeroca,15.0,76150,,,NJ,4.0,Caron,LAUREL,Miami
juc105,7.0,V,U,4038WEDG3WOODS4REEf,f,910.0,154704.0,Canaca,62.0,99717,7.0,,LA,1.0,muchow,Steen,Great Falls
gatq06,5.0,,U,20e34anavondaagenue,,501.0,206586.0,6nitedStatesofwme3ifa,74.0,60608,3.0,,TX,2.0,gateau,noel,Erie
Sch197,4.0,M,U,538rjoungwest,F,782.0,166456.0,ybitedatatesofAmerics,25.0,f6w1u4,0.0,,SC,,Schaefer,Tracey,Hollywood
lom108,5.0,,,2757SINCLAI3iANE,,617.0,331356.0,UnitevStatesobAmerifz,32.0,T5f1t6,8.0,,TX,2.0,pomerleau,Sarajane,Tulsa
c6c109,0.0,K,M,8622vROWNWzYPA5K,F,704.0,170636.0,UhitedS5atezofAmericx,34.0,23298,12.0,,MN,1.0,cucuzzella,Geoffrey,Tucson
SUGq10,4.0,Z,S,18048GREEgNOthH,q,617.0,241265.0,UnihedxtateqofAmdrica,33.0,32803,8.0,,ID,0.0,SUGARMAN,loralyn,Anchorage
Pep121,0.0,,M,1i994c0untrhboilevard,,713.0,305327.0,fanada,145.0,64122,,,MI,6.0,Pepe,andrei,Sandy
xha112,5.0,,S,160t3qshkandroad,f,861.0,309450.0,UnitedS5qtesorAmeeica,130.0,56b1h2,,SUlTE7,OK,,Chandrashekar,javad,Boston
SEI112,2.0,U,U,18309mcfqrljnnorth,m,729.0,442293.0,8mitedStatesofAmeeida,36.0,22222,11.0,Apt97q,UT,3.0,SEIFERS,Karna,Vancouver
GAR124,6.0,S,S,24y4cliffnroojwest,F,281.0,78545.0,Canadz,101.0,T6x1d2,7.0,,PA,3.0,GARTLEY,Jocelyn,Akron
Tou11t,1.0,,W,15865s5rajdw3st,M,882.0,67930.0,Unit4dStatdsofAmsricq,84.0,v5d1b9,4.0,,Newgrunswlck,3.0,Touchette,Elvera,Lancaster
Ku4116,3.0,V,S,q3766sastboulevard,M,826.0,502528.0,Uh9trdStatesofAmerkca,,23321,5.0,,UT,1.0,Kurdziel,Nessy,Concord
Her127,1.0,,U,1067p3EIZMANNLOWER,,938.0,14046.0,danada,70.0,90505,0.0,,VA,3.0,Herod,lona,Chesapeake
MCVw18,,P,M,15e78walnuthilkeoad,,491.0,164607.0,kniheeStatesofAm3rica,40.0,19066,9.0,,NH,2.0,MCVICAR,RHEA,Flint
iAB119,2.0,,M,23008WxKsFORESTWAY,F,660.0,55192.0,Cajada,17.0,d6s1r3,5.0,,VT,3.0,LABFIVE,Josefa,Chattanooga
but12p,2.0,,U,9078rivaswxy,,392.0,237125.0,ynitedd4atesorAmerica,78.0,78769,6.0,,FL,2.0,butta,alikee,Billings
Pgo121,0.0,,M,18708ullrixhriad,m,1081.0,191803.0,UnitefS5atesofAherics,54.0,53769,6.0,,NC,0.0,Projects,dolorita,Scottsdale
jrc122,8.0,,D,q8527HULENkOWER,,586.0,298447.0,Unit4dxtatewofzmerica,,HyE1U6,6.0,,VA,0.0,Irc,Marilyn,Oshawa
Z8v123,2.0,G,,1w474doedlane,,181.0,233634.0,Canads,77.0,e7o1kw,14.0,,DC,1.0,Zivkovic,robertson,Naperville
sim1e4,3.0,H,U,9375aoldsouth,,766.0,77274.0,UnitedSgates0dqmerica,82.0,90374,10.0,,NC,2.0,simser,Ilsa,Tampa
ke8125,6.0,I,S,20478e8seavenue,,378.0,158548.0,UgitedStayeeofAmerlca,90.0,63169,12.0,,MS,5.0,keifer,Pen,Jackson
srv126,3.0,P,W,19918RkGERSNkRTb,f,846.0,,6n7tedStateslfAherica,53.0,16515,7.0,,SC,6.0,arvin,AUBRETTE,Hay River
Pra117,2.0,,M,9384vofceylower,F,663.0,188315.0,8nitedStat3sofAms4ica,32.0,85309,7.0,,KS,3.0,Praeuner,Cole,Irvine
iue128,2.0,C,M,2o29northcrdscfnt,m,587.0,,UnktrdwtatesofAnerica,14.0,92158,11.0,,VT,0.0,lue,liva,Idaho Falls
Prs129,1.0,,S,w5404q6senstreet,f,693.0,155959.0,UhitedStatewofqme5ica,128.0,33152,8.0,,IL,2.0,Przybycien,Ayaz,Moreno Valley
peg130,1.0,J,W,161pgrrenspointroav,f,693.0,118124.0,UnitedStag3sofAmftica,46.0,83729,11.0,,FL,3.0,penn,YETTY,Ontario
Gua13w,4.0,S,S,21477WqRRENPAeu,,313.0,192267.0,hn9teeStatecofAmerica,67.0,B8h1z6,2.0,,MI,4.0,Guay,Mary-michelle,Concord
bre131,6.0,,M,6403ROBB7NSSTRdET,F,573.0,92688.0,Cagada,47.0,53717,4.0,,Nesfohndland,0.0,brennand,agretha,Phoenix
Sav233,5.0,X,S,3i58tLENpOCHBOULEdARD,f,252.0,105063.0,UnutrwStatesofAmericw,114.0,t5c1w6,7.0,,ME,5.0,Savanh,LOTTY,Coral Springs
ABBq34,6.0,Z,M,146e02thridgelower,,639.0,200881.0,UnitedStxt3sofwme4ica,44.0,37245,3.0,,AL,0.0,ABBATANTUONO,Kassey,Oxnard
OP235,0.0,N,S,3981imlfrisllower,M,494.0,132969.0,Unifedxtates0fAmerlca,107.0,94401,8.0,,IN,1.0,OP,Adria,Brownsville
ker136,2.0,,W,132103rrddive,,853.0,90469.0,Cwnada,68.0,Bua1y3,8.0,,NH,1.0,Mersinger,audivox,Memphis
ryt137,5.0,,S,9287THROsKMORTONxOUyH,F,530.0,289229.0,jnifedStwtesofAme3ica,43.0,t6n1k2,10.0,,DC,3.0,rutt,SUE,Flint
bdm138,5.0,I,U,8935YOUhGUPPEg,,803.0,282120.0,UnitedStaffsofAmdrics,58.0,85306,,,DC,7.0,bemis,Lorenza,Lafayette
Pen129,0.0,,M,3797RUyGE5SPAdK,,,141689.0,UbitedStatexovAmer8ca,38.0,VyR1R7,,,MD,1.0,Pennington,Enzo,Greensboro
to5140,7.0,Y,W,838ytakwrindcrescent,M,687.0,470267.0,initexStqhesofAmerica,42.0,68513,7.0,,PrincwEswarfIsland,2.0,torok,claudina,Sterling Heights
la2141,2.0,L,U,e0925rou4hcrescent,m,,122322.0,Unk4edStatesogsmerica,41.0,v6b1v9,5.0,,MD,2.0,lawlis,Otha,Costa Mesa
nee142,4.0,D,U,414tLqKEPARKLANw,m,645.0,247814.0,Unigedctafesofwmerica,22.0,83702,14.0,euite397,NswBeunswick,1.0,Beebe,Rodie,Houston
scu143,7.0,,U,338ysakowltzlane,m,911.0,54004.0,Unit4detateskfAmefica,55.0,80125,13.0,,HI,3.0,schlange,DULCE,Bakersfield
Wit14r,0.0,,S,7q55berruway,,847.0,125871.0,UniterStst4sofAmericz,36.0,M5G2Y7,9.0,,ND,2.0,Witchlow,Win,Chesapeake
ME5145,1.0,Q,M,e1r1WATHAgSOUTH,F,377.0,163167.0,Unitedaratesofxmerifa,115.0,80213,8.0,,NpvaSdotia,4.0,MEREDITH,Roselin,Sandy
b9a146,5.0,,M,18540RYANN0RTH,m,582.0,206037.0,UnitedSyatesoeAmer7sa,8.0,60737,10.0,,ME,4.0,bialkenius,Malanie,Lewiston
Swi14i,2.0,P,D,13222vlenloxmroad,m,383.0,272779.0,Uni4ecStatwsofAme5ica,34.0,90510,9.0,SUITE4u4,Alb4rta,1.0,Swiat,TARYN,Elizabeth
bul14i,8.0,,D,7879MURRAYeAY,,537.0,180393.0,UnitfdStateq8fAherica,92.0,92882,6.0,,VT,2.0,bullinger,MALENA,Sudbury
TYR140,1.0,,W,75w7whzledrive,F,924.0,239095.0,Cabada,74.0,98121,10.0,,DE,3.0,TYRRELL,Dorie,Austin
Fyfq50,2.0,,W,q7778eagletracepadk,,1026.0,331422.0,Unif2xStatesofAm3rica,36.0,H2r1x9,3.0,,MA,6.0,Fyfe,Liese,Salinas
cic151,2.0,,D,7661GRAN5WqY,,731.0,155044.0,8nitedStates8bAmerjca,40.0,23503,6.0,,CA,3.0,Sicard,tele,Peoria
CAS153,3.0,,U,t806c3ystalhillsstr3eg,F,1094.0,263013.0,UnktedShatespfAmeruca,30.0,40208,1.0,,Mamitoba,7.0,CASTEN,astra,Sydney
sho153,1.0,S,U,4211WILLSbORTu,,571.0,252893.0,UnitedwtatesofAhrrixa,49.0,75201,8.0,,TN,1.0,Choy,marnia,San Antonio
CHA155,7.0,,W,ur24l8nbergnorth,,589.0,136439.0,initfdStatesofxmer8ca,38.0,93852,7.0,,FL,1.0,CHACKO,AMY,Oklahoma City
beiq55,5.0,E,U,14266oemmingspu4h,f,,211096.0,6nitedStatezofAme5icz,47.0,32312,8.0,,CA,2.0,beil,HAMILTON,Miami
Ele1y6,5.0,J,U,1427qDDAXLqNE,m,372.0,28879.0,UnitedStated9fAmeejca,65.0,90059,2.0,,CO,2.0,Eleftheriou,Kuldip,Yonkers
oy157,5.0,,M,1625fermandovoutt,F,599.0,157763.0,Un9twdqtatesofAmefica,59.0,77006,2.0,,Saqkatchewag,2.0,o'grady,krystalle,Columbia
Kat148,5.0,,S,3w5fl0restanortu,,654.0,137642.0,Unireddtatesofqmwrica,107.0,23224,6.0,,UT,3.0,Katchmar,Stella,Lubbock
Lui1r9,6.0,O,U,e2807garsonezst,,879.0,73600.0,UbitedStqtesofsjerica,22.0,10055,14.0,,ME,2.0,Luin,Marie-josee,Chattanooga
Klq160,1.0,,S,5524ve3mackarreet,f,914.0,145519.0,UnitedStatezofzmerivs,60.0,35830,0.0,,NH,4.0,Klavkalns,Nashib,Fargo
Bru261,3.0,Z,M,1810relestrastteet,,508.0,,UnitedztatddlfAmerica,27.0,v6m2s9,8.0,,VA,1.0,Brunsting,Annette,Omaha
Apt152,7.0,Q,M,719holmanfour5,,484.0,296150.0,UbitedStxtesofAkeroca,44.0,22304,1.0,,TX,8.0,Apter,LENA,Yonkers
sch16e,5.0,,M,23553MrMlgIALRUE,f,778.0,148833.0,UnitedStw4esobqmerica,55.0,06101,7.0,,Saskqtchewag,0.0,schuette,Christian,Spokane
