prospect_AgeID,prospect_MaSta,prospect_NumChil,prospect_Ph,prospect_Sta,prospect_In,prospect_NeWo,prospect_Ge,prospect_FiNa,prospect_CreRa,prospect_Emp,prospect_Ci,prospect_MiInit,prospect_PosCo,prospect_Ag,prospect_Co,prospect_NumC,prospect_OOReF,prospect_NumCrCa
Gdm8606,M,4.0,1-602-995-8831,PA,295940.0,51727.0,m,bxqojnjrqquulwbbge,721.0,,Yellow Knife,,Zvpsibht,25.0,United States of America,0.0,O,9.0
Lcc8607,W,2.0,1-812-512-5994,OH,483119.0,905678.0,m,Tmunfhoaoofewvqthbeluameygvg,805.0,Pantry,Providence,O,lpnovywojj,75.0,Canada,4.0,U,5.0
Tzv8608,U,4.0,1-321-001-2660,ND,34284.0,3099198.0,,YURJPNNYJKKXARFABOFPLMPMXUMQO,468.0,Apollo Group,San Diego,,Zvigi,29.0,Canada,0.0,,0.0
Qrw8609,U,3.0,1-826-770-1095,NV,168208.0,1286722.0,,Erwsjzh,696.0,,Lubbock,r,nlyshkkmvqan,34.0,Canada,3.0,,5.0
LIP8610,S,0.0,1-873-041-5255,NJ,267730.0,1751169.0,m,vdjsbraetfue,631.0,Target,Chandler,,Zqwqu,6.0,Canada,3.0,O,0.0
Ppr8611,S,,1-068-155-5393,NJ,24383.0,372631.0,m,WPBQLMKJVZNQ,463.0,Thor Industries,Lakewood,,csykxrqa,7.0,Canada,3.0,O,5.0
uni8612,W,1.0,1-882-260-7195,HI,286678.0,1710525.0,F,rqeaevsxvbvlh,740.0,Terex,Providence,,YJOLLWVXGI,9.0,United States of America,5.0,O,3.0
Cpp8613,M,2.0,1-098-530-1114,WI,380955.0,380664.0,m,HBDTKOGUVKWQORUFWTGLSMXJ,627.0,Synnex,Hilo,,Vdfdvc,67.0,United States of America,3.0,O,5.0
EKG8614,S,1.0,1-607-564-3039,VT,,3917347.0,f,Iqyzqfkcdzuakd,667.0,Arch Coal,Wilmington,N,pggxjzgf,1.0,Canada,1.0,O,6.0
Lyk8615,M,4.0,1-723-344-1106,Alberta,428257.0,13701.0,m,FOFGUIEZUKUSXQWMHHDXWETXHD,467.0,AnnTaylor Stores,Thousand Oaks,,kwttu,0.0,,3.0,R,
Ecf8616,M,2.0,1-802-452-3334,NY,15535.0,,m,Nmukkluewwnfuwvcfysnemrkl,510.0,ENSCO International,Overland Park,,rcjjmxviwjnu,28.0,United States of America,2.0,O,1.0
Ieg8617,M,2.0,1-202-386-1911,MN,239390.0,1116236.0,,srsjsrpwqrgu,807.0,Children's Place Retail Stores,Mobile,,Uymvw,41.0,Canada,1.0,O,5.0
Ohh8618,S,5.0,1-542-478-4325,Quebec,315629.0,466597.0,A,EQGTMHAFDQT,482.0,McClatchy,Bismarck,,Mimyduak,30.0,United States of America,3.0,O,5.0
Jah8619,S,0.0,,IL,120199.0,3972709.0,,gmjvplagsorsmamjkfcmponmfij,548.0,Tractor Supply,Honolulu,o,,21.0,Canada,4.0,O,1.0
MGK8620,M,2.0,1-699-573-8968,MA,352122.0,2526150.0,f,Cvskfokpiljuetxm,742.0,Flowserve,El Monte,B,Odfddkbkyorm,59.0,United States of America,1.0,O,4.0
odd8621,S,4.0,1-938-954-7452,WY,327738.0,,m,eplhoixxgrncvoasrjfosni,364.0,Automatic Data Processing,Fresno,,ZJVNHQTJ,77.0,United States of America,2.0,O,10.0
Rrd8622,W,0.0,1-536-647-4535,OR,437384.0,685534.0,M,Jhxhlznwpkk,766.0,Spartan Stores,Waco,B,nhvvsxav,7.0,United States of America,2.0,O,
ruk8623,W,5.0,1-178-860-8809,British Columbia,438148.0,2177616.0,M,Gqqavrhciwylkrfd,633.0,Fastenal,Springfield,,BGGDUURLY,33.0,United States of America,4.0,R,6.0
lvt8624,S,2.0,1-663-114-8399,MA,238095.0,1581228.0,f,Dlxcywveurghvutdvcyja,414.0,Cardinal Health,Mesquite,,Bixbcsdh,5.0,United States of America,2.0,O,
Uda8625,W,0.0,1-851-113-9435,AL,358004.0,1598833.0,,GVGXBDRXBYC,793.0,Chevron,Concord,J,RLCCJRJFGGP,59.0,United States of America,1.0,U,2.0
Crm8626,U,5.0,1-312-728-8737,NH,182608.0,3676593.0,,IOCVJK,805.0,,Moncton,,wemgobxlih,44.0,Canada,3.0,R,
Grm8627,M,4.0,1-626-454-0801,Manitoba,466060.0,3009737.0,f,MUXXNOIBJQPFRNOGDTHPKLFJJSURDW,422.0,,Chattanooga,V,TYWAZMLUVU,79.0,United States of America,5.0,,4.0
Ovo8628,S,,1-905-482-0584,NY,3903.0,2080213.0,M,anvtphkojssesueru,752.0,Sherwin-Williams,Dallas,V,Bsoff,68.0,United States of America,5.0,O,6.0
Jdc8629,M,2.0,,TX,100908.0,933963.0,,Bhltrlfmfpjiqelsqky,687.0,Vulcan Materials,Sterling Heights,B,zwilc,12.0,United States of America,3.0,O,1.0
tis8630,M,5.0,1-838-911-6678,IA,311283.0,1880755.0,m,ugsriyrrqjzuuqweoxyrra,792.0,Children's Place Retail Stores,Houston,g,Dwjttpomuq,,Canada,2.0,O,1.0
Luj8631,M,0.0,1-588-517-2606,NE,230973.0,2051176.0,M,fouipudkp,380.0,Bed Bath & Beyond,Oshawa,,lvinlf,62.0,United States of America,3.0,R,0.0
Yli8632,M,4.0,1-810-255-5287,WA,244848.0,1860178.0,,Quowh,323.0,United Refining,West Valley,,Fzxzmnjyd,61.0,Canada,4.0,O,2.0
Tmh8633,M,3.0,,OR,161668.0,319676.0,,Oxhauajvoskwmtpfttrpkgapfxz,750.0,C.R. Bard,Newport News,,hxhjcwvm,50.0,United States of America,5.0,O,10.0
Wio8634,U,4.0,1-150-645-7298,NY,292038.0,1539682.0,F,skgdnlnawxbwa,302.0,MPS Group,Coral Springs,T,Gxlwnss,,United States of America,0.0,O,7.0
Xdt8635,M,4.0,1-005-312-2157,DC,303312.0,3874159.0,,bvtwscbqhbhhwipuqbsa,716.0,Staples,Yonkers,,xvuhsfduuqt,,Canada,2.0,,9.0
Jra8636,S,4.0,1-043-276-7064,OR,446840.0,1299762.0,,UEEBFVYMRFGMAM,809.0,Constellation Brands,Raleigh,,uftidcxp,67.0,United States of America,3.0,O,1.0
nap8637,S,3.0,1-994-474-0701,New Brunswick,331467.0,3656160.0,,Buytxvcjkqwaobpuwtntosfzvrv,353.0,Century Aluminum,Brownsville,O,Vkxdrwan,56.0,,2.0,O,1.0
WLS8638,M,4.0,1-191-153-6993,GA,323172.0,2713421.0,,Jfcagpzpdcr,715.0,United Natural Foods,Riverside,,OFCXQOKFBW,29.0,United States of America,5.0,O,9.0
AZA8639,S,1.0,1-654-579-3493,NH,279223.0,652312.0,M,pwxzwnehwedgeajijzjvlewvub,749.0,Leap Wireless International,Hilo,r,UARJLVRYN,80.0,United States of America,0.0,,2.0
RSS8640,S,3.0,,SC,345826.0,3968552.0,,Pmbdlkexoizaqrfosd,717.0,Applied Biosystems,Salt Lake City,Y,Hbhrgywqe,31.0,United States of America,5.0,O,
Gwz8641,U,3.0,1-205-807-4212,UT,361491.0,,,mpcytf,365.0,Lender Processing Services,North Las Vegas,q,Nhbqx,22.0,Canada,5.0,O,1.0
cha8642,D,5.0,1-747-125-6020,AK,,1084486.0,M,Grdhfmgdelmcqixbvforlegjntngi,790.0,Walt Disney,Dayton,,jhhfmtwuu,1.0,United States of America,5.0,O,2.0
ski8643,S,1.0,1-630-670-6165,UT,147834.0,1079320.0,,Tcabndkdyq,408.0,Williams-Sonoma,Provo,,EJJKHOA,72.0,Canada,3.0,O,
Pts8644,U,4.0,1-696-606-9301,OR,133569.0,714914.0,,Rzmwoxumoqgwxktjnav,499.0,Pall,Stamford,,Bvuxznyi,74.0,,2.0,O,5.0
Kyd8645,M,2.0,1-228-334-8435,OK,399901.0,681347.0,,uulpcbvhletdz,708.0,Safeway,Mobile,f,Rbomamijx,63.0,United States of America,1.0,R,7.0
XVE8646,D,2.0,,ID,204417.0,2316964.0,,Lxxtsochmwtdwkcrigzbjfnexuuffb,690.0,Goodyear Tire & Rubber,Vallejo,,Idmnm,19.0,United States of America,5.0,O,10.0
Gln8647,U,2.0,1-311-782-0987,NE,433420.0,690842.0,,bfhxocluuovlnqsklmwbsu,690.0,Celgene,Idaho Falls,,Nlcfny,88.0,United States of America,3.0,O,4.0
xzq8648,U,5.0,1-204-228-2576,AZ,276253.0,2169282.0,,Wyzcpiopxfvsbnwd,365.0,Targa Resources,Oxnard,,TQDOQX,7.0,United States of America,4.0,R,2.0
Bme8649,M,5.0,,IA,381418.0,3731300.0,m,AQRATLFENPKMCXSEOEKNX,603.0,Principal Financial,Warwick,b,VACEDPKBNYO,89.0,United States of America,5.0,R,3.0
Tfu8650,U,5.0,1-554-216-5900,OK,2348.0,1654506.0,m,Adztlpujtfztjcx,844.0,NYSE Euronext,Greensboro,,zonpa,32.0,United States of America,5.0,R,7.0
Acu8651,S,5.0,1-534-526-7325,NY,169615.0,3625783.0,,Hafjpswhjkppiefkbha,400.0,Charles Schwab,Chattanooga,,Gurdo,14.0,United States of America,2.0,R,6.0
MET8652,D,4.0,1-379-175-2676,IL,106946.0,1981626.0,F,Csukiexyhustwsziwdgnoqa,599.0,Robert Half International,Madison,P,Bjkzvezqktj,66.0,Canada,1.0,R,10.0
DXL8653,M,5.0,1-292-920-0664,HI,236679.0,2075234.0,M,HJLWMCBWUEHIVBWH,721.0,Virgin Media,Kitchener,,KVWBKIOJITAM,51.0,,3.0,O,
CML8654,D,,,Ontario,81599.0,265619.0,,HSCSOBMLBHUDDHGQGAKRTFVOHYNT,703.0,Foot Locker,Dayton,,YNISNM,34.0,Canada,0.0,O,0.0
hvs8655,M,4.0,1-729-142-7718,SC,270045.0,1085675.0,F,Fyzdobohotdc,828.0,FPL Group,Dover,,RQIOUPCUNO,49.0,Canada,3.0,O,7.0
ZVM8656,M,4.0,1-561-470-2093,VA,,3561728.0,,Otwjbqept,704.0,Textron,Windsor,,Wexxqgkzea,23.0,United States of America,3.0,U,0.0
stc8657,W,5.0,1-802-635-5439,NE,206028.0,1700081.0,,KMQMSYAPUQ,304.0,Coach,Pittsburgh,w,bwuffqwm,7.0,United States of America,3.0,O,3.0
udc8658,W,0.0,1-085-501-4523,DC,193676.0,1531899.0,F,Leeykzjpslwwtxbpyxmllbxpxpil,802.0,Burlington Northern Santa Fe,Rapid City,l,tvprsqbifmer,23.0,Canada,3.0,O,3.0
Ywz8659,S,4.0,1-118-667-3641,NC,,2241976.0,M,OEEEYZXL,,Key Energy Services,St. Louis,l,PEMOX,21.0,United States of America,4.0,R,3.0
BRN8660,M,3.0,1-277-090-7072,WY,,2613956.0,F,WUQHRMOXWTDNGTURLGMHYVFATIA,549.0,Constellation Brands,Montreal,,Fkiioaz,58.0,United States of America,,O,10.0
uic8661,M,4.0,1-604-976-8273,Prince Edward Island,,3938637.0,,LCBPHAASSMS,328.0,Vanguard Health Systems,Garden Grove,I,Suepypgbisvb,46.0,United States of America,,O,9.0
owp8662,U,3.0,1-126-740-5799,ME,70188.0,3419279.0,,lktvmldpgsmmsbdfepzoe,580.0,Dominion Resources,Laredo,E,htibh,71.0,Canada,5.0,O,5.0
UTA8663,D,0.0,1-198-361-8831,VT,104516.0,425069.0,m,Rmgugvbjqwnuaglivctrx,630.0,Werner Enterprises,Yellow Knife,d,Aprseyj,79.0,United States of America,2.0,,10.0
cak8664,S,1.0,1-124-558-6862,Quebec,299276.0,2747347.0,M,YQPSL,607.0,Walgreen,Buffalo,A,Ataamzyieqv,89.0,United States of America,2.0,R,4.0
QSW8665,S,0.0,1-230-409-0929,IA,346240.0,3853851.0,,Rzittd,787.0,Aon,Inglewood,,welaozue,42.0,United States of America,,O,5.0
Bst8666,U,2.0,1-085-296-6065,Nova Scotia,394524.0,505520.0,,DGBBK,356.0,Chemtura,Jackson,,Tlprn,96.0,Canada,,U,7.0
exb8667,U,3.0,,British Columbia,247595.0,1347208.0,,cqeunqyvf,593.0,Delta Air Lines,Buffalo,g,Acukzlcjq,16.0,United States of America,5.0,O,4.0
IXN8668,U,1.0,1-316-728-0218,MI,441473.0,2324716.0,,Pyaoorbaioaclliunpzdbquwhaeac,449.0,Children's Place Retail Stores,Colorado Springs,S,Okefipvgxpqe,58.0,United States of America,2.0,O,3.0
Gik8669,,3.0,1-604-092-1658,Saskatchewan,279929.0,3076472.0,,owsnbpxswhlauvlvnlffz,782.0,Century Aluminum,Santa Clara,X,ZAAVRGUSIAJ,,Canada,0.0,O,0.0
zis8670,,3.0,1-860-872-9403,WY,421060.0,2733940.0,F,UIIRNUTFTALMXDUYUTI,705.0,Nicor,Warren,,Itmdjqturcqg,43.0,United States of America,1.0,O,5.0
dcw8671,D,5.0,1-131-871-5621,ID,407803.0,2485282.0,f,YIRFKCHZUXKQHON,,Ryder System,West Covina,Y,,35.0,United States of America,4.0,O,9.0
ame8672,M,0.0,1-478-866-2041,FL,384831.0,343843.0,M,KZSVEYDROLINM,474.0,DTE Energy,Baton Rouge,,VPOGTXRI,63.0,United States of America,3.0,O,
Nvt8673,M,0.0,1-267-577-8436,NH,467196.0,,f,FQJVOEXZY,406.0,,Anaheim,,Rnbkmwflpq,78.0,United States of America,2.0,O,7.0
Wpg8674,U,4.0,1-889-409-1975,WY,282344.0,866773.0,,Cwybwiigezvrvgnzxdha,400.0,Dr Pepper Snapple Group,Anchorage,D,WWUBCNGLNYD,79.0,,2.0,O,0.0
Gcv8675,M,0.0,1-277-613-0038,NJ,242400.0,2727185.0,m,vccrwrafdhgquuwqc,593.0,Vornado Realty Trust,Sandy,t,Hemqg,34.0,United States of America,0.0,O,5.0
xxu8676,M,4.0,1-161-099-3879,Saskatchewan,403347.0,1597163.0,,Odenliartanveclueqhrfeaeslfpts,496.0,Sysco,Savannah,p,Pienpm,3.0,United States of America,0.0,O,8.0
xqv8677,M,0.0,1-532-661-8795,Prince Edward Island,297557.0,3310285.0,m,Sufickginbhdklojpgjtwckywwu,396.0,Auto-Owners Insurance,Cleveland,W,UCOHXYY,90.0,United States of America,,O,7.0
Rte8678,M,5.0,1-790-105-6683,TX,361968.0,3752212.0,,Ytdxfcnvkfufutnpcss,666.0,,Washington,,bajhplc,91.0,United States of America,2.0,O,7.0
yeg8679,S,3.0,,WY,371594.0,1637216.0,m,Tbmvj,339.0,HCC Insurance Holdings,Glendale,,oknumn,4.0,United States of America,1.0,O,8.0
Tiz8680,M,4.0,1-517-247-1982,NJ,180774.0,1554195.0,,CUVHYXOSDDHPPSDYOQUXTZERCP,580.0,Dick's Sporting Goods,Corona,,fllodmavl,47.0,United States of America,2.0,O,7.0
RXK8681,M,5.0,1-124-907-2076,OH,115346.0,,f,Fsxfdhoeykwx,488.0,Iron Mountain,Austin,s,CUNWRCPDT,91.0,United States of America,0.0,O,10.0
XMW8682,M,2.0,1-426-308-8028,HI,414519.0,3243516.0,m,Txhbispkqqdiwdimvyoaowpsdtf,472.0,Hess,Stamford,,Qljmhipol,93.0,United States of America,3.0,U,4.0
Etl8683,M,2.0,1-308-924-6128,CO,328886.0,1575746.0,,Cpdihpwmeykeyxih,625.0,Danaher,Vancouver,,lfpxxsvqqfai,44.0,United States of America,1.0,R,
URB8684,U,5.0,1-566-614-5439,KY,,1420362.0,f,Jzmmqgwngvjf,731.0,Barnes & Noble,Escondido,,Venboxurii,35.0,United States of America,1.0,O,5.0
Aad8685,M,0.0,1-900-742-0811,WA,155341.0,2265704.0,M,Tnejoljbhfseoaequbqkcsct,597.0,3M,Augusta,O,Froezukt,89.0,United States of America,1.0,O,10.0
Efu8686,M,2.0,1-362-535-4147,KS,403188.0,806681.0,m,BNYCWSMYVN,789.0,Smurfit-Stone Container,Nashua,M,Mtwmtxh,90.0,United States of America,4.0,U,0.0
eeu8687,S,5.0,1-088-611-4747,NH,44208.0,3913762.0,,XPTFCOYVKGPDDVSPDKWKJETJV,745.0,AptarGroup,Buffalo,j,yggygjfcqq,81.0,United States of America,4.0,O,1.0
Vnm8688,S,0.0,1-057-920-6008,IA,409011.0,193717.0,,QBZBNKMKFWMJHOF,750.0,Graphic Packaging Holding,Madison,,wceabvwagbbj,2.0,United States of America,3.0,O,2.0
RVP8689,M,0.0,,MD,,1013981.0,F,donevtolsjsqmxdwutlmoavj,533.0,Maxim Integrated Products,Lowell,F,zcmfujrx,54.0,,4.0,O,3.0
Por8690,M,4.0,1-130-549-6143,WI,45538.0,2230529.0,M,QSNCNOXHTTUISM,717.0,Timken,Fullerton,,Xtnakt,84.0,,1.0,R,5.0
Vun8691,S,3.0,1-608-744-7160,FL,296979.0,755031.0,,Dizfoztwmzdtnbn,561.0,Tech Data,West Covina,,Iubgss,46.0,United States of America,2.0,,1.0
CMZ8692,W,5.0,1-298-926-9454,MI,33341.0,3551603.0,,Jabvixzqwlrmcvrabooxifgxjfer,410.0,Bank of New York Mellon Corp.,Casper,j,oqdxh,85.0,United States of America,1.0,O,0.0
xfv8693,U,4.0,1-911-587-8459,NV,386181.0,77595.0,M,Aelrkjecqbjhu,802.0,Enterprise GP Holdings,Columbia,U,Koltafaovnj,17.0,United States of America,1.0,R,
eni8694,W,5.0,1-149-575-5771,KS,329659.0,1126008.0,,XBQUYTXUBBJXEHUQU,548.0,Spartan Stores,Macon,T,Nvtoeawmg,56.0,United States of America,,O,4.0
Bot8695,M,4.0,1-795-875-8204,KY,336056.0,3638975.0,F,vemtwplnkidzhrqedntpkfmcfbioiu,830.0,ON Semiconductor,Peoria,,,30.0,United States of America,3.0,O,2.0
Vfg8696,S,,1-512-001-8308,NH,441771.0,3761180.0,f,Ckkyymeswoq,461.0,,Bellevue,,Tfruklbsese,4.0,Canada,4.0,R,3.0
nhl8697,S,4.0,1-514-315-6199,Manitoba,373903.0,3437967.0,,cajkgef,550.0,Carlisle,Iqaluit,,Gqsyttujbz,21.0,United States of America,5.0,O,7.0
Xip8698,,4.0,1-567-741-9888,CA,63737.0,1796117.0,,RZHQJSPZMBPTIEBDFRZNAI,658.0,Modine Manufacturing,Savannah,,Cbchizcfh,43.0,United States of America,5.0,O,3.0
CIH8699,D,4.0,1-986-658-4714,HI,123182.0,3140997.0,F,XSFVJNNDXDLJ,792.0,Marriott International,Milwaukee,u,OADLLJ,55.0,United States of America,3.0,O,10.0
cdm8700,M,5.0,1-981-528-4850,RI,53537.0,3616733.0,,VYDUSTVSXJ,641.0,Asbury Automotive Group,Fargo,p,ZXVFS,59.0,Canada,5.0,O,4.0
jxk8701,U,2.0,1-726-949-0017,AK,91206.0,2447031.0,M,LHPFH,590.0,CH2M Hill,Eugene,Z,Cqemfcqaxk,9.0,United States of America,4.0,O,4.0
Rfp8702,M,,1-457-463-6333,Saskatchewan,326428.0,2243112.0,,Hkzqyyjusjhmjmgyxjnqdwmwm,393.0,Cigna,Mount Pearl,,Opefevmvmix,62.0,Canada,5.0,R,8.0
Zcj8703,U,3.0,1-474-956-2555,Newfoundland,302934.0,2775156.0,,Rhzijsfxajejox,796.0,Priceline.com,Des Moines,O,Irfmwksz,53.0,Canada,2.0,O,3.0
Xzt8704,W,4.0,1-983-965-1357,OK,358087.0,,,oprioqqgzmlogusobkeevtubzfip,476.0,Hub Group,West Valley,Z,,80.0,United States of America,4.0,O,8.0
vnr8705,M,1.0,1-371-971-8422,NM,102441.0,3983183.0,m,Dupmuuwceopnihvllqf,482.0,Century Aluminum,Whitehorse,,,70.0,United States of America,5.0,U,4.0
Lco8706,S,1.0,1-197-386-7002,PA,328772.0,94738.0,,Jeclljufjcndcgcicv,607.0,Southwest Gas,Vancouver,K,Ebfwbvbzqq,,United States of America,5.0,O,6.0
Qxv8707,S,0.0,,MO,46302.0,407560.0,,rufxwjlcthehrvisrtvzkcm,661.0,Wal-Mart Stores,Des Moines,b,PFGLR,25.0,United States of America,0.0,O,10.0
Zkn8708,S,5.0,1-741-916-1995,AK,483159.0,89739.0,,qermzmeuinxofmvfnrmdqa,555.0,CHS,Elizabeth,,Zahoanzbnoi,67.0,,3.0,O,7.0
zth8709,U,3.0,1-840-399-2919,MD,390647.0,3345102.0,,AGXJCUOAFBHQC,517.0,BJ's Wholesale Club,Lowell,R,jwqnihv,44.0,,3.0,O,7.0
lbi8710,W,0.0,1-855-202-0449,CT,409796.0,336067.0,,Pmibejfdilhkf,618.0,Goldman Sachs Group,Washington,,LKXAQ,93.0,United States of America,0.0,R,1.0
HAT8711,,4.0,1-911-293-0750,NJ,115895.0,1616585.0,,Elcnhegdhmredfjmfdixutgaqb,821.0,Pride International,Ontario,a,YNYREG,13.0,United States of America,1.0,O,3.0
Hjg8712,S,3.0,,SC,368247.0,1332431.0,,Yqskbobwwnefismwsucubgjkf,678.0,LKQ,Santa Ana,j,SGGMMX,64.0,United States of America,3.0,O,9.0
Jjj8713,M,2.0,1-439-163-0429,WY,166111.0,3448599.0,f,Nsytiyvpx,513.0,,Hayward,,Tqszevht,19.0,United States of America,5.0,O,1.0
Yhm8714,M,2.0,1-407-919-7219,RI,128617.0,3593769.0,E,Wlwbgpram,435.0,Furniture Brands International,Grand Rapids,G,Wqjdrrvyd,1.0,Canada,3.0,R,3.0
ELU8715,S,1.0,,TN,115558.0,874749.0,,EWGPMYEBUGBIBXQURMCFQXKLKOM,716.0,Ameriprise Financial,Hollywood,j,Qsgev,57.0,United States of America,5.0,,4.0
Iql8716,M,0.0,1-452-687-1866,OK,25.0,3033101.0,,Qlivmkhowkmnoeq,834.0,Hawaiian Electric Industries,Las Cruces,C,Rnborgsn,82.0,United States of America,0.0,O,6.0
RFW8717,D,1.0,1-275-391-6536,AK,106163.0,1469644.0,,Mddxnqs,595.0,AptarGroup,Carrollton,,,72.0,,3.0,O,6.0
HAD8718,M,5.0,1-211-844-6025,OR,498676.0,2763782.0,,Tvfrpbbe,783.0,Constellation Brands,Newport News,e,Izwarxfzhu,93.0,Canada,2.0,O,0.0
Twn8719,U,3.0,1-774-451-1517,Saskatchewan,392898.0,3182270.0,,Lpqew,800.0,,Windsor,p,uzmlkrvkp,80.0,Canada,3.0,O,5.0
KTK8720,M,1.0,1-826-516-2456,LA,,3336163.0,,Njztl,777.0,Iasis Healthcare,Charlottetown,,Wwkmg,25.0,United States of America,1.0,R,
Ffc8721,U,5.0,1-769-735-3164,WY,176625.0,3669939.0,M,twyuqaobukecbamjdcknrqmoobp,337.0,NII Holdings,Montreal,,Gqkgg,80.0,United States of America,5.0,U,3.0
MFO8722,S,2.0,1-655-509-0238,MA,206504.0,3074498.0,f,Whgpbitgxhv,481.0,CarMax,Saskatoon,,Kzujwikkfx,92.0,United States of America,,,3.0
Okt8723,D,5.0,1-535-841-7219,IL,381330.0,3295287.0,,Zgshxhltrzbwhuexgleoza,620.0,Hubbell,Huntington Beach,,Mhcwzxdz,66.0,United States of America,5.0,O,4.0
Rsi8724,U,1.0,1-900-851-9005,OH,139408.0,363539.0,,Ihpvfbqphxokyxybrdwax,671.0,United Services Automobile,Little Rock,,jcjaecwii,58.0,,5.0,O,4.0
hxh8725,M,1.0,1-028-752-2687,NH,342850.0,3823179.0,,qbhuiccpnmfqrvqiebexujigz,551.0,Berkshire Hathaway,Austin,,Pcuzclsmrd,77.0,United States of America,5.0,O,4.0
hmz8726,S,3.0,1-381-245-1446,UT,110105.0,1445701.0,,hwran,493.0,United Services Automobile,Stockton,,hipmfapbivn,29.0,United States of America,5.0,O,
Upa8727,,4.0,1-429-602-7716,Manitoba,311268.0,369743.0,,Bnquawnwdvgqvesagav,328.0,Home Depot,Minneapolis,O,Qhxohmjug,67.0,United States of America,0.0,O,2.0
ksj8728,S,1.0,,NY,306801.0,3576300.0,M,Dutimcpvdnmftr,763.0,Mirant,Garland,t,QYMYEANPE,82.0,United States of America,,O,1.0
Evg8729,M,3.0,1-099-486-3382,MI,350324.0,2433627.0,,hhaacfiqsboqgnr,319.0,Hudson City Bancorp,St. Paul,,gesufn,50.0,United States of America,0.0,O,6.0
Tqo8730,U,4.0,1-049-912-9587,Manitoba,377700.0,258321.0,,emijsqfjmgjrjwtjhwdouxtib,457.0,NRG Energy,Miami,,CNIYHYVLR,44.0,United States of America,5.0,O,2.0
Fap8731,W,4.0,1-780-616-5514,Quebec,429696.0,2175149.0,,Eqjjvgsbncfcazieghcgueytt,490.0,PC Connection,Newark,g,Atipy,52.0,United States of America,1.0,R,10.0
Fiu8732,M,1.0,1-305-187-1767,ME,356449.0,3577781.0,,Ecvwdgvwiyv,519.0,Amerigroup,Newark,,bzlymrkug,58.0,United States of America,2.0,O,0.0
QLC8733,,,1-965-343-3373,ID,451900.0,1685246.0,,zlwjexwygdeirjwmkecbvzcphfuae,306.0,Puget Energy,Pasadena,m,Fpdfqrmdb,56.0,United States of America,4.0,O,0.0
Guc8734,M,0.0,1-382-135-6945,CO,195452.0,2294288.0,m,Lgcnccdjf,337.0,TravelCenters of America,Vancouver,,Iarcdmqi,74.0,,1.0,O,8.0
QMX8735,W,1.0,1-223-603-6648,IA,434630.0,2711390.0,,Jbfzqcfa,724.0,Bed Bath & Beyond,Oshawa,O,Gsdypcxar,59.0,United States of America,4.0,O,4.0
Jin8736,M,0.0,1-875-548-0615,MO,304825.0,,,Refcdumxsufhsdqrleoozbpt,641.0,Merck,Scottsdale,,DJOHKVQ,9.0,United States of America,2.0,O,0.0
Gpe8737,U,1.0,1-707-940-5935,Newfoundland,410522.0,904453.0,,Mcugsippraqdhnrycrqttqgz,517.0,,Phoenix,,jngxitnl,58.0,Canada,2.0,O,0.0
Beb8738,M,2.0,1-309-343-2740,AZ,177656.0,,f,TLUVWUJIAB,840.0,Avis Budget Group,Las Vegas,,MODIOAHUIHQ,57.0,Canada,0.0,O,10.0
Qvd8739,,5.0,1-842-949-8321,Prince Edward Island,327392.0,3786307.0,m,JXFWOATISMRNNDMFNGUQODUFSNPLXX,351.0,Alaska Air Group,Casper,D,SOPWSZMTNH,77.0,United States of America,5.0,O,3.0
TFD8740,W,,1-006-046-7891,KY,420139.0,2234199.0,f,ukunhworoddnjwqdndxwanmsyrk,685.0,New Jersey Resources,Iqaluit,,DYYHVA,58.0,United States of America,0.0,O,7.0
Zve8741,M,0.0,1-113-873-5730,VA,252638.0,1847503.0,,vekbntlq,664.0,Manitowoc,Mesa,,Ecxbz,10.0,United States of America,3.0,O,5.0
DGI8742,U,5.0,1-426-021-1454,Alberta,372907.0,2809593.0,,Hueml,425.0,UnitedHealth Group,Thousand Oaks,A,Lpdpmda,32.0,United States of America,2.0,O,5.0
Jsr8743,U,2.0,1-807-747-7300,ID,59849.0,1647811.0,,YNVHGERLNPNFYQYUPIROWQKA,342.0,Domtar,London,,Znqepkzs,91.0,Canada,5.0,O,7.0
rgw8744,M,3.0,1-136-083-7561,New Brunswick,360417.0,3454244.0,,vlwnxoidilgukuxrpkyddm,829.0,Zale,Columbus,B,,46.0,United States of America,5.0,O,0.0
Vfs8745,W,1.0,1-447-474-4758,Ontario,100780.0,66981.0,,Lcnednsealqecgsgxdddaczcb,841.0,Steelcase,Lexington,B,yuowoafxapiw,55.0,United States of America,4.0,O,2.0
Tua8746,U,4.0,1-040-016-2827,VT,,1664718.0,f,dqmhvebbyqgrxoa,795.0,Travelers Cos.,Ann Arbor,o,TNMHPGP,28.0,United States of America,1.0,O,3.0
OLU8747,U,4.0,1-223-807-1417,DC,160302.0,2956944.0,,sbdnwvxkguvevkoox,,Windstream,Tacoma,,UVPTAPG,50.0,United States of America,2.0,O,10.0
Irb8748,S,0.0,1-119-946-1179,AL,79693.0,202849.0,f,Tyrbcxfyvgyedispsvbgqnwczg,374.0,UGI,Sioux Falls,P,Wysdrisb,32.0,United States of America,0.0,O,8.0
zkc8749,S,5.0,1-847-936-3645,AL,218561.0,106692.0,F,Ecymnygm,359.0,Electronic Arts,Virginia Beach,,,93.0,United States of America,4.0,O,9.0
