AgencyID,MaritalStatus,NumberChildren,Age,AddressLine2,NetWorth,LastName,FirstName,MiddleInitial,Gender,AddressLine1,PostalCode,City,State
WIN20,U,0.0,59.0,,288747.0,WINTERS,Rong-chin,P,M,11358 elle lee street,94467,Costa Mesa,PA
BIT21,U,3.0,94.0,,876575.0,BITTMAN,Darlleen,,,21074 MALLORY LOWER,94321,Berkeley,MD
luz22,U,1.0,,,2041224.0,luzarraga,Radoslav,V,f,16124 weyland park,C2a 4w7,St. Louis,TX
don23,,0.0,5.0,,2231509.0,donovan,Aryn,S,,23822 marvin crescent,35808,Colorado Springs,IN
Gia24,M,5.0,23.0,,3206409.0,Giallo,Allisan,T,,2203 valita boulevard,M5f 1v6,Fontana,MD
SPR25,M,1.0,61.0,,3850037.0,SPRUELL,Ammamaria,,M,11538 COLLINWOOD AVENUE,99539,St. Catharines,KY
SKA26,D,1.0,,,528440.0,SKALSKI,Mari,,F,7818 EAST STREET,95055,Hayward,CA
Gar27,S,,51.0,,597140.0,Gargul,Anica,,m,10013 shaw road,93686,Palmdale,FL
Dor28,M,1.0,97.0,,146931.0,Dore,Melba,,,6802 AMES STREET,75218,Phoenix,Newfoundland
DIO29,,2.0,52.0,,353495.0,DIOGO,Tracee,X,,22501 SUMMIT RUE,91174,Gary,TX
Mer30,S,0.0,98.0,,295647.0,Merrick,CANADIAN,,m,291 frances rue,49515,Beaumont,WA
Atc31,U,3.0,47.0,,408941.0,Atchison,Oue,R,,16264 sanders east,16506,Nashua,MN
Pla32,M,1.0,47.0,,362523.0,Plamondon,wallie,X,m,16068 cantey way,94383,San Jose,WY
SEL33,M,0.0,9.0,,2102359.0,SELCHOW,Andromache,E,F,21170 EDLOE BOULEVARD,T6d 1b3,Nashua,NY
sha34,M,3.0,85.0,,3480265.0,shane,THOR,Z,f,885 CROSBY LANE,25339,Fort Smith,SC
MER35,M,3.0,81.0,,3648900.0,MERWIN,SALAH,,,12235 jay street,V6o 1v4,Lancaster,MS
con36,M,3.0,0.0,,1161790.0,conrad,HOR-LAM,,,20340 LOMBARD CRESCENT,01852,Colorado Springs,UT
ons37,S,5.0,28.0,,2050587.0,onsiteteam,Vania,,M,22074 dexter upper,78230,Washington,PA
Sum38,U,1.0,65.0,,3579198.0,Summerlin,Niel,,M,1540 MURIE RUE,93770,Lowell,OK
gro39,S,0.0,20.0,,889494.0,grooms,ziad,F,,7075 glen loch drive,m4l 1n4,Frederick,WY
dil40,M,1.0,55.0,Apt. 382,2205682.0,dilkie,Claude,I,,11237 balmoral way,22335,Mesa,RI
DOL41,U,2.0,76.0,,1140117.0,DOLSON,AVTAR,,,8316 GARDEN BROOK NORTH,V6C 1T4,Lakewood,HI
Pos42,M,1.0,1.0,,1421319.0,Posthumus,Donny,,,2240 clifton lower,M6t 1h3,Cleveland,VA
Mac43,M,2.0,3.0,,3525204.0,Machika,Cocos,,,20907 NOTINGHAM LOWER,95263,Grand Rapids,OK
che44,D,3.0,100.0,,468976.0,chenoweth,ruud,,,601 carroll lower,v5b 1p5,Peoria,Prince Edward Island
hol45,W,1.0,81.0,,1685443.0,holbrooks,Belvia,,,18267 state drive,32318,Inglewood,SD
pfi46,S,4.0,76.0,,337564.0,pfieffer,ATHAR,,f,9270 LEAF SOUTH,93872,Akron,OH
elk47,W,3.0,51.0,,84777.0,elkington,Cherey,Y,,18582 PERIMETER BOULEVARD,92824,Charlottetown,MA
Lab48,,5.0,,,3146477.0,Labenek,RAZ,,F,9612 park stream upper,e4a 1r2,Bellevue,MD
laf49,S,2.0,58.0,,495277.0,laferriere,kishore,Y,,2803 clearwater north,H7G 1V4,Dover,Saskatchewan
Nor50,M,3.0,52.0,,746904.0,Norment,Nelleke,I,,11103 BISSONNET WEST,85039,Fullerton,WA
hag51,M,0.0,91.0,,1219620.0,hagar,sibby,,,4652 outervale lane,v6m 1q3,Denver,OH
Bet52,M,3.0,17.0,,1718910.0,Betcher,ericha,,m,341 dunbar west,X7j 1r1,Dallas,WY
Van53,S,4.0,6.0,,,Van der,Janson,,m,16176 vernon drive,B8b 1z5,San Jose,NJ
O'L54,S,3.0,89.0,,2636424.0,O'LEARY,Dorotea,,F,23131 clint way,t5d 1v4,Bellevue,ND
and55,M,4.0,99.0,,1326305.0,anderson,Denice,,m,11640 baltic upper,V6t 1r2,San Buenaventura,NC
sta56,M,2.0,77.0,,2241997.0,starks,Myron,,,20796 dolores drive,91177,St. Louis,WV
CHA57,S,3.0,,Apt. 275,1542891.0,CHASSE,Barby,,,14359 COMMERCE WEST,T5c 1t1,Pueblo,GA
ASI58,W,1.0,90.0,,797918.0,ASING,Ariella,,R,21448 hampton boulevard,35862,Regina,Ontario
ask59,M,0.0,82.0,,347654.0,askins,ADEY,,f,7637 pershing way,96820,Saskatoon,MA
Kik60,M,0.0,,,2456397.0,Kikuta,GAYEL,K,,11529 arcana boulevard,75238,Jackson,CA
Cha61,S,3.0,15.0,,1284229.0,Chane,Man,,F,2700 windwood north,85769,St. Petersburg,SD
KIL62,D,0.0,,,618787.0,KILLEN,Klara,U,m,22279 gramercy road,H5i 1o9,Scottsdale,Saskatchewan
kin63,M,5.0,96.0,,1171606.0,kinley,Abdalla,,f,9828 west east,90849,Charlotte,RI
MAL64,M,,38.0,,3983261.0,MALAHER,bal,,,5935 mcafee park,43644,Waterbury,NC
Odu65,W,3.0,10.0,,2328568.0,Odum,Romy,J,,12460 CLAYTON STREET,99213,Chesapeake,SD
DI 66,M,5.0,72.0,,2078600.0,DI NINNO,KORAL,,,275 3rd drive,72226,Hialeah,IL
STU67,M,5.0,97.0,,2986155.0,STUBBLEFIELD,YUKIHIKO,K,,6907 FERNCLIFF CRESCENT,V6Z 1Q9,Charleston,OR
HAM68,S,1.0,48.0,,1864039.0,HAMBALI,Khanh,,,885 crosby lane,20082,Salem,Ontario
LIB69,S,0.0,97.0,,1293721.0,LIBRARIAN,Darnell,,m,2344 kalani west,35827,Sacramento,FL
ohs70,M,0.0,73.0,,3850114.0,ohsone,feridoun,,M,22870 LA CIENEGA STREET,99692,Santa Clarita,NM
HUM71,U,1.0,71.0,APT. 143,1618743.0,HUMMEL,Magdy,O,,8478 green avenue,V6c 1q5,Sherbrooke,NE
BRA72,W,1.0,93.0,,3383487.0,BRADD,jiri,,,23639 purdue rue,80158,Colorado Springs,MI
Boa73,U,3.0,53.0,,2981876.0,Boarder,AILA,X,,19202 ansley park,t6d 1b6,Berkeley,New Brunswick
Mcn74,U,2.0,32.0,,2109339.0,Mcnally,Vincenzo,,,11319 devonshire rue,33120,San Buenaventura,NJ
MAR75,S,3.0,1.0,,791803.0,MARKOVICH,Minnnie,,F,23665 deerwood park,99742,New Haven,ND
Wil76,S,1.0,39.0,,3523678.0,Willekes,alfonzo,,f,4855 union north,V6N 1T1,Shreveport,Saskatchewan
Dea77,M,0.0,77.0,,1681902.0,Deacetis,Swandi,S,m,9466 SHADOWBRIAR WEST,44104,Lansing,KS
Hou78,U,5.0,18.0,,3851455.0,Houk,Anya,,,3504 regency avenue,14605,Pembroke Pines,SD
Goy79,M,2.0,70.0,,2339382.0,Goyette,Enrika,,,7281 northland lower,80076,Palmdale,FL
Mok80,S,0.0,26.0,,,Mok-fung,SONJA,Z,f,12481 hayden lower,V6I 1V6,Savannah,Saskatchewan
Run81,M,4.0,,,2065016.0,Rundle,Liem,I,,2328 gracie avenue,97307,Amarillo,FL
BEL82,S,5.0,58.0,,2454049.0,BELLEY,COLLETTE,,o,4737 campbell street,46237,Anchorage,UT
BAE83,M,4.0,43.0,,2423395.0,BAER,SIAMACK,Y,,2401 stratmore lower,V6B 1S6,Louisville,WY
MAU84,D,3.0,65.0,,1342045.0,MAULDIN,Toshihiro,,f,21477 JUNIPER CRESCENT,H2d 1x1,Hilo,NH
Koo85,S,3.0,24.0,,861756.0,Koohgoli,Casey,,,19214 YAUPON BOULEVARD,95108,Sudbury,AR
Lau86,S,1.0,79.0,,1215349.0,Lauriston,Daryn,,,7785 rusk boulevard,80050,Orlando,CT
Man87,M,1.0,48.0,,3981554.0,Mangum,Adrianna,L,F,18002 cantrell upper,90122,Missoula,VT
PIE88,S,4.0,69.0,,3865937.0,PIERCY,Cortney,,,23341 brookside upper,43614,Abilene,Manitoba
Bus89,S,1.0,91.0,,2804700.0,Buscaglia,Duane,,M,20494 ROSS WEST,61110,Saskatoon,NJ
BAB90,,5.0,75.0,,3283558.0,BABIONE,Tele,,,17552 SAVANNAH NORTH,70174,Irvine,KY
Bur91,S,3.0,85.0,APT. 373,450524.0,Burkard,Ophelia,,M,4462 pace crescent,90324,Reno,GA
Kin92,M,3.0,76.0,,,Kinsella,lorine,,,7161 tallowood upper,s7d 1n1,Sacramento,NJ
POM93,S,1.0,68.0,,,POMMAINVILLE,Viole,,,3489 silver sage west,93829,Topeka,SC
BOA94,M,,95.0,,633760.0,BOATWRIGHT,Nani,,M,12481 hayden lower,89116,Rancho Cucamonga,TN
Ron95,M,5.0,15.0,,3634954.0,Ronald,cherey,R,,13210 3RD DRIVE,94315,Hilo,WY
wei96,M,5.0,17.0,,799268.0,weihs,Redgie,A,,8899 starling lane,T5b 1u9,Saint John,Ontario
Hel97,,0.0,94.0,,39093.0,Helpb,Yousef,P,M,11480 fennel south,T6b 1a5,Torrance,DC
mog98,S,4.0,70.0,,2705353.0,moghe,Damaris,,m,7266 cherry upper,60699,Santa Clara,Alberta
boz99,S,2.0,29.0,,3565153.0,bozicevich,Ilyssa,,,10678 ENGLEWOOD WEST,V6p 1s8,Torrance,ME
Zah100,M,1.0,52.0,,2832204.0,Zaharychuk,Moselle,R,,21181 2ND RUE,v6i 1p1,Stockton,MA
And101,U,3.0,51.0,,2194345.0,Andric,Dulsea,,F,22963 hanover road,79423,Paterson,NV
Bam102,W,3.0,24.0,,3737140.0,Bamfo,Lyndsie,L,,8268 cliffbrook boulevard,H5j 1o6,Mesa,WA
fro103,D,4.0,98.0,,464753.0,frondozo,KESLEY,,,5118 montview court,93761,Anchorage,WY
Car104,M,1.0,59.0,,596696.0,Caron,LAUREL,J,,17442 tallowood upper,76150,Miami,NJ
muc105,U,4.0,49.0,,1504753.0,muchow,Steen,V,f,4038 WEDGEWOOD STREET,99717,Great Falls,LA
gat106,U,1.0,1.0,,3049281.0,gateau,noel,,,20334 anaconda avenue,60608,Erie,TX
Sch107,U,,79.0,,247478.0,Schaefer,Tracey,M,F,5385 young west,v6w 1u4,Hollywood,SC
pom108,,5.0,6.0,,2750301.0,pomerleau,Sarajane,,,2747 SINCLAIR LANE,T5b 1t6,Tulsa,TX
cuc109,M,4.0,70.0,,721333.0,cucuzzella,Geoffrey,K,F,8622 BROWNWAY PARK,23298,Tucson,MN
SUG110,S,0.0,23.0,,669440.0,SUGARMAN,loralyn,Z,q,18048 GREEN NORTH,32803,Anchorage,ID
Pep111,M,5.0,78.0,,2473979.0,Pepe,andrei,,,18994 country boulevard,64122,Sandy,MI
Cha112,S,,79.0,SUITE 7,3545170.0,Chandrashekar,javad,,f,16063 ashland road,T6b 1h2,Boston,OK
SEI113,U,3.0,72.0,Apt. 971,1494871.0,SEIFERS,Karna,U,m,19309 mcfarlin north,22222,Vancouver,UT
GAR114,S,0.0,31.0,,436164.0,GARTLEY,Jocelyn,S,F,2454 cliffbrook west,T6a 1d2,Akron,PA
Tou115,W,3.0,86.0,,1069481.0,Touchette,Elvera,,M,15865 strand west,v5d 1n9,Lancaster,New Brunswick
Kur116,S,0.0,,,,Kurdziel,Nessy,V,M,13776 east boulevard,23321,Concord,UT
Her117,U,0.0,87.0,,2957261.0,Herod,lona,,,10570 WEIZMANN LOWER,90505,Chesapeake,VA
MCV118,M,5.0,92.0,,228459.0,MCVICAR,RHEA,P,,15278 walnut hill road,19066,Flint,NH
LAB119,M,5.0,4.0,,67267.0,LABFIVE,Josefa,,F,23007 WAKEFOREST WAY,v6s 1r3,Chattanooga,VT
but120,U,4.0,8.0,,1087978.0,butta,alikee,,,9088 rivas way,78769,Billings,FL
Pro121,M,5.0,97.0,,3885967.0,Projects,dolorita,,m,18798 ullrich road,53769,Scottsdale,NC
Irc122,D,4.0,,,3271101.0,Irc,Marilyn,,,18517 HULEN LOWER,H7E 1U6,Oshawa,VA
Ziv123,,5.0,40.0,,,Zivkovic,robertson,G,,11474 dodd lane,e7o 1k1,Naperville,DC
sim124,U,4.0,95.0,,1999133.0,simser,Ilsa,H,,9375 wood south,90374,Tampa,NC
kei125,S,5.0,92.0,,1100786.0,keifer,Pen,I,,20479 wise avenue,63169,Jackson,MS
arv126,W,5.0,67.0,,563992.0,arvin,AUBRETTE,P,f,19918 ROGERS NORTH,16515,Hay River,SC
Pra127,M,2.0,24.0,,962397.0,Praeuner,Cole,,F,9284 coffey lower,85309,Irvine,KS
lue128,M,3.0,26.0,,1064169.0,lue,liva,C,m,2929 north crescent,92158,Idaho Falls,VT
Prz129,S,0.0,62.0,,2100059.0,Przybycien,Ayaz,,f,15404 queen street,33152,Moreno Valley,IL
pen130,W,1.0,37.0,,99025.0,penn,YETTY,J,f,1619 greenspoint road,83729,Ontario,FL
Gua131,S,0.0,71.0,,3865481.0,Guay,Mary-michelle,S,,21477 WARREN PARK,B8b 1z6,Concord,MI
bre132,M,3.0,29.0,,804544.0,brennand,agretha,,F,6503 ROBBINS STREET,53717,Phoenix,Newfoundland
Sav133,S,5.0,89.0,,3143356.0,Savanh,LOTTY,X,f,3958 GLEN LOCH BOULEVARD,t5c 1w7,Coral Springs,ME
ABB134,M,3.0,11.0,,,ABBATANTUONO,Kassey,Z,,13640 ethridge lower,37245,Oxnard,AL
OP135,S,0.0,20.0,,2311953.0,OP,Adria,N,M,3981 imperial lower,94401,Brownsville,IN
Mer136,W,5.0,75.0,,3120608.0,Mersinger,audivox,,,13210 3rd drive,B8a 1y3,Memphis,NH
rut137,S,5.0,95.0,,2058270.0,rutt,SUE,,F,9297 THROCKMORTON SOUTH,t6b 1k2,Flint,DC
bem138,U,3.0,0.0,,1511983.0,bemis,Lorenza,I,,8935 YOUNG UPPER,85306,Lafayette,DC
Pen139,M,1.0,73.0,,439080.0,Pennington,Enzo,,,3797 RUTGERS PARK,V6R 1R7,Greensboro,MD
tor140,W,0.0,39.0,,921255.0,torok,claudina,Y,M,8285 tamarind crescent,68513,Sterling Heights,Prince Edward Island
law141,U,1.0,76.0,,3810365.0,lawlis,Otha,L,m,20025 routh crescent,v6n 1v9,Costa Mesa,MD
Bee142,U,2.0,5.0,Suite 397,2641938.0,Beebe,Rodie,D,m,4144 LAKE PARK LANE,83702,Houston,New Brunswick
sch143,U,1.0,65.0,,3857323.0,schlange,DULCE,,m,3375 sakowitz lane,80125,Bakersfield,HI
Wit144,S,0.0,94.0,,1636212.0,Witchlow,Win,,,7255 berry way,M5G 1Y7,Chesapeake,ND
MER145,M,4.0,95.0,,2999082.0,MEREDITH,Roselin,Q,F,3131 WATHAN SOUTH,80213,Sandy,Nova Scotia
bia146,M,0.0,28.0,,2280820.0,bialkenius,Malanie,,m,18440 RYAN NORTH,60737,Lewiston,ME
Swi147,D,1.0,76.0,SUITE 464,1050866.0,Swiat,TARYN,P,m,13222 glen loch road,90510,Elizabeth,Alberta
bul148,D,4.0,81.0,,,bullinger,MALENA,,,7889 MURRAY WAY,92882,Sudbury,VT
TYR149,W,5.0,38.0,,603001.0,TYRRELL,Dorie,,F,7527 whale drive,98121,Austin,DE
Fyf150,W,3.0,25.0,,3368239.0,Fyfe,Liese,,,17788 eagle trace park,H2e 1x9,Salinas,MA
Sic151,D,2.0,0.0,,1042629.0,Sicard,tele,,,7661 GRANT WAY,23503,Peoria,CA
CAS152,U,4.0,61.0,,1948746.0,CASTEN,astra,,F,4806 crystal hills street,40208,Sydney,Manitoba
Cho153,U,2.0,3.0,,3113862.0,Choy,marnia,S,,4211 WILLS NORTH,75201,San Antonio,TN
CHA154,W,3.0,77.0,,2777290.0,CHACKO,AMY,,,7524 linberg north,93852,Oklahoma City,FL
bei155,U,0.0,8.0,,2210073.0,beil,HAMILTON,E,f,14266 lemming south,32312,Miami,CA
Ele156,U,1.0,34.0,,1999684.0,Eleftheriou,Kuldip,J,m,1427 ADDAX LANE,90059,Yonkers,CO
o'g157,M,5.0,15.0,,2119678.0,o'grady,krystalle,,F,1625 fernando court,77006,Columbia,Saskatchewan
Kat158,S,0.0,66.0,,169808.0,Katchmar,Stella,,,335 floresta north,23224,Lubbock,UT
Lui159,U,4.0,55.0,,1072732.0,Luin,Marie-josee,O,,22806 garson east,10055,Chattanooga,ME
Kla160,S,1.0,8.0,,2261442.0,Klavkalns,Nashib,,f,5524 vermack street,35830,Fargo,NH
Bru161,M,3.0,7.0,,2234368.0,Brunsting,Annette,Z,,18105 electra street,v6m 1s9,Omaha,VA
Apt162,M,1.0,97.0,,575288.0,Apter,LENA,Q,,719 holman court,22304,Yonkers,TX
sch163,M,1.0,95.0,,1102479.0,schuette,Christian,,f,23553 MEMORIAL RUE,06101,Spokane,Saskatchewan
Lan164,U,3.0,92.0,,2995388.0,Lanava,Morrie,,,16759 park avenue,78756,Tulsa,NH
Fus165,M,2.0,17.0,,1147193.0,Fusca,LYMAN,,F,12296 WILLIAMS LOWER,93003,Garden Grove,VA
Nev166,U,4.0,81.0,,1136540.0,Nevardauskis,REUBEN,R,F,9625 ALLEN BOULEVARD,T5D 1P2,Fort Lauderdale,IA
SHA167,M,,13.0,,1677669.0,SHACKLEFORD,Hermon,,f,10340 jarvis road,10108,Philadelphia,NC
Sau168,M,2.0,78.0,,2160706.0,Sauck,Paqs,P,,13143 goodwin lane,t5c 1l3,Sydney,NH
fri169,M,1.0,78.0,,2525665.0,frischknecht,GAETAN,,,7160 BEATTY RUE,M5B 1Z8,Waterbury,AL
fer170,M,1.0,85.0,,3517622.0,fernandez,leese,O,,22679 chimney rock west,V6H 1W2,Tacoma,British Columbia
LAN171,U,2.0,68.0,,,LANDERS,Amelie,,M,6769 pasadena upper,90308,Charlottetown,MD
Bha172,M,0.0,1.0,,97675.0,Bhasin,TAMRA,,,20622 MCAFEE COURT,M5e 1y2,Independence,IA
Jor173,M,5.0,83.0,,,Jordan,bang,,M,10526 LINWOOD LANE,80029,Escondido,ND
KNU174,M,4.0,78.0,,3569070.0,KNUDSEN,HILDEGARDE,,F,21088 vessey crescent,30350,Lansing,NY
Ham175,M,5.0,,,1507616.0,Hamelin,Carmody,,F,10884 ryan avenue,97240,Anaheim,OR
MAU176,U,5.0,5.0,,514151.0,MAUER,Dareen,,,1481 gale court,R3A 1M1,Glendale,MO
Rez177,U,0.0,43.0,Apt. 426,2903408.0,Rezansoff,WEN,,F,18390 martins east,73172,Chula Vista,CT
Koa178,U,4.0,53.0,,1695814.0,Koa,MOT,,,23208 porter crescent,V6s 1p9,Orlando,MO
HAN179,U,0.0,13.0,,868465.0,HANNEMAN,leese,B,m,17026 durand north,90140,Cleveland,MN
jak180,U,4.0,7.0,,2810709.0,jakim,nettie,I,,16533 devonshire park,94639,Huntington,NC
ump181,M,5.0,17.0,,3593363.0,umphres,AILEE,C,,8965 griffin east,22307,Fayetteville,TN
Wic182,M,2.0,67.0,,2607636.0,Wickham,chan,G,,22451 larner court,55116,Riverside,NV
Gat183,M,4.0,54.0,Apt. 540,2735642.0,Gates,RAY,,F,3681 HOLLY KNOLL CRESCENT,M6s 1i5,Dayton,AL
bot184,S,4.0,5.0,,1501732.0,bott,Robinette,,,5678 dayton street,92708,Corona,NE
DAV185,D,1.0,28.0,,397072.0,DAVID-YERUMO,Rocke,T,,15591 holgate lane,V6r 1q6,Oklahoma City,KS
HIL186,M,1.0,5.0,,3399757.0,HILLARD,Suzette,,F,23477 havenridge rue,63178,Dallas,NY
war187,M,2.0,,,2684548.0,warburton,Myla,,,18267 cape lane,x7j 1r5,Durham,NY
MAC188,S,3.0,72.0,apt. 48,3041622.0,MACHNICKI-HYNES,dacia,,m,2928 POTOMAC UPPER,M5e 1y7,Tacoma,Saskatchewan
lev189,S,2.0,12.0,,3211816.0,levitin,CHELSIE,A,F,14656 pasadena park,23257,Alexandria,Prince Edward Island
Goo190,M,4.0,71.0,apt. 968,127026.0,Gooderham,abbas,,,16983 flagler drive,V6I 1U7,Hialeah,Alberta
Koh191,W,4.0,90.0,,588945.0,Kohalmi-hill,Rec,E,,17212 LANDER SOUTH,94539,Denver,Ontario
AYL192,U,4.0,20.0,,1962620.0,AYLWIN,Elaine,,M,23764 sabine west,H7h 1v4,Fort Lauderdale,TN
CHO193,W,2.0,58.0,,178193.0,CHOUHAN,Katharine,E,F,16271 vista south,15201,Mesa,VA
DIT194,M,4.0,57.0,,2102811.0,DITKO,LILIAN,G,,1080 LAVENDER LANE,t5a 1n6,Cleveland,TX
EMI195,W,1.0,43.0,,2246854.0,EMIG,CATI,,,10856 summer street,78784,Lewiston,MT
Ryd196,W,2.0,39.0,APT. 392,1312448.0,Ryder,Luong,,m,17021 edwards crescent,H6d 1w8,Tallahassee,IL
mei197,S,3.0,87.0,,295993.0,meisner,JUOZAS,S,,7726 TALLOWOOD UPPER,06705,El Monte,WY
Ceg198,S,1.0,57.0,,1220003.0,Cegelski,Lysy,,,19097 foxfire north,M5c 1v9,Sioux Falls,NC
hai199,U,5.0,58.0,,2400476.0,haigh,ULA,Z,,8161 PINTO ROAD,90759,Columbia,ND
cle200,,4.0,28.0,,2900897.0,clendening,Francesca,J,,9659 sakowitz west,22301,San Francisco,GA
Cie201,U,1.0,95.0,,3942140.0,Ciesielski,emili,W,,15306 pike park,19165,Santa Clara,VA
Par202,S,2.0,98.0,,2118119.0,Parypa,yogesh,,f,21891 dewey street,75007,Greensboro,Prince Edward Island
LOZ203,M,2.0,55.0,,338540.0,LOZINSKI,Xantippe,K,f,8155 storeywood road,90302,Waco,OR
Pas204,,3.0,14.0,APT. 630,2617116.0,Pascal,TINO,,,20871 dewdrop street,84092,Rochester,WI
Aul205,M,1.0,30.0,,1459711.0,Aula,AGGIE,,,1121 GREENE PARK,v6d 1u1,Tampa,ID
bar206,M,1.0,90.0,,1804959.0,barnes,Alane,N,F,23849 westerley south,99503,Paterson,MT
ELL207,S,0.0,69.0,,2957472.0,ELLIOTT,ABBYE,,,1540 murie rue,80960,Fullerton,MD
for208,U,0.0,67.0,suite 344,2919293.0,forslund,aleen,P,m,16633 raymond road,53743,London,NY
Bur209,W,1.0,41.0,,3610130.0,Burbidge,collen,U,,18676 turman drive,t6d 1k1,Newark,HI
FOL210,M,5.0,2.0,,1209441.0,FOLLMER,NEALA,,F,1808 HARDY STREET,91350,Buffalo,DE
Led211,M,0.0,89.0,,1058712.0,Leder,CELISSE,,m,11115 midland avenue,37916,El Paso,PA
kop212,,1.0,88.0,,1946028.0,kopke,MEHMET,N,,24950 sheppard lane,22329,Toledo,IN
pay213,M,1.0,90.0,,1420984.0,paylor,Carlis,,,6450 LEMMING RUE,M1i 1r8,Sterling Heights,MT
PAL214,M,3.0,54.0,,213235.0,PALACEK,marshal,,,19342 wycliffe park,h5i 1p1,New Haven,WY
fel215,S,2.0,53.0,,472425.0,felton,Fabien,,,7582 woodway south,M1I 1R5,Dallas,FL
ATW216,U,3.0,89.0,,1160132.0,ATWELL-BYRNE,basia,,,22526 QUEENSBURY LOWER,53739,Milwaukee,RI
Mcb217,W,1.0,31.0,,2869995.0,Mcbeth,FARID,S,M,18833 3rd park,06603,Anaheim,CO
Jal218,M,0.0,1.0,apt. 3,3727044.0,Jalaie,jyoti,B,M,19394 canoas west,28247,Huntington Beach,SD
vem219,S,0.0,57.0,,2293241.0,vempati,Jandy,,,9941 ROYALTON DRIVE,h7g 1u9,Naperville,TX
BAR220,U,0.0,10.0,,2846515.0,BARNICKEL,VO,D,,10177 pecos crescent,90831,Iqaluit,VT
PES221,M,4.0,74.0,,1619956.0,PESOLD,Kien,U,M,20823 WEST CHAPEL AVENUE,M4j 1o7,Winnipeg,IN
Sha222,M,0.0,28.0,,2367607.0,Shaughnessy,Tybi,,F,13483 ROCKDALE DRIVE,77288,St. Petersburg,UT
Sch223,S,0.0,96.0,,3795566.0,Schmeing,Nhien,J,M,9645 HAYDEN BOULEVARD,77117,Waterbury,NV
Mat224,M,3.0,42.0,,734762.0,Materna,Florance,L,,6066 fillmore lower,45263,Lubbock,TX
JAI225,D,4.0,64.0,,908994.0,JAIN,Ros,,,293 conier avenue,v6g 1p4,London,OR
KAR226,M,4.0,,,2561296.0,KARNAZES,Genevieve,,,7000 ansley lane,72247,Des Moines,Ontario
gus227,M,4.0,49.0,APT. 587,3181069.0,gustafson,EMILIO,,,13635 jarvis south,E7n 1j9,Madison,Saskatchewan
Ann228,,5.0,81.0,,2632226.0,Annas,JANEEN,K,,17362 COFFEY UPPER,45272,Scottsdale,MO
lab229,,2.0,57.0,,,labenek,cathrin,R,,12279 trafalgar crescent,x7j 1q2,Mount Pearl,UT
fli230,S,0.0,42.0,,1151333.0,flindall,kirstin,M,f,24717 MIDLAND LANE,80952,Iqaluit,IL
sat231,U,4.0,30.0,,2763939.0,satkunaseelan,giles,,,11493 worley park,38157,Moreno Valley,NM
tho232,M,4.0,56.0,,370710.0,thornley,Ted,I,,6492 HAMMOND AVENUE,06703,Naperville,NC
CRI233,S,3.0,3.0,,1192164.0,CRIPPS,hayden,L,m,8954 bagby north,v6u 1r8,Norfolk,AZ
