cliente_id,negozio_id,nome,cognome,email,attivo,data_creazione,indirizzo_id,indirizzo,indirizzo2,distretto,città_id,codice_postale,telefono
594,1,EDUARDO,HIATT,EDUARDO.HIATT@sakilacustomer.org,1,2006-02-14 22:04:37,600,1837 Kaduna Parkway,,Inner Mongolia,241,82580,640843562301
270,1,LEAH,CURTIS,LEAH.CURTIS@sakilacustomer.org,1,2006-02-14 22:04:36,275,906 Goiânia Way,,Wielkopolskie,255,83565,701767622697
530,2,DARRYL,ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,1,2006-02-14 22:04:37,536,166 Jinchang Street,,Buenos Aires,165,86760,717566026669
157,2,DARLENE,ROSE,DARLENE.ROSE@sakilacustomer.org,1,2006-02-14 22:04:36,161,1386 Nakhon Sawan Boulevard,,Pyongyang-si,420,53502,368899174225
512,1,CECIL,VINES,CECIL.VINES@sakilacustomer.org,1,2006-02-14 22:04:37,517,548 Uruapan Street,,Ontario,312,35653,879347453467
502,1,BRETT,CORNWELL,BRETT.CORNWELL@sakilacustomer.org,1,2006-02-14 22:04:37,507,1197 Sokoto Boulevard,,West Bengali,478,87687,868602816371
245,1,COURTNEY,DAY,COURTNEY.DAY@sakilacustomer.org,1,2006-02-14 22:04:36,249,300 Junan Street,,Kyonggi,553,81314,890289150158
265,2,JENNIE,TERRY,JENNIE.TERRY@sakilacustomer.org,1,2006-02-14 22:04:36,270,682 Halisahar Place,,Severn Morava,378,20536,475553436330
441,1,MARIO,CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,1,2006-02-14 22:04:37,446,1924 Shimonoseki Drive,,Batna,59,52625,406784385440
293,2,MAE,FLETCHER,MAE.FLETCHER@sakilacustomer.org,1,2006-02-14 22:04:37,298,44 Najafabad Way,,Baskimaa,146,61391,96604821070
122,1,THELMA,MURRAY,THELMA.MURRAY@sakilacustomer.org,1,2006-02-14 22:04:36,126,1175 Tanauan Way,,Lima,305,64615,937222955822
540,1,TYRONE,ASHER,TYRONE.ASHER@sakilacustomer.org,1,2006-02-14 22:04:37,546,191 José Azueta Parkway,,Ruse,436,13629,932156667696
12,1,NANCY,THOMAS,NANCY.THOMAS@sakilacustomer.org,1,2006-02-14 22:04:36,16,808 Bhopal Manor,,Haryana,582,10672,465887807014
400,2,BRYAN,HARDISON,BRYAN.HARDISON@sakilacustomer.org,1,2006-02-14 22:04:37,405,530 Lausanne Lane,,Texas,135,11067,775235029633
77,2,JANE,BENNETT,JANE.BENNETT@sakilacustomer.org,1,2006-02-14 22:04:36,81,1692 Ede Loop,,São Paulo,30,9223,918711376618
225,1,ARLENE,HARVEY,ARLENE.HARVEY@sakilacustomer.org,1,2006-02-14 22:04:36,229,1014 Loja Manor,,Tamil Nadu,22,66851,460795526514
311,2,PAUL,TROUT,PAUL.TROUT@sakilacustomer.org,1,2006-02-14 22:04:37,316,746 Joliet Lane,,Kursk,286,94878,688485191923
275,2,CAROLE,BARNETT,CAROLE.BARNETT@sakilacustomer.org,1,2006-02-14 22:04:37,280,1980 Kamjanets-Podilskyi Street,,Illinois,404,89502,874337098891
553,1,MAX,PITT,MAX.PITT@sakilacustomer.org,1,2006-02-14 22:04:37,559,1917 Kumbakonam Parkway,,Vojvodina,368,11892,698182547686
391,1,CLARENCE,GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,1,2006-02-14 22:04:37,396,767 Pyongyang Drive,,Osaka,229,83536,667736124769
188,1,MELANIE,ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,1,2006-02-14 22:04:36,192,1166 Changhwa Street,,Caraga,62,58852,650752094490
276,1,BRANDY,GRAVES,BRANDY.GRAVES@sakilacustomer.org,1,2006-02-14 22:04:37,281,1944 Bamenda Way,,Michigan,573,24645,75975221996
562,1,WALLACE,SLONE,WALLACE.SLONE@sakilacustomer.org,1,2006-02-14 22:04:37,568,1342 Sharja Way,,Sokoto & Kebbi & Zam,488,93655,946114054231
38,1,MARTHA,GONZALEZ,MARTHA.GONZALEZ@sakilacustomer.org,1,2006-02-14 22:04:36,42,269 Cam Ranh Parkway,,Chisinau,115,34689,489783829737
357,1,KEITH,RICO,KEITH.RICO@sakilacustomer.org,1,2006-02-14 22:04:37,362,482 Kowloon and New Kowloon Manor,,Bratislava,90,97056,738968474939
393,1,PHILIP,CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,1,2006-02-14 22:04:37,398,954 Lapu-Lapu Way,,Moskova,278,8816,737229003916
425,2,FRANCIS,SIKES,FRANCIS.SIKES@sakilacustomer.org,1,2006-02-14 22:04:37,430,355 Vitória de Santo Antão Way,,Oaxaca,452,81758,548003849552
412,2,ALLEN,BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,1,2006-02-14 22:04:37,417,791 Salinas Street,,Punjab,208,40509,129953030512
64,2,JUDITH,COX,JUDITH.COX@sakilacustomer.org,0,2006-02-14 22:04:36,68,1966 Amroha Avenue,,Sichuan,139,70385,333489324603
