cognome,indirizzo_id,cliente_id,email,data_creazione,negozio_id,nome,attivo
MASON,139,135,JUANITA.MASON@sakilacustomer.org,2006-02-14 22:04:36,2,JUANITA,1
RALSTON,419,414,VINCENT.RALSTON@sakilacustomer.org,2006-02-14 22:04:37,1,VINCENT,1
SOTO,273,268,NINA.SOTO@sakilacustomer.org,2006-02-14 22:04:36,1,NINA,1
RHODES,302,297,SHERRI.RHODES@sakilacustomer.org,2006-02-14 22:04:37,1,SHERRI,1
CARLSON,258,253,TERRY.CARLSON@sakilacustomer.org,2006-02-14 22:04:36,1,TERRY,1
MATTOX,496,491,RICK.MATTOX@sakilacustomer.org,2006-02-14 22:04:37,2,RICK,1
BUTTERFIELD,417,412,ALLEN.BUTTERFIELD@sakilacustomer.org,2006-02-14 22:04:37,2,ALLEN,1
WATSON,76,72,THERESA.WATSON@sakilacustomer.org,2006-02-14 22:04:36,2,THERESA,1
BLAKELY,466,461,DEREK.BLAKELY@sakilacustomer.org,2006-02-14 22:04:37,1,DEREK,1
MCCARTER,582,576,MORRIS.MCCARTER@sakilacustomer.org,2006-02-14 22:04:37,2,MORRIS,1
STANFIELD,593,587,SERGIO.STANFIELD@sakilacustomer.org,2006-02-14 22:04:37,1,SERGIO,1
SLONE,568,562,WALLACE.SLONE@sakilacustomer.org,2006-02-14 22:04:37,1,WALLACE,1
GOMEZ,125,121,JOSEPHINE.GOMEZ@sakilacustomer.org,2006-02-14 22:04:36,1,JOSEPHINE,1
RHOADS,512,507,EDGAR.RHOADS@sakilacustomer.org,2006-02-14 22:04:37,2,EDGAR,1
COOK,60,56,GLORIA.COOK@sakilacustomer.org,2006-02-14 22:04:36,1,GLORIA,1
FLORES,93,89,JULIA.FLORES@sakilacustomer.org,2006-02-14 22:04:36,1,JULIA,1
ADAMS,40,36,KATHLEEN.ADAMS@sakilacustomer.org,2006-02-14 22:04:36,2,KATHLEEN,1
THRASHER,332,327,LARRY.THRASHER@sakilacustomer.org,2006-02-14 22:04:37,2,LARRY,1
QUIGLEY,441,436,TROY.QUIGLEY@sakilacustomer.org,2006-02-14 22:04:37,1,TROY,1
GANNON,304,299,JAMES.GANNON@sakilacustomer.org,2006-02-14 22:04:37,2,JAMES,1
DAY,249,245,COURTNEY.DAY@sakilacustomer.org,2006-02-14 22:04:36,1,COURTNEY,1
POULIN,376,371,BILLY.POULIN@sakilacustomer.org,2006-02-14 22:04:37,1,BILLY,1
MURRELL,413,408,MANUEL.MURRELL@sakilacustomer.org,2006-02-14 22:04:37,1,MANUEL,1
KELLEY,202,198,ELSIE.KELLEY@sakilacustomer.org,2006-02-14 22:04:36,2,ELSIE,1
ADAM,509,504,NATHANIEL.ADAM@sakilacustomer.org,2006-02-14 22:04:37,1,NATHANIEL,1
COOPER,66,62,JOAN.COOPER@sakilacustomer.org,2006-02-14 22:04:36,1,JOAN,1
BANKS,219,215,JESSIE.BANKS@sakilacustomer.org,2006-02-14 22:04:36,2,JESSIE,1
CORNISH,554,548,ALLAN.CORNISH@sakilacustomer.org,2006-02-14 22:04:37,1,ALLAN,1
WHITING,368,363,ROY.WHITING@sakilacustomer.org,2006-02-14 22:04:37,2,ROY,1
HITE,484,479,ZACHARY.HITE@sakilacustomer.org,2006-02-14 22:04:37,1,ZACHARY,1
FENNELL,444,439,ALEXANDER.FENNELL@sakilacustomer.org,2006-02-14 22:04:37,2,ALEXANDER,1
SILVA,259,254,MAXINE.SILVA@sakilacustomer.org,2006-02-14 22:04:36,2,MAXINE,1
BOLIN,545,539,MATHEW.BOLIN@sakilacustomer.org,2006-02-14 22:04:37,1,MATHEW,1
MARTIN,20,16,SANDRA.MARTIN@sakilacustomer.org,2006-02-14 22:04:36,2,SANDRA,0
CRAWLEY,487,482,MAURICE.CRAWLEY@sakilacustomer.org,2006-02-14 22:04:37,1,MAURICE,0
KNOTT,552,546,KELLY.KNOTT@sakilacustomer.org,2006-02-14 22:04:37,1,KELLY,1
HERRERA,271,266,NORA.HERRERA@sakilacustomer.org,2006-02-14 22:04:36,2,NORA,1
SAUER,476,471,DEAN.SAUER@sakilacustomer.org,2006-02-14 22:04:37,1,DEAN,1
MCKINNEY,290,285,MIRIAM.MCKINNEY@sakilacustomer.org,2006-02-14 22:04:37,1,MIRIAM,1
DELOACH,472,467,ALVIN.DELOACH@sakilacustomer.org,2006-02-14 22:04:37,2,ALVIN,1
COUGHLIN,384,379,CARLOS.COUGHLIN@sakilacustomer.org,2006-02-14 22:04:37,1,CARLOS,1
SHELTON,284,279,DIANNE.SHELTON@sakilacustomer.org,2006-02-14 22:04:37,2,DIANNE,1
WAGNER,175,171,DOLORES.WAGNER@sakilacustomer.org,2006-02-14 22:04:36,2,DOLORES,1
KIM,237,233,LILLIE.KIM@sakilacustomer.org,2006-02-14 22:04:36,2,LILLIE,1
BROOKS,77,73,BEVERLY.BROOKS@sakilacustomer.org,2006-02-14 22:04:36,2,BEVERLY,1
HUNTER,134,130,CHARLOTTE.HUNTER@sakilacustomer.org,2006-02-14 22:04:36,1,CHARLOTTE,1
STEPP,389,384,ERNEST.STEPP@sakilacustomer.org,2006-02-14 22:04:37,2,ERNEST,1
FOWLER,254,250,JO.FOWLER@sakilacustomer.org,2006-02-14 22:04:36,2,JO,1
ROBB,455,450,JAY.ROBB@sakilacustomer.org,2006-02-14 22:04:37,1,JAY,1
CHAVEZ,198,194,KRISTEN.CHAVEZ@sakilacustomer.org,2006-02-14 22:04:36,2,KRISTEN,1
WILES,460,455,JON.WILES@sakilacustomer.org,2006-02-14 22:04:37,2,JON,1
HARRIS,19,15,HELEN.HARRIS@sakilacustomer.org,2006-02-14 22:04:36,1,HELEN,1
PFEIFFER,570,564,BOB.PFEIFFER@sakilacustomer.org,2006-02-14 22:04:37,2,BOB,1
THOMPSON,21,17,DONNA.THOMPSON@sakilacustomer.org,2006-02-14 22:04:36,1,DONNA,1
FULTZ,361,356,GERALD.FULTZ@sakilacustomer.org,2006-02-14 22:04:37,2,GERALD,1
HAVENS,528,522,ARNOLD.HAVENS@sakilacustomer.org,2006-02-14 22:04:37,2,ARNOLD,1
ANDREW,331,326,JOSE.ANDREW@sakilacustomer.org,2006-02-14 22:04:37,1,JOSE,1
FULLER,238,234,CLAUDIA.FULLER@sakilacustomer.org,2006-02-14 22:04:36,1,CLAUDIA,1
CLARK,25,21,MICHELLE.CLARK@sakilacustomer.org,2006-02-14 22:04:36,1,MICHELLE,1
GRISSOM,360,355,TERRY.GRISSOM@sakilacustomer.org,2006-02-14 22:04:37,2,TERRY,1
ORTIZ,124,120,SYLVIA.ORTIZ@sakilacustomer.org,2006-02-14 22:04:36,2,SYLVIA,1
TROUT,316,311,PAUL.TROUT@sakilacustomer.org,2006-02-14 22:04:37,2,PAUL,1
BARNES,83,79,RACHEL.BARNES@sakilacustomer.org,2006-02-14 22:04:36,1,RACHEL,1
VARGAS,265,260,CHRISTY.VARGAS@sakilacustomer.org,2006-02-14 22:04:36,1,CHRISTY,1
ROBINSON,24,20,SHARON.ROBINSON@sakilacustomer.org,2006-02-14 22:04:36,2,SHARON,1
ELY,530,524,JARED.ELY@sakilacustomer.org,2006-02-14 22:04:37,1,JARED,1
GARDNER,168,164,JOANN.GARDNER@sakilacustomer.org,2006-02-14 22:04:36,2,JOANN,1
JOHNSTON,218,214,KRISTIN.JOHNSTON@sakilacustomer.org,2006-02-14 22:04:36,1,KRISTIN,1
BONE,438,433,DON.BONE@sakilacustomer.org,2006-02-14 22:04:37,1,DON,1
LAWRENCE,196,192,LAURIE.LAWRENCE@sakilacustomer.org,2006-02-14 22:04:36,1,LAURIE,1
HARDISON,405,400,BRYAN.HARDISON@sakilacustomer.org,2006-02-14 22:04:37,2,BRYAN,1
SCROGGINS,409,404,STANLEY.SCROGGINS@sakilacustomer.org,2006-02-14 22:04:37,2,STANLEY,1
SCHWAB,325,320,ANTHONY.SCHWAB@sakilacustomer.org,2006-02-14 22:04:37,2,ANTHONY,1
COLLAZO,464,459,TOMMY.COLLAZO@sakilacustomer.org,2006-02-14 22:04:37,1,TOMMY,1
SCHRADER,402,397,JIMMY.SCHRADER@sakilacustomer.org,2006-02-14 22:04:37,1,JIMMY,1
NETTLES,571,565,JAIME.NETTLES@sakilacustomer.org,2006-02-14 22:04:37,2,JAIME,1
RENNER,538,532,NEIL.RENNER@sakilacustomer.org,2006-02-14 22:04:37,2,NEIL,1
JORDON,342,337,JERRY.JORDON@sakilacustomer.org,2006-02-14 22:04:37,1,JERRY,1
FORTIER,514,509,RAUL.FORTIER@sakilacustomer.org,2006-02-14 22:04:37,1,RAUL,1
MCDUFFIE,495,490,SAM.MCDUFFIE@sakilacustomer.org,2006-02-14 22:04:37,1,SAM,1
MCWHORTER,339,334,RAYMOND.MCWHORTER@sakilacustomer.org,2006-02-14 22:04:37,2,RAYMOND,1
BUSTAMANTE,447,442,LEROY.BUSTAMANTE@sakilacustomer.org,2006-02-14 22:04:37,1,LEROY,1
BULL,474,469,WESLEY.BULL@sakilacustomer.org,2006-02-14 22:04:37,2,WESLEY,1
COLBY,445,440,BERNARD.COLBY@sakilacustomer.org,2006-02-14 22:04:37,1,BERNARD,1
PEMBERTON,549,543,LANCE.PEMBERTON@sakilacustomer.org,2006-02-14 22:04:37,1,LANCE,1
PATTERSON,91,87,WANDA.PATTERSON@sakilacustomer.org,2006-02-14 22:04:36,1,WANDA,1
LOPEZ,36,32,AMY.LOPEZ@sakilacustomer.org,2006-02-14 22:04:36,1,AMY,1
SMITH,5,1,MARY.SMITH@sakilacustomer.org,2006-02-14 22:04:36,1,MARY,1
BREWER,255,251,VICKIE.BREWER@sakilacustomer.org,2006-02-14 22:04:36,2,VICKIE,1
WALDROP,558,552,HUGH.WALDROP@sakilacustomer.org,2006-02-14 22:04:37,2,HUGH,1
ROUSH,598,592,TERRANCE.ROUSH@sakilacustomer.org,2006-02-14 22:04:37,1,TERRANCE,0
NGO,359,354,JUSTIN.NGO@sakilacustomer.org,2006-02-14 22:04:37,2,JUSTIN,1
GREEN,39,35,VIRGINIA.GREEN@sakilacustomer.org,2006-02-14 22:04:36,2,VIRGINIA,1
STONE,162,158,VERONICA.STONE@sakilacustomer.org,2006-02-14 22:04:36,1,VERONICA,1
PURDY,338,333,ANDREW.PURDY@sakilacustomer.org,2006-02-14 22:04:37,2,ANDREW,1
DIXON,143,139,AMBER.DIXON@sakilacustomer.org,2006-02-14 22:04:36,1,AMBER,1
CHAPA,488,483,VERNON.CHAPA@sakilacustomer.org,2006-02-14 22:04:37,2,VERNON,1
BURTON,231,227,COLLEEN.BURTON@sakilacustomer.org,2006-02-14 22:04:36,1,COLLEEN,1
SIMPSON,130,126,ELLEN.SIMPSON@sakilacustomer.org,2006-02-14 22:04:36,1,ELLEN,1
BURNS,146,142,APRIL.BURNS@sakilacustomer.org,2006-02-14 22:04:36,1,APRIL,1
YEE,418,413,MARVIN.YEE@sakilacustomer.org,2006-02-14 22:04:37,2,MARVIN,1
MARLOW,363,358,SAMUEL.MARLOW@sakilacustomer.org,2006-02-14 22:04:37,2,SAMUEL,1
SEAL,532,526,KARL.SEAL@sakilacustomer.org,2006-02-14 22:04:37,2,KARL,1
MARKHAM,364,359,WILLIE.MARKHAM@sakilacustomer.org,2006-02-14 22:04:37,2,WILLIE,1
SCHILLING,392,387,JESSE.SCHILLING@sakilacustomer.org,2006-02-14 22:04:37,2,JESSE,1
SANCHEZ,56,52,JULIE.SANCHEZ@sakilacustomer.org,2006-02-14 22:04:36,1,JULIE,1
CAUSEY,398,393,PHILIP.CAUSEY@sakilacustomer.org,2006-02-14 22:04:37,1,PHILIP,1
LEWIS,27,23,SARAH.LEWIS@sakilacustomer.org,2006-02-14 22:04:36,2,SARAH,1
FORTNER,382,377,HOWARD.FORTNER@sakilacustomer.org,2006-02-14 22:04:37,1,HOWARD,1
MCALISTER,599,593,RENE.MCALISTER@sakilacustomer.org,2006-02-14 22:04:37,2,RENE,1
MARK,341,336,JOSHUA.MARK@sakilacustomer.org,2006-02-14 22:04:37,1,JOSHUA,1
GARZA,228,224,PEARL.GARZA@sakilacustomer.org,2006-02-14 22:04:36,2,PEARL,1
STEWART,55,51,ALICE.STEWART@sakilacustomer.org,2006-02-14 22:04:36,1,ALICE,1
BROWNLEE,556,550,GUY.BROWNLEE@sakilacustomer.org,2006-02-14 22:04:37,2,GUY,1
MCADAMS,573,567,ALFREDO.MCADAMS@sakilacustomer.org,2006-02-14 22:04:37,2,ALFREDO,1
GOOCH,372,367,ADAM.GOOCH@sakilacustomer.org,2006-02-14 22:04:37,1,ADAM,1
HERRMANN,595,589,TRACY.HERRMANN@sakilacustomer.org,2006-02-14 22:04:37,1,TRACY,1
WATKINS,178,174,YVONNE.WATKINS@sakilacustomer.org,2006-02-14 22:04:36,2,YVONNE,1
LEE,28,24,KIMBERLY.LEE@sakilacustomer.org,2006-02-14 22:04:36,2,KIMBERLY,1
MEEK,403,398,ANTONIO.MEEK@sakilacustomer.org,2006-02-14 22:04:37,1,ANTONIO,1
ARMSTRONG,192,188,MELANIE.ARMSTRONG@sakilacustomer.org,2006-02-14 22:04:36,1,MELANIE,1
CHISHOLM,577,571,JOHNNIE.CHISHOLM@sakilacustomer.org,2006-02-14 22:04:37,2,JOHNNIE,1
WILSON,12,8,SUSAN.WILSON@sakilacustomer.org,2006-02-14 22:04:36,2,SUSAN,1
MATTHEWS,173,169,ERICA.MATTHEWS@sakilacustomer.org,2006-02-14 22:04:36,2,ERICA,0
CULP,451,446,THEODORE.CULP@sakilacustomer.org,2006-02-14 22:04:37,2,THEODORE,0
BUFORD,543,537,CLINTON.BUFORD@sakilacustomer.org,2006-02-14 22:04:37,2,CLINTON,1
BELL,62,58,JEAN.BELL@sakilacustomer.org,2006-02-14 22:04:36,1,JEAN,1
GUNDERSON,601,595,TERRENCE.GUNDERSON@sakilacustomer.org,2006-02-14 22:04:37,1,TERRENCE,1
ASHCRAFT,536,530,DARRYL.ASHCRAFT@sakilacustomer.org,2006-02-14 22:04:37,2,DARRYL,1
BETANCOURT,453,448,MIGUEL.BETANCOURT@sakilacustomer.org,2006-02-14 22:04:37,1,MIGUEL,1
WADE,272,267,MARGIE.WADE@sakilacustomer.org,2006-02-14 22:04:36,1,MARGIE,1
GILMAN,343,338,DENNIS.GILMAN@sakilacustomer.org,2006-02-14 22:04:37,1,DENNIS,1
FIELDS,205,201,VICKI.FIELDS@sakilacustomer.org,2006-02-14 22:04:36,1,VICKI,1
ISBELL,434,429,FREDERICK.ISBELL@sakilacustomer.org,2006-02-14 22:04:37,2,FREDERICK,1
GREGORY,289,284,SONIA.GREGORY@sakilacustomer.org,2006-02-14 22:04:37,1,SONIA,1
PEREZ,46,42,CAROLYN.PEREZ@sakilacustomer.org,2006-02-14 22:04:36,2,CAROLYN,1
WOOD,82,78,LORI.WOOD@sakilacustomer.org,2006-02-14 22:04:36,1,LORI,1
GAFFNEY,563,557,FELIX.GAFFNEY@sakilacustomer.org,2006-02-14 22:04:37,1,FELIX,1
MORRISON,225,221,BESSIE.MORRISON@sakilacustomer.org,2006-02-14 22:04:36,1,BESSIE,1
MORGAN,61,57,EVELYN.MORGAN@sakilacustomer.org,2006-02-14 22:04:36,2,EVELYN,1
NEAL,276,271,PENNY.NEAL@sakilacustomer.org,2006-02-14 22:04:36,1,PENNY,0
QUINTANILLA,353,348,ROGER.QUINTANILLA@sakilacustomer.org,2006-02-14 22:04:37,2,ROGER,1
SIMMONS,96,92,TINA.SIMMONS@sakilacustomer.org,2006-02-14 22:04:36,2,TINA,1
MCCARTNEY,432,427,JESUS.MCCARTNEY@sakilacustomer.org,2006-02-14 22:04:37,2,JESUS,1
CARPENTER,193,189,LORETTA.CARPENTER@sakilacustomer.org,2006-02-14 22:04:36,1,LORETTA,1
PAYNE,170,166,LYNN.PAYNE@sakilacustomer.org,2006-02-14 22:04:36,1,LYNN,1
CROMWELL,576,570,IVAN.CROMWELL@sakilacustomer.org,2006-02-14 22:04:37,2,IVAN,1
GRANT,158,154,MICHELE.GRANT@sakilacustomer.org,2006-02-14 22:04:36,2,MICHELE,1
OUTLAW,504,499,MARC.OUTLAW@sakilacustomer.org,2006-02-14 22:04:37,2,MARC,1
SANBORN,503,498,GENE.SANBORN@sakilacustomer.org,2006-02-14 22:04:37,1,GENE,1
HARVEY,229,225,ARLENE.HARVEY@sakilacustomer.org,2006-02-14 22:04:36,1,ARLENE,1
PRICE,80,76,IRENE.PRICE@sakilacustomer.org,2006-02-14 22:04:36,2,IRENE,1
DUNCAN,181,177,SAMANTHA.DUNCAN@sakilacustomer.org,2006-02-14 22:04:36,2,SAMANTHA,1
HUNT,152,148,ELEANOR.HUNT@sakilacustomer.org,2006-02-14 22:04:36,1,ELEANOR,1
TORRES,71,67,KELLY.TORRES@sakilacustomer.org,2006-02-14 22:04:36,1,KELLY,1
MORENO,251,247,STELLA.MORENO@sakilacustomer.org,2006-02-14 22:04:36,1,STELLA,1
SEWARD,511,506,LESLIE.SEWARD@sakilacustomer.org,2006-02-14 22:04:37,2,LESLIE,1
DUGGAN,603,597,FREDDIE.DUGGAN@sakilacustomer.org,2006-02-14 22:04:37,1,FREDDIE,1
TALBERT,491,486,GLEN.TALBERT@sakilacustomer.org,2006-02-14 22:04:37,1,GLEN,1
GUAJARDO,529,523,HARVEY.GUAJARDO@sakilacustomer.org,2006-02-14 22:04:37,1,HARVEY,1
BALES,388,383,MARTIN.BALES@sakilacustomer.org,2006-02-14 22:04:37,1,MARTIN,1
HILL,37,33,ANNA.HILL@sakilacustomer.org,2006-02-14 22:04:36,2,ANNA,1
GAVIN,462,457,BILL.GAVIN@sakilacustomer.org,2006-02-14 22:04:37,2,BILL,1
VARNEY,369,364,BENJAMIN.VARNEY@sakilacustomer.org,2006-02-14 22:04:37,1,BENJAMIN,1
KOWALSKI,311,306,CHARLES.KOWALSKI@sakilacustomer.org,2006-02-14 22:04:37,1,CHARLES,1
MEADOR,494,489,RICARDO.MEADOR@sakilacustomer.org,2006-02-14 22:04:37,1,RICARDO,1
KNIGHT,159,155,GAIL.KNIGHT@sakilacustomer.org,2006-02-14 22:04:36,1,GAIL,1
PETERS,201,197,SUE.PETERS@sakilacustomer.org,2006-02-14 22:04:36,2,SUE,1
PHILLIPS,49,45,JANET.PHILLIPS@sakilacustomer.org,2006-02-14 22:04:36,1,JANET,1
RICO,362,357,KEITH.RICO@sakilacustomer.org,2006-02-14 22:04:37,1,KEITH,1
ELLIOTT,197,193,KATIE.ELLIOTT@sakilacustomer.org,2006-02-14 22:04:36,2,KATIE,1
BARCLAY,508,503,ANGEL.BARCLAY@sakilacustomer.org,2006-02-14 22:04:37,1,ANGEL,1
PORTER,133,129,CARRIE.PORTER@sakilacustomer.org,2006-02-14 22:04:36,1,CARRIE,1
RODRIGUEZ,26,22,LAURA.RODRIGUEZ@sakilacustomer.org,2006-02-14 22:04:36,1,LAURA,1
RUIZ,188,184,VIVIAN.RUIZ@sakilacustomer.org,2006-02-14 22:04:36,1,VIVIAN,1
JOY,312,307,JOSEPH.JOY@sakilacustomer.org,2006-02-14 22:04:37,2,JOSEPH,1
SCARBOROUGH,358,353,JONATHAN.SCARBOROUGH@sakilacustomer.org,2006-02-14 22:04:37,1,JONATHAN,1
HALL,30,26,JESSICA.HALL@sakilacustomer.org,2006-02-14 22:04:36,2,JESSICA,1
GUTIERREZ,206,202,CARLA.GUTIERREZ@sakilacustomer.org,2006-02-14 22:04:36,2,CARLA,1
CURTIS,275,270,LEAH.CURTIS@sakilacustomer.org,2006-02-14 22:04:36,1,LEAH,1
RICHARDSON,67,63,ASHLEY.RICHARDSON@sakilacustomer.org,2006-02-14 22:04:36,1,ASHLEY,1
FARNSWORTH,305,300,JOHN.FARNSWORTH@sakilacustomer.org,2006-02-14 22:04:37,1,JOHN,1
WOFFORD,587,581,VIRGIL.WOFFORD@sakilacustomer.org,2006-02-14 22:04:37,1,VIRGIL,1
ESTEP,422,417,TRAVIS.ESTEP@sakilacustomer.org,2006-02-14 22:04:37,1,TRAVIS,1
COLLINS,54,50,DIANE.COLLINS@sakilacustomer.org,2006-02-14 22:04:36,1,DIANE,1
EAST,423,418,JEFF.EAST@sakilacustomer.org,2006-02-14 22:04:37,2,JEFF,1
GEARY,506,501,RUBEN.GEARY@sakilacustomer.org,2006-02-14 22:04:37,1,RUBEN,1
WEINER,324,319,RONALD.WEINER@sakilacustomer.org,2006-02-14 22:04:37,2,RONALD,1
HIDALGO,449,444,MARCUS.HIDALGO@sakilacustomer.org,2006-02-14 22:04:37,2,MARCUS,1
EGGLESTON,564,558,JIMMIE.EGGLESTON@sakilacustomer.org,2006-02-14 22:04:37,1,JIMMIE,0
THOMAS,16,12,NANCY.THOMAS@sakilacustomer.org,2006-02-14 22:04:36,1,NANCY,1
STEPHENS,169,165,LORRAINE.STEPHENS@sakilacustomer.org,2006-02-14 22:04:36,2,LORRAINE,1
VINES,517,512,CECIL.VINES@sakilacustomer.org,2006-02-14 22:04:37,1,CECIL,1
CRAIG,293,288,BOBBIE.CRAIG@sakilacustomer.org,2006-02-14 22:04:37,1,BOBBIE,1
LAWSON,204,200,JEANNE.LAWSON@sakilacustomer.org,2006-02-14 22:04:36,2,JEANNE,1
SCHWARZ,370,365,BRUCE.SCHWARZ@sakilacustomer.org,2006-02-14 22:04:37,2,BRUCE,1
MENARD,346,341,PETER.MENARD@sakilacustomer.org,2006-02-14 22:04:37,1,PETER,1
NEWSOM,345,340,PATRICK.NEWSOM@sakilacustomer.org,2006-02-14 22:04:37,1,PATRICK,1
CRAWFORD,136,132,ESTHER.CRAWFORD@sakilacustomer.org,2006-02-14 22:04:36,2,ESTHER,1
MAULDIN,340,335,GREGORY.MAULDIN@sakilacustomer.org,2006-02-14 22:04:37,1,GREGORY,1
WILLIS,176,172,BERNICE.WILLIS@sakilacustomer.org,2006-02-14 22:04:36,1,BERNICE,1
DANIELS,154,150,DANIELLE.DANIELS@sakilacustomer.org,2006-02-14 22:04:36,2,DANIELLE,1
CURRIER,416,411,NORMAN.CURRIER@sakilacustomer.org,2006-02-14 22:04:37,1,NORMAN,1
BATES,300,295,DAISY.BATES@sakilacustomer.org,2006-02-14 22:04:37,1,DAISY,1
HERZOG,534,528,CLAUDE.HERZOG@sakilacustomer.org,2006-02-14 22:04:37,1,CLAUDE,1
DAVIDSON,267,262,PATSY.DAVIDSON@sakilacustomer.org,2006-02-14 22:04:36,2,PATSY,1
BREAUX,544,538,TED.BREAUX@sakilacustomer.org,2006-02-14 22:04:37,2,TED,1
WALLACE,110,106,CONNIE.WALLACE@sakilacustomer.org,2006-02-14 22:04:36,1,CONNIE,1
MORALES,140,136,ANITA.MORALES@sakilacustomer.org,2006-02-14 22:04:36,2,ANITA,1
AQUINO,454,449,OSCAR.AQUINO@sakilacustomer.org,2006-02-14 22:04:37,2,OSCAR,1
SANDERS,79,75,TAMMY.SANDERS@sakilacustomer.org,2006-02-14 22:04:36,2,TAMMY,1
OLVERA,560,554,DWAYNE.OLVERA@sakilacustomer.org,2006-02-14 22:04:37,1,DWAYNE,1
