telefono,indirizzo_id,distretto,città_id,indirizzo,indirizzo2,codice_postale
588964509072,236,Kaduna,596,885 Yingkou Manor,,31390.0
18581624103,83,Kanagawa,256,586 Tete Way,,1079.0
460795526514,229,Tamil Nadu,22,1014 Loja Manor,,66851.0
867287719310,578,Slaskie,133,1405 Hagonoy Avenue,,86587.0
214756839122,532,Florida,101,1427 Tabuk Place,,31342.0
667736124769,396,Osaka,229,767 Pyongyang Drive,,83536.0
72524459905,453,Baijeri,160,319 Springs Loop,,99552.0
754358349853,358,Hidalgo,393,1698 Southport Loop,,49009.0
834626715837,339,Sumqayit,505,503 Sogamoso Loop,,49812.0
144206758053,503,Zufar,444,1416 San Juan Bautista Tuxtepec Avenue,,50592.0
429925609431,301,Punjab,400,951 Stara Zagora Manor,,98573.0
890283544295,246,Hebei,422,1246 Boksburg Parkway,,28349.0
118011831565,459,Michoacn de Ocampo,556,251 Florencia Drive,,16119.0
784907335610,548,Sumatera Selatan,396,1658 Cumaná Loop,,51309.0
28303384290,5,Nagasaki,463,1913 Hanoi Way,,35200.0
276555730211,265,Shanxi,136,1158 Mandi Bahauddin Parkway,,98484.0
488600270038,544,Jilin,46,183 Haiphong Street,,69953.0
419009857119,432,São Paulo,189,259 Ipoh Drive,,64964.0
96604821070,298,Baskimaa,146,44 Najafabad Way,,61391.0
856872225376,481,Québec,179,1153 Allende Way,,20336.0
669828224459,231,Saarland,439,430 Alessandria Loop,,47446.0
890289150158,249,Kyonggi,553,300 Junan Street,,81314.0
912257250465,41,Henan,362,1440 Fukuyama Loop,,47929.0
177167004331,165,Tel Aviv,533,97 Shimoga Avenue,,44660.0
972574862516,327,Buenos Aires,45,1427 A Coruña (La Coruña) Place,,85799.0
710603868323,304,Hiroshima,205,1635 Kuwana Boulevard,,52137.0
709935135487,106,Ha Darom,34,659 Vaduz Drive,,49708.0
464511145118,394,Sichuan,157,753 Ilorin Avenue,,3656.0
105470691550,336,Santa Fé,457,430 Kumbakonam Drive,,28814.0
635297277345,15,Kanagawa,440,1542 Tarlac Parkway,,1027.0
246810237916,256,England,312,1497 Yuzhou Drive,,3433.0
427274926505,537,Mie,287,958 Sagamihara Lane,,88408.0
171973024401,496,al-Daqahliya,337,775 Šostka Drive,,22358.0
870635127812,345,Hanoi,201,68 Ponce Parkway,,85926.0
484500282381,543,Colorado,42,43 Vilnius Manor,,79814.0
214976066017,422,al-Sharqiya,16,289 Santo André Manor,,72410.0
974433019532,458,Zulia,326,138 Caracas Boulevard,,16790.0
266798132374,251,Mxico,124,1473 Changhwa Parkway,,75933.0
203804046132,576,Coahuila de Zaragoza,341,1351 Sousse Lane,,37815.0
679095087143,401,Saitama,228,168 Cianjur Manor,,73824.0
426346224043,551,Sumy,275,182 Nuku´alofa Drive,,15414.0
821476736117,385,Slaskie,549,1642 Charlotte Amalie Drive,,75442.0
589377568313,492,Stavropol,408,185 Mannheim Lane,,23661.0
171822533480,55,California,171,1135 Izumisano Parkway,,48150.0
621625204422,271,Salzburg,447,1587 Loja Manor,,5410.0
747791594069,22,Kaduna,252,320 Brest Avenue,,43331.0
49084281333,470,Jalisco,595,1088 Ibirité Place,,88502.0
567359279425,255,Anhalt Sachsen,198,1966 Tonghae Street,,36481.0
707169393853,136,Free State,87,898 Belém Manor,,49757.0
42384721397,45,Yerevan,586,42 Brindisi Place,,16744.0
975185523021,488,Denizli,142,698 Jelets Boulevard,,2596.0
845378657301,366,Centre,585,114 Jalib al-Shuyukh Manor,,60440.0
55477302294,353,Taipei,209,381 Kabul Way,,87272.0
103602195112,315,Minas Gerais,215,543 Bergamo Avenue,,59686.0
876295323994,53,Mekka,237,725 Isesaki Place,,74428.0
488425406814,493,Baja California Sur,288,184 Mandaluyong Street,,94239.0
904253967161,159,Bern,72,185 Novi Sad Place,,41778.0
644021380889,603,Piura,503,1103 Quilmes Boulevard,,52137.0
402630109080,512,Eskisehir,163,1269 Ipoh Avenue,,54674.0
379804592943,114,Hubei,159,804 Elista Drive,,61069.0
205524798287,460,La Paz,153,659 Gatineau Boulevard,,28587.0
546793516940,425,California,155,1866 al-Qatif Avenue,,89420.0
302590383819,188,Noord-Brabant,438,741 Ambattur Manor,,43310.0
727785483194,240,Southern Tagalog,527,1479 Rustenburg Boulevard,,18727.0
144453869132,24,Nothwest Border Prov,327,1688 Okara Way,,21954.0
719202533520,157,Jakarta Raya,232,456 Escobar Way,,36061.0
736517327853,429,Guangdong,468,1269 Botosani Manor,,47394.0
427454485876,77,Chiayi,114,1947 Poços de Caldas Boulevard,,60951.0
782900030287,452,Tatarstan,352,207 Cuernavaca Loop,,52671.0
657282285970,12,Hamilton,200,478 Joliet Way,,77948.0
369050085652,206,Maharashtra,77,642 Nador Drive,,3924.0
745267607502,542,Kang-won,539,193 Bhusawal Place,,9750.0
864392582257,596,al-Manama,14,1759 Niznekamsk Avenue,,39414.0
985109775584,457,Abu Dhabi,3,535 Ahmadnagar Manor,,41136.0
678220867005,32,Bihar,346,1425 Shikarpur Manor,,65599.0
145308717464,604,Vaud,296,1331 Usak Boulevard,,61960.0
650752094490,192,Caraga,62,1166 Changhwa Street,,58852.0
407218522294,308,Sanaa,455,687 Alessandria Parkway,,57587.0
99760893676,227,Punjab,324,1820 Maringá Parkway,,88307.0
134673576619,258,Miyazaki,338,752 Ondo Loop,,32474.0
106439158941,388,Namibe,360,368 Huánuco Boulevard,,17165.0
407733804223,74,Mekka,13,1124 Buenaventura Drive,,6856.0
268053970382,471,Shandong,145,1322 Mosul Parkway,,95400.0
754579047924,545,Carabobo,561,163 Augusta-Richmond County Loop,,33030.0
987306329957,424,Bihar,264,1948 Bayugan Parkway,,60622.0
341242939532,290,Shiga,386,1336 Benin City Drive,,46044.0
911872220378,37,Piemonte,17,127 Purnea (Purnia) Manor,,79388.0
978430786151,556,Zhejiang,599,346 Cam Ranh Avenue,,39976.0
206841104594,150,Michigan,499,879 Newcastle Way,,90732.0
108053751300,307,Liaoning,536,1908 Gaziantep Place,,58979.0
918032330119,149,Gauteng,491,999 Sanaa Loop,,3439.0
517338314235,18,California,120,770 Bydgoszcz Avenue,,16266.0
765957414528,400,al-Qadarif,15,1152 Citrus Heights Manor,,5239.0
602101369463,521,Coquimbo,127,568 Dhule (Dhulia) Loop,,92568.0
834418779292,332,Adana,5,663 Bahía Blanca Parkway,,33463.0
550306965159,389,Ji´angsu,210,500 Lincoln Parkway,,95509.0
166898395731,372,Andhra Pradesh,8,230 Urawa Drive,,2738.0
18461860151,33,Yamaguchi,474,786 Aurora Avenue,,65750.0
135407755975,553,Ishikawa,260,1421 Quilmes Lane,,19151.0
139378397418,321,Maharashtra,336,651 Pathankot Loop,,59811.0
145720452260,441,British Colombia,565,983 Santa Fé Way,,47472.0
508348602835,489,Ningxia,587,1297 Alvorada Parkway,,11839.0
328494873422,412,North West,437,1639 Saarbrücken Drive,,9827.0
895616862749,348,Baja California,335,785 Vaduz Street,,36170.0
665356572025,31,Southern Mindanao,138,217 Botshabelo Place,,49521.0
223664661973,85,Mahajanga,319,320 Baiyin Parkway,,37307.0
51917807050,305,Maharashtra,398,41 El Alto Parkway,,56883.0
889538496300,160,Ondo & Ekiti,381,1367 Yantai Manor,,21294.0
245477603573,262,Sofala,64,771 Yaoundé Manor,,86768.0
270456873752,426,Tamil Nadu,416,1661 Abha Drive,,14400.0
970638808606,564,Dolnoslaskie,577,505 Madiun Boulevard,,97271.0
135117278909,90,Songkhla,489,870 Ashqelon Loop,,84931.0
192459639410,272,Hunan,298,1762 Paarl Parkway,,53928.0
840957664136,356,Krasnojarsk,597,1378 Beira Loop,,40792.0
211256301880,501,Shandong,432,1060 Tandil Lane,,72349.0
921960450089,547,Toscana,309,379 Lublin Parkway,,74568.0
195003555232,289,Edo & Delta,69,1279 Udine Parkway,,75860.0
262088367001,310,Texas,33,913 Coacalco de Berriozábal Loop,,42141.0
39463554936,451,West Bengali,554,1704 Tambaram Manor,,2834.0
561729882725,374,Chihuahua,250,433 Florencia Street,,91330.0
175283210378,395,Nakhon Sawan,358,1337 Mit Ghamr Avenue,,29810.0
20064292617,350,Central,453,1628 Nagareyama Lane,,60079.0
598912394463,416,West Java,117,1445 Carmen Parkway,,70809.0
765345144779,124,Risaralda,147,241 Mosul Lane,,76157.0
963887147572,109,Funafuti,173,454 Nakhon Sawan Boulevard,,76383.0
876491807547,448,Rio Grande do Sul,486,614 Denizli Parkway,,29444.0
829116184079,330,Distrito Federal,89,981 Kumbakonam Place,,87611.0
82088937724,445,Maharashtra,144,495 Bhimavaram Lane,,3.0
146497509724,140,Karnataka,211,788 Atšinsk Street,,81691.0
558236142492,291,Oyo & Osun,152,1155 Liaocheng Place,,22650.0
701457319790,84,Oyo & Osun,217,1888 Kabul Drive,,20936.0
352679173732,219,Haskovo,498,1229 Valencia Parkway,,99124.0
46568045367,322,Streymoyar,545,1359 Zhoushan Parkway,,29763.0
935448624185,134,Gois,190,758 Junan Lane,,82639.0
548003849552,430,Oaxaca,452,355 Vitória de Santo Antão Way,,81758.0
137773001988,244,Fukushima,226,1148 Saarbrücken Parkway,,1921.0
50898428626,554,Central Luzon,528,947 Tórshavn Place,,841.0
352469351088,194,Tabora,513,605 Rio Claro Parkway,,49348.0
920811325222,58,Yamaguchi,227,1964 Allappuzha (Alleppey) Street,,48980.0
338244023543,533,Mogiljov,339,556 Asunción Way,,35364.0
25865528181,527,Liaoning,588,1993 0 Loop,,41214.0
105882218332,534,Benguela,67,486 Ondo Parkway,,35202.0
575081026569,444,Lombardia,70,231 Kaliningrad Place,,57833.0
965273813662,334,Dhaka,234,1816 Bydgoszcz Loop,,64308.0
491271355190,423,Puerto Plata,450,437 Chungho Drive,,59489.0
442673923363,514,Bihar,110,1747 Rustenburg Place,,51369.0
272572357893,23,Northern Cape,267,1417 Lancaster Avenue,,72192.0
956188728558,196,Uttar Pradesh,169,9 San Miguel de Tucumán Manor,,90845.0
940830176580,197,Nyanza,271,447 Surakarta Loop,,10428.0
706878974831,224,Zanzibar West,593,1842 Luziânia Boulevard,,94420.0
563660187896,148,Minsk,340,1027 Songkhla Manor,,30861.0
410877354933,597,Minas Gerais,248,32 Liaocheng Way,,1944.0
357593328658,552,Hainan,462,390 Wroclaw Way,,5753.0
506134035434,180,Skikda,483,757 Rustenburg Avenue,,89668.0
574973479129,526,Khanh Hoa,366,617 Klerksdorp Place,,94707.0
181179321332,311,Kedah,507,715 São Bernardo do Campo Lane,,84804.0
14033335568,3,Alberta,300,23 Workhaven Lane,,
387448063440,593,Guanajuato,106,1402 Zanzibar Boulevard,,71102.0
613124286867,318,Hubei,166,1774 Yaoundé Place,,91400.0
158326114853,524,Sivas,482,680 A Coruña (La Coruña) Manor,,49806.0
600264533987,379,Pernambuco,572,1133 Rizhao Avenue,,2800.0
962020153680,500,Gansu,47,362 Rajkot Lane,,98030.0
619966287415,391,Hmelnytskyi,258,1793 Meixian Place,,33535.0
71857599858,383,Guangdong,471,686 Donostia-San Sebastián Lane,,97390.0
738968474939,362,Bratislava,90,482 Kowloon and New Kowloon Manor,,97056.0
206060652238,477,Nam Ha,359,1786 Salinas Place,,66546.0
161968374323,26,Rabat-Sal-Zammour-Z,443,28 Charlotte Amalie Street,,37551.0
469738825391,225,Sisilia,511,1926 Gingoog Street,,22824.0
182363341674,171,Maharashtra,107,1540 Wroclaw Drive,,62686.0
582835362905,130,São Paulo,410,1666 Qomsheh Drive,,66255.0
82619513349,436,Chuquisaca,501,287 Cuautla Boulevard,,72736.0
978987363654,92,Cheju,113,1942 Ciparay Parkway,,82624.0
480039662421,418,West Bengali,71,126 Acuña Parkway,,58888.0
497288595103,435,Nizni Novgorod,150,740 Udaipur Lane,,33505.0
817740355461,566,Buenos Aires,43,1229 Varanasi (Benares) Manor,,40195.0
504434452842,309,Callao,99,827 Yuncheng Drive,,79047.0
937222955822,126,Lima,305,1175 Tanauan Way,,64615.0
701767622697,275,Wielkopolskie,255,906 Goiânia Way,,83565.0
247646995453,193,Ontario,383,891 Novi Sad Manor,,5379.0
959467760895,502,England,589,1515 Korla Way,,57197.0
874337098891,280,Illinois,404,1980 Kamjanets-Podilskyi Street,,89502.0
653436985797,414,Bauchi & Gombe,141,1936 Lapu-Lapu Parkway,,7122.0
686015532180,247,Tucumn,454,1483 Pathankot Street,,37288.0
279979529227,245,Hubei,578,1103 Bilbays Parkway,,87660.0
95666951770,213,Rajasthan,74,43 Dadu Avenue,,4855.0
465897838272,504,Apulia,93,1 Valle de Santiago Avenue,,86208.0
869051782691,328,Morelos,130,479 San Felipe del Progreso Avenue,,54949.0
957128697225,293,Guanajuato,563,86 Higashiosaka Lane,,33768.0
648856936185,14,Esfahan,162,1531 Salé Drive,,53628.0
951486492670,189,Chaharmahal va Bakht,467,927 Barcelona Street,,65121.0
363982224739,282,Oyo & Osun,374,556 Baybay Manor,,55802.0
632316273199,154,Michoacn de Ocampo,202,781 Shimonoseki Drive,,95444.0
440512153169,39,Midi-Pyrnes,544,391 Callao Drive,,34021.0
624138001031,344,Henan,581,1909 Benguela Lane,,19913.0
817248913162,101,Tete,534,1599 Plock Drive,,71986.0
627924259271,352,Daugavpils,137,1673 Tangail Drive,,26857.0
892523334,295,Gurico,562,544 Tarsus Boulevard,,53145.0
983259819766,313,Missouri,262,1191 Sungai Petani Boulevard,,9668.0
241832790687,78,São Paulo,431,1206 Dos Quebradas Place,,20207.0
717566026669,536,Buenos Aires,165,166 Jinchang Street,,86760.0
961370847344,331,St George,269,1016 Iwakuni Street,,49833.0
908029859266,326,Central,81,470 Boksburg Street,,97960.0
843801144113,170,Lilongwe,304,710 San Felipe del Progreso Avenue,,76901.0
248446668735,476,Gauteng,244,270 Tambaram Parkway,,9668.0
35533115997,530,West Java,419,1003 Qinhuangdao Street,,25972.0
37247325001,494,Okayama,376,591 Sungai Petani Drive,,46400.0
493008546874,177,Steiermark,186,1010 Klerksdorp Way,,6802.0
96846695220,381,Kurgan,285,1618 Olomouc Manor,,26385.0
792557457753,241,Chollanam,357,647 A Coruña (La Coruña) Street,,36971.0
45554316010,378,Southern Tagalog,523,1191 Tandil Drive,,6362.0
973047364353,132,Slaskie,236,1050 Garden Grove Avenue,,4999.0
448477190408,7,Attika,38,692 Joliet Street,,83579.0
688485191923,316,Kursk,286,746 Joliet Lane,,94878.0
368738360376,561,KwaZulu-Natal,112,1497 Fengshan Drive,,63022.0
689681677428,443,Copperbelt,272,1836 Korla Parkway,,55405.0
478380208348,538,Khanh Hoa,100,1817 Livorno Way,,79401.0
627425618482,523,Taipei,116,608 Birgunj Parkway,,400.0
137809746111,599,California,177,1895 Zhezqazghan Drive,,36693.0
812824036424,195,Rostov-na-Donu,369,1077 San Felipe de Puerto Plata Place,,65387.0
331132568928,200,Baden-Wrttemberg,325,1074 Binzhou Manor,,36490.0
132986892228,96,Gois,183,984 Effon-Alaiye Avenue,,17119.0
698182547686,559,Vojvodina,368,1917 Kumbakonam Parkway,,11892.0
584316724815,217,Taizz,518,1001 Miyakonojo Lane,,67924.0
146640639760,205,Nordrhein-Westfalen,575,68 Molodetšno Manor,,4662.0
168758068397,216,Washington,65,660 Jedda Boulevard,,25053.0
465887807014,16,Haryana,582,808 Bhopal Manor,,10672.0
391065549876,182,São Paulo,456,1891 Rizhao Boulevard,,47288.0
630424482919,238,Hawalli,233,346 Skikda Parkway,,90628.0
627705991774,36,Uttar Pradesh,239,176 Mandaluyong Place,,65213.0
484292626944,107,Kwara & Kogi,220,1177 Jelets Way,,3305.0
471675840679,46,Nonthaburi,394,1632 Bislig Avenue,,61117.0
718917251754,346,Gelderland,151,1217 Konotop Avenue,,504.0
553452430707,482,England,500,808 Naçala-Porto Parkway,,41060.0
275595571388,97,Inner Mongolia,592,832 Nakhon Sawan Manor,,49021.0
15273765306,421,Sind,134,966 Arecibo Loop,,94018.0
161643343536,303,Pohjois-Pohjanmaa,387,898 Jining Lane,,40070.0
761379480249,156,Assam,354,1963 Moscow Place,,64863.0
132100972047,525,Gumma,224,1949 Sanya Street,,61244.0
934730187245,28,Córdoba,128,96 Tafuna Way,,99865.0
303967439816,269,Osaka,203,446 Kirovo-Tšepetsk Lane,,19428.0
806016930576,314,Lombardia,91,1224 Huejutla de Reyes Boulevard,,70923.0
169352919175,550,São Paulo,485,1715 Okayama Street,,55676.0
272234298332,115,Distrito Federal,102,1378 Alvorada Avenue,,75834.0
107137400143,73,Béchar,63,1031 Daugavpils Parkway,,59025.0
923261616249,147,Kilis,266,374 Bat Yam Boulevard,,97700.0
622255216127,113,North West,273,682 Junan Way,,30418.0
924663855568,462,Illinois,435,1485 Bratislava Place,,83183.0
615964523510,415,Ontario,430,432 Garden Grove Street,,65630.0
787654415858,123,al-Qalyubiya,476,1987 Coacalco de Berriozábal Loop,,96065.0
868602816371,507,West Bengali,478,1197 Sokoto Boulevard,,87687.0
821972242086,86,Krim,479,927 Bahía Blanca Parkway,,9495.0
409315295763,380,East Kasai,348,1519 Santiago de los Caballeros Loop,,22025.0
419419591240,199,Nordrhein-Westfalen,477,1792 Valle de la Pascua Place,,15540.0
990911107354,19,Madhya Pradesh,76,419 Iligan Lane,,72878.0
6171054059,100,Georgia,41,1308 Arecibo Way,,30695.0
770864062795,577,Mazowieckie,409,1501 Pangkal Pinang Avenue,,943.0
407752414682,21,Kalmykia,156,270 Toulon Boulevard,,81766.0
610173756082,239,Valle,96,98 Stara Zagora Boulevard,,76448.0
282667506728,519,,583,962 Tama Loop,,65952.0
597815221267,151,Saitama,555,1337 Lincoln Parkway,,99457.0
72136330362,185,Tennessee,333,682 Garden Grove Place,,67497.0
947468818183,187,Gois,317,1839 Székesfehérvár Parkway,,55709.0
475553436330,270,Severn Morava,378,682 Halisahar Place,,20536.0
509492324775,133,Shandong,302,1854 Tieli Street,,15819.0
886649065861,222,Kabol,251,1168 Najafabad Parkway,,40301.0
237368926031,449,Tartumaa,530,1289 Belém Boulevard,,88306.0
918711376618,81,São Paulo,30,1692 Ede Loop,,9223.0
172262454487,294,Kowloon and New Kowl,279,1912 Allende Manor,,58124.0
647899404952,342,Hiroshima,382,124 al-Manama Way,,52368.0
684529463244,487,Veracruz,125,1785 São Bernardo do Campo Street,,71182.0
622884741180,474,Galicia,388,1469 Plock Lane,,95835.0
928809465153,469,OHiggins,428,1872 Toulon Loop,,7939.0
538241037443,264,West Bengali,197,1027 Banjul Place,,50390.0
52709222667,506,Lubelskie,314,414 Mandaluyong Street,,16370.0
499408708580,158,Shanxi,590,798 Cianjur Avenue,,76990.0
936806643983,491,Coahuila de Zaragoza,4,1789 Saint-Denis Parkway,,8268.0
963063788669,228,Rajasthan,243,60 Poços de Caldas Street,,82338.0
294449058179,587,Guerrero,246,760 Miyakonojo Drive,,64682.0
366776723320,465,Caquet,170,734 Tanshui Avenue,,70664.0
203202500108,570,Shandong,580,415 Pune Avenue,,44274.0
10655648674,9,Nantou,361,53 Idfu Parkway,,42399.0
288910576761,520,Hubei,594,1778 Gijón Manor,,35156.0
350970907017,297,Sharja,470,1192 Tongliao Street,,19065.0
838635286649,6,California,449,1121 Loja Avenue,,17886.0
62127829280,560,Gujarat,426,1447 Imus Place,,12905.0
129673677866,428,Sawhaj,465,1727 Matamoros Place,,78813.0
976798660411,296,Virginia,433,1936 Cumaná Avenue,,61195.0
760171523969,190,West Bengali,195,435 0 Way,,74750.0
85059738746,285,Ondo & Ekiti,389,1006 Santa Bárbara d´Oeste Manor,,36229.0
932992626595,478,Aceh,301,1078 Stara Zagora Drive,,69221.0
756460337785,214,Aden,7,751 Lima Loop,,99405.0
869507847714,341,Uttar Pradesh,427,1920 Weifang Avenue,,15643.0
886636413768,118,Nordrhein-Westfalen,148,442 Rae Bareli Place,,24321.0
409983924481,69,Cayenne,105,698 Otsu Street,,71110.0
280578750435,404,Punjab,375,734 Béchar Place,,30586.0
191958435142,484,Ohio,11,98 Pyongyang Boulevard,,88749.0
705814003527,8,Mandalay,349,1566 Inegöl Manor,,53561.0
288241215394,605,Heilongjiang,537,1325 Fukuyama Street,,27107.0
333390595558,376,Southern Tagalog,98,1061 Ede Avenue,,57810.0
716256596301,254,Oyo & Osun,390,786 Stara Zagora Way,,98332.0
931059836497,163,North Austria,307,1440 Compton Place,,81037.0
834061016202,455,Central Java,509,1947 Paarl Way,,23636.0
855863906434,191,Sumy,506,140 Chiayi Parkway,,38982.0
746251338300,440,Shandong,249,722 Bradford Lane,,90920.0
406784385440,446,Batna,59,1924 Shimonoseki Drive,,52625.0
251164340471,79,Changhwa,108,1551 Rampur Lane,,72394.0
590764256785,562,England,496,869 Shikarpur Way,,57380.0
581852137991,145,Hiroshima,172,928 Jaffna Loop,,93762.0
468060467018,142,Inner Mongolia,207,1587 Sullana Lane,,85769.0
256546485220,357,Nord-Ouest,52,1641 Changhwa Place,,37636.0
209342540247,467,Irkutsk,558,1621 Tongliao Avenue,,22173.0
201705577290,172,Gansu,240,475 Atšinsk Way,,59571.0
236679267178,528,Southern Tagalog,458,1176 Southend-on-Sea Manor,,81651.0
914090181665,66,Missouri,441,1717 Guadalajara Lane,,85505.0
403404780639,211,Kitaa,371,850 Salala Loop,,10800.0
107092893983,563,Vilna,570,1059 Yuncheng Avenue,,47498.0
499352017190,59,Moskova,49,1697 Kowloon and New Kowloon Loop,,57807.0
562370137426,475,Hodeida,206,434 Ourense (Orense) Manor,,14122.0
620719383725,363,Jharkhand,429,604 Bern Place,,5373.0
720998247660,89,England,88,1557 Kütahya Boulevard,,88002.0
670370974122,461,Ziguinchor,600,1889 Valparai Way,,75559.0
324346485054,573,Moskova,466,1407 Surakarta Manor,,33224.0
768481779568,202,Ondo & Ekiti,218,955 Bamenda Way,,1545.0
23712411567,138,al-Qalyubiya,421,765 Southampton Drive,,4285.0
704948322302,319,São Paulo,490,1957 Yantai Lane,,59255.0
816436065431,300,Pietari,274,661 Chisinau Lane,,8856.0
342709348083,438,Nampula,351,596 Huixquilucan Place,,65892.0
165450987037,335,Illinois,42,587 Benguela Manor,,91590.0
64536069371,349,Tongatapu,370,1516 Escobar Drive,,46069.0
776031833752,390,Ibaragi,521,102 Chapra Drive,,14073.0
90921003005,139,Maharashtra,417,943 Johannesburg Avenue,,5892.0
53912826864,354,Southern Tagalog,221,953 Hodeida Street,,18841.0
889318963672,61,Vaduz,560,943 Tokat Street,,45428.0
819416131190,167,Gifu,253,1287 Xi´angfan Boulevard,,57844.0
408304391718,215,Jilin,174,1333 Haldia Street,,82161.0
440365973660,377,East Java,415,154 Oshawa Manor,,72771.0
689199636560,355,Tuvassia,531,469 Nakhon Sawan Street,,58866.0
412903167998,102,Abu Dhabi,12,669 Firozabad Loop,,92265.0
448876499197,522,Battambang,60,1768 Udine Loop,,32347.0
9099941466,144,Tennessee,123,1666 Beni-Mellal Place,,13377.0
198123170793,91,Sucre,480,1740 Portoviejo Avenue,,29932.0
855066328617,565,al-Sharqiya,79,1741 Hoshiarpur Boulevard,,22372.0
307133768620,433,Komi,510,1823 Hoshiarpur Lane,,33191.0
924815207181,384,Gujarat,73,97 Mogiljov Lane,,89294.0
170117068815,162,North Carolina,187,369 Papeete Way,,66639.0
331888642162,442,La Romana,290,1245 Ibirité Way,,40926.0
