LastName,Country,Income,CreditRating,Gender,NumberCars,MaritalStatus,State,Age,NumberCreditCards,AddressLine1,City,Phone,NumberChildren,AddressLine2,Employer,PostalCode,MiddleInitial,AgencyID,FirstName,OwnOrRentFlag,NetWorth
Giallo,United States of America,252031.0,507.0,,1.0,M,MD,23.0,1.0,2203 valita boulevard,Fontana,1-090-303-3807,5.0,,Southern Union,M5f 1v6,T,Gia24,Allisan,O,3206409.0
SPRUELL,United States of America,101800.0,362.0,M,3.0,M,KY,61.0,9.0,11538 COLLINWOOD AVENUE,St. Catharines,1-492-968-0932,1.0,,Moog,99539,,SPR25,Ammamaria,O,3850037.0
SKALSKI,United States of America,436977.0,527.0,F,0.0,D,CA,,7.0,7818 EAST STREET,Hayward,1-960-227-2020,1.0,,Old Republic International,95055,,SKA26,Mari,O,528440.0
Gargul,United States of America,495334.0,354.0,m,0.0,S,FL,51.0,0.0,10013 shaw road,Palmdale,1-431-122-8597,,,,93686,,Gar27,Anica,O,597140.0
Dore,United States of America,274685.0,511.0,,1.0,M,Newfoundland,97.0,1.0,6802 AMES STREET,Phoenix,1-822-836-7200,1.0,,Great Plains Energy,75218,,Dor28,Melba,O,146931.0
DIOGO,United States of America,320820.0,412.0,,2.0,,TX,52.0,7.0,22501 SUMMIT RUE,Gary,1-530-117-0497,2.0,,Broadcom,91174,X,DIO29,Tracee,,353495.0
Merrick,Canada,195835.0,583.0,m,4.0,S,WA,98.0,1.0,291 frances rue,Beaumont,1-051-257-2719,0.0,,Discover Financial Services,49515,,Mer30,CANADIAN,O,295647.0
Atchison,United States of America,108085.0,710.0,,5.0,U,MN,47.0,5.0,16264 sanders east,Nashua,1-171-989-1363,3.0,,UAL,16506,R,Atc31,Oue,O,408941.0
Plamondon,United States of America,260185.0,380.0,m,2.0,M,WY,47.0,9.0,16068 cantey way,San Jose,1-042-705-3246,1.0,,Charles Schwab,94383,X,Pla32,wallie,O,362523.0
SELCHOW,United States of America,258323.0,796.0,F,0.0,M,NY,9.0,2.0,21170 EDLOE BOULEVARD,Nashua,1-098-328-2026,0.0,,Coach,T6d 1b3,E,SEL33,Andromache,R,2102359.0
shane,United States of America,79476.0,818.0,f,1.0,M,SC,85.0,2.0,885 CROSBY LANE,Fort Smith,1-209-754-5635,3.0,,DaVita,25339,Z,sha34,THOR,U,3480265.0
MERWIN,United States of America,102156.0,766.0,,5.0,M,MS,81.0,3.0,12235 jay street,Lancaster,1-498-781-3456,3.0,,Marshall & Ilsley Corp.,V6o 1v4,,MER35,SALAH,U,3648900.0
conrad,United States of America,221481.0,359.0,,2.0,M,UT,0.0,2.0,20340 LOMBARD CRESCENT,Colorado Springs,1-615-241-0440,3.0,,Cablevision Systems,01852,,con36,HOR-LAM,O,1161790.0
onsiteteam,United States of America,41836.0,401.0,M,1.0,S,PA,28.0,2.0,22074 dexter upper,Washington,1-995-449-5200,5.0,,Barnes & Noble,78230,,ons37,Vania,R,2050587.0
Summerlin,Canada,72389.0,609.0,M,1.0,U,OK,65.0,0.0,1540 MURIE RUE,Lowell,1-295-673-4452,1.0,,EMC,93770,,Sum38,Niel,O,3579198.0
grooms,United States of America,66486.0,630.0,,3.0,S,WY,20.0,2.0,7075 glen loch drive,Frederick,1-914-675-2986,0.0,,Fluor,m4l 1n4,F,gro39,ziad,O,889494.0
dilkie,United States of America,200185.0,671.0,,3.0,M,RI,55.0,9.0,11237 balmoral way,Mesa,,1.0,Apt. 382,Dollar General,22335,I,dil40,Claude,O,2205682.0
DOLSON,United States of America,289215.0,715.0,,0.0,U,HI,76.0,10.0,8316 GARDEN BROOK NORTH,Lakewood,1-825-739-0336,2.0,,Lear,V6C 1T4,,DOL41,AVTAR,O,1140117.0
Posthumus,United States of America,322484.0,707.0,,4.0,M,VA,1.0,9.0,2240 clifton lower,Cleveland,1-956-713-3802,1.0,,J.P. Morgan Chase & Co.,M6t 1h3,,Pos42,Donny,O,1421319.0
Machika,United States of America,83458.0,329.0,,4.0,M,OK,3.0,0.0,20907 NOTINGHAM LOWER,Grand Rapids,1-814-932-1579,2.0,,Affinia Group Intermediate,95263,,Mac43,Cocos,O,3525204.0
chenoweth,United States of America,,601.0,,0.0,D,Prince Edward Island,100.0,8.0,601 carroll lower,Peoria,1-135-443-7282,3.0,,,v5b 1p5,,che44,ruud,R,468976.0
holbrooks,United States of America,492407.0,623.0,,5.0,W,SD,81.0,2.0,18267 state drive,Inglewood,1-720-975-0667,1.0,,Goldman Sachs Group,32318,,hol45,Belvia,O,1685443.0
pfieffer,United States of America,346630.0,376.0,f,4.0,S,OH,76.0,2.0,9270 LEAF SOUTH,Akron,1-871-598-3505,4.0,,E*Trade Financial,93872,,pfi46,ATHAR,O,337564.0
elkington,Canada,9572.0,560.0,,1.0,W,MA,51.0,0.0,18582 PERIMETER BOULEVARD,Charlottetown,1-607-222-4809,3.0,,Pfizer,92824,Y,elk47,Cherey,O,84777.0
Labenek,United States of America,265369.0,693.0,F,1.0,,MD,,4.0,9612 park stream upper,Bellevue,1-965-046-0642,5.0,,Safeway,e4a 1r2,,Lab48,RAZ,O,3146477.0
laferriere,United States of America,104172.0,346.0,,1.0,S,Saskatchewan,58.0,0.0,2803 clearwater north,Dover,1-155-441-3579,2.0,,Simon Property Group,H7G 1V4,Y,laf49,kishore,U,495277.0
Norment,United States of America,65550.0,342.0,,0.0,M,WA,52.0,0.0,11103 BISSONNET WEST,Fullerton,,3.0,,Trinity Industries,85039,I,Nor50,Nelleke,O,746904.0
hagar,Canada,,563.0,,2.0,M,OH,91.0,8.0,4652 outervale lane,Denver,1-544-132-7237,0.0,,Solutia,v6m 1q3,,hag51,sibby,R,1219620.0
Betcher,United States of America,,391.0,m,2.0,M,WY,17.0,4.0,341 dunbar west,Dallas,1-821-089-2089,3.0,,,X7j 1r1,,Bet52,ericha,O,1718910.0
Van der,United States of America,66244.0,381.0,m,4.0,S,NJ,6.0,8.0,16176 vernon drive,San Jose,1-135-391-9787,4.0,,A.O. Smith,B8b 1z5,,Van53,Janson,O,
O'LEARY,United States of America,426954.0,539.0,F,0.0,S,ND,89.0,9.0,23131 clint way,Bellevue,1-776-182-6215,3.0,,AptarGroup,t5d 1v4,,O'L54,Dorotea,U,2636424.0
anderson,United States of America,126891.0,497.0,m,5.0,M,NC,99.0,0.0,11640 baltic upper,San Buenaventura,1-079-780-7761,4.0,,Coca-Cola,V6t 1r2,,and55,Denice,O,1326305.0
starks,Canada,454196.0,661.0,,4.0,M,WV,77.0,,20796 dolores drive,St. Louis,1-504-346-4393,2.0,,Kimberly-Clark,91177,,sta56,Myron,O,2241997.0
CHASSE,United States of America,163940.0,558.0,,5.0,S,GA,,0.0,14359 COMMERCE WEST,Pueblo,1-985-538-4351,3.0,Apt. 275,Visteon,T5c 1t1,,CHA57,Barby,R,1542891.0
ASING,Canada,365213.0,534.0,R,,W,Ontario,90.0,,21448 hampton boulevard,Regina,1-254-097-9398,1.0,,TECO Energy,35862,,ASI58,Ariella,O,797918.0
askins,United States of America,428739.0,373.0,f,0.0,M,MA,82.0,6.0,7637 pershing way,Saskatoon,1-545-924-9552,0.0,,Bemis,96820,,ask59,ADEY,U,347654.0
Kikuta,United States of America,142444.0,382.0,,4.0,M,CA,,8.0,11529 arcana boulevard,Jackson,1-984-233-8818,0.0,,Wyeth,75238,K,Kik60,GAYEL,O,2456397.0
Chane,United States of America,416168.0,475.0,F,3.0,S,SD,15.0,10.0,2700 windwood north,St. Petersburg,1-528-691-1642,3.0,,United Technologies,85769,,Cha61,Man,O,1284229.0
KILLEN,United States of America,291420.0,539.0,m,2.0,D,Saskatchewan,,3.0,22279 gramercy road,Scottsdale,,0.0,,Clorox,H5i 1o9,U,KIL62,Klara,O,618787.0
kinley,United States of America,413501.0,711.0,f,4.0,M,RI,96.0,6.0,9828 west east,Charlotte,1-171-807-8213,5.0,,Discovery Communications,90849,,kin63,Abdalla,O,1171606.0
MALAHER,United States of America,,606.0,,4.0,M,NC,38.0,1.0,5935 mcafee park,Waterbury,1-056-241-7009,,,Williams-Sonoma,43644,,MAL64,bal,O,3983261.0
Odum,United States of America,419143.0,494.0,,3.0,W,SD,10.0,0.0,12460 CLAYTON STREET,Chesapeake,1-389-414-0570,3.0,,Manitowoc,99213,J,Odu65,Romy,O,2328568.0
DI NINNO,United States of America,155057.0,309.0,,1.0,M,IL,72.0,3.0,275 3rd drive,Hialeah,1-583-542-1656,5.0,,Henry Schein,72226,,DI 66,KORAL,O,2078600.0
STUBBLEFIELD,United States of America,313859.0,630.0,,2.0,M,OR,97.0,3.0,6907 FERNCLIFF CRESCENT,Charleston,1-269-712-0672,5.0,,Trinity Industries,V6Z 1Q9,K,STU67,YUKIHIKO,O,2986155.0
HAMBALI,United States of America,265907.0,330.0,,4.0,S,Ontario,48.0,10.0,885 crosby lane,Salem,1-670-102-0463,1.0,,Pepsi Bottling,20082,,HAM68,Khanh,O,1864039.0
LIBRARIAN,Canada,283481.0,710.0,m,,S,FL,97.0,9.0,2344 kalani west,Sacramento,1-699-726-3895,0.0,,UGI,35827,,LIB69,Darnell,O,1293721.0
ohsone,United States of America,200635.0,475.0,M,4.0,M,NM,73.0,7.0,22870 LA CIENEGA STREET,Santa Clarita,1-640-666-2876,0.0,,Greif,99692,,ohs70,feridoun,R,3850114.0
HUMMEL,United States of America,434519.0,596.0,,0.0,U,NE,71.0,3.0,8478 green avenue,Sherbrooke,1-540-639-1311,1.0,APT. 143,Equifax,V6c 1q5,O,HUM71,Magdy,O,1618743.0
BRADD,United States of America,392315.0,670.0,,5.0,W,MI,93.0,9.0,23639 purdue rue,Colorado Springs,1-285-874-8492,1.0,,,80158,,BRA72,jiri,O,3383487.0
Boarder,United States of America,493829.0,722.0,,5.0,U,New Brunswick,53.0,,19202 ansley park,Berkeley,1-121-904-0040,3.0,,Freescale Semiconductor,t6d 1b6,X,Boa73,AILA,O,2981876.0
Mcnally,United States of America,97489.0,587.0,,3.0,U,NJ,32.0,7.0,11319 devonshire rue,San Buenaventura,1-017-842-3201,2.0,,Aleris International,33120,,Mcn74,Vincenzo,O,2109339.0
MARKOVICH,United States of America,,609.0,F,4.0,S,ND,1.0,4.0,23665 deerwood park,New Haven,1-215-859-3206,3.0,,,99742,,MAR75,Minnnie,O,791803.0
Willekes,United States of America,383046.0,401.0,f,0.0,S,Saskatchewan,39.0,7.0,4855 union north,Shreveport,1-764-520-7470,1.0,,World Fuel Services,V6N 1T1,,Wil76,alfonzo,O,3523678.0
Deacetis,United States of America,1190.0,335.0,m,4.0,M,KS,77.0,0.0,9466 SHADOWBRIAR WEST,Lansing,1-414-130-0162,0.0,,R.R. Donnelley & Sons,44104,S,Dea77,Swandi,,1681902.0
Houk,United States of America,85733.0,569.0,,5.0,U,SD,18.0,7.0,3504 regency avenue,Pembroke Pines,1-970-240-9990,5.0,,Brinker International,14605,,Hou78,Anya,O,3851455.0
Goyette,Canada,387890.0,,,0.0,M,FL,70.0,9.0,7281 northland lower,Palmdale,1-408-684-6459,2.0,,Temple-Inland,80076,,Goy79,Enrika,R,2339382.0
Mok-fung,United States of America,16808.0,679.0,f,2.0,S,Saskatchewan,26.0,7.0,12481 hayden lower,Savannah,1-330-353-5908,0.0,,Psychiatric Solutions,V6I 1V6,Z,Mok80,SONJA,O,
Rundle,United States of America,304589.0,356.0,,,M,FL,,10.0,2328 gracie avenue,Amarillo,1-766-726-2675,4.0,,Nash-Finch,97307,I,Run81,Liem,,2065016.0
BELLEY,United States of America,48506.0,308.0,o,2.0,S,UT,58.0,9.0,4737 campbell street,Anchorage,1-938-425-7509,5.0,,AMR,46237,,BEL82,COLLETTE,R,2454049.0
BAER,United States of America,,412.0,,0.0,M,WY,43.0,4.0,2401 stratmore lower,Louisville,1-527-308-8874,4.0,,Spartan Stores,V6B 1S6,Y,BAE83,SIAMACK,O,2423395.0
MAULDIN,United States of America,358862.0,618.0,f,2.0,D,NH,65.0,4.0,21477 JUNIPER CRESCENT,Hilo,1-810-590-0635,3.0,,Cigna,H2d 1x1,,MAU84,Toshihiro,O,1342045.0
Koohgoli,United States of America,477614.0,429.0,,5.0,S,AR,24.0,5.0,19214 YAUPON BOULEVARD,Sudbury,1-274-548-2512,3.0,,General Cable,95108,,Koo85,Casey,O,861756.0
Lauriston,United States of America,175414.0,819.0,,3.0,S,CT,79.0,3.0,7785 rusk boulevard,Orlando,1-649-754-4601,1.0,,Dun & Bradstreet,80050,,Lau86,Daryn,O,1215349.0
Mangum,Canada,427598.0,552.0,F,0.0,M,VT,48.0,7.0,18002 cantrell upper,Missoula,1-905-932-1785,1.0,,Casey's General Stores,90122,L,Man87,Adrianna,O,3981554.0
PIERCY,United States of America,368207.0,587.0,,0.0,S,Manitoba,69.0,9.0,23341 brookside upper,Abilene,1-031-004-7697,4.0,,Jack in the Box,43614,,PIE88,Cortney,O,3865937.0
Buscaglia,United States of America,449944.0,304.0,M,3.0,S,NJ,91.0,6.0,20494 ROSS WEST,Saskatoon,1-994-812-4796,1.0,,Assurant,61110,,Bus89,Duane,O,2804700.0
BABIONE,United States of America,166247.0,795.0,,5.0,,KY,75.0,4.0,17552 SAVANNAH NORTH,Irvine,1-176-513-4041,5.0,,Psychiatric Solutions,70174,,BAB90,Tele,U,3283558.0
Burkard,United States of America,391165.0,830.0,M,1.0,S,GA,85.0,2.0,4462 pace crescent,Reno,1-072-244-6337,3.0,APT. 373,Danaher,90324,,Bur91,Ophelia,O,450524.0
Kinsella,United States of America,165854.0,709.0,,5.0,M,NJ,76.0,3.0,7161 tallowood upper,Sacramento,1-924-669-9328,3.0,,Clorox,s7d 1n1,,Kin92,lorine,R,
POMMAINVILLE,United States of America,326181.0,493.0,,2.0,S,SC,68.0,8.0,3489 silver sage west,Topeka,1-598-488-3541,1.0,,Boyd Gaming,93829,,POM93,Viole,O,
BOATWRIGHT,United States of America,173387.0,680.0,M,3.0,M,TN,95.0,,12481 hayden lower,Rancho Cucamonga,1-295-539-3868,,,Eaton,89116,,BOA94,Nani,O,633760.0
Ronald,United States of America,301127.0,800.0,,1.0,M,WY,15.0,,13210 3RD DRIVE,Hilo,1-554-020-0267,5.0,,Dynegy,94315,R,Ron95,cherey,R,3634954.0
weihs,United States of America,487230.0,614.0,,1.0,M,Ontario,17.0,4.0,8899 starling lane,Saint John,1-793-621-4566,5.0,,AmeriCredit,T5b 1u9,A,wei96,Redgie,R,799268.0
Helpb,Canada,425747.0,763.0,M,4.0,,DC,94.0,6.0,11480 fennel south,Torrance,1-787-267-4261,0.0,,SLM,T6b 1a5,P,Hel97,Yousef,R,39093.0
moghe,United States of America,401946.0,561.0,m,4.0,S,Alberta,70.0,3.0,7266 cherry upper,Santa Clara,1-668-247-1597,4.0,,NV Energy,60699,,mog98,Damaris,O,2705353.0
bozicevich,United States of America,425422.0,569.0,,1.0,S,ME,29.0,4.0,10678 ENGLEWOOD WEST,Torrance,1-901-346-8890,2.0,,Landstar System,V6p 1s8,,boz99,Ilyssa,O,3565153.0
Zaharychuk,United States of America,208890.0,634.0,,4.0,M,MA,52.0,5.0,21181 2ND RUE,Stockton,1-451-273-3803,1.0,,Pacific Life,v6i 1p1,R,Zah100,Moselle,O,2832204.0
Andric,United States of America,67880.0,488.0,F,5.0,U,NV,51.0,10.0,22963 hanover road,Paterson,1-129-499-9136,3.0,,Textron,79423,,And101,Dulsea,O,2194345.0
Bamfo,Canada,133412.0,788.0,,2.0,W,WA,24.0,5.0,8268 cliffbrook boulevard,Mesa,1-899-319-0772,3.0,,Pfizer,H5j 1o6,L,Bam102,Lyndsie,O,3737140.0
frondozo,United States of America,144829.0,333.0,,3.0,D,WY,98.0,8.0,5118 montview court,Anchorage,1-053-396-0441,4.0,,Cigna,93761,,fro103,KESLEY,O,464753.0
Caron,United States of America,,601.0,,1.0,M,NJ,59.0,,17442 tallowood upper,Miami,1-239-665-9540,1.0,,Ameren,76150,J,Car104,LAUREL,U,596696.0
muchow,Canada,143682.0,595.0,f,3.0,U,LA,49.0,2.0,4038 WEDGEWOOD STREET,Great Falls,1-605-888-3403,4.0,,Consolidated Edison,99717,V,muc105,Steen,O,1504753.0
gateau,United States of America,350020.0,433.0,,0.0,U,TX,1.0,10.0,20334 anaconda avenue,Erie,1-630-604-2543,1.0,,Occidental Petroleum,60608,,gat106,noel,O,3049281.0
Schaefer,United States of America,435103.0,403.0,F,0.0,U,SC,79.0,10.0,5385 young west,Hollywood,1-851-862-7928,,,Sherwin-Williams,v6w 1u4,M,Sch107,Tracey,O,247478.0
pomerleau,United States of America,207768.0,615.0,,1.0,,TX,6.0,3.0,2747 SINCLAIR LANE,Tulsa,1-065-415-5724,5.0,,Affiliated Computer Services,T5b 1t6,,pom108,Sarajane,R,2750301.0
cucuzzella,United States of America,407512.0,735.0,F,0.0,M,MN,70.0,1.0,8622 BROWNWAY PARK,Tucson,1-408-512-1007,4.0,,Valassis Communications,23298,K,cuc109,Geoffrey,O,721333.0
SUGARMAN,United States of America,403366.0,668.0,q,3.0,S,ID,23.0,1.0,18048 GREEN NORTH,Anchorage,1-083-902-4184,0.0,,,32803,Z,SUG110,loralyn,O,669440.0
Pepe,Canada,384095.0,349.0,,3.0,M,MI,78.0,,18994 country boulevard,Sandy,1-568-403-7081,5.0,,Smithfield Foods,64122,,Pep111,andrei,O,2473979.0
Chandrashekar,United States of America,288969.0,654.0,f,4.0,S,OK,79.0,,16063 ashland road,Boston,1-824-389-0618,,SUITE 7,,T6b 1h2,,Cha112,javad,,3545170.0
SEIFERS,United States of America,233665.0,361.0,m,2.0,U,UT,72.0,6.0,19309 mcfarlin north,Vancouver,1-174-210-2058,3.0,Apt. 971,TD Ameritrade,22222,U,SEI113,Karna,O,1494871.0
GARTLEY,Canada,147236.0,427.0,F,4.0,S,PA,31.0,1.0,2454 cliffbrook west,Akron,1-425-503-7952,0.0,,Comerica,T6a 1d2,S,GAR114,Jocelyn,U,436164.0
Touchette,United States of America,452557.0,322.0,M,0.0,W,New Brunswick,86.0,1.0,15865 strand west,Lancaster,1-012-389-9089,3.0,,Steel Dynamics,v5d 1n9,,Tou115,Elvera,O,1069481.0
Kurdziel,United States of America,179305.0,792.0,M,2.0,S,UT,,9.0,13776 east boulevard,Concord,1-909-472-6704,0.0,,Coca-Cola Enterprises,23321,V,Kur116,Nessy,R,
Herod,Canada,205817.0,478.0,,3.0,U,VA,87.0,2.0,10570 WEIZMANN LOWER,Chesapeake,1-622-167-5411,0.0,,News Corp.,90505,,Her117,lona,O,2957261.0
MCVICAR,United States of America,262711.0,477.0,,,M,NH,92.0,1.0,15278 walnut hill road,Flint,1-164-511-9338,5.0,,,19066,P,MCV118,RHEA,O,228459.0
LABFIVE,Canada,84810.0,449.0,F,1.0,M,VT,4.0,6.0,23007 WAKEFOREST WAY,Chattanooga,1-804-532-9163,5.0,,Stater Bros. Holdings,v6s 1r3,,LAB119,Josefa,O,67267.0
butta,United States of America,96441.0,466.0,,2.0,U,FL,8.0,2.0,9088 rivas way,Billings,1-197-370-0297,4.0,,BorgWarner,78769,,but120,alikee,O,1087978.0
Projects,United States of America,462762.0,483.0,m,0.0,M,NC,97.0,2.0,18798 ullrich road,Scottsdale,1-337-042-5687,5.0,,CB Richard Ellis Group,53769,,Pro121,dolorita,O,3885967.0
Irc,United States of America,141890.0,588.0,,5.0,D,VA,,4.0,18517 HULEN LOWER,Oshawa,1-056-138-5321,4.0,,Zimmer Holdings,H7E 1U6,,Irc122,Marilyn,O,3271101.0
Zivkovic,Canada,156610.0,313.0,,5.0,,DC,40.0,2.0,11474 dodd lane,Naperville,1-776-191-2031,5.0,,Mohawk Industries,e7o 1k1,G,Ziv123,robertson,O,
simser,United States of America,164752.0,647.0,,1.0,U,NC,95.0,1.0,9375 wood south,Tampa,1-280-696-2706,4.0,,Berkshire Hathaway,90374,H,sim124,Ilsa,R,1999133.0
keifer,United States of America,278949.0,430.0,,1.0,S,MS,92.0,2.0,20479 wise avenue,Jackson,1-857-581-6346,5.0,,Saks,63169,I,kei125,Pen,O,1100786.0
arvin,United States of America,,467.0,f,0.0,W,SC,67.0,8.0,19918 ROGERS NORTH,Hay River,,5.0,,Gardner Denver,16515,P,arv126,AUBRETTE,O,563992.0
Praeuner,United States of America,463736.0,399.0,F,3.0,M,KS,24.0,7.0,9284 coffey lower,Irvine,1-716-343-0884,2.0,,Hasbro,85309,,Pra127,Cole,O,962397.0
lue,United States of America,,654.0,m,2.0,M,VT,26.0,5.0,2929 north crescent,Idaho Falls,1-101-776-2496,3.0,,CBS,92158,C,lue128,liva,O,1064169.0
Przybycien,United States of America,86667.0,378.0,f,2.0,S,IL,62.0,3.0,15404 queen street,Moreno Valley,1-769-028-0589,0.0,,Synnex,33152,,Prz129,Ayaz,O,2100059.0
penn,United States of America,193470.0,338.0,f,5.0,W,FL,37.0,10.0,1619 greenspoint road,Ontario,1-005-833-8970,1.0,,Belden,83729,J,pen130,YETTY,O,99025.0
Guay,United States of America,406379.0,695.0,,5.0,S,MI,71.0,10.0,21477 WARREN PARK,Concord,1-884-215-4243,0.0,,Broadcom,B8b 1z6,S,Gua131,Mary-michelle,R,3865481.0
brennand,Canada,480595.0,614.0,F,1.0,M,Newfoundland,29.0,7.0,6503 ROBBINS STREET,Phoenix,,3.0,,Reynolds American,53717,,bre132,agretha,U,804544.0
Savanh,United States of America,181718.0,307.0,f,4.0,S,ME,89.0,7.0,3958 GLEN LOCH BOULEVARD,Coral Springs,1-725-177-7815,5.0,,Wells Fargo,t5c 1w7,X,Sav133,LOTTY,O,3143356.0
ABBATANTUONO,United States of America,468310.0,331.0,,0.0,M,AL,11.0,2.0,13640 ethridge lower,Oxnard,1-277-496-5396,3.0,,Retail Ventures,37245,Z,ABB134,Kassey,O,
OP,United States of America,354987.0,638.0,M,2.0,S,IN,20.0,2.0,3981 imperial lower,Brownsville,1-756-463-2201,0.0,,AT&T,94401,N,OP135,Adria,O,2311953.0
Mersinger,Canada,284539.0,703.0,,3.0,W,NH,75.0,3.0,13210 3rd drive,Memphis,1-261-338-7463,5.0,,Wynn Resorts,B8a 1y3,,Mer136,audivox,O,3120608.0
rutt,United States of America,213725.0,302.0,F,0.0,S,DC,95.0,7.0,9297 THROCKMORTON SOUTH,Flint,1-811-086-4675,5.0,,Eastman Kodak,t6b 1k2,,rut137,SUE,O,2058270.0
bemis,United States of America,74195.0,522.0,,2.0,U,DC,0.0,,8935 YOUNG UPPER,Lafayette,1-338-771-1185,3.0,,Aramark,85306,I,bem138,Lorenza,O,1511983.0
Pennington,United States of America,169295.0,,,5.0,M,MD,73.0,,3797 RUTGERS PARK,Greensboro,1-554-231-5318,1.0,,ENSCO International,V6R 1R7,,Pen139,Enzo,O,439080.0
torok,United States of America,307832.0,833.0,M,1.0,W,Prince Edward Island,39.0,5.0,8285 tamarind crescent,Sterling Heights,1-733-886-5227,0.0,,Auto-Owners Insurance,68513,Y,tor140,claudina,R,921255.0
